app_name,status,source,output,seconds,detail,command
rodinia-backprop-1-tiling-back,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-backprop-1-tiling-back/backprop_kernel.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-backprop-1-tiling-back.gexf,1.102,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia-backprop-1-tiling-back.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-backprop-1-tiling-back/backprop_kernel.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-backprop-1-tiling-back.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-backprop-1-tiling-back.mlir.tmp
rodinia-hotspot-0-baseline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-0-baseline/hotspot.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-hotspot-0-baseline.gexf,2.555,"635 nodes, 2648 edges, 3 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-0-baseline/hotspot.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-hotspot-0-baseline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-hotspot-0-baseline.mlir.tmp
rodinia-hotspot-1-tiling,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-1-tiling/hotspot.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-hotspot-1-tiling.gexf,2.145,"537 nodes, 2207 edges, 8 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-1-tiling/hotspot.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-hotspot-1-tiling.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-hotspot-1-tiling.mlir.tmp
rodinia-hotspot-2-pipeline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-2-pipeline/hotspot.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-hotspot-2-pipeline.gexf,2.142,"654 nodes, 2761 edges, 19 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-2-pipeline/hotspot.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-hotspot-2-pipeline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-hotspot-2-pipeline.mlir.tmp
rodinia-hotspot-3-unroll,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-3-unroll/hotspot.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-hotspot-3-unroll.gexf,2.230,"654 nodes, 2761 edges, 19 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-hotspot-3-unroll/hotspot.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-hotspot-3-unroll.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-hotspot-3-unroll.mlir.tmp
rodinia-kmeans-0-baseline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-0-baseline/kmeans.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-kmeans-0-baseline.gexf,1.442,"73 nodes, 272 edges, 3 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-0-baseline/kmeans.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-kmeans-0-baseline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-kmeans-0-baseline.mlir.tmp
rodinia-kmeans-1-tiling,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-1-tiling/kmeans.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-kmeans-1-tiling.gexf,1.572,"250 nodes, 951 edges, 12 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-1-tiling/kmeans.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-kmeans-1-tiling.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-kmeans-1-tiling.mlir.tmp
rodinia-kmeans-2-pipeline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-2-pipeline/kmeans.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-kmeans-2-pipeline.gexf,1.565,"250 nodes, 951 edges, 12 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-2-pipeline/kmeans.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-kmeans-2-pipeline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-kmeans-2-pipeline.mlir.tmp
rodinia-kmeans-3-unroll,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-3-unroll/kmeans.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-kmeans-3-unroll.gexf,1.563,"250 nodes, 951 edges, 12 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-kmeans-3-unroll/kmeans.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-kmeans-3-unroll.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-kmeans-3-unroll.mlir.tmp
rodinia-knn-0-baseline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-0-baseline/knn.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-knn-0-baseline.gexf,1.193,"51 nodes, 185 edges, 2 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-0-baseline/knn.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-knn-0-baseline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-knn-0-baseline.mlir.tmp
rodinia-knn-1-tiling,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-1-tiling/knn.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-knn-1-tiling.gexf,1.355,"200 nodes, 768 edges, 9 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-1-tiling/knn.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-knn-1-tiling.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-knn-1-tiling.mlir.tmp
rodinia-knn-2-pipeline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-2-pipeline/knn.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-knn-2-pipeline.gexf,1.388,"200 nodes, 768 edges, 9 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-2-pipeline/knn.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-knn-2-pipeline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-knn-2-pipeline.mlir.tmp
rodinia-knn-3-unroll,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-3-unroll/knn.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-knn-3-unroll.gexf,0.623,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia-knn-3-unroll.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-3-unroll/knn.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-knn-3-unroll.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-knn-3-unroll.mlir.tmp
rodinia-knn-4-doublebuffer,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-4-doublebuffer/knn.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-knn-4-doublebuffer.gexf,0.663,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia-knn-4-doublebuffer.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-4-doublebuffer/knn.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-knn-4-doublebuffer.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-knn-4-doublebuffer.mlir.tmp
rodinia-knn-5-coalescing,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-5-coalescing/knn.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia-knn-5-coalescing.gexf,0.788,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia-knn-5-coalescing.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia-knn-5-coalescing/knn.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia-knn-5-coalescing.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia-knn-5-coalescing.mlir.tmp
rodinia_cfd_flux_0_baseline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_flux_0_baseline_0/cfd_flux.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_flux_0_baseline_0.gexf,4.311,"970 nodes, 5240 edges, 2 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_flux_0_baseline_0/cfd_flux.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_flux_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_flux_0_baseline_0.mlir.tmp
rodinia_cfd_step_factor_0_baseline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_0_baseline_0/cfd_step_factor.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_step_factor_0_baseline_0.gexf,1.744,"294 nodes, 1220 edges, 1 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_0_baseline_0/cfd_step_factor.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_step_factor_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_step_factor_0_baseline_0.mlir.tmp
rodinia_cfd_step_factor_1_tiling_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_1_tiling_0/cfd_step_factor.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_step_factor_1_tiling_0.gexf,1.758,"397 nodes, 1637 edges, 4 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_1_tiling_0/cfd_step_factor.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_step_factor_1_tiling_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_step_factor_1_tiling_0.mlir.tmp
rodinia_cfd_step_factor_2_pipeline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_2_pipeline_0/cfd_step_factor.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_step_factor_2_pipeline_0.gexf,1.814,"404 nodes, 1695 edges, 7 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_2_pipeline_0/cfd_step_factor.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_step_factor_2_pipeline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_step_factor_2_pipeline_0.mlir.tmp
rodinia_cfd_step_factor_3_unroll_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_3_unroll_0/cfd_step_factor.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_step_factor_3_unroll_0.gexf,2.859,"633 nodes, 3512 edges, 8 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_3_unroll_0/cfd_step_factor.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_step_factor_3_unroll_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_step_factor_3_unroll_0.mlir.tmp
rodinia_cfd_step_factor_4_doublebuffer_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_4_doublebuffer_0/cfd_step_factor.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_step_factor_4_doublebuffer_0.gexf,3.829,"1044 nodes, 6187 edges, 18 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_4_doublebuffer_0/cfd_step_factor.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_step_factor_4_doublebuffer_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_step_factor_4_doublebuffer_0.mlir.tmp
rodinia_cfd_step_factor_5_coalescing_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_5_coalescing_0/cfd_step_factor.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_cfd_step_factor_5_coalescing_0.gexf,3.627,"955 nodes, 5975 edges, 18 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_cfd_step_factor_5_coalescing_0/cfd_step_factor.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_cfd_step_factor_5_coalescing_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_cfd_step_factor_5_coalescing_0.mlir.tmp
rodinia_dilate_0_baseline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_0_baseline_0/dilate.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_dilate_0_baseline_0.gexf,1.588,"118 nodes, 585 edges, 5 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_0_baseline_0/dilate.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_dilate_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_dilate_0_baseline_0.mlir.tmp
