Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Area,Weight,is_pareto
workload_202.cpp,xczu7ev-ffvc1156-2-e,10.0,84.92052,372,3,2,15,29,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_64,unroll_2,pipeline,12.25,0.7433465457017464,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10.0,847.40974,918,3,4,7,19,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_8,8.25,0.44840514969224377,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10.0,1650.02728,348,2,1,7,16,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_2,6.5,0.17595702214947792,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10.0,85.7115,511,3,2,32,48,block_2_2,block_2_2,block_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,21.25,0.3215067766199876,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,83.23438,217,3,2,12,19,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline,unroll_2,unroll_2,pipeline,9.0,0.8505500350784411,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,83.34558,259,2,2,17,33,block_2_2,cyclic_16_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_4,pipeline_1,unroll_2,unroll_32,unroll_2,pipeline_1,13.5,0.6928141041199023,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10.0,1311.45742,357,3,1,3,12,block_32_1,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_2,4.75,0.3490627260720025,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10.0,409.62836,582,4,4,9,22,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,unroll_8,9.75,0.5894651634896112,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,414.2039,1578,4,3,24,47,block_4_1,block_2_2,block_2_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_2,unroll_4,unroll_4,19.5,0.3228115631112872,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10.0,84.85734,1206,1,2,27,48,cyclic_32_1,cyclic_8_1,block_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,19.5,0.389708513211367,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10.0,409.73928,577,2,3,9,19,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,8.25,0.6559308381535299,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,83.0095,600,2,2,20,39,block_2_2,cyclic_8_1,block_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,15.75,0.5666283885425758,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,1312.1443,989,3,1,6,20,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_4,unroll_2,7.5,0.2976719234189249,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10.0,1672.40548,523,3,1,8,20,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,8.0,0.15932880166565377,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,83.60998,206,4,2,13,22,cyclic_2_2,block_2_2,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,10.25,0.8084987837821844,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10.0,409.62734,255,2,3,6,12,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,5.75,0.7578306155420393,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,409.63012,551,4,3,9,24,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,unroll_8,10.0,0.578301813285719,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,1311.46158,325,3,1,3,11,block_32_1,block_2_2,block_32_1,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_2,4.5,0.35365146555270444,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10.0,86.17734,948,3,2,40,58,complete_2,block_2_2,block_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,25.75,0.18810309084381982,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10.0,1648.2771,478,2,1,5,14,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,5.5,0.18148420510087215,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10.0,1258.76398,475,3,1,6,17,block_4_1,block_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_4,6.75,0.33156370540325053,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10.0,410.5244,1687,3,3,17,41,cyclic_16_1,block_2_2,block_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_16,unroll_4,unroll_8,16.0,0.4327138953703694,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10.0,847.41342,867,3,4,7,18,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_8,8.0,0.4555144289346259,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10.0,847.89382,781,3,4,8,20,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,block_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline,unroll_2,unroll_4,unroll_8,8.75,0.43393097497648003,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10.0,84.92876,940,3,2,27,49,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_4,unroll_2,pipeline,unroll_64,unroll_2,pipeline,20.25,0.3593616827105459,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10.0,83.12382,290,3,2,18,28,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline,12.75,0.7288095901596103,False
workload_317.cpp,xczu7ev-ffvc1156-2-e,10.0,410.94505,781,2,5,12,31,block_2_2,cyclic_8_1,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,12.5,0.5199404281148116,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10.0,83.37054,1319,2,2,11,27,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_2,pipeline,10.5,0.8004145455492803,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10.0,85.02214,143,3,2,8,15,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,7.0,0.9181506439703595,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10.0,1672.33198,423,1,1,7,19,cyclic_16_1,cyclic_8_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_2,7.0,0.16551016129786145,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10.0,85.38638,533,3,2,30,48,block_32_1,block_2_2,block_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,pipeline_1,20.75,0.3400608251886586,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10.0,409.77878,1225,3,3,11,28,cyclic_32_1,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,unroll_8,11.25,0.5458618388823582,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10.0,1672.08438,374,1,1,7,15,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_4,unroll_16,unroll_4,unroll_2,6.0,0.17066943779915614,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10.0,1670.67726,287,2,1,5,13,block_32_1,cyclic_8_1,complete_2,cyclic_16_1,complete_2,block_2_1,unroll_2,pipeline,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,5.25,0.17405962427606925,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10.0,414.28518,1349,4,3,24,45,block_4_1,block_2_2,block_2_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,unroll_4,19.0,0.3380952827758476,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10.0,409.62038,257,2,3,5,12,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,5.5,0.7668605146438805,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10.0,83.37654,953,1,2,12,30,block_2_2,cyclic_8_1,cyclic_4_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_64,unroll_2,unroll_2,pipeline,11.25,0.776031612521858,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10.0,409.63436,531,3,3,8,21,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,unroll_8,8.75,0.6339891397318224,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10.0,1258.7851,460,3,1,6,17,block_4_1,block_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_16,unroll_16,unroll_2,unroll_4,6.75,0.33155658495141493,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,85.39438,1298,3,2,50,74,block_32_1,block_2_2,block_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_32,pipeline,unroll_64,unroll_4,pipeline_1,32.25,0.10209254511724339,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10.0,408.13718,517,2,3,6,15,block_2_2,cyclic_8_1,cyclic_2_2,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,unroll_8,6.5,0.7300648046378868,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,83.39502,391,3,2,24,37,block_32_1,block_2_2,block_2_2,cyclic_16_1,block_4_1,block_2_1,unroll_2,pipeline,unroll_4,unroll_32,pipeline,unroll_2,unroll_4,pipeline_1,16.5,0.5278876805292485,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10.0,410.4894,789,3,3,14,32,cyclic_16_1,block_2_2,block_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,unroll_8,13.0,0.510168649135741,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10.0,86.23166,712,3,2,37,55,block_2_2,complete_2,block_2_1,block_32_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,24.25,0.2258562036285908,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10.0,847.53048,826,3,3,8,22,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_64,unroll_2,unroll_8,9.0,0.4269077709521861,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,847.51638,920,3,3,7,19,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_8,8.0,0.4554723859545289,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,83.23238,781,1,2,13,27,block_2_2,block_2_2,cyclic_4_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,10.75,0.7923188429045235,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10.0,1645.71436,818,4,29,16,30,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_4,19.75,0.10000000000000003,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,83.24276,1485,4,2,46,69,block_32_1,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,block_2_1,unroll_4,unroll_16,unroll_4,unroll_2,unroll_32,unroll_2,unroll_4,pipeline,30.25,0.11513001519727005,False
workload_341.cpp,xczu7ev-ffvc1156-2-e,10.0,729.81848,270,4,3,3,13,block_32_1,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_64,unroll_2,unroll_2,5.75,0.5796810302990424,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10.0,83.34542,347,2,2,13,30,block_2_2,cyclic_16_1,cyclic_2_2,cyclic_2_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_2,unroll_32,unroll_2,pipeline_1,11.75,0.7600358635860169,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10.0,85.12214,146,4,2,7,13,cyclic_16_1,cyclic_2_2,cyclic_2_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,6.5,0.9356661471360876,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,10.0,409.60724,595,4,4,9,24,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,unroll_32,unroll_2,unroll_8,10.25,0.5671602117382321,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10.0,1311.55806,319,3,1,3,12,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,4.75,0.3490179720168324,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,10.0,407.80142,555,2,3,5,16,block_2_2,cyclic_8_1,cyclic_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_8,6.5,0.7302474573749225,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10.0,1672.31764,763,3,1,7,20,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_4,unroll_16,unroll_64,unroll_2,unroll_2,7.75,0.16097705203890783,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10.0,410.93814,152,4,4,3,9,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,5.0,0.7833050961039867,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10.0,1670.55742,445,2,1,5,16,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_2,6.0,0.17120504161986372,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10.0,83.03612,196,4,2,12,21,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,pipeline,9.75,0.8254211064285213,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10.0,84.85574,360,3,2,14,26,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,pipeline,11.25,0.7751963571505074,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10.0,1313.2003,570,2,1,6,18,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline,unroll_64,unroll_2,unroll_2,6.75,0.3112976275946612,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10.0,730.18486,169,4,3,3,9,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,4.75,0.6077031135989521,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,10.0,84.83436,233,4,2,12,22,cyclic_16_1,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,pipeline,10.0,0.8160558404915952,False
workload_356.cpp,xczu7ev-ffvc1156-2-e,10.0,85.0331,660,2,2,14,31,cyclic_32_1,cyclic_8_1,block_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,pipeline,12.25,0.743284407484608,False
workload_357.cpp,xczu7ev-ffvc1156-2-e,10.0,1311.55726,489,3,1,3,12,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,4.75,0.34901832775658204,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10.0,85.7454,464,2,2,29,47,cyclic_16_1,block_2_2,block_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll_16,unroll_4,pipeline_1,20.0,0.36928576762768617,False
workload_359.cpp,xczu7ev-ffvc1156-2-e,10.0,1670.8943,1224,2,1,8,24,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_4,unroll_2,8.75,0.15463951304635282,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10.0,83.12382,285,3,2,18,28,block_32_1,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline,12.75,0.7288095901596103,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10.0,1670.72038,333,2,1,4,12,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_32,unroll_4,unroll_64,unroll_2,unroll_2,4.75,0.1754509498263474,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10.0,730.04578,175,4,3,3,9,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,unroll_2,4.75,0.607777011893509,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10.0,83.34622,349,2,2,6,16,block_2_2,block_2_2,cyclic_4_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,pipeline,6.5,0.9367905229413698,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10.0,408.13398,473,4,3,5,14,block_2_2,block_2_2,block_32_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,unroll_8,6.5,0.7300665453782492,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10.0,730.07534,266,4,3,3,11,block_32_1,block_2_2,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_4,unroll_2,unroll_4,unroll_2,5.25,0.5938489085381214,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10.0,847.51326,1195,2,3,8,20,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_8,8.25,0.44836347843895175,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10.0,1670.94966,256,2,1,5,16,block_2_2,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,6.0,0.1710672798035045,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10.0,84.6343,592,1,2,15,30,cyclic_32_1,cyclic_8_1,block_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline,unroll_64,unroll_4,pipeline_1,12.0,0.7513867743262018,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10.0,84.85374,358,2,2,14,26,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,pipeline,11.0,0.7832709515942073,False
