Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
MatrixMultiplication_2082.cpp,xcu200-fsgd2104-2-e,10.0,10829.18948,478,1,1,3,6,cyclic_16_1,unroll_32,unroll_2,pipeline_1,2.75,0.42495107182191105,False
MatrixMultiplication_2083.cpp,xcu200-fsgd2104-2-e,10.0,10831.8314,280,1,1,2,5,cyclic_4_1,unroll_32,unroll_4,pipeline,2.25,0.5464608801771843,False
MatrixMultiplication_2084.cpp,xcu200-fsgd2104-2-e,10.0,10822.64068,358,1,1,3,6,cyclic_16_1,unroll_2,unroll_32,pipeline,2.75,0.4249806067108579,False
MatrixMultiplication_2085.cpp,xcu200-fsgd2104-2-e,10.0,10822.64068,39,1,1,1,1,cyclic_32_1,unroll_2,unroll_2,pipeline,1.0,0.8098513682785822,False
MatrixMultiplication_2086.cpp,xcu200-fsgd2104-2-e,10.0,10823.94884,38,1,1,1,1,cyclic_4_1,unroll_4,unroll_4,pipeline,1.0,0.8098202819852672,False
MatrixMultiplication_2087.cpp,xcu200-fsgd2104-2-e,10.0,32234.58308,38,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,unroll_2,1.0,0.3922081004915128,False
MatrixMultiplication_2088.cpp,xcu200-fsgd2104-2-e,10.0,10831.83172,86,1,1,1,2,block_2_1,unroll_16,unroll_4,pipeline,1.25,0.7895551728680679,False
MatrixMultiplication_2089.cpp,xcu200-fsgd2104-2-e,10.0,10822.63812,153,1,1,2,3,cyclic_2_1,unroll_4,unroll_32,pipeline_1,1.75,0.6778938620152447,False
MatrixMultiplication_2090.cpp,xcu200-fsgd2104-2-e,10.0,10822.63812,54,1,1,1,1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,1.0,0.8098514291134831,False
MatrixMultiplication_2091.cpp,xcu200-fsgd2104-2-e,10.0,10821.98148,58,1,1,1,1,cyclic_4_1,unroll_8,unroll_4,pipeline,1.0,0.8098670333516351,False
MatrixMultiplication_2092.cpp,xcu200-fsgd2104-2-e,10.0,10831.83364,65,1,1,1,1,cyclic_16_1,unroll_4,unroll_4,pipeline,1.0,0.8096329269620928,False
MatrixMultiplication_2093.cpp,xcu200-fsgd2104-2-e,10.0,10832.1594,56,1,1,1,1,block_2_1,unroll_16,unroll_2,pipeline,1.0,0.8096251869334237,False
MatrixMultiplication_2094.cpp,xcu200-fsgd2104-2-e,10.0,10831.8362,354,1,1,3,7,block_128_1,unroll_2,unroll_4,pipeline_1,3.0,0.37035414480569673,False
MatrixMultiplication_2095.cpp,xcu200-fsgd2104-2-e,10.0,6566.75079,86,1,1,1,1,cyclic_4_1,unroll_4,unroll_4,unroll_16,1.0,0.9145890649430555,False
MatrixMultiplication_2096.cpp,xcu200-fsgd2104-2-e,10.0,10822.63812,59,1,1,1,1,cyclic_16_1,unroll_4,unroll_4,pipeline,1.0,0.8098514291134831,False
MatrixMultiplication_2097.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,1159,1,1,6,12,block_128_1,unroll_4,unroll_4,pipeline,5.0,0.11237484695305923,False
MatrixMultiplication_2099.cpp,xcu200-fsgd2104-2-e,10.0,10826.57028,93,1,1,1,2,block_4_1,unroll_4,unroll_16,pipeline,1.25,0.7896658963673647,False
MatrixMultiplication_2100.cpp,xcu200-fsgd2104-2-e,10.0,10821.98084,93,1,1,1,2,block_2_1,unroll_16,unroll_4,pipeline_1,1.25,0.7897624731515535,False
MatrixMultiplication_2101.cpp,xcu200-fsgd2104-2-e,10.0,10826.56804,100,1,1,1,2,cyclic_4_1,unroll_32,unroll_2,pipeline,1.25,0.7896659435053901,False
MatrixMultiplication_2103.cpp,xcu200-fsgd2104-2-e,10.0,4248.06919,1629,1,1,1,1,cyclic_16_1,unroll_2,unroll_16,unroll_16,1.0,0.9746837971282537,False
MatrixMultiplication_2104.cpp,xcu200-fsgd2104-2-e,10.0,8494.66119,403,1,1,1,1,cyclic_8_1,unroll_4,unroll_16,unroll_8,1.0,0.8662504632250808,False
MatrixMultiplication_2106.cpp,xcu200-fsgd2104-2-e,10.0,10822.63684,44,1,1,1,1,cyclic_8_1,unroll_8,unroll_2,pipeline,1.0,0.8098514595309343,False
MatrixMultiplication_2107.cpp,xcu200-fsgd2104-2-e,10.0,10826.569,52,1,1,1,1,cyclic_4_1,unroll_8,unroll_4,pipeline,1.0,0.809758020194358,False
MatrixMultiplication_2108.cpp,xcu200-fsgd2104-2-e,10.0,10821.98532,73,1,1,1,1,cyclic_2_1,unroll_2,unroll_32,pipeline,1.0,0.8098669420982819,False
MatrixMultiplication_2109.cpp,xcu200-fsgd2104-2-e,10.0,6556.90247,53,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_16,1.0,0.9148397878252216,False
MatrixMultiplication_2110.cpp,xcu200-fsgd2104-2-e,10.0,10821.48996,177,1,1,2,3,cyclic_2_1,unroll_8,unroll_16,pipeline,1.75,0.6779077261827178,False
MatrixMultiplication_2111.cpp,xcu200-fsgd2104-2-e,10.0,10821.48996,83,1,1,1,1,cyclic_8_1,unroll_8,unroll_4,pipeline,1.0,0.809878713829274,False
MatrixMultiplication_2112.cpp,xcu200-fsgd2104-2-e,10.0,10822.63812,38,1,1,1,1,block_2_1,unroll_4,unroll_4,pipeline,1.0,0.8098514291134831,False
MatrixMultiplication_2113.cpp,xcu200-fsgd2104-2-e,10.0,10831.83172,179,1,1,2,4,block_2_1,unroll_16,unroll_8,pipeline_1,2.0,0.6117871900629032,False
MatrixMultiplication_2114.cpp,xcu200-fsgd2104-2-e,10.0,8997.97767,196,1,1,1,1,cyclic_4_1,unroll_4,unroll_16,unroll_8,1.0,0.8538741506939751,False
MatrixMultiplication_2115.cpp,xcu200-fsgd2104-2-e,10.0,6557.55783,50,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_16,1.0,0.9148231021825506,False
MatrixMultiplication_2116.cpp,xcu200-fsgd2104-2-e,10.0,10821.98148,55,1,1,1,1,block_2_1,unroll_8,unroll_4,pipeline_1,1.0,0.8098670333516351,False
MatrixMultiplication_2117.cpp,xcu200-fsgd2104-2-e,10.0,10823.9466,175,1,1,2,3,cyclic_8_1,unroll_32,unroll_2,pipeline,1.75,0.6778780604071175,False
MatrixMultiplication_2118.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,60,1,1,1,1,cyclic_32_1,unroll_4,unroll_2,pipeline,1.0,0.80986700293385,False
MatrixMultiplication_2119.cpp,xcu200-fsgd2104-2-e,10.0,10822.64068,36,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1.0,0.8098513682785822,False
MatrixMultiplication_2120.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,246,1,1,2,4,block_4_1,unroll_4,unroll_32,pipeline,2.0,0.6118822020650295,False
MatrixMultiplication_2121.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,52,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline_1,1.0,0.8098786834112387,False
MatrixMultiplication_2122.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,340,1,1,3,7,block_128_1,unroll_2,unroll_4,pipeline,3.0,0.37039172404014575,False
MatrixMultiplication_2123.cpp,xcu200-fsgd2104-2-e,10.0,10822.6362,140,1,1,1,3,cyclic_16_1,unroll_16,unroll_2,pipeline,1.5,0.7402995344122582,False
MatrixMultiplication_2124.cpp,xcu200-fsgd2104-2-e,10.0,5895.66087,543,1,1,1,2,cyclic_8_1,unroll_8,unroll_4,unroll_16,1.25,0.8834358284231271,False
MatrixMultiplication_2125.cpp,xcu200-fsgd2104-2-e,10.0,10822.63684,902,1,1,5,9,block_4_1,unroll_8,unroll_32,pipeline_1,4.0,0.20029149864831314,False
MatrixMultiplication_2126.cpp,xcu200-fsgd2104-2-e,10.0,10821.48932,1312,1,1,6,12,cyclic_32_1,unroll_16,unroll_4,pipeline,5.0,0.11237484771658966,False
MatrixMultiplication_2128.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,35,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,1.0,0.80986700293385,False
MatrixMultiplication_2129.cpp,xcu200-fsgd2104-2-e,10.0,10821.98148,63,1,1,1,1,block_4_1,unroll_8,unroll_4,pipeline,1.0,0.8098670333516351,False
MatrixMultiplication_2130.cpp,xcu200-fsgd2104-2-e,10.0,10823.94884,33,1,1,1,1,block_2_1,unroll_4,unroll_2,pipeline,1.0,0.8098202819852672,False
MatrixMultiplication_2131.cpp,xcu200-fsgd2104-2-e,10.0,5730.51399,67,1,1,1,1,cyclic_16_1,unroll_2,unroll_2,unroll_16,1.0,0.9360157904651795,False
MatrixMultiplication_2132.cpp,xcu200-fsgd2104-2-e,10.0,8484.96903,430,1,1,1,1,cyclic_8_1,unroll_4,unroll_16,unroll_8,1.0,0.866489777703228,False
MatrixMultiplication_2133.cpp,xcu200-fsgd2104-2-e,10.0,10831.81316,44,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline,1.0,0.8096334135664841,False
MatrixMultiplication_2134.cpp,xcu200-fsgd2104-2-e,10.0,10833.14436,29,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,pipeline,1.0,0.8096017846280583,False
MatrixMultiplication_2135.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,40,1,1,1,1,cyclic_4_1,unroll_4,unroll_4,pipeline,1.0,0.80986700293385,False
MatrixMultiplication_2136.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,45,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,1.0,0.80987862257517,False
MatrixMultiplication_2138.cpp,xcu200-fsgd2104-2-e,10.0,10831.83364,157,1,1,2,3,cyclic_2_1,unroll_4,unroll_32,pipeline_1,1.75,0.6777827789546266,False
MatrixMultiplication_2140.cpp,xcu200-fsgd2104-2-e,10.0,10821.48932,122,1,1,1,2,cyclic_4_1,unroll_16,unroll_4,pipeline,1.25,0.7897728160624568,False
MatrixMultiplication_2142.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,71,1,1,1,1,cyclic_2_1,unroll_4,unroll_16,pipeline,1.0,0.80986700293385,False
MatrixMultiplication_2143.cpp,xcu200-fsgd2104-2-e,10.0,4268.71303,1622,1,1,1,2,cyclic_8_1,unroll_2,unroll_32,unroll_16,1.25,0.9009905385561368,False
MatrixMultiplication_2144.cpp,xcu200-fsgd2104-2-e,10.0,52954.78279,379,1,1,1,2,cyclic_16_1,unroll_2,unroll_16,unroll_8,1.25,0.1607288887511887,False
MatrixMultiplication_2145.cpp,xcu200-fsgd2104-2-e,10.0,11758.49479,36,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_8,1.0,0.7877862615362136,False
MatrixMultiplication_2146.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,36,1,1,1,1,block_2_1,unroll_4,unroll_4,pipeline,1.0,0.80986700293385,False
MatrixMultiplication_2147.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,39,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1.0,0.80987862257517,False
MatrixMultiplication_2148.cpp,xcu200-fsgd2104-2-e,10.0,7743.77991,42,1,1,1,1,cyclic_8_1,unroll_2,unroll_2,unroll_16,1.0,0.8849015753178776,False
MatrixMultiplication_2149.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,43,1,1,1,1,cyclic_8_1,unroll_4,unroll_4,pipeline,1.0,0.80986700293385,False
MatrixMultiplication_2150.cpp,xcu200-fsgd2104-2-e,10.0,8987.14119,83,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,unroll_8,1.0,0.85413955318593,False
MatrixMultiplication_2151.cpp,xcu200-fsgd2104-2-e,10.0,10821.98148,57,1,1,1,1,cyclic_4_1,unroll_8,unroll_4,pipeline_1,1.0,0.8098670333516351,False
MatrixMultiplication_2152.cpp,xcu200-fsgd2104-2-e,10.0,10821.98532,30,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1.0,0.8098669420982819,False
MatrixMultiplication_2153.cpp,xcu200-fsgd2104-2-e,10.0,6512.99335,130,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_16,1.0,0.9159581150563803,False
MatrixMultiplication_2154.cpp,xcu200-fsgd2104-2-e,10.0,10821.48996,50,1,1,1,1,cyclic_4_1,unroll_8,unroll_2,pipeline,1.0,0.809878713829274,False
MatrixMultiplication_2155.cpp,xcu200-fsgd2104-2-e,10.0,10822.6362,184,1,1,2,4,block_2_1,unroll_16,unroll_8,pipeline,2.0,0.6118716864232989,False
MatrixMultiplication_2156.cpp,xcu200-fsgd2104-2-e,10.0,6566.74951,233,1,1,1,1,cyclic_4_1,unroll_8,unroll_4,unroll_16,1.0,0.9145890975273543,False
MatrixMultiplication_2157.cpp,xcu200-fsgd2104-2-e,10.0,11771.63271,35,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_8,1.0,0.787478981769758,False
MatrixMultiplication_2158.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,149,1,1,2,3,cyclic_8_1,unroll_2,unroll_32,pipeline_1,1.75,0.6779076798163944,False
MatrixMultiplication_2159.cpp,xcu200-fsgd2104-2-e,10.0,10831.83172,101,1,1,1,2,cyclic_4_1,unroll_16,unroll_4,pipeline,1.25,0.7895551728680679,False
MatrixMultiplication_2160.cpp,xcu200-fsgd2104-2-e,10.0,5642.69575,79,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,unroll_16,1.0,0.9382820785313148,False
MatrixMultiplication_2161.cpp,xcu200-fsgd2104-2-e,10.0,10822.63684,40,1,1,1,1,block_2_1,unroll_8,unroll_2,pipeline,1.0,0.8098514595309343,False
MatrixMultiplication_2162.cpp,xcu200-fsgd2104-2-e,10.0,8904.39943,142,1,1,1,1,cyclic_8_1,unroll_4,unroll_8,unroll_8,1.0,0.8561675693492925,False
MatrixMultiplication_2163.cpp,xcu200-fsgd2104-2-e,10.0,32228.6618,34,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,unroll_2,1.0,0.3922983873173225,False
MatrixMultiplication_2164.cpp,xcu200-fsgd2104-2-e,10.0,10821.98084,94,1,1,1,2,block_2_1,unroll_16,unroll_4,pipeline,1.25,0.7897624731515535,False
MatrixMultiplication_2165.cpp,xcu200-fsgd2104-2-e,10.0,44483.25895,108,1,1,1,1,block_2_1,unroll_4,unroll_4,unroll_16,1.0,0.23529494560648087,False
MatrixMultiplication_2166.cpp,xcu200-fsgd2104-2-e,10.0,10831.83364,39,1,1,1,1,cyclic_4_1,unroll_4,unroll_4,pipeline,1.0,0.8096329269620928,False
MatrixMultiplication_2167.cpp,xcu200-fsgd2104-2-e,10.0,9746.69959,92,1,1,1,1,cyclic_2_1,unroll_8,unroll_2,unroll_16,1.0,0.8356498741324723,False
MatrixMultiplication_2168.cpp,xcu200-fsgd2104-2-e,10.0,53038.16967,410,1,1,1,2,block_4_1,unroll_4,unroll_16,unroll_8,1.25,0.16015225276117323,False
MatrixMultiplication_2169.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,35,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline,1.0,0.80987862257517,False
MatrixMultiplication_2170.cpp,xcu200-fsgd2104-2-e,10.0,10831.83236,94,1,1,1,2,cyclic_4_1,unroll_8,unroll_8,pipeline,1.25,0.7895551593993286,False
MatrixMultiplication_2171.cpp,xcu200-fsgd2104-2-e,10.0,15451.44839,34,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1.0,0.7041153275353648,False
MatrixMultiplication_2172.cpp,xcu200-fsgd2104-2-e,10.0,8484.31623,131,1,1,1,1,cyclic_8_1,unroll_2,unroll_16,unroll_8,1.0,0.8665058976918414,False
MatrixMultiplication_2173.cpp,xcu200-fsgd2104-2-e,10.0,4939.80167,554,1,1,1,2,cyclic_4_1,unroll_2,unroll_32,unroll_16,1.25,0.8953434521083686,False
MatrixMultiplication_2174.cpp,xcu200-fsgd2104-2-e,10.0,10831.8362,51,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,1.0,0.8096328661365554,False
MatrixMultiplication_2175.cpp,xcu200-fsgd2104-2-e,10.0,4459.09511,455,1,1,1,1,cyclic_16_1,unroll_2,unroll_8,unroll_16,1.0,0.9691260480716182,False
MatrixMultiplication_2176.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,41,1,1,1,1,block_4_1,unroll_4,unroll_4,pipeline,1.0,0.80986700293385,False
MatrixMultiplication_2177.cpp,xcu200-fsgd2104-2-e,10.0,10821.48996,140,1,1,1,3,cyclic_16_1,unroll_8,unroll_4,pipeline,1.5,0.7403180277193159,False
MatrixMultiplication_2178.cpp,xcu200-fsgd2104-2-e,10.0,10821.98148,60,1,1,1,1,block_4_1,unroll_8,unroll_4,pipeline_1,1.0,0.8098670333516351,False
MatrixMultiplication_2179.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,1138,1,1,6,12,block_128_1,unroll_4,unroll_4,pipeline_1,5.0,0.11237484695305923,False
MatrixMultiplication_2181.cpp,xcu200-fsgd2104-2-e,10.0,11252.71815,72,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,unroll_8,1.0,0.7996679520469645,False
MatrixMultiplication_2183.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,53,1,1,1,1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,1.0,0.8098786834112387,False
MatrixMultiplication_2184.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,96,1,1,1,2,cyclic_4_1,unroll_2,unroll_32,pipeline,1.25,0.789772721791372,False
MatrixMultiplication_2185.cpp,xcu200-fsgd2104-2-e,10.0,50848.09735,129,1,1,1,1,cyclic_16_1,unroll_2,unroll_8,unroll_8,1.0,0.17731950807712543,False
MatrixMultiplication_2186.cpp,xcu200-fsgd2104-2-e,10.0,8988.28551,200,1,1,1,1,cyclic_4_1,unroll_4,unroll_16,unroll_8,1.0,0.8541115247779311,False
MatrixMultiplication_2187.cpp,xcu200-fsgd2104-2-e,10.0,10822.64068,31,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,pipeline,1.0,0.8098513682785822,False
MatrixMultiplication_2188.cpp,xcu200-fsgd2104-2-e,10.0,5895.66471,67,1,1,1,1,cyclic_8_1,unroll_2,unroll_4,unroll_16,1.0,0.9317621248393265,False
MatrixMultiplication_2189.cpp,xcu200-fsgd2104-2-e,10.0,10821.98532,34,1,1,1,1,cyclic_8_1,unroll_2,unroll_4,pipeline,1.0,0.8098669420982819,False
MatrixMultiplication_2190.cpp,xcu200-fsgd2104-2-e,10.0,7743.77607,205,1,1,1,1,cyclic_8_1,unroll_8,unroll_2,unroll_16,1.0,0.884901671272954,False
MatrixMultiplication_2191.cpp,xcu200-fsgd2104-2-e,10.0,7733.92903,44,1,1,1,1,cyclic_8_1,unroll_2,unroll_2,unroll_16,1.0,0.8851477513661625,False
MatrixMultiplication_2192.cpp,xcu200-fsgd2104-2-e,10.0,6556.41095,51,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_16,1.0,0.9148523021693381,False
MatrixMultiplication_2193.cpp,xcu200-fsgd2104-2-e,10.0,50858.27847,454,1,1,1,2,cyclic_16_1,unroll_4,unroll_8,unroll_8,1.25,0.17612854408122375,False
MatrixMultiplication_2194.cpp,xcu200-fsgd2104-2-e,10.0,8495.16039,131,1,1,1,1,cyclic_8_1,unroll_2,unroll_16,unroll_8,1.0,0.8662381382138624,False
MatrixMultiplication_2195.cpp,xcu200-fsgd2104-2-e,10.0,8405.01767,40,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_16,1.0,0.868465326332134,False
MatrixMultiplication_2196.cpp,xcu200-fsgd2104-2-e,10.0,5496.22279,178,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,unroll_16,1.0,0.9420688692162691,False
MatrixMultiplication_2197.cpp,xcu200-fsgd2104-2-e,10.0,10329.31847,72,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_8,1.0,0.821622897629672,False
MatrixMultiplication_2198.cpp,xcu200-fsgd2104-2-e,10.0,16793.13031,66,1,1,1,1,cyclic_2_1,unroll_8,unroll_2,unroll_8,1.0,0.6750603874664882,False
MatrixMultiplication_2199.cpp,xcu200-fsgd2104-2-e,10.0,10821.98084,86,1,1,1,2,block_8_1,unroll_16,unroll_2,pipeline,1.25,0.7897624731515535,False
MatrixMultiplication_2200.cpp,xcu200-fsgd2104-2-e,10.0,5885.31975,166,1,1,1,1,cyclic_8_1,unroll_4,unroll_4,unroll_16,1.0,0.9320282538618005,False
MatrixMultiplication_2201.cpp,xcu200-fsgd2104-2-e,10.0,8274.27335,407,1,1,1,1,cyclic_8_1,unroll_2,unroll_32,unroll_8,1.0,0.8717014162599155,False
MatrixMultiplication_2202.cpp,xcu200-fsgd2104-2-e,10.0,4971.60711,153,1,1,1,1,cyclic_8_1,unroll_2,unroll_8,unroll_16,1.0,0.955701868391817,False
MatrixMultiplication_2203.cpp,xcu200-fsgd2104-2-e,10.0,5885.80999,590,1,1,1,1,cyclic_8_1,unroll_8,unroll_4,unroll_16,1.0,0.932015641243498,False
MatrixMultiplication_2204.cpp,xcu200-fsgd2104-2-e,10.0,10821.98532,33,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline,1.0,0.8098669420982819,False
MatrixMultiplication_2205.cpp,xcu200-fsgd2104-2-e,10.0,8414.86855,38,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_16,1.0,0.8682217798442813,False
MatrixMultiplication_2206.cpp,xcu200-fsgd2104-2-e,10.0,4961.75367,479,1,1,1,1,cyclic_8_1,unroll_4,unroll_8,unroll_16,1.0,0.9559589735874012,False
MatrixMultiplication_2208.cpp,xcu200-fsgd2104-2-e,10.0,8997.97767,192,1,1,1,1,cyclic_4_1,unroll_4,unroll_16,unroll_8,1.0,0.8538741506939751,False
MatrixMultiplication_2209.cpp,xcu200-fsgd2104-2-e,10.0,10831.83364,35,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline,1.0,0.8096329269620928,False
MatrixMultiplication_2210.cpp,xcu200-fsgd2104-2-e,10.0,10831.8362,30,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline,1.0,0.8096328661365554,False
MatrixMultiplication_2212.cpp,xcu200-fsgd2104-2-e,10.0,5496.22279,184,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,unroll_16,1.0,0.9420688692162691,False
MatrixMultiplication_2213.cpp,xcu200-fsgd2104-2-e,10.0,11442.64199,32,1,1,1,1,cyclic_8_1,unroll_2,unroll_2,unroll_8,1.0,0.7951943359687703,False
MatrixMultiplication_2214.cpp,xcu200-fsgd2104-2-e,10.0,8525.93159,178,1,1,1,1,cyclic_4_1,unroll_2,unroll_32,unroll_8,1.0,0.865478603252314,False
MatrixMultiplication_2215.cpp,xcu200-fsgd2104-2-e,10.0,46655.10151,149,1,1,1,1,cyclic_16_1,unroll_4,unroll_4,unroll_8,1.0,0.21370113587882617,False
MatrixMultiplication_2217.cpp,xcu200-fsgd2104-2-e,10.0,52943.93863,392,1,1,1,2,cyclic_16_1,unroll_2,unroll_16,unroll_8,1.25,0.1608040798929638,False
MatrixMultiplication_2220.cpp,xcu200-fsgd2104-2-e,10.0,13099.52519,37,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,unroll_8,1.0,0.7567753724851892,False
MatrixMultiplication_2221.cpp,xcu200-fsgd2104-2-e,10.0,10821.98276,67,1,1,1,1,cyclic_8_1,unroll_4,unroll_8,pipeline_1,1.0,0.80986700293385,False
MatrixMultiplication_2222.cpp,xcu200-fsgd2104-2-e,10.0,5170.81607,193,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,unroll_16,1.0,0.9505122043306277,False
MatrixMultiplication_2223.cpp,xcu200-fsgd2104-2-e,10.0,5642.69319,211,1,1,1,1,cyclic_4_1,unroll_4,unroll_8,unroll_16,1.0,0.9382821446408622,False
MatrixMultiplication_2224.cpp,xcu200-fsgd2104-2-e,10.0,8484.31367,417,1,1,1,1,cyclic_8_1,unroll_4,unroll_16,unroll_8,1.0,0.8665059609078168,False
MatrixMultiplication_2225.cpp,xcu200-fsgd2104-2-e,10.0,5139.70695,446,1,1,1,1,cyclic_8_1,unroll_2,unroll_16,unroll_16,1.0,0.9513215991249804,False
MatrixMultiplication_2226.cpp,xcu200-fsgd2104-2-e,10.0,7733.43495,80,1,1,1,1,cyclic_8_1,unroll_4,unroll_2,unroll_16,1.0,0.8851600995701553,False
MatrixMultiplication_2229.cpp,xcu200-fsgd2104-2-e,10.0,9747.19495,38,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,unroll_16,1.0,0.835637890627333,False
MatrixMultiplication_2230.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,37,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,pipeline,1.0,0.8098786834112387,False
MatrixMultiplication_2231.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,60,1,1,1,1,cyclic_4_1,unroll_4,unroll_8,pipeline,1.0,0.8098786834112387,False
MatrixMultiplication_2232.cpp,xcu200-fsgd2104-2-e,10.0,6512.50183,144,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_16,1.0,0.915970637985178,False
MatrixMultiplication_2235.cpp,xcu200-fsgd2104-2-e,10.0,4499.72743,389,1,1,1,1,cyclic_8_1,unroll_2,unroll_16,unroll_16,1.0,0.9680579561493795,False
MatrixMultiplication_2237.cpp,xcu200-fsgd2104-2-e,10.0,10821.49124,43,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,1.0,0.8098786834112387,False
MatrixMultiplication_2238.cpp,xcu200-fsgd2104-2-e,10.0,10831.83364,34,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,1.0,0.8096329269620928,False
MatrixMultiplication_2239.cpp,xcu200-fsgd2104-2-e,10.0,7908.92679,156,1,1,1,1,cyclic_2_1,unroll_8,unroll_4,unroll_16,1.0,0.8807802597108036,False
MatrixMultiplication_2240.cpp,xcu200-fsgd2104-2-e,10.0,5632.84487,79,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,unroll_16,1.0,0.9385364873635313,False
MatrixMultiplication_2241.cpp,xcu200-fsgd2104-2-e,10.0,5632.34951,651,1,1,1,2,cyclic_4_1,unroll_8,unroll_8,unroll_16,1.25,0.8871002276176204,False
MatrixMultiplication_2242.cpp,xcu200-fsgd2104-2-e,10.0,5139.70695,431,1,1,1,1,cyclic_8_1,unroll_2,unroll_16,unroll_16,1.0,0.9513215991249804,False
MatrixMultiplication_2243.cpp,xcu200-fsgd2104-2-e,10.0,4458.43975,471,1,1,1,1,cyclic_16_1,unroll_2,unroll_8,unroll_16,1.0,0.9691432807421284,False
MatrixMultiplication_2244.cpp,xcu200-fsgd2104-2-e,10.0,11436.73223,78,1,1,1,1,cyclic_8_1,unroll_8,unroll_2,unroll_8,1.0,0.7953333228403655,False
MatrixMultiplication_2245.cpp,xcu200-fsgd2104-2-e,10.0,5720.66311,68,1,1,1,1,cyclic_16_1,unroll_2,unroll_2,unroll_16,1.0,0.936269855194761,False
MatrixMultiplication_2247.cpp,xcu200-fsgd2104-2-e,10.0,8405.67303,39,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_16,1.0,0.8684491224566422,False
MatrixMultiplication_2249.cpp,xcu200-fsgd2104-2-e,10.0,10821.4938,57,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,pipeline,1.0,0.80987862257517,False
