Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Area,Weight,is_pareto
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,83.22226,330,3,2,19,32,complete_2,cyclic_4_1,cyclic_2_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,14.0,0.8145077408515581,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10.0,83.11966,304,2,2,20,31,cyclic_8_1,block_2_2,cyclic_2_2,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline,13.75,0.8193731472935246,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10.0,732.73374,959,3,58,23,46,block_4_1,block_2_2,cyclic_8_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_4,pipeline,pipeline_1,unroll_4,unroll_2,32.5,0.21248847915848174,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10.0,83.49998,666,1,2,33,44,cyclic_2_2,block_2_2,cyclic_8_1,complete_1,block_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,20.0,0.7037826040407545,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10.0,83.37054,1344,2,2,11,27,cyclic_2_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_2,pipeline,10.5,0.8840381691122573,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,798.6819,390,4,2,5,14,block_16_1,block_2_1,block_32_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,6.25,0.5762921309536194,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,796.95494,336,3,2,5,16,block_16_1,block_2_1,block_32_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,pipeline,pipeline_1,unroll_4,unroll_2,6.5,0.5748529075879694,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,83.44204,708,2,2,21,35,complete_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,pipeline,15.0,0.7953134396521524,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10.0,84.91094,1815,1,2,23,49,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_4,unroll_64,unroll_16,unroll_4,pipeline,18.75,0.7253330014761726,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10.0,85.4311,447,5,2,22,37,cyclic_32_1,block_2_2,cyclic_4_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,unroll_64,unroll_4,pipeline,16.5,0.7661371470260229,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10.0,908.9239,2650,4,2,37,67,cyclic_4_1,block_2_1,block_32_1,block_2_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,unroll_32,unroll_2,unroll_16,unroll_2,27.5,0.19940389352523508,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10.0,79.86758,1024,3,2,71,96,block_16_1,cyclic_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_16,pipeline_1,43.0,0.18234440772544977,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,85.1235,312,2,2,20,30,cyclic_2_2,block_2_2,cyclic_4_1,block_2_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.5,0.8230984789574997,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10.0,445.8819,500,5,4,7,19,block_16_1,block_2_1,block_32_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_4,8.75,0.7088188048854378,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10.0,914.8155,2137,2,2,23,53,block_2_2,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,20.0,0.3010144543919669,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,407.89054,2993,1,3,8,28,block_2_2,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,unroll_8,10.0,0.6952807584399138,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,801.99238,682,4,58,21,38,block_2_1,block_2_1,block_4_1,block_2_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,30.25,0.21076412805846922,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,83.11518,194,5,2,10,18,block_16_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline,unroll_2,unroll_4,pipeline,8.75,0.9206201929451657,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,84.75478,516,1,2,22,37,cyclic_32_1,block_2_2,cyclic_4_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_4,unroll_8,pipeline,unroll_64,unroll_4,pipeline,15.5,0.7851717777845865,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,83.42606,2060,2,2,34,53,cyclic_2_1,block_2_2,cyclic_8_1,complete_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,22.75,0.6562265423027074,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10.0,85.4311,495,4,2,23,45,cyclic_32_1,cyclic_8_1,cyclic_4_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,unroll_64,unroll_4,pipeline,18.5,0.7295660996160557,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,447.67022,561,4,4,9,22,block_2_2,block_2_1,cyclic_16_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_4,9.75,0.6837571185700532,False
workload_292.cpp,xczu7ev-ffvc1156-2-e,10.0,83.22024,1408,3,2,37,56,complete_2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_16,unroll_4,unroll_32,unroll_4,unroll_2,unroll_4,pipeline,24.5,0.6001984751428504,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,10.0,83.16958,705,2,2,20,34,cyclic_2_2,block_2_2,cyclic_8_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline,14.5,0.8049657800628494,False
workload_296.cpp,xczu7ev-ffvc1156-2-e,10.0,83.2187,390,2,2,19,31,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.5,0.8241446425343595,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10.0,84.9099,2094,1,2,23,44,cyclic_32_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_64,unroll_16,unroll_4,pipeline,17.5,0.7479937271535363,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10.0,729.75758,524,3,3,8,23,cyclic_8_1,block_2_2,block_2_2,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_64,pipeline,pipeline_1,unroll_4,unroll_2,9.25,0.5679315933385701,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10.0,83.44446,202,2,2,11,19,cyclic_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline,8.5,0.9257001255766575,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10.0,819.53446,726,4,3,9,24,cyclic_4_1,cyclic_2_2,block_32_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,unroll_32,unroll_2,unroll_16,unroll_2,10.0,0.5081334856409951,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10.0,798.6819,401,4,2,5,14,block_2_2,block_2_1,block_32_1,block_16_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,6.25,0.5762921309536194,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10.0,732.90726,1236,4,58,22,43,block_4_1,block_2_2,block_2_2,cyclic_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_4,pipeline,unroll_64,unroll_4,unroll_2,31.75,0.21986514160609952,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10.0,912.77118,1736,3,2,20,45,block_16_1,block_2_1,block_32_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,17.5,0.34017152505984527,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10.0,798.6799,407,5,2,6,16,block_16_1,block_2_1,cyclic_2_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,7.25,0.5638910046197897,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,10.0,407.89054,3061,2,3,8,28,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,unroll_8,10.25,0.6887834161089822,False
workload_315.cpp,xczu7ev-ffvc1156-2-e,10.0,83.21982,288,3,2,19,28,complete_2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline,13.0,0.8338436941341696,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10.0,85.1235,305,2,2,20,30,cyclic_2_2,block_2_2,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.5,0.8230984789574997,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10.0,796.95294,329,5,2,5,16,block_2_2,block_2_1,cyclic_2_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,pipeline,pipeline_1,unroll_4,unroll_2,7.0,0.5685392571737584,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10.0,798.68438,730,3,2,10,26,block_2_2,block_2_1,block_2_2,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,10.25,0.5155569642409351,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10.0,83.22274,304,3,2,19,31,complete_2,cyclic_4_1,cyclic_2_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.75,0.819316888816256,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10.0,82.90022,613,1,2,20,39,cyclic_2_2,cyclic_8_1,cyclic_4_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_64,pipeline,pipeline_1,unroll_4,pipeline,15.5,0.7861616357231256,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10.0,83.44124,1671,2,2,21,39,complete_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_64,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,pipeline,16.0,0.7764972715406396,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10.0,84.91094,1707,1,2,23,44,cyclic_32_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_4,unroll_64,unroll_16,unroll_4,pipeline,17.5,0.7479931863945221,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10.0,729.75462,174,2,3,3,9,block_16_1,cyclic_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_4,unroll_2,4.25,1.0,True
workload_328.cpp,xczu7ev-ffvc1156-2-e,10.0,83.38798,298,2,2,20,31,cyclic_2_2,block_2_2,cyclic_8_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.75,0.8192266704407569,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10.0,84.96262,2617,1,2,36,89,cyclic_32_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_4,unroll_64,unroll_16,unroll_4,pipeline,32.0,0.3882243976765154,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,83.11518,177,2,2,10,16,block_16_1,block_2_2,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_4,pipeline,7.5,0.9467918958662218,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10.0,731.5535,1470,3,3,8,26,cyclic_32_1,block_2_2,block_32_1,block_32_1,complete_2,block_2_1,unroll_2,pipeline,unroll_4,unroll_64,pipeline,unroll_64,unroll_4,unroll_2,10.0,0.5527735758260858,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10.0,83.17222,319,2,2,20,32,cyclic_2_2,block_2_2,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline,14.0,0.8145349615492748,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,83.2195,293,2,2,19,29,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.0,0.8338438705720779,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10.0,410.58774,1843,2,3,7,25,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,pipeline_1,unroll_4,unroll_4,9.25,0.7132296244592089,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10.0,83.22024,1358,3,2,37,55,complete_2,block_2_2,cyclic_2_2,block_32_1,block_8_1,cyclic_2_1,unroll_4,unroll_16,unroll_4,unroll_32,unroll_4,unroll_2,unroll_4,pipeline,24.25,0.6082569738709491,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,834.11582,1267,4,3,8,22,block_16_1,block_2_2,block_32_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_8,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,9.25,0.5111508234291654,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,729.75494,309,3,3,5,15,cyclic_8_1,block_2_2,block_32_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,pipeline,pipeline_1,unroll_4,unroll_2,6.5,0.618582683661136,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,83.48254,1859,2,2,24,37,cyclic_2_1,block_2_2,cyclic_4_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_2,pipeline,16.25,0.7718116550979317,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10.0,82.90486,305,3,2,18,29,block_16_1,block_2_2,block_32_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,pipeline_1,unroll_4,pipeline,13.0,0.834017266795355,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10.0,85.12646,311,3,2,19,30,complete_2,block_2_2,cyclic_2_2,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,13.5,0.8230968486977086,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,10.0,83.22192,809,3,2,37,55,complete_2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_32,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,24.25,0.6082569208746117,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10.0,83.14574,1965,2,2,20,39,block_16_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,15.75,0.7813342074278042,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,10.0,730.01182,762,4,3,4,14,block_2_2,block_2_2,block_32_1,block_16_1,block_4_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_4,unroll_64,unroll_4,unroll_2,6.25,0.6228674724176303,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,10.0,408.17646,1502,2,3,12,41,cyclic_32_1,block_2_2,cyclic_8_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_64,unroll_4,unroll_8,14.5,0.5799111032754395,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10.0,445.8819,517,4,4,8,22,cyclic_8_1,block_2_1,cyclic_2_2,cyclic_2_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_4,9.5,0.6907086625444112,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10.0,81.31446,548,2,2,36,58,block_16_1,block_2_1,cyclic_8_1,block_4_1,complete_2,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_16,pipeline,24.5,0.6002351358616265,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10.0,84.7591,482,4,2,22,40,cyclic_32_1,block_2_1,cyclic_2_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline,unroll_64,unroll_4,pipeline,17.0,0.7572496817584329,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10.0,407.86878,1525,2,3,8,25,block_2_2,complete_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_32,unroll_2,unroll_4,unroll_8,9.5,0.7081445700167426,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10.0,1531.82142,2103,4,4,36,55,block_2_2,block_2_1,cyclic_16_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,unroll_2,unroll_4,unroll_8,24.75,0.10771495287247441,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10.0,798.6819,395,4,2,5,14,block_2_2,block_2_1,block_32_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,6.25,0.5762921309536194,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10.0,83.90166,2955,2,2,33,58,block_2_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_64,unroll_16,unroll_4,pipeline,23.75,0.6245190335946766,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,10.0,86.74718,328,3,2,20,34,complete_2,block_2_1,cyclic_2_2,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline,14.75,0.7982697058625449,False
workload_356.cpp,xczu7ev-ffvc1156-2-e,10.0,94.85406,1030,3,2,36,58,block_16_1,block_2_2,block_32_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline,24.75,0.591463360280738,False
workload_357.cpp,xczu7ev-ffvc1156-2-e,10.0,83.22274,314,3,2,19,32,complete_2,cyclic_4_1,cyclic_2_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline,14.0,0.8145074797235251,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10.0,83.14654,1419,2,2,20,36,block_2_2,block_2_2,cyclic_4_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,15.0,0.7954720534888543,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10.0,83.39182,275,5,2,19,29,complete_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline,13.75,0.8192245733570833,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10.0,730.07486,290,2,3,5,12,block_16_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,unroll_2,5.5,0.6358254257337008,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10.0,796.95494,346,3,2,6,18,cyclic_8_1,block_2_1,block_2_2,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,pipeline,pipeline_1,unroll_4,unroll_2,7.25,0.5651040700355155,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10.0,798.6819,375,4,2,5,14,block_2_2,block_2_1,block_32_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,6.25,0.5762921309536194,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10.0,83.21726,463,2,2,19,32,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,unroll_2,unroll_4,pipeline,13.75,0.8193198800793123,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10.0,445.8819,504,5,4,7,20,block_2_2,block_2_1,block_32_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_4,9.0,0.7028378283346066,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10.0,729.75358,365,5,3,4,13,block_2_2,block_2_2,cyclic_2_1,block_4_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_64,pipeline,pipeline_1,unroll_4,unroll_2,6.25,0.6229889404285053,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10.0,407.86734,1728,2,3,10,30,cyclic_8_1,complete_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_4,unroll_8,11.25,0.662427529243469,False
