Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
workload_42.cpp,xczu7ev-ffvc1156-2-e,5.0,76.02626,39,2,1,2,5,unroll_4,pipeline_1,2.5,0.7682076459721774,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,5.0,222.82776,46,2,2,2,5,unroll_2,unroll_8,2.75,0.4142248051670321,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,5.0,5.247515,58,2,2,4,9,unroll,pipeline,4.25,1.0,True
workload_45.cpp,xczu7ev-ffvc1156-2-e,5.0,5.247515,58,2,2,4,9,unroll,pipeline_1,4.25,1.0,True
workload_46.cpp,xczu7ev-ffvc1156-2-e,5.0,210.04824,58,2,2,3,7,unroll_2,unroll_16,3.5,0.42247243169475257,False
workload_47.cpp,xczu7ev-ffvc1156-2-e,5.0,238.556355,73,2,1,3,7,unroll,unroll_2,3.25,0.3692238703086266,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,5.0,238.55638,43,2,1,1,4,unroll_4,unroll_2,2.0,0.3851849185845526,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,5.0,5.24796,40,2,2,1,3,unroll_2,pipeline,2.0,1.0,True
workload_50.cpp,xczu7ev-ffvc1156-2-e,5.0,212.66966,206,2,2,8,17,unroll_4,unroll_32,7.25,0.3326132915972857,False
workload_51.cpp,xczu7ev-ffvc1156-2-e,5.0,203.37174,682,2,2,14,32,unroll_4,unroll_64,12.5,0.2316944540804083,False
workload_52.cpp,xczu7ev-ffvc1156-2-e,5.0,234.501315,2959,2,2,28,61,unroll,unroll_32,23.25,0.10000000000000002,False
workload_65.cpp,xczu7ev-ffvc1156-2-e,5.0,238.5564,35,2,1,1,3,unroll_2,unroll_2,1.75,0.3857828567397543,False
workload_66.cpp,xczu7ev-ffvc1156-2-e,5.0,99.61966,38,2,1,1,4,unroll_4,pipeline,2.0,0.71849929352624,False
workload_67.cpp,xczu7ev-ffvc1156-2-e,5.0,233.96886,44,2,2,2,5,unroll_4,unroll_4,2.75,0.39051164184221776,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,5.0,231.6751,56,2,2,3,7,unroll_4,unroll_8,3.5,0.38120560069512277,False
workload_69.cpp,xczu7ev-ffvc1156-2-e,5.0,223.15542,89,2,2,4,10,unroll_4,unroll_16,4.5,0.3757763341814009,False
workload_70.cpp,xczu7ev-ffvc1156-2-e,5.0,201.6924,96,2,2,4,10,unroll_2,unroll_32,4.5,0.4155430452742973,False
workload_71.cpp,xczu7ev-ffvc1156-2-e,5.0,238.392515,119,2,2,5,11,unroll,unroll_4,5.0,0.3366305181386913,False
workload_72.cpp,xczu7ev-ffvc1156-2-e,5.0,198.006,206,2,2,8,17,unroll_2,unroll_64,7.25,0.35659839658415715,False
workload_73.cpp,xczu7ev-ffvc1156-2-e,5.0,238.310595,234,2,2,8,18,unroll,unroll_8,7.5,0.2872054468524712,False
workload_74.cpp,xczu7ev-ffvc1156-2-e,5.0,232.985795,747,2,2,15,33,unroll,unroll_16,13.0,0.19269496686688192,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,3.33,193.79672928,40,2,1,2,5,unroll_2,unroll_2,2.5,0.3717371851253565,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,3.33,182.44851552,43,2,1,2,5,unroll_2,unroll_4,2.5,1.0,True
workload_82.cpp,xczu7ev-ffvc1156-2-e,3.33,66.34684007999999,43,2,1,3,7,unroll_4,pipeline_1,3.25,0.7411593950002182,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,3.33,193.79671596,43,2,1,2,6,unroll_4,unroll_2,2.75,0.3704768286313098,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,3.33,176.77440864000002,50,2,1,4,8,unroll_2,unroll_8,3.75,0.39002886143994675,False
workload_85.cpp,xczu7ev-ffvc1156-2-e,3.33,164.00766816,63,2,1,5,10,unroll_2,unroll_16,4.5,0.3895878325566118,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,3.33,3.49538112,63,2,1,6,12,unroll,pipeline,5.25,1.0,True
workload_87.cpp,xczu7ev-ffvc1156-2-e,3.33,3.49538112,63,2,1,6,12,unroll,pipeline_1,5.25,1.0,True
workload_88.cpp,xczu7ev-ffvc1156-2-e,3.33,184.630851,66,2,1,5,10,unroll_4,unroll_8,4.5,0.34295568843678803,False
workload_89.cpp,xczu7ev-ffvc1156-2-e,3.33,156.96954,112,2,1,7,14,unroll_2,unroll_32,6.0,0.34038454055645806,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,3.33,176.50157508,115,2,1,7,14,unroll_4,unroll_16,6.0,0.3014047580213468,False
workload_91.cpp,xczu7ev-ffvc1156-2-e,3.33,190.2503592,320,2,1,11,22,unroll,unroll_8,9.0,0.17801173806899995,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,3.33,185.76287784,980,2,1,18,36,unroll,unroll_16,14.25,0.10000000000000002,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,3.33,157.70606940000002,980,2,1,17,34,unroll_4,unroll_64,13.5,0.10774517619298245,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,3.33,3.49567416,31,2,1,3,6,unroll_2,pipeline,3.0,1.0,True
workload_109.cpp,xczu7ev-ffvc1156-2-e,3.33,3.49567416,31,2,1,3,6,unroll_2,pipeline_1,3.0,1.0,True
workload_110.cpp,xczu7ev-ffvc1156-2-e,3.33,187.68613932,40,2,1,3,7,unroll_4,unroll_4,3.25,0.3814453946173908,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,3.33,76.82238072,40,2,1,3,7,unroll_4,pipeline,3.25,0.7046254562163243,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,3.33,193.68757854,74,2,1,4,9,unroll,unroll_2,4.0,0.33791815839858197,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,3.33,191.39610564,112,2,1,6,13,unroll,unroll_4,5.5,0.2909749768256032,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,3.33,153.53234064000003,237,2,1,10,20,unroll_2,unroll_64,8.25,0.2514992249071091,False
workload_115.cpp,xczu7ev-ffvc1156-2-e,3.33,164.77142364000002,249,2,1,10,21,unroll_4,unroll_32,8.5,0.22576187655333407,False
workload_120.cpp,xcu200-fsgd2104-2-e,10.0,10.49296,34,1,1,1,1,unroll_2,pipeline_1,1.0,0.9999960572124784,False
workload_121.cpp,xcu200-fsgd2104-2-e,10.0,288.36512,34,1,1,1,1,unroll_2,unroll_4,1.0,0.17686957423093047,False
workload_122.cpp,xcu200-fsgd2104-2-e,10.0,99.62076,37,1,1,1,1,unroll_4,pipeline_1,1.0,0.6377583451119455,False
workload_123.cpp,xcu200-fsgd2104-2-e,10.0,281.15616,45,1,1,1,1,unroll_2,unroll_8,1.0,0.1868320414576083,False
workload_124.cpp,xcu200-fsgd2104-2-e,10.0,272.96416,48,1,1,1,1,unroll_2,unroll_16,1.0,0.19888965122543195,False
workload_125.cpp,xcu200-fsgd2104-2-e,10.0,10.4921,51,1,1,1,1,unroll,pipeline_1,1.0,1.0,True
workload_126.cpp,xcu200-fsgd2104-2-e,10.0,10.4921,57,1,1,1,1,unroll,pipeline,1.0,1.0,True
workload_127.cpp,xcu200-fsgd2104-2-e,10.0,288.36503,60,1,1,1,1,unroll,unroll_2,1.0,0.17686969481892173,False
workload_128.cpp,xcu200-fsgd2104-2-e,10.0,10.49296,33,1,1,1,1,unroll_2,pipeline,1.0,0.9999960572124784,False
workload_129.cpp,xcu200-fsgd2104-2-e,10.0,288.36508,36,1,1,1,1,unroll_4,unroll_2,1.0,0.17686962782558158,False
workload_130.cpp,xcu200-fsgd2104-2-e,10.0,276.07708,148,1,1,1,3,unroll_4,unroll_32,1.5,0.19037093268788424,False
workload_131.cpp,xcu200-fsgd2104-2-e,10.0,265.67324,357,1,1,2,6,unroll_4,unroll_64,2.5,0.17570657912611898,False
workload_132.cpp,xcu200-fsgd2104-2-e,10.0,285.29303,1471,1,1,5,12,unroll,unroll_32,4.75,0.10000000000000002,False
workload_145.cpp,xcu200-fsgd2104-2-e,10.0,288.36512,35,1,1,1,1,unroll_2,unroll_2,1.0,0.17686957423093047,False
workload_146.cpp,xcu200-fsgd2104-2-e,10.0,131.07868,35,1,1,1,1,unroll_4,pipeline,1.0,0.5320534586580076,False
workload_147.cpp,xcu200-fsgd2104-2-e,10.0,289.6758,38,1,1,1,1,unroll_4,unroll_4,1.0,0.17512346862125355,False
workload_148.cpp,xcu200-fsgd2104-2-e,10.0,286.72668,53,1,1,1,1,unroll_4,unroll_8,1.0,0.1790805379737434,False
workload_149.cpp,xcu200-fsgd2104-2-e,10.0,264.60832,69,1,1,1,1,unroll_2,unroll_32,1.0,0.21199572205702472,False
workload_150.cpp,xcu200-fsgd2104-2-e,10.0,290.65879,75,1,1,1,2,unroll,unroll_4,1.25,0.1730113053439291,False
workload_151.cpp,xcu200-fsgd2104-2-e,10.0,278.37084,75,1,1,1,2,unroll_4,unroll_16,1.25,0.18989728094180064,False
workload_152.cpp,xcu200-fsgd2104-2-e,10.0,290.90455,140,1,1,1,3,unroll,unroll_8,1.5,0.17028929463982234,False
workload_153.cpp,xcu200-fsgd2104-2-e,10.0,258.21856,143,1,1,1,3,unroll_2,unroll_64,1.5,0.21786740122631443,False
workload_154.cpp,xcu200-fsgd2104-2-e,10.0,282.42583,376,1,1,2,6,unroll,unroll_16,2.5,0.15659826694187484,False
workload_160.cpp,xcu200-fsgd2104-2-e,5.0,175.64048,38,1,1,1,1,unroll_2,unroll_4,1.0,0.17416391820908225,False
workload_161.cpp,xcu200-fsgd2104-2-e,5.0,5.2468,38,1,1,1,1,unroll_2,pipeline_1,1.0,0.9999979288918295,False
workload_162.cpp,xcu200-fsgd2104-2-e,5.0,60.29664,41,1,1,1,1,unroll_4,pipeline_1,1.0,0.6331486358022338,False
workload_163.cpp,xcu200-fsgd2104-2-e,5.0,167.44848,44,1,1,1,1,unroll_2,unroll_8,1.0,0.19293195153725684,False
workload_164.cpp,xcu200-fsgd2104-2-e,5.0,161.05872,55,1,1,1,1,unroll_2,unroll_16,1.0,0.20903903988288502,False
workload_165.cpp,xcu200-fsgd2104-2-e,5.0,5.246525,55,1,1,1,1,unroll,pipeline_1,1.0,1.0,True
workload_166.cpp,xcu200-fsgd2104-2-e,5.0,5.246525,58,1,1,1,1,unroll,pipeline,1.0,1.0,True
workload_167.cpp,xcu200-fsgd2104-2-e,5.0,175.640435,66,1,1,1,1,unroll,unroll_2,1.0,0.17416401549681276,False
workload_168.cpp,xcu200-fsgd2104-2-e,5.0,175.64046,41,1,1,1,1,unroll_4,unroll_2,1.0,0.17416396144806576,False
workload_169.cpp,xcu200-fsgd2104-2-e,5.0,5.2468,37,1,1,1,1,unroll_2,pipeline,1.0,0.9999979288918295,False
workload_170.cpp,xcu200-fsgd2104-2-e,5.0,162.20558,159,1,1,1,3,unroll_4,unroll_32,1.5,0.2018109533275414,False
workload_171.cpp,xcu200-fsgd2104-2-e,5.0,154.62798,446,1,1,2,6,unroll_4,unroll_64,2.5,0.18771965467170842,False
workload_172.cpp,xcu200-fsgd2104-2-e,5.0,171.667315,1657,1,1,5,12,unroll,unroll_32,4.75,0.10000000000000002,False
workload_185.cpp,xcu200-fsgd2104-2-e,5.0,175.64048,37,1,1,1,1,unroll_2,unroll_2,1.0,0.17416391820908225,False
workload_186.cpp,xcu200-fsgd2104-2-e,5.0,76.02556,37,1,1,1,1,unroll_4,pipeline,1.0,0.5458723461921928,False
workload_187.cpp,xcu200-fsgd2104-2-e,5.0,176.29582,40,1,1,1,1,unroll_4,unroll_4,1.0,0.17275387326003394,False
workload_188.cpp,xcu200-fsgd2104-2-e,5.0,172.5275,56,1,1,1,1,unroll_4,unroll_8,1.0,0.18104670482027102,False
workload_189.cpp,xcu200-fsgd2104-2-e,5.0,154.09552,81,1,1,1,1,unroll_2,unroll_32,1.0,0.22805659219661192,False
workload_190.cpp,xcu200-fsgd2104-2-e,5.0,167.2027,81,1,1,1,2,unroll_4,unroll_16,1.25,0.19255122800591923,False
workload_191.cpp,xcu200-fsgd2104-2-e,5.0,176.787315,95,1,1,1,2,unroll,unroll_4,1.25,0.17089806219356551,False
workload_192.cpp,xcu200-fsgd2104-2-e,5.0,150.49104,154,1,1,1,3,unroll_2,unroll_64,1.5,0.23326360755142073,False
workload_193.cpp,xcu200-fsgd2104-2-e,5.0,176.336755,169,1,1,1,3,unroll,unroll_8,1.5,0.16944554153908548,False
workload_194.cpp,xcu200-fsgd2104-2-e,5.0,171.810675,431,1,1,2,6,unroll,unroll_16,2.5,0.15458284738824615,False
workload_200.cpp,xcu200-fsgd2104-2-e,3.33,3.4949016,37,1,1,1,1,unroll_2,pipeline_1,1.0,0.9999978336924938,False
workload_201.cpp,xcu200-fsgd2104-2-e,3.33,140.98303584,37,1,1,1,1,unroll_2,unroll_4,1.0,0.16525267348448844,False
workload_202.cpp,xcu200-fsgd2104-2-e,3.33,47.14151796,40,1,1,1,1,unroll_4,pipeline_1,1.0,0.6308714600461476,False
workload_203.cpp,xcu200-fsgd2104-2-e,3.33,136.83657312,47,1,1,1,1,unroll_2,unroll_8,1.0,0.17637104998689762,False
workload_204.cpp,xcu200-fsgd2104-2-e,3.33,3.4946751600000003,56,1,1,1,1,unroll,pipeline_1,1.0,1.0,True
workload_205.cpp,xcu200-fsgd2104-2-e,3.33,3.4946751600000003,59,1,1,1,1,unroll,pipeline,1.0,1.0,True
workload_206.cpp,xcu200-fsgd2104-2-e,3.33,128.76188256,59,1,1,1,1,unroll_2,unroll_16,1.0,0.20053144825448693,False
workload_207.cpp,xcu200-fsgd2104-2-e,3.33,148.29387102,71,1,1,1,1,unroll,unroll_2,1.0,0.14777882659334826,False
workload_208.cpp,xcu200-fsgd2104-2-e,3.33,148.40300844,41,1,1,1,1,unroll_4,unroll_2,1.0,0.14753856167002916,False
workload_209.cpp,xcu200-fsgd2104-2-e,3.33,3.4949016,35,1,1,1,1,unroll_2,pipeline,1.0,0.9999978336924938,False
workload_210.cpp,xcu200-fsgd2104-2-e,3.33,123.005871,180,1,1,1,3,unroll_4,unroll_32,1.5,0.21442360843362085,False
workload_211.cpp,xcu200-fsgd2104-2-e,3.33,122.22840924,634,1,1,3,6,unroll_4,unroll_64,2.75,0.16745441641895176,False
workload_212.cpp,xcu200-fsgd2104-2-e,3.33,123.50370267,2374,1,1,5,12,unroll,unroll_32,4.75,0.10000000000000002,False
workload_225.cpp,xcu200-fsgd2104-2-e,3.33,61.10881668,34,1,1,1,1,unroll_4,pipeline,1.0,0.5332061980938199,False
workload_226.cpp,xcu200-fsgd2104-2-e,3.33,148.40302176,34,1,1,1,1,unroll_2,unroll_2,1.0,0.1475385323831469,False
workload_227.cpp,xcu200-fsgd2104-2-e,3.33,144.25654572,46,1,1,1,1,unroll_4,unroll_4,1.0,0.15709255908804595,False
workload_228.cpp,xcu200-fsgd2104-2-e,3.33,141.96507948,60,1,1,1,1,unroll_4,unroll_8,1.0,0.16274745184944395,False
workload_229.cpp,xcu200-fsgd2104-2-e,3.33,122.2693416,79,1,1,1,1,unroll_2,unroll_32,1.0,0.22236236763653466,False
workload_230.cpp,xcu200-fsgd2104-2-e,3.33,136.18182852,91,1,1,1,2,unroll_4,unroll_16,1.25,0.17721928200257459,False
workload_231.cpp,xcu200-fsgd2104-2-e,3.33,146.4934266,110,1,1,1,2,unroll,unroll_4,1.25,0.15108428214065062,False
workload_232.cpp,xcu200-fsgd2104-2-e,3.33,121.15088784,183,1,1,1,3,unroll_2,unroll_64,1.5,0.22075413689285245,False
workload_233.cpp,xcu200-fsgd2104-2-e,3.33,145.53863568,198,1,1,1,3,unroll,unroll_8,1.5,0.15102210504254202,False
workload_234.cpp,xcu200-fsgd2104-2-e,3.33,141.63766056,571,1,1,3,6,unroll,unroll_16,2.75,0.12998677202583617,False
