Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Area,Weight,is_pareto
workload_73.cpp,xczu7ev-ffvc1156-2-e,10.0,170.3408,146,41,7,9,14,cyclic_2_1,block_4_1,block_128_1,unroll,pipeline,pipeline,unroll_64,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,17.75,0.933104585373002,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10.0,205.8431,327,93,68,31,63,cyclic_16_1,block_4_1,cyclic_128_1,pipeline,unroll_4,pipeline,unroll_64,unroll_8,pipeline,pipeline,unroll,pipeline_1,63.75,0.3363621045369118,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10.0,1126.90256,1037,46,2,50,90,cyclic_8_1,block_8_1,cyclic_4_1,pipeline,unroll_4,unroll_32,unroll_2,unroll_64,unroll_16,unroll,pipeline,unroll_8,47.0,0.5707734861671953,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10.0,9792.37992,1910,82,73,48,85,block_64_1,cyclic_64_1,cyclic_64_1,unroll,unroll_16,unroll_2,unroll_32,unroll_8,unroll_4,unroll_4,pipeline,unroll_8,72.0,0.21142956558152765,False
workload_88.cpp,xczu7ev-ffvc1156-2-e,10.0,825.36931,339,89,6,7,59,cyclic_128_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,40.25,0.6462874354569068,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10.0,170.35126,182,40,7,10,19,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,19.0,0.9161422346938626,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10.0,145.79534,381,84,68,28,67,cyclic_128_1,block_8_1,block_64_1,pipeline_1,pipeline,pipeline,unroll_32,unroll_2,pipeline,unroll_4,unroll,unroll_8,61.75,0.366269103466509,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10.0,990.73341,406,50,6,38,62,block_2_1,block_16_1,block_32_1,unroll,unroll_32,unroll_8,unroll_16,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,39.0,0.6579907491205566,False
workload_97.cpp,xczu7ev-ffvc1156-2-e,10.0,8656.14593,233,44,1,10,23,cyclic_8_1,cyclic_4_1,block_2_1,pipeline_1,unroll_16,unroll_4,pipeline,unroll_2,unroll_16,unroll_4,unroll,unroll_8,19.5,0.724518705625526,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10.0,1045.97968,474,83,6,8,66,cyclic_128_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_64,pipeline_1,unroll,pipeline_1,pipeline,40.75,0.6379509002743569,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10.0,9545.81534,942,57,47,26,83,block_32_1,cyclic_128_1,cyclic_8_1,pipeline,unroll_8,unroll_8,unroll_64,unroll_2,unroll_8,unroll_4,unroll,unroll,53.25,0.41069724599080115,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10.0,278.12179,931,57,7,21,47,block_32_1,block_16_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,pipeline,33.0,0.7366832788178614,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,10.0,146.96676,297,58,68,29,58,cyclic_32_1,block_4_1,block_32_1,unroll,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_8,unroll,pipeline,unroll,53.25,0.5132052270313787,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10.0,145.27196,895,57,86,34,86,cyclic_32_1,cyclic_128_1,block_16_1,unroll,unroll_64,pipeline,unroll_64,unroll_4,unroll_4,unroll,unroll,unroll,65.75,0.30824172331621813,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,971.52618,274,51,7,14,36,block_4_1,cyclic_64_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline,unroll_8,27.0,0.7999450819781925,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,1024.14184,282,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_32,unroll_4,unroll_2,unroll_4,unroll_16,unroll_4,pipeline,pipeline_1,23.5,0.843445886373091,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10.0,241.2486,337,40,7,9,25,cyclic_2_1,cyclic_64_1,block_128_1,unroll,pipeline,pipeline,unroll_8,unroll_32,unroll_4,unroll_16,pipeline_1,unroll_2,20.25,0.8982380420279616,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,138.12313,394,57,68,33,68,cyclic_32_1,block_64_1,block_64_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_8,pipeline_1,unroll,unroll,56.5,0.4532386038357469,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10.0,142.73782,217,47,34,20,39,cyclic_16_1,block_4_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,pipeline,pipeline,unroll,pipeline_1,35.0,0.7148945410183615,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10.0,274.18963,454,46,7,23,56,block_16_1,block_16_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_8,unroll_32,unroll_8,unroll_4,pipeline_1,pipeline,33.0,0.7367367607269286,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,145.27196,892,57,86,35,88,cyclic_32_1,block_16_1,block_16_1,unroll,unroll_64,pipeline,unroll_64,unroll_4,unroll_4,unroll,pipeline_1,unroll_2,66.5,0.2981545306379748,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,1162.26858,673,57,1,9,44,cyclic_16_1,cyclic_64_1,cyclic_2_1,pipeline,unroll_64,unroll_2,pipeline_1,unroll_32,unroll_16,unroll_4,pipeline,unroll,27.75,0.7877647764063617,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10.0,53013.42996,854,57,37,17,55,block_32_1,block_32_1,cyclic_8_1,unroll,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_8,unroll,unroll,unroll_4,41.5,0.10000000000000002,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10.0,170.2591,220,40,7,10,25,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_2,20.5,0.8959597300079084,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10.0,450.23909,1625,57,11,12,52,cyclic_32_1,cyclic_128_1,block_32_1,pipeline,unroll_64,unroll_8,unroll_64,unroll_4,unroll_16,unroll_4,unroll,unroll,33.0,0.7343327220866805,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10.0,13046.26322,411,62,49,27,48,block_4_1,block_2_1,cyclic_4_1,unroll,unroll_8,unroll_4,unroll_2,unroll_64,unroll_8,unroll_4,pipeline,unroll_2,46.5,0.4199613447658257,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,10.0,278.12043,663,46,7,22,67,block_16_1,block_64_1,cyclic_16_1,unroll,pipeline_1,pipeline,unroll_2,unroll_64,unroll,unroll,unroll,unroll,35.5,0.7072642559903589,False
workload_132.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,376,83,68,27,66,cyclic_128_1,block_4_1,block_64_1,pipeline_1,pipeline,pipeline,pipeline,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,61.0,0.37794208640961124,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10.0,278.13467,889,57,7,22,51,block_32_1,block_32_1,block_8_1,pipeline,pipeline,pipeline,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,unroll_2,34.25,0.7218861079836187,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,10.0,170.2591,176,41,7,9,17,cyclic_2_1,cyclic_4_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_16,pipeline,unroll,unroll_2,18.5,0.9229272483058725,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,553.87098,808,45,2,49,89,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,unroll_16,unroll_32,unroll_64,unroll_64,unroll_4,unroll,pipeline,unroll_8,46.25,0.585394603929067,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10.0,201.82389,320,48,7,20,34,block_16_1,block_8_1,block_64_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_8,unroll,pipeline,pipeline_1,unroll,27.25,0.8080999391409914,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,10.0,8656.14593,234,44,1,10,23,cyclic_8_1,cyclic_8_1,block_2_1,pipeline_1,unroll_16,unroll_4,pipeline,unroll_2,unroll_16,unroll_4,unroll,unroll_8,19.5,0.724518705625526,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,10.0,1154.06193,223,44,1,12,24,cyclic_8_1,cyclic_4_1,block_2_1,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_4,unroll_16,unroll_8,pipeline,unroll_8,20.25,0.8835007466130714,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10.0,355.68241,569,40,4,26,51,block_2_1,cyclic_128_1,block_32_1,unroll,unroll_32,unroll_8,unroll_16,unroll_2,unroll_4,pipeline,unroll,unroll,30.25,0.7687751095496638,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10.0,1045.52884,344,84,1,6,56,cyclic_128_1,cyclic_2_1,block_128_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_8,unroll_2,pipeline,unroll_8,36.75,0.6826005851111228,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,1237.57795,3086,53,13,20,53,cyclic_8_1,cyclic_64_1,cyclic_64_1,unroll,unroll_16,unroll_2,unroll_2,unroll_64,unroll_4,unroll_4,pipeline,unroll_8,34.75,0.7029256529481412,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10.0,170.35126,182,40,7,10,19,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_8,unroll_8,pipeline_1,unroll_2,19.0,0.9161422346938626,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10.0,940.05731,377,89,6,6,33,cyclic_128_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll,33.5,0.7216474286693142,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10.0,13420.58831,125,41,3,8,15,block_4_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll,unroll_2,16.75,0.6522467154279079,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10.0,179.45051,233,58,68,30,52,cyclic_32_1,block_4_1,block_32_1,unroll,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_8,unroll,pipeline,unroll,52.0,0.5316546661079985,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10.0,200.98223,247,41,7,23,36,block_4_1,block_16_1,cyclic_128_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline,26.75,0.8144030729357025,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10.0,662.50394,591,44,1,29,54,cyclic_8_1,block_4_1,block_128_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_4,unroll_16,pipeline,unroll_8,32.0,0.7433225282386955,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,1353.99762,388,84,1,4,56,cyclic_128_1,cyclic_2_1,block_64_1,pipeline_1,pipeline,unroll_2,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,pipeline,36.25,0.6840967681144361,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10.0,146.96656,315,57,68,28,59,cyclic_32_1,cyclic_128_1,block_32_1,unroll,unroll_16,pipeline,unroll_64,unroll_4,unroll_16,unroll,pipeline,unroll,53.0,0.5180017268313899,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,191.95501,147,41,7,8,13,cyclic_2_1,cyclic_4_1,block_128_1,unroll,pipeline,pipeline,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,17.25,0.9395965690816549,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,1016.37963,281,41,4,9,24,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_32,unroll_4,unroll_2,unroll_8,unroll_8,unroll_4,pipeline,unroll_2,19.5,0.8957661956032259,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10.0,138.83638,431,83,68,29,72,cyclic_128_1,block_8_1,cyclic_128_1,pipeline_1,pipeline,pipeline,unroll_32,unroll_8,pipeline,pipeline,unroll,unroll_2,63.0,0.3473705654576845,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10.0,885.00042,498,93,1,5,70,cyclic_128_1,cyclic_64_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline,unroll_2,pipeline,unroll_8,42.25,0.6237042004551041,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,353.63216,579,40,4,26,51,block_2_1,cyclic_128_1,block_32_1,unroll,unroll_32,unroll_8,unroll_16,unroll_4,unroll_4,pipeline,unroll,unroll,30.25,0.7688038350671946,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,1055.14064,205,44,6,7,21,cyclic_8_1,cyclic_2_1,cyclic_16_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_64,unroll_4,unroll,pipeline_1,pipeline,19.5,0.8950996147600587,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,8488.98931,515,83,1,4,67,cyclic_128_1,cyclic_4_1,block_2_1,unroll,pipeline_1,unroll_2,pipeline,unroll_2,pipeline_1,unroll_4,unroll,unroll_8,38.75,0.552474369977177,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,92.04819,437,57,74,43,74,cyclic_32_1,block_4_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_64,unroll_16,unroll_2,unroll,unroll_2,62.0,0.3624334081573306,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,1024.14184,358,48,4,12,34,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_8,pipeline,pipeline_1,24.5,0.8306567581490031,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10.0,996.94581,352,84,1,6,56,cyclic_128_1,cyclic_2_1,block_128_1,pipeline,pipeline,unroll_4,unroll_16,unroll_8,unroll_8,unroll_2,pipeline,unroll_16,36.75,0.6832555861267173,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,377.34251,313,57,68,29,60,cyclic_32_1,cyclic_128_1,block_64_1,unroll,unroll_16,pipeline,pipeline,unroll_4,unroll_8,unroll_4,pipeline,unroll,53.5,0.5079562943984285,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10.0,8487.96493,214,44,1,9,20,cyclic_8_1,cyclic_4_1,block_2_1,pipeline_1,pipeline,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,unroll,unroll_8,18.5,0.7438038536281553,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10.0,138.83638,298,72,68,29,61,cyclic_64_1,cyclic_64_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_32,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_2,57.5,0.4357272761023715,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10.0,662.50394,597,44,1,29,54,cyclic_8_1,block_4_1,block_128_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_8,pipeline_1,pipeline,unroll_8,32.0,0.7433225282386955,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10.0,1112.33384,152,44,1,3,9,cyclic_8_1,cyclic_4_1,block_32_1,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,14.25,0.9648333951684457,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10.0,13420.58851,123,41,3,8,15,block_4_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll,unroll_2,16.75,0.6522467106854455,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10.0,194.23312,502,84,68,30,72,cyclic_128_1,block_4_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_2,unroll_64,unroll_4,unroll,pipeline_1,unroll_4,63.5,0.34000351292495457,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10.0,152.83718,166,44,23,16,26,cyclic_8_1,cyclic_4_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_4,unroll_16,unroll_16,unroll,unroll_8,27.25,0.8087969936967513,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10.0,170.2591,192,40,7,10,21,cyclic_2_1,block_16_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,19.5,0.9093877840193005,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10.0,856.15215,493,83,6,16,75,cyclic_128_1,block_4_1,block_16_1,unroll,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,45.0,0.5947888734205624,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10.0,865.1177,194,60,13,8,22,cyclic_2_1,block_32_1,cyclic_2_1,unroll,unroll_16,unroll_2,unroll_64,unroll_8,unroll_2,unroll_4,pipeline,unroll_8,25.75,0.8172484606517553,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10.0,1374.72338,341,50,1,6,21,cyclic_2_1,cyclic_64_1,block_128_1,pipeline,pipeline,unroll_4,unroll_8,unroll_32,unroll_4,unroll_16,pipeline,unroll,19.5,0.8894668524482623,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10.0,184.49285,174,40,7,9,17,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,18.25,0.9260978743606212,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10.0,138.12353,392,57,68,33,68,cyclic_32_1,block_64_1,block_64_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_4,unroll_16,unroll,unroll,56.5,0.4532386037981244,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10.0,148.7811,218,46,34,19,40,cyclic_16_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_4,unroll_16,unroll_8,pipeline_1,pipeline_1,34.75,0.717742845837465,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10.0,1417.22578,586,84,1,5,67,cyclic_128_1,cyclic_2_1,block_64_1,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_32,unroll_16,pipeline_1,pipeline_1,pipeline_1,39.25,0.6495867004890356,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10.0,145.73134,381,83,68,28,67,cyclic_128_1,block_4_1,block_32_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_2,pipeline,unroll,unroll,unroll_4,61.5,0.3701323024031138,False
workload_191.cpp,xczu7ev-ffvc1156-2-e,10.0,867.85009,251,45,2,8,22,cyclic_8_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_4,unroll_8,unroll_4,unroll_16,unroll,pipeline,unroll_8,19.25,0.9016206245159406,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,10.0,908.41932,629,41,13,14,52,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,unroll_16,unroll_4,unroll_2,unroll_8,unroll_16,unroll_8,pipeline,unroll_2,30.0,0.7639472546788384,False
workload_193.cpp,xczu7ev-ffvc1156-2-e,10.0,944.15331,388,98,6,6,34,cyclic_128_1,cyclic_64_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline,unroll,36.0,0.6925453608546995,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,10.0,193.94256,372,57,68,29,66,cyclic_32_1,block_16_1,block_32_1,unroll,unroll_32,pipeline,unroll_64,unroll_4,unroll_16,pipeline,pipeline,unroll_2,55.0,0.48032127370513533,False
workload_195.cpp,xczu7ev-ffvc1156-2-e,10.0,894.83082,414,84,1,5,58,cyclic_128_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_8,pipeline_1,pipeline_1,unroll_8,37.0,0.6817809501320681,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,10.0,146.33021,886,57,86,34,86,cyclic_32_1,cyclic_128_1,block_16_1,unroll,unroll_64,pipeline,unroll_64,unroll_2,unroll_4,unroll,unroll,unroll,65.75,0.30824171028517,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,191.95395,148,41,7,8,13,cyclic_2_1,cyclic_4_1,block_128_1,pipeline,pipeline,pipeline,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,17.25,0.9395965852200123,False
workload_201.cpp,xczu7ev-ffvc1156-2-e,10.0,112.91866,156,40,7,9,15,cyclic_2_1,cyclic_2_1,cyclic_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_2,17.75,0.9339674491820866,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10.0,146.19238,323,44,23,20,42,cyclic_8_1,block_64_1,cyclic_4_1,unroll,pipeline_1,pipeline,unroll_64,unroll_16,unroll_8,pipeline_1,unroll,unroll,32.25,0.7474490636739428,False
