Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_98.cpp,xczu7ev-ffvc1156-2-e,10.0,3.23073,467,72,1,15,43,cyclic_8_1,block_64_1,block_2_1,block_16_1,block_2_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_16_1,cyclic_128_1,cyclic_16_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline,32.75,0.8075211278802222,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10.0,5.18577,411,82,17,25,88,block_32_1,block_32_1,cyclic_16_1,block_8_1,block_2_1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_8,unroll_64,53.0,0.4181845031648084,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10.0,3.29594,211,73,2,14,46,block_32_1,cyclic_8_1,block_128_1,cyclic_32_1,block_2_1,cyclic_16_1,cyclic_4_1,block_64_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_16_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_16,pipeline_1,33.75,0.7944072841752288,False
workload_104.cpp,xczu7ev-ffvc1156-2-e,10.0,12.65004,399,78,1,13,48,cyclic_64_1,cyclic_16_1,cyclic_16_1,block_8_1,cyclic_32_1,cyclic_2_1,block_16_1,block_4_1,cyclic_64_1,cyclic_4_1,block_8_1,block_32_1,cyclic_64_1,complete_1,unroll_2,unroll_32,unroll_64,unroll_8,35.0,0.6866451157867303,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,4.81729,343,75,3,11,63,cyclic_4_1,cyclic_128_1,block_2_1,block_16_1,cyclic_32_1,block_8_1,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,unroll_8,unroll_2,pipeline,38.0,0.7113246313643723,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10.0,71.39142,350,70,84,32,84,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,block_64_1,cyclic_64_1,cyclic_32_1,block_16_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_16,67.5,0.1002094959997243,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,10.0,18.15824,156,68,1,15,40,cyclic_32_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_16_1,block_16_1,cyclic_128_1,block_64_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_16,31.0,0.6741160440937274,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10.0,3.29146,248,81,2,21,58,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_32_1,cyclic_16_1,cyclic_4_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_16,pipeline_1,40.5,0.6641953677957035,False
workload_119.cpp,xczu7ev-ffvc1156-2-e,10.0,42.3855,719,81,4,24,78,block_8_1,block_8_1,block_32_1,block_4_1,block_16_1,cyclic_32_1,cyclic_8_1,block_128_1,block_8_1,block_16_1,cyclic_2_1,cyclic_128_1,block_16_1,complete_1,unroll_8,unroll_32,unroll_2,unroll_2,46.75,0.2885425851845385,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25083,207,74,3,11,58,cyclic_128_1,block_32_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,block_8_1,cyclic_4_1,cyclic_32_1,block_64_1,block_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,pipeline,unroll_64,unroll_16,36.5,0.7372632325984008,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10.0,7.7602,130,70,2,20,44,block_2_1,block_8_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,block_16_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,34.0,0.7496912152444486,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,55.52496,472,75,4,13,42,block_8_1,block_64_1,block_4_1,block_4_1,block_2_1,cyclic_64_1,cyclic_8_1,block_2_1,block_8_1,cyclic_64_1,block_32_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_2,33.5,0.2549933495892155,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10.0,3.23049,464,72,1,16,46,cyclic_8_1,block_64_1,block_2_1,block_16_1,cyclic_16_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_16_1,block_64_1,cyclic_16_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline,33.75,0.7949654460907676,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56442,143,78,1,9,42,cyclic_64_1,cyclic_4_1,block_32_1,cyclic_2_1,block_4_1,block_4_1,block_16_1,cyclic_128_1,block_64_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,unroll_16,32.5,0.7589509913714441,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10.0,4.83553,282,78,2,19,63,cyclic_16_1,block_16_1,block_2_1,block_16_1,cyclic_32_1,block_2_1,block_4_1,cyclic_4_1,block_2_1,block_64_1,block_128_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,unroll_8,unroll_2,pipeline,40.5,0.6590545222085348,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10.0,13.14584,217,69,1,13,47,cyclic_32_1,cyclic_2_1,cyclic_128_1,cyclic_8_1,block_32_1,cyclic_4_1,cyclic_128_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_2,32.5,0.7102445248097469,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10.0,4.50481,801,79,9,20,89,cyclic_32_1,block_32_1,block_8_1,cyclic_64_1,block_4_1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_128_1,block_8_1,cyclic_32_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_16,unroll_64,49.25,0.48503755982760355,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10.0,5.36063,467,73,2,12,43,cyclic_8_1,block_64_1,block_2_1,block_16_1,block_2_1,cyclic_2_1,block_16_1,cyclic_128_1,block_16_1,cyclic_16_1,cyclic_128_1,block_32_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_8,32.5,0.7913749884175244,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,18.1576,232,73,1,17,49,cyclic_64_1,cyclic_4_1,cyclic_8_1,block_8_1,block_4_1,block_16_1,block_16_1,cyclic_128_1,cyclic_128_1,block_8_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_16,35.0,0.6241581375289064,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,10.0,9.08651,317,91,1,25,79,cyclic_4_1,cyclic_128_1,block_4_1,block_128_1,block_2_1,block_8_1,cyclic_2_1,block_4_1,block_64_1,cyclic_4_1,cyclic_128_1,block_64_1,cyclic_32_1,complete_1,unroll_2,unroll_4,unroll_32,unroll_16,49.0,0.478573474113862,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,10.0,13.38522,510,73,5,20,68,cyclic_64_1,block_32_1,block_4_1,cyclic_64_1,block_2_1,block_32_1,block_8_1,cyclic_16_1,cyclic_32_1,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_32,pipeline,unroll_64,unroll_2,41.5,0.5865072333793481,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,10.0,3.1961,158,79,1,11,36,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_32_1,block_8_1,block_4_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,block_64_1,block_128_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,31.75,0.8206361292893232,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10.0,3.31493,506,72,2,21,64,block_32_1,block_4_1,cyclic_8_1,cyclic_32_1,block_16_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,unroll_16,unroll_16,pipeline_1,39.75,0.6805642492257994,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10.0,14.4435,711,82,1,19,64,cyclic_4_1,cyclic_128_1,block_32_1,block_64_1,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,block_8_1,block_2_1,cyclic_128_1,block_4_1,complete_1,unroll_4,unroll_16,unroll_32,unroll_2,41.5,0.5780437212227051,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10.0,7.7602,168,70,2,23,50,block_2_1,block_8_1,cyclic_32_1,block_64_1,block_4_1,block_64_1,block_16_1,cyclic_64_1,block_4_1,block_128_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,36.25,0.7199917577906706,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,3.2219,172,66,2,12,34,cyclic_8_1,block_4_1,cyclic_2_1,block_8_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,block_128_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_16_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_16,pipeline_1,28.5,0.874274448427063,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10.0,18.9931,781,69,5,24,94,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,block_4_1,block_16_1,cyclic_128_1,cyclic_16_1,block_32_1,cyclic_64_1,cyclic_32_1,cyclic_16_1,block_16_1,complete_1,unroll_32,pipeline_1,unroll_16,unroll_2,48.0,0.44570443067692056,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10.0,71.39142,380,76,84,32,84,cyclic_128_1,block_8_1,cyclic_8_1,block_8_1,block_2_1,block_64_1,cyclic_128_1,cyclic_64_1,block_64_1,cyclic_64_1,block_8_1,block_8_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_16,69.0,0.10000000000000002,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2169,181,70,6,22,43,cyclic_4_1,cyclic_4_1,block_2_1,block_16_1,cyclic_2_1,block_8_1,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,complete_1,pipeline_1,unroll_8,unroll_64,pipeline,35.25,0.7914335889453689,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10.0,18.15824,568,77,29,23,69,cyclic_64_1,block_64_1,cyclic_8_1,cyclic_2_1,block_4_1,block_16_1,block_16_1,cyclic_128_1,block_64_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_16,49.5,0.42866947421143686,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10.0,5.18577,413,77,17,24,86,block_32_1,block_32_1,cyclic_16_1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_8_1,block_2_1,block_64_1,cyclic_4_1,block_8_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_8,unroll_64,51.0,0.45253293293094465,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10.0,3.29146,745,83,3,29,74,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_128_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_16,pipeline_1,47.25,0.5243961759049472,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10.0,3.24476,402,80,1,17,55,cyclic_64_1,cyclic_16_1,cyclic_16_1,block_8_1,cyclic_32_1,block_8_1,block_128_1,block_4_1,cyclic_64_1,cyclic_4_1,block_8_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,unroll_32,unroll_64,pipeline,38.25,0.7138162078273591,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10.0,9.08467,396,74,1,21,71,cyclic_32_1,cyclic_64_1,block_4_1,block_2_1,block_32_1,block_64_1,block_32_1,cyclic_64_1,cyclic_128_1,block_32_1,block_8_1,block_4_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_64,unroll_16,41.75,0.6123172953270141,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,10.0,7.7602,131,76,2,17,38,block_4_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,33.25,0.7585445182187843,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,4.81729,336,75,3,11,62,cyclic_4_1,cyclic_128_1,block_2_1,block_16_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,unroll_8,unroll_2,pipeline,37.75,0.7163857202316113,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,10.0,0.36089,188,64,6,24,44,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_64_1,block_4_1,block_4_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,block_128_1,cyclic_4_1,cyclic_128_1,complete_1,pipeline_1,pipeline,unroll_4,unroll_64,34.5,0.8083907756900542,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10.0,5.63642,704,64,2,29,75,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_64_1,block_128_1,block_4_1,cyclic_2_1,block_128_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,unroll_64,42.5,0.6144513719312772,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,13.38027,342,74,5,19,69,cyclic_64_1,block_32_1,block_4_1,cyclic_64_1,cyclic_16_1,block_4_1,block_8_1,cyclic_128_1,cyclic_2_1,block_64_1,block_64_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_32,pipeline,unroll_64,unroll_2,41.75,0.5824528663074209,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,3.23073,139,73,2,13,37,cyclic_8_1,block_8_1,block_2_1,block_16_1,block_4_1,block_16_1,block_128_1,cyclic_128_1,block_8_1,cyclic_16_1,cyclic_2_1,block_16_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline,31.25,0.8268055236279341,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10.0,5.36063,503,82,2,12,49,cyclic_8_1,block_64_1,block_32_1,block_16_1,block_2_1,cyclic_2_1,block_16_1,cyclic_128_1,block_16_1,cyclic_128_1,cyclic_32_1,block_32_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_8,36.25,0.7407812747674496,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10.0,6.43092,180,80,3,12,37,cyclic_32_1,block_32_1,block_2_1,cyclic_32_1,cyclic_8_1,block_8_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,block_16_1,block_4_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_4,pipeline,33.0,0.7748810984303037,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,7.76262,147,77,4,18,43,block_4_1,block_4_1,block_32_1,cyclic_32_1,block_4_1,cyclic_8_1,block_16_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline,unroll_16,unroll_8,35.5,0.7309483144262778,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56442,134,73,2,10,37,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_2_1,block_4_1,block_4_1,block_16_1,cyclic_128_1,block_64_1,block_64_1,cyclic_16_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,unroll_16,30.5,0.792566250130864,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25467,234,70,3,13,59,cyclic_128_1,block_32_1,block_2_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,block_64_1,block_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,pipeline,unroll_64,unroll_16,36.25,0.7416347003832261,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,7.75764,128,71,2,19,40,block_2_1,block_8_1,cyclic_32_1,block_64_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,33.0,0.7615281846096239,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10.0,0.36488,178,67,6,21,40,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_64_1,block_4_1,block_16_1,block_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline,unroll_4,unroll_64,33.5,0.8209149617081316,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10.0,3.28384,715,69,2,35,83,block_2_1,block_8_1,cyclic_32_1,block_64_1,block_128_1,block_64_1,block_16_1,cyclic_64_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,47.25,0.5244047018968093,False
