Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,Array_15,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Area,Weight,is_pareto
workload_86.cpp,xczu7ev-ffvc1156-2-e,10.0,0.081,2793,39,6,13,32,block_32_1,cyclic_128_1,cyclic_128_1,block_4_1,cyclic_2_1,cyclic_2_1,block_64_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,block_8_1,cyclic_2_1,pipeline_1,unroll,unroll,22.5,0.6634497373294946,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06803,1302,51,1,18,38,cyclic_64_1,block_128_1,cyclic_8_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,27.0,0.5475476464922171,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10.0,0.02751,127,40,1,4,7,cyclic_2_1,cyclic_128_1,cyclic_64_1,cyclic_128_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,block_64_1,block_64_1,cyclic_16_1,block_32_1,cyclic_64_1,cyclic_4_1,block_2_1,block_8_1,pipeline_1,unroll,pipeline,13.0,0.9353472534147257,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08317,411,35,1,20,38,cyclic_2_1,block_64_1,block_8_1,cyclic_64_1,block_128_1,block_16_1,block_16_1,block_2_1,block_64_1,block_32_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,block_8_1,unroll_8,unroll,pipeline,23.5,0.6348871830979885,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12143,1330,71,1,32,35,block_2_1,cyclic_4_1,block_32_1,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_16_1,block_2_1,block_64_1,cyclic_128_1,cyclic_32_1,block_4_1,complete_1,complete_1,block_2_1,unroll,unroll,pipeline_1,34.75,0.3495497786802537,False
workload_104.cpp,xczu7ev-ffvc1156-2-e,10.0,0.45921,293,49,1,3,19,cyclic_32_1,cyclic_32_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_2_1,block_4_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,unroll_16,unroll,unroll_2,18.0,0.48139579210496886,False
workload_105.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37741,368,33,1,20,40,cyclic_8_1,block_8_1,cyclic_8_1,cyclic_16_1,block_128_1,block_64_1,block_8_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_16_1,block_64_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_4,unroll,unroll_4,23.5,0.4325561489182278,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12259,1416,33,1,31,43,block_2_1,cyclic_8_1,cyclic_32_1,block_8_1,block_8_1,block_64_1,cyclic_4_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll,unroll,pipeline,27.0,0.5205383290568654,False
workload_109.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08317,405,35,1,20,38,cyclic_2_1,block_64_1,block_8_1,block_2_1,block_128_1,block_16_1,block_16_1,block_2_1,block_16_1,cyclic_32_1,block_16_1,block_64_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_8,unroll,pipeline,23.5,0.6348871830979885,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,10.0,0.00015,250,48,7,15,21,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,22.75,0.6842058808071855,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06884,1715,53,1,34,53,cyclic_128_1,block_2_1,cyclic_8_1,block_2_1,block_128_1,block_16_1,block_8_1,block_2_1,block_2_1,cyclic_8_1,block_4_1,cyclic_4_1,complete_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,35.25,0.35183355650813886,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,0.02954,354,33,6,22,33,block_4_1,block_4_1,block_32_1,block_32_1,block_64_1,cyclic_2_1,cyclic_64_1,block_4_1,block_64_1,cyclic_32_1,cyclic_32_1,block_8_1,cyclic_2_1,block_2_1,block_2_1,pipeline_1,unroll,unroll_4,23.5,0.6589802164394429,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08317,436,30,1,22,40,cyclic_2_1,cyclic_8_1,block_8_1,cyclic_64_1,block_128_1,cyclic_64_1,block_16_1,block_2_1,block_64_1,block_32_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,block_8_1,unroll_8,unroll,pipeline,23.25,0.6416452992441869,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12258,1381,33,1,29,40,block_2_1,cyclic_8_1,block_32_1,block_8_1,block_8_1,block_64_1,cyclic_4_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_32_1,complete_1,cyclic_2_1,block_2_1,unroll,unroll,pipeline_1,25.75,0.5506008975653706,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06803,1352,61,1,18,40,cyclic_128_1,block_2_1,cyclic_8_1,cyclic_32_1,block_16_1,block_16_1,block_16_1,block_8_1,block_2_1,cyclic_16_1,block_4_1,block_64_1,complete_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,30.0,0.47055132611738304,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10.0,0.13451,579,43,21,9,52,block_32_1,cyclic_8_1,cyclic_128_1,block_16_1,cyclic_32_1,cyclic_64_1,block_64_1,block_128_1,cyclic_64_1,block_8_1,block_8_1,block_128_1,cyclic_8_1,complete_1,cyclic_2_1,unroll_4,unroll,pipeline,31.25,0.4172220786886256,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08057,343,54,1,7,24,cyclic_2_1,cyclic_4_1,block_32_1,block_32_1,block_4_1,cyclic_32_1,cyclic_4_1,block_64_1,cyclic_2_1,block_8_1,cyclic_32_1,cyclic_128_1,block_4_1,cyclic_4_1,block_2_1,unroll_16,unroll,pipeline,21.5,0.6906034939961446,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06687,1600,49,1,19,47,cyclic_128_1,block_2_1,cyclic_8_1,block_16_1,cyclic_64_1,cyclic_2_1,block_8_1,block_2_1,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,cyclic_2_1,block_2_1,unroll,unroll,pipeline,29.0,0.49585463197960256,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37741,362,33,1,19,41,cyclic_8_1,block_8_1,cyclic_8_1,cyclic_16_1,block_128_1,block_64_1,block_8_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_16_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll,unroll_4,23.5,0.4325561489182278,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0115,233,33,7,14,23,cyclic_32_1,block_8_1,block_64_1,block_2_1,cyclic_2_1,block_64_1,cyclic_8_1,block_2_1,block_32_1,block_2_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,pipeline,unroll,unroll_2,19.25,0.7992611078511552,False
workload_132.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06803,1291,51,1,17,38,cyclic_64_1,block_128_1,cyclic_8_1,cyclic_16_1,block_16_1,block_16_1,cyclic_2_1,cyclic_128_1,block_64_1,cyclic_16_1,block_16_1,block_64_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,26.75,0.5542330691456967,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06841,366,37,1,8,28,cyclic_2_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,cyclic_64_1,cyclic_32_1,block_32_1,block_64_1,cyclic_2_1,block_4_1,block_32_1,cyclic_128_1,block_8_1,cyclic_4_1,cyclic_8_1,unroll_16,unroll,pipeline,18.5,0.7770115245313608,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,10.0,0.13121,1185,50,1,19,67,block_2_1,cyclic_16_1,cyclic_32_1,block_16_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_32,unroll,pipeline,34.25,0.35628479216231135,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,0.45921,288,49,1,3,19,cyclic_32_1,cyclic_32_1,cyclic_8_1,block_64_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_2_1,block_4_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,unroll_16,unroll,unroll_2,18.0,0.48139579210496886,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,10.0,0.081,896,34,6,13,25,block_16_1,cyclic_128_1,cyclic_128_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_4_1,block_2_1,cyclic_2_1,cyclic_128_1,block_32_1,block_2_1,block_8_1,cyclic_8_1,pipeline_1,unroll,unroll,19.5,0.7406113790421539,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10.0,0.00015,651,48,8,24,26,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_64_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,pipeline,unroll_2,pipeline,26.5,0.571972227538206,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,10.0,0.13602,257,39,1,17,32,block_2_1,block_64_1,cyclic_32_1,block_16_1,block_8_1,block_16_1,cyclic_4_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_32_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll,pipeline,22.25,0.6206447895831465,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0658,165,48,1,3,13,cyclic_8_1,block_128_1,cyclic_8_1,cyclic_32_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,block_16_1,block_64_1,complete_1,cyclic_2_1,block_8_1,unroll_4,unroll,pipeline,16.25,0.8223755329793804,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10.0,0.11257,1545,43,2,44,56,block_16_1,cyclic_64_1,block_32_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,complete_1,complete_1,cyclic_8_1,unroll,unroll,pipeline,36.25,0.32297022705173495,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10.0,0.07913,589,35,6,28,43,block_4_1,cyclic_128_1,cyclic_128_1,block_2_1,block_128_1,block_16_1,block_64_1,block_4_1,block_64_1,cyclic_64_1,block_4_1,block_8_1,block_2_1,block_2_1,block_8_1,pipeline_1,unroll,pipeline_1,28.0,0.5173252176368924,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,0.02751,126,40,1,4,7,cyclic_2_1,cyclic_128_1,cyclic_64_1,cyclic_128_1,cyclic_32_1,cyclic_32_1,block_8_1,block_64_1,block_16_1,cyclic_16_1,block_32_1,cyclic_64_1,complete_1,block_2_1,block_8_1,pipeline_1,unroll,pipeline,13.0,0.9353472534147257,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06803,1341,54,1,18,38,cyclic_64_1,block_128_1,cyclic_16_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_8_1,block_16_1,cyclic_4_1,complete_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,27.75,0.527726342350495,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12269,1363,71,1,30,35,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_16_1,block_2_1,block_64_1,cyclic_128_1,cyclic_32_1,block_4_1,cyclic_4_1,complete_1,cyclic_2_1,unroll,unroll,pipeline,34.25,0.3591261669164437,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12878,801,31,62,14,51,block_4_1,cyclic_128_1,cyclic_64_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,block_4_1,cyclic_2_1,block_4_1,block_32_1,block_16_1,block_4_1,cyclic_4_1,block_8_1,unroll_16,unroll,pipeline_1,39.5,0.26223228437022417,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08057,387,50,1,8,33,cyclic_2_1,cyclic_128_1,block_8_1,block_2_1,cyclic_64_1,block_32_1,block_16_1,block_2_1,block_16_1,block_32_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_16,unroll,pipeline,23.0,0.6501844410007829,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10.0,0.00015,485,47,10,37,58,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,block_64_1,cyclic_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,block_8_1,pipeline,unroll_2,pipeline_1,38.0,0.3020625524760735,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,10.0,0.00015,625,51,8,17,25,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,block_4_1,cyclic_128_1,block_2_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,pipeline,25.25,0.6080705408802164,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08057,349,32,1,8,27,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,cyclic_64_1,cyclic_8_1,block_32_1,block_64_1,block_32_1,block_4_1,block_32_1,block_4_1,block_8_1,cyclic_8_1,cyclic_4_1,unroll_16,unroll,pipeline_1,17.0,0.790379844497911,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08233,694,35,1,11,44,cyclic_2_1,cyclic_128_1,cyclic_4_1,block_16_1,cyclic_64_1,cyclic_32_1,block_4_1,block_64_1,cyclic_2_1,cyclic_8_1,block_32_1,cyclic_128_1,block_4_1,cyclic_4_1,complete_1,unroll_32,unroll,pipeline,22.75,0.6557365854431644,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,0.00816,149,46,5,6,10,cyclic_32_1,cyclic_32_1,cyclic_8_1,block_64_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_64_1,block_4_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll,unroll_2,16.75,0.8730263540383114,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0658,155,45,1,3,13,cyclic_8_1,block_128_1,cyclic_2_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,block_16_1,block_64_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll,pipeline,15.5,0.8357479174304866,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10.0,0.13458,466,33,1,31,65,block_2_1,cyclic_8_1,block_8_1,block_8_1,block_8_1,block_64_1,cyclic_4_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_32_1,complete_1,block_8_1,block_8_1,unroll_8,unroll,pipeline_1,32.5,0.39066780581909344,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10.0,0.02954,347,33,6,22,33,block_4_1,block_4_1,block_32_1,block_32_1,block_64_1,cyclic_2_1,cyclic_64_1,block_4_1,block_64_1,cyclic_32_1,cyclic_128_1,block_8_1,cyclic_2_1,block_8_1,block_2_1,pipeline_1,unroll,unroll_4,23.5,0.6589802164394429,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12951,824,40,62,12,53,block_4_1,cyclic_64_1,cyclic_64_1,block_2_1,cyclic_32_1,cyclic_32_1,block_32_1,block_2_1,cyclic_2_1,block_4_1,block_32_1,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_4_1,unroll_16,unroll,pipeline,41.75,0.22774242153494506,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06803,1292,51,1,17,38,cyclic_64_1,block_128_1,cyclic_8_1,cyclic_32_1,block_16_1,block_16_1,cyclic_2_1,cyclic_128_1,block_64_1,cyclic_16_1,block_16_1,block_64_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,26.75,0.5542330691456967,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39073,344,54,3,5,25,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_16_1,block_64_1,cyclic_2_1,block_8_1,cyclic_32_1,cyclic_128_1,block_4_1,cyclic_4_1,block_2_1,unroll_16,unroll,unroll_4,21.75,0.457776951998473,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,0.08217,1396,33,1,18,38,cyclic_2_1,cyclic_32_1,cyclic_32_1,block_8_1,block_8_1,block_64_1,cyclic_4_1,block_2_1,block_64_1,block_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,22.5,0.6625949791682055,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,0.01412,133,34,3,5,8,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_32_1,block_4_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,block_64_1,cyclic_8_1,block_16_1,block_8_1,cyclic_4_1,cyclic_2_1,block_2_1,pipeline_1,unroll,pipeline_1,12.5,1.0,True
workload_170.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06876,1546,43,1,19,47,cyclic_64_1,block_128_1,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_16_1,block_8_1,block_2_1,block_16_1,cyclic_16_1,cyclic_32_1,block_64_1,complete_1,cyclic_2_1,block_8_1,unroll,unroll,pipeline,27.5,0.534044378018617,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10.0,0.12268,1890,35,1,32,57,block_2_1,cyclic_128_1,cyclic_64_1,cyclic_128_1,cyclic_64_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,block_8_1,block_32_1,block_4_1,cyclic_4_1,block_8_1,unroll,unroll,pipeline,31.25,0.4223881243341495,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0114,224,50,3,6,15,cyclic_64_1,block_8_1,cyclic_8_1,cyclic_16_1,block_16_1,block_16_1,block_8_1,block_2_1,block_16_1,cyclic_16_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,pipeline,unroll,pipeline,18.5,0.8245243492384463,False
