Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Area,Weight,is_pareto
workload_91.cpp,xczu7ev-ffvc1156-2-e,10.0,12632.52549,699,36,4,18,31,block_8_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll,22.25,0.545853388033452,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10.0,15523.71921,482,42,14,8,22,block_32_1,cyclic_4_1,block_2_1,block_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll_2,unroll_2,21.5,0.48774227908175705,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22369,1119,64,2,12,24,block_32_1,cyclic_16_1,block_2_1,complete_1,complete_1,block_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll,pipeline,unroll,unroll_2,pipeline_1,25.5,0.6544819191269632,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,10.0,6056.64465,1640,48,16,20,81,block_16_1,cyclic_64_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_8_1,block_4_1,complete_1,cyclic_4_1,pipeline_1,unroll_32,unroll_2,pipeline,pipeline,unroll_8,unroll_4,unroll_2,pipeline,41.25,0.22315345186148813,False
workload_115.cpp,xczu7ev-ffvc1156-2-e,10.0,2381.71337,1667,39,1,11,34,cyclic_4_1,cyclic_32_1,block_64_1,complete_1,cyclic_2_1,cyclic_2_1,complete_1,block_4_1,complete_1,complete_1,unroll_32,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_32,21.25,0.7835646184733869,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,13731.72033,597,33,1,21,48,block_2_1,cyclic_32_1,block_4_1,cyclic_2_1,complete_1,block_8_1,block_8_1,block_8_1,block_4_1,block_2_1,unroll_32,unroll_8,unroll_2,unroll_2,unroll_2,unroll,unroll,unroll,pipeline_1,25.75,0.47084753866299556,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.23013,1003,75,2,14,46,block_8_1,block_128_1,block_2_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,unroll_32,34.25,0.3807147559503369,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,2381.71337,1624,39,1,11,34,cyclic_4_1,cyclic_32_1,block_64_1,complete_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_32,21.25,0.7835646184733869,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.23013,1205,63,2,14,29,block_32_1,cyclic_4_1,block_2_1,cyclic_4_1,block_2_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll,unroll_2,unroll_4,unroll_2,unroll_2,unroll_32,27.0,0.6012497323975067,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,10.0,18350.86785,1316,62,2,11,84,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll,unroll_2,unroll_32,39.75,0.18598789169901753,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,19658.49797,257,40,1,7,24,block_16_1,block_8_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_8,unroll,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,18.0,0.4413456623865927,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,22174.55041,613,35,2,11,34,block_4_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll,unroll_2,unroll_32,20.5,0.35875345643074374,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10.0,10249.38691,1686,37,16,25,62,block_8_1,cyclic_32_1,block_4_1,block_4_1,block_2_1,complete_1,complete_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_32,35.0,0.3258546947348333,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,2930.87169,1751,41,6,13,24,block_8_1,cyclic_16_1,cyclic_32_1,complete_1,complete_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,unroll_2,pipeline_1,21.0,0.7789252724334109,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,796,80,2,12,23,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,29.25,0.5263296976019559,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,21729.27937,1428,44,1,10,82,block_4_1,block_128_1,cyclic_8_1,block_16_2,cyclic_2_1,cyclic_4_1,block_8_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll,unroll_2,unroll_32,34.25,0.22463361579037394,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22369,1145,64,2,12,26,block_32_1,cyclic_32_1,block_2_1,complete_1,complete_1,block_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll,pipeline,unroll,unroll_2,pipeline_1,26.0,0.6364791293387385,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22629,927,65,2,16,34,block_8_1,cyclic_32_1,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_32,29.25,0.5261231882139119,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,18356.11845,432,46,1,8,23,block_8_1,cyclic_4_1,block_2_1,block_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,unroll_2,19.5,0.4466341960309117,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.33809,830,80,2,20,26,block_4_1,block_4_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_2,unroll,unroll_8,unroll_4,unroll_4,unroll,pipeline_1,32.0,0.4425644881458888,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,2558.99857,1707,66,2,12,20,block_8_1,cyclic_16_1,cyclic_32_1,block_16_2,cyclic_2_1,cyclic_4_1,block_2_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,unroll_32,25.0,0.671933277199077,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10.0,16205.71345,1668,38,1,12,61,cyclic_4_1,cyclic_4_1,block_8_1,complete_1,block_4_1,cyclic_8_1,block_8_1,cyclic_2_1,block_2_1,block_2_1,unroll_32,unroll_16,unroll_2,unroll_2,unroll_8,unroll_8,unroll_4,unroll_2,unroll_16,28.0,0.3888116890643729,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10.0,4469.64291,1690,87,12,27,55,block_32_1,cyclic_4_1,block_2_1,block_4_1,block_2_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_16,unroll,unroll_2,unroll_4,unroll_2,unroll_2,unroll_32,45.25,0.16603138756644867,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10.0,22347.56545,1572,44,2,11,46,block_32_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll,unroll_2,unroll_32,25.75,0.31129434798083255,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10.0,22112.05189,216,35,1,5,24,block_8_1,cyclic_16_1,block_4_1,complete_2,block_2_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,16.25,0.40636665769480995,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10.0,10745.07201,619,35,3,11,39,block_4_1,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,block_8_1,block_4_1,complete_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll,unroll_2,pipeline,22.0,0.5927707421141198,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10.0,4974.24069,1596,72,11,19,38,block_8_1,cyclic_16_1,block_8_1,cyclic_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,unroll_2,35.0,0.35629714021207226,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10.0,4806.47235,1688,70,11,21,42,block_8_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,36.0,0.33279529845747013,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,14045.22693,500,36,16,13,31,block_8_1,cyclic_4_1,block_2_1,block_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_2,unroll,pipeline,unroll_4,unroll_2,unroll_2,24.0,0.4915155837946342,False
workload_201.cpp,xczu7ev-ffvc1156-2-e,10.0,19658.49795,559,40,1,13,41,block_16_1,block_8_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_16,unroll,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,23.75,0.37882024231927536,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22641,873,75,2,12,30,block_8_1,block_128_1,block_2_1,cyclic_4_1,block_4_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll_2,unroll_32,29.75,0.5102350961764959,False
workload_203.cpp,xczu7ev-ffvc1156-2-e,10.0,22112.04421,347,35,1,9,35,block_8_1,cyclic_16_1,block_4_1,complete_2,block_2_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_4,unroll_4,unroll_32,20.0,0.3662678060237017,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,10.0,4485.09009,1157,81,18,31,53,block_32_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_32,45.75,0.15986380123611027,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10.0,17555.90353,481,33,1,7,20,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_16_2,cyclic_4_1,complete_1,block_8_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,unroll_2,unroll_32,15.25,0.5239490279702697,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10.0,12632.52549,688,36,4,18,31,block_8_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,cyclic_2_1,block_4_1,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,unroll_32,22.25,0.545853388033452,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.21985,1480,65,2,19,47,block_8_1,cyclic_32_1,block_4_1,cyclic_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll_2,unroll,unroll_4,unroll_32,33.25,0.40739147272598464,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10.0,4643.61545,1118,79,15,17,32,block_32_1,cyclic_4_1,block_2_1,block_4_1,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,unroll_32,35.75,0.33917008500413415,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10.0,13462.56193,825,33,1,9,36,block_2_1,cyclic_32_1,block_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_8_1,block_8_1,block_4_1,block_2_1,unroll_32,unroll_8,unroll_2,unroll,unroll_2,unroll,unroll,unroll,pipeline_1,19.75,0.5552735772622907,False
workload_211.cpp,xczu7ev-ffvc1156-2-e,10.0,21729.27937,1337,44,1,10,82,block_4_1,block_128_1,cyclic_8_1,block_16_2,cyclic_2_1,complete_1,block_8_1,complete_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,unroll,unroll_2,unroll_32,34.25,0.22463361579037394,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.20225,985,88,2,13,43,block_4_1,block_128_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_4,unroll,unroll,pipeline_1,36.5,0.3251810904347021,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10.0,4633.45733,1517,53,11,17,30,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,27.75,0.5641763911169649,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10.0,2385.98081,1359,79,2,16,35,block_4_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,cyclic_8_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_8,unroll,unroll_2,unroll_32,33.0,0.41425319896546375,False
workload_215.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22369,1128,64,2,12,23,block_32_1,cyclic_4_1,block_4_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,25.25,0.6635702093630228,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.23025,1035,64,2,11,20,block_32_1,cyclic_16_1,block_2_1,complete_1,complete_1,block_8_1,complete_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,24.25,0.7003395770956617,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,10.0,18508.22865,347,36,14,7,18,block_8_1,cyclic_16_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll_2,unroll_2,18.75,0.4553304726487307,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10.0,21837.05025,131,64,1,3,12,block_8_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,complete_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,20.0,0.3714073284823546,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10.0,4436.43459,1640,66,8,20,40,block_8_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_16,unroll,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,33.5,0.39638129959196233,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22627,1223,65,2,22,54,block_8_1,cyclic_32_1,block_4_1,block_4_1,block_2_1,complete_1,complete_1,block_4_1,block_2_1,cyclic_4_1,pipeline,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_32,35.75,0.3429637973778129,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10.0,17487.76517,1008,39,1,10,38,cyclic_16_1,block_4_1,cyclic_4_1,block_16_2,block_2_1,complete_1,block_4_1,cyclic_8_1,cyclic_8_1,block_4_1,unroll_64,unroll_8,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll,22.0,0.43920498641069217,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10.0,17130.90257,149,46,3,7,20,block_8_1,cyclic_16_1,cyclic_32_1,block_16_2,cyclic_2_1,complete_1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,unroll_32,19.0,0.48024352614528365,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10.0,18749.32673,1191,62,1,9,77,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll,unroll_2,unroll_32,37.25,0.21475147266778563,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10.0,4697.15013,1513,86,15,18,33,block_8_1,cyclic_16_1,block_8_1,cyclic_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,38.0,0.288383704662435,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10.0,10934.34305,685,37,1,8,35,block_8_1,cyclic_32_1,cyclic_8_1,cyclic_4_1,block_2_1,block_8_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,unroll,unroll_4,unroll_8,unroll,unroll_2,pipeline,20.25,0.6123960446783449,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10.0,18290.57221,545,34,2,16,36,block_4_1,block_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,complete_1,block_2_1,cyclic_2_1,unroll_64,unroll_2,unroll_8,unroll,unroll_4,unroll_8,unroll_4,unroll_2,unroll_32,22.0,0.42190549880499595,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10.0,26004.23235,952,40,15,21,60,block_16_1,block_8_1,block_2_1,block_4_1,complete_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,34.0,0.18454670224446595,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.22369,1178,64,2,12,26,block_32_1,cyclic_32_1,block_4_1,complete_1,complete_1,block_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll,pipeline,unroll,unroll_2,pipeline_1,26.0,0.6364791293387385,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,799,80,2,12,23,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,29.25,0.5263296976019559,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,22186.60801,1626,44,4,9,42,block_32_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_4_1,complete_1,block_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll,unroll_2,unroll,24.75,0.3229233550728967,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,12643.00485,1193,40,4,20,45,block_16_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_2,unroll,unroll,27.25,0.4636368901712369,False
workload_237.cpp,xczu7ev-ffvc1156-2-e,10.0,19658.49797,213,36,1,7,22,block_8_1,block_8_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_8,unroll,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,16.5,0.4593337200441654,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.23013,1211,64,2,14,29,block_32_1,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll,pipeline,unroll_4,unroll_2,unroll_2,pipeline,27.25,0.5926140930036458,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10.0,16289.59953,1599,38,1,10,59,cyclic_4_1,cyclic_4_1,block_8_1,complete_1,block_4_1,cyclic_8_1,block_8_1,cyclic_2_1,block_2_1,block_4_1,unroll_32,unroll_16,unroll_2,unroll_2,unroll_4,unroll_8,unroll_4,unroll_2,unroll_16,27.0,0.4030082581669451,False
