Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Area,Weight,is_pareto
workload_295.cpp,xczu7ev-ffvc1156-2-e,10.0,876.63134,1333,2,1,20,39,block_32_1,block_2_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_2,unroll_4,unroll_2,15.5,0.4340889346755006,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10.0,83.05686,2044,1,2,20,50,block_32_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,unroll_32,unroll_4,pipeline,18.25,0.7596639668324222,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10.0,83.31822,1196,1,2,31,60,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_4,pipeline,23.5,0.6693183381511009,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10.0,86.7935,1897,1,2,26,52,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_2_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,20.25,0.7238859049368503,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10.0,83.3899,563,1,2,12,36,block_32_1,cyclic_128_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline,12.75,0.8578684903445513,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10.0,82.2837,1140,1,2,46,87,cyclic_64_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline,unroll_4,unroll_16,pipeline_1,34.0,0.3825668089880191,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10.0,84.89254,1821,1,2,22,51,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,19.0,0.7459305749058193,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10.0,84.86718,533,2,2,11,26,cyclic_64_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,10.25,0.904950364926106,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,10.0,84.77582,562,1,2,23,64,cyclic_64_1,cyclic_128_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline,22.5,0.687573026046827,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10.0,97.82182,1003,1,2,49,80,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_16,unroll_4,pipeline_1,33.0,0.4054392092489125,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10.0,87.37626,453,1,2,15,34,cyclic_64_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline,unroll_4,unroll_4,pipeline_1,13.0,0.8512494322720912,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10.0,83.60718,458,1,2,21,57,block_32_1,cyclic_128_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,pipeline,unroll_4,unroll_2,unroll_4,pipeline,20.25,0.7253371208501656,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10.0,89.44534,518,1,2,32,51,cyclic_64_1,block_2_1,cyclic_2_1,block_4_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,21.5,0.7018839526402347,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10.0,86.67966,447,1,2,26,49,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_2_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline,19.5,0.7365939439150692,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10.0,84.59838,194,2,2,11,19,cyclic_64_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline,8.5,0.9394055284692241,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10.0,84.6747,1810,1,2,22,50,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,pipeline_1,unroll_4,pipeline_1,18.75,0.7503097269613119,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10.0,731.58054,1802,2,2,7,27,cyclic_64_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,unroll_2,9.5,0.6039820922106129,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10.0,85.40974,448,1,2,28,55,cyclic_32_1,cyclic_64_1,cyclic_64_1,block_2_1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_8,unroll_2,unroll_4,pipeline,21.5,0.7036959066959686,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10.0,96.33038,440,4,13,30,54,cyclic_32_1,block_8_1,cyclic_8_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,25.25,0.6140541019804927,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10.0,84.7003,2202,1,2,21,42,cyclic_64_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,unroll_16,unroll_4,pipeline,16.5,0.7894376090656711,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,84.77566,650,1,2,23,66,cyclic_64_1,cyclic_128_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline_1,23.0,0.6794544943064945,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10.0,993.15974,2917,2,90,43,70,block_32_1,block_4_1,block_64_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,unroll_16,unroll_16,unroll_2,51.25,0.10000000000000003,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,875.8539,593,2,13,12,26,cyclic_64_1,block_4_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,13.25,0.4714236407785162,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10.0,1739.6959,828,1,1,11,34,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline,unroll_2,unroll_8,unroll_2,11.75,0.12874075927845724,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10.0,82.95458,403,1,2,25,48,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,pipeline_1,19.0,0.746826446425603,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,83.21254,1766,1,2,22,51,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,19.0,0.7467073624196454,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,94.76482,1383,1,2,55,90,block_32_1,block_2_1,block_64_1,block_4_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_4,unroll_4,unroll_16,pipeline,37.0,0.3187714314080458,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,85.1179,1187,1,2,26,53,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_64,unroll_2,unroll_4,pipeline,20.5,0.720456998376931,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10.0,86.66638,659,1,2,14,31,cyclic_64_1,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,12.0,0.8704374682421895,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10.0,84.83094,552,1,2,22,48,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline,18.25,0.7588356474202719,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10.0,84.9763,634,1,2,15,32,cyclic_64_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,12.5,0.8617052942170407,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,10.0,98.06638,455,4,13,32,54,cyclic_64_1,block_8_1,cyclic_8_1,block_32_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,25.75,0.5989340137752104,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10.0,86.6987,2276,1,2,26,57,cyclic_128_1,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,21.5,0.7031182113009558,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10.0,817.7819,1623,2,1,12,32,block_32_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_16,unroll_2,11.75,0.5244496545361047,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10.0,83.17838,441,1,2,21,47,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline,unroll_2,unroll_4,pipeline,17.75,0.7682673618258606,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10.0,84.8895,1871,1,2,22,50,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,18.75,0.7502099565038379,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10.0,85.01654,234,1,2,12,26,cyclic_64_1,cyclic_64_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline,10.25,0.9048727516350408,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,10.0,89.92422,961,2,6,17,34,cyclic_64_1,block_4_1,block_64_1,block_4_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_4,pipeline,14.75,0.8180964125891047,False
workload_356.cpp,xczu7ev-ffvc1156-2-e,10.0,99.5383,3182,1,2,50,83,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_64,unroll_16,unroll_4,pipeline_1,34.0,0.38237966760284425,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10.0,83.28134,417,1,2,23,56,cyclic_32_1,cyclic_64_1,cyclic_64_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,pipeline,pipeline,unroll_2,unroll_4,pipeline,20.5,0.7212894135142991,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10.0,84.96854,377,1,2,15,33,cyclic_64_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline,unroll_2,unroll_4,pipeline,12.75,0.8570771182449088,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10.0,85.19262,426,1,2,27,57,cyclic_32_1,cyclic_64_1,cyclic_64_1,block_2_1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,21.75,0.69967092769017,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10.0,83.17966,442,1,2,20,46,cyclic_16_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,pipeline_1,17.25,0.7769832863268109,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10.0,733.84754,708,1,2,6,23,cyclic_64_1,cyclic_2_1,block_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_64,unroll_4,unroll_4,unroll_2,8.0,0.6301178895643592,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10.0,86.66638,624,1,2,13,27,cyclic_64_1,cyclic_2_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,10.75,0.8943460085162119,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10.0,82.34534,660,1,2,24,63,block_32_1,cyclic_128_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,pipeline,pipeline,unroll_2,unroll_8,pipeline_1,22.5,0.6886439178490309,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10.0,83.17822,495,1,2,21,49,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline,unroll_2,unroll_4,pipeline,18.25,0.7596073863539188,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10.0,84.68166,1948,1,2,21,41,cyclic_64_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,pipeline_1,unroll_4,pipeline,16.25,0.7938660140281547,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10.0,83.05686,1969,1,2,20,49,block_32_1,cyclic_64_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,unroll_32,unroll_4,pipeline,18.0,0.7639871165003586,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10.0,88.59574,2138,1,2,26,58,cyclic_64_1,cyclic_64_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline,21.75,0.6981493753791563,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10.0,83.31822,1073,1,2,31,58,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_4,pipeline,23.0,0.6800925651381449,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,10.0,84.59838,242,1,2,13,26,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline,10.5,0.900246052115783,False
workload_373.cpp,xczu7ev-ffvc1156-2-e,10.0,876.63134,1304,2,1,20,38,block_32_1,block_2_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_2,unroll_4,unroll_2,15.25,0.43825518510359107,False
workload_374.cpp,xczu7ev-ffvc1156-2-e,10.0,79.93982,2207,1,2,39,69,cyclic_64_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_8,unroll_64,unroll_2,unroll_8,pipeline,27.75,0.5414384809987386,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10.0,84.82334,519,1,2,21,34,cyclic_64_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_8,unroll_2,unroll_4,pipeline,14.5,0.8251281660411979,False
workload_377.cpp,xczu7ev-ffvc1156-2-e,10.0,84.55758,437,1,2,26,49,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,pipeline_1,19.5,0.7375710020808092,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10.0,85.40214,530,1,2,23,49,cyclic_64_1,cyclic_64_1,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_8,unroll_4,unroll_4,unroll_4,pipeline,18.75,0.7499716998925151,False
