Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Area,Weight,is_pareto
workload_210.cpp,xczu7ev-ffvc1156-2-e,10.0,20447.39521,140,38,1,5,30,block_4_1,block_32_1,block_2_1,complete_1,block_4_1,block_8_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,unroll_32,unroll_4,unroll_4,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,18.5,0.5716028089596408,False
workload_211.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,461,80,2,16,34,block_4_1,cyclic_4_1,block_2_1,complete_1,cyclic_4_1,block_8_1,block_8_1,block_4_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll,unroll_4,unroll_4,unroll,unroll_2,unroll_16,33.0,0.47783753847242805,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10.0,16725.97321,138,33,1,17,38,block_2_1,cyclic_16_1,cyclic_32_1,block_16_2,complete_1,complete_1,cyclic_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,unroll_4,unroll_4,pipeline_1,22.25,0.579157476545859,False
workload_215.cpp,xczu7ev-ffvc1156-2-e,10.0,17097.82213,220,58,2,7,51,block_16_1,block_128_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_8_1,block_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,unroll_4,unroll_2,pipeline,29.5,0.440000480200218,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,10.0,2089.58149,354,36,2,16,49,block_8_1,block_64_1,block_4_1,block_8_2,block_4_1,complete_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline,unroll_4,unroll_2,unroll_32,25.75,0.6486102241056024,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10.0,10812.00837,193,43,1,18,61,block_2_1,cyclic_128_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,30.75,0.48432493390538334,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10.0,32804.86595,414,41,1,16,57,block_8_1,block_8_1,block_8_1,complete_1,block_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,unroll_32,unroll_4,unroll_16,unroll,unroll_2,unroll_4,unroll_4,unroll_2,unroll_16,28.75,0.257266357390173,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10.0,21756.78665,115,39,4,7,23,block_4_1,cyclic_32_1,block_4_1,cyclic_2_1,complete_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll,unroll_4,unroll_2,unroll_4,18.25,0.5465260124077259,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10.0,2268.17345,450,37,1,57,85,block_2_1,block_8_1,block_2_1,cyclic_16_2,block_4_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_32,pipeline,unroll_2,unroll_8,unroll_2,unroll,unroll,unroll,unroll_16,45.0,0.2641345584721067,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,10.0,2016.21189,665,36,2,15,37,block_8_1,cyclic_16_1,block_4_1,block_8_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,22.5,0.7347311405633595,False
workload_223.cpp,xczu7ev-ffvc1156-2-e,10.0,19766.84113,636,54,1,15,59,block_2_1,cyclic_128_1,block_128_1,block_16_2,complete_1,cyclic_4_1,complete_1,block_4_1,complete_1,block_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,32.25,0.3688642565410887,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10.0,2620.10065,341,37,58,25,34,block_4_1,cyclic_4_1,block_2_1,complete_1,block_8_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,38.5,0.36925549825488757,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10.0,3105.35761,418,41,58,26,43,block_8_1,block_8_1,block_8_1,complete_1,block_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,unroll_32,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll,unroll_16,42.0,0.3095802127321392,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10.0,3255.60901,397,36,6,15,39,block_4_1,block_64_1,cyclic_32_1,block_8_1,block_4_1,cyclic_8_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,unroll_32,24.0,0.6953369681406468,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10.0,19252.64321,200,62,1,5,41,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,block_4_1,complete_1,block_4_1,complete_1,cyclic_2_1,cyclic_2_1,pipeline,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll,unroll_2,pipeline_1,27.25,0.45585383515346123,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10.0,20803.06113,686,44,56,20,92,block_4_1,block_128_1,cyclic_8_1,block_16_2,cyclic_2_1,complete_1,block_8_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_32,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll,unroll_2,pipeline_1,53.0,0.1352303471840834,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10.0,3130.29573,430,34,1,27,48,block_2_1,cyclic_16_1,block_4_1,block_8_1,block_2_1,cyclic_4_1,complete_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_8,unroll_8,unroll_4,unroll_2,unroll_2,unroll,unroll_32,27.5,0.6053705764068169,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10.0,4840.04561,632,69,22,17,28,block_8_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,complete_1,block_8_1,block_4_1,cyclic_4_1,block_4_1,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,unroll_32,34.0,0.4551146960670477,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10.0,18233.89393,591,74,1,7,56,cyclic_32_1,block_64_1,block_128_1,block_16_2,complete_1,complete_1,block_8_1,block_8_1,cyclic_4_1,block_4_1,unroll_32,unroll_4,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll,34.5,0.3463859040359524,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,4633.45733,675,75,11,17,30,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,block_8_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_32,33.25,0.4712564674155696,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10.0,2370.09857,556,46,1,9,32,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,unroll_32,22.0,0.7494818916014266,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,4633.45733,609,75,11,17,30,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,block_4_1,block_8_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,unroll_32,33.25,0.4712564674155696,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,4806.47249,609,70,11,14,23,block_8_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_8_1,complete_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_2,unroll_2,unroll_32,29.5,0.5542104521068991,False
workload_237.cpp,xczu7ev-ffvc1156-2-e,10.0,2372.58949,672,50,2,16,55,block_8_1,cyclic_128_1,block_2_1,cyclic_16_2,block_2_1,complete_1,cyclic_8_1,block_4_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll,pipeline,unroll_4,unroll_2,pipeline_1,30.75,0.5277699320886664,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,10.0,2391.21345,307,66,2,14,28,block_8_1,cyclic_4_1,block_2_1,complete_1,block_2_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_4,unroll,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,27.5,0.6050202912255366,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10.0,2384.42305,300,47,1,11,30,cyclic_32_1,block_8_1,cyclic_4_1,complete_1,block_4_1,cyclic_8_1,block_8_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,unroll_32,pipeline,unroll_2,unroll_2,unroll_2,unroll_2,unroll,unroll,unroll_16,22.25,0.7425897400857187,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,18824.86481,158,46,1,3,29,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,unroll_32,unroll_4,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,19.75,0.5867515031368596,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,22008.44485,435,39,4,13,43,block_4_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll,unroll_4,unroll_2,unroll_32,24.75,0.4562488595593981,False
