Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
workload_15.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,122,1,1,10,12,pipeline,unroll_4,6.0,1.0,True
workload_16.cpp,xczu7ev-ffvc1156-2-e,10.0,14.77121,55,1,1,1,4,unroll_2,unroll_8,1.75,0.6508514178661301,False
workload_17.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,117,1,1,10,12,pipeline,unroll_2,6.0,1.0,True
workload_18.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,131,1,1,10,12,pipeline_1,unroll_32,6.0,1.0,True
workload_19.cpp,xczu7ev-ffvc1156-2-e,10.0,27.05441,188,1,1,9,16,unroll_32,unroll_2,6.75,0.2632847109938765,False
workload_20.cpp,xczu7ev-ffvc1156-2-e,10.0,9.80097,485,1,1,24,41,unroll_8,unroll_64,16.75,0.30859551457169576,False
workload_21.cpp,xczu7ev-ffvc1156-2-e,10.0,12.84161,329,1,1,14,26,unroll_16,unroll_16,10.5,0.43386554906850383,False
workload_22.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,113,1,1,10,12,pipeline,pipeline_1,6.0,1.0,True
workload_23.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70049,482,1,1,9,27,unroll_32,pipeline,9.5,0.6551043075651576,False
workload_26.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70529,46,1,1,1,3,unroll_2,pipeline,1.5,1.0,True
workload_27.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70529,51,1,1,1,3,unroll_2,pipeline_1,1.5,1.0,True
workload_28.cpp,xczu7ev-ffvc1156-2-e,10.0,27.05473,84,1,1,4,9,unroll_16,unroll_2,3.75,0.3122079046278866,False
workload_29.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70081,89,1,1,5,15,unroll_16,pipeline,5.5,0.8647471201028204,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10.0,18.86721,51,1,1,1,3,unroll_2,unroll_4,1.5,0.5409736174269101,False
workload_31.cpp,xczu7ev-ffvc1156-2-e,10.0,9.80225,192,1,1,12,22,unroll_4,unroll_64,9.0,0.5447766808367716,False
workload_32.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,115,1,1,10,12,pipeline,unroll_8,6.0,1.0,True
workload_33.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70273,52,1,1,1,5,unroll_4,pipeline,2.0,1.0,True
workload_34.cpp,xczu7ev-ffvc1156-2-e,10.0,18.86241,239,1,1,11,21,unroll_32,unroll_4,8.5,0.3758508565844445,False
workload_35.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,115,1,1,10,12,pipeline,pipeline,6.0,1.0,True
workload_36.cpp,xczu7ev-ffvc1156-2-e,10.0,14.76641,333,1,1,17,30,unroll_32,unroll_8,12.25,0.3505728609341917,False
workload_37.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,117,1,1,10,12,pipeline,unroll_16,6.0,1.0,True
workload_38.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,129,1,1,10,12,pipeline_1,unroll_64,6.0,1.0,True
workload_39.cpp,xczu7ev-ffvc1156-2-e,10.0,14.76737,77,1,1,4,9,unroll_8,unroll_8,3.75,0.5980542663017637,False
workload_40.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,126,1,1,10,12,pipeline_1,unroll_2,6.0,1.0,True
workload_41.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,124,1,1,10,12,pipeline_1,unroll_16,6.0,1.0,True
workload_42.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81857,64,1,1,3,8,unroll_2,unroll_32,3.25,0.7295013870619166,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,10.0,12.84353,67,1,1,4,8,unroll_4,unroll_16,3.5,0.6604364648019598,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,127,1,1,10,12,pipeline_1,unroll_4,6.0,1.0,True
workload_45.cpp,xczu7ev-ffvc1156-2-e,10.0,2.09113,124,1,1,10,12,pipeline_1,pipeline,6.0,1.0,True
workload_46.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81473,195,1,1,13,24,unroll_8,unroll_32,9.75,0.4941592381782419,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70273,53,1,1,1,5,unroll_4,pipeline_1,2.0,1.0,True
workload_51.cpp,xczu7ev-ffvc1156-2-e,10.0,4.70081,82,1,1,4,14,unroll_16,pipeline_1,5.0,1.0,True
workload_52.cpp,xczu7ev-ffvc1156-2-e,10.0,14.76625,1441,1,1,33,57,unroll_64,unroll_8,23.0,0.133033763533853,False
workload_54.cpp,xczu7ev-ffvc1156-2-e,10.0,18.86465,54,1,1,2,4,unroll_4,unroll_4,2.0,0.5299453842350564,False
workload_55.cpp,xczu7ev-ffvc1156-2-e,10.0,18.86337,65,1,1,3,7,unroll_8,unroll_4,3.0,0.5072787060872235,False
workload_56.cpp,xczu7ev-ffvc1156-2-e,10.0,27.05425,686,1,1,17,31,unroll_64,unroll_2,12.5,0.17914901981144263,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10.0,14.76865,59,1,1,2,6,unroll_4,unroll_8,2.5,0.6316959774095883,False
workload_58.cpp,xczu7ev-ffvc1156-2-e,10.0,18.86225,861,1,1,22,39,unroll_64,unroll_4,15.75,0.21707364234746276,False
workload_59.cpp,xczu7ev-ffvc1156-2-e,10.0,27.05537,59,1,1,2,6,unroll_8,unroll_2,2.5,0.33291556429676217,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,10.0,9.80033,1682,1,1,47,76,unroll_16,unroll_64,31.25,0.10000000000000003,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,10.0,12.84129,1445,1,1,28,48,unroll_32,unroll_16,19.5,0.20198949657387022,False
workload_63.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81409,597,1,1,25,43,unroll_16,unroll_32,17.5,0.2736179216337715,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,5.0,20.737285,54,1,1,1,4,unroll_4,unroll_2,1.75,0.11982792672193762,False
workload_65.cpp,xczu7ev-ffvc1156-2-e,5.0,9.254405,111,1,1,6,12,unroll_2,unroll_64,5.0,0.48442655598672757,False
workload_66.cpp,xczu7ev-ffvc1156-2-e,5.0,2.427525,65,1,1,2,8,unroll_8,pipeline_1,3.0,1.0,True
workload_67.cpp,xczu7ev-ffvc1156-2-e,5.0,11.326085,130,1,1,7,14,unroll_8,unroll_16,5.75,0.37517053063996664,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,148,1,1,11,13,pipeline_1,pipeline_1,6.5,1.0,True
workload_69.cpp,xczu7ev-ffvc1156-2-e,5.0,20.738565,50,1,1,1,3,unroll_2,unroll_2,1.5,0.11983180971355632,False
workload_70.cpp,xczu7ev-ffvc1156-2-e,5.0,12.288325,144,1,1,9,16,unroll_16,unroll_8,6.75,0.31945345775380596,False
workload_71.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,140,1,1,11,13,pipeline,unroll_64,6.5,0.7554055591171086,False
workload_72.cpp,xczu7ev-ffvc1156-2-e,5.0,9.944325,103,1,1,7,13,unroll_4,unroll_32,5.5,0.4418210490882015,False
workload_73.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,141,1,1,11,13,pipeline,unroll_32,6.5,0.7554055591171086,False
workload_74.cpp,xczu7ev-ffvc1156-2-e,5.0,11.328005,57,1,1,2,5,unroll_2,unroll_16,2.25,0.40798629756423455,False
workload_75.cpp,xczu7ev-ffvc1156-2-e,5.0,15.104325,105,1,1,6,12,unroll_16,unroll_4,5.0,0.23963344859560162,False
workload_76.cpp,xczu7ev-ffvc1156-2-e,5.0,2.427045,402,1,1,9,27,unroll_32,pipeline_1,9.5,0.5154700713689527,False
workload_77.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,148,1,1,11,13,pipeline_1,unroll_8,6.5,1.0,True
workload_78.cpp,xczu7ev-ffvc1156-2-e,5.0,12.290565,52,1,1,1,4,unroll_2,unroll_8,1.75,0.3636403142218373,False
workload_79.cpp,xczu7ev-ffvc1156-2-e,5.0,2.427525,63,1,1,3,9,unroll_8,pipeline,3.5,0.8999256878294218,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,142,1,1,11,13,pipeline,unroll_4,6.5,0.7554055591171086,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,144,1,1,11,13,pipeline,unroll_2,6.5,0.7554055591171086,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,165,1,1,11,13,pipeline_1,unroll_32,6.5,1.0,True
workload_83.cpp,xczu7ev-ffvc1156-2-e,5.0,20.736165,213,1,1,9,16,unroll_32,unroll_2,6.75,0.1132359796687278,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,5.0,9.252485,614,1,1,24,41,unroll_8,unroll_64,16.75,0.13105393818801594,False
workload_85.cpp,xczu7ev-ffvc1156-2-e,5.0,11.325765,409,1,1,14,26,unroll_16,unroll_16,10.5,0.25729830738460224,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,144,1,1,11,13,pipeline,pipeline_1,6.5,0.7554055591171086,False
workload_87.cpp,xczu7ev-ffvc1156-2-e,5.0,2.427045,421,1,1,10,27,unroll_32,pipeline,9.75,0.4986579502615597,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,5.0,2.429445,45,1,1,1,3,unroll_2,pipeline,1.5,1.0,True
workload_91.cpp,xczu7ev-ffvc1156-2-e,5.0,9.945605,68,1,1,3,8,unroll_2,unroll_32,3.25,0.4725040109331733,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,5.0,2.427205,90,1,1,5,15,unroll_16,pipeline,5.5,1.0,True
workload_93.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,141,1,1,11,13,pipeline,unroll_16,6.5,0.7554055591171086,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,151,1,1,11,13,pipeline_1,unroll_16,6.5,1.0,True
workload_95.cpp,xczu7ev-ffvc1156-2-e,5.0,2.427205,93,1,1,5,15,unroll_16,pipeline_1,5.5,1.0,True
workload_96.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,152,1,1,11,13,pipeline_1,unroll_2,6.5,1.0,True
workload_97.cpp,xczu7ev-ffvc1156-2-e,5.0,20.736325,92,1,1,4,9,unroll_16,unroll_2,3.75,0.11857408721658268,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,5.0,15.104165,283,1,1,12,21,unroll_32,unroll_4,8.75,0.19826445871419907,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,5.0,20.736645,64,1,1,2,6,unroll_8,unroll_2,2.5,0.11958979525283,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,152,1,1,11,13,pipeline_1,unroll_64,6.5,1.0,True
workload_101.cpp,xczu7ev-ffvc1156-2-e,5.0,9.253125,231,1,1,12,22,unroll_4,unroll_64,9.0,0.36770455790454537,False
workload_102.cpp,xczu7ev-ffvc1156-2-e,5.0,12.289285,63,1,1,2,6,unroll_4,unroll_8,2.5,0.36205420271005095,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,155,1,1,11,13,pipeline_1,unroll_4,6.5,1.0,True
workload_104.cpp,xczu7ev-ffvc1156-2-e,5.0,12.288165,433,1,1,17,30,unroll_32,unroll_8,12.25,0.1901590836748569,False
workload_105.cpp,xczu7ev-ffvc1156-2-e,5.0,15.104645,71,1,1,3,7,unroll_8,unroll_4,3.0,0.24932075748645957,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,5.0,15.105285,57,1,1,2,5,unroll_4,unroll_4,2.25,0.2510193480246587,False
workload_107.cpp,xczu7ev-ffvc1156-2-e,5.0,9.943365,846,1,1,25,43,unroll_16,unroll_32,17.5,0.11598620632758211,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,5.0,9.943685,243,1,1,13,24,unroll_8,unroll_32,9.75,0.31904089607511477,False
workload_109.cpp,xczu7ev-ffvc1156-2-e,5.0,2.428165,55,1,1,1,5,unroll_4,pipeline,2.0,1.0,True
workload_110.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049635,153,1,1,11,13,pipeline_1,pipeline,6.5,1.0,True
workload_111.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,146,1,1,11,13,pipeline,pipeline,6.5,0.7554055591171086,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,5.0,11.326725,78,1,1,4,8,unroll_4,unroll_16,3.5,0.40106234213414327,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,5.0,2.428165,55,1,1,1,5,unroll_4,pipeline_1,2.0,1.0,True
workload_115.cpp,xczu7ev-ffvc1156-2-e,5.0,12.288645,83,1,1,5,9,unroll_8,unroll_8,4.0,0.35328595029090215,False
workload_116.cpp,xczu7ev-ffvc1156-2-e,5.0,2.429445,50,1,1,1,3,unroll_2,pipeline_1,1.5,1.0,True
workload_120.cpp,xczu7ev-ffvc1156-2-e,5.0,15.106565,53,1,1,1,3,unroll_2,unroll_4,1.5,0.2515759725176834,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,5.0,1.049645,142,1,1,11,13,pipeline,unroll_8,6.5,0.7554055591171086,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,5.0,15.104085,1096,1,1,23,39,unroll_64,unroll_4,16.0,0.10442076375148457,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,5.0,20.736085,764,1,1,17,31,unroll_64,unroll_2,12.5,0.10000000000000002,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,3.33,10.04392269,78,1,1,2,5,unroll_2,unroll_16,2.25,0.3654759529179743,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,3.33,10.68413517,82,1,1,2,6,unroll_4,unroll_8,2.5,0.33091403231688626,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,3.33,10.043070210000002,96,1,1,4,8,unroll_4,unroll_16,3.5,0.3683391569695532,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,3.33,8.91864909,99,1,1,3,8,unroll_2,unroll_32,3.25,0.43667695228808046,False
workload_132.cpp,xczu7ev-ffvc1156-2-e,3.33,5.07737421,60,1,1,1,3,unroll_2,pipeline_1,1.5,1.0,True
workload_133.cpp,xczu7ev-ffvc1156-2-e,3.33,17.58858381,138,1,1,5,9,unroll_16,unroll_2,4.0,0.10802137848917122,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,3.33,7.80531021,68,1,1,1,4,unroll_4,pipeline,1.75,0.5034857924866496,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,3.33,5.07737421,80,1,1,2,7,unroll_8,pipeline_1,2.75,0.6972246026935486,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,205,1,1,12,13,pipeline,unroll_4,6.75,0.9999990774472031,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,208,1,1,12,13,pipeline,pipeline,6.75,0.9999990774472031,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,208,1,1,12,13,pipeline,unroll_2,6.75,0.9999990774472031,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,229,1,1,12,13,pipeline,unroll_32,6.75,0.9999990774472031,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,232,1,1,12,13,pipeline,unroll_16,6.75,0.9999990774472031,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,245,1,1,12,13,pipeline_1,pipeline_1,6.75,1.0,True
workload_142.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,245,1,1,12,13,pipeline_1,unroll_64,6.75,1.0,True
workload_143.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,246,1,1,12,13,pipeline_1,pipeline,6.75,1.0,True
workload_144.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,246,1,1,12,13,pipeline_1,unroll_2,6.75,1.0,True
workload_145.cpp,xczu7ev-ffvc1156-2-e,3.33,5.07737421,70,1,1,1,4,unroll_4,pipeline_1,1.75,0.7010053616591898,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,3.33,10.04264397,184,1,1,7,14,unroll_8,unroll_16,5.75,0.35483982091053035,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,3.33,12.98519181,146,1,1,6,12,unroll_16,unroll_4,5.0,0.22176847616283657,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,202,1,1,12,13,pipeline,unroll_8,6.75,0.9999990774472031,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,3.33,10.68349581,216,1,1,9,16,unroll_16,unroll_8,6.75,0.3108045983938158,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,208,1,1,12,13,pipeline_1,unroll_32,6.75,1.0,True
workload_151.cpp,xczu7ev-ffvc1156-2-e,3.33,5.07737421,686,1,1,16,34,unroll_64,pipeline_1,13.0,0.4253557665116817,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,3.33,17.588423969999997,1137,1,1,18,31,unroll_64,unroll_2,12.75,0.10000000000000003,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,3.33,8.91715725,1258,1,1,26,43,unroll_16,unroll_32,17.75,0.1689978355015075,False
workload_154.cpp,xczu7ev-ffvc1156-2-e,3.33,10.68333597,2793,1,1,35,56,unroll_64,unroll_8,23.25,0.10007210039254268,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,3.33,10.042324290000002,2663,1,1,29,48,unroll_32,unroll_16,19.75,0.12326820683357682,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,3.33,7.80531021,60,1,1,1,3,unroll_2,pipeline,1.5,0.5002576513794934,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,3.33,17.58922317,64,1,1,1,4,unroll_4,unroll_2,1.75,0.10721750727891442,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,3.33,10.68498765,66,1,1,1,4,unroll_2,unroll_8,1.75,0.3267999914734782,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,3.33,7.80531021,85,1,1,2,6,unroll_8,pipeline,2.5,0.50943250119578,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,3.33,7.80531021,114,1,1,4,10,unroll_16,pipeline,4.0,0.5058569847428052,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,3.33,10.68370893,124,1,1,5,9,unroll_8,unroll_8,4.0,0.3318407960584502,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,3.33,5.07737421,125,1,1,4,10,unroll_16,pipeline_1,4.0,0.6877250638478017,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,3.33,8.91779661,163,1,1,7,13,unroll_4,unroll_32,5.5,0.42064211053547107,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,3.33,17.590075650000003,58,1,1,1,3,unroll_2,unroll_2,1.5,0.10699935578206606,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,3.33,17.58879693,84,1,1,2,6,unroll_8,unroll_2,2.5,0.10771460167482269,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,217,1,1,12,13,pipeline_1,unroll_8,6.75,1.0,True
workload_170.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,226,1,1,12,13,pipeline,pipeline_1,6.75,0.9999990774472031,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,233,1,1,12,13,pipeline_1,unroll_16,6.75,1.0,True
workload_172.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7010915400000001,233,1,1,12,13,pipeline_1,unroll_4,6.75,1.0,True
workload_173.cpp,xczu7ev-ffvc1156-2-e,3.33,12.98583117,74,1,1,2,5,unroll_4,unroll_4,2.25,0.22215134027756472,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,3.33,5.07737421,253,1,1,8,18,unroll_32,pipeline_1,7.0,0.6350151852247269,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,3.33,0.70110153,206,1,1,12,13,pipeline,unroll_64,6.75,0.9999990774472031,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,3.33,12.98668365,57,1,1,1,3,unroll_2,unroll_4,1.5,0.21910138639347773,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,3.33,7.80531021,231,1,1,8,19,unroll_32,pipeline,7.25,0.4532888984522966,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,3.33,12.98540493,89,1,1,3,7,unroll_8,unroll_4,3.0,0.22385337289736412,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,3.33,8.35515981,341,1,1,12,22,unroll_4,unroll_64,9.0,0.3845680149149393,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,3.33,17.58847725,303,1,1,9,16,unroll_32,unroll_2,6.75,0.10624968204486378,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,3.33,8.35601229,154,1,1,6,12,unroll_2,unroll_64,5.0,0.46048307444074243,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,3.33,12.98508525,411,1,1,12,21,unroll_32,unroll_4,8.75,0.1957049431857583,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,3.33,8.91737037,344,1,1,13,23,unroll_8,unroll_32,9.5,0.3456797129274307,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,3.33,10.04243085,564,1,1,15,26,unroll_16,unroll_16,10.75,0.2711415446683366,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,3.33,7.80531021,713,1,1,16,35,unroll_64,pipeline,13.25,0.30196682398094965,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,3.33,10.68338925,588,1,1,17,30,unroll_32,unroll_8,12.25,0.22044428160603838,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,3.33,8.35473357,895,1,1,24,41,unroll_8,unroll_64,16.75,0.20091672335494373,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,3.33,12.98503197,1556,1,1,23,39,unroll_64,unroll_4,16.0,0.12026962410245094,False
workload_192.cpp,xcu200-fsgd2104-2-e,10.0,22.94017,53,1,1,1,1,unroll_4,unroll_2,1.0,0.10229773438392346,False
workload_193.cpp,xcu200-fsgd2104-2-e,10.0,7.59297,91,1,1,1,2,unroll_2,unroll_64,1.25,0.6637068014787573,False
workload_194.cpp,xcu200-fsgd2104-2-e,10.0,10.26177,109,1,1,1,2,unroll_8,unroll_16,1.25,0.49661361506293866,False
workload_195.cpp,xcu200-fsgd2104-2-e,10.0,4.66049,60,1,1,1,1,unroll_8,pipeline_1,1.0,1.0,True
workload_196.cpp,xcu200-fsgd2104-2-e,10.0,2.08705,114,1,1,1,2,pipeline_1,pipeline_1,1.25,1.0,True
workload_197.cpp,xcu200-fsgd2104-2-e,10.0,22.94273,50,1,1,1,1,unroll_2,unroll_2,1.0,0.10228646316555928,False
workload_198.cpp,xcu200-fsgd2104-2-e,10.0,12.18625,124,1,1,1,3,unroll_16,unroll_8,1.5,0.3875026270966728,False
workload_199.cpp,xcu200-fsgd2104-2-e,10.0,2.08706,108,1,1,1,2,pipeline,unroll_64,1.25,0.9999994063894828,False
workload_200.cpp,xcu200-fsgd2104-2-e,10.0,2.08706,105,1,1,1,2,pipeline,unroll_32,1.25,0.9999994063894828,False
workload_201.cpp,xcu200-fsgd2104-2-e,10.0,8.48129,88,1,1,1,2,unroll_4,unroll_32,1.25,0.6052046618246444,False
workload_202.cpp,xcu200-fsgd2104-2-e,10.0,10.26561,58,1,1,1,1,unroll_2,unroll_16,1.0,0.49718183021175466,False
workload_203.cpp,xcu200-fsgd2104-2-e,10.0,15.77025,98,1,1,1,2,unroll_16,unroll_4,1.25,0.242378516502373,False
workload_204.cpp,xcu200-fsgd2104-2-e,10.0,2.08705,122,1,1,1,2,pipeline_1,unroll_8,1.25,1.0,True
workload_205.cpp,xcu200-fsgd2104-2-e,10.0,4.65953,387,1,1,1,5,unroll_32,pipeline_1,2.0,0.6973538078783413,False
workload_206.cpp,xcu200-fsgd2104-2-e,10.0,4.66049,62,1,1,1,1,unroll_8,pipeline,1.0,1.0,True
workload_207.cpp,xcu200-fsgd2104-2-e,10.0,2.08706,104,1,1,1,2,pipeline,unroll_4,1.25,0.9999994063894828,False
workload_208.cpp,xcu200-fsgd2104-2-e,10.0,12.19073,54,1,1,1,1,unroll_2,unroll_8,1.0,0.393672106664841,False
workload_209.cpp,xcu200-fsgd2104-2-e,10.0,2.08706,111,1,1,1,2,pipeline,unroll_2,1.25,0.9999994063894828,False
workload_210.cpp,xcu200-fsgd2104-2-e,10.0,2.08705,126,1,1,1,2,pipeline_1,unroll_32,1.25,1.0,True
workload_211.cpp,xcu200-fsgd2104-2-e,10.0,22.93793,190,1,1,1,3,unroll_32,unroll_2,1.5,0.1020759203754273,False
workload_212.cpp,xcu200-fsgd2104-2-e,10.0,7.58913,466,1,1,4,8,unroll_8,unroll_64,3.5,0.32075464816869426,False
workload_213.cpp,xcu200-fsgd2104-2-e,10.0,10.26113,318,1,1,2,5,unroll_16,unroll_16,2.25,0.4219829298381097,False
