Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
viterbi_4070.c,xcu200-fsgd2104-2-e,3.33,43.2942291,615,1,1,2,7,block_2_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,1,2.75,0.127537481057,False
viterbi_4189.c,xcu200-fsgd2104-2-e,3.33,7.41997593,175,1,1,1,2,block_2_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,1.25,0.834183432381,False
viterbi_4165.c,xcu200-fsgd2104-2-e,3.33,7.43216373,233,1,1,1,4,block_2_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.75,0.750844894371,False
viterbi_4124.c,xcu200-fsgd2104-2-e,3.33,3.56155488,444,1,1,2,5,block_2_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,2.25,0.757163476699,False
viterbi_4186.c,xcu200-fsgd2104-2-e,3.33,42.32975454,254,1,1,1,3,block_2_1,unroll_32,unroll_2,unroll_63,pipeline_1,unroll_4,unroll_2,unroll_8,1,1.5,0.153929381232,False
viterbi_4148.c,xcu200-fsgd2104-2-e,3.33,43.54659981,611,1,1,2,6,block_2_1,unroll_32,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,1,2.5,0.12970924527,False
viterbi_4204.c,xcu200-fsgd2104-2-e,3.33,3.56102208,420,1,1,2,5,block_2_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,2.25,0.757171613007,False
viterbi_4267.c,xcu200-fsgd2104-2-e,3.33,4.45190031,457,1,1,1,6,block_2_1,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2.25,0.743189179752,False
viterbi_4191.c,xcu200-fsgd2104-2-e,3.33,3.15036315,277,1,1,1,4,block_2_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.75,0.821976138662,False
viterbi_4255.c,xcu200-fsgd2104-2-e,3.33,3.0569067,131,1,1,1,2,block_2_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1,1.25,0.923561395582,False
viterbi_4317.c,xcu200-fsgd2104-2-e,3.33,1.04422806,292,1,1,2,5,block_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,1,2.25,0.792437066555,False
viterbi_4233.c,xcu200-fsgd2104-2-e,3.33,3.05307387,263,1,1,1,3,block_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,1,1.5,0.882237727237,False
viterbi_4210.c,xcu200-fsgd2104-2-e,3.33,1.44074781,182,1,1,1,4,block_2_2,unroll_4,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_2,pipeline_1,1,1.75,0.830713385774,False
viterbi_4513.c,xcu200-fsgd2104-2-e,3.33,1.04231997,262,1,1,2,5,block_32_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.792461357748,False
viterbi_4085.c,xcu200-fsgd2104-2-e,3.33,1.47306879,612,1,1,3,9,block_32_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3.5,0.46331059297,False
viterbi_4182.c,xcu200-fsgd2104-2-e,3.33,1.47521997,877,1,1,3,9,block_32_2,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3.5,0.46331122079,False
viterbi_4167.c,xcu200-fsgd2104-2-e,3.33,3.14128557,283,1,1,1,3,block_4_2,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.5,0.880807989035,False
viterbi_4087.c,xcu200-fsgd2104-2-e,3.33,3.126635235,284,1,1,1,3,block_4_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,2,1.5,0.881047040202,False
viterbi_4234.c,xcu200-fsgd2104-2-e,3.33,40.52241702,960,1,1,2,9,block_4_2,unroll_32,unroll_16,pipeline_1,unroll_16,unroll_4,unroll_16,unroll_2,1,3.25,0.133441068061,False
viterbi_4283.c,xcu200-fsgd2104-2-e,3.33,3.11143212,374,1,1,1,4,block_4_2,unroll_32,unroll_16,unroll_63,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.75,0.82236367762,False
viterbi_4270.c,xcu200-fsgd2104-2-e,3.33,42.15546567,274,1,1,1,4,block_64_1,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,1,1.75,0.151963444289,False
viterbi_4173.c,xcu200-fsgd2104-2-e,3.33,43.35877782,1269,1,1,4,13,block_8_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,1,4.75,0.1,False
viterbi_4217.c,xcu200-fsgd2104-2-e,3.33,3.17328021,351,1,1,1,4,block_8_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.75,0.821744677293,False
viterbi_4622.c,xcu200-fsgd2104-2-e,3.33,1.04189706,164,1,1,1,3,block_8_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,1.5,0.9086631858,False
viterbi_4710.c,xcu200-fsgd2104-2-e,3.33,1.2320001,187,1,1,1,4,block_8_2,unroll_64,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,1.75,0.830388442568,False
viterbi_4342.c,xcu200-fsgd2104-2-e,3.33,3.05315379,371,2,1,1,2,complete_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1,1.5,0.882236442346,False
viterbi_4371.c,xcu200-fsgd2104-2-e,3.33,3.15852165,152,1,1,1,2,cyclic_16_1,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1.25,0.921841011928,False
viterbi_4192.c,xcu200-fsgd2104-2-e,3.33,7.03707921,1390,1,1,2,7,cyclic_16_1,unroll_8,unroll_16,unroll_63,unroll_32,unroll_4,pipeline_1,pipeline_1,1,2.75,0.607412849323,False
viterbi_4107.c,xcu200-fsgd2104-2-e,3.33,7.0367895,1121,1,1,2,7,cyclic_16_1,unroll_8,unroll_16,unroll_8,unroll_32,unroll_4,pipeline_1,pipeline_1,1,2.75,0.607416510578,False
viterbi_4418.c,xcu200-fsgd2104-2-e,3.33,1.04152743,157,1,1,1,3,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.908667015461,False
viterbi_4486.c,xcu200-fsgd2104-2-e,3.33,1.42566957,111,1,1,1,2,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,1.25,0.942887989715,False
viterbi_4273.c,xcu200-fsgd2104-2-e,3.33,1.41851007,136,1,1,1,2,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,1,1.25,0.94294355015,False
viterbi_4472.c,xcu200-fsgd2104-2-e,3.33,3.0249387,137,1,1,1,2,cyclic_16_2,pipeline_1,unroll_2,unroll_63,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,1.25,0.924089259759,False
viterbi_4353.c,xcu200-fsgd2104-2-e,3.33,1.43371485,475,1,1,2,6,cyclic_16_2,pipeline_1,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_8,unroll_8,1,2.5,0.718521184674,False
viterbi_4477.c,xcu200-fsgd2104-2-e,3.33,1.04143086,286,1,1,2,5,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2.25,0.79247267541,False
viterbi_4258.c,xcu200-fsgd2104-2-e,3.33,41.18190354,505,1,1,2,7,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_2,1,2.75,0.14091302365,False
viterbi_4485.c,xcu200-fsgd2104-2-e,3.33,40.40268687,177,1,1,1,3,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1.5,0.171160004817,False
viterbi_4343.c,xcu200-fsgd2104-2-e,3.33,1.4184135,210,1,1,1,4,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,1,1.75,0.830694864578,False
viterbi_4309.c,xcu200-fsgd2104-2-e,3.33,40.41002286,130,1,1,1,2,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_4,1,1.25,0.173608246494,False
viterbi_4280.c,xcu200-fsgd2104-2-e,3.33,1.04943618,199,1,1,1,4,cyclic_16_2,pipeline_1,unroll_4,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_4,1,1.75,0.829823431375,False
viterbi_4443.c,xcu200-fsgd2104-2-e,3.33,1.04152077,160,1,1,1,3,cyclic_16_2,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.908667084461,False
viterbi_4451.c,xcu200-fsgd2104-2-e,3.33,1.10806416,129,1,1,1,2,cyclic_16_2,unroll_16,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.945170028998,False
viterbi_4111.c,xcu200-fsgd2104-2-e,3.33,40.90274964,167,1,1,1,3,cyclic_16_2,unroll_16,unroll_2,unroll_63,pipeline_1,unroll_2,unroll_2,unroll_8,1,1.5,0.166461139874,False
viterbi_4488.c,xcu200-fsgd2104-2-e,3.33,1.04383512,321,1,1,2,6,cyclic_16_2,unroll_2,unroll_4,unroll_63,pipeline_1,pipeline_1,pipeline_1,unroll_63,1,2.5,0.718305159916,False
viterbi_4497.c,xcu200-fsgd2104-2-e,3.33,1.04145417,161,1,1,1,3,cyclic_16_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.908667774452,False
viterbi_4320.c,xcu200-fsgd2104-2-e,3.33,1.04187375,171.5,1,1,1,3,cyclic_16_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,2,1.5,0.90866342732,False
viterbi_4370.c,xcu200-fsgd2104-2-e,3.33,1.04228001,172,1,1,1,3,cyclic_16_2,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,1,1.5,0.90865921777,False
viterbi_4139.c,xcu200-fsgd2104-2-e,3.33,1.12268619,1308,1,1,3,12,cyclic_16_2,unroll_32,unroll_2,unroll_63,unroll_32,pipeline_1,unroll_16,pipeline_1,1,4.25,0.315830271167,False
viterbi_4296.c,xcu200-fsgd2104-2-e,3.33,4.40470755,1207,1,1,3,15,cyclic_16_2,unroll_32,unroll_4,unroll_63,unroll_2,unroll_4,unroll_16,unroll_63,1,5,0.20553801045,False
viterbi_4202.c,xcu200-fsgd2104-2-e,3.33,1.0707948,521,1,1,3,9,cyclic_16_2,unroll_32,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_4,1,3.5,0.463089156774,False
viterbi_4243.c,xcu200-fsgd2104-2-e,3.33,42.9471099,220,1,1,1,4,cyclic_16_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_63,unroll_2,1,1.75,0.145755295596,False
viterbi_4268.c,xcu200-fsgd2104-2-e,3.33,1.45328526,630,1,1,3,9,cyclic_16_2,unroll_4,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_4,1,3.5,0.463304541668,False
viterbi_4475.c,xcu200-fsgd2104-2-e,3.33,1.04141754,171.5,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,1.5,1,True
viterbi_4647.c,xcu200-fsgd2104-2-e,3.33,1.04141754,156,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,1.5,1,True
viterbi_4340.c,xcu200-fsgd2104-2-e,3.33,1.04141754,175,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,3,1.5,1,True
viterbi_4420.c,xcu200-fsgd2104-2-e,3.33,1.04162733,174.5,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,2,1.5,0.908665980451,False
viterbi_4382.c,xcu200-fsgd2104-2-e,3.33,1.04162733,176,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,2,1.5,0.908665980451,False
viterbi_4558.c,xcu200-fsgd2104-2-e,3.33,1.04141754,140,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,1,1.5,1,True
viterbi_4607.c,xcu200-fsgd2104-2-e,3.33,1.04141754,152,1,1,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_63,pipeline_1,1,1.5,1,True
viterbi_4526.c,xcu200-fsgd2104-2-e,3.33,3.0248388,111.5,1,1,1,1,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,2,1,0.999992804582,False
viterbi_4281.c,xcu200-fsgd2104-2-e,3.33,3.036405555,156,1,1,1,2,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,2,1.25,0.923900653423,False
viterbi_4572.c,xcu200-fsgd2104-2-e,3.33,1.04951277,115,1,1,1,2,cyclic_16_2,unroll_64,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.945552548145,False
viterbi_4364.c,xcu200-fsgd2104-2-e,3.33,1.04132097,257,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,1,True
viterbi_4412.c,xcu200-fsgd2104-2-e,3.33,1.04132097,274,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,2.25,1,True
viterbi_4530.c,xcu200-fsgd2104-2-e,3.33,1.04132097,268,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_63,1,2.25,1,True
viterbi_4405.c,xcu200-fsgd2104-2-e,3.33,1.04174055,242,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_63,1,2.25,0.792468733394,False
viterbi_4216.c,xcu200-fsgd2104-2-e,3.33,1.04153076,255,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,4,2.25,0.792471403803,False
viterbi_4545.c,xcu200-fsgd2104-2-e,3.33,1.04132097,332,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,2.25,1,True
viterbi_4441.c,xcu200-fsgd2104-2-e,3.33,1.04153076,264.5,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,2,2.25,0.792471403803,False
viterbi_4461.c,xcu200-fsgd2104-2-e,3.33,1.04132097,293,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_63,1,2.25,1,True
viterbi_4659.c,xcu200-fsgd2104-2-e,3.33,1.04132097,250,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,2.25,1,True
viterbi_4661.c,xcu200-fsgd2104-2-e,3.33,1.04132097,212,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_63,pipeline_1,1,2.25,1,True
viterbi_4570.c,xcu200-fsgd2104-2-e,3.33,1.04132097,242,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_4,1,2.25,1,True
viterbi_4564.c,xcu200-fsgd2104-2-e,3.33,1.04132097,231,1,1,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_63,1,2.25,1,True
viterbi_4519.c,xcu200-fsgd2104-2-e,3.33,4.33734498,1164,1,1,3,15,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_63,1,5,0.205597745419,False
viterbi_4527.c,xcu200-fsgd2104-2-e,3.33,3.02452578,136,1,1,1,2,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,1.25,0.924096036055,False
viterbi_4388.c,xcu200-fsgd2104-2-e,3.33,3.05180847,202,1,1,1,2,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.923646008559,False
viterbi_4188.c,xcu200-fsgd2104-2-e,3.33,1.42221636,282,1,1,2,6,cyclic_16_2,unroll_64,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_2,1,2.5,0.718528729452,False
viterbi_4537.c,xcu200-fsgd2104-2-e,3.33,1.04152077,361,1,1,2,6,cyclic_16_2,unroll_64,unroll_4,unroll_63,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.5,0.718300947977,False
viterbi_4518.c,xcu200-fsgd2104-2-e,3.33,1.04152077,324,1,1,2,6,cyclic_16_2,unroll_64,unroll_4,unroll_63,pipeline_1,pipeline_1,unroll_2,unroll_4,1,2.5,0.718300947977,False
viterbi_4498.c,xcu200-fsgd2104-2-e,3.33,1.04152077,336,1,1,2,6,cyclic_16_2,unroll_64,unroll_4,unroll_63,pipeline_1,pipeline_1,unroll_2,unroll_63,1,2.5,0.718300947977,False
viterbi_4184.c,xcu200-fsgd2104-2-e,3.33,1.42778745,202,1,1,1,4,cyclic_16_2,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,1,1.75,0.830703109249,False
viterbi_4235.c,xcu200-fsgd2104-2-e,3.33,7.13720232,222,1,1,1,3,cyclic_16_2,unroll_8,unroll_4,unroll_8,unroll_2,unroll_16,unroll_2,pipeline_1,1,1.5,0.796224314392,False
viterbi_4074.c,xcu200-fsgd2104-2-e,3.33,1.07236656,743,1,1,3,9,cyclic_16_2,unroll_8,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_4,1,3.5,0.463090424588,False
viterbi_4151.c,xcu200-fsgd2104-2-e,3.33,4.53716496,345,1,1,1,5,cyclic_2_1,pipeline_1,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_8,unroll_63,1,2,0.766605225522,False
viterbi_4061.c,xcu200-fsgd2104-2-e,3.33,7.03770192,244,1,1,1,3,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,1,1.5,0.798662808283,False
viterbi_4238.c,xcu200-fsgd2104-2-e,3.33,4.66213986,818,1,1,2,10,cyclic_2_1,unroll_32,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_8,1,3.5,0.457854876013,False
viterbi_4128.c,xcu200-fsgd2104-2-e,3.33,43.62158475,803,1,1,2,8,cyclic_2_1,unroll_32,unroll_8,unroll_4,unroll_16,unroll_4,unroll_8,unroll_8,1,3,0.121635208521,False
viterbi_4282.c,xcu200-fsgd2104-2-e,3.33,4.55403141,1597,1,1,4,15,cyclic_2_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,1,5.25,0.177715242528,False
viterbi_4209.c,xcu200-fsgd2104-2-e,3.33,4.5371583,316,1,1,1,5,cyclic_2_1,unroll_64,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_8,unroll_4,1,2,0.766605319387,False
viterbi_4214.c,xcu200-fsgd2104-2-e,3.33,3.17971044,248,1,1,1,3,cyclic_2_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,1,1.5,0.880177987791,False
viterbi_4177.c,xcu200-fsgd2104-2-e,3.33,4.53742803,249,1,1,1,4,cyclic_2_1,unroll_8,unroll_2,unroll_63,unroll_8,pipeline_1,unroll_8,pipeline_1,1,1.75,0.80418245787,False
viterbi_4208.c,xcu200-fsgd2104-2-e,3.33,42.42087666,217,1,1,1,3,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_4,1,1.5,0.153173339336,False
viterbi_4163.c,xcu200-fsgd2104-2-e,3.33,1.11436452,434,1,1,2,7,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_16,pipeline_1,1,2.75,0.648330966913,False
viterbi_4187.c,xcu200-fsgd2104-2-e,3.33,41.05693197,359,1,1,1,6,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_16,unroll_4,unroll_16,unroll_2,1,2.25,0.150392862175,False
viterbi_4064.c,xcu200-fsgd2104-2-e,3.33,1.12591296,1099,1,1,3,12,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,pipeline_1,unroll_16,pipeline_1,1,4.25,0.315831712989,False
viterbi_4095.c,xcu200-fsgd2104-2-e,3.33,3.14590761,999,1,1,2,10,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,unroll_4,unroll_16,pipeline_1,1,3.5,0.46202117673,False
viterbi_4261.c,xcu200-fsgd2104-2-e,3.33,1.14340878,1017,1,1,3,12,cyclic_2_2,unroll_32,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_16,pipeline_1,1,4.25,0.315839410327,False
viterbi_4194.c,xcu200-fsgd2104-2-e,3.33,42.27130305,235,1,1,1,4,cyclic_2_2,unroll_32,unroll_8,unroll_4,unroll_16,unroll_4,unroll_8,unroll_2,1,1.75,0.151030666383,False
viterbi_4155.c,xcu200-fsgd2104-2-e,3.33,1.07135757,648,1,1,3,9,cyclic_2_2,unroll_4,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_4,1,3.5,0.463089611079,False
viterbi_4193.c,xcu200-fsgd2104-2-e,3.33,1.44092763,421,1,1,2,8,cyclic_2_2,unroll_4,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_4,1,3,0.582625391814,False
viterbi_4223.c,xcu200-fsgd2104-2-e,3.33,1.45234287,457,1,1,2,8,cyclic_2_2,unroll_4,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_4,1,3,0.582628865813,False
viterbi_4625.c,xcu200-fsgd2104-2-e,3.33,1.04189373,158,1,1,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.908663220303,False
viterbi_4707.c,xcu200-fsgd2104-2-e,3.33,1.04189373,160,1,1,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,1.5,0.908663220303,False
viterbi_4528.c,xcu200-fsgd2104-2-e,3.33,1.04189373,174,1,1,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,1.5,0.908663220303,False
viterbi_4681.c,xcu200-fsgd2104-2-e,3.33,1.04231331,156,1,1,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,1,1.5,0.908658872706,False
viterbi_4471.c,xcu200-fsgd2104-2-e,3.33,1.05027534,125,1,1,1,2,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.945547637451,False
viterbi_4452.c,xcu200-fsgd2104-2-e,3.33,1.0420902,243,1,1,1,4,cyclic_2_2,unroll_64,unroll_2,unroll_63,pipeline_1,pipeline_1,unroll_2,unroll_4,1,1.75,0.829795193626,False
viterbi_4597.c,xcu200-fsgd2104-2-e,3.33,1.04179716,239,1,1,2,5,cyclic_2_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.7924680128,False
viterbi_4254.c,xcu200-fsgd2104-2-e,3.33,1.41164361,217,1,1,1,4,cyclic_2_2,unroll_64,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_4,1,1.75,0.83068848598,False
