Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_5196.cpp,xcu200-fsgd2104-2-e,3.33,4874.60110941,192,1,1,1,2,block_16_1,block_8_1,block_2_1,block_16_2,block_4_1,block_8_1,complete_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.663851450738,False
workload_5283.cpp,xcu200-fsgd2104-2-e,3.33,4874.60110941,188,1,1,1,2,block_16_1,block_8_1,block_2_1,block_16_2,block_4_1,block_8_1,complete_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.663851450738,False
workload_5081.cpp,xcu200-fsgd2104-2-e,3.33,10216.104346,974,1,1,3,10,block_16_1,block_8_1,block_2_1,block_16_2,block_4_1,cyclic_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,3.75,0.300487208211,False
workload_5237.cpp,xcu200-fsgd2104-2-e,3.33,7726.48088157,181,1,1,1,2,block_16_1,block_8_1,block_2_1,block_16_2,block_4_1,cyclic_2_1,complete_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.452134869542,False
workload_5103.cpp,xcu200-fsgd2104-2-e,3.33,14458.5904132,1164,1,1,3,10,block_16_1,block_8_1,block_2_1,block_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,block_4_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,3.75,0.146590840665,False
workload_5037.cpp,xcu200-fsgd2104-2-e,3.33,14458.5904132,1015,1,1,3,10,block_16_1,block_8_1,block_2_1,block_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,3.75,0.146590840665,False
workload_4853.cpp,xcu200-fsgd2104-2-e,3.33,14458.5904132,1075,1,1,3,10,block_16_1,block_8_1,block_2_1,block_4_1,cyclic_8_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,3.75,0.146590840665,False
workload_5190.cpp,xcu200-fsgd2104-2-e,3.33,5752.82254887,976,1,1,3,10,block_16_1,block_8_1,block_2_1,complete_1,cyclic_8_1,cyclic_2_1,block_8_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,3.75,0.570823151715,False
workload_5130.cpp,xcu200-fsgd2104-2-e,3.33,5752.82254887,1009,1,1,3,10,block_16_1,block_8_1,block_2_1,complete_1,cyclic_8_1,cyclic_2_1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,3.75,0.570823151715,False
workload_5739.cpp,xcu200-fsgd2104-2-e,3.33,8274.26572173,484,1,1,5,13,block_16_1,block_8_1,block_2_1,complete_2,complete_1,cyclic_4_1,block_8_1,complete_1,block_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,5,0.391284147071,False
workload_5455.cpp,xcu200-fsgd2104-2-e,3.33,593.86676877,962,1,1,4,4,block_16_1,block_8_1,block_2_1,complete_2,cyclic_8_1,block_8_1,block_8_1,cyclic_8_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_4,unroll_2,1,2.5,0.964538510429,False
workload_5062.cpp,xcu200-fsgd2104-2-e,3.33,8274.26743335,1209,1,1,8,20,block_16_1,block_8_1,block_2_1,complete_2,cyclic_8_1,cyclic_2_1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,7.5,0.350055878393,False
workload_5185.cpp,xcu200-fsgd2104-2-e,3.33,8274.26743335,1228,1,1,8,20,block_16_1,block_8_1,block_2_1,complete_2,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,7.5,0.350055878393,False
workload_5265.cpp,xcu200-fsgd2104-2-e,3.33,2055.16331613,163,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.915490191737,False
workload_5651.cpp,xcu200-fsgd2104-2-e,3.33,2055.16331613,163,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.915490191737,False
workload_5622.cpp,xcu200-fsgd2104-2-e,3.33,2055.16246365,198,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,1,1.25,0.915490248453,False
workload_5684.cpp,xcu200-fsgd2104-2-e,3.33,1947.61950093,259,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,block_4_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,1.5,0.914343851532,False
workload_5627.cpp,xcu200-fsgd2104-2-e,3.33,2055.16246365,196,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,complete_1,block_8_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,1,1.25,0.915490248453,False
workload_5667.cpp,xcu200-fsgd2104-2-e,3.33,2201.81630301,177,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,pipeline_1,1,1.25,0.903895631218,False
workload_5515.cpp,xcu200-fsgd2104-2-e,3.33,2055.16246365,197,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,1,1.25,0.915490248453,False
workload_5564.cpp,xcu200-fsgd2104-2-e,3.33,2055.16246365,200,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,1,1.25,0.915490248453,False
workload_5712.cpp,xcu200-fsgd2104-2-e,3.33,796.33162125,1470,1,1,2,4,block_16_1,block_8_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_8_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,2,0.975527816714,False
workload_5683.cpp,xcu200-fsgd2104-2-e,3.33,1947.59056989,235,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,block_4_1,block_4_1,cyclic_8_1,unroll_32,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.5,0.914345100727,False
workload_5459.cpp,xcu200-fsgd2104-2-e,3.33,8644.77484173,190,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_2,block_4_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,1,1.25,0.39448379299,False
workload_5253.cpp,xcu200-fsgd2104-2-e,3.33,12842.1383433,188,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_4_2,cyclic_8_1,block_8_1,complete_1,block_4_1,cyclic_4_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,unroll_2,1,1.5,0.196492477994,False
workload_5570.cpp,xcu200-fsgd2104-2-e,3.33,14846.1440116,288,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_4_2,cyclic_8_1,block_8_1,complete_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_8,unroll_4,unroll_8,unroll_4,pipeline_1,1,1.5,0.13993619856,False
workload_4931.cpp,xcu200-fsgd2104-2-e,3.33,15579.4447569,1003,1,1,3,10,block_16_1,block_8_1,block_2_1,cyclic_4_2,cyclic_8_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,3.75,0.123811508495,False
workload_5172.cpp,xcu200-fsgd2104-2-e,3.33,15694.6728201,186,1,1,1,2,block_16_1,block_8_1,block_2_1,cyclic_4_2,cyclic_8_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_4,unroll_2,1,1.25,0.123389028777,False
workload_5102.cpp,xcu200-fsgd2104-2-e,3.33,15579.4448035,202,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_4_2,cyclic_8_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,1.5,0.125375777177,False
workload_5753.cpp,xcu200-fsgd2104-2-e,3.33,796.33162125,1477,1,1,2,4,block_16_1,block_8_1,block_2_1,cyclic_8_1,block_2_1,cyclic_4_1,complete_1,cyclic_8_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,2,0.975527816714,False
workload_5665.cpp,xcu200-fsgd2104-2-e,3.33,1472.74040205,251,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,block_2_1,cyclic_4_1,complete_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,1.5,1,True
workload_5145.cpp,xcu200-fsgd2104-2-e,3.33,8400.39014439,959,1,1,3,10,block_16_1,block_8_1,block_2_1,cyclic_8_1,block_4_1,cyclic_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,3.75,0.398134015363,False
workload_5737.cpp,xcu200-fsgd2104-2-e,3.33,1472.74040205,256,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,block_4_1,cyclic_4_1,complete_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,1.5,1,True
workload_5305.cpp,xcu200-fsgd2104-2-e,3.33,1023.24815757,605,1,1,2,5,block_16_1,block_8_1,block_2_1,cyclic_8_1,complete_1,block_8_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,2.25,0.947904215945,False
workload_5668.cpp,xcu200-fsgd2104-2-e,3.33,1023.28097805,501,1,1,2,4,block_16_1,block_8_1,block_2_1,cyclic_8_1,complete_1,block_8_1,block_8_1,block_8_1,cyclic_2_1,cyclic_8_1,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,2,0.955077056032,False
workload_5687.cpp,xcu200-fsgd2104-2-e,3.33,1472.74040205,259,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,complete_1,cyclic_4_1,block_8_1,complete_1,block_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,1.5,1,True
workload_5222.cpp,xcu200-fsgd2104-2-e,3.33,11231.392728,259,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_8,unroll_2,unroll_4,unroll_4,unroll_32,1,1.5,0.259739768043,False
workload_5477.cpp,xcu200-fsgd2104-2-e,3.33,1472.74130781,212,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,complete_1,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,1,1.5,0.955158791314,False
workload_5548.cpp,xcu200-fsgd2104-2-e,3.33,1472.74040205,251,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,1.5,1,True
workload_5251.cpp,xcu200-fsgd2104-2-e,3.33,5972.80330125,228,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,block_8_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,1.5,0.576388342795,False
workload_5717.cpp,xcu200-fsgd2104-2-e,3.33,1472.74040205,254,1,1,1,3,block_16_1,block_8_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,complete_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_8,pipeline_1,1,1.5,1,True
workload_5132.cpp,xcu200-fsgd2104-2-e,3.33,10285.5320222,1147,1,3,4,11,block_16_1,block_8_1,block_4_1,block_16_2,block_4_1,cyclic_4_1,block_2_1,complete_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,1,4.75,0.290155790348,False
workload_4900.cpp,xcu200-fsgd2104-2-e,3.33,7611.25281831,1155,1,1,3,10,block_16_1,block_8_1,block_4_1,block_16_2,cyclic_8_1,block_8_1,complete_1,complete_1,block_4_1,cyclic_8_1,unroll_8,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,pipeline_1,1,3.75,0.446137223612,False
workload_5106.cpp,xcu200-fsgd2104-2-e,3.33,4875.41096541,390,1,1,2,3,block_16_1,block_8_1,block_4_1,block_16_2,cyclic_8_1,block_8_1,complete_1,complete_1,cyclic_4_1,block_4_1,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.75,0.66272303439,False
workload_5000.cpp,xcu200-fsgd2104-2-e,3.33,4874.60110941,195,1,1,1,2,block_16_1,block_8_1,block_4_1,block_16_2,cyclic_8_1,block_8_1,complete_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.663851450738,False
workload_5435.cpp,xcu200-fsgd2104-2-e,3.33,11100.8175139,436,1,1,5,13,block_16_1,block_8_1,block_4_1,complete_2,cyclic_8_1,cyclic_8_1,complete_1,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_8,pipeline_1,1,5,0.252197322644,False
workload_5501.cpp,xcu200-fsgd2104-2-e,3.33,2055.16331613,169,1,1,1,2,block_16_1,block_8_1,block_4_1,cyclic_4_1,block_4_1,block_8_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.915490191737,False
workload_5583.cpp,xcu200-fsgd2104-2-e,3.33,2054.28947085,256,1,1,1,3,block_16_1,block_8_1,block_4_1,cyclic_4_1,block_4_1,block_8_1,block_8_1,block_2_1,block_2_1,cyclic_2_1,pipeline_1,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_4,pipeline_1,1,1.5,0.908906761709,False
workload_5563.cpp,xcu200-fsgd2104-2-e,3.33,1956.40430733,241,1,1,4,7,block_16_1,block_8_1,block_4_1,cyclic_4_1,block_4_1,block_8_1,complete_1,block_2_1,block_2_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_4,pipeline_1,1,3.25,0.852210441303,False
workload_5194.cpp,xcu200-fsgd2104-2-e,3.33,796.33461825,1626,1,1,3,6,block_16_1,block_8_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,1,2.75,0.942246319853,False
workload_5513.cpp,xcu200-fsgd2104-2-e,3.33,1947.62253789,167,1,1,1,2,block_16_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,1,1.25,0.921045588184,False
workload_5372.cpp,xcu200-fsgd2104-2-e,3.33,2103.05905245,299,1,1,13,21,block_16_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_8_1,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_4,pipeline_1,1,9,0.637455426085,False
workload_5155.cpp,xcu200-fsgd2104-2-e,3.33,1947.62125917,184.5,1,1,1,2,block_16_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,2,1.25,0.921045634424,False
workload_5656.cpp,xcu200-fsgd2104-2-e,3.33,1947.62035341,220,1,1,1,3,block_16_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_4,pipeline_1,1,1.5,0.914343814722,False
workload_5227.cpp,xcu200-fsgd2104-2-e,3.33,2684.38221405,191,1,1,1,3,block_16_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.5,0.857242508277,False
workload_5705.cpp,xcu200-fsgd2104-2-e,3.33,1580.17339485,170,1,1,1,2,block_16_1,block_8_1,block_4_1,cyclic_8_1,block_4_1,block_8_1,block_8_1,block_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.947236560972,False
workload_5403.cpp,xcu200-fsgd2104-2-e,3.33,1472.74130781,216,1,1,1,3,block_16_1,block_8_1,block_4_1,cyclic_8_1,cyclic_8_1,block_8_1,complete_1,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,1,1.5,0.955158791314,False
workload_5245.cpp,xcu200-fsgd2104-2-e,3.33,1093.48361181,505,1,4,3,5,block_16_1,block_8_1,block_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_2,pipeline_1,1,3.25,0.908975569943,False
workload_4964.cpp,xcu200-fsgd2104-2-e,3.33,7460.29352871,912,1,1,2,9,block_16_1,block_8_1,block_8_1,complete_1,cyclic_8_1,block_8_1,block_4_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,1,3.25,0.460835093387,False
workload_5077.cpp,xcu200-fsgd2104-2-e,3.33,7502.19467229,180,1,1,1,2,block_16_1,block_8_1,cyclic_32_1,complete_1,cyclic_8_1,cyclic_8_1,block_4_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,pipeline_1,1,1.25,0.46699646931,False
workload_5135.cpp,xcu200-fsgd2104-2-e,3.33,6723.64514781,229,1,1,1,3,block_16_1,block_8_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_4_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_32,1,1.5,0.520888590031,False
workload_5045.cpp,xcu200-fsgd2104-2-e,3.33,4874.60110941,189,1,1,1,2,block_16_1,block_8_1,cyclic_4_1,block_16_2,block_4_1,block_8_1,complete_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,1,1.25,0.663851450738,False
