Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_4970.cpp,xcu200-fsgd2104-2-e,3.33,3.5903061,1009,3,0,1,8,cyclic_128_1,block_8_1,cyclic_64_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,3,0.893862899979,False
workload_4925.cpp,xcu200-fsgd2104-2-e,3.33,70.46400546,141,3,0,0,4,cyclic_128_1,cyclic_16_1,block_128_1,block_2_1,block_8_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_17,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_5,pipeline_1,1,1.75,0.950825061991,False
workload_4874.cpp,xcu200-fsgd2104-2-e,3.33,3.51387594,741,3,0,4,10,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.25,0.826840208698,False
workload_4779.cpp,xcu200-fsgd2104-2-e,3.33,9.54286758,497,3,0,1,16,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,5,0.788047999987,False
workload_4911.cpp,xcu200-fsgd2104-2-e,3.33,151.01409141,133,3,0,0,3,cyclic_128_1,cyclic_2_1,block_128_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_17,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.5,0.949812640923,False
workload_4851.cpp,xcu200-fsgd2104-2-e,3.33,68.78023092,875,3,0,3,24,cyclic_128_1,cyclic_2_1,cyclic_32_1,block_8_1,block_4_1,pipeline_1,unroll_8,unroll_36,unroll_16,unroll_17,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,7.5,0.666306307024,False
workload_4807.cpp,xcu200-fsgd2104-2-e,3.33,59.87328678,433,3,0,0,16,cyclic_128_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.75,0.800721321063,False
workload_4716.cpp,xcu200-fsgd2104-2-e,3.33,126.94601025,1768,3,0,0,9,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_2_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_17,pipeline_1,unroll_16,pipeline_1,unroll_8,unroll_2,unroll_5,pipeline_1,1,3,0.891660659411,False
workload_4805.cpp,xcu200-fsgd2104-2-e,3.33,69.96067596,535,3,0,1,12,cyclic_128_1,cyclic_4_1,block_128_1,block_2_1,block_4_1,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,4,0.83972179302,False
workload_4659.cpp,xcu200-fsgd2104-2-e,3.33,70.09318332,519.5,3,0,1,12,cyclic_128_1,cyclic_4_1,block_128_1,block_2_1,block_4_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,4,0.839720423223,False
workload_4801.cpp,xcu200-fsgd2104-2-e,3.33,70.450843635,131.5,3,0,0,3,cyclic_128_1,cyclic_4_1,block_128_1,block_2_1,block_8_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_17,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,2,1.5,0.957910674035,False
workload_4831.cpp,xcu200-fsgd2104-2-e,3.33,70.10160156,174,3,0,0,4,cyclic_128_1,cyclic_4_1,block_128_1,block_8_1,block_4_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,1.75,0.950858104074,False
workload_4855.cpp,xcu200-fsgd2104-2-e,3.33,65.11561254,158,3,0,0,5,cyclic_128_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,2,0.944242609444,False
workload_4768.cpp,xcu200-fsgd2104-2-e,3.33,71.61499998,1574,3,0,0,5,cyclic_128_1,cyclic_4_1,block_128_1,cyclic_4_1,block_2_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,1,2,0.943659988109,False
workload_4763.cpp,xcu200-fsgd2104-2-e,3.33,70.04186469,536,3,0,1,13,cyclic_128_1,cyclic_4_1,block_128_1,cyclic_4_1,block_4_1,pipeline_1,unroll_16,unroll_8,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,4.25,0.826585667867,False
workload_4836.cpp,xcu200-fsgd2104-2-e,3.33,8.4658257,818,3,0,3,9,cyclic_128_1,cyclic_4_1,block_16_1,cyclic_4_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,3.75,0.853302176823,False
workload_4806.cpp,xcu200-fsgd2104-2-e,3.33,11.07835722,790,3,0,4,21,cyclic_128_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_4_1,pipeline_1,unroll_16,unroll_36,unroll_16,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,7,0.689783881381,False
workload_4727.cpp,xcu200-fsgd2104-2-e,3.33,67.36737186,189,3,0,1,5,cyclic_128_1,cyclic_4_1,cyclic_64_1,block_2_1,block_4_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.933576729962,False
workload_4769.cpp,xcu200-fsgd2104-2-e,3.33,81.05969916,229,3,0,4,9,cyclic_128_1,cyclic_4_1,cyclic_8_1,block_2_1,block_2_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_17,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,4,0.839596133496,False
workload_4814.cpp,xcu200-fsgd2104-2-e,3.33,8.53376103,1046,4,0,2,6,cyclic_128_1,cyclic_8_1,block_16_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_5,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,3,0.89387001369,False
workload_4908.cpp,xcu200-fsgd2104-2-e,3.33,6.3547389,929,3,0,3,6,cyclic_128_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_5,unroll_4,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,3,0.89386788582,False
workload_4863.cpp,xcu200-fsgd2104-2-e,3.33,9.9412821,296,3,0,1,7,cyclic_128_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_2_1,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2.75,0.907627253052,False
workload_4746.cpp,xcu200-fsgd2104-2-e,3.33,103.25200797,754,1,0,1,13,cyclic_16_1,block_128_1,block_128_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_16,unroll_16,unroll_4,unroll_2,unroll_5,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_5,pipeline_1,1,3.75,0.852464184519,False
workload_4799.cpp,xcu200-fsgd2104-2-e,3.33,168.81000435,801,1,0,0,14,cyclic_16_1,block_128_1,block_128_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_2,unroll_5,unroll_4,unroll_8,unroll_2,unroll_32,unroll_5,pipeline_1,1,3.75,0.850839090382,False
workload_4815.cpp,xcu200-fsgd2104-2-e,3.33,178.14661506,439,1,0,1,7,cyclic_16_1,block_128_1,block_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_2,unroll_5,unroll_2,unroll_8,unroll_2,unroll_2,unroll_5,pipeline_1,1,2.25,0.924897633249,False
workload_5119.cpp,xcu200-fsgd2104-2-e,3.33,2.36838258,1116,2,0,2,9,cyclic_16_1,block_16_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,3.25,0.880220017971,False
workload_5095.cpp,xcu200-fsgd2104-2-e,3.33,2.18057391,1402,2,0,2,8,cyclic_16_1,block_2_1,cyclic_64_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_17,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,3,0.893859372895,False
workload_4919.cpp,xcu200-fsgd2104-2-e,3.33,13.50816165,861,2,0,2,12,cyclic_16_1,block_32_1,cyclic_16_1,block_8_1,cyclic_8_1,pipeline_1,unroll_16,unroll_16,unroll_32,unroll_2,unroll_5,pipeline_1,unroll_16,unroll_2,unroll_32,pipeline_1,pipeline_1,1,4,0.840016895501,False
workload_5049.cpp,xcu200-fsgd2104-2-e,3.33,64.05889698,197,2,0,0,6,cyclic_16_1,block_32_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2,0.944336780341,False
workload_4942.cpp,xcu200-fsgd2104-2-e,3.33,2.41180578,540,2,0,1,7,cyclic_16_1,block_8_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,2.5,0.92149192597,False
workload_5188.cpp,xcu200-fsgd2104-2-e,3.33,2.09848608,1202,2,0,2,11,cyclic_16_1,block_8_1,cyclic_64_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,unroll_5,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,3,3.75,0.853292832476,False
workload_5270.cpp,xcu200-fsgd2104-2-e,3.33,69.23210526,203,2,0,0,6,cyclic_16_1,block_8_1,cyclic_64_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_17,unroll_5,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2,0.943874278902,False
workload_5272.cpp,xcu200-fsgd2104-2-e,3.33,2.09848608,1224,2,0,2,11,cyclic_16_1,block_8_1,cyclic_64_1,block_8_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,3.75,0.853292832476,False
workload_5550.cpp,xcu200-fsgd2104-2-e,3.33,33.22432242,71,2,0,0,2,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_5,pipeline_1,unroll_16,unroll_16,unroll_32,pipeline_1,pipeline_1,1,1,0.976048241656,False
workload_4899.cpp,xcu200-fsgd2104-2-e,3.33,34.33271958,200,2,0,0,5,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,unroll_36,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_8,pipeline_1,pipeline_1,1,1.75,0.954013237631,False
workload_4978.cpp,xcu200-fsgd2104-2-e,3.33,2.41233858,421,2,0,1,5,cyclic_16_1,cyclic_16_1,cyclic_64_1,block_2_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_5,unroll_8,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2,0.949559494361,False
workload_5502.cpp,xcu200-fsgd2104-2-e,3.33,7.48076841,188,2,0,0,4,cyclic_16_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.963361968996,False
workload_4928.cpp,xcu200-fsgd2104-2-e,3.33,3.40611714,378,2,0,1,4,cyclic_16_1,cyclic_16_1,cyclic_64_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_5,unroll_8,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1.75,0.95657080167,False
workload_5048.cpp,xcu200-fsgd2104-2-e,3.33,72.78153894,81,2,0,0,2,cyclic_16_1,cyclic_2_1,block_128_1,block_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1,0.972376599297,False
workload_5505.cpp,xcu200-fsgd2104-2-e,3.33,112.21563537,104,2,0,0,2,cyclic_16_1,cyclic_2_1,block_128_1,block_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_32,pipeline_1,pipeline_1,1,1,0.968212798431,False
workload_5172.cpp,xcu200-fsgd2104-2-e,3.33,94.90422411,90,2,0,0,2,cyclic_16_1,cyclic_2_1,block_128_1,block_8_1,cyclic_2_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_17,unroll_5,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1,0.970099747204,False
workload_5071.cpp,xcu200-fsgd2104-2-e,3.33,62.64917478,1479,2,0,3,2,cyclic_16_1,cyclic_2_1,block_128_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1.75,0.95153281831,False
workload_4843.cpp,xcu200-fsgd2104-2-e,3.33,103.02111909,273,2,0,1,4,cyclic_16_1,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_2,unroll_5,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_5,pipeline_1,1,1.75,0.94776991491,False
workload_5112.cpp,xcu200-fsgd2104-2-e,3.33,90.2676087,81,2,0,0,1,cyclic_16_1,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,unroll_5,pipeline_1,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,0.75,0.977553213758,False
workload_5120.cpp,xcu200-fsgd2104-2-e,3.33,90.2676087,81,2,0,0,1,cyclic_16_1,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,unroll_5,pipeline_1,unroll_16,unroll_16,unroll_2,unroll_5,pipeline_1,1,0.75,0.977553213758,False
workload_5193.cpp,xcu200-fsgd2104-2-e,3.33,73.58574726,96,2,0,0,3,cyclic_16_1,cyclic_2_1,block_128_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,unroll_5,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_5,pipeline_1,1,1.25,0.964713295899,False
workload_4847.cpp,xcu200-fsgd2104-2-e,3.33,6.1661277,383,2,0,2,4,cyclic_16_1,cyclic_2_1,block_16_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_5,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,2,0.9492567587,False
workload_4881.cpp,xcu200-fsgd2104-2-e,3.33,9774.7017471,358,2,14,5,9,cyclic_16_1,cyclic_2_1,block_16_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_4,unroll_5,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,7.5,0.100835818594,False
workload_5140.cpp,xcu200-fsgd2104-2-e,3.33,30.8067957,856,2,0,3,7,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,3,0.893800800007,False
workload_5029.cpp,xcu200-fsgd2104-2-e,3.33,81.5743773,114,2,0,0,3,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1.25,0.963939648388,False
workload_5167.cpp,xcu200-fsgd2104-2-e,3.33,36.6007959,87,2,0,0,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1,0.975755400743,False
workload_5510.cpp,xcu200-fsgd2104-2-e,3.33,41.68169325,88,2,0,0,3,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_5,pipeline_1,unroll_16,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,1.25,0.967645538692,False
workload_4918.cpp,xcu200-fsgd2104-2-e,3.33,91.40162022,139,2,0,0,5,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.75,0.948879868769,False
workload_4841.cpp,xcu200-fsgd2104-2-e,3.33,113.98841415,236,2,0,0,5,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.75,0.946702586345,False
workload_5045.cpp,xcu200-fsgd2104-2-e,3.33,33.46642674,97,2,0,0,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,1,0.976027372827,False
workload_5001.cpp,xcu200-fsgd2104-2-e,3.33,33.6852477,104,2,0,0,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,1,0.976008493842,False
workload_5012.cpp,xcu200-fsgd2104-2-e,3.33,33.49394586,111,2,0,0,3,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_4,unroll_5,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.968356908533,False
workload_4835.cpp,xcu200-fsgd2104-2-e,3.33,84.41847702,129,2,0,0,4,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.956594884629,False
workload_4761.cpp,xcu200-fsgd2104-2-e,3.33,84.41847702,133,2,0,0,4,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.956594884629,False
workload_4866.cpp,xcu200-fsgd2104-2-e,3.33,3.53510802,619,2,0,3,8,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,3.25,0.880222677632,False
workload_4783.cpp,xcu200-fsgd2104-2-e,3.33,8.96844258,177,2,0,0,5,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,1.75,0.956122491324,False
workload_4927.cpp,xcu200-fsgd2104-2-e,3.33,9.7191045,180,2,0,0,4,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1.5,0.963181793699,False
workload_4962.cpp,xcu200-fsgd2104-2-e,3.33,8.56090386,182,2,0,0,5,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_4,unroll_5,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,1.75,0.9561555118,False
workload_4910.cpp,xcu200-fsgd2104-2-e,3.33,3.24086256,788,2,0,3,8,cyclic_16_1,cyclic_2_1,cyclic_32_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_17,pipeline_1,pipeline_1,unroll_4,unroll_64,pipeline_1,unroll_5,pipeline_1,1,3.25,0.880222042264,False
workload_4823.cpp,xcu200-fsgd2104-2-e,3.33,8.96844258,189,2,0,0,5,cyclic_16_1,cyclic_2_1,cyclic_32_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,1.75,0.956122491324,False
workload_4974.cpp,xcu200-fsgd2104-2-e,3.33,65.13152994,218,2,0,0,6,cyclic_16_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_36,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_8,pipeline_1,pipeline_1,1,2,0.94424118975,False
