Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_2_6,InnerLoop_2_7,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5694.cpp,xcu200-fsgd2104-2-e,3.33,4.56591285,973.5,1,1,1,11,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_5,unroll_16,unroll_36,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,2,3.5,0.804819833125,False
workload_5733.cpp,xcu200-fsgd2104-2-e,3.33,5.69617812,749,3,1,1,9,cyclic_32_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.5,0.749372384788,False
workload_5612.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1655,1,1,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.75,0.452796600777,False
workload_5696.cpp,xcu200-fsgd2104-2-e,3.33,4.85242605,1223,1,1,2,13,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_32,unroll_2,unroll_5,unroll_8,unroll_2,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.25,0.61427132865,False
workload_5711.cpp,xcu200-fsgd2104-2-e,3.33,4.73523003,938,1,1,1,11,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_5,1,3.5,0.797106353702,False
workload_5601.cpp,xcu200-fsgd2104-2-e,3.33,4.73523003,993,1,1,2,12,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_16,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_5,1,4,0.69096833626,False
workload_5712.cpp,xcu200-fsgd2104-2-e,3.33,4.73523003,976,1,1,2,12,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_8,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_5,1,4,0.69096833626,False
workload_5335.cpp,xcu200-fsgd2104-2-e,3.33,11.92203603,1629,1,1,2,14,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,block_8_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.5,0.308388133787,False
workload_5590.cpp,xcu200-fsgd2104-2-e,3.33,12.04043085,1672,1,1,3,16,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,block_8_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,5.25,0.206543097355,False
workload_5460.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1478,1,1,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_36,unroll_8,pipeline_1,unroll_4,unroll_5,1,4.75,0.452796600777,False
workload_5360.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1418,1,1,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.75,0.452796600777,False
workload_5498.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1301,1,1,2,14,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_5,1,4.5,0.531147005798,False
workload_5593.cpp,xcu200-fsgd2104-2-e,3.33,4.84144371,1190,1,1,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.75,0.452806578819,False
workload_5751.cpp,xcu200-fsgd2104-2-e,3.33,4.46449437,1137,1,1,2,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4,0.701702534975,False
workload_5672.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1396.5,1,1,2,14.5,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,2,4.625,0.494803440019,False
workload_5753.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1322,1,1,2,14,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_36,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.5,0.535773389498,False
workload_5491.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1258.5,1,1,1,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,2,3.75,0.720736248621,False
workload_5724.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1343,1,1,1,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.75,0.720736248621,False
workload_5715.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1274,1,1,1,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,unroll_5,unroll_8,unroll_2,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.75,0.720736248621,False
workload_5659.cpp,xcu200-fsgd2104-2-e,3.33,4.35089475,1645,1,1,2,17,cyclic_4_1,cyclic_128_1,cyclic_16_1,block_128_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,5.25,0.319829003476,False
workload_5657.cpp,xcu200-fsgd2104-2-e,3.33,4.53450429,1425,1,1,2,18,cyclic_4_1,cyclic_128_1,cyclic_16_1,block_64_1,cyclic_128_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,2,5.5,0.26370378718,False
workload_5580.cpp,xcu200-fsgd2104-2-e,3.33,5.40810648,1651,1,1,2,15,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.75,0.446695828006,False
workload_5669.cpp,xcu200-fsgd2104-2-e,3.33,4.56807069,877,1,1,1,12,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_8,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,3.75,0.71768342117,False
workload_5681.cpp,xcu200-fsgd2104-2-e,3.33,4.67428437,1055,1,1,2,14,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.5,0.533097699713,False
workload_5641.cpp,xcu200-fsgd2104-2-e,3.33,4.67428437,1063,1,1,2,14,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.5,0.533097699713,False
workload_5743.cpp,xcu200-fsgd2104-2-e,3.33,4.67428437,1234,1,1,2,15,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_36,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.75,0.454070187906,False
workload_5756.cpp,xcu200-fsgd2104-2-e,3.33,4.55708835,1031,1,1,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.25,0.620137564538,False
workload_5520.cpp,xcu200-fsgd2104-2-e,3.33,4.55708835,1011,1,1,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.25,0.620137564538,False
workload_5639.cpp,xcu200-fsgd2104-2-e,3.33,5.40930528,1008,1,1,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.25,0.599275271786,False
workload_5703.cpp,xcu200-fsgd2104-2-e,3.33,5.40930528,1031,1,1,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.25,0.599275271786,False
workload_5718.cpp,xcu200-fsgd2104-2-e,3.33,4.91515992,951,1,1,1,11,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.5,0.788661006695,False
workload_5709.cpp,xcu200-fsgd2104-2-e,3.33,4.06294299,950,1,1,1,11,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,3.5,0.826310110474,False
