Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_4407.cpp,xcu200-fsgd2104-2-e,3.33,0.10536453,1944,1,1,6,8,block_2_1,block_128_1,block_128_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,4,0.625159442792,False
workload_4418.cpp,xcu200-fsgd2104-2-e,3.33,0.10536453,1947,1,1,6,8,block_2_1,block_128_1,block_128_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_64,pipeline_1,1,4,0.625159442792,False
workload_4334.cpp,xcu200-fsgd2104-2-e,3.33,0.1053612,2259,1,1,6,11,block_2_1,block_128_1,cyclic_64_1,complete_1,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,4.75,0.544992142328,False
workload_4376.cpp,xcu200-fsgd2104-2-e,3.33,0.10659996,821,1,1,10,16,block_2_1,block_16_1,block_32_1,cyclic_8_1,block_8_1,block_4_1,unroll_16,pipeline_1,1,7,0.339522764203,False
workload_4445.cpp,xcu200-fsgd2104-2-e,3.33,0.15991992,262,1,1,3,5,block_2_1,block_16_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,unroll_4,unroll_8,1,2.5,0.632345767288,False
workload_4527.cpp,xcu200-fsgd2104-2-e,3.33,0.07724601,170,1,1,2,4,block_2_1,block_2_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,1,2,0.904224054379,False
workload_4536.cpp,xcu200-fsgd2104-2-e,3.33,0.07724601,261,1,1,3,5,block_2_1,block_32_1,cyclic_128_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,2.5,0.835291196286,False
workload_4398.cpp,xcu200-fsgd2104-2-e,3.33,0.10264392,541,1,17,9,12,block_2_1,block_4_1,cyclic_128_1,block_2_1,cyclic_2_1,block_2_1,unroll_4,unroll_16,1,9.75,0.173477815046,False
workload_4361.cpp,xcu200-fsgd2104-2-e,3.33,0.10264392,545,1,17,9,12,block_2_1,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_16,1,9.75,0.173477815046,False
workload_4379.cpp,xcu200-fsgd2104-2-e,3.33,0.28006632,502,1,1,5,9,block_2_1,block_64_1,cyclic_4_1,block_8_1,complete_1,cyclic_4_1,unroll_8,unroll_4,1,4,0.286541627265,False
workload_4433.cpp,xcu200-fsgd2104-2-e,3.33,0.10514808,423,1,1,6,9,block_2_1,block_8_1,cyclic_4_1,block_8_1,complete_1,block_8_1,unroll_8,pipeline_1,1,4.25,0.5981317416,False
workload_4345.cpp,xcu200-fsgd2104-2-e,3.33,0.10514808,417,1,1,6,9,block_2_1,block_8_1,cyclic_4_1,block_8_1,complete_1,cyclic_4_1,unroll_8,pipeline_1,1,4.25,0.5981317416,False
workload_4333.cpp,xcu200-fsgd2104-2-e,3.33,0.10515807,1937,1,1,5,9,block_2_1,block_8_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,unroll_64,pipeline_1,1,4,0.625385914504,False
workload_4442.cpp,xcu200-fsgd2104-2-e,3.33,0.10858464,511,1,1,6,10,block_2_1,block_8_1,cyclic_64_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_8,pipeline_1,1,4.5,0.5681955458,False
workload_4546.cpp,xcu200-fsgd2104-2-e,3.33,0.0765567,216,1,1,3,5,block_2_1,cyclic_128_1,cyclic_128_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,2.5,0.835593242561,False
workload_4495.cpp,xcu200-fsgd2104-2-e,3.33,0.0765567,219,1,1,3,5,block_2_1,cyclic_128_1,cyclic_128_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,2.5,0.835593242561,False
workload_4381.cpp,xcu200-fsgd2104-2-e,3.33,0.10858464,427,1,1,6,9,block_2_1,cyclic_2_1,cyclic_8_1,block_4_1,block_2_1,block_2_1,unroll_8,pipeline_1,1,4.25,0.594612502819,False
workload_4554.cpp,xcu200-fsgd2104-2-e,3.33,0.0765567,195,1,1,3,5,block_2_1,cyclic_32_1,cyclic_128_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,1,2.5,0.835593242561,False
workload_4401.cpp,xcu200-fsgd2104-2-e,3.33,0.10515807,2250,1,1,6,11,block_2_1,cyclic_32_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,unroll_64,pipeline_1,1,4.75,0.545154328138,False
workload_4360.cpp,xcu200-fsgd2104-2-e,3.33,0.10659996,980,1,1,10,18,block_2_1,cyclic_4_1,block_128_1,cyclic_8_1,block_4_1,block_4_1,unroll_16,pipeline_1,1,7.5,0.302210500281,False
workload_4406.cpp,xcu200-fsgd2104-2-e,3.33,0.10657332,842,1,1,10,16,block_2_1,cyclic_4_1,cyclic_64_1,complete_1,block_4_1,block_4_1,unroll_16,pipeline_1,1,7,0.339532653566,False
workload_4438.cpp,xcu200-fsgd2104-2-e,3.33,0.0765567,201,1,1,3,5,block_2_1,cyclic_64_1,cyclic_128_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,3,2.5,0.835593242561,False
workload_4473.cpp,xcu200-fsgd2104-2-e,3.33,0.0765567,202,1,1,3,5,block_2_1,cyclic_64_1,cyclic_128_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,2.5,0.835593242561,False
workload_4471.cpp,xcu200-fsgd2104-2-e,3.33,0.1256076,427,1,2,1,5,block_32_1,block_16_1,block_64_1,cyclic_8_1,block_2_1,block_2_1,unroll_2,pipeline_1,1,2.25,0.751962869811,False
workload_4470.cpp,xcu200-fsgd2104-2-e,3.33,0.07659666,585,1,2,5,8,block_4_1,block_128_1,block_128_1,complete_1,complete_1,block_2_1,pipeline_1,pipeline_1,1,4,0.643437051688,False
workload_4375.cpp,xcu200-fsgd2104-2-e,3.33,0.07659666,586,1,2,5,8,block_4_1,block_128_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,1,4,0.643437051688,False
workload_4370.cpp,xcu200-fsgd2104-2-e,3.33,0.07659666,579,1,2,5,8,block_4_1,block_128_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline_1,unroll_4,1,4,0.643437051688,False
workload_4487.cpp,xcu200-fsgd2104-2-e,3.33,0.07659666,583,1,2,5,8,block_4_1,block_128_1,block_128_1,complete_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,1,4,0.643437051688,False
workload_4436.cpp,xcu200-fsgd2104-2-e,3.33,0.18629352,570,1,5,3,7,block_4_1,block_128_1,block_32_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll_8,1,4,0.477865339402,False
workload_4449.cpp,xcu200-fsgd2104-2-e,3.33,0.100566,1628,1,1,7,7,block_4_1,block_128_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_64,pipeline_1,1,4,0.630097672486,False
workload_4511.cpp,xcu200-fsgd2104-2-e,3.33,0.07727265,421,1,2,5,6,block_4_1,block_16_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline_1,unroll_4,1,3.5,0.704209792384,False
workload_4484.cpp,xcu200-fsgd2104-2-e,3.33,0.07727265,310,1,2,4,5,block_4_1,block_16_1,block_64_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_8,1,3,0.768239010636,False
workload_4422.cpp,xcu200-fsgd2104-2-e,3.33,0.11004984,219,1,2,1,3,block_4_1,block_32_1,block_128_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline_1,1,1.75,0.83064561951,False
workload_4472.cpp,xcu200-fsgd2104-2-e,3.33,0.07724268,283,1,2,2,4,block_4_1,block_32_1,block_16_1,complete_1,block_8_1,complete_1,pipeline_1,pipeline_1,1,2.25,0.869753901766,False
workload_4419.cpp,xcu200-fsgd2104-2-e,3.33,0.07724268,282,1,2,2,4,block_4_1,block_32_1,block_16_1,complete_1,block_8_1,complete_1,pipeline_1,unroll_8,1,2.25,0.869753901766,False
workload_4377.cpp,xcu200-fsgd2104-2-e,3.33,0.07724268,285,1,2,2,4,block_4_1,block_32_1,block_16_1,cyclic_8_1,block_8_1,complete_1,pipeline_1,unroll_8,1,2.25,0.869753901766,False
workload_4339.cpp,xcu200-fsgd2104-2-e,3.33,0.07724268,283,1,2,2,4,block_4_1,block_32_1,block_16_1,cyclic_8_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,1,2.25,0.869753901766,False
workload_4464.cpp,xcu200-fsgd2104-2-e,3.33,0.07724268,261,1,2,2,4,block_4_1,block_32_1,block_8_1,cyclic_8_1,block_8_1,complete_1,pipeline_1,unroll_8,1,2.25,0.869753901766,False
workload_4467.cpp,xcu200-fsgd2104-2-e,3.33,0.1101564,169,1,2,1,2,block_4_1,block_32_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline_1,1,1.5,0.837611551982,False
workload_4366.cpp,xcu200-fsgd2104-2-e,3.33,0.29482155,3534,1,1,1,5,block_4_1,block_64_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll_64,unroll_4,1,2,0.294455166977,False
workload_4435.cpp,xcu200-fsgd2104-2-e,3.33,0.100566,1448,1,1,6,6,block_4_1,block_64_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_64,pipeline_1,1,3.5,0.687009489393,False
workload_4392.cpp,xcu200-fsgd2104-2-e,3.33,0.100566,1349,1,1,6,6,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll_64,pipeline_1,1,3.5,0.687009489393,False
workload_4354.cpp,xcu200-fsgd2104-2-e,3.33,0.32766867,2294,1,1,1,4,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_64,unroll_2,1,1.75,0.235488515144,False
workload_4486.cpp,xcu200-fsgd2104-2-e,3.33,0.10656,841,1,15,2,8,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,1,6.5,0.379902933555,False
workload_4432.cpp,xcu200-fsgd2104-2-e,3.33,0.44107848,363,1,4,2,4,block_4_1,cyclic_64_1,block_16_1,block_4_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,1,2.75,0.110791526611,False
workload_4405.cpp,xcu200-fsgd2104-2-e,3.33,0.12550104,755,1,2,1,7,block_64_1,block_16_1,block_64_1,cyclic_8_1,block_2_1,block_2_1,unroll_2,pipeline_1,1,2.75,0.715218552963,False
workload_4468.cpp,xcu200-fsgd2104-2-e,3.33,0.35503128,722,1,2,1,7,block_64_1,block_16_1,cyclic_32_1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,1,2.75,0.188356731221,False
workload_4413.cpp,xcu200-fsgd2104-2-e,3.33,0.12550104,755,1,2,1,7,block_64_1,block_16_1,cyclic_64_1,cyclic_8_1,block_2_1,block_2_1,unroll_2,pipeline_1,1,2.75,0.715218552963,False
workload_4332.cpp,xcu200-fsgd2104-2-e,3.33,0.12528792,1725,1,5,1,12,block_64_1,block_32_1,block_16_1,cyclic_8_1,complete_1,block_2_1,unroll_4,pipeline_1,1,4.75,0.524924705817,False
workload_4382.cpp,xcu200-fsgd2104-2-e,3.33,0.1253412,1797,1,5,1,13,block_64_1,block_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,unroll_4,pipeline_1,1,5,0.501090257285,False
workload_4385.cpp,xcu200-fsgd2104-2-e,3.33,0.1204794,854,1,15,3,11,block_8_1,block_2_1,block_32_1,complete_1,cyclic_8_1,cyclic_4_1,unroll_16,pipeline_1,1,7.5,0.297018307343,False
workload_4450.cpp,xcu200-fsgd2104-2-e,3.33,0.11995992,1461,1,1,7,7,block_8_1,block_8_1,block_32_1,complete_1,cyclic_4_1,cyclic_4_1,unroll_64,pipeline_1,1,4,0.606255784339,False
workload_4335.cpp,xcu200-fsgd2104-2-e,3.33,0.12523464,619,1,9,2,8,block_8_1,block_8_1,block_32_1,complete_1,cyclic_8_1,cyclic_4_1,unroll_8,pipeline_1,1,5,0.501206839713,False
workload_4441.cpp,xcu200-fsgd2104-2-e,3.33,0.12528792,631,1,9,2,8,block_8_1,block_8_1,block_32_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_8,pipeline_1,1,5,0.501148571703,False
workload_4428.cpp,xcu200-fsgd2104-2-e,3.33,0.09363294,442,1,2,5,7,block_8_1,cyclic_64_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,1,3.75,0.664995904812,False
workload_4479.cpp,xcu200-fsgd2104-2-e,3.33,0.09334989,1155,1,1,1,5,cyclic_128_1,block_128_1,cyclic_128_1,cyclic_2_1,block_2_1,block_8_1,pipeline_1,unroll_2,1,2,0.868878486551,False
workload_4344.cpp,xcu200-fsgd2104-2-e,3.33,0.11798856,255,1,1,1,5,cyclic_128_1,block_2_1,cyclic_128_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_4,pipeline_1,1,2,0.791379352191,False
workload_4506.cpp,xcu200-fsgd2104-2-e,3.33,0.36281016,266,1,1,1,3,cyclic_128_1,block_32_1,cyclic_128_1,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,1,1.5,0.1840912159,False
workload_4372.cpp,xcu200-fsgd2104-2-e,3.33,0.1341324,203,1,1,1,2,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,1,1.25,0.755908222246,False
workload_4459.cpp,xcu200-fsgd2104-2-e,3.33,0.17260056,245,1,1,1,3,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_8,1,1.5,0.618954684438,False
workload_4485.cpp,xcu200-fsgd2104-2-e,3.33,0.09429228,749,1,1,2,3,cyclic_128_1,block_4_1,block_64_1,cyclic_2_1,block_2_1,block_8_1,pipeline_1,unroll_4,1,1.75,0.884407683661,False
workload_4402.cpp,xcu200-fsgd2104-2-e,3.33,0.09426231,766,1,1,1,2,cyclic_128_1,block_4_1,block_8_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1.25,0.907699545565,False
workload_4353.cpp,xcu200-fsgd2104-2-e,3.33,0.09426231,1023,1,1,1,3,cyclic_128_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,1,1.5,0.894476393066,False
workload_4431.cpp,xcu200-fsgd2104-2-e,3.33,0.09085239,673.5,1,1,1,2,cyclic_128_1,block_8_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,2,1.25,0.921027637889,False
workload_4891.cpp,xcu200-fsgd2104-2-e,3.33,0.11457864,215,1,1,1,4,cyclic_128_1,cyclic_16_1,block_2_1,block_4_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,1,1.75,0.814679110103,False
workload_4440.cpp,xcu200-fsgd2104-2-e,3.33,0.3076254,399,1,1,1,5,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_16,unroll_2,1,2,0.269770567415,False
workload_4424.cpp,xcu200-fsgd2104-2-e,3.33,0.11558763,1667,1,1,3,9,cyclic_128_1,cyclic_8_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_8_1,unroll_64,pipeline_1,1,3.5,0.664784726749,False
workload_4395.cpp,xcu200-fsgd2104-2-e,3.33,0.119214,2106,1,1,3,11,cyclic_16_1,block_128_1,cyclic_64_1,complete_1,cyclic_4_1,block_8_1,unroll_64,pipeline_1,1,4,0.607349646201,False
workload_4463.cpp,xcu200-fsgd2104-2-e,3.33,0.11798856,336,1,1,1,4,cyclic_16_1,block_128_1,cyclic_8_1,block_4_1,block_2_1,block_8_1,unroll_8,pipeline_1,1,1.75,0.802612436148,False
workload_4507.cpp,xcu200-fsgd2104-2-e,3.33,0.11798856,347,1,1,1,4,cyclic_16_1,block_128_1,cyclic_8_1,cyclic_8_1,block_2_1,block_8_1,unroll_8,pipeline_1,1,1.75,0.802612436148,False
workload_4394.cpp,xcu200-fsgd2104-2-e,3.33,0.1181484,137,1,1,1,1,cyclic_16_1,block_16_1,block_64_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,1,1,0.818603110406,False
workload_4347.cpp,xcu200-fsgd2104-2-e,3.33,0.22236408,163,1,1,1,2,cyclic_16_1,block_16_1,block_64_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,1,1.25,0.472179350896,False
workload_4465.cpp,xcu200-fsgd2104-2-e,3.33,0.22215096,127,1,1,1,1,cyclic_16_1,block_16_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,1,1,0.473502470165,False
workload_4462.cpp,xcu200-fsgd2104-2-e,3.33,0.22145832,192,1,1,1,2,cyclic_16_1,block_32_1,block_16_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_4,unroll_4,1,1.25,0.474692785424,False
workload_4400.cpp,xcu200-fsgd2104-2-e,3.33,0.2209788,188,1,1,1,2,cyclic_16_1,block_32_1,block_16_1,cyclic_8_1,complete_1,cyclic_2_1,unroll_4,unroll_4,1,1.25,0.476026829254,False
workload_4498.cpp,xcu200-fsgd2104-2-e,3.33,0.1181484,153,1,1,1,2,cyclic_16_1,block_64_1,block_64_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,1,1.25,0.815239383636,False
workload_4336.cpp,xcu200-fsgd2104-2-e,3.33,0.11758896,357,1,1,1,5,cyclic_16_1,cyclic_128_1,cyclic_128_1,block_4_1,block_8_1,block_8_1,unroll_8,pipeline_1,1,2,0.79271078284,False
workload_4493.cpp,xcu200-fsgd2104-2-e,3.33,0.42813144,195,1,1,1,1,cyclic_16_1,cyclic_16_1,block_16_1,cyclic_8_1,complete_1,cyclic_2_1,unroll_4,unroll_4,1,1,0.120346545255,False
workload_4362.cpp,xcu200-fsgd2104-2-e,3.33,0.11798856,221,1,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_4_1,block_2_1,block_2_1,unroll_8,pipeline_1,1,1.25,0.815842544079,False
workload_4625.cpp,xcu200-fsgd2104-2-e,3.33,0.11457864,156,1,1,1,1,cyclic_16_1,cyclic_32_1,block_2_1,block_4_1,cyclic_2_1,block_4_1,unroll_4,pipeline_1,1,1,0.832434908899,False
workload_4415.cpp,xcu200-fsgd2104-2-e,3.33,0.4303692,186,1,1,1,2,cyclic_16_1,cyclic_64_1,block_64_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,1,1.25,0.11885178586,False
workload_4457.cpp,xcu200-fsgd2104-2-e,3.33,0.43015608,181,1,1,1,2,cyclic_16_1,cyclic_64_1,block_64_1,cyclic_8_1,complete_1,cyclic_2_1,unroll_2,unroll_4,1,1.25,0.118985092756,False
workload_4496.cpp,xcu200-fsgd2104-2-e,3.33,0.07632693,297,1,2,3,4,cyclic_2_1,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,block_4_1,pipeline_1,pipeline_1,1,2.5,0.835682608272,False
workload_4338.cpp,xcu200-fsgd2104-2-e,3.33,0.07632693,293,1,2,3,4,cyclic_2_1,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,1,2.5,0.835682608272,False
workload_4483.cpp,xcu200-fsgd2104-2-e,3.33,0.07632693,297,1,2,3,4,cyclic_2_1,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,1,2.5,0.835682608272,False
workload_4509.cpp,xcu200-fsgd2104-2-e,3.33,0.07721937,205,1,1,2,2,cyclic_2_1,block_16_1,block_64_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,1,1.5,0.940625973573,False
workload_4522.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,127,1,1,1,1,cyclic_2_1,block_2_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1,0.985230271649,False
workload_4480.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,127,1,1,1,1,cyclic_2_1,block_2_1,block_8_1,cyclic_2_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1,0.985230271649,False
workload_4541.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,131,1,1,1,1,cyclic_2_1,block_2_1,block_8_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1,0.985230271649,False
workload_4412.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,127,1,1,1,1,cyclic_2_1,block_2_1,block_8_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1,0.985230271649,False
workload_4788.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,144,1,1,1,1,cyclic_2_1,block_32_1,block_2_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,1,1,0.999885036024,False
workload_4930.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,146,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,1,0.999885036024,False
workload_4795.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,142,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4912.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,145,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4701.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,142,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4520.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,220,1,1,1,2,cyclic_2_1,block_32_1,cyclic_64_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,unroll_4,1,1.25,0.970012482053,False
workload_4439.cpp,xcu200-fsgd2104-2-e,3.33,0.07721937,196,1,1,2,2,cyclic_2_1,block_4_1,block_64_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,1,1.5,0.940625973573,False
workload_4458.cpp,xcu200-fsgd2104-2-e,3.33,0.07721937,195,1,1,2,2,cyclic_2_1,block_4_1,block_64_1,cyclic_8_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,1,1.5,0.940625973573,False
workload_4828.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,116,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4713.cpp,xcu200-fsgd2104-2-e,3.33,0.3315348,138,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,complete_1,block_4_1,unroll_4,unroll_2,1,1,0.231299345663,False
workload_4631.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,117,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,pipeline_1,pipeline_1,1,1,0.999885036024,False
workload_4543.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,116,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4647.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,115,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4906.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,117,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4612.cpp,xcu200-fsgd2104-2-e,3.33,0.07377948,117,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1,0.999885036024,False
workload_4589.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,115,1,1,1,1,cyclic_2_1,block_4_1,cyclic_8_1,block_2_1,cyclic_4_1,block_4_1,pipeline_1,unroll_2,1,1,0.985230271649,False
workload_4494.cpp,xcu200-fsgd2104-2-e,3.33,0.07721937,199,1,1,2,2,cyclic_2_1,block_8_1,block_64_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1.5,0.940625973573,False
workload_4478.cpp,xcu200-fsgd2104-2-e,3.33,0.0771894,194,1,1,1,2,cyclic_2_1,block_8_1,cyclic_128_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,1,1.25,0.970012482053,False
