Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5399.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,76,1,1,2,27,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_16,pipeline_1,1,7.75,0.7834664531,False
workload_5593.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,65,1,1,1,14,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_2,1,4.25,0.892029463665,False
workload_5490.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,72,1,1,1,28,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_2,1,7.75,0.7834664531,False
workload_5294.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,1,1,27,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,1,7.5,0.790955693794,False
workload_5323.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,105,1,1,1,34,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_16,pipeline_1,1,9.25,0.73938800327,False
workload_5223.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,75,1,1,1,28,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_2,1,7.75,0.783466447999,False
workload_5435.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,107,1,1,2,35,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_16,pipeline_1,1,9.75,0.725021660692,False
workload_5354.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,83,1,4,2,2,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_2,1,2.25,0.957656686047,False
workload_5072.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,6,2,3,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_8,pipeline_1,1,3,0.932740408724,False
workload_5259.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,69,1,6,2,3,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,1,3,0.932740408724,False
workload_5279.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,78,1,1,1,27,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_2,pipeline_1,1,7.5,0.790955693794,False
workload_5430.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,78,1,1,2,27,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_2,1,7.75,0.7834664531,False
workload_5328.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,82,1,1,1,27,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,pipeline_1,1,7.5,0.790955693794,False
workload_5413.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,110,1,1,1,34,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_8,unroll_2,unroll_16,pipeline_1,1,9.25,0.739388002821,False
workload_5562.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,14,block_2_1,block_2_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,4.25,0.892029464932,False
workload_5476.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,79,1,1,2,27,block_2_1,block_2_1,cyclic_4_1,block_4_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,7.75,0.7834664531,False
workload_5179.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,81,1,1,1,27,block_2_1,block_2_1,cyclic_4_1,block_8_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,7.5,0.790955693794,False
workload_5418.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,3,5,3,block_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_2,1,3,0.932740408724,False
workload_5530.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,69,1,2,1,2,block_2_1,block_2_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_16,unroll_2,1,1.5,0.982940246657,False
workload_5250.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,2,1,2,block_2_1,block_2_1,cyclic_4_1,cyclic_16_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_2,1,1.5,0.982940246657,False
workload_5409.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,61,1,1,1,14,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,4.25,0.892029464932,False
workload_5618.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,66,1,3,1,2,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_16,unroll_2,1,1.75,0.974471583866,False
workload_5578.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,1,1,14,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,1,4.25,0.892029464932,False
workload_5641.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5646.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5503.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_16,unroll_2,1,1,1,True
workload_5528.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,61,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_2,1,4,0.900090035183,False
workload_5483.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,60,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_16,unroll_2,1,4,0.900090035183,False
workload_5635.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55.5,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,2,2.5,0.949310451019,False
workload_5586.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,56,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,4,2.5,0.949310451019,False
workload_5451.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57.5,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_16,unroll_2,4,1,1,True
workload_5444.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,1,4,0.900090035183,False
workload_5580.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,53,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,2,2.5,0.949310451019,False
workload_5551.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,74,1,1,1,17,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_16,pipeline_1,1,5,0.868092609705,False
workload_5480.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5608.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,59,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5544.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,58,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,4,0.900090035183,False
workload_5213.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,58.5,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,2,4,0.900090035183,False
workload_5475.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,56,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,1,4,0.900090035183,False
workload_5489.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,53,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,4,2.5,0.949310451019,False
workload_5500.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,53.5,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,4,2.5,0.949310451019,False
workload_5626.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,1,1,17,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_16,pipeline_1,1,5,0.868092609705,False
workload_5517.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_2,1,1,1,True
workload_5494.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,56,1,1,1,11,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,1,3.5,0.916333603445,False
workload_5668.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_32,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5659.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_32,unroll_2,unroll_16,unroll_2,1,1,1,True
workload_5296.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,59,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,pipeline_1,1,4,0.900090035183,False
workload_5509.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54.5,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,pipeline_1,2,2.5,0.949310451019,False
workload_5561.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,unroll_2,3,2.5,0.949310451019,False
workload_5637.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54.5,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_16,unroll_2,2,1,1,True
workload_5473.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,3,2.5,0.949310451019,False
workload_5622.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5575.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,74,1,1,1,17,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,1,5,0.868092609705,False
workload_5595.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5615.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5572.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,56,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_2,unroll_16,unroll_2,1,1,1,True
workload_5419.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,1,4,0.900090035183,False
workload_5404.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,1,4,0.900090035183,False
workload_5510.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,52,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5647.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,59,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5675.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_64,unroll_2,unroll_16,unroll_2,1,1,1,True
workload_5437.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,58,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,4,0.900090035183,False
workload_5365.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,1,4,0.900090035183,False
workload_5341.cpp,xcu200-fsgd2104-2-e,3.33,0.020481165,59.5,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_16,pipeline_1,2,4,0.900090032078,False
workload_5433.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,2,4,0.900090035183,False
workload_5498.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,57.5,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,2,4,0.900090035183,False
workload_5271.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,53.5,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,4,2.5,0.949310451019,False
workload_5353.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,53,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,3,2.5,0.949310451019,False
workload_5360.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,74,1,1,1,17,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,1,5,0.868092609705,False
workload_5563.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54.5,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_16,unroll_2,2,1,1,True
workload_5607.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,56,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5513.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,60.5,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_2,pipeline_1,pipeline_1,2,2.5,0.949310451019,False
workload_5632.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,61,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_2,unroll_16,unroll_2,1,1,1,True
workload_5584.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55.5,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline_1,2,2.5,0.949310451019,False
workload_5569.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,55,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5619.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,56,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_32,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5674.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,54,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_32,unroll_2,pipeline_1,unroll_2,1,2.5,0.949310451019,False
workload_5335.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,66,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,1,4,0.900090035183,False
workload_5621.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,53,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,1,2.5,0.949310451019,False
workload_5583.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,1,1,17,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_16,pipeline_1,1,5,0.868092609705,False
workload_5445.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,58,1,1,1,11,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,3.5,0.916333603445,False
