Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
stencil3d_4771.c,xcu200-fsgd2104-2-e,3.33,0.07429563,342,1,17,4,8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_31,unroll_15,1,7.5,0.748896083631,False
stencil3d_4687.c,xcu200-fsgd2104-2-e,3.33,0.07419573,374,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_15,3,14.75,0.524820824608,False
stencil3d_4715.c,xcu200-fsgd2104-2-e,3.33,0.07429563,372,1,32,8,12,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_2,unroll_15,1,13.25,0.552302606519,False
stencil3d_4602.c,xcu200-fsgd2104-2-e,3.33,0.07429563,421,1,17,4,8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,unroll_31,unroll_15,1,7.5,0.748896083631,False
stencil3d_4576.c,xcu200-fsgd2104-2-e,3.33,0.07419573,347,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_15,1,14.75,0.524820824608,False
stencil3d_4689.c,xcu200-fsgd2104-2-e,3.33,0.07429563,321,1,32,8,12,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_2,unroll_15,1,13.25,0.552302606519,False
stencil3d_4599.c,xcu200-fsgd2104-2-e,3.33,0.07419573,328,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_15,1,14.75,0.524820824608,False
stencil3d_4731.c,xcu200-fsgd2104-2-e,3.33,0.07419573,322,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_31,pipeline_1,1,14.75,0.524820824608,False
stencil3d_4764.c,xcu200-fsgd2104-2-e,3.33,0.07429563,355,1,17,4,8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_31,unroll_15,1,7.5,0.748896083631,False
stencil3d_4679.c,xcu200-fsgd2104-2-e,3.33,0.07419573,329,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_15,1,14.75,0.524820824608,False
stencil3d_4487.c,xcu200-fsgd2104-2-e,3.33,0.07419573,381,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_15,3,14.75,0.524820824608,False
stencil3d_4653.c,xcu200-fsgd2104-2-e,3.33,0.07429563,355,1,32,8,12,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_15,1,13.25,0.552302606519,False
stencil3d_4808.c,xcu200-fsgd2104-2-e,3.33,0.07419573,375,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_31,unroll_2,1,14.75,0.524820824608,False
stencil3d_4654.c,xcu200-fsgd2104-2-e,3.33,0.07419573,350,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_31,unroll_4,1,14.75,0.524820824608,False
stencil3d_4688.c,xcu200-fsgd2104-2-e,3.33,0.07419573,386,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline_1,1,14.75,0.524820824608,False
stencil3d_4651.c,xcu200-fsgd2104-2-e,3.33,0.07419573,330,1,36,9,13,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_15,1,14.75,0.524820824608,False
stencil3d_4698.c,xcu200-fsgd2104-2-e,3.33,0.11644677,41,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,1,0.858687801831,False
stencil3d_4721.c,xcu200-fsgd2104-2-e,3.33,0.10101222,54,1,2,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_15,1,1.25,0.934800634699,False
stencil3d_4578.c,xcu200-fsgd2104-2-e,3.33,0.11644677,46,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_15,1,1,0.858687801831,False
stencil3d_4579.c,xcu200-fsgd2104-2-e,3.33,0.11644677,46,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_15,1,1,0.858687801831,False
stencil3d_4515.c,xcu200-fsgd2104-2-e,3.33,0.11644677,42,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_4,1,1,0.858687801831,False
stencil3d_4657.c,xcu200-fsgd2104-2-e,3.33,0.11644677,43,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_15,3,1,0.858687801831,False
stencil3d_4634.c,xcu200-fsgd2104-2-e,3.33,0.10101222,48,1,2,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_15,3,1.25,0.934800634699,False
stencil3d_4393.c,xcu200-fsgd2104-2-e,3.33,0.15908742,447,1,1,3,12,pipeline_1,pipeline_1,pipeline_1,unroll_31,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,1,4.25,0.484134819267,False
stencil3d_4367.c,xcu200-fsgd2104-2-e,3.33,0.15908742,491,1,1,3,12,pipeline_1,pipeline_1,pipeline_1,unroll_31,unroll_2,unroll_2,unroll_4,unroll_8,pipeline_1,1,4.25,0.484134819267,False
stencil3d_4738.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4661.c,xcu200-fsgd2104-2-e,3.33,0.1091241,50,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_31,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4754.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1,0.926590812474,False
stencil3d_4663.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4538.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,2,1,0.926590812474,False
stencil3d_4601.c,xcu200-fsgd2104-2-e,3.33,0.24475833,39,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_4,1,1,0.140309688082,False
stencil3d_4719.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4758.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_4,1,1,0.926590812474,False
stencil3d_4498.c,xcu200-fsgd2104-2-e,3.33,0.1091241,50,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_15,5,1,0.926590812474,False
stencil3d_4425.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,5,1,0.926590812474,False
stencil3d_4744.c,xcu200-fsgd2104-2-e,3.33,0.18307674,151,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_31,pipeline_1,1,2,0.371861386923,False
stencil3d_4733.c,xcu200-fsgd2104-2-e,3.33,0.07401258,1338.5,1,62,14,25,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_31,unroll_15,2,25.5,0.276612302432,False
stencil3d_4709.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4724.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,1,1,0.926590812474,False
stencil3d_4767.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_31,pipeline_1,pipeline_1,1,1,0.926590812474,False
stencil3d_4743.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1,0.926590812474,False
stencil3d_4734.c,xcu200-fsgd2104-2-e,3.33,0.07401258,1280,1,62,14,25,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_16,pipeline_1,unroll_31,unroll_15,1,25.5,0.276612302432,False
stencil3d_4647.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4714.c,xcu200-fsgd2104-2-e,3.33,0.1091241,49,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1,0.926590812474,False
stencil3d_4617.c,xcu200-fsgd2104-2-e,3.33,0.1091241,49,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4665.c,xcu200-fsgd2104-2-e,3.33,0.1091241,49,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,2,1,0.926590812474,False
stencil3d_4622.c,xcu200-fsgd2104-2-e,3.33,0.1091241,52.5,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_15,2,1,0.926590812474,False
stencil3d_4670.c,xcu200-fsgd2104-2-e,3.33,0.1091241,56,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4539.c,xcu200-fsgd2104-2-e,3.33,0.1091241,52,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_4,1,1,0.926590812474,False
stencil3d_4676.c,xcu200-fsgd2104-2-e,3.33,0.1091241,51.5,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline_1,2,1,0.926590812474,False
stencil3d_4580.c,xcu200-fsgd2104-2-e,3.33,0.1091241,56,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_15,1,1,0.926590812474,False
stencil3d_4666.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_4,1,1,0.926590812474,False
stencil3d_4747.c,xcu200-fsgd2104-2-e,3.33,0.20839473,37,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,unroll_2,pipeline_1,1,1,0.252701696244,False
stencil3d_4712.c,xcu200-fsgd2104-2-e,3.33,0.1091241,51,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_4,pipeline_1,unroll_4,1,1,0.926590812474,False
stencil3d_4686.c,xcu200-fsgd2104-2-e,3.33,0.09448542,66,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.998284069204,False
stencil3d_4595.c,xcu200-fsgd2104-2-e,3.33,0.09448542,66,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.998284069204,False
stencil3d_4664.c,xcu200-fsgd2104-2-e,3.33,0.09448542,74,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_15,1,1.25,0.998284069204,False
stencil3d_4702.c,xcu200-fsgd2104-2-e,3.33,0.09448542,67,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.998284069204,False
stencil3d_4729.c,xcu200-fsgd2104-2-e,3.33,0.09448542,76,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_15,1,1.25,0.998284069204,False
stencil3d_4628.c,xcu200-fsgd2104-2-e,3.33,0.09448542,78,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_15,1,1.25,0.998284069204,False
stencil3d_4454.c,xcu200-fsgd2104-2-e,3.33,0.07742916,376,1,17,4,8,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_31,unroll_15,1,7.5,0.740235565587,False
stencil3d_4632.c,xcu200-fsgd2104-2-e,3.33,0.07653006,326,1,36,9,13,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,1,14.75,0.52177941615,False
stencil3d_4801.c,xcu200-fsgd2104-2-e,3.33,0.07478181,417,1,17,4,8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_31,unroll_15,1,7.5,0.747592475205,False
stencil3d_4556.c,xcu200-fsgd2104-2-e,3.33,0.07732926,341,1,36,9,13,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_4,1,14.75,0.519949773211,False
stencil3d_4675.c,xcu200-fsgd2104-2-e,3.33,0.07468191,329,1,36,9,13,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_31,unroll_4,1,14.75,0.524669475595,False
stencil3d_4461.c,xcu200-fsgd2104-2-e,3.33,0.10959363,119,1,6,1,4,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_15,1,3,0.825257026613,False
stencil3d_4364.c,xcu200-fsgd2104-2-e,3.33,0.24930378,40,1,1,1,1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_4,1,1,0.131337004725,False
stencil3d_4699.c,xcu200-fsgd2104-2-e,3.33,0.10150173,44,1,2,1,1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_15,1,1.25,0.930133151993,False
stencil3d_4626.c,xcu200-fsgd2104-2-e,3.33,0.10150173,47,1,2,1,1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_15,1,1.25,0.930133151993,False
stencil3d_4362.c,xcu200-fsgd2104-2-e,3.33,0.2681982,160,1,1,1,2,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_4,1,1.25,0.106130144754,False
stencil3d_4641.c,xcu200-fsgd2104-2-e,3.33,0.09457533,81,1,1,1,3,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_31,pipeline_1,unroll_4,1,1.5,0.979796256528,False
stencil3d_4548.c,xcu200-fsgd2104-2-e,3.33,0.09682308,68,1,1,1,2,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1.25,0.975279259016,False
stencil3d_4637.c,xcu200-fsgd2104-2-e,3.33,0.19540773,194,1,1,1,1,pipeline_1,pipeline_1,unroll_31,unroll_2,pipeline_1,unroll_4,unroll_31,unroll_2,pipeline_1,1,1,0.310336936904,False
stencil3d_4960.c,xcu200-fsgd2104-2-e,3.33,0.0745587,359,1,17,4,8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_31,unroll_15,1,7.5,0.748192510492,False
stencil3d_4590.c,xcu200-fsgd2104-2-e,3.33,0.07425567,341,1,36,9,14,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_31,unroll_31,pipeline_1,1,15,0.511261250008,False
stencil3d_4655.c,xcu200-fsgd2104-2-e,3.33,0.07688637,328,1,36,9,13,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_31,pipeline_1,1,14.75,0.520988178555,False
stencil3d_4376.c,xcu200-fsgd2104-2-e,3.33,0.07435557,373,1,17,4,9,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_31,unroll_31,unroll_15,1,7.75,0.733230967152,False
stencil3d_4969.c,xcu200-fsgd2104-2-e,3.33,0.0745587,359,1,17,4,8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_31,unroll_15,1,7.5,0.748192510492,False
stencil3d_4964.c,xcu200-fsgd2104-2-e,3.33,0.11671317,45,1,1,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_15,1,1,0.856269794901,False
stencil3d_4524.c,xcu200-fsgd2104-2-e,3.33,0.19553427,85,1,1,1,2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_31,pipeline_1,1,1.25,0.309722692569,False
stencil3d_4426.c,xcu200-fsgd2104-2-e,3.33,0.24623019,56,1,1,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_31,unroll_4,unroll_4,1,1,0.137280743818,False
stencil3d_4445.c,xcu200-fsgd2104-2-e,3.33,0.23454522,158,1,1,1,2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_31,unroll_4,1,1.25,0.164582976676,False
stencil3d_4409.c,xcu200-fsgd2104-2-e,3.33,0.24643332,44,1,1,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_4,1,1,0.136872010774,False
stencil3d_4643.c,xcu200-fsgd2104-2-e,3.33,0.11651004,52,1,1,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_31,pipeline_1,pipeline_1,1,1,0.858113186569,False
stencil3d_4583.c,xcu200-fsgd2104-2-e,3.33,0.11671317,42,1,1,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1,0.856269794901,False
stencil3d_4668.c,xcu200-fsgd2104-2-e,3.33,0.11671317,42,1,1,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1,0.856269794901,False
stencil3d_4806.c,xcu200-fsgd2104-2-e,3.33,0.07430562,583,1,36,8,15,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_31,unroll_15,1,15,0.51127379097,False
stencil3d_4898.c,xcu200-fsgd2104-2-e,3.33,0.10127862,51,1,2,1,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_15,1,1.25,0.93225888524,False
stencil3d_4773.c,xcu200-fsgd2104-2-e,3.33,0.07407585,1294,1,59,14,25,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_31,unroll_31,unroll_15,1,24.75,0.294832025624,False
stencil3d_4694.c,xcu200-fsgd2104-2-e,3.33,0.07407585,1411,1,59,14,25,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_31,unroll_31,unroll_15,1,24.75,0.294832025624,False
stencil3d_4772.c,xcu200-fsgd2104-2-e,3.33,0.07427898,1381,1,65,15,26,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_16,pipeline_1,unroll_31,unroll_15,1,26.75,0.234941616565,False
stencil3d_4404.c,xcu200-fsgd2104-2-e,3.33,0.26189451,159,1,1,1,2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_31,unroll_2,1,1.25,0.112372619684,False
stencil3d_4383.c,xcu200-fsgd2104-2-e,3.33,0.26797509,173,1,1,1,2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_4,1,1.25,0.106314050786,False
stencil3d_4844.c,xcu200-fsgd2104-2-e,3.33,0.07401924,328,1,36,9,13,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_15,3,14.75,0.524782835233,False
stencil3d_4829.c,xcu200-fsgd2104-2-e,3.33,0.07401924,350,1,36,9,13,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_4,2,14.75,0.524782835233,False
stencil3d_4912.c,xcu200-fsgd2104-2-e,3.33,0.07411914,363,1,17,4,8,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_31,unroll_15,1,7.5,1,True
stencil3d_5015.c,xcu200-fsgd2104-2-e,3.33,0.07401924,383,1,36,9,13,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_31,unroll_4,1,14.75,0.524782835233,False
stencil3d_4760.c,xcu200-fsgd2104-2-e,3.33,0.07421571,427,1,36,9,14,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_16,unroll_31,unroll_31,unroll_2,1,15,0.511249705731,False
stencil3d_4877.c,xcu200-fsgd2104-2-e,3.33,0.07401924,391,1,36,9,13,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_15,1,14.75,0.524782835233,False
stencil3d_5013.c,xcu200-fsgd2104-2-e,3.33,0.07401924,380,1,36,9,13,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,14.75,0.524782835233,False
stencil3d_4999.c,xcu200-fsgd2104-2-e,3.33,0.07411914,405,1,17,4,8,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_31,unroll_15,1,7.5,1,True
stencil3d_5002.c,xcu200-fsgd2104-2-e,3.33,0.07401924,374,1,36,9,13,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_15,1,14.75,0.524782835233,False
stencil3d_4751.c,xcu200-fsgd2104-2-e,3.33,0.07421571,410,1,36,9,14,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_31,pipeline_1,unroll_15,1,15,0.511249705731,False
