Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Replicate_Count,Area,Weight,is_pareto
workload_4674.cpp,xcu200-fsgd2104-2-e,3.33,572.58066285,144,3,1,1,2,block_2_1,block_16_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.75,0.862239075885,False
workload_4610.cpp,xcu200-fsgd2104-2-e,3.33,628.25783661,418,2,1,10,10,block_2_1,block_16_1,block_8_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,1,5.75,0.320596880704,False
workload_4620.cpp,xcu200-fsgd2104-2-e,3.33,5672.51844669,367,3,1,1,4,block_2_1,block_16_1,cyclic_16_1,unroll_16,unroll_2,unroll_2,unroll_2,unroll_8,1,2.25,0.123330153127,False
workload_4673.cpp,xcu200-fsgd2104-2-e,3.33,5691.71965293,716,3,1,3,7,block_2_1,block_16_1,cyclic_16_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_2,1,3.5,0.114528350532,False
workload_4633.cpp,xcu200-fsgd2104-2-e,3.33,572.41757277,205,2,1,5,5,block_2_1,block_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,1,3.25,0.621031631034,False
workload_4553.cpp,xcu200-fsgd2104-2-e,3.33,572.41698669,227,2,1,5,5,block_2_1,block_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,3.25,0.621031631242,False
workload_4738.cpp,xcu200-fsgd2104-2-e,3.33,572.41645389,266,2,1,5,5,block_2_1,block_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_8,1,3.25,0.621031631431,False
workload_4438.cpp,xcu200-fsgd2104-2-e,3.33,572.41751616,819,2,1,7,10,block_2_1,block_2_1,block_2_1,unroll_16,unroll_32,pipeline_1,unroll_2,unroll_2,1,5,0.397439755706,False
workload_4876.cpp,xcu200-fsgd2104-2-e,3.33,573.23595357,85,2,1,1,1,block_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1,1.25,0.952800831335,False
workload_4767.cpp,xcu200-fsgd2104-2-e,3.33,5622.75775719,833,2,1,5,10,block_2_1,block_2_1,block_2_1,unroll_32,unroll_16,unroll_2,unroll_4,unroll_2,1,4.5,0.108869253495,False
workload_4625.cpp,xcu200-fsgd2104-2-e,3.33,572.39029341,341,2,1,10,9,block_2_1,block_2_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,1,5.5,0.344992879055,False
workload_4706.cpp,xcu200-fsgd2104-2-e,3.33,572.39008029,346,2,1,10,9,block_2_1,block_2_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_2,1,5.5,0.34499287908,False
workload_4601.cpp,xcu200-fsgd2104-2-e,3.33,572.38970733,361,2,1,10,9,block_2_1,block_2_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,1,5.5,0.344992879125,False
workload_4722.cpp,xcu200-fsgd2104-2-e,3.33,5628.43153773,1518,2,1,6,11,block_2_1,block_2_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_8,unroll_2,1,5,0.10509484321,False
workload_4608.cpp,xcu200-fsgd2104-2-e,3.33,572.3902368,956,2,1,12,15,block_2_1,block_2_1,block_2_1,unroll_32,unroll_32,pipeline_1,unroll_2,unroll_2,1,7.5,0.186034403367,False
workload_4786.cpp,xcu200-fsgd2104-2-e,3.33,572.58120231,255,2,1,2,4,block_2_1,block_2_1,block_2_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_2,1,2.25,0.776753997459,False
workload_4586.cpp,xcu200-fsgd2104-2-e,3.33,572.58124893,104.5,2,1,1,1,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,2,1.25,0.952804060856,False
workload_4785.cpp,xcu200-fsgd2104-2-e,3.33,572.58071613,128.5,2,1,1,2,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,2,1.5,0.906887143374,False
workload_4770.cpp,xcu200-fsgd2104-2-e,3.33,572.58103581,113,2,1,1,2,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,1,1.5,0.906887142696,False
workload_4758.cpp,xcu200-fsgd2104-2-e,3.33,572.58050301,140,2,1,1,2,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_8,1,1.5,0.906887143826,False
workload_4662.cpp,xcu200-fsgd2104-2-e,3.33,572.58066285,129,2,1,1,2,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.5,0.906887143487,False
workload_4513.cpp,xcu200-fsgd2104-2-e,3.33,572.58013005,157.5,2,1,1,2,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_8,2,1.5,0.906887144618,False
workload_4690.cpp,xcu200-fsgd2104-2-e,3.33,5494.45977693,111,2,1,1,1,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,1,1.25,0.136020329715,False
workload_4734.cpp,xcu200-fsgd2104-2-e,3.33,5494.45924413,140,2,1,1,1,block_2_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_8,1,1.25,0.136020360848,False
workload_4568.cpp,xcu200-fsgd2104-2-e,3.33,572.58119232,645,2,1,3,7,block_2_1,block_2_1,block_2_1,unroll_4,unroll_32,pipeline_1,unroll_2,unroll_2,1,3.25,0.621031571036,False
workload_4380.cpp,xcu200-fsgd2104-2-e,3.33,5787.76739904,1373,2,1,5,11,block_2_1,block_2_1,block_2_1,unroll_4,unroll_32,unroll_16,unroll_2,unroll_2,1,4.75,0.103664213572,False
workload_4572.cpp,xcu200-fsgd2104-2-e,3.33,5787.76718592,1781,2,1,7,14,block_2_1,block_2_1,block_2_1,unroll_4,unroll_32,unroll_16,unroll_4,unroll_2,1,6,0.1,False
workload_4529.cpp,xcu200-fsgd2104-2-e,3.33,5745.86630208,851,2,1,4,9,block_2_1,block_2_1,block_2_1,unroll_4,unroll_32,unroll_8,unroll_2,unroll_2,1,4,0.10922201122,False
workload_4741.cpp,xcu200-fsgd2104-2-e,3.33,572.58122229,122,2,1,1,2,block_2_1,block_2_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,1,1.5,0.9068871423,False
workload_4596.cpp,xcu200-fsgd2104-2-e,3.33,572.41752615,403,3,1,6,7,block_2_1,block_2_1,block_4_1,unroll_16,unroll_16,pipeline_1,unroll_2,unroll_2,1,4.25,0.485640511885,False
workload_4583.cpp,xcu200-fsgd2104-2-e,3.33,572.41731303,534,3,1,7,9,block_2_1,block_2_1,block_4_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_2,1,5,0.397439755737,False
workload_4847.cpp,xcu200-fsgd2104-2-e,3.33,572.38970733,373,3,1,10,9,block_2_1,block_2_1,block_4_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,1,5.75,0.320675527316,False
workload_4700.cpp,xcu200-fsgd2104-2-e,3.33,572.58013005,167.5,3,1,1,2,block_2_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_8,2,1.75,0.862239076617,False
workload_4600.cpp,xcu200-fsgd2104-2-e,3.33,572.41735965,242,3,1,5,6,block_2_1,block_32_1,block_4_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,1,3.75,0.550794631872,False
workload_4413.cpp,xcu200-fsgd2104-2-e,3.33,628.28544231,950,3,1,7,13,block_2_1,block_32_1,cyclic_16_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_2,1,6,0.297558128518,False
workload_4366.cpp,xcu200-fsgd2104-2-e,3.33,628.28546229,342,3,1,5,7,block_2_1,block_32_1,cyclic_16_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_2,1,4,0.517410783991,False
workload_4557.cpp,xcu200-fsgd2104-2-e,3.33,5672.51839341,557,3,1,2,6,block_2_1,block_32_1,cyclic_16_1,unroll_16,unroll_4,unroll_2,unroll_8,unroll_2,1,3,0.118858281776,False
workload_4422.cpp,xcu200-fsgd2104-2-e,3.33,4275.81550773,652,3,1,3,8,block_2_1,block_32_1,cyclic_16_1,unroll_16,unroll_4,unroll_4,unroll_4,unroll_2,1,3.75,0.198675731694,False
workload_4549.cpp,xcu200-fsgd2104-2-e,3.33,628.25837607,897,3,1,11,15,block_2_1,block_32_1,cyclic_16_1,unroll_32,unroll_16,pipeline_1,unroll_2,unroll_2,1,7.5,0.185998516284,False
workload_4537.cpp,xcu200-fsgd2104-2-e,3.33,572.41757277,201,3,1,5,4,block_2_1,block_4_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,1,3.25,0.621031631034,False
workload_4712.cpp,xcu200-fsgd2104-2-e,3.33,572.41698669,228,3,1,5,5,block_2_1,block_4_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,3.5,0.585277772842,False
workload_4681.cpp,xcu200-fsgd2104-2-e,3.33,572.41701333,293,3,1,5,5,block_2_1,block_4_1,block_2_1,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_8,1,3.5,0.585277772833,False
workload_4960.cpp,xcu200-fsgd2104-2-e,3.33,573.23536749,112,3,1,1,1,block_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.5,0.906885572944,False
workload_4660.cpp,xcu200-fsgd2104-2-e,3.33,572.38954749,387,3,1,10,9,block_2_1,block_4_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_8,1,5.75,0.320675527333,False
workload_4731.cpp,xcu200-fsgd2104-2-e,3.33,4887.74294109,1304,3,1,6,11,block_2_1,block_4_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_2,unroll_2,1,5.25,0.124824599223,False
workload_4675.cpp,xcu200-fsgd2104-2-e,3.33,572.58071613,129,3,1,1,2,block_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,1,1.75,0.862239075811,False
workload_4720.cpp,xcu200-fsgd2104-2-e,3.33,572.58050301,134,3,1,1,2,block_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_8,1,1.75,0.862239076104,False
workload_4637.cpp,xcu200-fsgd2104-2-e,3.33,572.58066285,128,3,1,1,2,block_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.75,0.862239075885,False
workload_4644.cpp,xcu200-fsgd2104-2-e,3.33,4862.45044557,212,3,1,1,2,block_2_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll_8,1,1.75,0.180226604736,False
workload_4779.cpp,xcu200-fsgd2104-2-e,3.33,572.58100917,139,3,1,1,2,block_2_1,block_4_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,1,1.75,0.862239075408,False
workload_4823.cpp,xcu200-fsgd2104-2-e,3.33,572.47187175,398,3,1,4,7,block_2_1,block_4_1,block_2_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_2,1,3.75,0.550794617003,False
workload_4965.cpp,xcu200-fsgd2104-2-e,3.33,573.23595357,90,3,1,1,1,block_2_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1,1.5,0.906885571376,False
workload_4883.cpp,xcu200-fsgd2104-2-e,3.33,628.28511597,250,2,1,5,5,block_2_1,block_4_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,3.25,0.620776366237,False
workload_4909.cpp,xcu200-fsgd2104-2-e,3.33,629.10408285,92,2,1,1,1,block_2_1,block_4_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1,1.25,0.949875724983,False
workload_4976.cpp,xcu200-fsgd2104-2-e,3.33,629.10381312,1598,2,1,4,11,block_2_1,block_4_1,block_8_1,unroll_2,unroll_32,pipeline_1,unroll_4,unroll_2,1,4.5,0.454830211454,False
workload_4487.cpp,xcu200-fsgd2104-2-e,3.33,628.28516925,265,3,1,5,5,block_2_1,block_4_1,cyclic_16_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,1,3.5,0.585056038189,False
workload_4526.cpp,xcu200-fsgd2104-2-e,3.33,572.41731303,945,3,1,7,15,block_2_1,block_64_1,block_2_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_2,1,6.5,0.25534782684,False
workload_4350.cpp,xcu200-fsgd2104-2-e,3.33,572.41698669,342,3,1,5,7,block_2_1,block_64_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,4,0.517582211119,False
workload_4501.cpp,xcu200-fsgd2104-2-e,3.33,4532.45938029,774,3,1,3,8,block_2_1,block_64_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,1,3.75,0.177477798947,False
workload_4551.cpp,xcu200-fsgd2104-2-e,3.33,572.39003367,1292,3,1,12,20,block_2_1,block_64_1,block_2_1,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_2,1,9,0.120186073131,False
workload_4597.cpp,xcu200-fsgd2104-2-e,3.33,572.38970733,554,3,1,10,12,block_2_1,block_64_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,1,6.5,0.255347829012,False
workload_4575.cpp,xcu200-fsgd2104-2-e,3.33,572.58103581,164,3,1,1,3,block_2_1,block_64_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,1,2,0.818861266544,False
workload_4494.cpp,xcu200-fsgd2104-2-e,3.33,572.41731303,999,3,1,7,15,block_2_1,block_64_1,block_4_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_2,1,6.5,0.25534782684,False
workload_4581.cpp,xcu200-fsgd2104-2-e,3.33,572.41757277,275,3,1,5,6,block_2_1,block_64_1,block_4_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,1,3.75,0.550794631815,False
workload_4421.cpp,xcu200-fsgd2104-2-e,3.33,572.41698669,349,3,1,5,7,block_2_1,block_64_1,block_4_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,4,0.517582211119,False
workload_4533.cpp,xcu200-fsgd2104-2-e,3.33,572.39003367,1349,3,1,12,20,block_2_1,block_64_1,block_4_1,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_2,1,9,0.120186073131,False
workload_4466.cpp,xcu200-fsgd2104-2-e,3.33,628.28511597,392,3,1,5,8,block_2_1,block_64_1,cyclic_16_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,4.25,0.485488440269,False
workload_4652.cpp,xcu200-fsgd2104-2-e,3.33,628.28458317,512,3,1,5,9,block_2_1,block_64_1,cyclic_16_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_8,1,4.5,0.454834056634,False
workload_4894.cpp,xcu200-fsgd2104-2-e,3.33,628.44879213,174,2,1,1,2,block_2_1,block_8_1,block_16_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.5,0.905461107605,False
workload_4629.cpp,xcu200-fsgd2104-2-e,3.33,572.41757277,212,1,1,5,5,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,1,3,0.658056203208,False
workload_4594.cpp,xcu200-fsgd2104-2-e,3.33,572.41698669,230,1,1,5,5,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,3,0.658056203449,False
workload_4938.cpp,xcu200-fsgd2104-2-e,3.33,4223.43879021,499,1,1,3,6,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,1,2.75,0.228853545472,False
workload_4885.cpp,xcu200-fsgd2104-2-e,3.33,5424.65163495,370,1,1,2,5,block_2_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_2,1,2.25,0.136257423007,False
workload_4996.cpp,xcu200-fsgd2104-2-e,3.33,573.23574045,101,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,1,1,0.999075206831,False
workload_4813.cpp,xcu200-fsgd2104-2-e,3.33,573.23536749,120,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_2,1,1,0.999075315768,False
workload_4936.cpp,xcu200-fsgd2104-2-e,3.33,573.23515437,127,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,1,1.25,0.952800835731,False
workload_4826.cpp,xcu200-fsgd2104-2-e,3.33,5424.65168157,104,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_4,unroll_2,1,1,0.140385354927,False
workload_4776.cpp,xcu200-fsgd2104-2-e,3.33,5424.65130861,122,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_2,1,1,0.140385378016,False
workload_4580.cpp,xcu200-fsgd2104-2-e,3.33,572.39003367,679,1,1,12,13,block_2_1,block_8_1,block_2_1,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_2,1,6.75,0.236113382484,False
workload_4540.cpp,xcu200-fsgd2104-2-e,3.33,572.39008029,350,1,1,10,9,block_2_1,block_8_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_2,1,5.25,0.370580956696,False
workload_4626.cpp,xcu200-fsgd2104-2-e,3.33,572.38970733,389,1,1,10,9,block_2_1,block_8_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,1,5.25,0.370580956746,False
workload_4837.cpp,xcu200-fsgd2104-2-e,3.33,5635.85189661,575,1,1,3,6,block_2_1,block_8_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_4,unroll_2,1,2.75,0.122120439842,False
workload_4824.cpp,xcu200-fsgd2104-2-e,3.33,572.39005365,389,1,1,10,10,block_2_1,block_8_1,block_2_1,unroll_32,unroll_4,pipeline_1,unroll_4,unroll_2,1,5.5,0.344992879084,False
workload_4806.cpp,xcu200-fsgd2104-2-e,3.33,572.58098919,380,1,1,3,6,block_2_1,block_8_1,block_2_1,unroll_4,unroll_16,pipeline_1,unroll_4,unroll_2,1,2.75,0.696351400903,False
workload_4877.cpp,xcu200-fsgd2104-2-e,3.33,572.58066285,1738,1,1,3,6,block_2_1,block_8_1,block_2_1,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_2,1,2.75,0.696351401073,False
workload_4842.cpp,xcu200-fsgd2104-2-e,3.33,572.58124893,104,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1,1,0.999266387346,False
workload_4992.cpp,xcu200-fsgd2104-2-e,3.33,572.58071613,138,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,1,1.25,0.95280406318,False
workload_4631.cpp,xcu200-fsgd2104-2-e,3.33,572.58103581,115,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,1,1.25,0.952804061786,False
workload_4648.cpp,xcu200-fsgd2104-2-e,3.33,572.58066285,135,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.25,0.952804063413,False
workload_4614.cpp,xcu200-fsgd2104-2-e,3.33,3749.45346333,555,1,1,3,6,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_16,unroll_4,unroll_2,1,2.75,0.283324439287,False
workload_4698.cpp,xcu200-fsgd2104-2-e,3.33,5536.36028781,142,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_8,unroll_2,1,1.25,0.133613581428,False
workload_4752.cpp,xcu200-fsgd2104-2-e,3.33,572.58100917,145,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,1,1.25,0.952804061902,False
workload_4892.cpp,xcu200-fsgd2104-2-e,3.33,572.47213149,140,1,1,2,3,block_2_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,1,1.75,0.862239221898,False
workload_4929.cpp,xcu200-fsgd2104-2-e,3.33,5616.65708397,190,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,1,1.25,0.129233830816,False
workload_4904.cpp,xcu200-fsgd2104-2-e,3.33,628.28570205,260,2,1,5,5,block_2_1,block_8_1,block_32_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,1,3.25,0.620776361091,False
workload_4912.cpp,xcu200-fsgd2104-2-e,3.33,572.58124893,107,2,1,1,1,block_2_1,block_8_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1,1.25,0.952804060856,False
workload_4834.cpp,xcu200-fsgd2104-2-e,3.33,572.58103581,117,2,1,1,2,block_2_1,block_8_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,1,1.5,0.906887142696,False
workload_4663.cpp,xcu200-fsgd2104-2-e,3.33,572.58066285,136,2,1,1,2,block_2_1,block_8_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,1.5,0.906887143487,False
workload_4639.cpp,xcu200-fsgd2104-2-e,3.33,4129.18236765,257,2,1,1,3,block_2_1,block_8_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_2,unroll_2,1,1.75,0.256264832092,False
workload_4819.cpp,xcu200-fsgd2104-2-e,3.33,628.44935157,328,2,1,1,3,block_2_1,block_8_1,block_64_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,1,1.75,0.861310886848,False
workload_4719.cpp,xcu200-fsgd2104-2-e,3.33,628.28570205,212,1,1,5,5,block_2_1,block_8_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,1,3,0.657759030147,False
workload_4861.cpp,xcu200-fsgd2104-2-e,3.33,628.28567541,240,1,1,5,5,block_2_1,block_8_1,block_8_1,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_2,1,3,0.65775903042,False
workload_4872.cpp,xcu200-fsgd2104-2-e,3.33,629.10408285,94,1,1,1,1,block_2_1,block_8_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1,1,0.982830676278,False
