Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5314.cpp,xcu200-fsgd2104-2-e,3.33,37.41876378,871,1,1,3,7,block_128_1,block_32_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_32,unroll_8,unroll_4,pipeline_1,1,3,0.862562044805,False
workload_5554.cpp,xcu200-fsgd2104-2-e,3.33,37.39731858,231,1,1,2,3,block_128_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.947790322492,False
workload_5484.cpp,xcu200-fsgd2104-2-e,3.33,37.42078842,238,1,1,2,3,block_128_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,unroll_4,pipeline_1,1,1.75,0.947761009329,False
workload_5274.cpp,xcu200-fsgd2104-2-e,3.33,37.41839082,774,1,1,3,7,block_128_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_4,pipeline_1,1,3,0.862562486815,False
workload_5413.cpp,xcu200-fsgd2104-2-e,3.33,37.47473442,1060,1,1,2,5,block_128_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_32,unroll_8,unroll_2,pipeline_1,1,2.25,0.880657736049,False
workload_5399.cpp,xcu200-fsgd2104-2-e,3.33,37.51418826,228,1,1,1,3,block_128_1,block_32_1,cyclic_4_1,cyclic_32_1,block_4_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_64,unroll_2,pipeline_1,1,1.5,0.964909015961,False
workload_5247.cpp,xcu200-fsgd2104-2-e,3.33,37.46242674,213,1,1,1,2,block_128_1,block_32_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_64,unroll_2,pipeline_1,1,1.25,0.982372336057,False
workload_5338.cpp,xcu200-fsgd2104-2-e,3.33,37.4064561,289,1,1,2,4,block_128_1,block_32_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_64,unroll_4,pipeline_1,1,2,0.913889809734,False
workload_5296.cpp,xcu200-fsgd2104-2-e,3.33,37.47950298,1283,1,1,5,8,block_128_1,block_32_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_4,unroll_4,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,3.75,0.76976948075,False
workload_5680.cpp,xcu200-fsgd2104-2-e,3.33,625.02129306,649,1,1,1,3,block_128_1,block_32_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_4,1,1.5,0.122696524119,False
workload_5382.cpp,xcu200-fsgd2104-2-e,3.33,642.1797441,225,1,1,1,1,block_128_1,block_32_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_64,unroll_2,unroll_2,1,1,0.116336113175,False
workload_5491.cpp,xcu200-fsgd2104-2-e,3.33,642.1801437,307,1,1,1,2,block_128_1,block_32_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_16,unroll_64,unroll_2,unroll_2,1,1.25,0.116305434173,False
workload_5520.cpp,xcu200-fsgd2104-2-e,3.33,37.40448474,208,1,1,2,3,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_4,pipeline_1,1,1.75,0.947781373884,False
workload_5490.cpp,xcu200-fsgd2104-2-e,3.33,37.40861394,281,1,1,2,3,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_16,unroll_4,pipeline_1,1,1.75,0.947776216935,False
workload_5449.cpp,xcu200-fsgd2104-2-e,3.33,37.41756498,277,1,1,2,3,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_8,unroll_4,pipeline_1,1,1.75,0.947765036276,False
workload_5532.cpp,xcu200-fsgd2104-2-e,3.33,366.17541138,309,1,1,1,2,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_4,unroll_32,unroll_16,unroll_4,unroll_2,1,1.25,0.35225458928,False
workload_5467.cpp,xcu200-fsgd2104-2-e,3.33,37.46807442,141,1,1,1,2,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.25,0.982365119943,False
workload_5547.cpp,xcu200-fsgd2104-2-e,3.33,366.16667346,325,1,1,1,2,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_2,1,1.25,0.352266498349,False
workload_5308.cpp,xcu200-fsgd2104-2-e,3.33,37.41716538,442.5,1,1,2,4,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_32,unroll_8,unroll_4,pipeline_1,2,2,0.913889783392,False
workload_5362.cpp,xcu200-fsgd2104-2-e,3.33,37.41613974,1442,1,1,4,7,block_128_1,block_32_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_64,unroll_2,unroll_4,unroll_32,unroll_8,unroll_4,pipeline_1,1,3.25,0.832018283692,False
workload_5443.cpp,xcu200-fsgd2104-2-e,3.33,37.4617341,196,1,1,1,2,block_128_1,block_32_1,cyclic_8_1,cyclic_8_1,block_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_64,unroll_2,pipeline_1,1,1.25,0.98237322085,False
workload_5220.cpp,xcu200-fsgd2104-2-e,3.33,38.50050762,398,1,1,1,4,block_128_1,block_64_1,cyclic_128_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.75,0.946394938941,False
workload_5271.cpp,xcu200-fsgd2104-2-e,3.33,646.29477162,495,1,1,1,4,block_128_1,block_64_1,cyclic_128_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,1,1.75,0.114700481951,False
workload_5222.cpp,xcu200-fsgd2104-2-e,3.33,38.42750736,535,1,1,2,6,block_128_1,block_64_1,cyclic_128_1,cyclic_16_1,cyclic_4_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,2.5,0.880393409122,False
workload_5312.cpp,xcu200-fsgd2104-2-e,3.33,645.68679354,508,1,1,1,3,block_128_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_4,unroll_64,unroll_4,unroll_2,1,1.5,0.115035002451,False
workload_5138.cpp,xcu200-fsgd2104-2-e,3.33,37.47960954,976,1,1,4,6,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,3,0.862489915631,False
workload_5188.cpp,xcu200-fsgd2104-2-e,3.33,37.50667578,489,1,1,4,5,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.75,0.878842504394,False
workload_5180.cpp,xcu200-fsgd2104-2-e,3.33,42.86294082,418,1,1,4,5,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_16,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.75,0.872256510764,False
workload_5136.cpp,xcu200-fsgd2104-2-e,3.33,37.47566682,640,1,1,2,5,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,2.25,0.880657731458,False
workload_5091.cpp,xcu200-fsgd2104-2-e,3.33,42.86267442,575,1,1,4,6,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,3,0.855964525448,False
workload_5185.cpp,xcu200-fsgd2104-2-e,3.33,37.47484098,243,1,1,1,3,block_128_1,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,1.5,0.964958792555,False
workload_5293.cpp,xcu200-fsgd2104-2-e,3.33,37.47694554,488,1,1,2,5,block_128_1,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,2.25,0.880657725077,False
workload_5228.cpp,xcu200-fsgd2104-2-e,3.33,42.9285285,371,1,1,4,5,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,1,2.75,0.872173833865,False
workload_5320.cpp,xcu200-fsgd2104-2-e,3.33,38.1493125,508,1,1,2,5,block_128_1,block_64_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.25,0.880640504733,False
workload_5259.cpp,xcu200-fsgd2104-2-e,3.33,38.2039245,394,1,1,2,5,block_128_1,block_64_1,cyclic_32_1,cyclic_32_1,block_8_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.25,0.880637891148,False
workload_5173.cpp,xcu200-fsgd2104-2-e,3.33,38.20264578,600,1,1,2,6,block_128_1,block_64_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.5,0.880441331411,False
workload_5243.cpp,xcu200-fsgd2104-2-e,3.33,38.20387122,673,1,1,2,6,block_128_1,block_64_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.5,0.880441083742,False
workload_5307.cpp,xcu200-fsgd2104-2-e,3.33,37.47886362,329,1,1,2,4,block_128_1,block_64_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,2,0.913889382243,False
workload_5187.cpp,xcu200-fsgd2104-2-e,3.33,37.48008906,333,1,1,2,4,block_128_1,block_64_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,2,0.913889369971,False
workload_5492.cpp,xcu200-fsgd2104-2-e,3.33,642.17145906,364,1,1,1,2,block_128_1,block_64_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.25,0.116308444516,False
workload_5328.cpp,xcu200-fsgd2104-2-e,3.33,37.4747877,432,1,1,2,4,block_128_1,block_64_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,2,0.913889421854,False
workload_5536.cpp,xcu200-fsgd2104-2-e,3.33,37.4133825,289,1,1,2,3,block_128_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_4,pipeline_1,1,1.75,0.947770260866,False
workload_5486.cpp,xcu200-fsgd2104-2-e,3.33,366.1776225,328,1,1,1,2,block_128_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_4,unroll_2,1,1.25,0.352251575749,False
workload_5423.cpp,xcu200-fsgd2104-2-e,3.33,366.18105906,485,1,1,1,3,block_128_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_32,unroll_8,unroll_4,unroll_2,1,1.5,0.351662037712,False
workload_4918.cpp,xcu200-fsgd2104-2-e,3.33,48.00287574,1643,1,6,7,12,block_128_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,2,6.5,0.476164205234,False
workload_4832.cpp,xcu200-fsgd2104-2-e,3.33,48.02017842,1703,1,6,7,12,block_128_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,6.5,0.476162797252,False
workload_5142.cpp,xcu200-fsgd2104-2-e,3.33,64.2850173,986,1,3,3,7,block_128_1,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,1,3.5,0.784104478256,False
workload_5095.cpp,xcu200-fsgd2104-2-e,3.33,41.94532602,896,1,4,6,10,block_128_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_4,unroll_8,unroll_4,pipeline_1,1,5.25,0.59931991629,False
workload_5088.cpp,xcu200-fsgd2104-2-e,3.33,73.40546106,1625,1,5,6,12,block_128_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,1,6,0.517927452922,False
workload_4942.cpp,xcu200-fsgd2104-2-e,3.33,60.72079842,1668.5,1,5.5,7,11.5,block_128_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,2,6.25,0.49754768673,False
workload_5424.cpp,xcu200-fsgd2104-2-e,3.33,645.72342354,545,1,1,1,3,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_4,unroll_2,1,1.5,0.115022817774,False
workload_5455.cpp,xcu200-fsgd2104-2-e,3.33,366.20354322,278,1,1,1,1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,1,0.352425211566,False
workload_5495.cpp,xcu200-fsgd2104-2-e,3.33,366.20103906,366,1,1,1,2,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,1.25,0.352219662471,False
workload_5534.cpp,xcu200-fsgd2104-2-e,3.33,642.19255794,314,1,1,1,2,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,1.25,0.116301131527,False
workload_5360.cpp,xcu200-fsgd2104-2-e,3.33,642.19442274,259,1,1,1,1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_32,unroll_8,unroll_2,unroll_2,1,1,0.116331020334,False
workload_5551.cpp,xcu200-fsgd2104-2-e,3.33,642.1913325,589,1,1,1,2,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,1.25,0.116301556227,False
workload_5403.cpp,xcu200-fsgd2104-2-e,3.33,642.1939965,238,1,1,1,2,block_128_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_32,unroll_8,unroll_2,unroll_2,1,1.25,0.116300632974,False
workload_5516.cpp,xcu200-fsgd2104-2-e,3.33,642.2753817,411,1,1,1,2,block_128_1,cyclic_4_1,block_128_1,cyclic_8_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll_16,unroll_8,unroll_2,unroll_2,1,1.25,0.116272440206,False
workload_5257.cpp,xcu200-fsgd2104-2-e,3.33,38.38871286,382,1,1,1,4,block_128_1,cyclic_4_1,cyclic_128_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.75,0.946537973664,False
workload_5153.cpp,xcu200-fsgd2104-2-e,3.33,43.93562706,1357,1,1,4,9,block_128_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,1,3.75,0.768793055526,False
workload_5234.cpp,xcu200-fsgd2104-2-e,3.33,37.55689218,320,1,1,2,3,block_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.75,0.947590699652,False
workload_5265.cpp,xcu200-fsgd2104-2-e,3.33,37.55286954,1001,1,1,4,7,block_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,3.25,0.832000581715,False
workload_5150.cpp,xcu200-fsgd2104-2-e,3.33,59.84402274,190,1,1,1,2,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_2,unroll_32,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,1,1.25,0.938383686572,False
workload_5194.cpp,xcu200-fsgd2104-2-e,3.33,59.84863146,281,1,1,2,4,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_2,unroll_32,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,1,2,0.893186250565,False
workload_5252.cpp,xcu200-fsgd2104-2-e,3.33,59.84828514,296,1,1,2,4,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,2,0.893186766342,False
workload_5389.cpp,xcu200-fsgd2104-2-e,3.33,37.47020562,479,1,1,2,4,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_32,unroll_16,unroll_2,pipeline_1,1,2,0.91388946417,False
workload_5498.cpp,xcu200-fsgd2104-2-e,3.33,366.20263746,244,1,1,1,2,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_32,unroll_8,unroll_2,unroll_2,1,1.25,0.352217484164,False
workload_5417.cpp,xcu200-fsgd2104-2-e,3.33,366.19243434,430,1,1,1,2,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_32,unroll_16,unroll_2,unroll_2,1,1.25,0.352231389186,False
