Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_4608.cpp,xcu200-fsgd2104-2-e,3.33,68.1327657,52,1,1,1,1,block_2_1,cyclic_4_1,complete_1,unroll_8,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,1,1,0.196081643551,False
workload_4548.cpp,xcu200-fsgd2104-2-e,3.33,87.58253313,178,1,1,2,11,block_2_1,cyclic_64_1,complete_1,unroll_2,unroll_64,pipeline_1,unroll_16,unroll_2,pipeline_1,1,3.75,0.108645463612,False
workload_4586.cpp,xcu200-fsgd2104-2-e,3.33,71.66630529,129,1,1,1,1,block_2_1,cyclic_64_1,complete_1,unroll_2,unroll_64,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1,0.175001027186,False
workload_4590.cpp,xcu200-fsgd2104-2-e,3.33,59.74245441,107,1,1,1,2,block_32_1,block_16_1,complete_1,unroll_32,unroll_8,unroll_16,unroll_32,pipeline_1,unroll_2,1,1.25,0.25640083162,False
workload_4654.cpp,xcu200-fsgd2104-2-e,3.33,6.98352282,2072,1,1,4,8,block_32_1,block_4_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline_1,pipeline_1,unroll_2,1,3.5,0.745588143587,False
workload_4543.cpp,xcu200-fsgd2104-2-e,3.33,11.58520986,70,1,1,1,1,block_32_1,block_4_1,complete_1,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,unroll_2,1,1,0.888184929841,False
workload_4691.cpp,xcu200-fsgd2104-2-e,3.33,6.98352282,2081,1,1,4,8,block_32_1,block_4_1,complete_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,1,3.5,0.745588143587,False
workload_4610.cpp,xcu200-fsgd2104-2-e,3.33,77.52540033,99,1,1,1,3,block_32_1,block_8_1,complete_1,pipeline_1,unroll_16,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.5,0.145495944321,False
workload_4596.cpp,xcu200-fsgd2104-2-e,3.33,60.71960961,58,1,1,1,1,block_32_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline_1,1,1,0.248780867025,False
workload_4551.cpp,xcu200-fsgd2104-2-e,3.33,59.95067265,87,1,1,1,1,block_32_1,block_8_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1,0.254904083228,False
workload_4554.cpp,xcu200-fsgd2104-2-e,3.33,59.62651713,106,1,1,1,1,block_32_1,cyclic_16_1,complete_1,unroll_8,unroll_16,unroll_16,unroll_32,pipeline_1,pipeline_1,1,1,0.25752240386,False
workload_4553.cpp,xcu200-fsgd2104-2-e,3.33,78.65664129,340,1,1,2,13,block_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,pipeline_1,unroll_2,unroll_2,pipeline_1,1,4.25,0.130418971098,False
workload_4600.cpp,xcu200-fsgd2104-2-e,3.33,78.65323137,346,1,1,2,13,block_32_1,cyclic_4_1,complete_1,pipeline_1,unroll_64,pipeline_1,unroll_2,unroll_2,pipeline_1,1,4.25,0.130430714548,False
workload_4694.cpp,xcu200-fsgd2104-2-e,3.33,6.09012378,1382,1,3,5,9,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,pipeline_1,unroll_2,1,4.5,0.648592004364,False
workload_4738.cpp,xcu200-fsgd2104-2-e,3.33,6.09012378,1324,1,3,5,9,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,unroll_2,unroll_2,1,4.5,0.648592004364,False
workload_4696.cpp,xcu200-fsgd2104-2-e,3.33,6.08331393,1355,1,3,5,9,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_2,1,4.5,0.648597017401,False
workload_4615.cpp,xcu200-fsgd2104-2-e,3.33,6.09012378,1471,1,3,5,9,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,1,4.5,0.648592004364,False
workload_4727.cpp,xcu200-fsgd2104-2-e,3.33,6.09012378,1381,1,3,5,9,block_32_1,cyclic_8_1,complete_1,unroll_32,unroll_32,unroll_64,pipeline_1,unroll_2,unroll_2,1,4.5,0.648592004364,False
workload_4629.cpp,xcu200-fsgd2104-2-e,3.33,15.10937217,109,1,1,1,2,block_4_1,block_8_1,complete_1,unroll_4,unroll_32,unroll_64,unroll_2,unroll_2,unroll_2,1,1.25,0.823312732595,False
workload_4614.cpp,xcu200-fsgd2104-2-e,3.33,15.43672449,86,1,1,1,1,block_4_1,block_8_1,complete_1,unroll_4,unroll_32,unroll_8,unroll_2,unroll_2,unroll_2,1,1,0.819852731056,False
workload_4605.cpp,xcu200-fsgd2104-2-e,3.33,61.64796033,94,1,1,1,1,block_4_1,block_8_1,complete_1,unroll_64,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_2,1,1,0.241552730164,False
workload_4545.cpp,xcu200-fsgd2104-2-e,3.33,15.43672449,102,1,1,1,2,block_4_1,block_8_1,complete_1,unroll_64,unroll_32,unroll_8,unroll_2,unroll_2,unroll_2,1,1.25,0.817707216421,False
workload_4598.cpp,xcu200-fsgd2104-2-e,3.33,80.46080865,75,1,1,1,1,block_4_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,1,1,0.133854937014,False
workload_4544.cpp,xcu200-fsgd2104-2-e,3.33,80.46080865,72,1,1,1,1,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,1,1,0.133854937014,False
workload_4611.cpp,xcu200-fsgd2104-2-e,3.33,80.46080865,77,1,1,1,1,block_4_1,cyclic_32_1,complete_1,unroll_64,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,1,1,0.133854937014,False
workload_4558.cpp,xcu200-fsgd2104-2-e,3.33,7.11992961,602,1,1,1,7,block_4_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,1,2.5,0.849599835574,False
workload_4622.cpp,xcu200-fsgd2104-2-e,3.33,11.18711169,48,1,1,1,1,block_4_1,cyclic_8_1,complete_1,unroll_8,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,1,1,0.895424493339,False
workload_4564.cpp,xcu200-fsgd2104-2-e,3.33,12.55875201,68,1,1,1,1,block_64_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,1,0.870620135602,False
workload_4588.cpp,xcu200-fsgd2104-2-e,3.33,60.55167105,98,1,1,1,2,block_64_1,block_8_1,complete_1,unroll_4,unroll_8,unroll_32,unroll_4,pipeline_1,pipeline_1,1,1.25,0.249931524297,False
workload_4565.cpp,xcu200-fsgd2104-2-e,3.33,76.77883098,868,1,1,3,19,block_64_1,cyclic_128_1,complete_1,unroll_64,unroll_64,pipeline_1,unroll_32,unroll_2,pipeline_1,1,6,0.124340793852,False
workload_4725.cpp,xcu200-fsgd2104-2-e,3.33,5.78324097,1632,1,6,7,11,block_64_1,cyclic_16_1,complete_1,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.495668838498,False
workload_4569.cpp,xcu200-fsgd2104-2-e,3.33,5.78324097,1670,1,6,7,11,block_64_1,cyclic_16_1,complete_1,pipeline_1,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.495668838498,False
workload_4780.cpp,xcu200-fsgd2104-2-e,3.33,5.78324097,1609,1,6,7,11,block_64_1,cyclic_16_1,complete_1,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.495668838498,False
workload_4779.cpp,xcu200-fsgd2104-2-e,3.33,5.78324097,1617,1,6,7,11,block_64_1,cyclic_16_1,complete_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.495668838498,False
workload_4724.cpp,xcu200-fsgd2104-2-e,3.33,5.78324097,1601,1,6,7,11,block_64_1,cyclic_16_1,complete_1,unroll_2,unroll_32,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,6.25,0.495668838498,False
workload_4617.cpp,xcu200-fsgd2104-2-e,3.33,5.78324097,1572.5,1,6,7,11,block_64_1,cyclic_16_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,6.25,0.495668838498,False
workload_4747.cpp,xcu200-fsgd2104-2-e,3.33,9.2210697,399,1,6,13,9,block_64_1,cyclic_16_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_32,unroll_2,unroll_2,1,7.25,0.416861521654,False
workload_4606.cpp,xcu200-fsgd2104-2-e,3.33,77.0038857,760,1,1,2,17,block_64_1,cyclic_64_1,complete_1,pipeline_1,unroll_64,pipeline_1,unroll_32,unroll_2,pipeline_1,1,5.25,0.129386845617,False
workload_4659.cpp,xcu200-fsgd2104-2-e,3.33,8.72259201,2055,1,1,3,7,block_8_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,3,0.789887615598,False
workload_4658.cpp,xcu200-fsgd2104-2-e,3.33,8.72940186,2064,1,1,3,7,block_8_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,1,3,0.78985069277,False
workload_4575.cpp,xcu200-fsgd2104-2-e,3.33,8.72259201,2069,1,1,3,7,block_8_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,3,0.789887615598,False
workload_4613.cpp,xcu200-fsgd2104-2-e,3.33,8.72940186,1948,1,1,3,7,block_8_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,1,3,0.78985069277,False
workload_4817.cpp,xcu200-fsgd2104-2-e,3.33,5.81734017,2700,1,6,8,12,cyclic_128_1,block_16_1,complete_1,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.456493682175,False
workload_4597.cpp,xcu200-fsgd2104-2-e,3.33,59.83857153,112,1,1,1,2,cyclic_128_1,block_2_1,complete_1,unroll_16,unroll_8,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1.25,0.255625273606,False
workload_4626.cpp,xcu200-fsgd2104-2-e,3.33,10.70716545,69,1,1,1,1,cyclic_128_1,block_4_1,complete_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,1,0.904196497008,False
workload_4587.cpp,xcu200-fsgd2104-2-e,3.33,10.71910017,78,1,1,1,1,cyclic_128_1,block_4_1,complete_1,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,1,1,0.903977782251,False
workload_4556.cpp,xcu200-fsgd2104-2-e,3.33,59.83856154,164,1,1,1,2,cyclic_128_1,block_64_1,complete_1,unroll_16,unroll_8,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1.25,0.255625354114,False
workload_5022.cpp,xcu200-fsgd2104-2-e,3.33,5.479753095,1165,1,26,15,22,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,16,0.100035919042,False
workload_5318.cpp,xcu200-fsgd2104-2-e,3.33,8.87997114,223,1,2,1,2,cyclic_128_1,cyclic_16_1,complete_1,unroll_32,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.5,0.920058634905,False
workload_4809.cpp,xcu200-fsgd2104-2-e,3.33,5.53772673,1465,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_16,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,9.75,0.264357608123,False
workload_4954.cpp,xcu200-fsgd2104-2-e,3.33,5.53772673,1514,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,unroll_32,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,9.75,0.264357608123,False
workload_5122.cpp,xcu200-fsgd2104-2-e,3.33,5.54453658,1436,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,9.75,0.264357166066,False
workload_5441.cpp,xcu200-fsgd2104-2-e,3.33,9.22843233,225,1,1,1,1,cyclic_128_1,cyclic_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_64,unroll_2,unroll_2,1,1,0.931525810914,False
workload_4836.cpp,xcu200-fsgd2104-2-e,3.33,5.53772673,1514,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_32,unroll_16,unroll_64,pipeline_1,unroll_2,pipeline_1,1,9.75,0.264357608123,False
workload_4644.cpp,xcu200-fsgd2104-2-e,3.33,11.59203969,74,1,1,1,1,cyclic_128_1,cyclic_32_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,1,1,0.888061015611,False
workload_5271.cpp,xcu200-fsgd2104-2-e,3.33,5.54453658,1429,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,9.75,0.264357166066,False
workload_4719.cpp,xcu200-fsgd2104-2-e,3.33,5.53772673,1455.5,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,9.75,0.264357608123,False
workload_5371.cpp,xcu200-fsgd2104-2-e,3.33,5.54453658,1446,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_4,unroll_32,unroll_64,pipeline_1,pipeline_1,unroll_2,1,9.75,0.264357166066,False
workload_4763.cpp,xcu200-fsgd2104-2-e,3.33,5.53772673,1486,1,13,10,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_8,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,9.75,0.264357608123,False
workload_5249.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,888,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,pipeline_1,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035914232,False
workload_4965.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,864,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_2,pipeline_1,1,16,0.100035914232,False
workload_4755.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,897,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_16,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,3,16,0.100035914232,False
workload_4932.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,895,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_16,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035914232,False
workload_5145.cpp,xcu200-fsgd2104-2-e,3.33,5.46951834,866,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_2,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035923713,False
workload_4889.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,893,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_32,unroll_16,unroll_64,pipeline_1,unroll_2,pipeline_1,1,16,0.100035914232,False
workload_4595.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,858,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035914232,False
workload_5217.cpp,xcu200-fsgd2104-2-e,3.33,5.46951834,853,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035923713,False
workload_4576.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,863.5,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,16,0.100035914232,False
workload_4886.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,891,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline_1,unroll_2,pipeline_1,1,16,0.100035914232,False
workload_4640.cpp,xcu200-fsgd2104-2-e,3.33,60.71492097,225,1,1,1,4,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,unroll_16,pipeline_1,pipeline_1,1,1.75,0.247250320517,False
workload_5297.cpp,xcu200-fsgd2104-2-e,3.33,5.46951834,860,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_32,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035923713,False
workload_4928.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,954,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_32,unroll_32,pipeline_1,unroll_2,pipeline_1,1,16,0.100035914232,False
workload_4880.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,909.5,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,4,16,0.100035914232,False
workload_5169.cpp,xcu200-fsgd2104-2-e,3.33,5.46951834,861,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035923713,False
workload_5206.cpp,xcu200-fsgd2104-2-e,3.33,5.46951834,887,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_8,unroll_64,pipeline_1,unroll_2,unroll_2,1,16,0.100035923713,False
workload_5020.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,884,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_64,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035914232,False
workload_4722.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,879.5,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,16,0.100035914232,False
workload_4675.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,924,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,5,16,0.100035914232,False
workload_4766.cpp,xcu200-fsgd2104-2-e,3.33,59.56567137,342,1,1,1,6,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,unroll_32,unroll_64,unroll_64,pipeline_1,unroll_2,1,2.25,0.253470634659,False
workload_4854.cpp,xcu200-fsgd2104-2-e,3.33,5.48998785,912,1,26,15,22,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,unroll_4,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,16,0.100035914232,False
workload_4568.cpp,xcu200-fsgd2104-2-e,3.33,5.94009729,617,1,3,3,8,cyclic_16_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,3.75,0.721879549969,False
workload_4721.cpp,xcu200-fsgd2104-2-e,3.33,5.94009729,649,1,3,3,8,cyclic_16_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,3.75,0.721879549969,False
workload_4669.cpp,xcu200-fsgd2104-2-e,3.33,5.94009729,637,1,3,3,8,cyclic_16_1,block_16_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,3.75,0.721879549969,False
workload_4650.cpp,xcu200-fsgd2104-2-e,3.33,5.94009729,621,1,3,3,8,cyclic_16_1,block_16_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_2,1,3.75,0.721879549969,False
workload_4710.cpp,xcu200-fsgd2104-2-e,3.33,5.94009729,631,1,3,3,8,cyclic_16_1,block_16_1,complete_1,unroll_32,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,3.75,0.721879549969,False
workload_5144.cpp,xcu200-fsgd2104-2-e,3.33,5.79411009,62,1,1,1,1,cyclic_16_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_32,unroll_32,pipeline_1,pipeline_1,1,1,0.996759306668,False
workload_4827.cpp,xcu200-fsgd2104-2-e,3.33,5.68498266,71,1,1,1,1,cyclic_16_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,1,0.998872512473,False
workload_5147.cpp,xcu200-fsgd2104-2-e,3.33,98.05674177,195,1,1,1,1,cyclic_16_1,block_2_1,complete_1,unroll_64,unroll_64,pipeline_1,unroll_32,unroll_2,unroll_2,1,1,0.100017591725,False
workload_4647.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1208,1,1,4,7,cyclic_16_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,3.25,0.771229196226,False
workload_4687.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1201,1,1,4,7,cyclic_16_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,3.25,0.771229196226,False
workload_4656.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1286,1,1,4,7,cyclic_16_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_2,1,3.25,0.771229196226,False
workload_4689.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1251,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_16,pipeline_1,unroll_32,pipeline_1,unroll_2,unroll_2,1,3.25,0.771229196226,False
workload_4688.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1256,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,2,3.25,0.771229196226,False
workload_4562.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1192,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_2,1,3.25,0.771229196226,False
workload_4601.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1276,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_2,1,3.25,0.771229196226,False
workload_5080.cpp,xcu200-fsgd2104-2-e,3.33,6.97671297,1225,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,3,3.25,0.771229196226,False
workload_5113.cpp,xcu200-fsgd2104-2-e,3.33,5.68179585,60,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_2,1,1,0.998934261053,False
workload_5451.cpp,xcu200-fsgd2104-2-e,3.33,5.62681089,66,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,1,1,1,True
workload_5427.cpp,xcu200-fsgd2104-2-e,3.33,5.62681089,68,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,1,1,True
workload_4843.cpp,xcu200-fsgd2104-2-e,3.33,6.98352282,1321,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_2,1,3.25,0.771211876059,False
workload_4662.cpp,xcu200-fsgd2104-2-e,3.33,5.68498266,64,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_32,unroll_32,pipeline_1,unroll_2,1,1,0.998872512473,False
workload_4796.cpp,xcu200-fsgd2104-2-e,3.33,6.98352282,1199,1,1,4,7,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_64,pipeline_1,pipeline_1,unroll_2,1,3.25,0.771211876059,False
workload_4839.cpp,xcu200-fsgd2104-2-e,3.33,5.6832777,75,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_32,pipeline_1,pipeline_1,1,1,0.998905548022,False
workload_4746.cpp,xcu200-fsgd2104-2-e,3.33,5.6832777,74,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,1,0.998905548022,False
