Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_752.cpp,xcu200-fsgd2104-2-e,3.33,2345.00198733,173,0,0,2,5,unroll_4,unroll_5,unroll_16,1,1.75,0.364887301037,False
workload_742.cpp,xcu200-fsgd2104-2-e,3.33,4199.99846733,70,0,0,0,1,unroll_4,unroll_5,unroll_2,1,0.25,0.131448952056,False
workload_701.cpp,xcu200-fsgd2104-2-e,3.33,321.89875569,398,0,0,1,1,unroll_4,unroll_5,unroll_34,1,0.5,0.948362469687,False
workload_672.cpp,xcu200-fsgd2104-2-e,3.33,4022.68262733,85,0,0,0,1,unroll_4,unroll_5,unroll_4,1,0.25,0.145460248919,False
workload_680.cpp,xcu200-fsgd2104-2-e,3.33,2904.22886733,121,0,0,1,2,unroll_4,unroll_5,unroll_8,1,0.75,0.289960447101,False
workload_704.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,973,0,0,16,13,unroll_64,pipeline_1,pipeline_1,1,7.25,0.130091721348,False
workload_737.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,904,0,0,16,13,unroll_64,pipeline_1,unroll_16,1,7.25,0.130091721348,False
workload_734.cpp,xcu200-fsgd2104-2-e,3.33,600.16723533,518,0,0,15,12,unroll_64,pipeline_1,unroll_34,1,6.75,0.153455007269,False
workload_738.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,921,0,0,16,13,unroll_64,pipeline_1,unroll_4,1,7.25,0.130091721348,False
workload_735.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,913.5,0,0,16,13,unroll_64,pipeline_1,unroll_8,2,7.25,0.130091721348,False
workload_664.cpp,xcu200-fsgd2104-2-e,3.33,1108.92729933,804,0,0,5,17,unroll_64,unroll_5,pipeline_1,1,5.5,0.221227869273,False
workload_705.cpp,xcu200-fsgd2104-2-e,3.33,4199.67878733,1599,0,0,7,13,unroll_64,unroll_5,unroll_2,1,5,0.1,False
workload_644.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,100,0,0,2,1,unroll_8,pipeline_1,pipeline_1,4,0.75,0.850952105046,False
workload_645.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,104,0,0,2,1,unroll_8,pipeline_1,unroll_16,2,0.75,0.850952105046,False
workload_679.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,100.5,0,0,2,1,unroll_8,pipeline_1,unroll_2,2,0.75,0.850952105046,False
workload_722.cpp,xcu200-fsgd2104-2-e,3.33,600.31641933,108,0,0,2,1,unroll_8,pipeline_1,unroll_34,1,0.75,0.853555401387,False
workload_760.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,82.5,0,0,2,1,unroll_8,pipeline_1,unroll_4,2,0.75,0.850952105046,False
workload_688.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,103,0,0,2,1,unroll_8,pipeline_1,unroll_8,1,0.75,0.850952105046,False
workload_643.cpp,xcu200-fsgd2104-2-e,3.33,1456.88832333,94,0,0,0,2,unroll_8,unroll_5,pipeline_1,2,0.5,0.630827637833,False
workload_703.cpp,xcu200-fsgd2104-2-e,3.33,2344.83149133,584,0,0,5,9,unroll_8,unroll_5,unroll_16,1,3.5,0.260172297479,False
workload_659.cpp,xcu200-fsgd2104-2-e,3.33,4199.82797133,93,0,0,0,2,unroll_8,unroll_5,unroll_2,1,0.5,0.131246796246,False
workload_702.cpp,xcu200-fsgd2104-2-e,3.33,543.88226331,509,0,0,2,1,unroll_8,unroll_5,unroll_34,1,0.75,0.868302021605,False
workload_728.cpp,xcu200-fsgd2104-2-e,3.33,4022.51213133,159,0,0,1,3,unroll_8,unroll_5,unroll_4,1,1,0.143230065293,False
workload_696.cpp,xcu200-fsgd2104-2-e,3.33,2904.05837133,313,0,0,3,5,unroll_8,unroll_5,unroll_8,1,2,0.259674432209,False
workload_555.cpp,xcu200-fsgd2104-2-e,5,417.792845,83,0,0,1,1,pipeline_1,pipeline_1,pipeline_1,8,0.5,0.920165725389,False
workload_566.cpp,xcu200-fsgd2104-2-e,5,417.792845,83,0,0,1,1,pipeline_1,pipeline_1,unroll_16,4,0.5,0.920165725389,False
workload_517.cpp,xcu200-fsgd2104-2-e,5,417.79283,83,0,0,1,1,pipeline_1,pipeline_1,unroll_2,4,0.5,0.920165726839,False
workload_518.cpp,xcu200-fsgd2104-2-e,5,417.79283,86.5,0,0,1,1,pipeline_1,pipeline_1,unroll_34,4,0.5,0.920165726839,False
workload_532.cpp,xcu200-fsgd2104-2-e,5,417.792845,81,0,0,1,1,pipeline_1,pipeline_1,unroll_4,4,0.5,0.920165725389,False
workload_536.cpp,xcu200-fsgd2104-2-e,5,417.792845,86,0,0,1,1,pipeline_1,pipeline_1,unroll_8,4,0.5,0.920165725389,False
workload_516.cpp,xcu200-fsgd2104-2-e,5,69.63372,80,0,0,1,2,pipeline_1,unroll_5,pipeline_1,4,0.75,1,True
workload_550.cpp,xcu200-fsgd2104-2-e,5,69.63372,78,0,0,1,2,pipeline_1,unroll_5,unroll_16,2,0.75,1,True
workload_533.cpp,xcu200-fsgd2104-2-e,5,69.63372,74,0,0,1,2,pipeline_1,unroll_5,unroll_2,2,0.75,1,True
workload_551.cpp,xcu200-fsgd2104-2-e,5,278.530555,79.5,0,0,1,1,pipeline_1,unroll_5,unroll_34,2,0.5,1,True
workload_515.cpp,xcu200-fsgd2104-2-e,5,69.63372,77,0,0,1,2,pipeline_1,unroll_5,unroll_4,2,0.75,1,True
workload_531.cpp,xcu200-fsgd2104-2-e,5,69.63372,79.5,0,0,1,2,pipeline_1,unroll_5,unroll_8,2,0.75,1,True
workload_528.cpp,xcu200-fsgd2104-2-e,5,772.224005,151,0,0,3,3,unroll_16,pipeline_1,unroll_16,1,1.5,0.714141872045,False
workload_530.cpp,xcu200-fsgd2104-2-e,5,772.224005,154,0,0,3,3,unroll_16,pipeline_1,unroll_2,1,1.5,0.714141872045,False
workload_631.cpp,xcu200-fsgd2104-2-e,5,757.888005,113.5,0,0,3,3,unroll_16,pipeline_1,unroll_34,2,1.5,0.715766314939,False
workload_572.cpp,xcu200-fsgd2104-2-e,5,772.224005,153,0,0,3,3,unroll_16,pipeline_1,unroll_8,1,1.5,0.714141872045,False
workload_538.cpp,xcu200-fsgd2104-2-e,5,1644.544005,149,0,0,1,4,unroll_16,unroll_5,pipeline_1,1,1.25,0.618462523655,False
workload_537.cpp,xcu200-fsgd2104-2-e,5,5255.296005,134,0,0,1,3,unroll_16,unroll_5,unroll_2,1,1,0.145156628846,False
workload_577.cpp,xcu200-fsgd2104-2-e,5,4989.056005,536,0,0,3,5,unroll_16,unroll_5,unroll_4,1,2,0.148860097991,False
workload_541.cpp,xcu200-fsgd2104-2-e,5,3473.536005,1013,0,0,5,10,unroll_16,unroll_5,unroll_8,1,3.75,0.19541703004,False
workload_545.cpp,xcu200-fsgd2104-2-e,5,773.120005,58.5,0,0,0,0,unroll_2,pipeline_1,pipeline_1,4,0,0.935026361705,False
workload_525.cpp,xcu200-fsgd2104-2-e,5,773.120005,60,0,0,0,0,unroll_2,pipeline_1,unroll_16,2,0,0.935026361705,False
workload_524.cpp,xcu200-fsgd2104-2-e,5,773.120005,55.5,0,0,0,0,unroll_2,pipeline_1,unroll_2,2,0,0.935026361705,False
workload_559.cpp,xcu200-fsgd2104-2-e,5,758.784005,61.5,0,0,0,0,unroll_2,pipeline_1,unroll_34,2,0,0.939070159094,False
workload_509.cpp,xcu200-fsgd2104-2-e,5,773.120005,56.5,0,0,0,0,unroll_2,pipeline_1,unroll_4,2,0,0.935026361705,False
workload_526.cpp,xcu200-fsgd2104-2-e,5,773.120005,61,0,0,0,0,unroll_2,pipeline_1,unroll_8,2,0,0.935026361705,False
workload_569.cpp,xcu200-fsgd2104-2-e,5,1470.464005,57.5,0,0,0,0,unroll_2,unroll_5,pipeline_1,2,0,0.750118058765,False
workload_598.cpp,xcu200-fsgd2104-2-e,5,2716.672005,94,0,0,1,2,unroll_2,unroll_5,unroll_16,1,0.75,0.462044807634,False
workload_544.cpp,xcu200-fsgd2104-2-e,5,5256.192005,58,0,0,0,0,unroll_2,unroll_5,unroll_2,1,0,0.149600470956,False
workload_599.cpp,xcu200-fsgd2104-2-e,5,546.817765,127,0,0,0,0,unroll_2,unroll_5,unroll_34,1,0,1,True
workload_546.cpp,xcu200-fsgd2104-2-e,5,4989.952005,69,0,0,0,1,unroll_2,unroll_5,unroll_4,1,0.25,0.169202552641,False
workload_514.cpp,xcu200-fsgd2104-2-e,5,3474.432005,74,0,0,0,1,unroll_2,unroll_5,unroll_8,1,0.25,0.346345118385,False
workload_539.cpp,xcu200-fsgd2104-2-e,5,772.160005,280,0,0,7,6,unroll_32,pipeline_1,pipeline_1,3,3.25,0.442265672872,False
workload_610.cpp,xcu200-fsgd2104-2-e,5,757.824005,220,0,0,7,5,unroll_32,pipeline_1,unroll_34,1,3,0.478547317537,False
workload_575.cpp,xcu200-fsgd2104-2-e,5,1296.384005,284,0,0,2,8,unroll_32,unroll_5,pipeline_1,1,2.5,0.511094772346,False
workload_576.cpp,xcu200-fsgd2104-2-e,5,5255.232005,404,0,0,3,7,unroll_32,unroll_5,unroll_2,1,2.5,0.125729539581,False
workload_549.cpp,xcu200-fsgd2104-2-e,5,772.608005,69.5,0,0,0,0,unroll_4,pipeline_1,pipeline_1,4,0,0.935170614844,False
workload_562.cpp,xcu200-fsgd2104-2-e,5,772.608005,73.5,0,0,0,0,unroll_4,pipeline_1,unroll_16,2,0,0.935170614844,False
workload_512.cpp,xcu200-fsgd2104-2-e,5,772.608005,63.5,0,0,0,0,unroll_4,pipeline_1,unroll_2,2,0,0.935170614844,False
workload_548.cpp,xcu200-fsgd2104-2-e,5,758.272005,70.5,0,0,0,0,unroll_4,pipeline_1,unroll_34,2,0,0.939214761084,False
workload_510.cpp,xcu200-fsgd2104-2-e,5,772.608005,69.5,0,0,0,0,unroll_4,pipeline_1,unroll_4,2,0,0.935170614844,False
workload_511.cpp,xcu200-fsgd2104-2-e,5,772.608005,71,0,0,0,0,unroll_4,pipeline_1,unroll_8,2,0,0.935170614844,False
workload_513.cpp,xcu200-fsgd2104-2-e,5,1470.464005,69.5,0,0,0,1,unroll_4,unroll_5,pipeline_1,2,0.25,0.744834875032,False
workload_573.cpp,xcu200-fsgd2104-2-e,5,2716.160005,181,0,0,2,5,unroll_4,unroll_5,unroll_16,1,1.75,0.403577433914,False
workload_571.cpp,xcu200-fsgd2104-2-e,5,5255.680005,63,0,0,0,1,unroll_4,unroll_5,unroll_2,1,0.25,0.149345952628,False
workload_578.cpp,xcu200-fsgd2104-2-e,5,485.379465,419,0,0,1,1,unroll_4,unroll_5,unroll_34,1,0.5,0.912929874495,False
workload_552.cpp,xcu200-fsgd2104-2-e,5,4989.440005,83,0,0,0,1,unroll_4,unroll_5,unroll_4,1,0.25,0.169244042813,False
workload_558.cpp,xcu200-fsgd2104-2-e,5,3473.920005,108,0,0,1,2,unroll_4,unroll_5,unroll_8,1,0.75,0.338263976322,False
workload_613.cpp,xcu200-fsgd2104-2-e,5,772.128005,857,0,0,14,12,unroll_64,pipeline_1,pipeline_1,2,6.5,0.136397050906,False
workload_582.cpp,xcu200-fsgd2104-2-e,5,772.128005,883,0,0,14,12,unroll_64,pipeline_1,unroll_2,1,6.5,0.136397050906,False
workload_611.cpp,xcu200-fsgd2104-2-e,5,757.792005,479,0,0,14,11,unroll_64,pipeline_1,unroll_34,1,6.25,0.14908548626,False
workload_581.cpp,xcu200-fsgd2104-2-e,5,772.128005,848,0,0,14,12,unroll_64,pipeline_1,unroll_4,1,6.5,0.136397050906,False
workload_580.cpp,xcu200-fsgd2104-2-e,5,772.128005,928,0,0,14,12,unroll_64,pipeline_1,unroll_8,1,6.5,0.136397050906,False
workload_540.cpp,xcu200-fsgd2104-2-e,5,1296.384005,698,0,0,5,17,unroll_64,unroll_5,pipeline_1,1,5.5,0.189080667251,False
workload_583.cpp,xcu200-fsgd2104-2-e,5,5255.200005,1492,0,0,7,13,unroll_64,unroll_5,unroll_2,1,5,0.1,False
workload_520.cpp,xcu200-fsgd2104-2-e,5,772.352005,96.5,0,0,1,1,unroll_8,pipeline_1,pipeline_1,4,0.5,0.870943937518,False
workload_521.cpp,xcu200-fsgd2104-2-e,5,772.352005,94,0,0,1,1,unroll_8,pipeline_1,unroll_16,1,0.5,0.870943937518,False
workload_557.cpp,xcu200-fsgd2104-2-e,5,772.352005,93,0,0,1,1,unroll_8,pipeline_1,unroll_2,2,0.5,0.870943937518,False
workload_626.cpp,xcu200-fsgd2104-2-e,5,758.016005,89.5,0,0,1,1,unroll_8,pipeline_1,unroll_34,2,0.5,0.872808153836,False
workload_556.cpp,xcu200-fsgd2104-2-e,5,772.352005,95,0,0,1,1,unroll_8,pipeline_1,unroll_8,1,0.5,0.870943937518,False
workload_519.cpp,xcu200-fsgd2104-2-e,5,1644.544005,92,0,0,0,2,unroll_8,unroll_5,pipeline_1,1,0.5,0.690797995348,False
workload_579.cpp,xcu200-fsgd2104-2-e,5,2715.904005,506,0,0,5,9,unroll_8,unroll_5,unroll_16,1,3.5,0.270409463021,False
workload_534.cpp,xcu200-fsgd2104-2-e,5,5255.424005,84,0,0,0,2,unroll_8,unroll_5,unroll_2,1,0.5,0.148500853599,False
workload_612.cpp,xcu200-fsgd2104-2-e,5,794.624035,431,0,0,2,2,unroll_8,unroll_5,unroll_34,1,1,0.795562448698,False
workload_574.cpp,xcu200-fsgd2104-2-e,5,3473.664005,268,0,0,3,5,unroll_8,unroll_5,unroll_8,1,2,0.289038953402,False
workload_429.cpp,xcu200-fsgd2104-2-e,10,835.58494,79,0,0,1,1,pipeline_1,pipeline_1,pipeline_1,8,0.5,0.877406629104,False
workload_432.cpp,xcu200-fsgd2104-2-e,10,835.58494,78.5,0,0,1,1,pipeline_1,pipeline_1,unroll_16,4,0.5,0.877406629104,False
workload_398.cpp,xcu200-fsgd2104-2-e,10,835.58495,79.5,0,0,1,1,pipeline_1,pipeline_1,unroll_2,4,0.5,0.877406628347,False
workload_399.cpp,xcu200-fsgd2104-2-e,10,835.58494,82,0,0,1,1,pipeline_1,pipeline_1,unroll_34,4,0.5,0.877406629104,False
workload_411.cpp,xcu200-fsgd2104-2-e,10,835.58494,78,0,0,1,1,pipeline_1,pipeline_1,unroll_4,4,0.5,0.877406629104,False
workload_415.cpp,xcu200-fsgd2104-2-e,10,835.58494,83,0,0,1,1,pipeline_1,pipeline_1,unroll_8,4,0.5,0.877406629104,False
workload_395.cpp,xcu200-fsgd2104-2-e,10,139.26672,74.5,0,0,1,1,pipeline_1,unroll_5,pipeline_1,4,0.5,1,True
workload_474.cpp,xcu200-fsgd2104-2-e,10,139.26672,72,0,0,1,1,pipeline_1,unroll_5,unroll_16,2,0.5,1,True
workload_412.cpp,xcu200-fsgd2104-2-e,10,139.26672,72,0,0,1,1,pipeline_1,unroll_5,unroll_2,2,0.5,1,True
workload_441.cpp,xcu200-fsgd2104-2-e,10,557.0587,74,0,0,1,1,pipeline_1,unroll_5,unroll_34,2,0.5,0.917022203132,False
workload_394.cpp,xcu200-fsgd2104-2-e,10,139.26672,74,0,0,1,1,pipeline_1,unroll_5,unroll_4,2,0.5,1,True
workload_410.cpp,xcu200-fsgd2104-2-e,10,139.26672,75.5,0,0,1,1,pipeline_1,unroll_5,unroll_8,2,0.5,1,True
workload_437.cpp,xcu200-fsgd2104-2-e,10,1249.53601,127,0,0,3,2,unroll_16,pipeline_1,pipeline_1,3,1.25,0.741849903344,False
workload_407.cpp,xcu200-fsgd2104-2-e,10,1249.53601,132,0,0,3,2,unroll_16,pipeline_1,unroll_16,1,1.25,0.741849903344,False
workload_404.cpp,xcu200-fsgd2104-2-e,10,1249.53601,124,0,0,3,2,unroll_16,pipeline_1,unroll_2,1,1.25,0.741849903344,False
workload_483.cpp,xcu200-fsgd2104-2-e,10,1220.86401,116,0,0,3,2,unroll_16,pipeline_1,unroll_34,1,1.25,0.745811622006,False
workload_500.cpp,xcu200-fsgd2104-2-e,10,1249.53601,109,0,0,3,2,unroll_16,pipeline_1,unroll_4,1,1.25,0.741849903344,False
workload_448.cpp,xcu200-fsgd2104-2-e,10,1249.53601,128,0,0,3,2,unroll_16,pipeline_1,unroll_8,1,1.25,0.741849903344,False
workload_416.cpp,xcu200-fsgd2104-2-e,10,1814.52801,124,0,0,1,4,unroll_16,unroll_5,pipeline_1,1,1.25,0.681559512938,False
workload_461.cpp,xcu200-fsgd2104-2-e,10,3629.31201,2009,0,0,11,17,unroll_16,unroll_5,unroll_16,1,7,0.111177932129,False
workload_417.cpp,xcu200-fsgd2104-2-e,10,7725.31201,125,0,0,1,3,unroll_16,unroll_5,unroll_2,1,1,0.129929758638,False
workload_508.cpp,xcu200-fsgd2104-2-e,10,7192.83201,430,0,0,3,5,unroll_16,unroll_5,unroll_4,1,2,0.142531811906,False
workload_420.cpp,xcu200-fsgd2104-2-e,10,4817.15201,914,0,0,5,10,unroll_16,unroll_5,unroll_8,1,3.75,0.211480328877,False
workload_464.cpp,xcu200-fsgd2104-2-e,10,1251.32801,55,0,0,0,0,unroll_2,pipeline_1,pipeline_1,4,0,0.849977745717,False
workload_408.cpp,xcu200-fsgd2104-2-e,10,1251.32801,59,0,0,0,0,unroll_2,pipeline_1,unroll_16,2,0,0.849977745717,False
workload_403.cpp,xcu200-fsgd2104-2-e,10,1251.32801,58,0,0,0,0,unroll_2,pipeline_1,unroll_2,2,0,0.849977745717,False
workload_463.cpp,xcu200-fsgd2104-2-e,10,1222.65601,56,0,0,0,0,unroll_2,pipeline_1,unroll_34,2,0,0.855035123591,False
workload_388.cpp,xcu200-fsgd2104-2-e,10,1251.32801,56.5,0,0,0,0,unroll_2,pipeline_1,unroll_4,2,0,0.849977745717,False
workload_405.cpp,xcu200-fsgd2104-2-e,10,1251.32801,56,0,0,0,0,unroll_2,pipeline_1,unroll_8,2,0,0.849977745717,False
workload_450.cpp,xcu200-fsgd2104-2-e,10,1804.28801,58.5,0,0,0,0,unroll_2,unroll_5,pipeline_1,2,0,0.754196919283,False
workload_447.cpp,xcu200-fsgd2104-2-e,10,3631.10401,91,0,0,1,2,unroll_2,unroll_5,unroll_16,1,0.75,0.47279492982,False
workload_439.cpp,xcu200-fsgd2104-2-e,10,7727.10401,59,0,0,0,0,unroll_2,unroll_5,unroll_2,1,0,0.131480159743,False
workload_451.cpp,xcu200-fsgd2104-2-e,10,946.17953,122,0,0,0,0,unroll_2,unroll_5,unroll_34,1,0,1,True
workload_424.cpp,xcu200-fsgd2104-2-e,10,7194.62401,61,0,0,0,1,unroll_2,unroll_5,unroll_4,1,0.25,0.155203834744,False
workload_392.cpp,xcu200-fsgd2104-2-e,10,4818.94401,73,0,0,0,1,unroll_2,unroll_5,unroll_8,1,0.25,0.339426114154,False
workload_418.cpp,xcu200-fsgd2104-2-e,10,1249.40801,228,0,0,6,4,unroll_32,pipeline_1,pipeline_1,1,2.5,0.572741518668,False
workload_457.cpp,xcu200-fsgd2104-2-e,10,1249.40801,236,0,0,6,4,unroll_32,pipeline_1,unroll_2,1,2.5,0.572741518668,False
workload_458.cpp,xcu200-fsgd2104-2-e,10,1249.40801,228,0,0,6,4,unroll_32,pipeline_1,unroll_8,1,2.5,0.572741518668,False
workload_442.cpp,xcu200-fsgd2104-2-e,10,1250.30401,62,0,0,0,0,unroll_4,pipeline_1,pipeline_1,4,0,0.850158282143,False
workload_440.cpp,xcu200-fsgd2104-2-e,10,1250.30401,69.5,0,0,0,0,unroll_4,pipeline_1,unroll_16,2,0,0.850158282143,False
workload_393.cpp,xcu200-fsgd2104-2-e,10,1250.30401,63.5,0,0,0,0,unroll_4,pipeline_1,unroll_2,2,0,0.850158282143,False
workload_467.cpp,xcu200-fsgd2104-2-e,10,1221.63201,60,0,0,0,0,unroll_4,pipeline_1,unroll_34,2,0,0.855215829156,False
workload_389.cpp,xcu200-fsgd2104-2-e,10,1250.30401,66,0,0,0,0,unroll_4,pipeline_1,unroll_4,2,0,0.850158282143,False
workload_390.cpp,xcu200-fsgd2104-2-e,10,1250.30401,62,0,0,0,0,unroll_4,pipeline_1,unroll_8,2,0,0.850158282143,False
workload_391.cpp,xcu200-fsgd2104-2-e,10,1804.28801,69,0,0,0,1,unroll_4,unroll_5,pipeline_1,2,0.25,0.756132828647,False
workload_446.cpp,xcu200-fsgd2104-2-e,10,3630.08001,167,0,0,2,5,unroll_4,unroll_5,unroll_16,1,1.75,0.42693922759,False
