Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
gemm_1642.c,xcu200-fsgd2104-2-e,3.33,0.12489498,889,1,2,23,5,pipeline_1,unroll_4,unroll_64,2,7.75,1,True
gemm_1518.c,xcu200-fsgd2104-2-e,3.33,0.06239088,936.5,1,2,32,7,pipeline_1,unroll_64,pipeline_1,4,10.5,1,True
gemm_1490.c,xcu200-fsgd2104-2-e,3.33,0.06239088,981,1,2,32,7,pipeline_1,unroll_64,unroll_16,2,10.5,1,True
gemm_1645.c,xcu200-fsgd2104-2-e,3.33,0.06239088,943.5,1,2,32,7,pipeline_1,unroll_64,unroll_2,2,10.5,1,True
gemm_1506.c,xcu200-fsgd2104-2-e,3.33,0.06239088,1002,1,2,32,7,pipeline_1,unroll_64,unroll_32,2,10.5,1,True
gemm_1422.c,xcu200-fsgd2104-2-e,3.33,0.06239088,913.5,1,2,32,7,pipeline_1,unroll_64,unroll_4,2,10.5,1,True
gemm_1424.c,xcu200-fsgd2104-2-e,3.33,0.12489498,979,1,2,23,5,pipeline_1,unroll_64,unroll_64,2,7.75,1,True
gemm_1629.c,xcu200-fsgd2104-2-e,3.33,0.06239088,951,1,2,32,7,pipeline_1,unroll_64,unroll_8,2,10.5,1,True
gemm_1520.c,xcu200-fsgd2104-2-e,3.33,0.06239088,904.5,1,2,32,7,pipeline_1,unroll_8,pipeline_1,4,10.5,1,True
gemm_1455.c,xcu200-fsgd2104-2-e,3.33,0.06239088,893,1,2,32,7,pipeline_1,unroll_8,unroll_16,2,10.5,1,True
gemm_1635.c,xcu200-fsgd2104-2-e,3.33,0.06239088,877,1,2,32,7,pipeline_1,unroll_8,unroll_2,1,10.5,1,True
gemm_1594.c,xcu200-fsgd2104-2-e,3.33,0.06239088,977.5,1,2,32,7,pipeline_1,unroll_8,unroll_32,2,10.5,1,True
gemm_1617.c,xcu200-fsgd2104-2-e,3.33,0.06239088,928.5,1,2,32,7,pipeline_1,unroll_8,unroll_4,2,10.5,1,True
gemm_1639.c,xcu200-fsgd2104-2-e,3.33,0.06239088,922,1,2,32,7,pipeline_1,unroll_8,unroll_64,2,10.5,1,True
gemm_1649.c,xcu200-fsgd2104-2-e,3.33,0.06239088,910,1,2,32,7,pipeline_1,unroll_8,unroll_8,1,10.5,1,True
gemm_1432.c,xcu200-fsgd2104-2-e,3.33,0.54966645,197,1,1,9,7,unroll_16,pipeline_1,pipeline_1,2,4.5,0.755101874503,False
gemm_1523.c,xcu200-fsgd2104-2-e,3.33,0.54966645,201,1,1,9,7,unroll_16,pipeline_1,unroll_4,1,4.5,0.755101874503,False
gemm_1615.c,xcu200-fsgd2104-2-e,3.33,9.18058689,506,1,1,1,3,unroll_16,unroll_16,unroll_4,1,1.5,0.136706443818,False
gemm_1486.c,xcu200-fsgd2104-2-e,3.33,4.55630913,1318,1,1,6,10,unroll_16,unroll_32,pipeline_1,1,4.5,0.421198341804,False
gemm_1681.c,xcu200-fsgd2104-2-e,3.33,1.80066753,1581,1,1,3,5,unroll_16,unroll_4,unroll_64,1,2.5,0.7762145027,False
gemm_1471.c,xcu200-fsgd2104-2-e,3.33,0.54985293,46,1,1,1,1,unroll_2,pipeline_1,pipeline_1,4,1,1,True
gemm_1569.c,xcu200-fsgd2104-2-e,3.33,0.54985293,44,1,1,1,1,unroll_2,pipeline_1,unroll_16,2,1,1,True
gemm_1438.c,xcu200-fsgd2104-2-e,3.33,0.54985293,45,1,1,1,1,unroll_2,pipeline_1,unroll_2,2,1,1,True
gemm_1641.c,xcu200-fsgd2104-2-e,3.33,0.54985293,47,1,1,1,1,unroll_2,pipeline_1,unroll_32,2,1,1,True
gemm_1505.c,xcu200-fsgd2104-2-e,3.33,0.54985293,45.5,1,1,1,1,unroll_2,pipeline_1,unroll_4,2,1,1,True
gemm_1591.c,xcu200-fsgd2104-2-e,3.33,0.54985293,47.5,1,1,1,1,unroll_2,pipeline_1,unroll_64,2,1,1,True
gemm_1595.c,xcu200-fsgd2104-2-e,3.33,0.54985293,46,1,1,1,1,unroll_2,pipeline_1,unroll_8,2,1,1,True
gemm_1425.c,xcu200-fsgd2104-2-e,3.33,5.42976813,42.5,1,1,1,1,unroll_2,unroll_16,pipeline_1,2,1,0.371216918411,False
gemm_1552.c,xcu200-fsgd2104-2-e,3.33,7.54391853,150,1,1,1,1,unroll_2,unroll_16,unroll_16,1,1,0.212496055582,False
gemm_1547.c,xcu200-fsgd2104-2-e,3.33,11.36302893,39,1,1,1,1,unroll_2,unroll_16,unroll_2,1,1,0.100000273792,False
gemm_1664.c,xcu200-fsgd2104-2-e,3.33,7.27112493,400,1,1,1,1,unroll_2,unroll_16,unroll_32,1,1,0.229114019151,False
gemm_1553.c,xcu200-fsgd2104-2-e,3.33,9.18068013,53,1,1,1,1,unroll_2,unroll_16,unroll_4,1,1,0.136819415801,False
gemm_1571.c,xcu200-fsgd2104-2-e,3.33,0.46705581,365,1,1,1,2,unroll_2,unroll_16,unroll_64,1,1.25,1,True
gemm_1634.c,xcu200-fsgd2104-2-e,3.33,8.08950573,79,1,1,1,1,unroll_2,unroll_16,unroll_8,1,1,0.182693148676,False
gemm_1540.c,xcu200-fsgd2104-2-e,3.33,5.43573549,25,1,1,1,1,unroll_2,unroll_2,pipeline_1,2,1,0.370672189066,False
gemm_1668.c,xcu200-fsgd2104-2-e,3.33,11.36899629,25,1,1,1,1,unroll_2,unroll_2,unroll_2,1,1,0.1,False
gemm_1669.c,xcu200-fsgd2104-2-e,3.33,9.18664749,27,1,1,1,1,unroll_2,unroll_2,unroll_4,1,1,0.136618882495,False
gemm_1644.c,xcu200-fsgd2104-2-e,3.33,3.58073901,61,1,1,1,1,unroll_2,unroll_2,unroll_64,1,1,0.566377229198,False
gemm_1656.c,xcu200-fsgd2104-2-e,3.33,8.09547309,30,1,1,1,1,unroll_2,unroll_2,unroll_8,1,1,0.182392485613,False
gemm_1530.c,xcu200-fsgd2104-2-e,3.33,5.42934189,70,1,1,1,1,unroll_2,unroll_32,pipeline_1,2,1,0.371255848603,False
gemm_1604.c,xcu200-fsgd2104-2-e,3.33,7.54349229,405,1,1,1,2,unroll_2,unroll_32,unroll_16,1,1.25,0.212458460072,False
gemm_1657.c,xcu200-fsgd2104-2-e,3.33,11.36260269,61,1,1,1,1,unroll_2,unroll_32,unroll_2,1,1,0.100000314302,False
gemm_1493.c,xcu200-fsgd2104-2-e,3.33,7.27069869,1333,1,1,1,2,unroll_2,unroll_32,unroll_32,1,1.25,0.22907101795,False
gemm_1593.c,xcu200-fsgd2104-2-e,3.33,9.18025389,87,1,1,1,1,unroll_2,unroll_32,unroll_4,1,1,0.136833760562,False
gemm_1563.c,xcu200-fsgd2104-2-e,3.33,0.45384237,948,1,1,1,3,unroll_2,unroll_32,unroll_64,1,1.5,1,True
gemm_1694.c,xcu200-fsgd2104-2-e,3.33,5.43232557,26,1,1,1,1,unroll_2,unroll_4,pipeline_1,2,1,0.370983395926,False
gemm_1622.c,xcu200-fsgd2104-2-e,3.33,7.54647597,46,1,1,1,1,unroll_2,unroll_4,unroll_16,1,1,0.212345676556,False
gemm_1631.c,xcu200-fsgd2104-2-e,3.33,11.36558637,26,1,1,1,1,unroll_2,unroll_4,unroll_2,1,1,0.100000089402,False
gemm_1679.c,xcu200-fsgd2104-2-e,3.33,9.18323757,30,1,1,1,1,unroll_2,unroll_4,unroll_4,1,1,0.136733405904,False
gemm_1663.c,xcu200-fsgd2104-2-e,3.33,1.80076077,104,1,1,1,1,unroll_2,unroll_4,unroll_64,1,1,0.803915408913,False
gemm_1682.c,xcu200-fsgd2104-2-e,3.33,8.09206317,37,1,1,1,1,unroll_2,unroll_4,unroll_8,1,1,0.182564226027,False
gemm_1462.c,xcu200-fsgd2104-2-e,3.33,5.42870253,139.5,1,1,1,2,unroll_2,unroll_64,pipeline_1,2,1.25,0.371174765305,False
gemm_1440.c,xcu200-fsgd2104-2-e,3.33,7.54285293,1496,1,1,1,4,unroll_2,unroll_64,unroll_16,1,1.75,0.21199555234,False
gemm_1691.c,xcu200-fsgd2104-2-e,3.33,11.36196333,111,1,1,1,1,unroll_2,unroll_64,unroll_2,1,1,0.100000380306,False
gemm_1423.c,xcu200-fsgd2104-2-e,3.33,9.17961453,179,1,1,1,2,unroll_2,unroll_64,unroll_4,1,1.25,0.136826217798,False
gemm_1466.c,xcu200-fsgd2104-2-e,3.33,8.08844013,418,1,1,1,3,unroll_2,unroll_64,unroll_8,1,1.5,0.182547599907,False
gemm_1480.c,xcu200-fsgd2104-2-e,3.33,4.55768109,32,1,1,1,1,unroll_2,unroll_8,pipeline_1,1,1,0.456712817437,False
gemm_1699.c,xcu200-fsgd2104-2-e,3.33,11.36388141,32,1,1,1,1,unroll_2,unroll_8,unroll_2,1,1,0.100000201154,False
gemm_1658.c,xcu200-fsgd2104-2-e,3.33,7.27197741,155,1,1,1,1,unroll_2,unroll_8,unroll_32,1,1,0.229060305571,False
gemm_1628.c,xcu200-fsgd2104-2-e,3.33,9.18153261,37,1,1,1,1,unroll_2,unroll_8,unroll_4,1,1,0.13679073466,False
gemm_1646.c,xcu200-fsgd2104-2-e,3.33,0.91077165,163,1,1,1,2,unroll_2,unroll_8,unroll_64,1,1.25,0.937727362524,False
gemm_1442.c,xcu200-fsgd2104-2-e,3.33,4.55672871,1381,1,1,6,10,unroll_32,unroll_16,pipeline_1,1,4.5,0.421159984829,False
gemm_1427.c,xcu200-fsgd2104-2-e,3.33,0.54974637,65,1,1,2,1,unroll_4,pipeline_1,pipeline_1,3,1.25,0.983046444136,False
gemm_1504.c,xcu200-fsgd2104-2-e,3.33,0.54974637,69,1,1,2,1,unroll_4,pipeline_1,unroll_16,2,1.25,0.983046444136,False
gemm_1592.c,xcu200-fsgd2104-2-e,3.33,0.54974637,64,1,1,2,1,unroll_4,pipeline_1,unroll_2,2,1.25,0.983046444136,False
gemm_1433.c,xcu200-fsgd2104-2-e,3.33,0.54974637,75,1,1,2,1,unroll_4,pipeline_1,unroll_32,2,1.25,0.983046444136,False
gemm_1570.c,xcu200-fsgd2104-2-e,3.33,0.54974637,67.5,1,1,2,1,unroll_4,pipeline_1,unroll_4,2,1.25,0.983046444136,False
gemm_1500.c,xcu200-fsgd2104-2-e,3.33,0.54974637,68.5,1,1,2,1,unroll_4,pipeline_1,unroll_64,2,1.25,0.983046444136,False
gemm_1508.c,xcu200-fsgd2104-2-e,3.33,0.54974637,67.5,1,1,2,1,unroll_4,pipeline_1,unroll_8,2,1.25,0.983046444136,False
gemm_1482.c,xcu200-fsgd2104-2-e,3.33,5.42971485,65,1,1,1,1,unroll_4,unroll_16,pipeline_1,2,1,0.371221784532,False
gemm_1687.c,xcu200-fsgd2104-2-e,3.33,7.54386525,401,1,1,1,2,unroll_4,unroll_16,unroll_16,1,1.25,0.21243653054,False
gemm_1456.c,xcu200-fsgd2104-2-e,3.33,11.36297565,54,1,1,1,1,unroll_4,unroll_16,unroll_2,1,1,0.100000278703,False
gemm_1481.c,xcu200-fsgd2104-2-e,3.33,7.27107165,1282,1,1,1,2,unroll_4,unroll_16,unroll_32,1,1.25,0.229047524673,False
gemm_1477.c,xcu200-fsgd2104-2-e,3.33,9.18062685,85,1,1,1,1,unroll_4,unroll_16,unroll_4,1,1,0.136821208743,False
gemm_1528.c,xcu200-fsgd2104-2-e,3.33,0.46764189,889,1,1,1,4,unroll_4,unroll_16,unroll_64,1,1.75,0.959032473277,False
gemm_1526.c,xcu200-fsgd2104-2-e,3.33,8.08945245,156,1,1,1,1,unroll_4,unroll_16,unroll_8,1,1,0.182695835634,False
gemm_1446.c,xcu200-fsgd2104-2-e,3.33,6.30862173,26,1,1,1,1,unroll_4,unroll_2,pipeline_1,1,1,0.296889286858,False
gemm_1675.c,xcu200-fsgd2104-2-e,3.33,9.18659421,32,1,1,1,1,unroll_4,unroll_2,unroll_4,1,1,0.136620670548,False
gemm_1659.c,xcu200-fsgd2104-2-e,3.33,3.58068573,111,1,1,1,1,unroll_4,unroll_2,unroll_64,1,1,0.566383610257,False
gemm_1434.c,xcu200-fsgd2104-2-e,3.33,5.42928861,143,1,1,1,2,unroll_4,unroll_32,pipeline_1,2,1.25,0.371121261756,False
gemm_1522.c,xcu200-fsgd2104-2-e,3.33,7.54343901,1351,1,1,1,2,unroll_4,unroll_32,unroll_16,1,1.25,0.212461593037,False
gemm_1495.c,xcu200-fsgd2104-2-e,3.33,11.36254941,102,1,1,1,1,unroll_4,unroll_32,unroll_2,1,1,0.100000319563,False
gemm_1513.c,xcu200-fsgd2104-2-e,3.33,9.18020061,170,1,1,1,2,unroll_4,unroll_32,unroll_4,1,1.25,0.136806498465,False
gemm_1426.c,xcu200-fsgd2104-2-e,3.33,5.43227229,31,1,1,1,1,unroll_4,unroll_4,pipeline_1,2,1,0.370988259952,False
gemm_1453.c,xcu200-fsgd2104-2-e,3.33,5.42864925,371.5,1,1,3,5,unroll_4,unroll_64,pipeline_1,2,2.5,0.366347147395,False
gemm_1703.c,xcu200-fsgd2104-2-e,3.33,11.36191005,250,1,1,1,3,unroll_4,unroll_64,unroll_2,1,1.5,0.100000144135,False
gemm_1566.c,xcu200-fsgd2104-2-e,3.33,9.17956125,541,1,1,1,4,unroll_4,unroll_64,unroll_4,1,1.75,0.136595999495,False
gemm_1702.c,xcu200-fsgd2104-2-e,3.33,8.08838685,1631,1,1,1,5,unroll_4,unroll_64,unroll_8,1,2,0.181954445358,False
gemm_1665.c,xcu200-fsgd2104-2-e,3.33,6.30350685,42,1,1,1,1,unroll_4,unroll_8,pipeline_1,1,1,0.297287507986,False
gemm_1647.c,xcu200-fsgd2104-2-e,3.33,0.91071837,378,1,1,1,2,unroll_4,unroll_8,unroll_64,1,1.25,0.937735463704,False
gemm_1621.c,xcu200-fsgd2104-2-e,3.33,8.09030493,76,1,1,1,1,unroll_4,unroll_8,unroll_8,1,1,0.182652849544,False
gemm_1527.c,xcu200-fsgd2104-2-e,3.33,0.54963981,957.5,1,1,37,22,unroll_64,pipeline_1,pipeline_1,4,15.25,0.39125600575,False
gemm_1451.c,xcu200-fsgd2104-2-e,3.33,0.54963981,895,1,1,37,22,unroll_64,pipeline_1,unroll_16,1,15.25,0.39125600575,False
gemm_1652.c,xcu200-fsgd2104-2-e,3.33,0.54963981,953,1,1,37,22,unroll_64,pipeline_1,unroll_2,1,15.25,0.39125600575,False
gemm_1559.c,xcu200-fsgd2104-2-e,3.33,0.54963981,1013,1,1,37,22,unroll_64,pipeline_1,unroll_32,2,15.25,0.39125600575,False
gemm_1613.c,xcu200-fsgd2104-2-e,3.33,0.54963981,897,1,1,37,22,unroll_64,pipeline_1,unroll_4,1,15.25,0.39125600575,False
gemm_1489.c,xcu200-fsgd2104-2-e,3.33,0.54963981,1040,1,1,37,22,unroll_64,pipeline_1,unroll_64,2,15.25,0.39125600575,False
gemm_1435.c,xcu200-fsgd2104-2-e,3.33,0.54963981,967.5,1,1,37,22,unroll_64,pipeline_1,unroll_8,2,15.25,0.39125600575,False
gemm_1511.c,xcu200-fsgd2104-2-e,3.33,7.549776,1447,1,1,1,6,unroll_64,unroll_2,unroll_16,1,2.25,0.210597096575,False
gemm_1673.c,xcu200-fsgd2104-2-e,3.33,9.1865376,210,1,1,1,3,unroll_64,unroll_2,unroll_4,1,1.5,0.136506856404,False
gemm_1515.c,xcu200-fsgd2104-2-e,3.33,0.54969309,108,1,1,4,3,unroll_8,pipeline_1,pipeline_1,2,2.25,0.919610272499,False
gemm_1700.c,xcu200-fsgd2104-2-e,3.33,0.54969309,111,1,1,4,3,unroll_8,pipeline_1,unroll_16,1,2.25,0.919610272499,False
gemm_1558.c,xcu200-fsgd2104-2-e,3.33,0.54969309,110,1,1,4,3,unroll_8,pipeline_1,unroll_2,1,2.25,0.919610272499,False
gemm_1431.c,xcu200-fsgd2104-2-e,3.33,0.54969309,114,1,1,4,3,unroll_8,pipeline_1,unroll_32,1,2.25,0.919610272499,False
gemm_1548.c,xcu200-fsgd2104-2-e,3.33,0.54969309,108,1,1,4,3,unroll_8,pipeline_1,unroll_4,1,2.25,0.919610272499,False
gemm_1461.c,xcu200-fsgd2104-2-e,3.33,0.54969309,121,1,1,4,3,unroll_8,pipeline_1,unroll_64,2,2.25,0.919610272499,False
gemm_1517.c,xcu200-fsgd2104-2-e,3.33,0.54969309,108,1,1,4,3,unroll_8,pipeline_1,unroll_8,2,2.25,0.919610272499,False
gemm_1449.c,xcu200-fsgd2104-2-e,3.33,6.30262773,150,1,1,1,2,unroll_8,unroll_16,pipeline_1,1,1.25,0.297255097175,False
gemm_1459.c,xcu200-fsgd2104-2-e,3.33,7.54383861,1304,1,1,1,2,unroll_8,unroll_16,unroll_16,1,1.25,0.212438096864,False
gemm_1672.c,xcu200-fsgd2104-2-e,3.33,3.58065909,246,1,1,1,2,unroll_8,unroll_2,unroll_64,1,1.25,0.566092494778,False
gemm_1452.c,xcu200-fsgd2104-2-e,3.33,11.36252277,229,1,1,1,2,unroll_8,unroll_32,unroll_2,1,1.25,0.100000257257,False
gemm_1479.c,xcu200-fsgd2104-2-e,3.33,6.30156213,1442,1,1,6,11,unroll_8,unroll_64,pipeline_1,1,4.75,0.27589350418,False
gemm_1441.c,xcu200-fsgd2104-2-e,3.33,9.17953461,2322,1,1,2,7,unroll_8,unroll_64,unroll_4,1,2.75,0.135450538492,False
gemm_1484.c,xcu200-fsgd2104-2-e,3.33,7.54469109,385,1,1,1,2,unroll_8,unroll_8,unroll_16,1,1.25,0.212387979898,False
gemm_1496.c,xcu200-fsgd2104-2-e,3.33,11.36380149,59,1,1,1,1,unroll_8,unroll_8,unroll_2,1,1,0.100000207489,False
gemm_1168.c,xcu200-fsgd2104-2-e,5,0.093585,1027.5,1,2,27,6,pipeline_1,pipeline_1,pipeline_1,8,9,1,True
gemm_1169.c,xcu200-fsgd2104-2-e,5,0.093585,1028.5,1,2,27,6,pipeline_1,pipeline_1,unroll_16,4,9,1,True
gemm_1228.c,xcu200-fsgd2104-2-e,5,0.093585,996,1,2,27,6,pipeline_1,pipeline_1,unroll_2,4,9,1,True
gemm_1165.c,xcu200-fsgd2104-2-e,5,0.093585,1020,1,2,27,6,pipeline_1,pipeline_1,unroll_32,4,9,1,True
gemm_1155.c,xcu200-fsgd2104-2-e,5,0.093585,1004,1,2,27,6,pipeline_1,pipeline_1,unroll_4,4,9,1,True
gemm_1136.c,xcu200-fsgd2104-2-e,5,0.022125,773.5,1,20,49,23,pipeline_1,pipeline_1,unroll_64,4,23.25,1,True
gemm_1151.c,xcu200-fsgd2104-2-e,5,0.093585,992.5,1,2,27,6,pipeline_1,pipeline_1,unroll_8,4,9,1,True
gemm_1141.c,xcu200-fsgd2104-2-e,5,0.093585,1026,1,2,27,6,pipeline_1,unroll_16,pipeline_1,4,9,1,True
gemm_1192.c,xcu200-fsgd2104-2-e,5,0.093585,1009,1,2,27,6,pipeline_1,unroll_16,unroll_16,2,9,1,True
gemm_1206.c,xcu200-fsgd2104-2-e,5,0.093585,997.5,1,2,27,6,pipeline_1,unroll_16,unroll_2,2,9,1,True
gemm_1226.c,xcu200-fsgd2104-2-e,5,0.093585,1097.5,1,2,27,6,pipeline_1,unroll_16,unroll_32,2,9,1,True
gemm_1124.c,xcu200-fsgd2104-2-e,5,0.093585,1026,1,2,27,6,pipeline_1,unroll_16,unroll_4,2,9,1,True
gemm_1200.c,xcu200-fsgd2104-2-e,5,0.093585,1021,1,2,27,6,pipeline_1,unroll_16,unroll_64,2,9,1,True
gemm_1145.c,xcu200-fsgd2104-2-e,5,0.093585,1110,1,2,27,6,pipeline_1,unroll_16,unroll_8,2,9,1,True
gemm_1339.c,xcu200-fsgd2104-2-e,5,0.093585,995.5,1,2,27,6,pipeline_1,unroll_2,pipeline_1,4,9,1,True
gemm_1146.c,xcu200-fsgd2104-2-e,5,0.093585,1052,1,2,27,6,pipeline_1,unroll_2,unroll_16,2,9,1,True
gemm_1318.c,xcu200-fsgd2104-2-e,5,0.093585,1004,1,2,27,6,pipeline_1,unroll_2,unroll_2,2,9,1,True
gemm_1304.c,xcu200-fsgd2104-2-e,5,0.093585,1001,1,2,27,6,pipeline_1,unroll_2,unroll_32,1,9,1,True
gemm_1340.c,xcu200-fsgd2104-2-e,5,0.093585,988,1,2,27,6,pipeline_1,unroll_2,unroll_4,2,9,1,True
gemm_1159.c,xcu200-fsgd2104-2-e,5,0.022125,818.5,1,20,49,23,pipeline_1,unroll_2,unroll_64,2,23.25,1,True
gemm_1236.c,xcu200-fsgd2104-2-e,5,0.093585,1051,1,2,27,6,pipeline_1,unroll_2,unroll_8,2,9,1,True
gemm_1161.c,xcu200-fsgd2104-2-e,5,0.093585,1069.5,1,2,27,6,pipeline_1,unroll_32,pipeline_1,4,9,1,True
gemm_1150.c,xcu200-fsgd2104-2-e,5,0.093585,1035,1,2,27,6,pipeline_1,unroll_32,unroll_16,2,9,1,True
gemm_1335.c,xcu200-fsgd2104-2-e,5,0.093585,1058,1,2,27,6,pipeline_1,unroll_32,unroll_2,2,9,1,True
gemm_1312.c,xcu200-fsgd2104-2-e,5,0.093585,1074,1,2,27,6,pipeline_1,unroll_32,unroll_32,2,9,1,True
gemm_1153.c,xcu200-fsgd2104-2-e,5,0.093585,1005.5,1,2,27,6,pipeline_1,unroll_32,unroll_4,2,9,1,True
gemm_1132.c,xcu200-fsgd2104-2-e,5,0.093585,1128,1,2,27,6,pipeline_1,unroll_32,unroll_64,2,9,1,True
gemm_1181.c,xcu200-fsgd2104-2-e,5,0.093585,1019.5,1,2,27,6,pipeline_1,unroll_32,unroll_8,2,9,1,True
gemm_1355.c,xcu200-fsgd2104-2-e,5,0.093585,1008,1,2,27,6,pipeline_1,unroll_4,pipeline_1,4,9,1,True
gemm_1391.c,xcu200-fsgd2104-2-e,5,0.093585,1048,1,2,27,6,pipeline_1,unroll_4,unroll_16,1,9,1,True
gemm_1353.c,xcu200-fsgd2104-2-e,5,0.093585,1022.5,1,2,27,6,pipeline_1,unroll_4,unroll_2,2,9,1,True
gemm_1392.c,xcu200-fsgd2104-2-e,5,0.093585,1053.5,1,2,27,6,pipeline_1,unroll_4,unroll_32,2,9,1,True
gemm_1373.c,xcu200-fsgd2104-2-e,5,0.093585,1069,1,2,27,6,pipeline_1,unroll_4,unroll_4,1,9,1,True
gemm_1375.c,xcu200-fsgd2104-2-e,5,0.12513,941,1,2,23,5,pipeline_1,unroll_4,unroll_64,2,7.75,1,True
gemm_1379.c,xcu200-fsgd2104-2-e,5,0.093585,1014,1,2,27,6,pipeline_1,unroll_4,unroll_8,2,9,1,True
