Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_3492.cpp,xcu200-fsgd2104-2-e,3.33,45.98557173,836,0,0,1,2,block_8_1,unroll_8,unroll_2,unroll_2,pipeline_1,2,0.75,0.936989328317,False
workload_3148.cpp,xcu200-fsgd2104-2-e,3.33,38.6874405,83,0,0,0,1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,5,0.25,0.999406428652,False
workload_3323.cpp,xcu200-fsgd2104-2-e,3.33,46.0534005,181.5,0,0,0,1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,6,0.25,0.965887096109,False
workload_3342.cpp,xcu200-fsgd2104-2-e,3.33,48.41606214,766,0,0,2,4.5,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,6,1.625,0.850667460541,False
workload_3508.cpp,xcu200-fsgd2104-2-e,3.33,38.69192934,189,0,0,1,2,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,1,0.75,0.946494856036,False
workload_3414.cpp,xcu200-fsgd2104-2-e,3.33,46.07187534,849,0,0,1,2,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,2,0.75,0.936785024608,False
workload_3064.cpp,xcu200-fsgd2104-2-e,3.33,45.97946784,185,0,0,0,1.5,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,6,0.375,0.963667072911,False
workload_3518.cpp,xcu200-fsgd2104-2-e,3.33,374.81829984,221,0,0,1,1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1,0.5,0.117998421736,False
workload_3285.cpp,xcu200-fsgd2104-2-e,3.33,38.58786684,849,0,0,1,2,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,5,0.75,0.946498059158,False
workload_3471.cpp,xcu200-fsgd2104-2-e,3.33,38.56195278,904,0,0,1,3,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,4,1,0.920362089161,False
workload_3611.cpp,xcu200-fsgd2104-2-e,3.33,374.82268878,1054,0,0,1,3,complete_1,unroll_4,unroll_4,unroll_2,unroll_2,1,1,0.117726761147,False
workload_3474.cpp,xcu200-fsgd2104-2-e,3.33,38.56322151,898,0,0,1,3,complete_1,unroll_8,unroll_2,unroll_2,pipeline_1,3,1,0.920362087799,False
workload_3306.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,79,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_2,pipeline_1,5,0.25,0.999443020128,False
workload_3360.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,90,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_2,unroll_2,1,0.25,0.113511552153,False
workload_3247.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,178,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_4,pipeline_1,5,0.25,0.99963578016,False
workload_3287.cpp,xcu200-fsgd2104-2-e,3.33,48.41742078,784,0,0,2,4.5,complete_2,unroll_2,unroll_2,unroll_8,pipeline_1,4,1.625,0.850665805782,False
workload_3431.cpp,xcu200-fsgd2104-2-e,3.33,428.6546163,765,0,0,2,5,complete_2,unroll_2,unroll_2,unroll_8,unroll_2,1,1.75,0.1,False
workload_3450.cpp,xcu200-fsgd2104-2-e,3.33,38.68882578,178,0,0,1,1,complete_2,unroll_2,unroll_4,unroll_2,pipeline_1,1,0.5,0.97303766705,False
workload_3616.cpp,xcu200-fsgd2104-2-e,3.33,38.65619178,808,0,0,1,2,complete_2,unroll_2,unroll_4,unroll_4,pipeline_1,1,0.75,0.946496416303,False
workload_3336.cpp,xcu200-fsgd2104-2-e,3.33,45.98015382,181,0,0,0,1,complete_2,unroll_4,unroll_2,unroll_2,pipeline_1,6,0.25,0.966217277117,False
workload_3519.cpp,xcu200-fsgd2104-2-e,3.33,374.81898582,217,0,0,1,1,complete_2,unroll_4,unroll_2,unroll_2,unroll_2,1,0.5,0.117997976027,False
workload_3381.cpp,xcu200-fsgd2104-2-e,3.33,211.53709782,530,0,0,2,2,complete_2,unroll_4,unroll_2,unroll_2,unroll_8,1,1,0.37830350127,False
workload_3408.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,829.5,0,0,1,2,complete_2,unroll_4,unroll_2,unroll_4,pipeline_1,4,0.75,0.946498077015,False
workload_3468.cpp,xcu200-fsgd2104-2-e,3.33,374.84695782,977,0,0,1,2,complete_2,unroll_4,unroll_2,unroll_4,unroll_2,1,0.75,0.117878778482,False
workload_3577.cpp,xcu200-fsgd2104-2-e,3.33,38.56293846,856,0,0,1,2,complete_2,unroll_4,unroll_4,unroll_2,pipeline_1,5,0.75,0.946498220362,False
workload_3612.cpp,xcu200-fsgd2104-2-e,3.33,374.82367446,997,0,0,1,2,complete_2,unroll_4,unroll_4,unroll_2,unroll_2,1,0.75,0.117893852535,False
workload_3462.cpp,xcu200-fsgd2104-2-e,3.33,38.56366773,862,0,0,1,2,complete_2,unroll_8,unroll_2,unroll_2,pipeline_1,2,0.75,0.946498218972,False
workload_3509.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,79,0,0,0,1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,3,0.25,0.999443020128,False
workload_3423.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,175.5,0,0,0,1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,4,0.25,0.99963578016,False
workload_3338.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,299,0,0,1,2,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_4,1,0.75,0.367488927243,False
workload_3328.cpp,xcu200-fsgd2104-2-e,3.33,40.69864062,902,0,0,2,5,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,3,1.75,0.844143030715,False
workload_3272.cpp,xcu200-fsgd2104-2-e,3.33,242.3517723,1101,0,0,3,7,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_4,1,2.5,0.292345084723,False
workload_3566.cpp,xcu200-fsgd2104-2-e,3.33,38.68882578,182.5,0,0,1,1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,2,0.5,0.97303766705,False
workload_3537.cpp,xcu200-fsgd2104-2-e,3.33,38.65619178,856,0,0,1,2,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1,0.75,0.946496416303,False
workload_3487.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,185.5,0,0,0,1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4,0.25,1,True
workload_3514.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,844,0,0,1,2,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,3,0.75,0.946498077015,False
workload_3549.cpp,xcu200-fsgd2104-2-e,3.33,38.56293846,873,0,0,1,2,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,3,0.75,0.946498220362,False
workload_3555.cpp,xcu200-fsgd2104-2-e,3.33,38.56366773,865,0,0,1,2,cyclic_2_1,unroll_8,unroll_2,unroll_2,pipeline_1,2,0.75,0.946498218972,False
workload_3290.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,81,0,0,0,1,cyclic_4_1,unroll_2,unroll_2,unroll_2,pipeline_1,4,0.25,0.999443020128,False
workload_3354.cpp,xcu200-fsgd2104-2-e,3.33,138.15723114,327,0,1,2,4,cyclic_4_1,unroll_2,unroll_2,unroll_2,unroll_16,1,1.75,0.579731344126,False
workload_3377.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,92,0,0,0,1,cyclic_4_1,unroll_2,unroll_2,unroll_2,unroll_2,1,0.25,0.113511552153,False
workload_3317.cpp,xcu200-fsgd2104-2-e,3.33,218.40889914,117,0,0,0,1,cyclic_4_1,unroll_2,unroll_2,unroll_2,unroll_4,1,0.25,0.363268614235,False
workload_3292.cpp,xcu200-fsgd2104-2-e,3.33,215.86344714,197,0,1,1,2,cyclic_4_1,unroll_2,unroll_2,unroll_2,unroll_8,1,1,0.367413049195,False
workload_3282.cpp,xcu200-fsgd2104-2-e,3.33,38.63751714,181,0,0,0,1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,5,0.25,0.99963578016,False
workload_3384.cpp,xcu200-fsgd2104-2-e,3.33,378.56258514,213,0,0,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_4,unroll_2,1,0.5,0.115647801765,False
workload_3208.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,317.5,0,0,1,2,cyclic_4_1,unroll_2,unroll_2,unroll_4,unroll_4,2,0.75,0.367488927243,False
workload_3094.cpp,xcu200-fsgd2104-2-e,3.33,48.41742078,1231.5,0,0,2,4.5,cyclic_4_1,unroll_2,unroll_2,unroll_8,pipeline_1,4,1.625,0.850665805782,False
workload_3191.cpp,xcu200-fsgd2104-2-e,3.33,428.6546163,840,0,0,2,5,cyclic_4_1,unroll_2,unroll_2,unroll_8,unroll_2,2,1.75,0.1,False
workload_3076.cpp,xcu200-fsgd2104-2-e,3.33,242.3517723,1228,0,0,3,7,cyclic_4_1,unroll_2,unroll_2,unroll_8,unroll_4,2,2.5,0.292345084723,False
workload_3478.cpp,xcu200-fsgd2104-2-e,3.33,38.68882578,182,0,0,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_2,pipeline_1,3,0.5,0.97303766705,False
workload_3477.cpp,xcu200-fsgd2104-2-e,3.33,38.65619178,854.5,0,0,1,2,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,2,0.75,0.946496416303,False
workload_3401.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,184,0,0,0,1,cyclic_4_1,unroll_4,unroll_2,unroll_2,pipeline_1,4,0.25,1,True
workload_3541.cpp,xcu200-fsgd2104-2-e,3.33,374.81898582,220,0,0,1,1,cyclic_4_1,unroll_4,unroll_2,unroll_2,unroll_2,1,0.5,0.117997976027,False
workload_3366.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,831,0,0,1,2,cyclic_4_1,unroll_4,unroll_2,unroll_4,pipeline_1,5,0.75,0.946498077015,False
workload_3520.cpp,xcu200-fsgd2104-2-e,3.33,38.56293846,870,0,0,1,2,cyclic_4_1,unroll_4,unroll_4,unroll_2,pipeline_1,3,0.75,0.946498220362,False
workload_3495.cpp,xcu200-fsgd2104-2-e,3.33,38.56444029,874,0,0,1,2,cyclic_4_1,unroll_8,unroll_2,unroll_2,pipeline_1,3,0.75,0.946498217282,False
workload_3368.cpp,xcu200-fsgd2104-2-e,3.33,214.45237629,1374,0,0,2,3,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_4,1,1.25,0.369203815368,False
workload_3540.cpp,xcu200-fsgd2104-2-e,3.33,60.10081902,2241,0,27,17,23,cyclic_8_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,16.75,0.100006034412,False
workload_3297.cpp,xcu200-fsgd2104-2-e,3.33,38.67947514,83,0,0,0,1,cyclic_8_1,unroll_2,unroll_2,unroll_2,pipeline_1,5,0.25,0.999443020128,False
workload_3284.cpp,xcu200-fsgd2104-2-e,3.33,138.15723114,350,0,1,2,4,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,3,1.75,0.579731344126,False
workload_3289.cpp,xcu200-fsgd2104-2-e,3.33,382.26887514,97.5,0,0,0,1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_2,2,0.25,0.113511552153,False
workload_3346.cpp,xcu200-fsgd2104-2-e,3.33,215.86344714,195,0,1,1,2,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_8,1,1,0.367413049195,False
workload_3158.cpp,xcu200-fsgd2104-2-e,3.33,46.05942114,184.5,0,0,0,1,cyclic_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,6,0.25,0.965859959099,False
workload_3407.cpp,xcu200-fsgd2104-2-e,3.33,378.56258514,213,0,0,1,1,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll_2,2,0.5,0.115647801765,False
workload_3361.cpp,xcu200-fsgd2104-2-e,3.33,216.32498514,295,0,0,1,2,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll_4,1,0.75,0.367488927243,False
workload_3293.cpp,xcu200-fsgd2104-2-e,3.33,48.41742078,787,0,0,2,4.5,cyclic_8_1,unroll_2,unroll_2,unroll_8,pipeline_1,4,1.625,0.850665805782,False
workload_3367.cpp,xcu200-fsgd2104-2-e,3.33,46.11072978,185,0,0,0.5,1,cyclic_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,2,0.375,0.963117545096,False
workload_3320.cpp,xcu200-fsgd2104-2-e,3.33,216.03596778,543,0,1,2,3,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_8,1,1.5,0.363092832634,False
workload_3302.cpp,xcu200-fsgd2104-2-e,3.33,53.49999978,824,0,0,1,2,cyclic_8_1,unroll_2,unroll_4,unroll_4,pipeline_1,3,0.75,0.914577796298,False
workload_3334.cpp,xcu200-fsgd2104-2-e,3.33,216.46254078,1390,0,0,2,3,cyclic_8_1,unroll_2,unroll_4,unroll_4,unroll_4,1,1.25,0.36421961493,False
workload_3273.cpp,xcu200-fsgd2104-2-e,3.33,38.55824982,190,0,0,0,1,cyclic_8_1,unroll_4,unroll_2,unroll_2,pipeline_1,4,0.25,1,True
workload_3092.cpp,xcu200-fsgd2104-2-e,3.33,135.90080982,1106,0,1,3,4,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_16,2,2,0.579576422256,False
workload_3579.cpp,xcu200-fsgd2104-2-e,3.33,374.81898582,223,0,0,1,1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_2,1,0.5,0.117997976027,False
workload_3373.cpp,xcu200-fsgd2104-2-e,3.33,214.44618582,300,0,0,1,2,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_4,1,0.75,0.372205854326,False
workload_3209.cpp,xcu200-fsgd2104-2-e,3.33,211.53709782,570,0,0,1,2,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_8,2,0.75,0.379590310892,False
workload_3271.cpp,xcu200-fsgd2104-2-e,3.33,38.58622182,844.5,0,0,1,2,cyclic_8_1,unroll_4,unroll_2,unroll_4,pipeline_1,4,0.75,0.946498077015,False
workload_3347.cpp,xcu200-fsgd2104-2-e,3.33,211.56506982,2523,0,0,3,4,cyclic_8_1,unroll_4,unroll_2,unroll_4,unroll_8,1,1.75,0.371399343777,False
workload_3472.cpp,xcu200-fsgd2104-2-e,3.33,38.56293846,872,0,0,1,2,cyclic_8_1,unroll_4,unroll_4,unroll_2,pipeline_1,3,0.75,0.946498220362,False
workload_3435.cpp,xcu200-fsgd2104-2-e,3.33,38.56444029,898,0,0,1,3,cyclic_8_1,unroll_8,unroll_2,unroll_2,pipeline_1,2,1,0.920362086116,False
workload_2651.cpp,xcu200-fsgd2104-2-e,5,65.79001,2078,0,29,15,25,block_2_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,17.25,0.10004232868,False
workload_2858.cpp,xcu200-fsgd2104-2-e,5,55.91383,83,0,0,0,1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,0.25,0.999416459203,False
workload_2822.cpp,xcu200-fsgd2104-2-e,5,55.85783,181.5,0,0,1,1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,4,0.5,0.980310732059,False
workload_2760.cpp,xcu200-fsgd2104-2-e,5,439.69583,207,0,0,1,1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1,0.5,0.12222819167,False
workload_2631.cpp,xcu200-fsgd2104-2-e,5,58.85601,1018,0,0,2,5,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,3,1.75,0.854241553945,False
workload_2721.cpp,xcu200-fsgd2104-2-e,5,55.73182,191,0,0,1,2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,6,0.75,0.954427169025,False
workload_2698.cpp,xcu200-fsgd2104-2-e,5,434.06782,223,0,0,1,2,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1,0.75,0.125741284883,False
workload_2780.cpp,xcu200-fsgd2104-2-e,5,246.46782,299,0,1,1,2,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,2,1,0.402071663713,False
workload_2763.cpp,xcu200-fsgd2104-2-e,5,55.78082,833,0,0,1,3,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,3,1,0.92891724843,False
workload_2998.cpp,xcu200-fsgd2104-2-e,5,55.73182,217,0,0,1,2,block_4_1,unroll_4,unroll_2,unroll_2,pipeline_1,2,0.75,0.954427169025,False
workload_3025.cpp,xcu200-fsgd2104-2-e,5,55.83611,96,0,0,0,1,block_8_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,0.25,0.999723454234,False
workload_2981.cpp,xcu200-fsgd2104-2-e,5,55.76611,196,0,0,0,1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,0.25,1,True
workload_2782.cpp,xcu200-fsgd2104-2-e,5,58.77829,862,0,0,2,4,block_8_1,unroll_2,unroll_2,unroll_8,pipeline_1,1,1.5,0.878511738811,False
workload_2982.cpp,xcu200-fsgd2104-2-e,5,55.6541,203,0,0,0.5,1,block_8_1,unroll_4,unroll_2,unroll_2,pipeline_1,6,0.375,1,True
workload_2963.cpp,xcu200-fsgd2104-2-e,5,433.9901,222,0,0,1,1,block_8_1,unroll_4,unroll_2,unroll_2,unroll_2,2,0.5,0.125911550378,False
workload_2849.cpp,xcu200-fsgd2104-2-e,5,55.6996,836,0,0,1,2,block_8_1,unroll_4,unroll_2,unroll_4,pipeline_1,2,0.75,0.95442731646,False
workload_3001.cpp,xcu200-fsgd2104-2-e,5,55.66106,938,0,0,1,2,block_8_1,unroll_4,unroll_4,unroll_2,pipeline_1,1,0.75,0.954427034224,False
workload_2745.cpp,xcu200-fsgd2104-2-e,5,65.71025,2029,0,28,14,23,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,16.25,0.103857427283,False
workload_2583.cpp,xcu200-fsgd2104-2-e,5,65.65225,2812,0,26,13,20,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,2,14.75,0.121171776638,False
workload_2765.cpp,xcu200-fsgd2104-2-e,5,55.83407,80.5,0,0,0,1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,6,0.25,0.999731512967,False
workload_2768.cpp,xcu200-fsgd2104-2-e,5,445.18807,90.5,0,0,0,1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,2,0.25,0.118982062455,False
workload_2758.cpp,xcu200-fsgd2104-2-e,5,251.98807,112,0,1,0,1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,2,0.5,0.391434256004,False
workload_2759.cpp,xcu200-fsgd2104-2-e,5,55.75707,178.5,0,0,0.5,1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,6,0.375,0.993214520887,False
workload_2845.cpp,xcu200-fsgd2104-2-e,5,249.20207,285,0,1,1,2,complete_1,unroll_2,unroll_2,unroll_4,unroll_4,1,1,0.395873844465,False
workload_2701.cpp,xcu200-fsgd2104-2-e,5,58.77625,812,0,0,2,4.5,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,4,1.625,0.866345228215,False
workload_2742.cpp,xcu200-fsgd2104-2-e,5,509.67033,776,0,0,2,5,complete_1,unroll_2,unroll_2,unroll_8,unroll_2,1,1.75,0.100000000018,False
workload_2819.cpp,xcu200-fsgd2104-2-e,5,55.86173,183.5,0,0,0.5,2,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,2,0.625,0.967320496285,False
workload_2779.cpp,xcu200-fsgd2104-2-e,5,55.78123,840,0,0,1,2,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,3,0.75,0.954426264701,False
workload_2836.cpp,xcu200-fsgd2104-2-e,5,249.23323,1282,0,1,2,3,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,1,1.5,0.391937945522,False
workload_2582.cpp,xcu200-fsgd2104-2-e,5,55.66007,182.5,0,0,0.5,1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,6,0.375,0.993402138975,False
workload_2709.cpp,xcu200-fsgd2104-2-e,5,153.99607,899,0,1,3,4,complete_1,unroll_4,unroll_2,unroll_2,unroll_16,1,2,0.623460086682,False
workload_2733.cpp,xcu200-fsgd2104-2-e,5,433.99607,222,0,0,1,2,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,3,0.75,0.125789219548,False
workload_2649.cpp,xcu200-fsgd2104-2-e,5,246.39607,288.5,0,1,1,2,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,2,1,0.402235155979,False
workload_2645.cpp,xcu200-fsgd2104-2-e,5,55.69507,848,0,0,1,2,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,6,0.75,0.954427309194,False
workload_2789.cpp,xcu200-fsgd2104-2-e,5,434.03107,1036,0,0,1,2,complete_1,unroll_4,unroll_2,unroll_4,unroll_2,1,0.75,0.125765831215,False
workload_2871.cpp,xcu200-fsgd2104-2-e,5,55.66308,906,0,0,1,3,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,5,1,0.92891766365,False
workload_2906.cpp,xcu200-fsgd2104-2-e,5,433.99908,1025,0,0,1,3,complete_1,unroll_4,unroll_4,unroll_2,unroll_2,1,1,0.125607372141,False
workload_2907.cpp,xcu200-fsgd2104-2-e,5,55.662735,1002,0,0,1,3,complete_1,unroll_8,unroll_2,unroll_2,pipeline_1,2,1,0.928917660625,False
workload_2689.cpp,xcu200-fsgd2104-2-e,5,55.83611,79.5,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_2,pipeline_1,4,0.25,0.999723454234,False
workload_2812.cpp,xcu200-fsgd2104-2-e,5,445.19011,87,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_2,unroll_2,1,0.25,0.118980891942,False
workload_2869.cpp,xcu200-fsgd2104-2-e,5,251.99011,116,0,1,0,1,complete_2,unroll_2,unroll_2,unroll_2,unroll_4,1,0.5,0.391429672173,False
workload_2767.cpp,xcu200-fsgd2104-2-e,5,55.76611,175.5,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_4,pipeline_1,4,0.25,1,True
workload_2771.cpp,xcu200-fsgd2104-2-e,5,439.60411,205,0,0,0,1,complete_2,unroll_2,unroll_2,unroll_4,unroll_2,1,0.25,0.12232128459,False
workload_2719.cpp,xcu200-fsgd2104-2-e,5,58.77829,1049,0,0,2,4,complete_2,unroll_2,unroll_2,unroll_8,pipeline_1,1,1.5,0.878511738811,False
workload_2823.cpp,xcu200-fsgd2104-2-e,5,439.64257,945,0,0,1,2,complete_2,unroll_2,unroll_4,unroll_4,unroll_2,1,0.75,0.122153202131,False
