Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_4054.cpp,xcu200-fsgd2104-2-e,3.33,78.94307457,94,1,1,1,3,block_16_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_2,pipeline_1,1,1.5,0.353074628448,False
workload_4007.cpp,xcu200-fsgd2104-2-e,3.33,77.03042913,121,1,1,1,3,block_16_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_64,pipeline_1,1,1.5,0.364981111806,False
workload_4213.cpp,xcu200-fsgd2104-2-e,3.33,3.77819802,503,1,1,1,6,block_16_1,block_64_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838770929178,False
workload_4146.cpp,xcu200-fsgd2104-2-e,3.33,3.77819802,481,1,1,1,6,block_16_1,block_64_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838770929178,False
workload_4306.cpp,xcu200-fsgd2104-2-e,3.33,10.92325914,106,1,1,1,1,block_16_1,cyclic_128_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_16,unroll_2,1,1,0.958903060679,False
workload_4010.cpp,xcu200-fsgd2104-2-e,3.33,77.14732545,150,1,1,1,6,block_16_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_16,pipeline_1,1,2.25,0.34391098484,False
workload_4040.cpp,xcu200-fsgd2104-2-e,3.33,77.38047873,121,1,1,1,6,block_16_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_8,pipeline_1,1,2.25,0.342531203985,False
workload_4121.cpp,xcu200-fsgd2104-2-e,3.33,3.75774849,491,1,4,3,8,block_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,4,0.527584205348,False
workload_4027.cpp,xcu200-fsgd2104-2-e,3.33,3.75774849,536,1,4,3,8,block_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,4,0.527584205348,False
workload_4252.cpp,xcu200-fsgd2104-2-e,3.33,5.53090689,450,1,10,6,13,block_16_1,cyclic_64_1,complete_1,unroll_32,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,7.5,0.158541294282,False
workload_4060.cpp,xcu200-fsgd2104-2-e,3.33,11.58948225,49.5,1,1,1,1,block_2_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,2,1,0.951298725293,False
workload_4061.cpp,xcu200-fsgd2104-2-e,3.33,85.26570561,61,1,1,1,1,block_2_1,block_4_1,complete_1,unroll_8,unroll_8,unroll_32,unroll_32,pipeline_1,1,1,0.318978925909,False
workload_4042.cpp,xcu200-fsgd2104-2-e,3.33,78.84035073,79,1,1,1,1,block_2_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_16,pipeline_1,1,1,0.357664995835,False
workload_4066.cpp,xcu200-fsgd2104-2-e,3.33,78.67443681,111,1,1,1,1,block_2_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_64,pipeline_1,1,1,0.358705592231,False
workload_4029.cpp,xcu200-fsgd2104-2-e,3.33,79.06156929,79,1,1,1,1,block_2_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,1,0.356280796011,False
workload_3999.cpp,xcu200-fsgd2104-2-e,3.33,85.82151258,138,1,1,1,1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_8,unroll_8,unroll_32,pipeline_1,1,1,0.315780292898,False
workload_4028.cpp,xcu200-fsgd2104-2-e,3.33,87.77901978,67,1,1,1,1,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_16,pipeline_1,unroll_8,pipeline_1,1,1,0.304702361144,False
workload_4241.cpp,xcu200-fsgd2104-2-e,3.33,3.70999962,473,1,1,1,6,block_32_1,block_128_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838723245182,False
workload_4232.cpp,xcu200-fsgd2104-2-e,3.33,3.70999962,498,1,1,1,6,block_32_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838723245182,False
workload_4206.cpp,xcu200-fsgd2104-2-e,3.33,3.70999962,483,1,1,1,6,block_32_1,block_128_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838723245182,False
workload_4242.cpp,xcu200-fsgd2104-2-e,3.33,3.80547738,488,1,1,1,6,block_32_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,2.25,0.838788276358,False
workload_4095.cpp,xcu200-fsgd2104-2-e,3.33,3.80547738,481,1,1,1,6,block_32_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838788276358,False
workload_4204.cpp,xcu200-fsgd2104-2-e,3.33,3.80547738,465,1,1,1,6,block_32_1,block_16_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838788276358,False
workload_4228.cpp,xcu200-fsgd2104-2-e,3.33,3.80547738,459,1,1,1,6,block_32_1,block_16_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838788276358,False
workload_4202.cpp,xcu200-fsgd2104-2-e,3.33,5.55817626,435,1,6,4,10,block_32_1,block_16_1,complete_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,5.25,0.356930296522,False
workload_4209.cpp,xcu200-fsgd2104-2-e,3.33,5.55817626,421,1,6,4,10,block_32_1,block_16_1,complete_1,unroll_32,unroll_2,unroll_8,pipeline_1,pipeline_1,1,5.25,0.356930296522,False
workload_4143.cpp,xcu200-fsgd2104-2-e,3.33,3.80547738,471,1,1,1,6,block_32_1,block_16_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838788276358,False
workload_4271.cpp,xcu200-fsgd2104-2-e,3.33,4.57612929,474,1,6,4,9,block_32_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,5,0.387615441129,False
workload_4194.cpp,xcu200-fsgd2104-2-e,3.33,4.5761193,477,1,1,1,6,block_32_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838874292213,False
workload_4012.cpp,xcu200-fsgd2104-2-e,3.33,10.7629929,122,1,1,1,1,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_2,2,1,0.960737400435,False
workload_4161.cpp,xcu200-fsgd2104-2-e,3.33,4.1328297,464,1,1,1,6,block_32_1,block_4_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838919689294,False
workload_4009.cpp,xcu200-fsgd2104-2-e,3.33,80.52357249,200,1,1,1,7,block_32_1,block_4_1,complete_1,pipeline_1,unroll_64,unroll_32,unroll_4,pipeline_1,1,2.5,0.318332962411,False
workload_4227.cpp,xcu200-fsgd2104-2-e,3.33,10.92326913,108,1,1,1,2,block_32_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_16,pipeline_1,1,1.25,0.931708663991,False
workload_4155.cpp,xcu200-fsgd2104-2-e,3.33,5.57864577,1382,1,6,4,10,block_32_1,block_64_1,complete_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,5.25,0.356929746538,False
workload_4063.cpp,xcu200-fsgd2104-2-e,3.33,77.18802138,185,1,1,1,4,block_32_1,block_64_1,complete_1,unroll_8,unroll_32,pipeline_1,unroll_32,pipeline_1,1,1.75,0.358922460147,False
workload_4011.cpp,xcu200-fsgd2104-2-e,3.33,77.07891393,370,1,1,1,8,block_32_1,block_64_1,complete_1,unroll_8,unroll_64,pipeline_1,unroll_32,pipeline_1,1,2.75,0.329759377993,False
workload_4265.cpp,xcu200-fsgd2104-2-e,3.33,10.98122778,56,1,1,1,1,block_32_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,1,1,0.958240057951,False
workload_4235.cpp,xcu200-fsgd2104-2-e,3.33,5.66730369,619,1,9,5,11,block_32_1,block_8_1,complete_1,unroll_32,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,6.5,0.2293871346,False
workload_4251.cpp,xcu200-fsgd2104-2-e,3.33,10.93349889,95,1,1,1,2,block_32_1,block_8_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_16,unroll_2,1,1.25,0.931639848727,False
workload_4239.cpp,xcu200-fsgd2104-2-e,3.33,10.97441793,76,1,1,1,1,block_32_1,block_8_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_16,pipeline_1,1,1,0.958317930744,False
workload_4272.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,465,1,1,1,6,block_32_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4217.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,482,1,1,1,6,block_32_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4188.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,483,1,1,1,6,block_32_1,cyclic_128_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4299.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,493,1,1,1,6,block_32_1,cyclic_128_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4308.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,488,1,1,1,6,block_32_1,cyclic_128_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4282.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,484,1,1,1,6,block_32_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4038.cpp,xcu200-fsgd2104-2-e,3.33,83.84483457,58,1,1,1,1,block_32_1,cyclic_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,1,0.327262925453,False
workload_4126.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,485,1,1,1,6,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,2.25,0.838718137596,False
workload_4226.cpp,xcu200-fsgd2104-2-e,3.33,5.44223898,740,1,1,2,6,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,2.5,0.789228888,False
workload_4225.cpp,xcu200-fsgd2104-2-e,3.33,10.93007898,75,1,1,1,1,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_16,pipeline_1,1,1,0.958825047071,False
workload_4096.cpp,xcu200-fsgd2104-2-e,3.33,3.703184775,473.5,1,3,2,7.5,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,3.375,0.629113168039,False
workload_4291.cpp,xcu200-fsgd2104-2-e,3.33,5.44223898,750,1,1,2,6,block_32_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,2.5,0.789228888,False
workload_4262.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,492,1,1,1,6,block_32_1,cyclic_64_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4270.cpp,xcu200-fsgd2104-2-e,3.33,3.70317978,455,1,1,1,6,block_32_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838718137596,False
workload_4236.cpp,xcu200-fsgd2104-2-e,3.33,10.92753153,57,1,1,1,1,block_32_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,1,1,0.958854187482,False
workload_4173.cpp,xcu200-fsgd2104-2-e,3.33,4.19420826,498.5,1,5,3,8,block_4_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,4.25,0.490058600441,False
workload_4190.cpp,xcu200-fsgd2104-2-e,3.33,4.19420826,498,1,5,3,8,block_4_1,block_16_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,4.25,0.490058600441,False
workload_4168.cpp,xcu200-fsgd2104-2-e,3.33,4.19420826,502,1,5,3,8,block_4_1,block_16_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,4.25,0.490058600441,False
workload_4123.cpp,xcu200-fsgd2104-2-e,3.33,4.96485018,499,1,4,2,7,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,1,3.5,0.608166672112,False
workload_4053.cpp,xcu200-fsgd2104-2-e,3.33,105.4490121,54,1,1,1,1,block_4_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_32,unroll_2,1,1,0.217914473629,False
workload_4023.cpp,xcu200-fsgd2104-2-e,3.33,103.2666633,55,1,1,1,1,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_32,unroll_2,1,1,0.227345880547,False
workload_4110.cpp,xcu200-fsgd2104-2-e,3.33,4.52156058,505,1,5,3,8,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,1,4.25,0.490099225244,False
workload_4004.cpp,xcu200-fsgd2104-2-e,3.33,24.17123457,192,1,1,1,2,block_4_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_16,unroll_32,unroll_2,1,1.25,0.807126399918,False
workload_4082.cpp,xcu200-fsgd2104-2-e,3.33,24.22472769,146,1,1,1,1,block_4_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_4,unroll_32,unroll_2,1,1,0.813480444141,False
workload_4125.cpp,xcu200-fsgd2104-2-e,3.33,4.3033257,487,1,5,3,8,block_4_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,4.25,0.490073947676,False
workload_4229.cpp,xcu200-fsgd2104-2-e,3.33,4.09191066,522,1,5,3,9,block_4_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.5,0.454156481694,False
workload_4208.cpp,xcu200-fsgd2104-2-e,3.33,4.09191066,514,1,5,3,9,block_4_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,4.5,0.454156481694,False
workload_4016.cpp,xcu200-fsgd2104-2-e,3.33,4.09191066,579,1,5,3,9,block_4_1,cyclic_128_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,4.5,0.454156481694,False
workload_4072.cpp,xcu200-fsgd2104-2-e,3.33,4.09191066,502,1,5,3,9,block_4_1,cyclic_128_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,1,4.5,0.454156481694,False
workload_4062.cpp,xcu200-fsgd2104-2-e,3.33,13.15122561,75,1,1,1,1,block_4_1,cyclic_32_1,complete_1,unroll_16,unroll_32,unroll_32,unroll_8,unroll_2,1,1,0.933605368338,False
workload_4174.cpp,xcu200-fsgd2104-2-e,3.33,4.09192065,508,1,4,2,8,block_4_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,3.75,0.566994181112,False
workload_4310.cpp,xcu200-fsgd2104-2-e,3.33,3.68272026,474,1,1,1,6,block_64_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838702444789,False
workload_4219.cpp,xcu200-fsgd2104-2-e,3.33,3.68273025,510,1,9,5,11,block_64_1,block_128_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,1,6.5,0.229326246543,False
workload_4342.cpp,xcu200-fsgd2104-2-e,3.33,3.68272026,476,1,1,1,6,block_64_1,block_128_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838702444789,False
workload_4015.cpp,xcu200-fsgd2104-2-e,3.33,3.68272026,562,1,1,1,6,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838702444789,False
workload_4122.cpp,xcu200-fsgd2104-2-e,3.33,3.682725255,501,1,5,3,8.5,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_2,2,4.375,0.471808208871,False
workload_4301.cpp,xcu200-fsgd2104-2-e,3.33,3.68272026,485,1,1,1,6,block_64_1,block_128_1,complete_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,1,2.25,0.838702444789,False
workload_4048.cpp,xcu200-fsgd2104-2-e,3.33,30.63814785,89,1,1,1,2,block_64_1,block_16_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_2,1,1.25,0.743377955731,False
workload_4220.cpp,xcu200-fsgd2104-2-e,3.33,4.54883994,488,1,1,1,6,block_64_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838884390528,False
workload_4134.cpp,xcu200-fsgd2104-2-e,3.33,10.78249338,106,1,1,1,1,block_64_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_2,1,1,0.960514101614,False
workload_4330.cpp,xcu200-fsgd2104-2-e,3.33,4.54883994,479,1,1,1,6,block_64_1,block_2_1,complete_1,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,2.25,0.838884390528,False
workload_4223.cpp,xcu200-fsgd2104-2-e,3.33,4.54883994,487,1,1,1,6,block_64_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838884390528,False
workload_4185.cpp,xcu200-fsgd2104-2-e,3.33,5.4967977,435,1,9,4,11,block_64_1,block_32_1,complete_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.251433203205,False
workload_4025.cpp,xcu200-fsgd2104-2-e,3.33,77.40605313,104,1,1,1,1,block_64_1,block_4_1,complete_1,unroll_2,unroll_8,pipeline_1,unroll_32,pipeline_1,1,1,0.366730068928,False
workload_4331.cpp,xcu200-fsgd2104-2-e,3.33,4.10555034,480,1,1,1,6,block_64_1,block_4_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.83891413309,False
workload_4358.cpp,xcu200-fsgd2104-2-e,3.33,4.10555034,490,1,1,1,6,block_64_1,block_4_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.83891413309,False
workload_4039.cpp,xcu200-fsgd2104-2-e,3.33,78.71546241,87,1,1,1,1,block_64_1,block_4_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_32,pipeline_1,1,1,0.358448088395,False
workload_4145.cpp,xcu200-fsgd2104-2-e,3.33,5.54453658,853,1,13,9,14,block_64_1,block_64_1,complete_1,pipeline_1,unroll_64,unroll_16,pipeline_1,unroll_2,1,9.25,0.101286812546,False
workload_4115.cpp,xcu200-fsgd2104-2-e,3.33,5.54453658,800,1,13,9,14,block_64_1,block_64_1,complete_1,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,1,9.25,0.101286812546,False
workload_4216.cpp,xcu200-fsgd2104-2-e,3.33,3.88732545,500,1,10,5,11,block_64_1,block_8_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.209035230353,False
workload_4352.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,455,1,1,1,6,block_64_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838697090504,False
workload_4376.cpp,xcu200-fsgd2104-2-e,3.33,14.19550362,89,1,1,1,1,block_64_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,1,0.921878155558,False
workload_4518.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,490,1,1,1,6,block_64_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838697090504,False
workload_4230.cpp,xcu200-fsgd2104-2-e,3.33,3.675905415,500,1,4.5,3,8,block_64_1,cyclic_128_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,4.125,0.508546780356,False
workload_4346.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,493,1,1,1,6,block_64_1,cyclic_128_1,complete_1,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,2.25,0.838697090504,False
workload_4289.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,484,1,1,1,6,block_64_1,cyclic_128_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.838697090504,False
workload_4215.cpp,xcu200-fsgd2104-2-e,3.33,3.675905415,508,1,4.5,3,8,block_64_1,cyclic_128_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,2,4.125,0.508546780356,False
workload_4274.cpp,xcu200-fsgd2104-2-e,3.33,5.41496961,992,1,10,6,12,block_64_1,cyclic_128_1,complete_1,unroll_4,unroll_2,unroll_64,pipeline_1,pipeline_1,1,7.25,0.173654108867,False
workload_4172.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,481.5,1,1,1,6,block_64_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,2.25,0.838697090504,False
workload_4246.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,490.5,1,1,1,6,block_64_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,pipeline_1,2,2.25,0.838697090504,False
workload_4218.cpp,xcu200-fsgd2104-2-e,3.33,3.675905415,497.5,1,4.5,3,8,block_64_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,4.125,0.508546780356,False
workload_4341.cpp,xcu200-fsgd2104-2-e,3.33,3.67590042,476,1,1,1,6,block_64_1,cyclic_128_1,complete_1,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.838697090504,False
workload_4314.cpp,xcu200-fsgd2104-2-e,3.33,5.41495962,530,1,1,1,6,block_64_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,2.25,0.838116227561,False
