Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Replicate_Count,Area,Weight,is_pareto
workload_4045.cpp,xcu200-fsgd2104-2-e,3.33,14.66109423,83,1,1,1,1,block_16_1,block_4_1,block_2_1,block_2_1,unroll_4,unroll_8,pipeline_1,unroll_8,1,1,0.556758793885,False
workload_4102.cpp,xcu200-fsgd2104-2-e,3.33,10.85313267,68.5,1,1,1,1,block_16_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,2,1,0.965006620729,False
workload_3945.cpp,xcu200-fsgd2104-2-e,3.33,10.85632947,106,1,1,1,2,block_16_1,block_4_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,pipeline_1,2,1.25,0.943993490321,False
workload_4281.cpp,xcu200-fsgd2104-2-e,3.33,10.78822431,81,1,1,1,1,block_16_1,block_8_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_16,pipeline_1,unroll_8,1,1,0.973085751217,False
workload_3950.cpp,xcu200-fsgd2104-2-e,3.33,16.64851149,208,1,1,1,5,block_16_1,cyclic_128_1,block_4_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll_8,1,2,0.380547319063,False
workload_4046.cpp,xcu200-fsgd2104-2-e,3.33,10.84426821,1652,1,1,3,20,block_16_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,unroll_8,unroll_16,unroll_64,unroll_8,1,6.25,0.295740510423,False
workload_4012.cpp,xcu200-fsgd2104-2-e,3.33,20.58485787,107,1,1,1,3,block_2_1,block_128_1,block_4_1,cyclic_16_1,unroll_2,unroll_4,unroll_4,unroll_2,1,1.5,0.177137758803,False
workload_4018.cpp,xcu200-fsgd2104-2-e,3.33,16.59395277,252,1,1,1,6,block_2_1,block_128_1,block_4_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll_16,1,2.25,0.374593181945,False
workload_3896.cpp,xcu200-fsgd2104-2-e,3.33,16.59395277,175,1,1,1,4,block_2_1,block_128_1,block_4_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll_4,1,1.75,0.390977029498,False
workload_4047.cpp,xcu200-fsgd2104-2-e,3.33,24.63908958,600,1,1,1,5,block_2_1,block_128_1,cyclic_128_1,cyclic_32_1,unroll_2,unroll_64,unroll_4,unroll_2,1,2,0.100013229243,False
workload_3960.cpp,xcu200-fsgd2104-2-e,3.33,21.80203614,1045,1,1,1,7,block_2_1,block_128_1,cyclic_128_1,cyclic_64_1,unroll_2,unroll_64,unroll_8,unroll_2,1,2.5,0.132277279478,False
workload_4595.cpp,xcu200-fsgd2104-2-e,3.33,10.57882059,173,1,1,1,3,block_2_1,block_128_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,1.5,0.900103407144,False
workload_4784.cpp,xcu200-fsgd2104-2-e,3.33,10.57497111,93,1,1,1,1,block_2_1,block_16_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_64,pipeline_1,unroll_16,1,1,0.999893708892,False
workload_4359.cpp,xcu200-fsgd2104-2-e,3.33,10.62089847,82,1,1,1,1,block_2_1,block_16_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll_64,unroll_4,pipeline_1,1,1,0.994085952345,False
workload_4110.cpp,xcu200-fsgd2104-2-e,3.33,10.80193059,145,1,1,1,2,block_2_1,block_16_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1,1.25,0.94875743062,False
workload_4179.cpp,xcu200-fsgd2104-2-e,3.33,10.79846739,52,1,1,1,1,block_2_1,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1,0.971808301544,False
workload_4511.cpp,xcu200-fsgd2104-2-e,3.33,10.63465803,58,1,1,1,1,block_2_1,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,1,0.992349643772,False
workload_4035.cpp,xcu200-fsgd2104-2-e,3.33,14.82558291,108,1,1,1,2,block_2_1,block_2_1,block_32_1,cyclic_4_1,unroll_2,unroll_16,unroll_16,unroll_2,1,1.25,0.54025052773,False
workload_4121.cpp,xcu200-fsgd2104-2-e,3.33,10.81205379,58,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,unroll_8,1,1,0.970115337891,False
workload_4066.cpp,xcu200-fsgd2104-2-e,3.33,10.7984907,79,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_4_1,unroll_16,unroll_16,pipeline_1,pipeline_1,1,1,0.971805395541,False
workload_4164.cpp,xcu200-fsgd2104-2-e,3.33,10.80532053,973,1,1,1,6,block_2_1,block_2_1,block_4_1,cyclic_4_1,unroll_16,unroll_32,pipeline_1,unroll_64,1,2.25,0.774112129965,False
workload_4133.cpp,xcu200-fsgd2104-2-e,3.33,10.79843742,83,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_4_1,unroll_16,unroll_8,pipeline_1,pipeline_1,1,1,0.971812037842,False
workload_4062.cpp,xcu200-fsgd2104-2-e,3.33,10.80523395,61,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,unroll_8,1,1,0.970964933585,False
workload_4142.cpp,xcu200-fsgd2104-2-e,3.33,10.80522063,64,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_4_1,unroll_4,unroll_16,pipeline_1,unroll_8,1,1,0.970966593357,False
workload_4135.cpp,xcu200-fsgd2104-2-e,3.33,10.80182403,59,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,unroll_16,pipeline_1,unroll_8,1,1,0.971389886898,False
workload_4478.cpp,xcu200-fsgd2104-2-e,3.33,10.63465803,60,1,1,1,1,block_2_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,1,0.992349643772,False
workload_4149.cpp,xcu200-fsgd2104-2-e,3.33,10.80175743,61,1,1,1,1,block_2_1,block_2_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1,0.9713981878,False
workload_4150.cpp,xcu200-fsgd2104-2-e,3.33,11.00963934,219,1,1,1,2,block_2_1,block_2_1,cyclic_128_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,unroll_8,1,1.25,0.929482543828,False
workload_4128.cpp,xcu200-fsgd2104-2-e,3.33,10.80182403,59,1,1,1,1,block_2_1,block_2_1,cyclic_16_1,block_2_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1,0.971389886898,False
workload_4754.cpp,xcu200-fsgd2104-2-e,3.33,10.56816459,130,1,1,1,2,block_2_1,block_2_1,cyclic_2_1,block_16_1,unroll_2,unroll_64,pipeline_1,unroll_32,1,1.25,1,True
workload_4706.cpp,xcu200-fsgd2104-2-e,3.33,10.56986955,148,1,1,1,3,block_2_1,block_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,1.5,0.900109616048,False
workload_4692.cpp,xcu200-fsgd2104-2-e,3.33,10.57498443,67,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_64,pipeline_1,unroll_16,1,1,0.999892021782,False
workload_4542.cpp,xcu200-fsgd2104-2-e,3.33,10.57754187,71,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_64,pipeline_1,unroll_32,1,1,0.999568125993,False
workload_4557.cpp,xcu200-fsgd2104-2-e,3.33,10.57882059,84,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,1,0.999406199962,False
workload_4773.cpp,xcu200-fsgd2104-2-e,3.33,10.57413195,79,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_32_1,unroll_2,unroll_64,pipeline_1,unroll_32,1,1,1,True
workload_4406.cpp,xcu200-fsgd2104-2-e,3.33,10.58012262,82,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_16,unroll_64,pipeline_1,pipeline_1,1,1,0.99924133713,False
workload_4588.cpp,xcu200-fsgd2104-2-e,3.33,10.57967307,80,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,1,0.999298257371,False
workload_4481.cpp,xcu200-fsgd2104-2-e,3.33,10.58013927,59,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_64,pipeline_1,pipeline_1,1,1,0.999239229007,False
workload_4560.cpp,xcu200-fsgd2104-2-e,3.33,10.57923351,83,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_64,pipeline_1,unroll_32,1,1,0.999353914461,False
workload_4654.cpp,xcu200-fsgd2104-2-e,3.33,10.57965975,121,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_64,pipeline_1,unroll_64,1,1,0.999299943924,False
workload_4143.cpp,xcu200-fsgd2104-2-e,3.33,10.80182403,66,1,1,1,1,block_2_1,block_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1,0.971389886898,False
workload_4182.cpp,xcu200-fsgd2104-2-e,3.33,10.80193059,75,1,1,1,1,block_2_1,block_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1,1,0.971376605538,False
workload_4248.cpp,xcu200-fsgd2104-2-e,3.33,10.79170083,61,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,unroll_4,1,1,0.972652077629,False
workload_4156.cpp,xcu200-fsgd2104-2-e,3.33,10.79154099,60,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,unroll_8,1,1,0.972672014282,False
workload_4509.cpp,xcu200-fsgd2104-2-e,3.33,10.63462806,89,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_8_1,unroll_16,unroll_64,pipeline_1,pipeline_1,1,1,0.99235342383,False
workload_4049.cpp,xcu200-fsgd2104-2-e,3.33,14.93792046,958,1,1,1,4,block_2_1,block_2_1,cyclic_64_1,block_2_1,unroll_16,unroll_16,unroll_4,pipeline_1,1,1.75,0.5191317606,False
workload_4201.cpp,xcu200-fsgd2104-2-e,3.33,10.80182403,89,1,1,1,1,block_2_1,block_2_1,cyclic_64_1,block_8_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1,0.971389886898,False
workload_4016.cpp,xcu200-fsgd2104-2-e,3.33,10.80179406,245,1,1,1,4,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_16,unroll_16,pipeline_1,pipeline_1,1,1.75,0.885278978344,False
workload_3952.cpp,xcu200-fsgd2104-2-e,3.33,10.80339246,1220,1,1,3,16,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_16,unroll_16,unroll_64,pipeline_1,1,5.25,0.444246939028,False
workload_4053.cpp,xcu200-fsgd2104-2-e,3.33,10.80333918,1079,1,1,3,16,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_16,unroll_8,unroll_64,pipeline_1,1,5.25,0.444247290243,False
workload_3924.cpp,xcu200-fsgd2104-2-e,3.33,10.80182403,84,1,1,1,1,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1,0.971389886898,False
workload_4125.cpp,xcu200-fsgd2104-2-e,3.33,10.80177075,77,1,1,1,1,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,1,0.971396527616,False
workload_3995.cpp,xcu200-fsgd2104-2-e,3.33,10.80180405,143,1,1,1,2,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_8,unroll_16,pipeline_1,pipeline_1,1,1.25,0.948768232052,False
workload_4040.cpp,xcu200-fsgd2104-2-e,3.33,10.84171077,391.5,1,1,1,2,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_8,unroll_32,pipeline_1,unroll_8,2,1.25,0.945296586147,False
workload_4095.cpp,xcu200-fsgd2104-2-e,3.33,10.79856063,82,1,1,1,1,block_2_1,block_32_1,block_2_1,block_2_1,unroll_4,unroll_32,pipeline_1,pipeline_1,1,1,0.971796677559,False
workload_4170.cpp,xcu200-fsgd2104-2-e,3.33,10.79861391,87,1,1,1,1,block_2_1,block_32_1,block_4_1,block_2_1,unroll_4,unroll_32,pipeline_1,pipeline_1,1,1,0.971790035317,False
workload_4159.cpp,xcu200-fsgd2104-2-e,3.33,10.79850735,81,1,1,1,1,block_2_1,block_32_1,block_4_1,block_4_1,unroll_4,unroll_16,pipeline_1,pipeline_1,1,1,0.971803319827,False
workload_4183.cpp,xcu200-fsgd2104-2-e,3.33,10.79843742,122,1,1,1,2,block_2_1,block_32_1,block_4_1,cyclic_4_1,unroll_16,unroll_8,pipeline_1,pipeline_1,1,1.25,0.949055107651,False
workload_4199.cpp,xcu200-fsgd2104-2-e,3.33,10.80175743,76,1,1,1,1,block_2_1,block_32_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1,0.9713981878,False
workload_4140.cpp,xcu200-fsgd2104-2-e,3.33,10.63805463,402,1,1,1,6,block_2_1,block_32_1,cyclic_128_1,block_2_1,unroll_4,unroll_64,pipeline_1,pipeline_1,1,2.25,0.775896232095,False
workload_4088.cpp,xcu200-fsgd2104-2-e,3.33,11.72482677,171,1,1,1,4,block_2_1,block_32_1,cyclic_16_1,block_2_1,unroll_8,unroll_32,unroll_4,pipeline_1,1,1.75,0.811742057593,False
workload_4122.cpp,xcu200-fsgd2104-2-e,3.33,10.80175743,144,1,1,1,3,block_2_1,block_32_1,cyclic_64_1,block_2_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1.5,0.895820289405,False
workload_4081.cpp,xcu200-fsgd2104-2-e,3.33,14.60610261,121,1,1,1,2,block_2_1,block_4_1,block_2_1,block_2_1,unroll_8,unroll_8,pipeline_1,unroll_8,1,1.25,0.559825569059,False
workload_4393.cpp,xcu200-fsgd2104-2-e,3.33,10.63459143,72,1,1,1,1,block_2_1,block_4_1,block_2_1,block_8_1,unroll_4,unroll_64,pipeline_1,pipeline_1,1,1,0.992358043912,False
workload_4284.cpp,xcu200-fsgd2104-2-e,3.33,10.79838747,60,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1,0.971818265022,False
workload_4227.cpp,xcu200-fsgd2104-2-e,3.33,10.63465803,63,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,1,0.992349643772,False
workload_4188.cpp,xcu200-fsgd2104-2-e,3.33,10.63464471,73,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_4,unroll_64,pipeline_1,pipeline_1,1,1,0.992351323797,False
workload_4346.cpp,xcu200-fsgd2104-2-e,3.33,10.63460475,62,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,1,0.992356363881,False
workload_4514.cpp,xcu200-fsgd2104-2-e,3.33,10.70274654,158,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,1,0.983782443289,False
workload_4319.cpp,xcu200-fsgd2104-2-e,3.33,10.63459143,76,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_4,unroll_64,pipeline_1,pipeline_1,1,1,0.992358043912,False
workload_4212.cpp,xcu200-fsgd2104-2-e,3.33,10.7984907,121,1,1,1,2,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_16,unroll_16,pipeline_1,pipeline_1,1,1.25,0.949050575097,False
workload_4245.cpp,xcu200-fsgd2104-2-e,3.33,10.79862723,66,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1,1,0.97178837476,False
workload_4225.cpp,xcu200-fsgd2104-2-e,3.33,10.79844075,59,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline_1,2,1,0.971811622697,False
workload_4423.cpp,xcu200-fsgd2104-2-e,3.33,10.63469799,69,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_4,unroll_64,pipeline_1,pipeline_1,1,1,0.992344603707,False
workload_4118.cpp,xcu200-fsgd2104-2-e,3.33,10.79843742,133,1,1,1,2,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_16,unroll_16,pipeline_1,pipeline_1,1,1.25,0.949055107651,False
workload_4217.cpp,xcu200-fsgd2104-2-e,3.33,10.79838414,127,1,1,1,2,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_16,unroll_8,pipeline_1,pipeline_1,1,1.25,0.949059639963,False
workload_4181.cpp,xcu200-fsgd2104-2-e,3.33,10.79857395,66,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1,1,0.971795016996,False
workload_4152.cpp,xcu200-fsgd2104-2-e,3.33,10.63465803,63,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,1,0.992349643772,False
workload_4270.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,141,1,1,1,3,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,1.5,0.899729776705,False
workload_4412.cpp,xcu200-fsgd2104-2-e,3.33,10.63800135,267,1,1,1,5,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_4,unroll_64,pipeline_1,unroll_64,1,2,0.836469319078,False
workload_4241.cpp,xcu200-fsgd2104-2-e,3.33,10.79840079,70,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1,0.971816604438,False
workload_4123.cpp,xcu200-fsgd2104-2-e,3.33,10.80175743,70,1,1,1,1,block_2_1,block_4_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1,0.9713981878,False
workload_4377.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,226,1,1,1,2,block_2_1,block_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,1.25,0.9614837254,False
workload_4416.cpp,xcu200-fsgd2104-2-e,3.33,10.77738183,106,1,1,1,2,block_2_1,block_4_1,cyclic_16_1,cyclic_64_1,unroll_2,unroll_2,pipeline_1,unroll_64,1,1.25,0.950827056688,False
workload_4721.cpp,xcu200-fsgd2104-2-e,3.33,10.56816459,223,1,1,3,5,block_2_1,block_4_1,cyclic_2_1,block_16_1,unroll_2,unroll_64,pipeline_1,unroll_32,1,2.5,0.717952783373,False
workload_4574.cpp,xcu200-fsgd2104-2-e,3.33,10.57668939,413,1,1,6,9,block_2_1,block_4_1,cyclic_2_1,block_16_1,unroll_2,unroll_64,pipeline_1,unroll_64,2,4.25,0.584100820466,False
workload_4776.cpp,xcu200-fsgd2104-2-e,3.33,10.56815127,427,1,1,3,7,block_2_1,block_4_1,cyclic_2_1,block_16_1,unroll_4,unroll_64,pipeline_1,unroll_32,1,3,0.609568246525,False
workload_4287.cpp,xcu200-fsgd2104-2-e,3.33,10.74388203,61,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1,0.978626616708,False
workload_4356.cpp,xcu200-fsgd2104-2-e,3.33,10.73359899,242,1,1,3,6,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,pipeline_1,unroll_64,1,2.75,0.661971454294,False
workload_4559.cpp,xcu200-fsgd2104-2-e,3.33,10.56986955,248,1,1,3,6,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,pipeline_1,unroll_64,1,2.75,0.662455252066,False
workload_4622.cpp,xcu200-fsgd2104-2-e,3.33,10.58093847,246,1,1,1,3,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_4,unroll_64,pipeline_1,unroll_32,1,1.5,0.900099998579,False
