Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_4283.cpp,xcu200-fsgd2104-2-e,3.33,46.27126242,1172,6,1,4,5,block_128_1,cyclic_4_1,cyclic_4_2,block_8_1,block_8_1,block_2_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,4,0.882042407317,False
workload_4341.cpp,xcu200-fsgd2104-2-e,3.33,49.7630205,1561,7,1,4,5,block_128_1,cyclic_4_1,cyclic_8_2,block_8_1,block_8_1,block_2_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,4.25,0.860144699955,False
workload_4417.cpp,xcu200-fsgd2104-2-e,3.33,74.44920294,1781,7,1,7,17,block_128_1,cyclic_4_2,block_64_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_8,pipeline_1,1,8,0.590388031365,False
workload_4500.cpp,xcu200-fsgd2104-2-e,3.33,76.00420971,470,5,1,1,4,block_128_1,cyclic_4_2,cyclic_2_1,block_8_1,block_2_1,block_8_1,unroll_16,unroll_4,unroll_4,unroll_4,1,2.75,0.721253199425,False
workload_4980.cpp,xcu200-fsgd2104-2-e,3.33,53.25401601,1087,3,1,11,18,block_16_1,block_128_1,block_16_1,block_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,8.25,0.645225158722,False
workload_4584.cpp,xcu200-fsgd2104-2-e,3.33,177.01861752,1787,3,1,2,8,block_16_1,block_128_1,cyclic_2_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_4,1,3.5,0.188365267435,False
workload_4768.cpp,xcu200-fsgd2104-2-e,3.33,49.76225793,182,1,1,1,2,block_16_1,block_2_2,block_16_1,block_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.963230980829,False
workload_4603.cpp,xcu200-fsgd2104-2-e,3.33,176.827662,114,1,1,1,1,block_16_1,block_2_2,block_16_1,block_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,1,0.192971146325,False
workload_4714.cpp,xcu200-fsgd2104-2-e,3.33,176.82801498,117,1,1,1,1,block_16_1,block_2_2,block_16_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,1,0.192970084915,False
workload_4806.cpp,xcu200-fsgd2104-2-e,3.33,49.76310375,181,1,1,1,2,block_16_1,block_2_2,block_16_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.963224165646,False
workload_4828.cpp,xcu200-fsgd2104-2-e,3.33,46.27070298,60,1,1,1,1,block_16_1,block_2_2,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1,0.999996136801,False
workload_5095.cpp,xcu200-fsgd2104-2-e,3.33,46.27028673,234,1,1,4,4,block_16_1,block_2_2,block_2_1,complete_1,block_4_1,block_4_1,unroll_16,pipeline_1,pipeline_1,unroll_4,1,2.5,0.926382463211,False
workload_5083.cpp,xcu200-fsgd2104-2-e,3.33,46.27006362,99,1,2,1,2,block_16_1,block_2_2,block_2_1,complete_1,block_4_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.5,0.973324305243,False
workload_5081.cpp,xcu200-fsgd2104-2-e,3.33,46.27049652,79,1,1,1,1,block_16_1,block_2_2,block_2_1,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1,0.999998068399,False
workload_4999.cpp,xcu200-fsgd2104-2-e,3.33,46.27042992,240,1,1,4,4,block_16_1,block_2_2,block_2_1,cyclic_4_1,block_4_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_8,1,2.5,0.926382078017,False
workload_5124.cpp,xcu200-fsgd2104-2-e,3.33,44.52429447,81,1,2,1,1,block_16_1,block_2_2,block_2_2,block_8_1,block_4_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.25,0.988000541883,False
workload_4309.cpp,xcu200-fsgd2104-2-e,3.33,44.52567975,114,1,2,3,3,block_16_1,block_2_2,block_2_2,block_8_1,block_4_1,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,2.25,0.945656884862,False
workload_4473.cpp,xcu200-fsgd2104-2-e,3.33,44.52570972,109,1,2,3,3,block_16_1,block_2_2,block_2_2,block_8_1,cyclic_2_1,block_8_1,unroll_8,unroll_2,pipeline_1,unroll_4,1,2.25,0.945656841533,False
workload_4348.cpp,xcu200-fsgd2104-2-e,3.33,44.52566643,100,1,2,3,3,block_16_1,block_2_2,block_2_2,block_8_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll_2,pipeline_1,unroll_4,1,2.25,0.945656904119,False
workload_5063.cpp,xcu200-fsgd2104-2-e,3.33,44.5241979,62,1,2,1,2,block_16_1,block_2_2,block_2_2,complete_1,block_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.979612807866,False
workload_5091.cpp,xcu200-fsgd2104-2-e,3.33,44.52440769,184,1,2,6,5,block_16_1,block_2_2,block_2_2,complete_1,block_4_1,block_4_1,unroll_64,pipeline_1,pipeline_1,unroll_4,1,3.5,0.903682042437,False
workload_5029.cpp,xcu200-fsgd2104-2-e,3.33,44.52418458,73,1,2,1,2,block_16_1,block_2_2,block_2_2,complete_1,block_4_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.5,0.979612843644,False
workload_4332.cpp,xcu200-fsgd2104-2-e,3.33,50.1971193,667,1,2,2,4,block_16_1,block_2_2,block_2_2,complete_1,cyclic_4_1,cyclic_2_1,unroll_8,pipeline_1,unroll_8,unroll_16,1,2.25,0.921066688199,False
workload_4724.cpp,xcu200-fsgd2104-2-e,3.33,44.52476733,62,1,2,1,1,block_16_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,block_2_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.987999835154,False
workload_4847.cpp,xcu200-fsgd2104-2-e,3.33,44.52425784,65,1,2,1,1,block_16_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.25,0.988000596621,False
workload_4668.cpp,xcu200-fsgd2104-2-e,3.33,44.52475401,65,1,2,1,1,block_16_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,1.25,0.987999855065,False
workload_5047.cpp,xcu200-fsgd2104-2-e,3.33,44.52502041,68,1,2,1,1,block_16_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,1.25,0.987999456815,False
workload_4517.cpp,xcu200-fsgd2104-2-e,3.33,44.52425118,76,1,2,1,1,block_16_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.25,1,True
workload_4586.cpp,xcu200-fsgd2104-2-e,3.33,44.52571971,60,1,2,1,1,block_16_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_4,1,1.25,0.987998411081,False
workload_4787.cpp,xcu200-fsgd2104-2-e,3.33,44.52425118,63,2,2,1,1,block_16_1,block_2_2,block_4_2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.979612664753,False
workload_4372.cpp,xcu200-fsgd2104-2-e,3.33,58.51728081,771,3,1,15,27,block_16_1,block_2_2,block_64_1,complete_1,cyclic_4_1,cyclic_2_1,unroll_8,pipeline_1,unroll_8,pipeline_1,1,11.5,0.478028805539,False
workload_4371.cpp,xcu200-fsgd2104-2-e,3.33,49.32594135,188,1,1,2,3,block_16_1,block_2_2,cyclic_2_1,block_8_1,block_4_1,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,1.75,0.945614804906,False
workload_4389.cpp,xcu200-fsgd2104-2-e,3.33,170.2806156,83,1,1,1,1,block_16_1,block_2_2,cyclic_2_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,1,0.213700364864,False
workload_4442.cpp,xcu200-fsgd2104-2-e,3.33,174.64638546,328,1,1,1,3,block_16_1,block_2_2,cyclic_2_1,block_8_1,block_4_1,cyclic_4_1,unroll_32,unroll_2,unroll_4,unroll_2,1,1.5,0.199472654904,False
workload_4645.cpp,xcu200-fsgd2104-2-e,3.33,169.84529802,118,1,1,1,1,block_16_1,block_2_2,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_8,1,1,0.215152569008,False
workload_4567.cpp,xcu200-fsgd2104-2-e,3.33,170.28047241,232,1,1,1,2,block_16_1,block_2_2,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_8,pipeline_1,unroll_4,unroll_4,1,1.25,0.213652910645,False
workload_4515.cpp,xcu200-fsgd2104-2-e,3.33,169.84434564,114,1,1,1,1,block_16_1,block_2_2,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,1,0.215155756217,False
workload_4616.cpp,xcu200-fsgd2104-2-e,3.33,166.35274074,115,1,1,1,2,block_16_1,block_2_2,cyclic_2_1,cyclic_8_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,1.25,0.227084827075,False
workload_4532.cpp,xcu200-fsgd2104-2-e,3.33,170.28088866,130,1,1,1,1,block_16_1,block_2_2,cyclic_2_1,cyclic_8_1,block_8_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,unroll_4,1,1,0.213699456837,False
workload_4849.cpp,xcu200-fsgd2104-2-e,3.33,49.32572823,95,2,1,1,1,block_16_1,block_2_2,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.96669656069,False
workload_4752.cpp,xcu200-fsgd2104-2-e,3.33,49.32501561,96,2,1,1,1,block_16_1,block_2_2,cyclic_4_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,1.25,0.966702123959,False
workload_4865.cpp,xcu200-fsgd2104-2-e,3.33,44.52461415,64,2,2,1,1,block_16_1,block_2_2,cyclic_4_2,block_8_1,block_4_1,block_4_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.5,0.979611689729,False
workload_4952.cpp,xcu200-fsgd2104-2-e,3.33,44.52425784,71,2,2,1,1,block_16_1,block_2_2,cyclic_4_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.5,0.979612646864,False
workload_4514.cpp,xcu200-fsgd2104-2-e,3.33,48.01758435,105,3,2,3,3,block_16_1,block_2_2,cyclic_8_2,block_8_1,block_8_1,cyclic_2_1,unroll_8,unroll_2,pipeline_1,unroll_4,1,2.75,0.912007040733,False
workload_4497.cpp,xcu200-fsgd2104-2-e,3.33,46.27142226,331,3,1,4,5,block_16_1,block_4_1,cyclic_4_2,block_8_1,block_8_1,block_2_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,3.25,0.909510578753,False
workload_4621.cpp,xcu200-fsgd2104-2-e,3.33,173.77242363,644,3,1,1,3,block_16_1,block_4_1,cyclic_4_2,cyclic_8_1,block_4_1,block_2_1,unroll_32,pipeline_1,unroll_4,unroll_4,1,2,0.201679163979,False
workload_4693.cpp,xcu200-fsgd2104-2-e,3.33,176.827662,107,1,1,1,1,block_16_1,block_4_2,block_16_1,block_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,1,0.192971146325,False
workload_4661.cpp,xcu200-fsgd2104-2-e,3.33,49.76204481,971,1,1,10,14,block_16_1,block_4_2,block_16_1,complete_1,block_4_1,block_4_1,unroll_16,pipeline_1,pipeline_1,unroll_4,1,6.5,0.748560248325,False
workload_4850.cpp,xcu200-fsgd2104-2-e,3.33,49.76300052,167,1,1,1,2,block_16_1,block_4_2,block_16_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.963224997439,False
workload_4726.cpp,xcu200-fsgd2104-2-e,3.33,44.52403806,75,2,2,1,2,block_16_1,block_4_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.75,0.967432256819,False
workload_4894.cpp,xcu200-fsgd2104-2-e,3.33,44.52387822,281,2,2,6,5,block_16_1,block_4_2,block_2_2,cyclic_4_1,block_4_1,block_4_1,unroll_16,unroll_16,pipeline_1,unroll_16,1,3.75,0.887687958599,False
workload_4230.cpp,xcu200-fsgd2104-2-e,3.33,177.9882003,418,4,1,1,3,block_16_1,block_4_2,block_32_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,unroll_2,1,2.25,0.188517076627,False
workload_4319.cpp,xcu200-fsgd2104-2-e,3.33,181.48001166,403,4,1,1,3,block_16_1,block_4_2,block_32_1,block_8_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,unroll_2,1,2.25,0.178592366851,False
workload_4282.cpp,xcu200-fsgd2104-2-e,3.33,61.9962084,331,4,1,5,8,block_16_1,block_4_2,block_8_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_8,unroll_16,pipeline_1,1,4.5,0.783931082123,False
workload_4708.cpp,xcu200-fsgd2104-2-e,3.33,47.14357257,66,4,2,1,1,block_16_1,block_4_2,block_8_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,2,0.94780589622,False
workload_4815.cpp,xcu200-fsgd2104-2-e,3.33,166.78844127,95,2,2,1,2,block_16_1,block_4_2,cyclic_2_2,complete_1,block_4_1,block_4_1,unroll_2,unroll_16,unroll_4,unroll_4,1,1.75,0.225143767791,False
workload_4936.cpp,xcu200-fsgd2104-2-e,3.33,44.52387822,293,2,2,6,6,block_16_1,block_4_2,cyclic_2_2,cyclic_4_1,block_4_1,block_4_1,unroll_16,unroll_16,pipeline_1,unroll_16,1,4,0.887110688966,False
workload_4600.cpp,xcu200-fsgd2104-2-e,3.33,170.25368922,132,3,1,1,1,block_16_1,block_4_2,cyclic_4_1,cyclic_8_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll_4,1,1.5,0.213598178985,False
workload_4993.cpp,xcu200-fsgd2104-2-e,3.33,43.65125838,75,3,2,1,2,block_16_1,block_4_2,cyclic_4_2,complete_1,block_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,2,0.961947964137,False
workload_5119.cpp,xcu200-fsgd2104-2-e,3.33,43.65104526,247,3,2,6,6,block_16_1,block_4_2,cyclic_4_2,complete_1,block_2_1,block_4_1,unroll_32,unroll_16,pipeline_1,unroll_4,1,4.25,0.887119116466,False
workload_4558.cpp,xcu200-fsgd2104-2-e,3.33,43.65242388,65,3,2,1,1,block_16_1,block_4_2,cyclic_4_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.75,0.970003138939,False
workload_4798.cpp,xcu200-fsgd2104-2-e,3.33,43.65131832,63,3,2,1,1,block_16_1,block_4_2,cyclic_4_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,1.75,0.970006092721,False
workload_4898.cpp,xcu200-fsgd2104-2-e,3.33,43.65109854,274,3,2,6,6,block_16_1,block_4_2,cyclic_4_2,cyclic_4_1,block_4_1,block_4_1,unroll_16,unroll_16,pipeline_1,unroll_4,1,4.25,0.887118908077,False
workload_4939.cpp,xcu200-fsgd2104-2-e,3.33,49.76237781,631,3,1,11,17,block_16_1,block_64_1,block_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,pipeline_1,unroll_4,1,8,0.663640170163,False
workload_4485.cpp,xcu200-fsgd2104-2-e,3.33,47.14412535,64,4,2,1,1,block_16_1,block_8_2,block_4_2,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,0.947803098516,False
workload_5023.cpp,xcu200-fsgd2104-2-e,3.33,48.01600926,63,1,2,1,1,block_16_1,complete_2,block_2_2,block_4_1,block_2_1,block_4_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.976083744586,False
workload_4991.cpp,xcu200-fsgd2104-2-e,3.33,48.0161691,66,1,2,1,1,block_16_1,complete_2,block_2_2,block_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.976082743716,False
workload_4795.cpp,xcu200-fsgd2104-2-e,3.33,48.01727133,105,1,2,3,3,block_16_1,complete_2,block_2_2,block_8_1,block_4_1,block_4_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,2.25,0.93311863239,False
workload_4522.cpp,xcu200-fsgd2104-2-e,3.33,48.01727799,126,1,2,3,3,block_16_1,complete_2,block_2_2,block_8_1,block_4_1,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,2.25,0.933118599233,False
workload_4882.cpp,xcu200-fsgd2104-2-e,3.33,48.01705821,60,1,2,1,1,block_16_1,complete_2,block_2_2,block_8_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.976077175483,False
workload_4839.cpp,xcu200-fsgd2104-2-e,3.33,48.01590603,72,1,2,1,1,block_16_1,complete_2,block_2_2,block_8_1,cyclic_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.25,0.976084390956,False
workload_4964.cpp,xcu200-fsgd2104-2-e,3.33,48.01591269,73,1,2,1,1,block_16_1,complete_2,block_2_2,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.25,0.976084349255,False
workload_4950.cpp,xcu200-fsgd2104-2-e,3.33,48.01579614,68,1,2,1,2,block_16_1,complete_2,block_2_2,complete_1,block_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.963540718859,False
workload_4994.cpp,xcu200-fsgd2104-2-e,3.33,48.0158028,75,1,2,1,2,block_16_1,complete_2,block_2_2,complete_1,block_2_1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.963540675552,False
workload_5001.cpp,xcu200-fsgd2104-2-e,3.33,88.87900203,78,1,1,1,1,block_16_1,complete_2,block_2_2,complete_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,1,0.64550331218,False
workload_4592.cpp,xcu200-fsgd2104-2-e,3.33,48.01579614,73,1,2,1,2,block_16_1,complete_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.963540718859,False
workload_5066.cpp,xcu200-fsgd2104-2-e,3.33,48.01695498,66,1,2,1,1,block_16_1,complete_2,block_2_2,complete_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.976077822059,False
workload_4749.cpp,xcu200-fsgd2104-2-e,3.33,48.01579614,75,1,2,1,2,block_16_1,complete_2,block_2_2,complete_1,cyclic_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.963540718859,False
workload_4868.cpp,xcu200-fsgd2104-2-e,3.33,48.01727133,64,1,2,1,1,block_16_1,complete_2,block_2_2,complete_1,cyclic_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,unroll_4,1,1.25,0.976075840551,False
workload_5025.cpp,xcu200-fsgd2104-2-e,3.33,48.01585275,63,1,2,1,1,block_16_1,complete_2,block_2_2,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.25,0.976084724558,False
workload_4367.cpp,xcu200-fsgd2104-2-e,3.33,53.25444225,493,3,1,2,4,block_16_1,complete_2,block_32_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,2.5,0.891903014051,False
workload_4325.cpp,xcu200-fsgd2104-2-e,3.33,53.25510825,551,3,1,2,4,block_16_1,complete_2,block_32_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,unroll_2,1,2.5,0.891898754764,False
workload_4191.cpp,xcu200-fsgd2104-2-e,3.33,188.57251872,661,3,1,1,3,block_16_1,complete_2,block_32_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_16,unroll_2,1,2,0.160519928045,False
workload_5032.cpp,xcu200-fsgd2104-2-e,3.33,49.76220798,83,1,1,1,1,block_16_1,complete_2,block_4_1,block_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1,0.967626734759,False
workload_4676.cpp,xcu200-fsgd2104-2-e,3.33,47.14404543,123,1,2,3,4,block_16_1,complete_2,block_4_2,block_8_1,block_8_1,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,2.5,0.923676111149,False
workload_4777.cpp,xcu200-fsgd2104-2-e,3.33,52.81769943,240,1,1,2,3,block_16_1,complete_2,cyclic_4_1,block_8_1,block_4_1,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,1.75,0.920775409229,False
workload_5088.cpp,xcu200-fsgd2104-2-e,3.33,58.76228556,87,1,1,1,1,block_16_1,cyclic_16_1,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_4,pipeline_1,1,1,0.886921428404,False
workload_5060.cpp,xcu200-fsgd2104-2-e,3.33,49.76205147,553,1,1,5,9,block_16_1,cyclic_16_1,block_2_1,block_8_1,block_4_1,block_4_1,unroll_64,pipeline_1,pipeline_1,unroll_4,1,4,0.867018252723,False
