Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
stencil_1387.c,xcu200-fsgd2104-2-e,3.33,0.11871117,40.5,1,1,1,1,unroll_16,pipeline_1,unroll_3,unroll_3,2,1,0.82829944159,False
stencil_1278.c,xcu200-fsgd2104-2-e,3.33,0.65656611,2214,1,1,7,13,unroll_16,unroll_16,unroll_3,pipeline_1,1,5.5,0.118763111328,False
stencil_1257.c,xcu200-fsgd2104-2-e,3.33,0.36717579,46,1,1,1,1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1,0.404059164603,False
stencil_1431.c,xcu200-fsgd2104-2-e,3.33,0.36717579,42,1,1,1,1,unroll_16,unroll_2,pipeline_1,unroll_3,1,1,0.404059164603,False
stencil_1426.c,xcu200-fsgd2104-2-e,3.33,0.19789524,37,1,1,1,1,unroll_16,unroll_2,unroll_3,unroll_3,1,1,0.673295305813,False
stencil_1396.c,xcu200-fsgd2104-2-e,3.33,0.0391608,750,1,10,4,15,unroll_16,unroll_62,unroll_3,unroll_3,1,7.5,1,True
stencil_1236.c,xcu200-fsgd2104-2-e,3.33,0.33736563,149,1,1,2,5,unroll_16,unroll_8,pipeline_1,unroll_3,1,2.25,0.421105244907,False
stencil_1256.c,xcu200-fsgd2104-2-e,3.33,0.15224094,111,1,1,1,2,unroll_16,unroll_8,unroll_3,unroll_3,1,1.25,0.756712778739,False
stencil_1232.c,xcu200-fsgd2104-2-e,3.33,0.13365621,25,1,1,1,1,unroll_2,pipeline_1,pipeline_1,pipeline_1,3,1,0.797626038489,False
stencil_1399.c,xcu200-fsgd2104-2-e,3.33,0.13365621,25,1,1,1,1,unroll_2,pipeline_1,pipeline_1,unroll_3,1,1,0.797626038489,False
stencil_1203.c,xcu200-fsgd2104-2-e,3.33,0.13365621,27,1,1,1,1,unroll_2,pipeline_1,unroll_3,pipeline_1,3,1,0.797626038489,False
stencil_1250.c,xcu200-fsgd2104-2-e,3.33,0.29559744,47,1,1,1,1,unroll_2,unroll_16,pipeline_1,unroll_3,1,1,0.507571671353,False
stencil_1215.c,xcu200-fsgd2104-2-e,3.33,0.6425901,78,1,1,1,1,unroll_2,unroll_16,unroll_3,pipeline_1,1,1,0.146946484805,False
stencil_1202.c,xcu200-fsgd2104-2-e,3.33,0.36482814,24,1,1,1,1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1,0.407214105277,False
stencil_1214.c,xcu200-fsgd2104-2-e,3.33,0.36482814,27,1,1,1,1,unroll_2,unroll_2,pipeline_1,unroll_3,1,1,0.407214105277,False
stencil_1283.c,xcu200-fsgd2104-2-e,3.33,0.80706546,30,1,1,1,1,unroll_2,unroll_2,unroll_3,pipeline_1,1,1,0.100281052975,False
stencil_1208.c,xcu200-fsgd2104-2-e,3.33,0.36105192,26,1,1,1,1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1,0.412323022374,False
stencil_1237.c,xcu200-fsgd2104-2-e,3.33,0.7999326,562,1,1,3,6,unroll_2,unroll_62,unroll_3,pipeline_1,1,2.75,0.100081495864,False
stencil_1263.c,xcu200-fsgd2104-2-e,3.33,0.33755544,34,1,1,1,1,unroll_2,unroll_8,pipeline_1,unroll_3,1,1,0.445058478288,False
stencil_1212.c,xcu200-fsgd2104-2-e,3.33,0.10187469,59.5,1,1,1,2,unroll_32,pipeline_1,pipeline_1,pipeline_1,8,1.25,0.856568549427,False
stencil_1259.c,xcu200-fsgd2104-2-e,3.33,0.10187469,60.5,1,1,1,2,unroll_32,pipeline_1,pipeline_1,unroll_3,4,1.25,0.856568549427,False
stencil_1225.c,xcu200-fsgd2104-2-e,3.33,0.10187469,54,1,1,1,2,unroll_32,pipeline_1,unroll_3,pipeline_1,4,1.25,0.856568549427,False
stencil_1338.c,xcu200-fsgd2104-2-e,3.33,0.10187469,63,1,1,1,2,unroll_32,pipeline_1,unroll_3,unroll_3,2,1.25,0.856568549427,False
stencil_1239.c,xcu200-fsgd2104-2-e,3.33,0.29787183,1212,1,1,8,21,unroll_32,unroll_16,pipeline_1,pipeline_1,1,7.75,0.275767131159,False
stencil_1276.c,xcu200-fsgd2104-2-e,3.33,0.29787183,1405,1,1,8,21,unroll_32,unroll_16,pipeline_1,unroll_3,1,7.75,0.275767131159,False
stencil_1342.c,xcu200-fsgd2104-2-e,3.33,0.36721575,83,1,1,1,2,unroll_32,unroll_2,pipeline_1,pipeline_1,1,1.25,0.403141474335,False
stencil_1435.c,xcu200-fsgd2104-2-e,3.33,0.36721575,67,1,1,1,2,unroll_32,unroll_2,pipeline_1,unroll_3,1,1.25,0.403141474335,False
stencil_1231.c,xcu200-fsgd2104-2-e,3.33,0.81977607,196,1,1,1,3,unroll_32,unroll_2,unroll_3,pipeline_1,2,1.5,0.1,False
stencil_1224.c,xcu200-fsgd2104-2-e,3.33,0.36068895,149,1,1,2,5,unroll_32,unroll_4,pipeline_1,pipeline_1,1,2.25,0.39134743664,False
stencil_1254.c,xcu200-fsgd2104-2-e,3.33,0.36068895,152,1,1,2,5,unroll_32,unroll_4,pipeline_1,unroll_3,1,2.25,0.39134743664,False
stencil_1395.c,xcu200-fsgd2104-2-e,3.33,0.18622026,112,1,1,1,2,unroll_32,unroll_4,unroll_3,unroll_3,1,1.25,0.692288144547,False
stencil_1352.c,xcu200-fsgd2104-2-e,3.33,0.03893436,2772,1,10,5,26,unroll_32,unroll_62,unroll_3,unroll_3,1,10.5,1,True
stencil_1315.c,xcu200-fsgd2104-2-e,3.33,0.33804495,419,1,1,4,10,unroll_32,unroll_8,pipeline_1,pipeline_1,1,4,0.367835640838,False
stencil_1300.c,xcu200-fsgd2104-2-e,3.33,0.13133853,29,1,1,1,1,unroll_4,pipeline_1,pipeline_1,pipeline_1,8,1,0.80233964302,False
stencil_1320.c,xcu200-fsgd2104-2-e,3.33,0.13133853,26,1,1,1,1,unroll_4,pipeline_1,pipeline_1,unroll_3,2,1,0.80233964302,False
stencil_1213.c,xcu200-fsgd2104-2-e,3.33,0.13133853,26.5,1,1,1,1,unroll_4,pipeline_1,unroll_3,pipeline_1,4,1,0.80233964302,False
stencil_1400.c,xcu200-fsgd2104-2-e,3.33,0.13133853,25.5,1,1,1,1,unroll_4,pipeline_1,unroll_3,unroll_3,2,1,0.80233964302,False
stencil_1306.c,xcu200-fsgd2104-2-e,3.33,0.65324943,201,1,1,1,3,unroll_4,unroll_16,unroll_3,pipeline_1,1,1.5,0.140821417693,False
stencil_1274.c,xcu200-fsgd2104-2-e,3.33,0.33374592,353,1,1,3,9,unroll_4,unroll_62,pipeline_1,pipeline_1,1,3.5,0.376905968345,False
stencil_1277.c,xcu200-fsgd2104-2-e,3.33,0.78011244,1955,1,1,6,12,unroll_4,unroll_62,unroll_3,pipeline_1,1,5,0.100036052561,False
stencil_1412.c,xcu200-fsgd2104-2-e,3.33,0.04051944,110,1,9,2,5,unroll_4,unroll_62,unroll_3,unroll_3,1,4.25,0.624039268827,False
stencil_1206.c,xcu200-fsgd2104-2-e,3.33,0.33692607,43,1,1,1,1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1,0.445957751507,False
stencil_1235.c,xcu200-fsgd2104-2-e,3.33,0.06820173,108.5,1,1,1,4,unroll_64,pipeline_1,pipeline_1,pipeline_1,8,1.75,0.85073685135,False
stencil_1223.c,xcu200-fsgd2104-2-e,3.33,0.06820173,108.5,1,1,1,4,unroll_64,pipeline_1,pipeline_1,unroll_3,4,1.75,0.85073685135,False
stencil_1311.c,xcu200-fsgd2104-2-e,3.33,0.06820173,109.5,1,1,1,4,unroll_64,pipeline_1,unroll_3,pipeline_1,4,1.75,0.85073685135,False
stencil_1367.c,xcu200-fsgd2104-2-e,3.33,0.06820173,108.5,1,1,1,4,unroll_64,pipeline_1,unroll_3,unroll_3,2,1.75,0.85073685135,False
stencil_1312.c,xcu200-fsgd2104-2-e,3.33,0.36731565,176,1,1,2,4,unroll_64,unroll_2,pipeline_1,pipeline_1,1,2,0.390394278588,False
stencil_1226.c,xcu200-fsgd2104-2-e,3.33,0.36731565,148,1,1,2,4,unroll_64,unroll_2,pipeline_1,unroll_3,1,2,0.390394278588,False
stencil_1267.c,xcu200-fsgd2104-2-e,3.33,0.19865448,103,1,1,1,2,unroll_64,unroll_2,unroll_3,unroll_3,1,1.25,0.669460441301,False
stencil_1268.c,xcu200-fsgd2104-2-e,3.33,0.36121509,448,1,1,4,11,unroll_64,unroll_4,pipeline_1,pipeline_1,2,4.25,0.339878106955,False
stencil_1240.c,xcu200-fsgd2104-2-e,3.33,0.33942357,1335,1,1,8,21,unroll_64,unroll_8,pipeline_1,unroll_3,1,7.75,0.246493786028,False
stencil_1204.c,xcu200-fsgd2104-2-e,3.33,0.12712941,30,1,1,1,1,unroll_8,pipeline_1,pipeline_1,pipeline_1,8,1,0.810940565344,False
stencil_1330.c,xcu200-fsgd2104-2-e,3.33,0.12712941,32.5,1,1,1,1,unroll_8,pipeline_1,pipeline_1,unroll_3,4,1,0.810940565344,False
stencil_1282.c,xcu200-fsgd2104-2-e,3.33,0.12712941,31,1,1,1,1,unroll_8,pipeline_1,unroll_3,pipeline_1,4,1,0.810940565344,False
stencil_1211.c,xcu200-fsgd2104-2-e,3.33,0.12712941,31,1,1,1,1,unroll_8,pipeline_1,unroll_3,unroll_3,2,1,0.810940565344,False
stencil_1251.c,xcu200-fsgd2104-2-e,3.33,0.13511142,109,1,2,1,2,unroll_8,unroll_16,unroll_3,unroll_3,1,1.5,0.777509201359,False
stencil_1243.c,xcu200-fsgd2104-2-e,3.33,0.36717579,32.5,1,1,1,1,unroll_8,unroll_2,pipeline_1,pipeline_1,2,1,0.404059164603,False
stencil_1252.c,xcu200-fsgd2104-2-e,3.33,0.36717579,35,1,1,1,1,unroll_8,unroll_2,pipeline_1,unroll_3,1,1,0.404059164603,False
stencil_1207.c,xcu200-fsgd2104-2-e,3.33,0.36032931,43,1,1,1,1,unroll_8,unroll_4,pipeline_1,unroll_3,2,1,0.413305457041,False
stencil_1238.c,xcu200-fsgd2104-2-e,3.33,0.3246084,1228,1,1,7,18,unroll_8,unroll_62,pipeline_1,pipeline_1,3,6.75,0.290134881701,False
stencil_1378.c,xcu200-fsgd2104-2-e,3.33,0.3246084,1257.5,1,1,7,17,unroll_8,unroll_62,pipeline_1,unroll_3,2,6.5,0.297044350174,False
stencil_1351.c,xcu200-fsgd2104-2-e,3.33,0.03961368,247,1,9,3,9,unroll_8,unroll_62,unroll_3,unroll_3,1,5.5,1,True
stencil_1017.c,xcu200-fsgd2104-2-e,5,0.06053,47,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,15,1,1,True
stencil_1008.c,xcu200-fsgd2104-2-e,5,0.06053,47,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_3,8,1,1,True
stencil_1033.c,xcu200-fsgd2104-2-e,5,0.06053,47.5,1,1,1,1,pipeline_1,pipeline_1,unroll_3,pipeline_1,8,1,1,True
stencil_1072.c,xcu200-fsgd2104-2-e,5,0.06053,48,1,1,1,1,pipeline_1,pipeline_1,unroll_3,unroll_3,4,1,1,True
stencil_1054.c,xcu200-fsgd2104-2-e,5,0.06053,47,1,1,1,1,pipeline_1,unroll_16,pipeline_1,pipeline_1,8,1,1,True
stencil_1141.c,xcu200-fsgd2104-2-e,5,0.06053,46,1,1,1,1,pipeline_1,unroll_16,pipeline_1,unroll_3,4,1,1,True
stencil_1018.c,xcu200-fsgd2104-2-e,5,0.06053,47.5,1,1,1,1,pipeline_1,unroll_16,unroll_3,pipeline_1,4,1,1,True
stencil_1006.c,xcu200-fsgd2104-2-e,5,0.06053,46.5,1,1,1,1,pipeline_1,unroll_16,unroll_3,unroll_3,2,1,1,True
stencil_1028.c,xcu200-fsgd2104-2-e,5,0.06053,47,1,1,1,1,pipeline_1,unroll_2,pipeline_1,pipeline_1,8,1,1,True
stencil_1014.c,xcu200-fsgd2104-2-e,5,0.06053,48,1,1,1,1,pipeline_1,unroll_2,pipeline_1,unroll_3,4,1,1,True
stencil_1034.c,xcu200-fsgd2104-2-e,5,0.06053,49,1,1,1,1,pipeline_1,unroll_2,unroll_3,pipeline_1,4,1,1,True
stencil_1110.c,xcu200-fsgd2104-2-e,5,0.06053,48,1,1,1,1,pipeline_1,unroll_2,unroll_3,unroll_3,2,1,1,True
stencil_1021.c,xcu200-fsgd2104-2-e,5,0.06053,46,1,1,1,1,pipeline_1,unroll_4,pipeline_1,pipeline_1,8,1,1,True
stencil_1047.c,xcu200-fsgd2104-2-e,5,0.06053,50,1,1,1,1,pipeline_1,unroll_4,pipeline_1,unroll_3,4,1,1,True
stencil_1101.c,xcu200-fsgd2104-2-e,5,0.06053,47,1,1,1,1,pipeline_1,unroll_4,unroll_3,pipeline_1,4,1,1,True
stencil_1145.c,xcu200-fsgd2104-2-e,5,0.06053,48,1,1,1,1,pipeline_1,unroll_4,unroll_3,unroll_3,2,1,1,True
stencil_1074.c,xcu200-fsgd2104-2-e,5,0.06053,49.5,1,1,1,1,pipeline_1,unroll_62,pipeline_1,pipeline_1,8,1,1,True
stencil_1129.c,xcu200-fsgd2104-2-e,5,0.06053,51,1,1,1,1,pipeline_1,unroll_62,pipeline_1,unroll_3,4,1,1,True
stencil_1030.c,xcu200-fsgd2104-2-e,5,0.06053,57,1,1,1,1,pipeline_1,unroll_62,unroll_3,pipeline_1,4,1,1,True
stencil_1027.c,xcu200-fsgd2104-2-e,5,0.06053,55,1,1,1,1,pipeline_1,unroll_62,unroll_3,unroll_3,2,1,1,True
stencil_1086.c,xcu200-fsgd2104-2-e,5,0.06053,45.5,1,1,1,1,pipeline_1,unroll_8,pipeline_1,pipeline_1,8,1,1,True
stencil_1052.c,xcu200-fsgd2104-2-e,5,0.06053,46.5,1,1,1,1,pipeline_1,unroll_8,pipeline_1,unroll_3,4,1,1,True
stencil_1070.c,xcu200-fsgd2104-2-e,5,0.06053,48,1,1,1,1,pipeline_1,unroll_8,unroll_3,pipeline_1,4,1,1,True
stencil_1019.c,xcu200-fsgd2104-2-e,5,0.06053,50,1,1,1,1,pipeline_1,unroll_8,unroll_3,unroll_3,2,1,1,True
stencil_1084.c,xcu200-fsgd2104-2-e,5,0.177125,39,1,6,1,1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.801388242067,False
stencil_1051.c,xcu200-fsgd2104-2-e,5,0.177125,42,1,6,1,1,unroll_16,pipeline_1,pipeline_1,unroll_3,1,2.25,0.801388242067,False
stencil_1117.c,xcu200-fsgd2104-2-e,5,0.391195,374,1,22,3,10,unroll_16,unroll_16,pipeline_1,pipeline_1,1,9,0.329591635099,False
stencil_1115.c,xcu200-fsgd2104-2-e,5,0.391195,385,1,22,3,10,unroll_16,unroll_16,pipeline_1,unroll_3,1,9,0.329591635099,False
stencil_1075.c,xcu200-fsgd2104-2-e,5,0.473995,77,1,5,1,2,unroll_16,unroll_4,pipeline_1,unroll_3,1,2.25,0.475320914529,False
stencil_1036.c,xcu200-fsgd2104-2-e,5,0.443835,151,1,11,1,5,unroll_16,unroll_8,pipeline_1,unroll_3,1,4.5,0.458051074289,False
stencil_1032.c,xcu200-fsgd2104-2-e,5,0.19911,25,1,1,1,1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1,0.802074928379,False
stencil_1066.c,xcu200-fsgd2104-2-e,5,0.19911,26.5,1,1,1,1,unroll_2,pipeline_1,pipeline_1,unroll_3,2,1,0.802074928379,False
stencil_1002.c,xcu200-fsgd2104-2-e,5,0.19911,25,1,1,1,1,unroll_2,pipeline_1,unroll_3,pipeline_1,3,1,0.802074928379,False
stencil_1082.c,xcu200-fsgd2104-2-e,5,0.19911,26,1,1,1,1,unroll_2,pipeline_1,unroll_3,unroll_3,2,1,0.802074928379,False
stencil_1201.c,xcu200-fsgd2104-2-e,5,0.38336,39,1,2,1,1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1.25,0.576542396283,False
stencil_1063.c,xcu200-fsgd2104-2-e,5,0.38336,43,1,2,1,1,unroll_2,unroll_16,pipeline_1,unroll_3,1,1.25,0.576542396283,False
stencil_1016.c,xcu200-fsgd2104-2-e,5,0.87224,73,1,4,1,1,unroll_2,unroll_16,unroll_3,pipeline_1,1,1.75,0.189259844513,False
stencil_1058.c,xcu200-fsgd2104-2-e,5,0.1884,39,1,1,1,1,unroll_2,unroll_16,unroll_3,unroll_3,1,1,0.816496135204,False
stencil_1003.c,xcu200-fsgd2104-2-e,5,0.4892,25,1,1,1,1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1,0.467228968976,False
stencil_1015.c,xcu200-fsgd2104-2-e,5,0.4892,25.5,1,1,1,1,unroll_2,unroll_2,pipeline_1,unroll_3,2,1,0.467228968976,False
stencil_1060.c,xcu200-fsgd2104-2-e,5,1.0751,27.5,1,1,1,1,unroll_2,unroll_2,unroll_3,pipeline_1,2,1,0.118936968746,False
stencil_1010.c,xcu200-fsgd2104-2-e,5,0.46652,26,1,1,1,1,unroll_2,unroll_4,pipeline_1,pipeline_1,2,1,0.489532185156,False
stencil_1068.c,xcu200-fsgd2104-2-e,5,0.46652,28.5,1,1,1,1,unroll_2,unroll_4,pipeline_1,unroll_3,2,1,0.489532185156,False
stencil_1188.c,xcu200-fsgd2104-2-e,5,0.46904,133.5,1,10,1,4,unroll_2,unroll_62,pipeline_1,pipeline_1,2,4,0.44946700579,False
stencil_1198.c,xcu200-fsgd2104-2-e,5,0.46904,134,1,10,1,4,unroll_2,unroll_62,pipeline_1,unroll_3,1,4,0.44946700579,False
stencil_1037.c,xcu200-fsgd2104-2-e,5,1.05494,514,1,16,2,5,unroll_2,unroll_62,unroll_3,pipeline_1,1,6,0.113819284514,False
stencil_1199.c,xcu200-fsgd2104-2-e,5,0.9806,39,1,2,1,1,unroll_2,unroll_8,unroll_3,pipeline_1,1,1.25,0.145393402441,False
stencil_1140.c,xcu200-fsgd2104-2-e,5,0.20226,29,1,1,1,1,unroll_2,unroll_8,unroll_3,unroll_3,1,1,0.7978612985,False
stencil_1011.c,xcu200-fsgd2104-2-e,5,0.152005,58.5,1,12,1,2,unroll_32,pipeline_1,pipeline_1,pipeline_1,4,4,0.717521650445,False
stencil_1024.c,xcu200-fsgd2104-2-e,5,0.152005,62,1,12,1,2,unroll_32,pipeline_1,unroll_3,pipeline_1,3,4,0.717521650445,False
stencil_1039.c,xcu200-fsgd2104-2-e,5,0.393495,1245,1,44,6,21,unroll_32,unroll_16,pipeline_1,pipeline_1,2,18,0.106755540508,False
stencil_1119.c,xcu200-fsgd2104-2-e,5,0.393495,1205,1,44,6,21,unroll_32,unroll_16,pipeline_1,unroll_3,1,18,0.106755540508,False
stencil_1118.c,xcu200-fsgd2104-2-e,5,0.20189,731,1,1,1,6,unroll_32,unroll_16,unroll_3,unroll_3,1,2.25,0.77311941597,False
stencil_1059.c,xcu200-fsgd2104-2-e,5,0.496815,71,1,5,1,2,unroll_32,unroll_2,pipeline_1,pipeline_1,1,2.25,0.453639114214,False
stencil_1029.c,xcu200-fsgd2104-2-e,5,1.092015,194,1,8,1,3,unroll_32,unroll_2,unroll_3,pipeline_1,1,3.25,0.113665242201,False
stencil_1026.c,xcu200-fsgd2104-2-e,5,0.474375,168,1,11,1,5,unroll_32,unroll_4,pipeline_1,pipeline_1,1,4.5,0.432732393775,False
stencil_1078.c,xcu200-fsgd2104-2-e,5,0.444855,381,1,22,3,11,unroll_32,unroll_8,pipeline_1,pipeline_1,2,9.25,0.297288399876,False
stencil_1042.c,xcu200-fsgd2104-2-e,5,0.195965,27,1,1,1,1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1,0.806294522294,False
stencil_1013.c,xcu200-fsgd2104-2-e,5,0.195965,25,1,1,1,1,unroll_4,pipeline_1,unroll_3,pipeline_1,1,1,0.806294522294,False
stencil_1183.c,xcu200-fsgd2104-2-e,5,0.473815,32,1,1,1,1,unroll_4,unroll_4,pipeline_1,pipeline_1,1,1,0.48228665121,False
stencil_1080.c,xcu200-fsgd2104-2-e,5,1.04176,1844,1,32,4,11,unroll_4,unroll_62,unroll_3,pipeline_1,1,12,0.1,False
stencil_1007.c,xcu200-fsgd2104-2-e,5,0.443175,45,1,2,1,1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1.25,0.512867194459,False
stencil_1035.c,xcu200-fsgd2104-2-e,5,0.101765,104,1,25,1,4,unroll_64,pipeline_1,pipeline_1,pipeline_1,3,7.75,0.48392369038,False
stencil_1023.c,xcu200-fsgd2104-2-e,5,0.101765,104,1,25,1,4,unroll_64,pipeline_1,pipeline_1,unroll_3,2,7.75,0.48392369038,False
stencil_1025.c,xcu200-fsgd2104-2-e,5,0.496965,147,1,11,1,5,unroll_64,unroll_2,pipeline_1,unroll_3,1,4.5,0.414356393744,False
stencil_1077.c,xcu200-fsgd2104-2-e,5,0.475165,398,1,22,3,11,unroll_64,unroll_4,pipeline_1,pipeline_1,1,9.25,0.284092541107,False
stencil_1076.c,xcu200-fsgd2104-2-e,5,0.24169,238,1,1,1,3,unroll_64,unroll_4,unroll_3,unroll_3,1,1.5,0.742952114405,False
stencil_1040.c,xcu200-fsgd2104-2-e,5,0.446925,1347,1,44,6,21,unroll_64,unroll_8,pipeline_1,unroll_3,1,18,0.104641995127,False
stencil_1004.c,xcu200-fsgd2104-2-e,5,0.189685,33,1,3,1,1,unroll_8,pipeline_1,pipeline_1,pipeline_1,2,1.5,0.810014380287,False
stencil_1012.c,xcu200-fsgd2104-2-e,5,0.189685,34,1,3,1,1,unroll_8,pipeline_1,unroll_3,unroll_3,1,1.5,0.810014380287,False
stencil_1067.c,xcu200-fsgd2104-2-e,5,0.496755,31,1,1,1,1,unroll_8,unroll_2,pipeline_1,unroll_3,1,1,0.45994546236,False
stencil_1044.c,xcu200-fsgd2104-2-e,5,1.091955,44,1,2,1,1,unroll_8,unroll_2,unroll_3,pipeline_1,1,1.25,0.115387956475,False
stencil_1061.c,xcu200-fsgd2104-2-e,5,0.473835,45,1,2,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,2,1.25,0.481991854436,False
stencil_1009.c,xcu200-fsgd2104-2-e,5,0.473835,46.5,1,2,1,1,unroll_8,unroll_4,pipeline_1,unroll_3,2,1.25,0.481991854436,False
stencil_1038.c,xcu200-fsgd2104-2-e,5,0.4502,1122,1,43,5,19,unroll_8,unroll_62,pipeline_1,pipeline_1,1,17,0.112636063614,False
stencil_780.c,xcu200-fsgd2104-2-e,10,0.12136,50,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,15,1,0.999664565028,False
stencil_772.c,xcu200-fsgd2104-2-e,10,0.12136,50,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_3,7,1,0.999664565028,False
stencil_796.c,xcu200-fsgd2104-2-e,10,0.12104,51,1,1,1,1,pipeline_1,pipeline_1,unroll_3,pipeline_1,8,1,1,True
stencil_847.c,xcu200-fsgd2104-2-e,10,0.12104,48,1,1,1,1,pipeline_1,pipeline_1,unroll_3,unroll_3,4,1,1,True
stencil_872.c,xcu200-fsgd2104-2-e,10,0.12136,48,1,1,1,1,pipeline_1,unroll_16,pipeline_1,pipeline_1,5,1,0.999664565028,False
