Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_4716.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1820,1,1,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_4,2,7.25,0.921290031584,False
workload_4650.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1720,1,1,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_64,1,7.25,0.921290031584,False
workload_4815.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1748.5,1,1,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,2,7.25,0.921290031584,False
workload_4366.cpp,xcu200-fsgd2104-2-e,3.33,116.69304681,43,1,1,1,3,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.710474961851,False
workload_4913.cpp,xcu200-fsgd2104-2-e,3.33,95.48784657,141,1,1,3,4,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_16,1,2.25,0.785831580608,False
workload_4891.cpp,xcu200-fsgd2104-2-e,3.33,97.53806097,58,1,1,1,1,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,1,0.781799447509,False
workload_4410.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,80,1,1,1,2,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,1.25,0.786566075233,False
workload_4478.cpp,xcu200-fsgd2104-2-e,3.33,97.75966581,88,1,1,2,3,block_2_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_4,1,1.75,0.782615151237,False
workload_4553.cpp,xcu200-fsgd2104-2-e,3.33,96.31897461,148,1,1,3,5,block_2_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,1,2.5,0.789107152152,False
workload_4449.cpp,xcu200-fsgd2104-2-e,3.33,116.6931567,44,1,1,1,3,block_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.710474555543,False
workload_4482.cpp,xcu200-fsgd2104-2-e,3.33,106.0542063,43,1,1,1,3,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.749874309081,False
workload_4551.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,79,1,1,1,2,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1.25,0.786565749261,False
workload_4461.cpp,xcu200-fsgd2104-2-e,3.33,97.7597757,87,1,1,2,3,block_2_1,block_4_1,cyclic_4_1,unroll_4,unroll_2,unroll_4,1,1.75,0.782614718709,False
workload_4480.cpp,xcu200-fsgd2104-2-e,3.33,136.2567735,44,1,1,1,3,block_2_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.639696598648,False
workload_4376.cpp,xcu200-fsgd2104-2-e,3.33,125.69041377,152,1,1,3,5,block_2_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_16,1,2.5,0.678690164405,False
workload_4518.cpp,xcu200-fsgd2104-2-e,3.33,126.41075937,82,1,1,1,2,block_2_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_8,1,1.25,0.674253075192,False
workload_4337.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,48,1,1,1,3,block_2_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.602780377332,False
workload_4704.cpp,xcu200-fsgd2104-2-e,3.33,126.41075937,83,1,1,1,2,block_2_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_8,1,1.25,0.674253075192,False
workload_4923.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1756,1,1,5,14,block_2_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_32,1,5.25,0.999999614195,False
workload_4720.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1538,1,1,5,14,block_2_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_64,1,5.25,0.999999614195,False
workload_4685.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1713,1,1,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,4,5.25,1,True
workload_4810.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1607,1,1,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,1,5.25,1,True
workload_4776.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1634,1,1,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,2,5.25,1,True
workload_4574.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1596.5,1,1,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,2,5.25,1,True
workload_4749.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1844.5,1,1,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,2,5.25,1,True
workload_4712.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1560,1,1,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,2,5.25,1,True
workload_4915.cpp,xcu200-fsgd2104-2-e,3.33,95.18308497,314,1,1,5,7,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_32,1,3.5,0.786921273172,False
workload_4731.cpp,xcu200-fsgd2104-2-e,3.33,97.53806097,54,1,1,1,1,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,1,0.781799447509,False
workload_4464.cpp,xcu200-fsgd2104-2-e,3.33,95.03070417,965,1,1,11,14,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,6.75,0.731905844538,False
workload_4695.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,70,1,1,1,2,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,1.25,0.786566075233,False
workload_4457.cpp,xcu200-fsgd2104-2-e,3.33,106.05408309,52,1,1,3,5,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1,2.5,0.75281976153,False
workload_4408.cpp,xcu200-fsgd2104-2-e,3.33,97.75966581,77,1,1,1,2,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_4,1,1.25,0.780501511486,False
workload_4753.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1748,1,1,5,14,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,1,5.25,0.999999614195,False
workload_4607.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1660,1,1,5,14,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,1,5.25,0.999999614195,False
workload_4393.cpp,xcu200-fsgd2104-2-e,3.33,125.23335462,1804,1,1,11,18,block_2_1,cyclic_32_1,block_2_1,unroll_2,unroll_2,unroll_64,1,7.75,0.639736692811,False
workload_4243.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,104,1,1,1,3,block_2_1,cyclic_32_1,block_2_1,unroll_2,unroll_2,unroll_8,1,1.5,0.674888119547,False
workload_4303.cpp,xcu200-fsgd2104-2-e,3.33,126.60474852,1851,1,1,11,19,block_2_1,cyclic_32_1,cyclic_2_1,unroll_17,unroll_2,unroll_8,1,8,0.632020669102,False
workload_4280.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,51,1,1,1,3,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.602780377332,False
workload_4162.cpp,xcu200-fsgd2104-2-e,3.33,319.4717751,548,1,1,25,45,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,1,18,0.149756441391,False
workload_4220.cpp,xcu200-fsgd2104-2-e,3.33,248.0488695,92,1,1,6,11,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1,4.75,0.314886019854,False
workload_4293.cpp,xcu200-fsgd2104-2-e,3.33,319.47176178,1592,1,1,51,90,block_2_1,cyclic_32_1,cyclic_2_1,unroll_4,unroll_32,pipeline_1,1,35.75,0.100003075686,False
workload_4385.cpp,xcu200-fsgd2104-2-e,3.33,128.12855652,682,1,1,6,12,block_2_1,cyclic_32_1,cyclic_4_1,unroll_17,unroll_2,unroll_4,1,5,0.664239743488,False
workload_4299.cpp,xcu200-fsgd2104-2-e,3.33,192.8473263,69,1,1,6,10,block_2_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,pipeline_1,1,4.5,0.457679594014,False
workload_4504.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1809,1,1,5,15,block_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_8,1,5.5,0.989964319956,False
workload_4447.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,75,1,1,1,2,block_2_1,cyclic_4_1,block_4_1,unroll_2,unroll_2,unroll_8,1,1.25,0.786565749261,False
workload_4588.cpp,xcu200-fsgd2104-2-e,3.33,97.7597757,84,1,1,1,2,block_2_1,cyclic_4_1,block_4_1,unroll_4,unroll_2,unroll_4,1,1.25,0.780501082674,False
workload_4617.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1809.5,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,4,5.5,0.989964319964,False
workload_4718.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,2081,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_16,1,5.5,0.989964319964,False
workload_4748.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1818,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,1,5.5,0.989964319964,False
workload_4856.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1865,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_32,1,5.5,0.989964319964,False
workload_4615.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1869,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_4,2,5.5,0.989964319964,False
workload_4752.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1997,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_64,2,5.5,0.989964319964,False
workload_4652.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1945.5,1,1,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,2,5.5,0.989964319964,False
workload_4793.cpp,xcu200-fsgd2104-2-e,3.33,106.05409641,46,1,1,1,3,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.749874711488,False
workload_4660.cpp,xcu200-fsgd2104-2-e,3.33,97.53806097,56,1,1,1,1,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,1,0.781799447509,False
workload_4775.cpp,xcu200-fsgd2104-2-e,3.33,95.03070417,1201,1,1,11,15,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_64,1,7,0.727047177748,False
workload_4522.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,78,1,1,1,2,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,1.25,0.786566075233,False
workload_4556.cpp,xcu200-fsgd2104-2-e,3.33,96.31897461,142,1,1,3,4,block_2_1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_8,1,2.25,0.78397354055,False
workload_4616.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1746,1,1,5,15,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,1,5.5,0.989964319956,False
workload_4613.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1958,1,1,5,15,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,1,5.5,0.989964319956,False
workload_4549.cpp,xcu200-fsgd2104-2-e,3.33,106.0542063,44,1,1,1,3,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.749874309081,False
workload_4576.cpp,xcu200-fsgd2104-2-e,3.33,96.40218132,1594,1,1,11,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_17,unroll_2,unroll_8,1,7,0.72438746077,False
workload_4612.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1958,1,1,5,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,1,5.5,0.989964319956,False
workload_4575.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1853,1,1,5,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,1,5.5,0.989964319956,False
workload_4543.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1977,1,1,5,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,1,5.5,0.989964319956,False
workload_4367.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,80,1,1,1,2,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1.25,0.786565749261,False
workload_4324.cpp,xcu200-fsgd2104-2-e,3.33,192.8473263,65,1,1,6,10,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1,4.5,0.457679594014,False
workload_4161.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,144,2,1,1,4,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,1,2,0.675122859821,False
workload_4248.cpp,xcu200-fsgd2104-2-e,3.33,319.4717751,1210,2,1,25,49,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,1,19.25,0.14474397273,False
workload_4451.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,62,2,1,1,3,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.75,0.603190239028,False
workload_4341.cpp,xcu200-fsgd2104-2-e,3.33,128.12855652,489,1,1,6,9,block_2_1,cyclic_8_1,block_2_1,unroll_17,unroll_2,unroll_4,1,4.25,0.66899034841,False
workload_4369.cpp,xcu200-fsgd2104-2-e,3.33,127.9623429,87,1,1,1,2,block_2_1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,1,1.25,0.668639622845,False
workload_4939.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2337,1,1,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,1,8.5,0.873923809364,False
workload_4784.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2689,1,1,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,1,8.5,0.873923809364,False
workload_4857.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2482,1,1,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_4,1,8.5,0.873923809364,False
workload_4837.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2485,1,1,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,1,8.5,0.873923809364,False
workload_4783.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2734,1,1,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_8,1,8.5,0.873923809364,False
workload_4411.cpp,xcu200-fsgd2104-2-e,3.33,127.9623429,87,1,1,1,2,block_2_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,1,1.25,0.668639622845,False
workload_4412.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,48,1,1,1,3,block_2_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.602780377332,False
workload_4380.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,78,1,1,1,2,block_2_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1.25,0.674252773354,False
workload_4456.cpp,xcu200-fsgd2104-2-e,3.33,136.47840498,77,1,1,3,6,block_32_1,block_16_1,complete_1,unroll_4,unroll_2,pipeline_1,1,2.75,0.640436313337,False
workload_4296.cpp,xcu200-fsgd2104-2-e,3.33,98.14422753,1735,1,28,10,15,block_32_1,block_2_1,block_2_1,unroll_17,unroll_2,unroll_4,1,13.5,0.577309707949,False
workload_4419.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,86,1,3,1,2,block_32_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,1,1.75,0.782628074696,False
workload_4440.cpp,xcu200-fsgd2104-2-e,3.33,106.27596099,49,1,1,2,3,block_32_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1.75,0.749441317682,False
workload_4332.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,85,1,3,1,2,block_32_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_4,1,1.75,0.782628074696,False
workload_4458.cpp,xcu200-fsgd2104-2-e,3.33,97.97801391,150,1,7,2,4,block_32_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_4,1,3.5,0.78010596275,False
workload_4375.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,80,1,3,1,2,block_32_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,1.75,0.782628074696,False
workload_4429.cpp,xcu200-fsgd2104-2-e,3.33,101.19184353,504,1,14,5,8,block_32_1,block_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_2,1,7,0.714376399649,False
workload_4274.cpp,xcu200-fsgd2104-2-e,3.33,98.14422753,1746,1,28,10,15,block_32_1,block_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_4,1,13.5,0.577309707949,False
workload_4519.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,85,1,3,1,2,block_32_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,1.75,0.782628074696,False
workload_4379.cpp,xcu200-fsgd2104-2-e,3.33,116.91491139,56,1,1,1,3,block_32_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.709654780436,False
workload_4529.cpp,xcu200-fsgd2104-2-e,3.33,95.70616803,377,1,15,5,7,block_32_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_16,1,7,0.725748968595,False
workload_4524.cpp,xcu200-fsgd2104-2-e,3.33,96.42651363,160,1,7,2,4,block_32_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_8,1,3.5,0.784161297769,False
