Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_5120.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,80,1,0,0,2,block_16_1,block_2_1,block_4_1,block_4_1,block_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_32_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.75,0.929624530178,False
workload_5048.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,75,1,0,0,1,block_16_1,block_2_1,block_4_1,block_4_1,block_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.5,0.964454184606,False
workload_5118.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,75,1,0,0,1,block_16_1,block_2_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5099.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,74,1,0,0,1,block_16_1,block_2_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.5,0.964454184606,False
workload_4915.cpp,xcu200-fsgd2104-2-e,3.33,0.05365962,106,1,0,1,2,block_16_1,block_4_1,block_2_1,block_4_1,block_4_1,block_16_1,cyclic_2_1,block_64_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,1,0.89551103664,False
workload_4927.cpp,xcu200-fsgd2104-2-e,3.33,0.05365962,127,1,0,1,3,block_16_1,block_4_1,block_2_1,block_4_1,block_4_1,cyclic_4_1,cyclic_2_1,block_64_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_4,unroll_8,1,1.25,0.862113704165,False
workload_4900.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,122,1,0,1,3,block_16_1,block_4_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_4866.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,133,1,0,1,3,block_16_1,block_4_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_4711.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,122,1,0,1,3,block_16_1,block_4_1,cyclic_8_1,block_4_1,block_2_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,1.25,0.862113270168,False
workload_4821.cpp,xcu200-fsgd2104-2-e,3.33,0.06043284,127,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_16_1,cyclic_32_1,block_16_1,cyclic_8_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,1,1,0.89550938137,False
workload_5051.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,76,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_2_1,cyclic_32_1,cyclic_8_1,block_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_4936.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,113,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.89551102093,False
workload_5071.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,90,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_2_1,cyclic_8_1,block_16_1,cyclic_4_1,block_32_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.5,0.964454184606,False
workload_5085.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,104,0,0,1,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_4_1,cyclic_2_1,cyclic_8_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,1,0.75,0.929624530178,False
workload_5126.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,83,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_4_1,cyclic_8_1,block_16_1,block_4_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5175.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,82,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_4_1,cyclic_8_1,block_16_1,block_4_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5084.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,83,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_4_1,cyclic_8_1,block_16_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5158.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,87,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_4_1,cyclic_8_1,block_16_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5194.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,82,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,block_4_1,cyclic_8_1,cyclic_4_1,block_4_1,block_32_1,cyclic_16_1,cyclic_16_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,0.999939857048,False
workload_5182.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,71,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.25,1,True
workload_5143.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,78,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.25,1,True
workload_5112.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,109,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_8_1,block_4_1,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,1,0.5,0.964454184606,False
workload_5014.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,113,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_8_1,block_4_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_2_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,1,1,0.895511036717,False
workload_4968.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,122,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_8_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,1,1,0.895511036717,False
workload_5042.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,82,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,cyclic_8_1,block_64_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5124.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,90,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_64_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5094.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,90,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_64_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5183.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,76,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5181.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,87,0,0,1,2,block_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_4,pipeline_1,unroll_2,pipeline_1,1,0.75,0.929624530178,False
workload_5127.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,99,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_4_1,block_4_1,block_16_1,block_128_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5072.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,100,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_8_1,block_4_1,block_32_1,block_128_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_4974.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,93,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_8_1,block_64_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5157.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,86,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_8_1,block_64_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5035.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,99,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_8_1,block_64_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_4946.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,124,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_8_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.89551102093,False
workload_4991.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,155,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,block_16_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_5005.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,97,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454135236,False
workload_4966.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,104,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.89551102093,False
workload_4854.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,107,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,block_64_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.89551102093,False
workload_4910.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,125,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_5011.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,94,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.89551102093,False
workload_4880.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,141,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_4738.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,111,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_4794.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,115,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.25,0.862113692633,False
workload_4985.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,128,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.25,0.862113704222,False
workload_4839.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,125,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1.25,0.862113270168,False
workload_5177.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,97,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,cyclic_2_1,block_16_1,cyclic_4_1,block_4_1,block_32_1,block_128_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_5082.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,80,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964454184606,False
workload_4817.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,272,0,0,2,6,block_16_1,cyclic_16_1,block_2_1,block_64_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_16_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,2,0.766218440631,False
workload_4908.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,241,0,0,1,5,block_16_1,cyclic_16_1,block_2_1,block_64_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_64_1,block_16_1,complete_1,unroll_8,unroll_4,unroll_2,unroll_2,1,1.5,0.829432192977,False
workload_5080.cpp,xcu200-fsgd2104-2-e,3.33,0.05702292,99,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,block_8_1,block_2_1,block_16_1,cyclic_8_1,block_4_1,block_32_1,block_128_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.5,0.964452890428,False
workload_4878.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,109,0,0,1,3,block_16_1,cyclic_16_1,block_2_1,block_8_1,block_2_1,cyclic_4_1,block_16_1,block_64_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.895510445435,False
workload_4928.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,115,0,0,1,4,block_16_1,cyclic_16_1,block_2_1,block_8_1,block_2_1,cyclic_4_1,cyclic_32_1,block_64_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1.25,0.862113270168,False
workload_5193.cpp,xcu200-fsgd2104-2-e,3.33,0.05702292,75,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_16_1,block_4_1,cyclic_2_1,cyclic_8_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.25,0.999692089283,False
workload_5149.cpp,xcu200-fsgd2104-2-e,3.33,0.05432562,95,0,0,0,2,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,cyclic_8_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,0.5,0.964454128083,False
workload_5046.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,83,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_4_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,0.999939857048,False
workload_5173.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,84,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,0.999939857048,False
workload_5119.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,77,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5102.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,75,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.25,1,True
workload_5184.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,77,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
workload_5168.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,76,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.25,1,True
workload_5136.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,77,0,0,0,1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,0.25,1,True
workload_4989.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,110,0,0,1,3,block_16_1,cyclic_16_1,block_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,1,1,0.89551102093,False
