Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_2314.cpp,xcu200-fsgd2104-2-e,3.33,116.40329685,234,1,1,1,2,block_4_1,unroll_4,unroll_2,unroll_5,pipeline_1,1,1.25,0.1,False
workload_2303.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1238,1,1,9,23,block_4_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,3,8.5,0.412703244032,False
workload_2288.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1202,1,1,9,22,block_4_1,unroll_64,pipeline_1,pipeline_1,unroll_5,1,8.25,1,True
workload_2230.cpp,xcu200-fsgd2104-2-e,3.33,11.40128064,1190.5,1,1,10,25,block_4_1,unroll_64,pipeline_1,unroll_5,pipeline_1,4,9.25,1,True
workload_2343.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1203,1,1,10,25,block_4_1,unroll_64,pipeline_1,unroll_5,unroll_5,1,9.25,0.385175562274,False
workload_2175.cpp,xcu200-fsgd2104-2-e,3.33,12.13582869,218,1,1,1,2,block_4_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.952954429824,False
workload_2354.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,212,1,1,1,2,block_4_1,unroll_8,pipeline_1,unroll_5,pipeline_1,1,1.25,0.952955926494,False
workload_2060.cpp,xcu200-fsgd2104-2-e,3.33,61.68067425,2163.5,1,1,11.5,27.5,block_4_1,unroll_8,unroll_16,pipeline_1,pipeline_1,2,10.25,0.13921038611,False
workload_2031.cpp,xcu200-fsgd2104-2-e,3.33,50.08694625,2224,1,1,12,28,block_4_1,unroll_8,unroll_16,pipeline_1,unroll_5,1,10.5,0.164634551043,False
workload_2089.cpp,xcu200-fsgd2104-2-e,3.33,73.27440225,501,1,1,3,6,block_4_1,unroll_8,unroll_4,pipeline_1,pipeline_1,1,2.75,0.2334964914,False
workload_2167.cpp,xcu200-fsgd2104-2-e,3.33,12.13560225,336,1,1,2,5,block_8_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.777406861939,False
workload_2136.cpp,xcu200-fsgd2104-2-e,3.33,42.66684711,367,1,1,2,5,block_8_1,unroll_16,unroll_2,pipeline_1,unroll_5,1,2.25,0.514432120713,False
workload_2147.cpp,xcu200-fsgd2104-2-e,3.33,42.66684711,674,1,1,4,10,block_8_1,unroll_16,unroll_4,pipeline_1,unroll_5,1,4,0.390167433595,False
workload_2165.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,128.5,1,1,1,1,block_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,2,1,0.999593728522,False
workload_2111.cpp,xcu200-fsgd2104-2-e,3.33,12.11454333,130,1,1,1,1,block_8_1,unroll_2,pipeline_1,unroll_5,pipeline_1,3,1,0.999984372478,False
workload_2169.cpp,xcu200-fsgd2104-2-e,3.33,66.31884477,133,1,1,1,1,block_8_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1,0.30772826698,False
workload_2086.cpp,xcu200-fsgd2104-2-e,3.33,65.85509565,654,1,1,3,9,block_8_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1,3.5,0.259340700998,False
workload_2177.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,581,1,1,4,9,block_8_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,3.75,0.551966390912,False
workload_2321.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,157,1,1,1,1,block_8_1,unroll_4,pipeline_1,unroll_5,pipeline_1,4,1,1,True
workload_2238.cpp,xcu200-fsgd2104-2-e,3.33,36.23266773,282,1,1,1,3,block_8_1,unroll_4,unroll_4,unroll_5,unroll_5,1,1.5,0.623705283471,False
workload_2329.cpp,xcu200-fsgd2104-2-e,3.33,11.40128064,1190.5,1,1,10,25,block_8_1,unroll_64,pipeline_1,unroll_5,pipeline_1,2,9.25,1,True
workload_2292.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1199.5,1,1,10,25,block_8_1,unroll_64,pipeline_1,unroll_5,unroll_5,2,9.25,0.385175562274,False
workload_2383.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,212,1,1,1,2,block_8_1,unroll_8,pipeline_1,unroll_5,pipeline_1,1,1.25,0.952955926494,False
workload_2023.cpp,xcu200-fsgd2104-2-e,3.33,65.85441633,342,1,1,1,4,block_8_1,unroll_8,unroll_4,pipeline_1,pipeline_1,1,1.75,0.306311888135,False
workload_2051.cpp,xcu200-fsgd2104-2-e,3.33,64.69504353,360,1,1,1,4,block_8_1,unroll_8,unroll_4,pipeline_1,unroll_5,1,1.75,0.315883320979,False
workload_2099.cpp,xcu200-fsgd2104-2-e,3.33,12.13560225,334,1,1,2,5,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_5,2,2.25,0.777406861939,False
workload_2164.cpp,xcu200-fsgd2104-2-e,3.33,12.13560225,336,1,1,2,5,complete_1,unroll_16,pipeline_1,unroll_5,unroll_5,1,2.25,0.777406861939,False
workload_2140.cpp,xcu200-fsgd2104-2-e,3.33,65.79633447,368,1,1,1,4,complete_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1.75,0.306786346373,False
workload_2016.cpp,xcu200-fsgd2104-2-e,3.33,53.99971623,375,1,1,1.5,4.5,complete_1,unroll_16,unroll_2,pipeline_1,unroll_5,2,2,0.407755675432,False
workload_2146.cpp,xcu200-fsgd2104-2-e,3.33,90.20113191,2042,1,1,5,14,complete_1,unroll_16,unroll_4,unroll_5,pipeline_1,1,5.25,0.121226358892,False
workload_2318.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,131,1,1,1,1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1,0.999593728522,False
workload_2123.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,127.5,1,1,1,1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_5,2,1,0.999593728522,False
workload_2122.cpp,xcu200-fsgd2104-2-e,3.33,12.11454333,127.5,1,1,1,1,complete_1,unroll_2,pipeline_1,unroll_5,pipeline_1,4,1,0.999984372478,False
workload_2245.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,128,1,1,1,1,complete_1,unroll_2,pipeline_1,unroll_5,unroll_5,1,1,0.999593728522,False
workload_2114.cpp,xcu200-fsgd2104-2-e,3.33,66.31884477,130,1,1,1,1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_5,1,1,0.30772826698,False
workload_2088.cpp,xcu200-fsgd2104-2-e,3.33,90.43379901,153,1,1,1,1,complete_1,unroll_2,unroll_2,unroll_5,pipeline_1,2,1,0.155924953212,False
workload_2152.cpp,xcu200-fsgd2104-2-e,3.33,65.85509565,162,1,1,1,1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1,0.311590096077,False
workload_2138.cpp,xcu200-fsgd2104-2-e,3.33,12.13548903,596,1,1,4,10,complete_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,4,0.518812472559,False
workload_2362.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,571,1,1,4,9,complete_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,3.75,0.551966390912,False
workload_2246.cpp,xcu200-fsgd2104-2-e,3.33,12.13628157,160,1,1,1,1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_5,2,1,0.999609352652,False
workload_2001.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,156.5,1,1,1,1,complete_1,unroll_4,pipeline_1,unroll_5,pipeline_1,4,1,1,True
workload_2364.cpp,xcu200-fsgd2104-2-e,3.33,12.13628157,157,1,1,1,1,complete_1,unroll_4,pipeline_1,unroll_5,unroll_5,1,1,0.999609352652,False
workload_2112.cpp,xcu200-fsgd2104-2-e,3.33,65.85464277,229,1,1,1,2,complete_1,unroll_4,unroll_4,pipeline_1,pipeline_1,1,1.25,0.311000394504,False
workload_2176.cpp,xcu200-fsgd2104-2-e,3.33,41.73968853,361,1,1,2,5,complete_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,2.25,0.524355636894,False
workload_2059.cpp,xcu200-fsgd2104-2-e,3.33,89.27397333,718,1,1,2,6,complete_1,unroll_4,unroll_8,unroll_5,pipeline_1,1,2.5,0.153368852717,False
workload_2280.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1220,1,1,9,23,complete_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,3,8.5,0.412703244032,False
workload_2222.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1226,1,1,9,22,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_5,2,8.25,1,True
workload_2243.cpp,xcu200-fsgd2104-2-e,3.33,11.40128064,1186.5,1,1,10,25,complete_1,unroll_64,pipeline_1,unroll_5,pipeline_1,4,9.25,1,True
workload_2210.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1186,1,1,10,25,complete_1,unroll_64,pipeline_1,unroll_5,unroll_5,1,9.25,0.385175562274,False
workload_2065.cpp,xcu200-fsgd2104-2-e,3.33,12.13582869,216.5,1,1,1,2,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,4,1.25,0.952954429824,False
workload_2104.cpp,xcu200-fsgd2104-2-e,3.33,12.13582869,215,1,1,1,2,complete_1,unroll_8,pipeline_1,pipeline_1,unroll_5,2,1.25,0.952954429824,False
workload_2206.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,213,1,1,1,2,complete_1,unroll_8,pipeline_1,unroll_5,pipeline_1,2,1.25,0.952955926494,False
workload_2044.cpp,xcu200-fsgd2104-2-e,3.33,52.75712673,1429,1,1,7.5,18,complete_1,unroll_8,unroll_16,pipeline_1,unroll_5,2,6.875,0.260079305098,False
workload_2101.cpp,xcu200-fsgd2104-2-e,3.33,65.79644769,229,1,1,1,2,complete_1,unroll_8,unroll_2,pipeline_1,pipeline_1,1,1.25,0.31148619878,False
workload_2139.cpp,xcu200-fsgd2104-2-e,3.33,65.79644769,230,1,1,1,2,complete_1,unroll_8,unroll_2,pipeline_1,unroll_5,1,1.25,0.31148619878,False
workload_2026.cpp,xcu200-fsgd2104-2-e,3.33,65.75297121,653.5,1,1,3,9,complete_1,unroll_8,unroll_8,pipeline_1,pipeline_1,2,3.5,0.260000597802,False
workload_2153.cpp,xcu200-fsgd2104-2-e,3.33,12.13560225,334,1,1,2,5,cyclic_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.777406861939,False
workload_2197.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,325.5,1,1,2,4,cyclic_2_1,unroll_16,pipeline_1,unroll_5,pipeline_1,2,2,0.819400200466,False
workload_2158.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,130,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,5,1,0.999593728522,False
workload_2214.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,131,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_5,2,1,0.999593728522,False
workload_2149.cpp,xcu200-fsgd2104-2-e,3.33,12.11454333,127.5,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,unroll_5,pipeline_1,4,1,0.999984372478,False
workload_2351.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,130,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,unroll_5,unroll_5,1,1,0.999593728522,False
workload_2081.cpp,xcu200-fsgd2104-2-e,3.33,66.31884477,132,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1,0.30772826698,False
workload_2312.cpp,xcu200-fsgd2104-2-e,3.33,95.07129021,156,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,unroll_5,pipeline_1,1,1,0.137757884725,False
workload_2070.cpp,xcu200-fsgd2104-2-e,3.33,42.66763965,1609,1,1,8,22,cyclic_2_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,8,0.283018906731,False
workload_2002.cpp,xcu200-fsgd2104-2-e,3.33,54.26136765,234,1,1,1,2,cyclic_2_1,unroll_2,unroll_8,pipeline_1,pipeline_1,2,1.25,0.418765449178,False
workload_2087.cpp,xcu200-fsgd2104-2-e,3.33,12.13548903,592.5,1,1,4,10,cyclic_2_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,2,4,0.518812472559,False
workload_2071.cpp,xcu200-fsgd2104-2-e,3.33,54.2605185,733,1,1,3.5,10.5,cyclic_2_1,unroll_32,unroll_2,pipeline_1,pipeline_1,2,4,0.312548541082,False
workload_2234.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,155,1,1,1,1,cyclic_2_1,unroll_4,pipeline_1,unroll_5,pipeline_1,4,1,1,True
workload_2337.cpp,xcu200-fsgd2104-2-e,3.33,12.13628157,160,1,1,1,1,cyclic_2_1,unroll_4,pipeline_1,unroll_5,unroll_5,1,1,0.999609352652,False
workload_2129.cpp,xcu200-fsgd2104-2-e,3.33,42.66718677,370,1,1,2,5,cyclic_2_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,2.25,0.514428497217,False
workload_2286.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1250,1,1,9,23,cyclic_2_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,3,8.5,0.412703244032,False
workload_2308.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1221.5,1,1,9,22,cyclic_2_1,unroll_64,pipeline_1,pipeline_1,unroll_5,2,8.25,1,True
workload_2191.cpp,xcu200-fsgd2104-2-e,3.33,11.40128064,1187,1,1,10,25,cyclic_2_1,unroll_64,pipeline_1,unroll_5,pipeline_1,4,9.25,1,True
workload_2290.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1191,1,1,10,25,cyclic_2_1,unroll_64,pipeline_1,unroll_5,unroll_5,1,9.25,0.385175562274,False
workload_2085.cpp,xcu200-fsgd2104-2-e,3.33,12.13582869,215,1,1,1,2,cyclic_2_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,2,1.25,0.952954429824,False
workload_2215.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,214.5,1,1,1,2,cyclic_2_1,unroll_8,pipeline_1,unroll_5,pipeline_1,2,1.25,0.952955926494,False
workload_2144.cpp,xcu200-fsgd2104-2-e,3.33,65.85441633,234,1,1,1,2,cyclic_2_1,unroll_8,unroll_2,pipeline_1,pipeline_1,1,1.25,0.311002283713,False
workload_2041.cpp,xcu200-fsgd2104-2-e,3.33,65.85441633,703,1,1,3,9,cyclic_2_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,3.5,0.259345086917,False
workload_2050.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,327,1,1,2,4,cyclic_4_1,unroll_16,pipeline_1,unroll_5,pipeline_1,1,2,0.819400200466,False
workload_2096.cpp,xcu200-fsgd2104-2-e,3.33,95.07049767,973,1,1,3,9,cyclic_4_1,unroll_16,unroll_2,unroll_5,pipeline_1,1,3.5,0.123584780163,False
workload_2154.cpp,xcu200-fsgd2104-2-e,3.33,42.66684711,1834,1,1,8,23,cyclic_4_1,unroll_16,unroll_8,pipeline_1,pipeline_1,1,8.25,0.273600190273,False
workload_2033.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,132,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,5,1,0.999593728522,False
workload_2189.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,131.5,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,unroll_5,2,1,0.999593728522,False
workload_2007.cpp,xcu200-fsgd2104-2-e,3.33,12.11454333,129.5,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,unroll_5,pipeline_1,4,1,0.999984372478,False
workload_2232.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,129,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,unroll_5,unroll_5,2,1,0.999593728522,False
workload_2135.cpp,xcu200-fsgd2104-2-e,3.33,65.85509565,431,1,1,1,5,cyclic_4_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,2,0.302284577899,False
workload_2205.cpp,xcu200-fsgd2104-2-e,3.33,95.07129021,171,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_5,pipeline_1,1,1,0.137757884725,False
workload_2094.cpp,xcu200-fsgd2104-2-e,3.33,42.66763965,828,1,1,4,11,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1,4.25,0.37024438167,False
workload_2371.cpp,xcu200-fsgd2104-2-e,3.33,94.83941565,238,1,1,1,2,cyclic_4_1,unroll_2,unroll_4,unroll_5,pipeline_1,1,1.25,0.138417129823,False
workload_2137.cpp,xcu200-fsgd2104-2-e,3.33,42.66763965,1872,1,1,8,23,cyclic_4_1,unroll_2,unroll_64,pipeline_1,pipeline_1,1,8.25,0.273596117726,False
workload_2017.cpp,xcu200-fsgd2104-2-e,3.33,12.13548903,600,1,1,4,10,cyclic_4_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,4,0.518812472559,False
workload_2277.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,577,1,1,4,9,cyclic_4_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,3.75,0.551966390912,False
workload_2124.cpp,xcu200-fsgd2104-2-e,3.33,12.13628157,159,1,1,1,1,cyclic_4_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,4,1,0.999609352652,False
workload_2257.cpp,xcu200-fsgd2104-2-e,3.33,12.13628157,161,1,1,1,1,cyclic_4_1,unroll_4,pipeline_1,pipeline_1,unroll_5,1,1,0.999609352652,False
workload_2160.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,156.5,1,1,1,1,cyclic_4_1,unroll_4,pipeline_1,unroll_5,pipeline_1,4,1,1,True
workload_2353.cpp,xcu200-fsgd2104-2-e,3.33,12.13628157,159,1,1,1,1,cyclic_4_1,unroll_4,pipeline_1,unroll_5,unroll_5,1,1,0.999609352652,False
workload_2271.cpp,xcu200-fsgd2104-2-e,3.33,95.07083733,244,1,1,1,2,cyclic_4_1,unroll_4,unroll_2,unroll_5,pipeline_1,1,1.25,0.137597068675,False
workload_2072.cpp,xcu200-fsgd2104-2-e,3.33,65.85464277,1837,1,1,7,21,cyclic_4_1,unroll_4,unroll_32,pipeline_1,pipeline_1,1,7.5,0.184315307041,False
workload_2227.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1241.5,1,1,9,23,cyclic_4_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,4,8.5,0.412703244032,False
workload_2217.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1215.5,1,1,9,22,cyclic_4_1,unroll_64,pipeline_1,pipeline_1,unroll_5,2,8.25,1,True
workload_2181.cpp,xcu200-fsgd2104-2-e,3.33,11.40128064,1185.5,1,1,10,25,cyclic_4_1,unroll_64,pipeline_1,unroll_5,pipeline_1,4,9.25,1,True
workload_2278.cpp,xcu200-fsgd2104-2-e,3.33,11.41326531,1205,1,1,10,25,cyclic_4_1,unroll_64,pipeline_1,unroll_5,unroll_5,2,9.25,0.385175562274,False
workload_2020.cpp,xcu200-fsgd2104-2-e,3.33,70.14240738,2031,1,1,8,26,cyclic_4_1,unroll_64,unroll_2,pipeline_1,pipeline_1,2,9,0.140172578939,False
workload_2126.cpp,xcu200-fsgd2104-2-e,3.33,12.13582869,216,1,1,1,2,cyclic_4_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,3,1.25,0.952954429824,False
workload_2236.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,213,1,1,1,2,cyclic_4_1,unroll_8,pipeline_1,unroll_5,pipeline_1,1,1.25,0.952955926494,False
workload_2377.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,332,1,1,2,4,cyclic_8_1,unroll_16,pipeline_1,unroll_5,pipeline_1,1,2,0.819400200466,False
workload_2193.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,130,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,3,1,0.999593728522,False
workload_2130.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,129,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_5,3,1,0.999593728522,False
workload_2113.cpp,xcu200-fsgd2104-2-e,3.33,12.11454333,130,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,unroll_5,pipeline_1,4,1,0.999984372478,False
workload_2171.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,130.5,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,unroll_5,unroll_5,2,1,0.999593728522,False
workload_2024.cpp,xcu200-fsgd2104-2-e,3.33,65.85509565,210,1,1,1,1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1,0.311590096077,False
