Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,Replicate_Count,Area,Weight,is_pareto
workload_2865.cpp,xcu200-fsgd2104-2-e,3.33,0.07551108,79,1,1,1,1,block_2_1,block_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999787895187,False
workload_2626.cpp,xcu200-fsgd2104-2-e,3.33,0.54097848,135,1,1,1,1,block_2_1,block_4_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,1,1,0.100861322698,False
workload_2651.cpp,xcu200-fsgd2104-2-e,3.33,0.13882104,156,1,2,1,3,block_2_1,block_8_1,block_32_1,complete_1,complete_1,complete_1,unroll_16,1,1.75,0.768256481496,False
workload_2609.cpp,xcu200-fsgd2104-2-e,3.33,0.13541112,125,1,2,1,2,block_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,2,1.5,0.784575820222,False
workload_2593.cpp,xcu200-fsgd2104-2-e,3.33,0.5422572,93,1,1,1,1,block_2_1,block_8_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,2,1,0.100719475129,False
workload_2790.cpp,xcu200-fsgd2104-2-e,3.33,0.078921,83,1,1,1,1,block_2_1,cyclic_32_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.98705779956,False
workload_2721.cpp,xcu200-fsgd2104-2-e,3.33,0.078921,116,1,1,1,1,block_2_1,cyclic_32_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.98705779956,False
workload_2630.cpp,xcu200-fsgd2104-2-e,3.33,0.11489832,450,1,8,9,9,block_2_1,cyclic_4_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,1,6.75,0.504835272775,False
workload_2631.cpp,xcu200-fsgd2104-2-e,3.33,0.10468188,1061,1,21,19,18,block_32_1,block_16_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_64,1,14.75,0.149682404689,False
workload_2660.cpp,xcu200-fsgd2104-2-e,3.33,0.10537452,1074,1,19,19,17,block_32_1,block_16_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_64,1,14,0.168701657615,False
workload_2611.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,99.5,1,1,1,1,block_32_1,block_32_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.92477968621,False
workload_2716.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,98,1,1,1,1,block_32_1,block_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937056397027,False
workload_2671.cpp,xcu200-fsgd2104-2-e,3.33,0.10366956,965,1,22,19,17,block_32_1,cyclic_4_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_64,1,14.75,0.14975208421,False
workload_2632.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,144,1,1,1,2,block_4_1,block_128_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1.25,0.972089323282,False
workload_2771.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,112,1,1,1,1,block_4_1,block_128_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2792.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,108,1,1,1,1,block_4_1,block_128_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999800371249,False
workload_2610.cpp,xcu200-fsgd2104-2-e,3.33,0.12011976,286,1,10,5,7,block_4_1,block_16_1,block_32_1,complete_1,complete_1,complete_1,unroll_32,1,5.75,0.567366806719,False
workload_2759.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,75.5,1,1,1,1,block_4_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999800371249,False
workload_2650.cpp,xcu200-fsgd2104-2-e,3.33,0.53756856,124,1,1,1,1,block_4_1,block_16_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_8,1,1,0.101301935473,False
workload_2665.cpp,xcu200-fsgd2104-2-e,3.33,0.12006648,224,1,9,4,5,block_4_1,block_16_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_32,1,4.75,0.63669199573,False
workload_2762.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,76,1,1,1,1,block_4_1,block_2_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2805.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,71,1,1,1,1,block_4_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999800371249,False
workload_2763.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,118,1,1,1,1,block_4_1,block_32_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2605.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,85,1,1,1,1,block_4_1,block_32_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,4,1,0.987070187053,False
workload_2708.cpp,xcu200-fsgd2104-2-e,3.33,0.51817464,1093,1,4,4,5,block_4_1,block_32_1,block_16_1,complete_1,complete_1,complete_1,unroll_64,1,3.5,0.104165652713,False
workload_2830.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,100,1,1,1,1,block_4_1,block_32_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2726.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,80,1,1,1,1,block_4_1,block_32_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999800371249,False
workload_2620.cpp,xcu200-fsgd2104-2-e,3.33,0.3461868,90,1,1,1,1,block_4_1,block_64_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.271421269812,False
workload_2773.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,79,1,1,1,1,block_4_1,block_8_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2669.cpp,xcu200-fsgd2104-2-e,3.33,0.34959672,151,1,1,1,2,block_4_1,cyclic_128_1,block_128_1,complete_1,complete_1,complete_1,unroll_2,1,1.25,0.265760283922,False
workload_2720.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,109,1,1,1,1,block_4_1,cyclic_128_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2757.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,143,1,1,1,2,block_4_1,cyclic_128_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1.25,0.972089323282,False
workload_2682.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,106,1,1,1,1,block_4_1,cyclic_128_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999800371249,False
workload_2742.cpp,xcu200-fsgd2104-2-e,3.33,0.3461868,73,1,1,1,1,block_4_1,cyclic_2_1,block_4_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.271421269812,False
workload_2614.cpp,xcu200-fsgd2104-2-e,3.33,0.34959672,93,1,1,1,1,block_4_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.265890418355,False
workload_2855.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,72,1,1,1,1,block_4_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999800371249,False
workload_2677.cpp,xcu200-fsgd2104-2-e,3.33,0.13114872,131,1,4,2,2,block_4_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,2.25,0.773270552511,False
workload_2695.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,92,1,1,1,1,block_4_1,cyclic_64_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.987070187053,False
workload_2692.cpp,xcu200-fsgd2104-2-e,3.33,0.1586412,110,1,2,1,1,block_4_1,cyclic_64_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_8,1,1.25,0.71446328441,False
workload_2760.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,95,1,1,1,1,block_4_1,cyclic_64_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2686.cpp,xcu200-fsgd2104-2-e,3.33,0.34959672,94,1,1,1,1,block_4_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.265890418355,False
workload_2744.cpp,xcu200-fsgd2104-2-e,3.33,0.07550775,73.5,1,1,1,1,block_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999800371249,False
workload_2704.cpp,xcu200-fsgd2104-2-e,3.33,0.097902,389,1,19,8,10,block_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,9.5,0.349244507358,False
workload_2782.cpp,xcu200-fsgd2104-2-e,3.33,0.07891767,90,1,1,1,1,block_4_1,cyclic_8_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.987070187053,False
workload_2688.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,106,1,1,1,1,block_64_1,block_2_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937056397027,False
workload_2984.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,105,1,1,1,1,block_64_1,block_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937056397027,False
workload_2625.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,103,1,1,1,1,block_64_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.937056397027,False
workload_2597.cpp,xcu200-fsgd2104-2-e,3.33,0.1799532,263,1,2,1,4,block_64_1,block_32_1,block_16_1,complete_1,complete_1,complete_1,unroll_8,2,2,0.6412733957,False
workload_2594.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,106,1,1,1,1,block_64_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.937056397027,False
workload_2748.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,122,1,1,1,1,block_64_1,block_4_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.92477968621,False
workload_2738.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,104,1,1,1,1,block_64_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937056397027,False
workload_2705.cpp,xcu200-fsgd2104-2-e,3.33,0.36664632,137,1,1,1,2,block_64_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,1.25,0.239484192998,False
workload_2722.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,109,1,1,1,1,block_64_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.92477968621,False
workload_2711.cpp,xcu200-fsgd2104-2-e,3.33,0.10308348,1985,1,22,32,21,block_64_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_64,1,19,0.1,False
workload_2710.cpp,xcu200-fsgd2104-2-e,3.33,0.09967356,1999,1,22,32,21,block_64_1,cyclic_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,19,0.100000132113,False
workload_2666.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,124,1,1,1,1,block_64_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.92477968621,False
workload_2613.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,143,1,1,1,2,block_64_1,cyclic_8_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1.25,0.921001946251,False
workload_2636.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,112,1,1,1,1,block_64_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.92477968621,False
workload_2672.cpp,xcu200-fsgd2104-2-e,3.33,0.0998334,1933,1,18,31,20,block_64_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,17.5,0.106266712656,False
workload_2788.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,87,1,1,1,1,block_8_1,block_32_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.92477968621,False
workload_2804.cpp,xcu200-fsgd2104-2-e,3.33,0.09255735,82,1,1,1,1,block_8_1,block_32_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937056397027,False
workload_2675.cpp,xcu200-fsgd2104-2-e,3.33,0.09596727,102,1,1,1,1,block_8_1,block_32_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.92477968621,False
workload_2598.cpp,xcu200-fsgd2104-2-e,3.33,0.1575756,181,1,4,2,3,block_8_1,block_8_1,block_32_1,complete_1,complete_1,complete_1,unroll_16,1,2.5,0.690317895988,False
workload_2668.cpp,xcu200-fsgd2104-2-e,3.33,0.55440504,181,1,1,1,2,block_8_1,block_8_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_16,1,1.25,0.100007516028,False
workload_2647.cpp,xcu200-fsgd2104-2-e,3.33,0.1328004,501,1,10,9,9,block_8_1,cyclic_2_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,1,7.25,0.461046040944,False
workload_2740.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,182,1,1,1,2,cyclic_128_1,block_2_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1.25,0.921194621792,False
workload_2608.cpp,xcu200-fsgd2104-2-e,3.33,0.50517432,254,1,1,1,2,cyclic_128_1,block_2_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,1,1.25,0.109990763848,False
workload_2603.cpp,xcu200-fsgd2104-2-e,3.33,0.50645304,154,1,1,1,1,cyclic_128_1,block_4_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.109512195939,False
workload_2725.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,189,1,1,1,2,cyclic_128_1,block_8_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1.25,0.921194621792,False
workload_2618.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,185.5,1,1,1,2,cyclic_128_1,block_8_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1.25,0.921194621792,False
workload_2751.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,146,1,1,1,1,cyclic_128_1,block_8_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.924982758453,False
workload_2743.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,152,1,1,1,1,cyclic_128_1,block_8_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.924982758453,False
workload_2689.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,221,1,1,1,3,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1.5,0.910853729664,False
workload_2732.cpp,xcu200-fsgd2104-2-e,3.33,0.49281336,169,1,1,1,2,cyclic_128_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,1.25,0.115465831498,False
workload_2749.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,157,1,1,1,2,cyclic_128_1,cyclic_32_1,block_32_1,complete_1,complete_1,complete_1,pipeline_1,1,1.25,0.921194621792,False
workload_2656.cpp,xcu200-fsgd2104-2-e,3.33,0.09591066,190,1,1,1,2,cyclic_128_1,cyclic_32_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1.25,0.921194621792,False
workload_2643.cpp,xcu200-fsgd2104-2-e,3.33,0.50645304,175,1,1,1,2,cyclic_128_1,cyclic_64_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_2,1,1.25,0.109492379797,False
workload_2634.cpp,xcu200-fsgd2104-2-e,3.33,0.49196088,101,1,1,1,1,cyclic_16_1,block_16_1,block_32_1,complete_1,complete_1,complete_1,unroll_4,1,1,0.115913865607,False
workload_2612.cpp,xcu200-fsgd2104-2-e,3.33,0.49196088,115,1,1,1,1,cyclic_16_1,block_16_1,block_64_1,complete_1,complete_1,complete_1,unroll_4,1,1,0.115913865607,False
workload_2820.cpp,xcu200-fsgd2104-2-e,3.33,0.09250407,77,1,1,1,1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937248940256,False
workload_2679.cpp,xcu200-fsgd2104-2-e,3.33,0.49281336,100,1,1,1,1,cyclic_16_1,block_64_1,block_16_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.115491949465,False
workload_2659.cpp,xcu200-fsgd2104-2-e,3.33,0.12923064,145.5,1,2,1,2,cyclic_16_1,cyclic_128_1,block_16_1,complete_1,complete_1,complete_1,unroll_16,2,1.5,0.804380539598,False
workload_2600.cpp,xcu200-fsgd2104-2-e,3.33,0.49728888,182,1,1,1,2,cyclic_16_1,cyclic_128_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_16,1,1.25,0.113345881923,False
workload_2627.cpp,xcu200-fsgd2104-2-e,3.33,0.12432888,104.5,1,4,1,2,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,2,2,0.803507707127,False
workload_2898.cpp,xcu200-fsgd2104-2-e,3.33,0.09250407,77,1,1,1,1,cyclic_16_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.937248940256,False
workload_2601.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,123,1,1,1,1,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_2915.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,75,1,1,1,1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2823.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,73,1,1,1,1,cyclic_2_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2863.cpp,xcu200-fsgd2104-2-e,3.33,0.31890744,73,1,1,1,1,cyclic_2_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.318933089793,False
workload_2852.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,69.5,1,1,1,1,cyclic_2_1,block_2_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,2,1,1,True
workload_2949.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,73,1,1,1,1,cyclic_2_1,block_2_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2753.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,69,1,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,8,1,1,True
workload_2803.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,69,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,5,1,1,True
workload_2904.cpp,xcu200-fsgd2104-2-e,3.33,0.465534,70,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.131804800959,False
workload_2780.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,95,1,1,1,1,cyclic_2_1,block_32_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_2928.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,78,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,1,True
workload_2828.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,79,1,1,1,1,cyclic_2_1,block_32_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_3004.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,69,1,1,1,1,cyclic_2_1,block_4_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2873.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,71,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,1,True
workload_2794.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,77,1,1,1,1,cyclic_2_1,block_4_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_2932.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,71,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,4,1,1,True
workload_2881.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,72,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,4,1,1,True
workload_2822.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,72,1,1,1,1,cyclic_2_1,block_4_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.9872683987,False
workload_2987.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,88,1,1,1,1,cyclic_2_1,block_64_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2807.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,107,1,1,1,1,cyclic_2_1,block_64_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_2764.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,125,1,1,1,1,cyclic_2_1,block_64_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_2960.cpp,xcu200-fsgd2104-2-e,3.33,0.07886439,90,1,1,1,1,cyclic_2_1,block_64_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.9872683987,False
workload_2844.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,88,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2927.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,71,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2935.cpp,xcu200-fsgd2104-2-e,3.33,0.07545447,73,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,1,True
workload_2724.cpp,xcu200-fsgd2104-2-e,3.33,0.10360296,206,1,8,4,5,cyclic_2_1,cyclic_16_1,block_32_1,complete_1,complete_1,complete_1,unroll_32,1,4.5,0.67201331043,False
