Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_1251.cpp,xcu200-fsgd2104-2-e,3.33,35198.1223743,67,1,1,1,1,unroll_2,unroll_32,unroll_2,1,1,0.163926464315,False
workload_1160.cpp,xcu200-fsgd2104-2-e,3.33,2041.26059277,60.5,1,1,1,1,unroll_2,unroll_4,pipeline_1,2,1,0.999999999735,False
workload_1203.cpp,xcu200-fsgd2104-2-e,3.33,35198.1223809,63,1,1,1,1,unroll_2,unroll_4,unroll_2,1,1,0.163926464244,False
workload_1278.cpp,xcu200-fsgd2104-2-e,3.33,2041.26059277,62,1,1,1,1,unroll_2,unroll_8,pipeline_1,2,1,0.999999999735,False
workload_1176.cpp,xcu200-fsgd2104-2-e,3.33,35198.1223809,66,1,1,1,1,unroll_2,unroll_8,unroll_2,1,1,0.163926464244,False
workload_1342.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721435,532,1,1,4,6,unroll_32,unroll_16,unroll_2,1,3,0.146426219321,False
workload_1344.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721435,526,1,1,4,6,unroll_32,unroll_2,unroll_2,1,3,0.146426219321,False
workload_1336.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721368,522,1,1,4,6,unroll_32,unroll_32,unroll_2,1,3,0.146426219374,False
workload_1351.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721435,524,1,1,4,6,unroll_32,unroll_4,unroll_2,1,3,0.146426219321,False
workload_1352.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721435,526,1,1,4,6,unroll_32,unroll_8,unroll_2,1,3,0.146426219321,False
workload_1257.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,76,1,1,1,1,unroll_4,unroll_16,unroll_2,1,1,0.187058214924,False
workload_1233.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,76,1,1,1,1,unroll_4,unroll_2,unroll_2,1,1,0.187058214924,False
workload_1311.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786917,82,1,1,1,1,unroll_4,unroll_32,unroll_2,1,1,0.187058215007,False
workload_1158.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,77,1,1,1,1,unroll_4,unroll_4,unroll_2,1,1,0.187058214924,False
workload_1169.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,78,1,1,1,1,unroll_4,unroll_8,unroll_2,1,1,0.187058214924,False
workload_1356.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,2011,1,1,7,10,unroll_64,unroll_16,unroll_2,1,4.75,0.100987416124,False
workload_1357.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,2003,1,1,7,10,unroll_64,unroll_2,unroll_2,1,4.75,0.100987416124,False
workload_1366.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073829,1991,1,1,7,11,unroll_64,unroll_32,unroll_2,1,5,0.1,False
workload_1346.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,1972,1,1,7,10,unroll_64,unroll_4,unroll_2,1,4.75,0.100987416124,False
workload_1365.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,1977,1,1,7,10,unroll_64,unroll_8,unroll_2,1,4.75,0.100987416124,False
workload_1272.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,109,1,1,1,2,unroll_8,unroll_16,unroll_2,1,1.25,0.171757788696,False
workload_1300.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,104,1,1,1,2,unroll_8,unroll_2,unroll_2,1,1.25,0.171757788696,False
workload_1284.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320216,113,1,1,1,2,unroll_8,unroll_32,unroll_2,1,1.25,0.17175778877,False
workload_1293.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,112,1,1,1,2,unroll_8,unroll_4,unroll_2,1,1.25,0.171757788696,False
workload_1234.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,110,1,1,1,2,unroll_8,unroll_8,unroll_2,1,1.25,0.171757788696,False
workload_1100.cpp,xcu200-fsgd2104-2-e,5,37141.074885,165,1,1,1,3,unroll_16,unroll_16,unroll_2,1,1.5,0.186804963509,False
workload_944.cpp,xcu200-fsgd2104-2-e,5,37141.074885,165,1,1,1,3,unroll_16,unroll_2,unroll_2,1,1.5,0.186804963509,False
workload_1106.cpp,xcu200-fsgd2104-2-e,5,37141.074875,172,1,1,1,3,unroll_16,unroll_32,unroll_2,1,1.5,0.18680496362,False
workload_977.cpp,xcu200-fsgd2104-2-e,5,37141.074885,168,1,1,1,3,unroll_16,unroll_4,unroll_2,1,1.5,0.186804963509,False
workload_990.cpp,xcu200-fsgd2104-2-e,5,37141.074885,171,1,1,1,3,unroll_16,unroll_8,unroll_2,1,1.5,0.186804963509,False
workload_1079.cpp,xcu200-fsgd2104-2-e,5,3053.159365,60.5,1,1,1,1,unroll_2,unroll_16,pipeline_1,2,1,0.999999999639,False
workload_1045.cpp,xcu200-fsgd2104-2-e,5,37582.767045,61,1,1,1,1,unroll_2,unroll_16,unroll_2,1,1,0.185260851793,False
workload_1081.cpp,xcu200-fsgd2104-2-e,5,3053.159365,60,1,1,1,1,unroll_2,unroll_2,pipeline_1,2,1,0.999999999639,False
workload_948.cpp,xcu200-fsgd2104-2-e,5,37582.767045,60,1,1,1,1,unroll_2,unroll_2,unroll_2,1,1,0.185260851793,False
workload_1087.cpp,xcu200-fsgd2104-2-e,5,3053.159355,59.5,1,1,1,1,unroll_2,unroll_32,pipeline_1,2,1,1,True
workload_1050.cpp,xcu200-fsgd2104-2-e,5,37582.767035,63,1,1,1,1,unroll_2,unroll_32,unroll_2,1,1,0.185260851904,False
workload_1072.cpp,xcu200-fsgd2104-2-e,5,3053.159365,59,1,1,1,1,unroll_2,unroll_4,pipeline_1,2,1,0.999999999639,False
workload_1010.cpp,xcu200-fsgd2104-2-e,5,37582.767045,62,1,1,1,1,unroll_2,unroll_4,unroll_2,1,1,0.185260851793,False
workload_1020.cpp,xcu200-fsgd2104-2-e,5,3053.159365,59.5,1,1,1,1,unroll_2,unroll_8,pipeline_1,2,1,0.999999999639,False
workload_954.cpp,xcu200-fsgd2104-2-e,5,37582.767045,63,1,1,1,1,unroll_2,unroll_8,unroll_2,1,1,0.185260851793,False
workload_1093.cpp,xcu200-fsgd2104-2-e,5,39468.821445,399,1,1,3,6,unroll_32,unroll_16,unroll_2,1,2.75,0.137096084238,False
workload_1108.cpp,xcu200-fsgd2104-2-e,5,39468.821445,385,1,1,3,6,unroll_32,unroll_2,unroll_2,1,2.75,0.137096084238,False
workload_1109.cpp,xcu200-fsgd2104-2-e,5,39468.821435,388,1,1,3,6,unroll_32,unroll_32,unroll_2,1,2.75,0.137096084305,False
workload_1024.cpp,xcu200-fsgd2104-2-e,5,39468.821445,394,1,1,3,6,unroll_32,unroll_4,unroll_2,1,2.75,0.137096084238,False
workload_1030.cpp,xcu200-fsgd2104-2-e,5,39468.821445,396,1,1,3,6,unroll_32,unroll_8,unroll_2,1,2.75,0.137096084238,False
workload_1068.cpp,xcu200-fsgd2104-2-e,5,39511.409605,73,1,1,1,1,unroll_4,unroll_16,unroll_2,1,1,0.165185967519,False
workload_1052.cpp,xcu200-fsgd2104-2-e,5,39511.409605,73,1,1,1,1,unroll_4,unroll_2,unroll_2,1,1,0.165185967519,False
workload_1088.cpp,xcu200-fsgd2104-2-e,5,39511.409595,72,1,1,1,1,unroll_4,unroll_32,unroll_2,1,1,0.165185967616,False
workload_936.cpp,xcu200-fsgd2104-2-e,5,39511.409605,72,1,1,1,1,unroll_4,unroll_4,unroll_2,1,1,0.165185967519,False
workload_947.cpp,xcu200-fsgd2104-2-e,5,39511.409605,70,1,1,1,1,unroll_4,unroll_8,unroll_2,1,1,0.165185967519,False
workload_1091.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1449,1,1,7,10,unroll_64,unroll_16,unroll_2,1,4.75,0.1009731854,False
workload_1107.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1401,1,1,7,10,unroll_64,unroll_2,unroll_2,1,4.75,0.1009731854,False
workload_1117.cpp,xcu200-fsgd2104-2-e,5,37098.993595,1361,1,1,7,11,unroll_64,unroll_32,unroll_2,1,5,0.1,False
workload_1059.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1409,1,1,7,10,unroll_64,unroll_4,unroll_2,1,4.75,0.1009731854,False
workload_1057.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1424,1,1,7,10,unroll_64,unroll_8,unroll_2,1,4.75,0.1009731854,False
workload_984.cpp,xcu200-fsgd2104-2-e,5,39469.097925,103,1,1,1,2,unroll_8,unroll_16,unroll_2,1,1.25,0.164905528058,False
workload_995.cpp,xcu200-fsgd2104-2-e,5,39469.097925,96,1,1,1,2,unroll_8,unroll_2,unroll_2,1,1.25,0.164905528058,False
workload_1017.cpp,xcu200-fsgd2104-2-e,5,39469.097915,100,1,1,1,2,unroll_8,unroll_32,unroll_2,1,1.25,0.164905528154,False
workload_1047.cpp,xcu200-fsgd2104-2-e,5,39469.097925,91,1,1,1,2,unroll_8,unroll_4,unroll_2,1,1.25,0.164905528058,False
workload_1055.cpp,xcu200-fsgd2104-2-e,5,39469.097925,101,1,1,1,2,unroll_8,unroll_8,unroll_2,1,1.25,0.164905528058,False
workload_764.cpp,xcu200-fsgd2104-2-e,10,60105.40225,141,1,1,1,3,unroll_16,unroll_16,unroll_2,1,1.5,0.174592260769,False
workload_721.cpp,xcu200-fsgd2104-2-e,10,60105.40225,139,1,1,1,3,unroll_16,unroll_2,unroll_2,1,1.5,0.174592260769,False
workload_892.cpp,xcu200-fsgd2104-2-e,10,60105.40223,141,1,1,1,3,unroll_16,unroll_32,unroll_2,1,1.5,0.174592260904,False
workload_791.cpp,xcu200-fsgd2104-2-e,10,60105.40225,137,1,1,1,3,unroll_16,unroll_4,unroll_2,1,1.5,0.174592260769,False
workload_865.cpp,xcu200-fsgd2104-2-e,10,60105.40225,138,1,1,1,3,unroll_16,unroll_8,unroll_2,1,1.5,0.174592260769,False
workload_729.cpp,xcu200-fsgd2104-2-e,10,6091.57313,58.5,1,1,1,1,unroll_2,unroll_16,pipeline_1,2,1,0.999999999529,False
workload_793.cpp,xcu200-fsgd2104-2-e,10,55703.96353,59,1,1,1,1,unroll_2,unroll_16,unroll_2,1,1,0.210875662885,False
workload_767.cpp,xcu200-fsgd2104-2-e,10,6091.57313,57.5,1,1,1,1,unroll_2,unroll_2,pipeline_1,2,1,0.999999999529,False
workload_725.cpp,xcu200-fsgd2104-2-e,10,55703.96353,59,1,1,1,1,unroll_2,unroll_2,unroll_2,1,1,0.210875662885,False
workload_834.cpp,xcu200-fsgd2104-2-e,10,6091.57311,59,1,1,1,1,unroll_2,unroll_32,pipeline_1,2,1,1,True
workload_838.cpp,xcu200-fsgd2104-2-e,10,55703.96351,60,1,1,1,1,unroll_2,unroll_32,unroll_2,1,1,0.210875663051,False
workload_716.cpp,xcu200-fsgd2104-2-e,10,6091.57313,57.5,1,1,1,1,unroll_2,unroll_4,pipeline_1,2,1,0.999999999529,False
workload_795.cpp,xcu200-fsgd2104-2-e,10,55703.96353,56,1,1,1,1,unroll_2,unroll_4,unroll_2,1,1,0.210875662885,False
workload_772.cpp,xcu200-fsgd2104-2-e,10,6091.57313,58,1,1,1,1,unroll_2,unroll_8,pipeline_1,2,1,0.999999999529,False
workload_731.cpp,xcu200-fsgd2104-2-e,10,55703.96353,56,1,1,1,1,unroll_2,unroll_8,unroll_2,1,1,0.210875662885,False
workload_902.cpp,xcu200-fsgd2104-2-e,10,60084.24641,300,1,1,3,6,unroll_32,unroll_16,unroll_2,1,2.75,0.147078383497,False
workload_913.cpp,xcu200-fsgd2104-2-e,10,60084.24641,303,1,1,3,6,unroll_32,unroll_2,unroll_2,1,2.75,0.147078383497,False
workload_914.cpp,xcu200-fsgd2104-2-e,10,60084.24639,310,1,1,3,6,unroll_32,unroll_32,unroll_2,1,2.75,0.147078383595,False
workload_901.cpp,xcu200-fsgd2104-2-e,10,60084.24641,295,1,1,3,6,unroll_32,unroll_4,unroll_2,1,2.75,0.147078383497,False
workload_891.cpp,xcu200-fsgd2104-2-e,10,60084.24641,303,1,1,3,6,unroll_32,unroll_8,unroll_2,1,2.75,0.147078383497,False
workload_765.cpp,xcu200-fsgd2104-2-e,10,60232.33729,69,1,1,1,1,unroll_4,unroll_16,unroll_2,1,1,0.176608063907,False
workload_833.cpp,xcu200-fsgd2104-2-e,10,60232.33729,64,1,1,1,1,unroll_4,unroll_2,unroll_2,1,1,0.176608063907,False
workload_857.cpp,xcu200-fsgd2104-2-e,10,60232.33727,64,1,1,1,1,unroll_4,unroll_32,unroll_2,1,1,0.176608064044,False
workload_713.cpp,xcu200-fsgd2104-2-e,10,60232.33729,68,1,1,1,1,unroll_4,unroll_4,unroll_2,1,1,0.176608063907,False
workload_724.cpp,xcu200-fsgd2104-2-e,10,60232.33729,66,1,1,1,1,unroll_4,unroll_8,unroll_2,1,1,0.176608063907,False
workload_923.cpp,xcu200-fsgd2104-2-e,10,60057.93985,973,1,1,7,11,unroll_64,unroll_16,unroll_2,1,5,0.1,False
workload_928.cpp,xcu200-fsgd2104-2-e,10,60057.93985,990,1,1,7,11,unroll_64,unroll_2,unroll_2,1,5,0.1,False
workload_929.cpp,xcu200-fsgd2104-2-e,10,60057.93983,996,1,1,7,11,unroll_64,unroll_32,unroll_2,1,5,0.1,False
workload_919.cpp,xcu200-fsgd2104-2-e,10,60057.93985,973,1,1,7,11,unroll_64,unroll_4,unroll_2,1,5,0.1,False
workload_920.cpp,xcu200-fsgd2104-2-e,10,60057.93985,982,1,1,7,11,unroll_64,unroll_8,unroll_2,1,5,0.1,False
workload_810.cpp,xcu200-fsgd2104-2-e,10,60147.71393,89,1,1,1,2,unroll_8,unroll_16,unroll_2,1,1.25,0.17646261327,False
workload_843.cpp,xcu200-fsgd2104-2-e,10,60147.71393,87,1,1,1,2,unroll_8,unroll_2,unroll_2,1,1.25,0.17646261327,False
workload_889.cpp,xcu200-fsgd2104-2-e,10,60147.71391,91,1,1,1,2,unroll_8,unroll_32,unroll_2,1,1.25,0.176462613407,False
workload_756.cpp,xcu200-fsgd2104-2-e,10,60147.71393,88,1,1,1,2,unroll_8,unroll_4,unroll_2,1,1.25,0.17646261327,False
workload_809.cpp,xcu200-fsgd2104-2-e,10,60147.71393,88,1,1,1,2,unroll_8,unroll_8,unroll_2,1,1.25,0.17646261327,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,283,1,1,11,18,unroll_16,unroll_16,unroll_2,1,7.75,0.166448259004,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,275,1,1,11,18,unroll_16,unroll_2,unroll_2,1,7.75,0.166448259004,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107519,287,1,1,12,18,unroll_16,unroll_32,unroll_2,1,8,0.165520374914,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,290,1,1,11,18,unroll_16,unroll_4,unroll_2,1,7.75,0.166448259004,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,283,1,1,11,18,unroll_16,unroll_8,unroll_2,1,7.75,0.166448259004,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,63.5,1,1,3,5,unroll_2,unroll_16,pipeline_1,2,2.5,1,True
workload_632.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,70,1,1,3,6,unroll_2,unroll_16,unroll_2,1,2.75,0.164733496946,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,64.5,1,1,3,5,unroll_2,unroll_2,pipeline_1,2,2.5,1,True
workload_641.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,69,1,1,3,6,unroll_2,unroll_2,unroll_2,1,2.75,0.164733496946,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79114867,64,1,1,3,6,unroll_2,unroll_32,pipeline_1,2,2.75,1,True
workload_646.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436069,69,1,1,3,7,unroll_2,unroll_32,unroll_2,1,3,0.164689896773,False
workload_642.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,62,1,1,3,5,unroll_2,unroll_4,pipeline_1,2,2.5,1,True
workload_611.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,69,1,1,3,6,unroll_2,unroll_4,unroll_2,1,2.75,0.164733496946,False
workload_522.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,61.5,1,1,3,5,unroll_2,unroll_8,pipeline_1,2,2.5,1,True
workload_656.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,67,1,1,3,6,unroll_2,unroll_8,unroll_2,1,2.75,0.164733496946,False
workload_680.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,862,1,1,21,31,unroll_32,unroll_16,unroll_2,1,13.5,0.14668891036,False
workload_696.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,893,1,1,21,31,unroll_32,unroll_2,unroll_2,1,13.5,0.14668891036,False
workload_695.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181247,849,1,1,21,32,unroll_32,unroll_32,unroll_2,1,13.75,0.1451610521,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,859,1,1,21,31,unroll_32,unroll_4,unroll_2,1,13.5,0.14668891036,False
workload_669.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,858,1,1,21,31,unroll_32,unroll_8,unroll_2,1,13.5,0.14668891036,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,88,1,1,4,8,unroll_4,unroll_16,unroll_2,1,3.5,0.18463251634,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,88,1,1,4,8,unroll_4,unroll_2,unroll_2,1,3.5,0.18463251634,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505023,88,1,1,4,8,unroll_4,unroll_32,unroll_2,1,3.5,0.184632516395,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,89,1,1,4,8,unroll_4,unroll_4,unroll_2,1,3.5,0.18463251634,False
workload_625.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,88,1,1,4,8,unroll_4,unroll_8,unroll_2,1,3.5,0.18463251634,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,3.33,48198.7322241,3574,1,1,41,57,unroll_64,unroll_16,unroll_2,1,25,0.1,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,3.33,48198.7322241,3523,1,1,41,57,unroll_64,unroll_8,unroll_2,1,25,0.1,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,135,1,1,6,11,unroll_8,unroll_16,unroll_2,1,4.75,0.183972307912,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,141,1,1,6,11,unroll_8,unroll_2,unroll_2,1,4.75,0.183972307912,False
workload_539.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687295,147,1,1,6,12,unroll_8,unroll_32,unroll_2,1,5,0.183502246965,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,135,1,1,6,11,unroll_8,unroll_4,unroll_2,1,4.75,0.183972307912,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,142,1,1,6,11,unroll_8,unroll_8,unroll_2,1,4.75,0.183972307912,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,221,1,1,11,17,unroll_16,unroll_16,unroll_2,1,7.5,0.172767882483,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,215,1,1,11,17,unroll_16,unroll_2,unroll_2,1,7.5,0.172767882483,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,5,54495.007675,213,1,1,11,17,unroll_16,unroll_32,unroll_2,1,7.5,0.17276788255,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,209,1,1,11,17,unroll_16,unroll_4,unroll_2,1,7.5,0.172767882483,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,207,1,1,11,17,unroll_16,unroll_8,unroll_2,1,7.5,0.172767882483,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,60.5,1,1,2,4,unroll_2,unroll_16,pipeline_1,2,2,1,True
workload_349.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,65,1,1,2,6,unroll_2,unroll_16,unroll_2,1,2.5,0.173515786783,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,58.5,1,1,2,4,unroll_2,unroll_2,pipeline_1,2,2,1,True
workload_243.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,64,1,1,2,5,unroll_2,unroll_2,unroll_2,1,2.25,0.173562506794,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,5,3071.837115,61,1,1,2,5,unroll_2,unroll_32,pipeline_1,2,2.25,1,True
workload_326.cpp,xczu7ev-ffvc1156-2-e,5,55953.818555,65,1,1,2,6,unroll_2,unroll_32,unroll_2,1,2.5,0.173515786852,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,60,1,1,2,4,unroll_2,unroll_4,pipeline_1,2,2,1,True
workload_279.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,65,1,1,2,5,unroll_2,unroll_4,unroll_2,1,2.25,0.173562506794,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,59,1,1,2,4,unroll_2,unroll_8,pipeline_1,2,2,1,True
workload_249.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,65,1,1,2,5,unroll_2,unroll_8,unroll_2,1,2.25,0.173562506794,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,5,56744.111045,599,1,1,21,31,unroll_32,unroll_2,unroll_2,1,13.5,0.131770450256,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,5,56744.111035,575,1,1,21,31,unroll_32,unroll_32,unroll_2,1,13.5,0.131770450297,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,5,56744.111045,585,1,1,21,31,unroll_32,unroll_4,unroll_2,1,13.5,0.131770450256,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,5,56744.111045,621,1,1,21,31,unroll_32,unroll_8,unroll_2,1,13.5,0.131770450256,False
workload_377.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,75,1,1,3,7,unroll_4,unroll_16,unroll_2,1,3,0.179822080973,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,75,1,1,3,7,unroll_4,unroll_2,unroll_2,1,3,0.179822080973,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,5,55030.334395,76,1,1,3,7,unroll_4,unroll_32,unroll_2,1,3,0.179822081045,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,77,1,1,3,7,unroll_4,unroll_4,unroll_2,1,3,0.179822080973,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,79,1,1,3,7,unroll_4,unroll_8,unroll_2,1,3,0.179822080973,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2338,1,1,40,56,unroll_64,unroll_16,unroll_2,1,24.5,0.1,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2218,1,1,40,56,unroll_64,unroll_2,unroll_2,1,24.5,0.1,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,5,54408.361915,2339,1,1,40,56,unroll_64,unroll_32,unroll_2,1,24.5,0.1,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2242,1,1,40,56,unroll_64,unroll_4,unroll_2,1,24.5,0.1,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2208,1,1,40,56,unroll_64,unroll_8,unroll_2,1,24.5,0.1,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,117,1,1,6,11,unroll_8,unroll_16,unroll_2,1,4.75,0.179818065328,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,112,1,1,6,10,unroll_8,unroll_2,unroll_2,1,4.5,0.1803141819,False
workload_405.cpp,xczu7ev-ffvc1156-2-e,5,54694.421435,117,1,1,6,11,unroll_8,unroll_32,unroll_2,1,4.75,0.1798180654,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,113,1,1,6,10,unroll_8,unroll_4,unroll_2,1,4.5,0.1803141819,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,116,1,1,6,10,unroll_8,unroll_8,unroll_2,1,4.5,0.1803141819,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10,72583.45665,153,1,1,10,17,unroll_16,unroll_16,unroll_2,1,7.25,0.16661861544,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10,72583.45665,149,1,1,10,17,unroll_16,unroll_2,unroll_2,1,7.25,0.16661861544,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10,72583.45665,153,1,1,10,17,unroll_16,unroll_8,unroll_2,1,7.25,0.16661861544,False
workload_20.cpp,xczu7ev-ffvc1156-2-e,10,6101.73121,58,1,1,2,4,unroll_2,unroll_16,pipeline_1,2,2,0.999999999617,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10,72313.40737,59,1,1,2,6,unroll_2,unroll_16,unroll_2,1,2.5,0.178363020507,False
workload_39.cpp,xczu7ev-ffvc1156-2-e,10,6101.73121,57.5,1,1,2,4,unroll_2,unroll_2,pipeline_1,2,2,0.999999999617,False
