Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_1173.cpp,xcu200-fsgd2104-2-e,3.33,1641.36051648,2728,1,1,5,7,unroll_8,unroll_32,unroll_32,1,3.5,0.324489024102,False
workload_1266.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080192,127,1,1,1,2,unroll_8,unroll_32,unroll_4,1,1.25,0.23039905703,False
workload_1204.cpp,xcu200-fsgd2104-2-e,3.33,2245.6528992,232,1,1,2,3,unroll_8,unroll_32,unroll_8,1,1.75,0.373522705098,False
workload_1153.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,66,1,1,1,2,unroll_8,unroll_4,pipeline_1,2,1.25,0.928073877377,False
workload_1206.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821709,93,1,1,1,1,unroll_8,unroll_4,unroll_2,1,1,0.212113724729,False
workload_1165.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080525,130,1,1,1,2,unroll_8,unroll_4,unroll_4,1,1.25,0.230399056497,False
workload_1159.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,66,1,1,1,2,unroll_8,unroll_8,pipeline_1,2,1.25,0.928073877377,False
workload_1207.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821709,93,1,1,1,1,unroll_8,unroll_8,unroll_2,1,1,0.212113724729,False
workload_1248.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080525,137,1,1,1,2,unroll_8,unroll_8,unroll_4,1,1.25,0.230399056497,False
workload_1262.cpp,xcu200-fsgd2104-2-e,3.33,2245.65290253,221,1,1,2,3,unroll_8,unroll_8,unroll_8,1,1.75,0.373522704353,False
workload_1002.cpp,xcu200-fsgd2104-2-e,5,601.573445,94,1,1,3,4,unroll_16,unroll_16,pipeline_1,2,2.25,0.676917547698,False
workload_924.cpp,xcu200-fsgd2104-2-e,5,4364.056005,146,1,1,1,2,unroll_16,unroll_16,unroll_2,1,1.25,0.167767512174,False
workload_1033.cpp,xcu200-fsgd2104-2-e,5,601.573445,94.5,1,1,3,4,unroll_16,unroll_2,pipeline_1,2,2.25,0.676917547698,False
workload_894.cpp,xcu200-fsgd2104-2-e,5,4364.056005,143,1,1,1,2,unroll_16,unroll_2,unroll_2,1,1.25,0.167767512174,False
workload_1016.cpp,xcu200-fsgd2104-2-e,5,3713.938885,227,1,1,2,3,unroll_16,unroll_2,unroll_4,1,1.75,0.236086191892,False
workload_1030.cpp,xcu200-fsgd2104-2-e,5,601.57344,93.5,1,1,3,4,unroll_16,unroll_32,pipeline_1,2,2.25,0.676917547699,False
workload_987.cpp,xcu200-fsgd2104-2-e,5,4364.056,138,1,1,1,3,unroll_16,unroll_32,unroll_2,1,1.5,0.166157518024,False
workload_1008.cpp,xcu200-fsgd2104-2-e,5,601.573445,91,1,1,3,4,unroll_16,unroll_4,pipeline_1,2,2.25,0.676917547698,False
workload_982.cpp,xcu200-fsgd2104-2-e,5,4364.056005,138,1,1,1,2,unroll_16,unroll_4,unroll_2,1,1.25,0.167767512174,False
workload_1020.cpp,xcu200-fsgd2104-2-e,5,3713.938885,231,1,1,2,3,unroll_16,unroll_4,unroll_4,1,1.75,0.236086191892,False
workload_1068.cpp,xcu200-fsgd2104-2-e,5,601.573445,92.5,1,1,3,4,unroll_16,unroll_8,pipeline_1,2,2.25,0.676917547698,False
workload_998.cpp,xcu200-fsgd2104-2-e,5,4364.056005,144,1,1,1,2,unroll_16,unroll_8,unroll_2,1,1.25,0.167767512174,False
workload_970.cpp,xcu200-fsgd2104-2-e,5,3713.938885,240,1,1,2,3,unroll_16,unroll_8,unroll_4,1,1.75,0.236086191892,False
workload_1012.cpp,xcu200-fsgd2104-2-e,5,601.215045,45,1,1,1,1,unroll_2,unroll_16,pipeline_1,2,1,0.999999998267,False
workload_1040.cpp,xcu200-fsgd2104-2-e,5,5092.888005,156,1,1,1,2,unroll_2,unroll_16,unroll_16,1,1.25,0.116221058001,False
workload_948.cpp,xcu200-fsgd2104-2-e,5,1721.716165,49,1,1,1,1,unroll_2,unroll_16,unroll_2,1,1,0.653554369132,False
workload_999.cpp,xcu200-fsgd2104-2-e,5,4007.611845,57,1,1,1,1,unroll_2,unroll_16,unroll_4,1,1,0.206582788538,False
workload_968.cpp,xcu200-fsgd2104-2-e,5,5364.207045,2857,1,1,5,7,unroll_2,unroll_16,unroll_64,1,3.5,0.1,False
workload_919.cpp,xcu200-fsgd2104-2-e,5,4731.129285,85,1,1,1,1,unroll_2,unroll_16,unroll_8,1,1,0.137757292956,False
workload_1027.cpp,xcu200-fsgd2104-2-e,5,601.215045,45.5,1,1,1,1,unroll_2,unroll_2,pipeline_1,2,1,0.999999998267,False
workload_904.cpp,xcu200-fsgd2104-2-e,5,1721.716165,48,1,1,1,1,unroll_2,unroll_2,unroll_2,1,1,0.653554369132,False
workload_1023.cpp,xcu200-fsgd2104-2-e,5,4007.611845,57,1,1,1,1,unroll_2,unroll_2,unroll_4,1,1,0.206582788538,False
workload_995.cpp,xcu200-fsgd2104-2-e,5,4731.129285,84,1,1,1,1,unroll_2,unroll_2,unroll_8,1,1,0.137757292956,False
workload_1041.cpp,xcu200-fsgd2104-2-e,5,601.21504,47,1,1,1,1,unroll_2,unroll_32,pipeline_1,2,1,1,True
workload_1001.cpp,xcu200-fsgd2104-2-e,5,1721.71616,48,1,1,1,1,unroll_2,unroll_32,unroll_2,1,1,0.653554370491,False
workload_1045.cpp,xcu200-fsgd2104-2-e,5,4007.61184,59,1,1,1,1,unroll_2,unroll_32,unroll_4,1,1,0.206582789134,False
workload_1035.cpp,xcu200-fsgd2104-2-e,5,4731.12928,81,1,1,1,1,unroll_2,unroll_32,unroll_8,1,1,0.137757293311,False
workload_899.cpp,xcu200-fsgd2104-2-e,5,601.215045,46.5,1,1,1,1,unroll_2,unroll_4,pipeline_1,2,1,0.999999998267,False
workload_929.cpp,xcu200-fsgd2104-2-e,5,1721.716165,48,1,1,1,1,unroll_2,unroll_4,unroll_2,1,1,0.653554369132,False
workload_967.cpp,xcu200-fsgd2104-2-e,5,5273.767365,550,1,1,2,4,unroll_2,unroll_4,unroll_32,1,2,0.106705322825,False
workload_1063.cpp,xcu200-fsgd2104-2-e,5,4007.611845,57,1,1,1,1,unroll_2,unroll_4,unroll_4,1,1,0.206582788538,False
workload_1004.cpp,xcu200-fsgd2104-2-e,5,4731.129285,82,1,1,1,1,unroll_2,unroll_4,unroll_8,1,1,0.137757292956,False
workload_1006.cpp,xcu200-fsgd2104-2-e,5,601.215045,45,1,1,1,1,unroll_2,unroll_8,pipeline_1,2,1,0.999999998267,False
workload_989.cpp,xcu200-fsgd2104-2-e,5,5092.888005,164,1,1,1,2,unroll_2,unroll_8,unroll_16,1,1.25,0.116221058001,False
workload_909.cpp,xcu200-fsgd2104-2-e,5,1721.716165,50,1,1,1,1,unroll_2,unroll_8,unroll_2,1,1,0.653554369132,False
workload_955.cpp,xcu200-fsgd2104-2-e,5,5273.767365,531,1,1,2,4,unroll_2,unroll_8,unroll_32,1,2,0.106705322825,False
workload_940.cpp,xcu200-fsgd2104-2-e,5,4007.611845,59,1,1,1,1,unroll_2,unroll_8,unroll_4,1,1,0.206582788538,False
workload_884.cpp,xcu200-fsgd2104-2-e,5,5364.207045,3007,1,1,5,7,unroll_2,unroll_8,unroll_64,1,3.5,0.1,False
workload_1021.cpp,xcu200-fsgd2104-2-e,5,4731.129285,79,1,1,1,1,unroll_2,unroll_8,unroll_8,1,1,0.137757292956,False
workload_1025.cpp,xcu200-fsgd2104-2-e,5,4552.794565,388,1,1,3,5,unroll_32,unroll_16,unroll_2,1,2.5,0.136881613089,False
workload_1032.cpp,xcu200-fsgd2104-2-e,5,3692.962245,887,1,1,4,6,unroll_32,unroll_16,unroll_4,1,3,0.194849991668,False
workload_1034.cpp,xcu200-fsgd2104-2-e,5,4552.79456,404,1,1,3,5,unroll_32,unroll_32,unroll_2,1,2.5,0.136881613423,False
workload_1019.cpp,xcu200-fsgd2104-2-e,5,601.599045,175,1,1,6,7,unroll_32,unroll_4,pipeline_1,1,3.75,0.383654248587,False
workload_962.cpp,xcu200-fsgd2104-2-e,5,601.599045,184,1,1,6,7,unroll_32,unroll_8,pipeline_1,1,3.75,0.383654248587,False
workload_1036.cpp,xcu200-fsgd2104-2-e,5,4552.794565,403,1,1,3,5,unroll_32,unroll_8,unroll_2,1,2.5,0.136881613089,False
workload_1011.cpp,xcu200-fsgd2104-2-e,5,601.419845,51.5,1,1,1,1,unroll_4,unroll_16,pipeline_1,2,1,0.999929021444,False
workload_1010.cpp,xcu200-fsgd2104-2-e,5,3197.545925,240,1,1,2,3,unroll_4,unroll_16,unroll_16,1,1.75,0.312566244851,False
workload_943.cpp,xcu200-fsgd2104-2-e,5,3231.624645,59,1,1,1,1,unroll_4,unroll_16,unroll_2,1,1,0.319222634523,False
workload_1037.cpp,xcu200-fsgd2104-2-e,5,3839.798725,73,1,1,1,1,unroll_4,unroll_16,unroll_4,1,1,0.22753681756,False
workload_1007.cpp,xcu200-fsgd2104-2-e,5,3415.125445,107,1,1,1,2,unroll_4,unroll_16,unroll_8,1,1.25,0.287752232627,False
workload_900.cpp,xcu200-fsgd2104-2-e,5,601.419845,52,1,1,1,1,unroll_4,unroll_2,pipeline_1,2,1,0.999929021444,False
workload_1082.cpp,xcu200-fsgd2104-2-e,5,3197.545925,237,1,1,2,3,unroll_4,unroll_2,unroll_16,1,1.75,0.312566244851,False
workload_980.cpp,xcu200-fsgd2104-2-e,5,3231.624645,57,1,1,1,1,unroll_4,unroll_2,unroll_2,1,1,0.319222634523,False
workload_1003.cpp,xcu200-fsgd2104-2-e,5,3839.798725,72,1,1,1,1,unroll_4,unroll_2,unroll_4,1,1,0.22753681756,False
workload_1057.cpp,xcu200-fsgd2104-2-e,5,3415.125445,105,1,1,1,2,unroll_4,unroll_2,unroll_8,1,1.25,0.287752232627,False
workload_1022.cpp,xcu200-fsgd2104-2-e,5,601.41984,53.5,1,1,1,1,unroll_4,unroll_32,pipeline_1,2,1,0.999929023177,False
workload_1044.cpp,xcu200-fsgd2104-2-e,5,3231.62464,59,1,1,1,1,unroll_4,unroll_32,unroll_2,1,1,0.319222635378,False
workload_1047.cpp,xcu200-fsgd2104-2-e,5,3839.79872,70,1,1,1,1,unroll_4,unroll_32,unroll_4,1,1,0.227536818212,False
workload_1046.cpp,xcu200-fsgd2104-2-e,5,3415.12544,106,1,1,1,2,unroll_4,unroll_32,unroll_8,1,1.25,0.287752233417,False
workload_1009.cpp,xcu200-fsgd2104-2-e,5,601.419845,51.5,1,1,1,1,unroll_4,unroll_4,pipeline_1,2,1,0.999929021444,False
workload_886.cpp,xcu200-fsgd2104-2-e,5,3231.624645,57,1,1,1,1,unroll_4,unroll_4,unroll_2,1,1,0.319222634523,False
workload_1038.cpp,xcu200-fsgd2104-2-e,5,3839.798725,72,1,1,1,1,unroll_4,unroll_4,unroll_4,1,1,0.22753681756,False
workload_994.cpp,xcu200-fsgd2104-2-e,5,3415.125445,105,1,1,1,2,unroll_4,unroll_4,unroll_8,1,1.25,0.287752232627,False
workload_1013.cpp,xcu200-fsgd2104-2-e,5,601.419845,52,1,1,1,1,unroll_4,unroll_8,pipeline_1,2,1,0.999929021444,False
workload_1076.cpp,xcu200-fsgd2104-2-e,5,3197.545925,231,1,1,2,3,unroll_4,unroll_8,unroll_16,1,1.75,0.312566244851,False
workload_903.cpp,xcu200-fsgd2104-2-e,5,3231.624645,56,1,1,1,1,unroll_4,unroll_8,unroll_2,1,1,0.319222634523,False
workload_1049.cpp,xcu200-fsgd2104-2-e,5,3839.798725,74,1,1,1,1,unroll_4,unroll_8,unroll_4,1,1,0.22753681756,False
workload_1061.cpp,xcu200-fsgd2104-2-e,5,3415.125445,110,1,1,1,2,unroll_4,unroll_8,unroll_8,1,1.25,0.287752232627,False
workload_971.cpp,xcu200-fsgd2104-2-e,5,601.611845,639,1,1,11,14,unroll_64,unroll_16,pipeline_1,1,6.75,0.106189637538,False
workload_947.cpp,xcu200-fsgd2104-2-e,5,601.611845,618,1,1,11,14,unroll_64,unroll_8,pipeline_1,1,6.75,0.106189637538,False
workload_895.cpp,xcu200-fsgd2104-2-e,5,601.522245,65,1,1,1,2,unroll_8,unroll_16,pipeline_1,2,1.25,0.92966006673,False
workload_1005.cpp,xcu200-fsgd2104-2-e,5,2249.874885,469,1,1,3,4,unroll_8,unroll_16,unroll_16,1,2.25,0.451734903369,False
workload_1031.cpp,xcu200-fsgd2104-2-e,5,3986.578885,80,1,1,1,1,unroll_8,unroll_16,unroll_2,1,1,0.209106070223,False
workload_1024.cpp,xcu200-fsgd2104-2-e,5,1996.250565,2149,1,1,5,7,unroll_8,unroll_16,unroll_32,1,3.5,0.342650197866,False
workload_1051.cpp,xcu200-fsgd2104-2-e,5,3755.892165,108,1,1,1,2,unroll_8,unroll_16,unroll_4,1,1.25,0.237796232425,False
workload_928.cpp,xcu200-fsgd2104-2-e,5,601.522245,64,1,1,1,2,unroll_8,unroll_2,pipeline_1,2,1.25,0.92966006673,False
workload_983.cpp,xcu200-fsgd2104-2-e,5,3986.578885,79,1,1,1,1,unroll_8,unroll_2,unroll_2,1,1,0.209106070223,False
workload_914.cpp,xcu200-fsgd2104-2-e,5,1996.250565,2035,1,1,5,7,unroll_8,unroll_2,unroll_32,1,3.5,0.342650197866,False
workload_1017.cpp,xcu200-fsgd2104-2-e,5,3755.892165,110,1,1,1,2,unroll_8,unroll_2,unroll_4,1,1.25,0.237796232425,False
workload_1015.cpp,xcu200-fsgd2104-2-e,5,601.52224,64.5,1,1,1,2,unroll_8,unroll_32,pipeline_1,2,1.25,0.929660066733,False
workload_1053.cpp,xcu200-fsgd2104-2-e,5,3986.57888,79,1,1,1,1,unroll_8,unroll_32,unroll_2,1,1,0.209106070826,False
workload_1056.cpp,xcu200-fsgd2104-2-e,5,3755.89216,108,1,1,1,2,unroll_8,unroll_32,unroll_4,1,1.25,0.237796233101,False
workload_923.cpp,xcu200-fsgd2104-2-e,5,601.522245,64.5,1,1,1,2,unroll_8,unroll_4,pipeline_1,2,1.25,0.92966006673,False
workload_1000.cpp,xcu200-fsgd2104-2-e,5,3986.578885,79,1,1,1,1,unroll_8,unroll_4,unroll_2,1,1,0.209106070223,False
workload_1065.cpp,xcu200-fsgd2104-2-e,5,3755.892165,110,1,1,1,2,unroll_8,unroll_4,unroll_4,1,1.25,0.237796232425,False
workload_1026.cpp,xcu200-fsgd2104-2-e,5,2757.123525,184,1,1,2,3,unroll_8,unroll_4,unroll_8,1,1.75,0.390370316832,False
workload_1014.cpp,xcu200-fsgd2104-2-e,5,601.522245,64.5,1,1,1,2,unroll_8,unroll_8,pipeline_1,2,1.25,0.92966006673,False
