Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
Stencil2D_4571.cpp,xcu200-fsgd2104-2-e,3.33,3.2758542,147,1,1,1,3,block_4_1,cyclic_16_1,unroll_64,pipeline_1,1,1.5,0.927684604227,False
Stencil2D_4357.cpp,xcu200-fsgd2104-2-e,3.33,3.385669275,110,1,1,1,2,block_4_1,cyclic_32_1,unroll_32,pipeline_1,2,1.25,0.963054260083,False
Stencil2D_4451.cpp,xcu200-fsgd2104-2-e,3.33,3.2758542,199,1,1,1,5,block_4_1,cyclic_32_1,unroll_64,pipeline_1,1,2,0.858402853686,False
Stencil2D_4521.cpp,xcu200-fsgd2104-2-e,3.33,3.27606399,110.5,1,1,1,2,block_4_1,cyclic_4_1,unroll_64,pipeline_1,2,1.25,0.963460193161,False
Stencil2D_4404.cpp,xcu200-fsgd2104-2-e,3.33,29.37157569,90,1,7,2,3,block_4_1,cyclic_4_1,unroll_8,unroll_4,1,3.25,0.605972382606,False
Stencil2D_4371.cpp,xcu200-fsgd2104-2-e,3.33,30.06927396,280,1,12.5,4,6,block_4_1,cyclic_8_1,unroll_32,unroll_4,2,5.875,0.252868904908,False
Stencil2D_4875.cpp,xcu200-fsgd2104-2-e,3.33,1.72034793,502,1,1,1,8,block_64_1,block_128_1,pipeline_1,unroll_2,1,2.75,0.760100609669,False
Stencil2D_4761.cpp,xcu200-fsgd2104-2-e,3.33,3.383994285,64,1,1,1,1,block_64_1,block_128_1,unroll_32,pipeline_1,2,1,0.999177105162,False
Stencil2D_4815.cpp,xcu200-fsgd2104-2-e,3.33,3.27454218,94,1,1,1,1,block_64_1,block_128_1,unroll_64,pipeline_1,5,1,1,True
Stencil2D_4356.cpp,xcu200-fsgd2104-2-e,3.33,72.34787304,64,1,1,1,1,block_64_1,block_16_1,unroll_2,unroll_8,1,1,0.555514070872,False
Stencil2D_4798.cpp,xcu200-fsgd2104-2-e,3.33,3.49593723,574,1,7,3,6,block_64_1,block_16_1,unroll_64,pipeline_1,1,4.25,0.531269597172,False
Stencil2D_4650.cpp,xcu200-fsgd2104-2-e,3.33,3.27908097,272,1,1,1,4,block_64_1,block_32_1,unroll_64,pipeline_1,1,1.75,0.858408641288,False
Stencil2D_4359.cpp,xcu200-fsgd2104-2-e,3.33,3.45045609,40,1,1,1,1,block_64_1,block_4_1,unroll_2,pipeline_1,1,1,0.998677608377,False
Stencil2D_4784.cpp,xcu200-fsgd2104-2-e,3.33,1.720502775,474.5,1,1,1,8,block_64_1,block_64_1,pipeline_1,pipeline_1,2,2.75,0.760100122322,False
Stencil2D_4396.cpp,xcu200-fsgd2104-2-e,3.33,1.72218276,488,1,1,1,8,block_64_1,block_64_1,pipeline_1,unroll_16,1,2.75,0.760094834808,False
Stencil2D_5115.cpp,xcu200-fsgd2104-2-e,3.33,3.38380947,54,1,1,1,1,block_64_1,block_64_1,unroll_16,pipeline_1,1,1,0.999178494341,False
Stencil2D_4712.cpp,xcu200-fsgd2104-2-e,3.33,3.38576418,63.5,1,1,1,1,block_64_1,block_64_1,unroll_32,pipeline_1,2,1,0.999163801635,False
Stencil2D_4536.cpp,xcu200-fsgd2104-2-e,3.33,3.27470202,97,1,1,1,1,block_64_1,block_64_1,unroll_64,pipeline_1,10,1,0.999998797999,False
Stencil2D_4361.cpp,xcu200-fsgd2104-2-e,3.33,1.72217277,489,1,7,7,13,block_64_1,cyclic_128_1,pipeline_1,pipeline_1,3,7,0.152380913033,False
Stencil2D_4468.cpp,xcu200-fsgd2104-2-e,3.33,1.72238589,489,1,7,7,13,block_64_1,cyclic_128_1,pipeline_1,unroll_4,1,7,0.152380914301,False
Stencil2D_4410.cpp,xcu200-fsgd2104-2-e,3.33,69.8119182,61,1,1,1,1,block_64_1,cyclic_128_1,unroll_2,unroll_2,1,1,0.569182308004,False
Stencil2D_4381.cpp,xcu200-fsgd2104-2-e,3.33,69.94349982,80,1,1,1,1,block_64_1,cyclic_128_1,unroll_4,unroll_2,1,1,0.56846814236,False
Stencil2D_4582.cpp,xcu200-fsgd2104-2-e,3.33,1.72248246,494.5,1,1,2,9,block_64_1,cyclic_16_1,pipeline_1,pipeline_1,2,3.25,0.698396296878,False
Stencil2D_4593.cpp,xcu200-fsgd2104-2-e,3.33,3.38803857,76,1,1,1,1,block_64_1,cyclic_16_1,unroll_32,pipeline_1,1,1,0.999146706185,False
Stencil2D_4623.cpp,xcu200-fsgd2104-2-e,3.33,3.27449223,153,1,1,1,3,block_64_1,cyclic_16_1,unroll_64,pipeline_1,7,1.5,0.927689515374,False
Stencil2D_4460.cpp,xcu200-fsgd2104-2-e,3.33,1.7221761,476.5,1,1,1,8,block_64_1,cyclic_2_1,pipeline_1,pipeline_1,2,2.75,0.760094855769,False
Stencil2D_4569.cpp,xcu200-fsgd2104-2-e,3.33,1.7221761,481,1,1,1,8,block_64_1,cyclic_2_1,pipeline_1,unroll_16,1,2.75,0.760094855769,False
Stencil2D_4560.cpp,xcu200-fsgd2104-2-e,3.33,1.720449495,484,1,1,3,10,block_64_1,cyclic_32_1,pipeline_1,pipeline_1,2,3.75,0.639727100116,False
Stencil2D_4516.cpp,xcu200-fsgd2104-2-e,3.33,3.385682595,63.5,1,1,1,1,block_64_1,cyclic_32_1,unroll_16,pipeline_1,2,1,0.999164414872,False
Stencil2D_4493.cpp,xcu200-fsgd2104-2-e,3.33,3.2758542,195,1,1,1,4,block_64_1,cyclic_32_1,unroll_64,pipeline_1,7,1.75,0.858408646068,False
Stencil2D_4604.cpp,xcu200-fsgd2104-2-e,3.33,3.38468859,52,1,1,1,1,block_64_1,cyclic_32_1,unroll_8,pipeline_1,1,1,0.999171886363,False
Stencil2D_4455.cpp,xcu200-fsgd2104-2-e,3.33,1.72269558,482.5,1,1,1.5,8,block_64_1,cyclic_4_1,pipeline_1,pipeline_1,4,2.875,0.728876765072,False
Stencil2D_4896.cpp,xcu200-fsgd2104-2-e,3.33,3.38411916,52,1,1,1,1,block_64_1,cyclic_4_1,unroll_16,pipeline_1,1,1,0.999176166528,False
Stencil2D_4807.cpp,xcu200-fsgd2104-2-e,3.33,3.38365962,66,1,1,1,1,block_64_1,cyclic_4_1,unroll_32,pipeline_1,1,1,0.999179620704,False
Stencil2D_4653.cpp,xcu200-fsgd2104-2-e,3.33,3.27501171,99,1,1,1,2,block_64_1,cyclic_4_1,unroll_64,pipeline_1,5,1.25,0.963464068996,False
Stencil2D_4490.cpp,xcu200-fsgd2104-2-e,3.33,1.72217277,459,1,3,4,11,block_64_1,cyclic_64_1,pipeline_1,pipeline_1,3,4.75,0.435284772156,False
Stencil2D_4424.cpp,xcu200-fsgd2104-2-e,3.33,1.72405422,483,1,3,4.5,11,block_64_1,cyclic_64_1,pipeline_1,unroll_8,2,4.875,0.413134461681,False
Stencil2D_4544.cpp,xcu200-fsgd2104-2-e,3.33,3.2775192,383,1,1,1,6,block_64_1,cyclic_64_1,unroll_64,pipeline_1,3,2.25,0.792154545866,False
Stencil2D_4889.cpp,xcu200-fsgd2104-2-e,3.33,1.72024137,494,1,1,2,9,block_64_1,cyclic_8_1,pipeline_1,pipeline_1,3,3.25,0.698403047159,False
Stencil2D_4587.cpp,xcu200-fsgd2104-2-e,3.33,3.38564097,53,1,1,1,1,block_64_1,cyclic_8_1,unroll_16,pipeline_1,3,1,0.999164727748,False
Stencil2D_5119.cpp,xcu200-fsgd2104-2-e,3.33,71.61572925,91,1,1,1,1,block_64_1,cyclic_8_1,unroll_32,unroll_2,1,1,0.559439418879,False
Stencil2D_4877.cpp,xcu200-fsgd2104-2-e,3.33,3.27438567,115,1,1,1,2,block_64_1,cyclic_8_1,unroll_64,pipeline_1,6,1.25,0.96346637468,False
Stencil2D_4388.cpp,xcu200-fsgd2104-2-e,3.33,3.43163493,60,1,1,1,1,block_8_1,cyclic_16_1,unroll_16,pipeline_1,1,1,0.998819045595,False
Stencil2D_4464.cpp,xcu200-fsgd2104-2-e,3.33,3.45306348,40,1,1,1,1,block_8_1,cyclic_16_1,unroll_2,pipeline_1,1,1,0.998658015246,False
Stencil2D_4574.cpp,xcu200-fsgd2104-2-e,3.33,1.71946548,450,1,7,7,13,cyclic_128_1,cyclic_8_1,pipeline_1,unroll_16,1,7,0.152380896884,False
Stencil2D_5136.cpp,xcu200-fsgd2104-2-e,3.33,3.3835464,67,1,1,1,1,cyclic_16_1,block_128_1,unroll_16,pipeline_1,1,1,0.999180471733,False
Stencil2D_5083.cpp,xcu200-fsgd2104-2-e,3.33,3.27427911,193,1,1,1,3,cyclic_16_1,block_128_1,unroll_64,pipeline_1,1,1.5,0.927690283836,False
Stencil2D_4820.cpp,xcu200-fsgd2104-2-e,3.33,1.93992147,610,1,8,5,12,cyclic_16_1,block_16_1,pipeline_1,pipeline_1,1,6.5,0.194056898902,False
Stencil2D_5135.cpp,xcu200-fsgd2104-2-e,3.33,3.38515479,288,1,1,1,2,cyclic_16_1,block_32_1,unroll_16,pipeline_1,1,1.25,0.963056175826,False
Stencil2D_4675.cpp,xcu200-fsgd2104-2-e,3.33,1.72029798,474,1,1,2,9,cyclic_16_1,block_64_1,pipeline_1,pipeline_1,3,3.25,0.698402876648,False
Stencil2D_5002.cpp,xcu200-fsgd2104-2-e,3.33,1.72013814,516,1,1,2,9,cyclic_16_1,block_64_1,pipeline_1,unroll_2,2,3.25,0.69840335809,False
Stencil2D_5015.cpp,xcu200-fsgd2104-2-e,3.33,3.383624655,64,1,1,1,1,cyclic_16_1,block_64_1,unroll_16,pipeline_1,2,1,0.999179883522,False
Stencil2D_4925.cpp,xcu200-fsgd2104-2-e,3.33,3.38323671,94,1,1,1,1,cyclic_16_1,block_64_1,unroll_32,pipeline_1,1,1,0.999182799552,False
Stencil2D_4606.cpp,xcu200-fsgd2104-2-e,3.33,3.27433239,174,1,1,1,3,cyclic_16_1,block_64_1,unroll_64,pipeline_1,5,1.5,0.927690091721,False
Stencil2D_4835.cpp,xcu200-fsgd2104-2-e,3.33,72.46815597,408,1,1,1,3,cyclic_16_1,block_64_1,unroll_64,unroll_4,1,1.5,0.547597360055,False
Stencil2D_4829.cpp,xcu200-fsgd2104-2-e,3.33,1.71847647,487,1,1,2,9,cyclic_16_1,cyclic_16_1,pipeline_1,pipeline_1,9,3.25,1,True
Stencil2D_4763.cpp,xcu200-fsgd2104-2-e,3.33,1.71847647,466,1,1,2,9,cyclic_16_1,cyclic_16_1,pipeline_1,unroll_2,3,3.25,1,True
Stencil2D_4822.cpp,xcu200-fsgd2104-2-e,3.33,3.38318676,108,1,1,1,2,cyclic_16_1,cyclic_16_1,unroll_32,pipeline_1,1,1.25,0.963063503113,False
Stencil2D_4971.cpp,xcu200-fsgd2104-2-e,3.33,76.570744275,133,1,1,1,2,cyclic_16_1,cyclic_16_1,unroll_32,unroll_2,2,1.25,0.531495746574,False
Stencil2D_4859.cpp,xcu200-fsgd2104-2-e,3.33,3.27422916,266,1,1,1,4,cyclic_16_1,cyclic_16_1,unroll_64,pipeline_1,5,1.75,0.858408646627,False
Stencil2D_5000.cpp,xcu200-fsgd2104-2-e,3.33,76.65053274,324,1,1,1,3,cyclic_16_1,cyclic_16_1,unroll_64,unroll_2,1,1.5,0.526080606411,False
Stencil2D_4449.cpp,xcu200-fsgd2104-2-e,3.33,1.72090404,456,1,1,2,9,cyclic_16_1,cyclic_2_1,pipeline_1,pipeline_1,2,3.25,0.698401051176,False
Stencil2D_4765.cpp,xcu200-fsgd2104-2-e,3.33,3.38339322,90,1,1,1,1,cyclic_16_1,cyclic_2_1,unroll_32,pipeline_1,3,1,0.999181623127,False
Stencil2D_4805.cpp,xcu200-fsgd2104-2-e,3.33,76.57076925,107,1,1,1,1,cyclic_16_1,cyclic_2_1,unroll_32,unroll_2,1,1,0.533201944658,False
Stencil2D_4647.cpp,xcu200-fsgd2104-2-e,3.33,1.71847314,481,1,1,3,10,cyclic_16_1,cyclic_32_1,pipeline_1,pipeline_1,9,3.75,0.639732771937,False
Stencil2D_5049.cpp,xcu200-fsgd2104-2-e,3.33,1.71841986,495,1,1,3,10,cyclic_16_1,cyclic_32_1,pipeline_1,unroll_2,1,3.75,1,True
Stencil2D_4880.cpp,xcu200-fsgd2104-2-e,3.33,3.38346981,85,1,1,1,1,cyclic_16_1,cyclic_32_1,unroll_16,pipeline_1,2,1,0.99918104743,False
Stencil2D_4555.cpp,xcu200-fsgd2104-2-e,3.33,3.38318676,144,1,1,1,3,cyclic_16_1,cyclic_32_1,unroll_32,pipeline_1,5,1.5,0.927296547082,False
Stencil2D_4730.cpp,xcu200-fsgd2104-2-e,3.33,76.57087581,177,1,1,1,2,cyclic_16_1,cyclic_32_1,unroll_32,unroll_2,1,1.25,0.531495064704,False
Stencil2D_4611.cpp,xcu200-fsgd2104-2-e,3.33,1.71888939,478,1,1,2,9,cyclic_16_1,cyclic_4_1,pipeline_1,pipeline_1,3,3.25,0.698407119329,False
Stencil2D_4976.cpp,xcu200-fsgd2104-2-e,3.33,1.71888939,499,1,1,2,9,cyclic_16_1,cyclic_4_1,pipeline_1,unroll_2,1,3.25,0.698407119329,False
Stencil2D_5014.cpp,xcu200-fsgd2104-2-e,3.33,3.27433239,180,1,1,1,3,cyclic_16_1,cyclic_4_1,unroll_64,pipeline_1,1,1.5,0.927690091721,False
Stencil2D_4778.cpp,xcu200-fsgd2104-2-e,3.33,1.71933228,487,1,3,5,11,cyclic_16_1,cyclic_64_1,pipeline_1,pipeline_1,2,5,0.391740860804,False
Stencil2D_4890.cpp,xcu200-fsgd2104-2-e,3.33,1.71841986,480,1,3,5,11,cyclic_16_1,cyclic_64_1,pipeline_1,unroll_2,1,5,0.391740841478,False
Stencil2D_5072.cpp,xcu200-fsgd2104-2-e,3.33,3.38344317,113,1,1,1,2,cyclic_16_1,cyclic_64_1,unroll_16,pipeline_1,1,1.25,0.963062548538,False
Stencil2D_4742.cpp,xcu200-fsgd2104-2-e,3.33,3.383238375,196.5,1,1,1,4,cyclic_16_1,cyclic_64_1,unroll_32,pipeline_1,2,1.75,0.85840586534,False
Stencil2D_4901.cpp,xcu200-fsgd2104-2-e,3.33,76.57066602,474,1,1,1,3,cyclic_16_1,cyclic_64_1,unroll_32,unroll_2,1,1.5,0.526486921223,False
Stencil2D_4819.cpp,xcu200-fsgd2104-2-e,3.33,3.27433239,629,1,1,1,7,cyclic_16_1,cyclic_64_1,unroll_64,pipeline_1,1,2.5,0.759768432256,False
Stencil2D_4724.cpp,xcu200-fsgd2104-2-e,3.33,1.71868293,486,1,1,2,9,cyclic_16_1,cyclic_8_1,pipeline_1,pipeline_1,7,3.25,0.698407741183,False
Stencil2D_4734.cpp,xcu200-fsgd2104-2-e,3.33,1.71863298,474,1,1,2,9,cyclic_16_1,cyclic_8_1,pipeline_1,unroll_2,5,3.25,0.698407891631,False
Stencil2D_4515.cpp,xcu200-fsgd2104-2-e,3.33,3.38365296,64.5,1,1,1,1,cyclic_16_1,cyclic_8_1,unroll_16,pipeline_1,4,1,0.999179670764,False
Stencil2D_4759.cpp,xcu200-fsgd2104-2-e,3.33,3.38318676,100,1,1,1,2,cyclic_16_1,cyclic_8_1,unroll_32,pipeline_1,3,1.25,0.963063503113,False
Stencil2D_4841.cpp,xcu200-fsgd2104-2-e,3.33,3.27422916,189,1,1,1,3,cyclic_16_1,cyclic_8_1,unroll_64,pipeline_1,5,1.5,1,True
Stencil2D_4679.cpp,xcu200-fsgd2104-2-e,3.33,3.38427234,53.5,1,1,1,1,cyclic_16_1,cyclic_8_1,unroll_8,pipeline_1,2,1,0.999175015138,False
Stencil2D_4567.cpp,xcu200-fsgd2104-2-e,3.33,3.31668666,112,1,1,1,2,cyclic_2_1,block_4_1,unroll_64,pipeline_1,1,1.25,0.963310257874,False
Stencil2D_5037.cpp,xcu200-fsgd2104-2-e,3.33,1.72034793,504,1,1,1,8,cyclic_2_1,block_64_1,pipeline_1,pipeline_1,1,2.75,0.760100609669,False
Stencil2D_4366.cpp,xcu200-fsgd2104-2-e,3.33,1.72323504,481,1,1,1,8,cyclic_2_1,block_64_1,pipeline_1,unroll_16,1,2.75,0.760091522849,False
Stencil2D_5009.cpp,xcu200-fsgd2104-2-e,3.33,1.72050777,496,1,1,1,8,cyclic_2_1,block_64_1,pipeline_1,unroll_2,1,2.75,0.760100106601,False
Stencil2D_4719.cpp,xcu200-fsgd2104-2-e,3.33,3.2746221,102,1,1,1,2,cyclic_2_1,block_64_1,unroll_64,pipeline_1,4,1.25,0.963465503933,False
Stencil2D_4423.cpp,xcu200-fsgd2104-2-e,3.33,3.32001666,117,1,1,1,3,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,1.5,0.927525181513,False
Stencil2D_4413.cpp,xcu200-fsgd2104-2-e,3.33,1.721468475,473.5,1,7,7,13.5,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,2,7.125,0.143854555594,False
Stencil2D_4483.cpp,xcu200-fsgd2104-2-e,3.33,1.71971856,462,1,1,2,9,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,3,3.25,0.698404621871,False
Stencil2D_4806.cpp,xcu200-fsgd2104-2-e,3.33,1.71946215,451,1,1,2,9,cyclic_2_1,cyclic_16_1,pipeline_1,unroll_2,1,3.25,0.698405394179,False
Stencil2D_4618.cpp,xcu200-fsgd2104-2-e,3.33,3.38564097,59,1,1,1,1,cyclic_2_1,cyclic_16_1,unroll_16,pipeline_1,3,1,0.999164727748,False
Stencil2D_4988.cpp,xcu200-fsgd2104-2-e,3.33,70.49940003,62,1,1,1,1,cyclic_2_1,cyclic_16_1,unroll_16,unroll_2,1,1,0.565456970291,False
Stencil2D_4612.cpp,xcu200-fsgd2104-2-e,3.33,3.383551395,89.5,1,1,1,1,cyclic_2_1,cyclic_16_1,unroll_32,pipeline_1,2,1,0.999180434188,False
Stencil2D_4500.cpp,xcu200-fsgd2104-2-e,3.33,3.38731263,45,1,1,1,1,cyclic_2_1,cyclic_16_1,unroll_8,pipeline_1,1,1,0.999152162695,False
Stencil2D_4542.cpp,xcu200-fsgd2104-2-e,3.33,1.72240254,464,1,1,1,8,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,1,2.75,0.760094143073,False
Stencil2D_4586.cpp,xcu200-fsgd2104-2-e,3.33,1.72050111,475,1,1,1,8,cyclic_2_1,cyclic_2_1,pipeline_1,unroll_64,1,2.75,0.760100127562,False
Stencil2D_4893.cpp,xcu200-fsgd2104-2-e,3.33,3.38411916,54,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_16,pipeline_1,1,1,0.999176166528,False
Stencil2D_4683.cpp,xcu200-fsgd2104-2-e,3.33,3.38533461,63,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_32,pipeline_1,1,1,0.999167030516,False
Stencil2D_4465.cpp,xcu200-fsgd2104-2-e,3.33,1.72077084,478,1,1,3,10,cyclic_2_1,cyclic_32_1,pipeline_1,pipeline_1,7,3.75,0.6397261779,False
Stencil2D_4434.cpp,xcu200-fsgd2104-2-e,3.33,3.38373288,100.5,1,1,1,2,cyclic_2_1,cyclic_32_1,unroll_32,pipeline_1,6,1.25,0.963061469964,False
Stencil2D_4585.cpp,xcu200-fsgd2104-2-e,3.33,3.27480192,207,1,1,1,4,cyclic_2_1,cyclic_32_1,unroll_64,pipeline_1,3,1.75,0.858408646571,False
