Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
viterbi_4165.c,xcu200-fsgd2104-2-e,3.33,7.43216373,233,1,0,1,4,block_2_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.5,0.678144255828,False
viterbi_4124.c,xcu200-fsgd2104-2-e,3.33,3.56155488,444,1,0,2,5,block_2_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,2,0.671085106892,False
viterbi_4186.c,xcu200-fsgd2104-2-e,3.33,42.32975454,254,1,0,1,3,block_2_1,unroll_32,unroll_2,unroll_63,pipeline_1,unroll_4,unroll_2,unroll_8,1,1.25,0.153710979961,False
viterbi_4148.c,xcu200-fsgd2104-2-e,3.33,43.54659981,611,1,0,2,6,block_2_1,unroll_32,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,1,2.25,0.127653650929,False
viterbi_4204.c,xcu200-fsgd2104-2-e,3.33,3.56102208,420,1,0,2,5,block_2_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,2,0.671090594879,False
viterbi_4267.c,xcu200-fsgd2104-2-e,3.33,4.45190031,457,1,0,1,6,block_2_1,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,0.6610806213,False
viterbi_4191.c,xcu200-fsgd2104-2-e,3.33,3.15036315,277,1,0,1,4,block_2_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.5,0.738443926274,False
viterbi_4255.c,xcu200-fsgd2104-2-e,3.33,3.0569067,131,1,0,0,2,block_2_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1,0.75,0.856662820954,False
viterbi_4317.c,xcu200-fsgd2104-2-e,3.33,1.04422806,292,1,0,2,5,block_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,1,2,0.684763975393,False
viterbi_4233.c,xcu200-fsgd2104-2-e,3.33,3.05307387,263,1,0,1,3,block_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,1,1.25,0.772310315792,False
viterbi_4210.c,xcu200-fsgd2104-2-e,3.33,1.44074781,182,1,0,1,4,block_2_2,unroll_4,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_2,pipeline_1,1,1.5,0.748355428542,False
viterbi_4513.c,xcu200-fsgd2104-2-e,3.33,1.04231997,262,1,0,2,5,block_32_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2,0.684761208052,False
viterbi_4085.c,xcu200-fsgd2104-2-e,3.33,1.47306879,612,1,0,3,9,block_32_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3.25,0.415687140824,False
viterbi_4182.c,xcu200-fsgd2104-2-e,3.33,1.47521997,877,1,0,3,9,block_32_2,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3.25,0.415687585611,False
viterbi_4167.c,xcu200-fsgd2104-2-e,3.33,3.14128557,283,0,0,1,3,block_4_2,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1,0.820303528553,False
viterbi_4087.c,xcu200-fsgd2104-2-e,3.33,3.126635235,284,0,0,1,3,block_4_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,2,1,0.820526536494,False
viterbi_4234.c,xcu200-fsgd2104-2-e,3.33,40.52241702,960,0,0,2,9,block_4_2,unroll_32,unroll_16,pipeline_1,unroll_16,unroll_4,unroll_16,unroll_2,1,2.75,0.135523664292,False
viterbi_4283.c,xcu200-fsgd2104-2-e,3.33,3.11143212,374,0,0,1,4,block_4_2,unroll_32,unroll_16,unroll_63,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.25,0.7717424835,False
viterbi_4270.c,xcu200-fsgd2104-2-e,3.33,42.15546567,274,0,0,1,4,block_64_1,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,1,1.25,0.155113344754,False
viterbi_4173.c,xcu200-fsgd2104-2-e,3.33,43.35877782,1269,0,1,4,13,block_8_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,1,4.5,0.1,False
viterbi_4217.c,xcu200-fsgd2104-2-e,3.33,3.17328021,351,0,0,1,4,block_8_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,1.25,0.771126617862,False
viterbi_4622.c,xcu200-fsgd2104-2-e,3.33,1.04189706,164,0,0,1,3,block_8_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,1,0.848983951372,False
viterbi_4710.c,xcu200-fsgd2104-2-e,3.33,1.2320001,187,0,0,1,4,block_8_2,unroll_64,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,1.25,0.781196206571,False
viterbi_4342.c,xcu200-fsgd2104-2-e,3.33,3.05315379,371,2,0,1,2,complete_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1,1.25,0.772309547147,False
viterbi_4371.c,xcu200-fsgd2104-2-e,3.33,3.15852165,152,1,0,1,2,cyclic_16_1,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,pipeline_1,1,1,0.820040753688,False
viterbi_4192.c,xcu200-fsgd2104-2-e,3.33,7.03707921,1390,1,0,2,7,cyclic_16_1,unroll_8,unroll_16,unroll_63,unroll_32,unroll_4,pipeline_1,pipeline_1,1,2.5,0.537324267809,False
viterbi_4107.c,xcu200-fsgd2104-2-e,3.33,7.0367895,1121,1,0,2,7,cyclic_16_1,unroll_8,unroll_16,unroll_8,unroll_32,unroll_4,pipeline_1,pipeline_1,1,2.5,0.537327085139,False
viterbi_4418.c,xcu200-fsgd2104-2-e,3.33,1.04152743,157,1,0,1,3,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.780857243704,False
viterbi_4486.c,xcu200-fsgd2104-2-e,3.33,1.42566957,111,1,0,1,2,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,1,0.8442335812,False
viterbi_4273.c,xcu200-fsgd2104-2-e,3.33,1.41851007,136,1,0,1,2,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,1,1,0.844324196976,False
viterbi_4472.c,xcu200-fsgd2104-2-e,3.33,3.0249387,137,1,0,1,2,cyclic_16_2,pipeline_1,unroll_2,unroll_63,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,1,0.822065796094,False
viterbi_4353.c,xcu200-fsgd2104-2-e,3.33,1.43371485,475,1,0,2,6,cyclic_16_2,pipeline_1,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_8,unroll_8,1,2.25,0.624582187976,False
viterbi_4477.c,xcu200-fsgd2104-2-e,3.33,1.04143086,286,1,0,2,5,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,0.684759910302,False
viterbi_4258.c,xcu200-fsgd2104-2-e,3.33,41.18190354,505,1,0,2,7,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_2,1,2.5,0.137152522838,False
viterbi_4485.c,xcu200-fsgd2104-2-e,3.33,40.40268687,177,1,0,1,3,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1.25,0.170199115435,False
viterbi_4343.c,xcu200-fsgd2104-2-e,3.33,1.4184135,210,1,0,1,4,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,1,1.5,0.748371775492,False
viterbi_4309.c,xcu200-fsgd2104-2-e,3.33,40.41002286,130,1,0,0,2,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_4,1,0.75,0.178090107907,False
viterbi_4280.c,xcu200-fsgd2104-2-e,3.33,1.04943618,199,1,0,1,4,cyclic_16_2,pipeline_1,unroll_4,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_4,1,1.5,0.748128611952,False
viterbi_4443.c,xcu200-fsgd2104-2-e,3.33,1.04152077,160,1,0,1,3,cyclic_16_2,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.780857227035,False
viterbi_4451.c,xcu200-fsgd2104-2-e,3.33,1.10806416,129,1,0,1,2,cyclic_16_2,unroll_16,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,1,0.848180414268,False
viterbi_4111.c,xcu200-fsgd2104-2-e,3.33,40.90274964,167,1,0,1,3,cyclic_16_2,unroll_16,unroll_2,unroll_63,pipeline_1,unroll_2,unroll_2,unroll_8,1,1.25,0.165713486815,False
viterbi_4488.c,xcu200-fsgd2104-2-e,3.33,1.04383512,321,1,0,2,6,cyclic_16_2,unroll_2,unroll_4,unroll_63,pipeline_1,pipeline_1,pipeline_1,unroll_63,1,2.25,0.624363894731,False
viterbi_4497.c,xcu200-fsgd2104-2-e,3.33,1.04145417,161,1,0,1,3,cyclic_16_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.780857060333,False
viterbi_4320.c,xcu200-fsgd2104-2-e,3.33,1.04187375,171.5,1,0,1,3,cyclic_16_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,2,1.25,0.780858109998,False
viterbi_4370.c,xcu200-fsgd2104-2-e,3.33,1.04228001,172,1,0,1,3,cyclic_16_2,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,1,1.25,0.780859125066,False
viterbi_4139.c,xcu200-fsgd2104-2-e,3.33,1.12268619,1308,1,0,3,12,cyclic_16_2,unroll_32,unroll_2,unroll_63,unroll_32,pipeline_1,unroll_16,pipeline_1,1,4,0.293440311848,False
viterbi_4296.c,xcu200-fsgd2104-2-e,3.33,4.40470755,1207,1,0,3,15,cyclic_16_2,unroll_32,unroll_4,unroll_63,unroll_2,unroll_4,unroll_16,unroll_63,1,4.75,0.200001949639,False
viterbi_4202.c,xcu200-fsgd2104-2-e,3.33,1.0707948,521,1,0,3,9,cyclic_16_2,unroll_32,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_4,1,3.25,0.415518051332,False
viterbi_4243.c,xcu200-fsgd2104-2-e,3.33,42.9471099,220,1,0,1,4,cyclic_16_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_63,unroll_2,1,1.5,0.144508651352,False
viterbi_4268.c,xcu200-fsgd2104-2-e,3.33,1.45328526,630,1,0,3,9,cyclic_16_2,unroll_4,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_4,1,3.25,0.415682821155,False
viterbi_4475.c,xcu200-fsgd2104-2-e,3.33,1.04141754,171.5,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,1.25,0.780856968632,False
viterbi_4647.c,xcu200-fsgd2104-2-e,3.33,1.04141754,156,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,1.25,0.780856968632,False
viterbi_4340.c,xcu200-fsgd2104-2-e,3.33,1.04141754,175,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,3,1.25,0.780856968632,False
viterbi_4420.c,xcu200-fsgd2104-2-e,3.33,1.04162733,174.5,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,2,1.25,0.78085749369,False
viterbi_4382.c,xcu200-fsgd2104-2-e,3.33,1.04162733,176,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,2,1.25,0.78085749369,False
viterbi_4558.c,xcu200-fsgd2104-2-e,3.33,1.04141754,140,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_4,1,1.25,0.780856968632,False
viterbi_4607.c,xcu200-fsgd2104-2-e,3.33,1.04141754,152,1,0,1,3,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_63,pipeline_1,1,1.25,0.780856968632,False
viterbi_4526.c,xcu200-fsgd2104-2-e,3.33,3.0248388,111.5,1,0,0,1,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,2,0.5,0.924476034723,False
viterbi_4281.c,xcu200-fsgd2104-2-e,3.33,3.036405555,156,1,0,0.5,2,cyclic_16_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,2,0.875,0.834714199672,False
viterbi_4572.c,xcu200-fsgd2104-2-e,3.33,1.04951277,115,1,0,1,2,cyclic_16_2,unroll_64,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1,0.848891792582,False
viterbi_4364.c,xcu200-fsgd2104-2-e,3.33,1.04132097,257,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2,0.684759749542,False
viterbi_4412.c,xcu200-fsgd2104-2-e,3.33,1.04132097,274,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,2,0.684759749542,False
viterbi_4530.c,xcu200-fsgd2104-2-e,3.33,1.04132097,268,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_63,1,2,0.684759749542,False
viterbi_4405.c,xcu200-fsgd2104-2-e,3.33,1.04174055,242,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_63,1,2,0.684760362923,False
viterbi_4216.c,xcu200-fsgd2104-2-e,3.33,1.04153076,255,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,4,2,0.684760056379,False
viterbi_4545.c,xcu200-fsgd2104-2-e,3.33,1.04132097,332,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,2,0.684759749542,False
viterbi_4441.c,xcu200-fsgd2104-2-e,3.33,1.04153076,264.5,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,2,2,0.684760056379,False
viterbi_4461.c,xcu200-fsgd2104-2-e,3.33,1.04132097,293,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_63,1,2,0.684759749542,False
viterbi_4659.c,xcu200-fsgd2104-2-e,3.33,1.04132097,250,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,2,0.684759749542,False
viterbi_4661.c,xcu200-fsgd2104-2-e,3.33,1.04132097,212,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_63,pipeline_1,1,2,0.684759749542,False
viterbi_4570.c,xcu200-fsgd2104-2-e,3.33,1.04132097,242,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_4,1,2,0.684759749542,False
viterbi_4564.c,xcu200-fsgd2104-2-e,3.33,1.04132097,231,1,0,2,5,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_63,1,2,0.684759749542,False
viterbi_4519.c,xcu200-fsgd2104-2-e,3.33,4.33734498,1164,1,0,3,15,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_63,1,4.75,0.200058952103,False
viterbi_4527.c,xcu200-fsgd2104-2-e,3.33,3.02452578,136,1,0,1,2,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,1,0.822072014681,False
viterbi_4388.c,xcu200-fsgd2104-2-e,3.33,3.05180847,202,1,0,1,2,cyclic_16_2,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1,0.821660592014,False
viterbi_4188.c,xcu200-fsgd2104-2-e,3.33,1.42221636,282,1,0,2,6,cyclic_16_2,unroll_64,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_2,1,2.25,0.624583150347,False
viterbi_4537.c,xcu200-fsgd2104-2-e,3.33,1.04152077,361,1,0,2,6,cyclic_16_2,unroll_64,unroll_4,unroll_63,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.624361051386,False
viterbi_4518.c,xcu200-fsgd2104-2-e,3.33,1.04152077,324,1,0,2,6,cyclic_16_2,unroll_64,unroll_4,unroll_63,pipeline_1,pipeline_1,unroll_2,unroll_4,1,2.25,0.624361051386,False
viterbi_4498.c,xcu200-fsgd2104-2-e,3.33,1.04152077,336,1,0,2,6,cyclic_16_2,unroll_64,unroll_4,unroll_63,pipeline_1,pipeline_1,unroll_2,unroll_63,1,2.25,0.624361051386,False
viterbi_4184.c,xcu200-fsgd2104-2-e,3.33,1.42778745,202,1,0,1,4,cyclic_16_2,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,1,1.5,0.748365338941,False
viterbi_4235.c,xcu200-fsgd2104-2-e,3.33,7.13720232,222,1,0,1,3,cyclic_16_2,unroll_8,unroll_4,unroll_8,unroll_2,unroll_16,unroll_2,pipeline_1,1,1.25,0.712960619944,False
viterbi_4074.c,xcu200-fsgd2104-2-e,3.33,1.07236656,743,1,0,3,9,cyclic_16_2,unroll_8,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_4,1,3.25,0.415519044528,False
viterbi_4151.c,xcu200-fsgd2104-2-e,3.33,4.53716496,345,1,0,1,5,cyclic_2_1,pipeline_1,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_8,unroll_63,1,1.75,0.700155797549,False
viterbi_4061.c,xcu200-fsgd2104-2-e,3.33,7.03770192,244,1,0,1,3,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,1,1.25,0.71471454351,False
viterbi_4238.c,xcu200-fsgd2104-2-e,3.33,4.66213986,818,1,0,2,10,cyclic_2_1,unroll_32,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_8,1,3.25,0.4110652901,False
viterbi_4128.c,xcu200-fsgd2104-2-e,3.33,43.62158475,803,1,0,2,8,cyclic_2_1,unroll_32,unroll_8,unroll_4,unroll_16,unroll_4,unroll_8,unroll_8,1,2.75,0.119202491808,False
viterbi_4282.c,xcu200-fsgd2104-2-e,3.33,4.55403141,1597,1,0,4,15,cyclic_2_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,1,5,0.17590679604,False
viterbi_4209.c,xcu200-fsgd2104-2-e,3.33,4.5371583,316,1,0,1,5,cyclic_2_1,unroll_64,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_8,unroll_4,1,1.75,0.700155897607,False
viterbi_4214.c,xcu200-fsgd2104-2-e,3.33,3.17971044,248,1,0,1,3,cyclic_2_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,1,1.25,0.771061772438,False
viterbi_4177.c,xcu200-fsgd2104-2-e,3.33,4.53742803,249,1,0,1,4,cyclic_2_1,unroll_8,unroll_2,unroll_63,unroll_8,pipeline_1,unroll_8,pipeline_1,1,1.5,0.722289860572,False
viterbi_4208.c,xcu200-fsgd2104-2-e,3.33,42.42087666,217,1,0,1,3,cyclic_2_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_4,1,1.25,0.152984854907,False
viterbi_4163.c,xcu200-fsgd2104-2-e,3.33,1.11436452,434,1,0,2,7,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_16,pipeline_1,unroll_16,pipeline_1,1,2.5,0.56729522998,False
viterbi_4187.c,xcu200-fsgd2104-2-e,3.33,41.05693197,359,1,0,1,6,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_16,unroll_4,unroll_16,unroll_2,1,2,0.147872184966,False
viterbi_4064.c,xcu200-fsgd2104-2-e,3.33,1.12591296,1099,1,0,3,12,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,pipeline_1,unroll_16,pipeline_1,1,4,0.293441517769,False
viterbi_4095.c,xcu200-fsgd2104-2-e,3.33,3.14590761,999,1,0,2,10,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,unroll_4,unroll_16,pipeline_1,1,3.25,0.414564616273,False
viterbi_4261.c,xcu200-fsgd2104-2-e,3.33,1.14340878,1017,1,0,3,12,cyclic_2_2,unroll_32,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_16,pipeline_1,1,4,0.293447949529,False
viterbi_4194.c,xcu200-fsgd2104-2-e,3.33,42.27130305,235,1,0,1,4,cyclic_2_2,unroll_32,unroll_8,unroll_4,unroll_16,unroll_4,unroll_8,unroll_2,1,1.5,0.149493154648,False
viterbi_4155.c,xcu200-fsgd2104-2-e,3.33,1.07135757,648,1,0,3,9,cyclic_2_2,unroll_4,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_4,1,3.25,0.415518407246,False
viterbi_4193.c,xcu200-fsgd2104-2-e,3.33,1.44092763,421,1,0,2,8,cyclic_2_2,unroll_4,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_4,1,2.75,0.513587488606,False
viterbi_4223.c,xcu200-fsgd2104-2-e,3.33,1.45234287,457,1,0,2,8,cyclic_2_2,unroll_4,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_2,unroll_4,1,2.75,0.513589908603,False
viterbi_4625.c,xcu200-fsgd2104-2-e,3.33,1.04189373,158,1,0,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.780858159949,False
viterbi_4707.c,xcu200-fsgd2104-2-e,3.33,1.04189373,160,1,0,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,1.25,0.780858159949,False
viterbi_4528.c,xcu200-fsgd2104-2-e,3.33,1.04189373,174,1,0,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,1.25,0.780858159949,False
viterbi_4681.c,xcu200-fsgd2104-2-e,3.33,1.04231331,156,1,0,1,3,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,1,1.25,0.780859208213,False
viterbi_4471.c,xcu200-fsgd2104-2-e,3.33,1.05027534,125,1,0,1,2,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1,0.848882559935,False
viterbi_4452.c,xcu200-fsgd2104-2-e,3.33,1.0420902,243,1,0,1,4,cyclic_2_2,unroll_64,unroll_2,unroll_63,pipeline_1,pipeline_1,unroll_2,unroll_4,1,1.5,0.748113826929,False
viterbi_4597.c,xcu200-fsgd2104-2-e,3.33,1.04179716,239,1,0,2,5,cyclic_2_2,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2,0.684760445592,False
viterbi_4254.c,xcu200-fsgd2104-2-e,3.33,1.41164361,217,1,0,1,4,cyclic_2_2,unroll_64,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_4,1,1.5,0.748376041491,False
