Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
Stencil2D_4381.cpp,xcu200-fsgd2104-2-e,3.33,69.94349982,80,0,0,0,1,block_64_1,cyclic_128_1,unroll_4,unroll_2,1,0.25,0.568740529779,False
Stencil2D_4582.cpp,xcu200-fsgd2104-2-e,3.33,1.72248246,494.5,0,1,2,9,block_64_1,cyclic_16_1,pipeline_1,pipeline_1,2,3,0.649635626838,False
Stencil2D_4593.cpp,xcu200-fsgd2104-2-e,3.33,3.38803857,76,0,0,0,1,block_64_1,cyclic_16_1,unroll_32,pipeline_1,1,0.25,0.967507401846,False
Stencil2D_4623.cpp,xcu200-fsgd2104-2-e,3.33,3.27449223,153,0,0,1,3,block_64_1,cyclic_16_1,unroll_64,pipeline_1,7,1,0.873679770108,False
Stencil2D_4460.cpp,xcu200-fsgd2104-2-e,3.33,1.7221761,476.5,0,0,1,8,block_64_1,cyclic_2_1,pipeline_1,pipeline_1,2,2.25,0.729142619791,False
Stencil2D_4569.cpp,xcu200-fsgd2104-2-e,3.33,1.7221761,481,0,0,1,8,block_64_1,cyclic_2_1,pipeline_1,unroll_16,1,2.25,0.729142619791,False
Stencil2D_4560.cpp,xcu200-fsgd2104-2-e,3.33,1.720449495,484,0,1,3,10,block_64_1,cyclic_32_1,pipeline_1,pipeline_1,2,3.5,0.59961688413,False
Stencil2D_4516.cpp,xcu200-fsgd2104-2-e,3.33,3.385682595,63.5,0,0,0,1,block_64_1,cyclic_32_1,unroll_16,pipeline_1,2,0.25,0.967516072586,False
Stencil2D_4493.cpp,xcu200-fsgd2104-2-e,3.33,3.2758542,195,0,0,1,4,block_64_1,cyclic_32_1,unroll_64,pipeline_1,7,1.25,0.814101723033,False
Stencil2D_4604.cpp,xcu200-fsgd2104-2-e,3.33,3.38468859,52,0,0,0,0,block_64_1,cyclic_32_1,unroll_8,pipeline_1,1,0,0.999992213586,False
Stencil2D_4455.cpp,xcu200-fsgd2104-2-e,3.33,1.72269558,482.5,0,0,1.5,8,block_64_1,cyclic_4_1,pipeline_1,pipeline_1,4,2.375,0.7020535728,False
Stencil2D_4896.cpp,xcu200-fsgd2104-2-e,3.33,3.38411916,52,0,0,0,0,block_64_1,cyclic_4_1,unroll_16,pipeline_1,1,0,0.999996481135,False
Stencil2D_4807.cpp,xcu200-fsgd2104-2-e,3.33,3.38365962,66,0,0,0,1,block_64_1,cyclic_4_1,unroll_32,pipeline_1,1,0.25,0.967523515951,False
Stencil2D_4653.cpp,xcu200-fsgd2104-2-e,3.33,3.27501171,99,0,0,1,2,block_64_1,cyclic_4_1,unroll_64,pipeline_1,5,0.75,0.904362501477,False
Stencil2D_4490.cpp,xcu200-fsgd2104-2-e,3.33,1.72217277,459,0,3,4,11,block_64_1,cyclic_64_1,pipeline_1,pipeline_1,3,4.5,0.423375683985,False
Stencil2D_4424.cpp,xcu200-fsgd2104-2-e,3.33,1.72405422,483,0,3,4.5,11,block_64_1,cyclic_64_1,pipeline_1,unroll_8,2,4.625,0.404029691074,False
Stencil2D_4544.cpp,xcu200-fsgd2104-2-e,3.33,3.2775192,383,0,0,1,6,block_64_1,cyclic_64_1,unroll_64,pipeline_1,3,1.75,0.756909597272,False
Stencil2D_4889.cpp,xcu200-fsgd2104-2-e,3.33,1.72024137,494,0,0,2,9,block_64_1,cyclic_8_1,pipeline_1,pipeline_1,3,2.75,0.649643744926,False
Stencil2D_4587.cpp,xcu200-fsgd2104-2-e,3.33,3.38564097,53,0,0,0,0,block_64_1,cyclic_8_1,unroll_16,pipeline_1,3,0,0.999985076069,False
Stencil2D_5119.cpp,xcu200-fsgd2104-2-e,3.33,71.61572925,91,0,0,0,1,block_64_1,cyclic_8_1,unroll_32,unroll_2,1,0.25,0.559776989833,False
Stencil2D_4877.cpp,xcu200-fsgd2104-2-e,3.33,3.27438567,115,0,0,1,2,block_64_1,cyclic_8_1,unroll_64,pipeline_1,6,0.75,0.904364710039,False
Stencil2D_4388.cpp,xcu200-fsgd2104-2-e,3.33,3.43163493,60,0,0,0,1,block_8_1,cyclic_16_1,unroll_16,pipeline_1,1,0.25,0.967346539844,False
Stencil2D_4464.cpp,xcu200-fsgd2104-2-e,3.33,3.45306348,40,0,0,0,0,block_8_1,cyclic_16_1,unroll_2,pipeline_1,1,0,0.999479856719,False
Stencil2D_4574.cpp,xcu200-fsgd2104-2-e,3.33,1.71946548,450,0,7,7,13,cyclic_128_1,cyclic_8_1,pipeline_1,unroll_16,1,6.75,0.166437190461,False
Stencil2D_5136.cpp,xcu200-fsgd2104-2-e,3.33,3.3835464,67,0,0,0,1,cyclic_16_1,block_128_1,unroll_16,pipeline_1,1,0.25,0.967523932484,False
Stencil2D_5083.cpp,xcu200-fsgd2104-2-e,3.33,3.27427911,193,0,0,1,3,cyclic_16_1,block_128_1,unroll_64,pipeline_1,1,1,0.873680508241,False
Stencil2D_4820.cpp,xcu200-fsgd2104-2-e,3.33,1.93992147,610,0,8,5,12,cyclic_16_1,block_16_1,pipeline_1,pipeline_1,1,6.25,0.206829321621,False
Stencil2D_5135.cpp,xcu200-fsgd2104-2-e,3.33,3.38515479,288,0,0,0,2,cyclic_16_1,block_32_1,unroll_16,pipeline_1,1,0.5,0.935247870859,False
Stencil2D_4675.cpp,xcu200-fsgd2104-2-e,3.33,1.72029798,474,0,1,2,9,cyclic_16_1,block_64_1,pipeline_1,pipeline_1,3,3,0.649641922515,False
Stencil2D_5002.cpp,xcu200-fsgd2104-2-e,3.33,1.72013814,516,0,1,2,9,cyclic_16_1,block_64_1,pipeline_1,unroll_2,2,3,0.64964238317,False
Stencil2D_5015.cpp,xcu200-fsgd2104-2-e,3.33,3.383624655,64,0,0,0,1,cyclic_16_1,block_64_1,unroll_16,pipeline_1,2,0.25,0.967523644587,False
Stencil2D_4925.cpp,xcu200-fsgd2104-2-e,3.33,3.38323671,94,0,0,0,1,cyclic_16_1,block_64_1,unroll_32,pipeline_1,1,0.25,0.967525071799,False
Stencil2D_4606.cpp,xcu200-fsgd2104-2-e,3.33,3.27433239,174,0,0,1,3,cyclic_16_1,block_64_1,unroll_64,pipeline_1,5,1,0.873680323708,False
Stencil2D_4835.cpp,xcu200-fsgd2104-2-e,3.33,72.46815597,408,0,0,1,3,cyclic_16_1,block_64_1,unroll_64,unroll_4,1,1,0.534402765514,False
Stencil2D_4829.cpp,xcu200-fsgd2104-2-e,3.33,1.71847647,487,0,1,2,9,cyclic_16_1,cyclic_16_1,pipeline_1,pipeline_1,9,3,1,True
Stencil2D_4763.cpp,xcu200-fsgd2104-2-e,3.33,1.71847647,466,0,1,2,9,cyclic_16_1,cyclic_16_1,pipeline_1,unroll_2,3,3,1,True
Stencil2D_4822.cpp,xcu200-fsgd2104-2-e,3.33,3.38318676,108,0,0,0,2,cyclic_16_1,cyclic_16_1,unroll_32,pipeline_1,1,0.5,0.935254975492,False
Stencil2D_4971.cpp,xcu200-fsgd2104-2-e,3.33,76.570744275,133,0,0,0,2,cyclic_16_1,cyclic_16_1,unroll_32,unroll_2,2,0.5,0.529435969471,False
Stencil2D_4859.cpp,xcu200-fsgd2104-2-e,3.33,3.27422916,266,0,0,1,4,cyclic_16_1,cyclic_16_1,unroll_64,pipeline_1,5,1.25,0.814101710065,False
Stencil2D_5000.cpp,xcu200-fsgd2104-2-e,3.33,76.65053274,324,0,0,0,3,cyclic_16_1,cyclic_16_1,unroll_64,unroll_2,1,0.75,0.52259127364,False
Stencil2D_4449.cpp,xcu200-fsgd2104-2-e,3.33,1.72090404,456,0,1,2,9,cyclic_16_1,cyclic_2_1,pipeline_1,pipeline_1,2,3,0.649640175858,False
Stencil2D_4765.cpp,xcu200-fsgd2104-2-e,3.33,3.38339322,90,0,0,0,1,cyclic_16_1,cyclic_2_1,unroll_32,pipeline_1,3,0.25,0.967524496021,False
Stencil2D_4805.cpp,xcu200-fsgd2104-2-e,3.33,76.57076925,107,0,0,0,1,cyclic_16_1,cyclic_2_1,unroll_32,unroll_2,1,0.25,0.533715309055,False
Stencil2D_4647.cpp,xcu200-fsgd2104-2-e,3.33,1.71847314,481,0,1,3,10,cyclic_16_1,cyclic_32_1,pipeline_1,pipeline_1,9,3.5,0.599622327031,False
Stencil2D_5049.cpp,xcu200-fsgd2104-2-e,3.33,1.71841986,495,0,1,3,10,cyclic_16_1,cyclic_32_1,pipeline_1,unroll_2,1,3.5,1,True
Stencil2D_4880.cpp,xcu200-fsgd2104-2-e,3.33,3.38346981,85,0,0,0,1,cyclic_16_1,cyclic_32_1,unroll_16,pipeline_1,2,0.25,0.967524214254,False
Stencil2D_4555.cpp,xcu200-fsgd2104-2-e,3.33,3.38318676,144,0,0,0,3,cyclic_16_1,cyclic_32_1,unroll_32,pipeline_1,5,0.75,0.903980129639,False
Stencil2D_4730.cpp,xcu200-fsgd2104-2-e,3.33,76.57087581,177,0,0,0,2,cyclic_16_1,cyclic_32_1,unroll_32,unroll_2,1,0.5,0.529435297858,False
Stencil2D_4611.cpp,xcu200-fsgd2104-2-e,3.33,1.71888939,478,0,1,2,9,cyclic_16_1,cyclic_4_1,pipeline_1,pipeline_1,3,3,0.649645982023,False
Stencil2D_4976.cpp,xcu200-fsgd2104-2-e,3.33,1.71888939,499,0,1,2,9,cyclic_16_1,cyclic_4_1,pipeline_1,unroll_2,1,3,0.649645982023,False
Stencil2D_5014.cpp,xcu200-fsgd2104-2-e,3.33,3.27433239,180,0,0,1,3,cyclic_16_1,cyclic_4_1,unroll_64,pipeline_1,1,1,0.873680323708,False
Stencil2D_4778.cpp,xcu200-fsgd2104-2-e,3.33,1.71933228,487,0,3,5,11,cyclic_16_1,cyclic_64_1,pipeline_1,pipeline_1,2,4.75,0.385280205633,False
Stencil2D_4890.cpp,xcu200-fsgd2104-2-e,3.33,1.71841986,480,0,3,5,11,cyclic_16_1,cyclic_64_1,pipeline_1,unroll_2,1,4.75,0.385280186369,False
Stencil2D_5072.cpp,xcu200-fsgd2104-2-e,3.33,3.38344317,113,0,0,0,2,cyclic_16_1,cyclic_64_1,unroll_16,pipeline_1,1,0.5,0.93525404989,False
Stencil2D_4742.cpp,xcu200-fsgd2104-2-e,3.33,3.383238375,196.5,0,0,0,4,cyclic_16_1,cyclic_64_1,unroll_32,pipeline_1,2,1,0.873302589557,False
Stencil2D_4901.cpp,xcu200-fsgd2104-2-e,3.33,76.57066602,474,0,0,0,3,cyclic_16_1,cyclic_64_1,unroll_32,unroll_2,1,0.75,0.522989500312,False
Stencil2D_4819.cpp,xcu200-fsgd2104-2-e,3.33,3.27433239,629,0,0,1,7,cyclic_16_1,cyclic_64_1,unroll_64,pipeline_1,1,2,0.728778463084,False
Stencil2D_4724.cpp,xcu200-fsgd2104-2-e,3.33,1.71868293,486,0,1,2,9,cyclic_16_1,cyclic_8_1,pipeline_1,pipeline_1,7,3,0.649646577031,False
Stencil2D_4734.cpp,xcu200-fsgd2104-2-e,3.33,1.71863298,474,0,1,2,9,cyclic_16_1,cyclic_8_1,pipeline_1,unroll_2,5,3,0.649646720984,False
Stencil2D_4515.cpp,xcu200-fsgd2104-2-e,3.33,3.38365296,64.5,0,0,0,1,cyclic_16_1,cyclic_8_1,unroll_16,pipeline_1,4,0.25,0.967523540453,False
Stencil2D_4759.cpp,xcu200-fsgd2104-2-e,3.33,3.38318676,100,0,0,0,2,cyclic_16_1,cyclic_8_1,unroll_32,pipeline_1,3,0.5,0.935254975492,False
Stencil2D_4841.cpp,xcu200-fsgd2104-2-e,3.33,3.27422916,189,0,0,1,3,cyclic_16_1,cyclic_8_1,unroll_64,pipeline_1,5,1,1,True
Stencil2D_4679.cpp,xcu200-fsgd2104-2-e,3.33,3.38427234,53.5,0,0,0,0,cyclic_16_1,cyclic_8_1,unroll_8,pipeline_1,2,0,0.999995333139,False
Stencil2D_4567.cpp,xcu200-fsgd2104-2-e,3.33,3.31668666,112,0,0,1,2,cyclic_2_1,block_4_1,unroll_64,pipeline_1,1,0.75,0.904215367224,False
Stencil2D_5037.cpp,xcu200-fsgd2104-2-e,3.33,1.72034793,504,0,0,1,8,cyclic_2_1,block_64_1,pipeline_1,pipeline_1,1,2.25,0.729148226555,False
Stencil2D_4366.cpp,xcu200-fsgd2104-2-e,3.33,1.72323504,481,0,0,1,8,cyclic_2_1,block_64_1,pipeline_1,unroll_16,1,2.25,0.729139372108,False
Stencil2D_5009.cpp,xcu200-fsgd2104-2-e,3.33,1.72050777,496,0,0,1,8,cyclic_2_1,block_64_1,pipeline_1,unroll_2,1,2.25,0.72914773635,False
Stencil2D_4719.cpp,xcu200-fsgd2104-2-e,3.33,3.2746221,102,0,0,1,2,cyclic_2_1,block_64_1,unroll_64,pipeline_1,4,0.75,0.90436387596,False
Stencil2D_4423.cpp,xcu200-fsgd2104-2-e,3.33,3.32001666,117,0,0,1,3,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,1,0.873522002615,False
Stencil2D_4413.cpp,xcu200-fsgd2104-2-e,3.33,1.721468475,473.5,0,7,7,13.5,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,2,6.875,0.157831316274,False
Stencil2D_4483.cpp,xcu200-fsgd2104-2-e,3.33,1.71971856,462,0,1,2,9,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,3,3,0.649643592388,False
Stencil2D_4806.cpp,xcu200-fsgd2104-2-e,3.33,1.71946215,451,0,1,2,9,cyclic_2_1,cyclic_16_1,pipeline_1,unroll_2,1,3,0.649644331353,False
Stencil2D_4618.cpp,xcu200-fsgd2104-2-e,3.33,3.38564097,59,0,0,0,0,cyclic_2_1,cyclic_16_1,unroll_16,pipeline_1,3,0,0.999985076069,False
Stencil2D_4988.cpp,xcu200-fsgd2104-2-e,3.33,70.49940003,62,0,0,0,0,cyclic_2_1,cyclic_16_1,unroll_16,unroll_2,1,0,0.567283542939,False
Stencil2D_4612.cpp,xcu200-fsgd2104-2-e,3.33,3.383551395,89.5,0,0,0,1,cyclic_2_1,cyclic_16_1,unroll_32,pipeline_1,2,0.25,0.967523914108,False
Stencil2D_4500.cpp,xcu200-fsgd2104-2-e,3.33,3.38731263,45,0,0,0,0,cyclic_2_1,cyclic_16_1,unroll_8,pipeline_1,1,0,0.999972548048,False
Stencil2D_4542.cpp,xcu200-fsgd2104-2-e,3.33,1.72240254,464,0,0,1,8,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,1,2.25,0.729141925321,False
Stencil2D_4586.cpp,xcu200-fsgd2104-2-e,3.33,1.72050111,475,0,0,1,8,cyclic_2_1,cyclic_2_1,pipeline_1,unroll_64,1,2.25,0.729147756775,False
Stencil2D_4893.cpp,xcu200-fsgd2104-2-e,3.33,3.38411916,54,0,0,0,0,cyclic_2_1,cyclic_2_1,unroll_16,pipeline_1,1,0,0.999996481135,False
Stencil2D_4683.cpp,xcu200-fsgd2104-2-e,3.33,3.38533461,63,0,0,0,1,cyclic_2_1,cyclic_2_1,unroll_32,pipeline_1,1,0.25,0.967517353088,False
Stencil2D_4465.cpp,xcu200-fsgd2104-2-e,3.33,1.72077084,478,0,1,3,10,cyclic_2_1,cyclic_32_1,pipeline_1,pipeline_1,7,3.5,0.599615999137,False
Stencil2D_4434.cpp,xcu200-fsgd2104-2-e,3.33,3.38373288,100.5,0,0,0,2,cyclic_2_1,cyclic_32_1,unroll_32,pipeline_1,6,0.5,0.935253004064,False
