Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_96.cpp,xcu200-fsgd2104-2-e,10,1.26978,172,0,1,1,2,unroll_2,unroll_4,1,1,0.455684607476,False
workload_116.cpp,xcu200-fsgd2104-2-e,10,1.49346,862.5,0,1,10,15,unroll_32,pipeline_1,2,6.5,0.199463695306,False
workload_117.cpp,xcu200-fsgd2104-2-e,10,1.59042,1659,0,1,7,9,unroll_32,unroll_2,1,4.25,0.246273108602,False
workload_113.cpp,xcu200-fsgd2104-2-e,10,1.3645,143.5,0,0,1,2.5,unroll_4,pipeline_1,2,0.875,0.454126554094,False
workload_114.cpp,xcu200-fsgd2104-2-e,10,1.52066,176,0,0,1,2,unroll_4,unroll_2,1,0.75,0.391905170493,False
workload_119.cpp,xcu200-fsgd2104-2-e,10,1.25954,303,0,1,2,2,unroll_4,unroll_4,1,1.25,0.451520079752,False
workload_102.cpp,xcu200-fsgd2104-2-e,10,1.4917,2485,0,1,19.5,28.5,unroll_64,pipeline_1,2,12.25,0.1,False
workload_100.cpp,xcu200-fsgd2104-2-e,10,1.35042,222,0,0,2.5,4.5,unroll_8,pipeline_1,2,1.75,0.423938615924,False
workload_115.cpp,xcu200-fsgd2104-2-e,10,1.53858,293,0,1,2,3,unroll_8,unroll_2,1,1.5,0.359928157587,False
workload_126.cpp,xcu200-fsgd2104-2-e,10,1.33634,605,0,1,3,4,unroll_8,unroll_4,1,2,0.41690756425,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08656668,120,5,3,10,12,pipeline_1,pipeline_1,4,7.5,1,True
workload_67.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08655669,120.5,5,3,11,12,pipeline_1,unroll_2,2,7.75,1,True
workload_65.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08655669,120.5,5,3,11,12,pipeline_1,unroll_4,2,7.75,1,True
workload_75.cpp,xczu7ev-ffvc1156-2-e,3.33,1.77550938,312,5,3,30,40.5,unroll_16,pipeline_1,2,19.625,0.200244910933,False
workload_79.cpp,xczu7ev-ffvc1156-2-e,3.33,1.6286697,715,5,5,22,27,unroll_16,unroll_2,1,14.75,0.297144912657,False
workload_69.cpp,xczu7ev-ffvc1156-2-e,3.33,1.71519642,113,5,2,6,10,unroll_2,pipeline_1,2,5.75,0.3634744991,False
workload_73.cpp,xczu7ev-ffvc1156-2-e,3.33,1.49355162,106,5,3,5,9,unroll_2,unroll_2,1,5.5,1,True
workload_70.cpp,xczu7ev-ffvc1156-2-e,3.33,1.27872666,183,5,3,7,10,unroll_2,unroll_4,1,6.25,1,True
workload_80.cpp,xczu7ev-ffvc1156-2-e,3.33,1.78286202,751,5,3,57.5,74,unroll_32,pipeline_1,2,34.875,0.1,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,3.33,1.70581914,127.5,5,2,9,15,unroll_4,pipeline_1,2,7.75,0.360034177784,False
workload_71.cpp,xczu7ev-ffvc1156-2-e,3.33,1.51230618,197,5,3,8,11,unroll_4,unroll_2,1,6.75,0.455426582784,False
workload_78.cpp,xczu7ev-ffvc1156-2-e,3.33,1.2684969,388,5,4,11,15,unroll_4,unroll_4,1,8.75,0.505257503791,False
workload_74.cpp,xczu7ev-ffvc1156-2-e,3.33,1.70624538,161,5,2,16,23,unroll_8,pipeline_1,2,11.5,0.319933532994,False
workload_77.cpp,xczu7ev-ffvc1156-2-e,3.33,1.51827354,364,5,4,13,17,unroll_8,unroll_2,1,9.75,0.405956605879,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,3.33,1.45774746,909,5,5,19,24,unroll_8,unroll_4,1,13.25,0.363708656965,False
workload_34.cpp,xczu7ev-ffvc1156-2-e,5,0.129425,141.5,5,3,9,12,pipeline_1,pipeline_1,4,7.25,0.999981974903,False
workload_37.cpp,xczu7ev-ffvc1156-2-e,5,0.129405,142.5,5,3,9,12,pipeline_1,unroll_2,2,7.25,1,True
workload_43.cpp,xczu7ev-ffvc1156-2-e,5,0.129405,146.5,5,3,9,12,pipeline_1,unroll_4,2,7.25,1,True
workload_58.cpp,xczu7ev-ffvc1156-2-e,5,1.78785,513,5,3,29,40.5,unroll_16,pipeline_1,2,19.375,0.204825513244,False
workload_50.cpp,xczu7ev-ffvc1156-2-e,5,1.64673,1127,5,5,21,27,unroll_16,unroll_2,1,14.5,0.302413863025,False
workload_33.cpp,xczu7ev-ffvc1156-2-e,5,1.71009,118.5,5,2,5,10,unroll_2,pipeline_1,2,5.5,0.382139981299,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,5,1.53601,157,5,3,5,9,unroll_2,unroll_2,1,5.5,1,True
workload_32.cpp,xczu7ev-ffvc1156-2-e,5,1.30049,262,5,3,6,10,unroll_2,unroll_4,1,6,1,True
workload_35.cpp,xczu7ev-ffvc1156-2-e,5,1.80401,1165,5,3,57,74,unroll_32,pipeline_1,2,34.75,0.1,False
workload_45.cpp,xczu7ev-ffvc1156-2-e,5,1.69601,169.5,5,2,8.5,15,unroll_4,pipeline_1,2,7.625,0.379668999724,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,5,1.54369,275,5,3,7,11,unroll_4,unroll_2,1,6.5,0.458696599053,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,5,1.29025,560,5,4,10,15,unroll_4,unroll_4,1,8.5,0.507523583264,False
workload_36.cpp,xczu7ev-ffvc1156-2-e,5,1.68897,279,5,2,15.5,23,unroll_8,pipeline_1,2,11.375,0.336490297248,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,5,1.55265,532,5,4,12,17,unroll_8,unroll_2,1,9.5,0.407741114057,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,5,1.46177,1276,5,5,18,24,unroll_8,unroll_4,1,13,0.370532319661,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10,0.2576,122.5,5,3,7,11,pipeline_1,pipeline_1,4,6.5,1,True
workload_13.cpp,xczu7ev-ffvc1156-2-e,10,0.26785,127,5,3,8,11,pipeline_1,unroll_2,2,6.75,0.984995544275,False
workload_14.cpp,xczu7ev-ffvc1156-2-e,10,0.26785,128.5,5,3,8,11,pipeline_1,unroll_4,2,6.75,0.984995544275,False
workload_27.cpp,xczu7ev-ffvc1156-2-e,10,2.11138,417,5,3,29,41.5,unroll_16,pipeline_1,2,19.625,0.203622900949,False
workload_18.cpp,xczu7ev-ffvc1156-2-e,10,1.98274,651,5,5,20,27,unroll_16,unroll_2,1,14.25,0.299906873444,False
workload_31.cpp,xczu7ev-ffvc1156-2-e,10,1.6973,2571,5,5,35,42,unroll_16,unroll_4,1,21.75,0.237656636733,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10,2.01218,113,5,2,5,9.5,unroll_2,pipeline_1,2,5.375,0.405178672847,False
workload_7.cpp,xczu7ev-ffvc1156-2-e,10,1.90466,131,5,3,4,9,unroll_2,unroll_2,1,5.25,1,True
workload_0.cpp,xczu7ev-ffvc1156-2-e,10,1.57698,187,5,3,6,10,unroll_2,unroll_4,1,6,1,True
workload_20.cpp,xczu7ev-ffvc1156-2-e,10,2.12322,894,5,3.5,55.5,76.5,unroll_32,pipeline_1,2,35.125,0.1,False
workload_21.cpp,xczu7ev-ffvc1156-2-e,10,1.97954,2010,5,5,37,48,unroll_32,unroll_2,1,23.75,0.173287833469,False
workload_16.cpp,xczu7ev-ffvc1156-2-e,10,1.98402,146,5,2,8,15,unroll_4,pipeline_1,2,7.5,0.399304187026,False
workload_17.cpp,xczu7ev-ffvc1156-2-e,10,1.87906,190,5,3,6,11,unroll_4,unroll_2,1,6.25,0.447610994062,False
workload_26.cpp,xczu7ev-ffvc1156-2-e,10,1.56674,342,5,4,10,15,unroll_4,unroll_4,1,8.5,0.504273124882,False
workload_29.cpp,xczu7ev-ffvc1156-2-e,10,1.96994,225,5,2,14.5,23.5,unroll_8,pipeline_1,2,11.25,0.348349144256,False
workload_19.cpp,xczu7ev-ffvc1156-2-e,10,1.89698,323,5,4,11,17,unroll_8,unroll_2,1,9.25,0.397135503787,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10,1.70498,692,5,5,18,24,unroll_8,unroll_4,1,13,0.383289432389,False
