Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_2_6,InnerLoop_2_7,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5440.cpp,xcu200-fsgd2104-2-e,3.33,6.78393261,1206,2,0,2,14,cyclic_2_1,cyclic_32_1,block_128_1,block_32_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_5,pipeline_1,unroll_36,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.5,0.453361526658,False
workload_5591.cpp,xcu200-fsgd2104-2-e,3.33,5.41070721,1474,1,0,2,13,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_4,unroll_36,unroll_16,unroll_16,unroll_2,unroll_4,unroll_5,1,4,0.624231040855,False
workload_5486.cpp,xcu200-fsgd2104-2-e,3.33,5.15979837,1541,1,0,2,14,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_5,pipeline_1,unroll_36,unroll_16,unroll_16,unroll_2,unroll_4,unroll_5,1,4.25,0.557053698397,False
workload_5400.cpp,xcu200-fsgd2104-2-e,3.33,6.49933749,1774,1,0,2,17,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_5,pipeline_1,unroll_36,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,5,0.340882308722,False
workload_5570.cpp,xcu200-fsgd2104-2-e,3.33,6.65278389,1705,1,0,2,17,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_5,pipeline_1,unroll_36,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,5,0.338801377983,False
workload_5667.cpp,xcu200-fsgd2104-2-e,3.33,5.42065725,856,1,0,1,9,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_16,unroll_36,unroll_16,unroll_16,unroll_2,unroll_4,unroll_5,1,2.75,0.842930433218,False
workload_5732.cpp,xcu200-fsgd2104-2-e,3.33,5.42065725,679,1,0,1,8,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_16,unroll_2,unroll_16,unroll_16,unroll_2,unroll_4,unroll_5,1,2.5,0.882905477011,False
workload_5694.cpp,xcu200-fsgd2104-2-e,3.33,4.56591285,973.5,1,0,1,11,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_5,unroll_16,unroll_36,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,2,3.25,0.818162707867,False
workload_5733.cpp,xcu200-fsgd2104-2-e,3.33,5.69617812,749,3,0,1,9,cyclic_32_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.25,0.762010834142,False
workload_5612.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1655,1,0,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_128_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.5,0.48743578177,False
workload_5696.cpp,xcu200-fsgd2104-2-e,3.33,4.85242605,1223,1,0,2,13,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_32,unroll_2,unroll_5,unroll_8,unroll_2,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4,0.640177150018,False
workload_5711.cpp,xcu200-fsgd2104-2-e,3.33,4.73523003,938,1,0,1,11,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_5,1,3.25,0.810388419881,False
workload_5601.cpp,xcu200-fsgd2104-2-e,3.33,4.73523003,993,1,0,2,12,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_16,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_5,1,3.75,0.711427619658,False
workload_5712.cpp,xcu200-fsgd2104-2-e,3.33,4.73523003,976,1,0,2,12,cyclic_4_1,cyclic_128_1,block_128_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_5,unroll_8,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_5,1,3.75,0.711427619658,False
workload_5335.cpp,xcu200-fsgd2104-2-e,3.33,11.92203603,1629,1,0,2,14,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,block_8_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.25,0.325819307493,False
workload_5590.cpp,xcu200-fsgd2104-2-e,3.33,12.04043085,1672,1,0,3,16,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,block_8_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,5,0.229219232625,False
workload_5460.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1478,1,0,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_36,unroll_8,pipeline_1,unroll_4,unroll_5,1,4.5,0.48743578177,False
workload_5360.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1418,1,0,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.5,0.48743578177,False
workload_5498.cpp,xcu200-fsgd2104-2-e,3.33,4.84264251,1301,1,0,2,14,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_5,1,4.25,0.56214047045,False
workload_5593.cpp,xcu200-fsgd2104-2-e,3.33,4.84144371,1190,1,0,2,15,cyclic_4_1,cyclic_128_1,block_128_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.5,0.487446885481,False
workload_5751.cpp,xcu200-fsgd2104-2-e,3.33,4.46449437,1137,1,0,2,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.75,0.72228661006,False
workload_5672.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1396.5,1,0,2,14.5,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,2,4.375,0.528180911056,False
workload_5753.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1322,1,0,2,14,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_36,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.25,0.567220974845,False
workload_5491.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1258.5,1,0,1,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,2,3.5,0.741342700196,False
workload_5724.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1343,1,0,1,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.5,0.741342700196,False
workload_5715.cpp,xcu200-fsgd2104-2-e,3.33,4.34729835,1274,1,0,1,12,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_2,unroll_5,unroll_8,unroll_2,unroll_36,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.5,0.741342700196,False
workload_5659.cpp,xcu200-fsgd2104-2-e,3.33,4.35089475,1645,1,0,2,17,cyclic_4_1,cyclic_128_1,cyclic_16_1,block_128_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,5,0.357999503035,False
workload_5657.cpp,xcu200-fsgd2104-2-e,3.33,4.53450429,1425,1,0,2,18,cyclic_4_1,cyclic_128_1,cyclic_16_1,block_64_1,cyclic_128_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_2,unroll_5,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,2,5.25,0.301486672743,False
workload_5580.cpp,xcu200-fsgd2104-2-e,3.33,5.40810648,1651,1,0,2,15,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_128_1,cyclic_128_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,unroll_5,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.5,0.480661743913,False
workload_5669.cpp,xcu200-fsgd2104-2-e,3.33,4.56807069,877,1,0,1,12,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_8,unroll_2,unroll_5,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,3.5,0.738057292022,False
workload_5681.cpp,xcu200-fsgd2104-2-e,3.33,4.67428437,1055,1,0,2,14,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.25,0.56427943772,False
workload_5641.cpp,xcu200-fsgd2104-2-e,3.33,4.67428437,1063,1,0,2,14,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,4.25,0.56427943772,False
workload_5743.cpp,xcu200-fsgd2104-2-e,3.33,4.67428437,1234,1,0,2,15,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_5,unroll_2,unroll_4,unroll_36,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4.5,0.488853742893,False
workload_5756.cpp,xcu200-fsgd2104-2-e,3.33,4.55708835,1031,1,0,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_5,1,4,0.646471219608,False
workload_5520.cpp,xcu200-fsgd2104-2-e,3.33,4.55708835,1011,1,0,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4,0.646471219608,False
workload_5639.cpp,xcu200-fsgd2104-2-e,3.33,5.40930528,1008,1,0,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4,0.624276073133,False
workload_5703.cpp,xcu200-fsgd2104-2-e,3.33,5.40930528,1031,1,0,2,13,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,4,0.624276073133,False
workload_5718.cpp,xcu200-fsgd2104-2-e,3.33,4.91515992,951,1,0,1,11,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_5,1,3.25,0.801858172975,False
workload_5709.cpp,xcu200-fsgd2104-2-e,3.33,4.06294299,950,1,0,1,11,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_5,1,3.25,0.83971186062,False
