Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
md_kernel_263.c,xcu200-fsgd2104-2-e,3.33,0.01068597,576,0,4,6,8,unroll_32,unroll_16,1,4.5,0.170204122289,False
md_kernel_283.c,xcu200-fsgd2104-2-e,3.33,0.94969269,133,0,0,1,1,unroll_32,unroll_2,1,0.5,0.107606000863,False
md_kernel_277.c,xcu200-fsgd2104-2-e,3.33,0.53027253,208,0,1,1,1,unroll_32,unroll_4,1,0.75,0.407424237738,False
md_kernel_284.c,xcu200-fsgd2104-2-e,3.33,0.32056245,383,0,1,1,2,unroll_32,unroll_8,1,1,0.662764524841,False
md_kernel_240.c,xcu200-fsgd2104-2-e,3.33,0.19543437,32,0,0,0,0,unroll_4,pipeline_1,2,0,0.999769754237,False
md_kernel_273.c,xcu200-fsgd2104-2-e,3.33,0.05392269,80,0,3,1,1,unroll_4,unroll_16,1,1.25,1,True
md_kernel_278.c,xcu200-fsgd2104-2-e,3.33,0.94987917,36,0,0,0,0,unroll_4,unroll_2,1,0,0.107983022812,False
md_kernel_253.c,xcu200-fsgd2104-2-e,3.33,0.53045901,46,0,0,0,0,unroll_4,unroll_4,1,0,0.421503281545,False
md_kernel_271.c,xcu200-fsgd2104-2-e,3.33,0.32074893,54,0,1,0,1,unroll_4,unroll_8,1,0.5,0.728833274626,False
md_kernel_281.c,xcu200-fsgd2104-2-e,3.33,0.19523457,171.5,0,0,6,5.5,unroll_64,pipeline_1,2,2.875,0.380147192863,False
md_kernel_287.c,xcu200-fsgd2104-2-e,3.33,0.00896769,1243,0,4,7,13,unroll_64,unroll_16,1,6,0.1,False
md_kernel_279.c,xcu200-fsgd2104-2-e,3.33,0.94967937,319,0,0,1,1,unroll_64,unroll_2,1,0.5,0.107608639972,False
md_kernel_261.c,xcu200-fsgd2104-2-e,3.33,0.53025921,548,0,1,2,2,unroll_64,unroll_4,1,1.25,0.37612511753,False
md_kernel_264.c,xcu200-fsgd2104-2-e,3.33,0.32054913,1019,0,1,2,3,unroll_64,unroll_8,1,1.5,0.565826933118,False
md_kernel_246.c,xcu200-fsgd2104-2-e,3.33,0.19532781,39,0,0,0,0,unroll_8,pipeline_1,2,0,1,True
md_kernel_274.c,xcu200-fsgd2104-2-e,3.33,0.02738925,137,0,3,2,2,unroll_8,unroll_16,1,1.75,0.648476461196,False
md_kernel_268.c,xcu200-fsgd2104-2-e,3.33,0.94977261,49,0,0,0,0,unroll_8,unroll_2,1,0,0.10800472366,False
md_kernel_244.c,xcu200-fsgd2104-2-e,3.33,0.53035245,64,0,0,0,0,unroll_8,unroll_4,1,0,0.421640919228,False
md_kernel_265.c,xcu200-fsgd2104-2-e,3.33,0.32064237,83,0,1,0,1,unroll_8,unroll_8,1,0.5,0.729011098582,False
md_kernel_192.c,xcu200-fsgd2104-2-e,5,0.012335,35,0,3,1,1,pipeline_1,pipeline_1,4,1.25,1,True
md_kernel_211.c,xcu200-fsgd2104-2-e,5,0.012335,39.5,0,3,1,1,pipeline_1,unroll_16,2,1.25,1,True
md_kernel_202.c,xcu200-fsgd2104-2-e,5,0.012335,38,0,3,1,1,pipeline_1,unroll_2,2,1.25,1,True
md_kernel_207.c,xcu200-fsgd2104-2-e,5,0.012335,37,0,3,1,1,pipeline_1,unroll_4,2,1.25,1,True
md_kernel_198.c,xcu200-fsgd2104-2-e,5,0.012335,38,0,3,1,1,pipeline_1,unroll_8,2,1.25,1,True
md_kernel_220.c,xcu200-fsgd2104-2-e,5,0.185685,53.5,0,0,1,1,unroll_16,pipeline_1,2,0.5,1,True
md_kernel_210.c,xcu200-fsgd2104-2-e,5,0.017605,223,0,4,3,5,unroll_16,unroll_16,1,3,0.346722895661,False
md_kernel_200.c,xcu200-fsgd2104-2-e,5,0.924245,61,0,0,0,0,unroll_16,unroll_2,1,0,0.109217064397,False
md_kernel_209.c,xcu200-fsgd2104-2-e,5,0.514645,81,0,1,0,1,unroll_16,unroll_4,1,0.5,0.417485148041,False
md_kernel_226.c,xcu200-fsgd2104-2-e,5,0.309845,137,0,1,0,1,unroll_16,unroll_8,1,0.5,0.727294646197,False
md_kernel_214.c,xcu200-fsgd2104-2-e,5,0.186245,27.5,0,0,0,0,unroll_2,pipeline_1,2,0,0.99929893719,False
md_kernel_201.c,xcu200-fsgd2104-2-e,5,0.103045,45,0,2,0,1,unroll_2,unroll_16,1,0.75,1,True
md_kernel_197.c,xcu200-fsgd2104-2-e,5,0.924805,28,0,0,0,0,unroll_2,unroll_2,1,0,0.109093301816,False
md_kernel_227.c,xcu200-fsgd2104-2-e,5,0.515205,33,0,0,0,0,unroll_2,unroll_4,1,0,0.423080151484,False
md_kernel_195.c,xcu200-fsgd2104-2-e,5,0.310405,36,0,1,0,0,unroll_2,unroll_8,1,0.25,0.740579683751,False
md_kernel_203.c,xcu200-fsgd2104-2-e,5,0.185645,80,0,0,3,3,unroll_32,pipeline_1,2,1.5,0.629365445907,False
md_kernel_215.c,xcu200-fsgd2104-2-e,5,0.014245,451,0,4,4,8,unroll_32,unroll_16,1,4,0.200473401544,False
md_kernel_236.c,xcu200-fsgd2104-2-e,5,0.924205,95,0,0,0,1,unroll_32,unroll_2,1,0.25,0.109061222792,False
md_kernel_225.c,xcu200-fsgd2104-2-e,5,0.514605,157,0,0,0,1,unroll_32,unroll_4,1,0.25,0.421805696933,False
md_kernel_238.c,xcu200-fsgd2104-2-e,5,0.309805,277,0,1,1,2,unroll_32,unroll_8,1,1,0.658558384796,False
md_kernel_194.c,xcu200-fsgd2104-2-e,5,0.185925,31,0,0,0,0,unroll_4,pipeline_1,2,0,1,True
md_kernel_231.c,xcu200-fsgd2104-2-e,5,0.052165,68,0,2,1,1,unroll_4,unroll_16,1,1,1,True
md_kernel_237.c,xcu200-fsgd2104-2-e,5,0.924485,30,0,0,0,0,unroll_4,unroll_2,1,0,0.109163920857,False
md_kernel_204.c,xcu200-fsgd2104-2-e,5,0.514885,38,0,0,0,0,unroll_4,unroll_4,1,0,0.42350041005,False
md_kernel_234.c,xcu200-fsgd2104-2-e,5,0.310085,48,0,1,0,1,unroll_4,unroll_8,1,0.5,0.726890256333,False
md_kernel_230.c,xcu200-fsgd2104-2-e,5,0.185625,144,0,0,6,6,unroll_64,pipeline_1,2,3,0.334990220324,False
md_kernel_239.c,xcu200-fsgd2104-2-e,5,0.012565,1052,0,5,6,12,unroll_64,unroll_16,1,5.75,0.1,False
md_kernel_228.c,xcu200-fsgd2104-2-e,5,0.924185,199,0,0,1,1,unroll_64,unroll_2,1,0.5,0.108738731211,False
md_kernel_213.c,xcu200-fsgd2104-2-e,5,0.514585,347,0,1,1,2,unroll_64,unroll_4,1,1,0.394377646466,False
md_kernel_216.c,xcu200-fsgd2104-2-e,5,0.309785,699,0,1,1,3,unroll_64,unroll_8,1,1.25,0.610300755963,False
md_kernel_199.c,xcu200-fsgd2104-2-e,5,0.185765,36.5,0,0,0,0.5,unroll_8,pipeline_1,2,0.125,1,True
md_kernel_235.c,xcu200-fsgd2104-2-e,5,0.026725,115,0,3,2,2,unroll_8,unroll_16,1,1.75,0.614485093146,False
md_kernel_223.c,xcu200-fsgd2104-2-e,5,0.924325,39,0,0,0,0,unroll_8,unroll_2,1,0,0.109199332812,False
md_kernel_196.c,xcu200-fsgd2104-2-e,5,0.514725,55,0,1,0,0,unroll_8,unroll_4,1,0.25,0.421649190164,False
md_kernel_217.c,xcu200-fsgd2104-2-e,5,0.309925,71,0,1,0,1,unroll_8,unroll_8,1,0.5,0.727159846634,False
md_kernel_146.c,xcu200-fsgd2104-2-e,10,0.02419,36.5,0,3,1,1,pipeline_1,pipeline_1,4,1.25,1,True
md_kernel_163.c,xcu200-fsgd2104-2-e,10,0.02419,38.5,0,3,1,1,pipeline_1,unroll_16,2,1.25,1,True
md_kernel_153.c,xcu200-fsgd2104-2-e,10,0.02419,34.5,0,3,1,1,pipeline_1,unroll_2,2,1.25,1,True
md_kernel_159.c,xcu200-fsgd2104-2-e,10,0.02419,36.5,0,3,1,1,pipeline_1,unroll_4,2,1.25,1,True
md_kernel_151.c,xcu200-fsgd2104-2-e,10,0.02419,38,0,3,1,1,pipeline_1,unroll_8,2,1.25,1,True
md_kernel_173.c,xcu200-fsgd2104-2-e,10,0.26513,48,0,0,1,1.5,unroll_16,pipeline_1,2,0.625,0.79069330505,False
md_kernel_161.c,xcu200-fsgd2104-2-e,10,0.03073,187,0,4,3,5,unroll_16,unroll_16,1,3,0.325796729213,False
md_kernel_152.c,xcu200-fsgd2104-2-e,10,1.23409,54,0,0,0,0,unroll_16,unroll_2,1,0,0.100001037969,False
md_kernel_162.c,xcu200-fsgd2104-2-e,10,0.68113,68,0,0,0,1,unroll_16,unroll_4,1,0.25,0.356427196534,False
md_kernel_184.c,xcu200-fsgd2104-2-e,10,0.40465,118,0,0,0,1,unroll_16,unroll_8,1,0.25,0.671759535219,False
md_kernel_166.c,xcu200-fsgd2104-2-e,10,0.26625,27.5,0,0,0,0,unroll_2,pipeline_1,2,0,0.849706719553,False
md_kernel_154.c,xcu200-fsgd2104-2-e,10,0.13185,43,0,1,0,1,unroll_2,unroll_16,1,0.5,1,True
md_kernel_149.c,xcu200-fsgd2104-2-e,10,1.23521,27,0,0,0,0,unroll_2,unroll_2,1,0,0.1,False
md_kernel_175.c,xcu200-fsgd2104-2-e,10,0.68225,31,0,0,0,0,unroll_2,unroll_4,1,0,0.351525856963,False
md_kernel_145.c,xcu200-fsgd2104-2-e,10,0.40577,33,0,0,0,0,unroll_2,unroll_8,1,0,0.659674761201,False
md_kernel_155.c,xcu200-fsgd2104-2-e,10,0.26505,74.5,0,0,3,2.5,unroll_32,pipeline_1,2,1.375,0.64047571126,False
md_kernel_167.c,xcu200-fsgd2104-2-e,10,0.02625,406,0,4,4,7,unroll_32,unroll_16,1,3.75,0.300866725859,False
md_kernel_180.c,xcu200-fsgd2104-2-e,10,1.23401,80,0,0,0,1,unroll_32,unroll_2,1,0.25,0.10000898933,False
md_kernel_183.c,xcu200-fsgd2104-2-e,10,0.68105,127,0,1,0,1,unroll_32,unroll_4,1,0.5,0.354021694004,False
md_kernel_190.c,xcu200-fsgd2104-2-e,10,0.40457,227,0,1,1,2,unroll_32,unroll_8,1,1,0.585604035947,False
md_kernel_144.c,xcu200-fsgd2104-2-e,10,0.26561,28,0,0,0,0,unroll_4,pipeline_1,2,0,1,True
md_kernel_174.c,xcu200-fsgd2104-2-e,10,0.06721,60,0,2,1,1,unroll_4,unroll_16,1,1,1,True
md_kernel_170.c,xcu200-fsgd2104-2-e,10,1.23457,30,0,0,0,0,unroll_4,unroll_2,1,0,0.100000338929,False
md_kernel_156.c,xcu200-fsgd2104-2-e,10,0.68161,33,0,0,0,0,unroll_4,unroll_4,1,0,0.352105039168,False
md_kernel_181.c,xcu200-fsgd2104-2-e,10,0.40513,46,0,0,0,0,unroll_4,unroll_8,1,0,0.660511361479,False
md_kernel_188.c,xcu200-fsgd2104-2-e,10,0.26501,134,0,0,6,5,unroll_64,pipeline_1,2,2.75,0.343906429593,False
md_kernel_191.c,xcu200-fsgd2104-2-e,10,0.02401,891,0,5,4,11,unroll_64,unroll_16,1,5,1,True
md_kernel_185.c,xcu200-fsgd2104-2-e,10,1.23397,167,0,0,1,1,unroll_64,unroll_2,1,0.5,0.100004285577,False
md_kernel_165.c,xcu200-fsgd2104-2-e,10,0.68101,293,0,1,1,2,unroll_64,unroll_4,1,1,0.329697711407,False
md_kernel_168.c,xcu200-fsgd2104-2-e,10,0.40453,552,0,1,1,3,unroll_64,unroll_8,1,1.25,0.535072675238,False
md_kernel_150.c,xcu200-fsgd2104-2-e,10,0.26529,37,0,0,0,0.5,unroll_8,pipeline_1,2,0.125,1,True
md_kernel_182.c,xcu200-fsgd2104-2-e,10,0.03969,100,0,4,2,3,unroll_8,unroll_16,1,2.25,0.509658643797,False
md_kernel_172.c,xcu200-fsgd2104-2-e,10,1.23425,39,0,0,0,0,unroll_8,unroll_2,1,0,0.10000076259,False
md_kernel_148.c,xcu200-fsgd2104-2-e,10,0.68129,49,0,0,0,0,unroll_8,unroll_4,1,0,0.352394874259,False
md_kernel_169.c,xcu200-fsgd2104-2-e,10,0.40481,61,0,0,0,1,unroll_8,unroll_8,1,0.25,0.671543926217,False
md_kernel_101.c,xczu7ev-ffvc1156-2-e,3.33,0.00901764,108,0,2,21,29,pipeline_1,pipeline_1,4,13,1,True
md_kernel_102.c,xczu7ev-ffvc1156-2-e,3.33,0.00901764,101,0,2,21,29,pipeline_1,unroll_16,2,13,1,True
md_kernel_105.c,xczu7ev-ffvc1156-2-e,3.33,0.00901764,94,0,2,21,29,pipeline_1,unroll_2,2,13,1,True
md_kernel_100.c,xczu7ev-ffvc1156-2-e,3.33,0.00901764,102.5,0,2,21,29,pipeline_1,unroll_4,2,13,1,True
md_kernel_106.c,xczu7ev-ffvc1156-2-e,3.33,0.00901764,95,0,2,21,29,pipeline_1,unroll_8,2,13,1,True
md_kernel_114.c,xczu7ev-ffvc1156-2-e,3.33,0.18333981,169.5,0,1,15,36,unroll_16,pipeline_1,2,13,0.618731935293,False
md_kernel_117.c,xczu7ev-ffvc1156-2-e,3.33,0.02206125,478,0,3,32,43,unroll_16,unroll_16,1,19.5,0.385759936029,False
md_kernel_113.c,xczu7ev-ffvc1156-2-e,3.33,1.48848669,169,0,1,7,11,unroll_16,unroll_2,1,4.75,0.123268672785,False
md_kernel_138.c,xczu7ev-ffvc1156-2-e,3.33,0.83378205,204,0,1,7,12,unroll_16,unroll_4,1,5,0.50224400293,False
md_kernel_115.c,xczu7ev-ffvc1156-2-e,3.33,0.50642973,360,0,1,8,13,unroll_16,unroll_8,1,5.5,0.700131596155,False
md_kernel_126.c,xczu7ev-ffvc1156-2-e,3.33,0.18371277,65.5,0,1,8,16,unroll_2,pipeline_1,2,6.25,0.892469694014,False
md_kernel_133.c,xczu7ev-ffvc1156-2-e,3.33,0.17092557,102,0,1,7,11,unroll_2,unroll_16,1,4.75,1,True
md_kernel_125.c,xczu7ev-ffvc1156-2-e,3.33,1.48885965,61,0,1,5,9,unroll_2,unroll_2,1,3.75,0.123815473881,False
md_kernel_97.c,xczu7ev-ffvc1156-2-e,3.33,0.83415501,85,0,1,3,6,unroll_2,unroll_4,1,2.5,1,True
md_kernel_128.c,xczu7ev-ffvc1156-2-e,3.33,0.50680269,80,0,1,4,7,unroll_2,unroll_8,1,3,0.755249869053,False
md_kernel_141.c,xczu7ev-ffvc1156-2-e,3.33,0.18331317,397,0,1,22,58,unroll_32,pipeline_1,2,20.25,0.345482452717,False
md_kernel_143.c,xczu7ev-ffvc1156-2-e,3.33,0.01265733,870,0,3,53,78,unroll_32,unroll_16,1,33.5,0.1,False
md_kernel_140.c,xczu7ev-ffvc1156-2-e,3.33,1.48846005,265,0,1,7,9,unroll_32,unroll_2,1,4.25,0.123672947466,False
md_kernel_116.c,xczu7ev-ffvc1156-2-e,3.33,0.83375541,443,0,1,9,13,unroll_32,unroll_4,1,5.75,0.48340826272,False
md_kernel_119.c,xczu7ev-ffvc1156-2-e,3.33,0.50640309,838,0,1,10,16,unroll_32,unroll_8,1,6.75,0.656692234186,False
md_kernel_127.c,xczu7ev-ffvc1156-2-e,3.33,0.18349965,78.5,0,1,9,19,unroll_4,pipeline_1,2,7.25,0.839553265742,False
md_kernel_135.c,xczu7ev-ffvc1156-2-e,3.33,0.08567757,152,0,1,11,15,unroll_4,unroll_16,1,6.75,1,True
md_kernel_99.c,xczu7ev-ffvc1156-2-e,3.33,1.48864653,92,0,1,3,6,unroll_4,unroll_2,1,2.5,0.123770083116,False
md_kernel_104.c,xczu7ev-ffvc1156-2-e,3.33,0.83394189,101,0,1,4,7,unroll_4,unroll_4,1,3,0.549537178358,False
md_kernel_134.c,xczu7ev-ffvc1156-2-e,3.33,0.50658957,111,0,1,4,7,unroll_4,unroll_8,1,3,1,True
md_kernel_118.c,xczu7ev-ffvc1156-2-e,3.33,1.48844673,760,0,1,11,12,unroll_64,unroll_2,1,6,0.121641488851,False
md_kernel_120.c,xczu7ev-ffvc1156-2-e,3.33,0.83374209,1236,0,1,14,18,unroll_64,unroll_4,1,8.25,0.417633950735,False
md_kernel_124.c,xczu7ev-ffvc1156-2-e,3.33,0.50638977,2572,0,1,15,23,unroll_64,unroll_8,1,9.75,0.539919965887,False
md_kernel_111.c,xczu7ev-ffvc1156-2-e,3.33,0.18339309,100.5,0,1,11,24,unroll_8,pipeline_1,2,9,0.753853492449,False
md_kernel_139.c,xczu7ev-ffvc1156-2-e,3.33,0.04326669,246,0,2,17,22,unroll_8,unroll_16,1,10.25,1,True
md_kernel_132.c,xczu7ev-ffvc1156-2-e,3.33,1.48853997,94,0,1,6,10,unroll_8,unroll_2,1,4.25,0.123653261947,False
md_kernel_112.c,xczu7ev-ffvc1156-2-e,3.33,0.83383533,149,0,1,4,7,unroll_8,unroll_4,1,3,0.549593525257,False
md_kernel_137.c,xczu7ev-ffvc1156-2-e,3.33,0.50648301,178,0,1,5,8,unroll_8,unroll_8,1,3.5,1,True
md_kernel_49.c,xczu7ev-ffvc1156-2-e,5,0.013085,41,0,15,11,10,pipeline_1,pipeline_1,4,9,1,True
md_kernel_67.c,xczu7ev-ffvc1156-2-e,5,0.013085,42.5,0,15,11,10,pipeline_1,unroll_16,2,9,1,True
md_kernel_56.c,xczu7ev-ffvc1156-2-e,5,0.013085,41,0,15,11,10,pipeline_1,unroll_2,2,9,1,True
md_kernel_63.c,xczu7ev-ffvc1156-2-e,5,0.013085,40,0,15,11,10,pipeline_1,unroll_4,2,9,1,True
md_kernel_55.c,xczu7ev-ffvc1156-2-e,5,0.013085,44,0,15,11,10,pipeline_1,unroll_8,2,9,1,True
md_kernel_79.c,xczu7ev-ffvc1156-2-e,5,0.382805,58,0,1,8,7,unroll_16,pipeline_1,2,4,0.850928863076,False
md_kernel_66.c,xczu7ev-ffvc1156-2-e,5,0.026165,275,0,14,23,24,unroll_16,unroll_16,1,15.25,0.551934258484,False
md_kernel_57.c,xczu7ev-ffvc1156-2-e,5,1.907285,76,0,2,3,5,unroll_16,unroll_2,1,2.5,0.100018568788,False
md_kernel_65.c,xczu7ev-ffvc1156-2-e,5,1.047125,113,0,5,4,6,unroll_16,unroll_4,1,3.75,0.355745382733,False
md_kernel_92.c,xczu7ev-ffvc1156-2-e,5,0.617045,184,0,2,4,7,unroll_16,unroll_8,1,3.25,0.671353215941,False
md_kernel_70.c,xczu7ev-ffvc1156-2-e,5,0.383365,29,0,1,1,1,unroll_2,pipeline_1,2,0.75,1,True
md_kernel_58.c,xczu7ev-ffvc1156-2-e,5,0.200325,52,0,6,4,6,unroll_2,unroll_16,1,4,1,True
md_kernel_53.c,xczu7ev-ffvc1156-2-e,5,1.907845,27,0,4,2,3,unroll_2,unroll_2,1,2.25,0.100014616226,False
md_kernel_74.c,xczu7ev-ffvc1156-2-e,5,1.047685,32,0,2,1,3,unroll_2,unroll_4,1,1.5,0.354076175089,False
md_kernel_50.c,xczu7ev-ffvc1156-2-e,5,0.617605,41,0,2,2,4,unroll_2,unroll_8,1,2,0.669126063599,False
md_kernel_61.c,xczu7ev-ffvc1156-2-e,5,0.382765,104,0,1,16,13.5,unroll_32,pipeline_1,2,7.625,0.731195596799,False
md_kernel_71.c,xczu7ev-ffvc1156-2-e,5,0.017925,594,0,21,39,49,unroll_32,unroll_16,1,27.25,0.194106008526,False
md_kernel_85.c,xczu7ev-ffvc1156-2-e,5,1.907245,157,0,4,6,6,unroll_32,unroll_2,1,4,0.100015766991,False
md_kernel_87.c,xczu7ev-ffvc1156-2-e,5,1.047085,242,0,5,6,8,unroll_32,unroll_4,1,4.75,0.35295522183,False
md_kernel_93.c,xczu7ev-ffvc1156-2-e,5,0.617005,458,0,4,7,10,unroll_32,unroll_8,1,5.25,0.650422258473,False
md_kernel_48.c,xczu7ev-ffvc1156-2-e,5,0.383045,33,0,1,2,2,unroll_4,pipeline_1,2,1.25,1,True
md_kernel_86.c,xczu7ev-ffvc1156-2-e,5,0.100805,84,0,8,7,9,unroll_4,unroll_16,1,6,1,True
md_kernel_81.c,xczu7ev-ffvc1156-2-e,5,1.907525,35,0,4,2,4,unroll_4,unroll_2,1,2.5,0.100017380859,False
md_kernel_60.c,xczu7ev-ffvc1156-2-e,5,1.047365,42,0,4,2,4,unroll_4,unroll_4,1,2.5,0.356082718396,False
md_kernel_84.c,xczu7ev-ffvc1156-2-e,5,0.617285,60,0,2,2,4,unroll_4,unroll_8,1,2,0.669403795204,False
md_kernel_88.c,xczu7ev-ffvc1156-2-e,5,0.382745,187.5,0,1,31,27,unroll_64,pipeline_1,2,14.75,0.511245273232,False
md_kernel_95.c,xczu7ev-ffvc1156-2-e,5,0.014405,1366,0,24,46,77,unroll_64,unroll_16,1,36.75,0.100247088092,False
md_kernel_94.c,xczu7ev-ffvc1156-2-e,5,1.907225,400,0,4,10,10,unroll_64,unroll_2,1,6,0.1,False
md_kernel_69.c,xczu7ev-ffvc1156-2-e,5,1.047065,686,0,5,10,13,unroll_64,unroll_4,1,7,0.339261639002,False
md_kernel_72.c,xczu7ev-ffvc1156-2-e,5,0.616985,1414,0,3,11,17,unroll_64,unroll_8,1,7.75,0.595314181483,False
md_kernel_54.c,xczu7ev-ffvc1156-2-e,5,0.382885,42.5,0,1,4,3.5,unroll_8,pipeline_1,2,2.125,1,True
md_kernel_90.c,xczu7ev-ffvc1156-2-e,5,0.051045,141,0,10,12,13,unroll_8,unroll_16,1,8.75,1,True
md_kernel_77.c,xczu7ev-ffvc1156-2-e,5,1.907365,51,0,4,2,4,unroll_8,unroll_2,1,2.5,0.100018168449,False
md_kernel_52.c,xczu7ev-ffvc1156-2-e,5,1.047205,65,0,4,3,5,unroll_8,unroll_4,1,3,0.356394972229,False
md_kernel_73.c,xczu7ev-ffvc1156-2-e,5,0.617125,93,0,4,3,5,unroll_8,unroll_8,1,3,0.671919192729,False
md_kernel_1.c,xczu7ev-ffvc1156-2-e,10,0.02465,37,0,15,9,10,pipeline_1,pipeline_1,4,8.5,1,True
md_kernel_19.c,xczu7ev-ffvc1156-2-e,10,0.02465,37.5,0,15,9,10,pipeline_1,unroll_16,2,8.5,1,True
md_kernel_29.c,xczu7ev-ffvc1156-2-e,10,0.02465,35.5,0,15,9,10,pipeline_1,unroll_2,2,8.5,1,True
md_kernel_14.c,xczu7ev-ffvc1156-2-e,10,0.02465,38,0,15,9,10,pipeline_1,unroll_4,2,8.5,1,True
md_kernel_28.c,xczu7ev-ffvc1156-2-e,10,0.02465,36,0,15,9,10,pipeline_1,unroll_8,2,8.5,1,True
md_kernel_40.c,xczu7ev-ffvc1156-2-e,10,0.36881,51.5,0,2,7,7.5,unroll_16,pipeline_1,2,4.125,1,True
md_kernel_17.c,xczu7ev-ffvc1156-2-e,10,0.03489,187,0,21,19,30,unroll_16,unroll_16,1,17.5,0.332951307996,False
md_kernel_8.c,xczu7ev-ffvc1156-2-e,10,1.82801,52,0,4,2,5,unroll_16,unroll_2,1,2.75,0.107144806311,False
md_kernel_18.c,xczu7ev-ffvc1156-2-e,10,1.01905,78,0,5,3,6,unroll_16,unroll_4,1,3.5,0.413245990227,False
md_kernel_44.c,xczu7ev-ffvc1156-2-e,10,0.61457,126,0,7,4,8,unroll_16,unroll_8,1,4.75,0.707753707286,False
md_kernel_22.c,xczu7ev-ffvc1156-2-e,10,0.36993,26.5,0,2,1,2,unroll_2,pipeline_1,2,1.25,1,True
md_kernel_10.c,xczu7ev-ffvc1156-2-e,10,0.20353,45,0,11,4,7,unroll_2,unroll_16,1,5.5,1,True
md_kernel_5.c,xczu7ev-ffvc1156-2-e,10,1.82913,27,0,4,1,3,unroll_2,unroll_2,1,2,0.107151504333,False
md_kernel_32.c,xczu7ev-ffvc1156-2-e,10,1.02017,30,0,4,1,3,unroll_2,unroll_4,1,2,0.417083026378,False
md_kernel_0.c,xczu7ev-ffvc1156-2-e,10,0.61569,35,0,6,2,4,unroll_2,unroll_8,1,3,0.733995082958,False
md_kernel_11.c,xczu7ev-ffvc1156-2-e,10,0.36873,75,0,2,14.5,14.5,unroll_32,pipeline_1,2,7.75,0.692548701909,False
md_kernel_23.c,xczu7ev-ffvc1156-2-e,10,0.02833,404,0,24,21,46,unroll_32,unroll_16,1,22.75,0.189495742684,False
md_kernel_46.c,xczu7ev-ffvc1156-2-e,10,1.82793,86,0,4,4,6,unroll_32,unroll_2,1,3.5,0.10694885807,False
md_kernel_31.c,xczu7ev-ffvc1156-2-e,10,1.01897,134,0,5,5,8,unroll_32,unroll_4,1,4.5,0.408629379143,False
md_kernel_37.c,xczu7ev-ffvc1156-2-e,10,0.61449,236,0,7,6,12,unroll_32,unroll_8,1,6.25,0.665507705766,False
md_kernel_2.c,xczu7ev-ffvc1156-2-e,10,0.36929,32,0,2,2,3,unroll_4,pipeline_1,2,1.75,1,True
md_kernel_43.c,xczu7ev-ffvc1156-2-e,10,0.10305,60,0,12,6,9,unroll_4,unroll_16,1,6.75,1,True
