Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_147.cpp,xczu7ev-ffvc1156-2-e,10,28.54925,455,8,1,1,10,block_16_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,5,0.854537552077,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10,28.54922,442,5,1,1,10,block_16_1,block_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,4.25,0.888102445476,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10,28.549235,431.5,5,1,1,10,block_16_1,block_2_1,complete_1,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,2,4.25,0.888102416504,False
workload_71.cpp,xczu7ev-ffvc1156-2-e,10,191.51114,97,5,1,8,10,block_16_1,block_2_1,complete_1,unroll_16,unroll_64,unroll_8,unroll_8,unroll_2,1,6,0.289326533411,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10,32.29994,68,5,1,1,4,block_16_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_64,pipeline_1,1,2.75,0.941201510476,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,163.04426,71,2,1,1,6,block_16_1,block_32_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_64,pipeline_1,1,2.5,0.392724297763,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10,27.38189,467,5,1,2,11,block_16_1,block_32_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.75,0.86758433114,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10,91.43306,62,5,1,1,8,block_16_1,block_32_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,1,3.75,0.664025138796,False
workload_78.cpp,xczu7ev-ffvc1156-2-e,10,33.03442,1011,5,12,12,27,block_16_1,block_32_1,complete_1,unroll_32,unroll_16,unroll_8,pipeline_1,pipeline_1,1,14,0.469064217944,False
workload_37.cpp,xczu7ev-ffvc1156-2-e,10,33.03439,987,5,12,12,27,block_16_1,block_32_1,complete_1,unroll_64,unroll_16,unroll_8,pipeline_1,pipeline_1,1,14,0.469064224857,False
workload_9.cpp,xczu7ev-ffvc1156-2-e,10,168.59437,85,6,1,3,21,block_16_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_64,pipeline_1,1,7.75,0.335980310943,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10,168.97165,100,8,1,5,33,block_16_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_16,pipeline_1,1,11.75,0.284084012115,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10,32.17421,428,6,16,14,32,block_16_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,17,0.370487896728,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10,168.97165,100,5,1,5,34,block_16_1,cyclic_32_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_16,pipeline_1,1,11.25,0.291088436213,False
workload_156.cpp,xczu7ev-ffvc1156-2-e,10,32.13325,359,5,1,2,14,block_16_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,5.5,0.826740552482,False
workload_77.cpp,xczu7ev-ffvc1156-2-e,10,27.38189,407,5,1,2,11,block_16_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.75,0.86758433114,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10,27.38189,451,5,1,2,11,block_16_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,4.75,0.86758433114,False
workload_119.cpp,xczu7ev-ffvc1156-2-e,10,33.03437,1741,5,12,12,28,block_16_1,cyclic_64_1,complete_1,pipeline_1,unroll_64,unroll_8,pipeline_1,pipeline_1,1,14.25,0.460259985388,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10,33.03437,937,5,12,12,28,block_16_1,cyclic_64_1,complete_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,14.25,0.460259985388,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,10,27.38189,446,5,1,2,11,block_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,4.75,0.86758433114,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10,33.4721,74,1,1,6,15,block_2_1,block_128_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_8,pipeline_1,1,5.75,0.813373927053,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10,21.64746,427,1,1,3,12,block_2_1,block_128_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.25,0.893795243635,False
workload_58.cpp,xczu7ev-ffvc1156-2-e,10,82.93389,49,6,1,1,3,block_2_1,block_16_1,complete_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,1,2.75,0.71686301006,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10,42.99338,62,1,1,1,2,block_2_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_32,pipeline_1,1,1.25,0.937705208137,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10,32.17421,407,1,2,1,15,block_2_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.75,0.860139548687,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10,42.78573,62,1,1,1,3,block_2_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_8,unroll_64,pipeline_1,1,1.5,0.936660124262,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10,32.58957,56,1,1,1,3,block_2_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_2,1,1.5,0.985203168387,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10,62.53581,66,1,1,5,7,block_2_1,block_32_1,complete_1,pipeline_1,unroll_8,unroll_32,unroll_2,unroll_2,1,3.5,0.79841056844,False
workload_110.cpp,xczu7ev-ffvc1156-2-e,10,51.76909,76,1,1,5,10,block_2_1,block_32_1,complete_1,pipeline_1,unroll_8,unroll_64,unroll_32,unroll_2,1,4.25,0.821130020075,False
workload_33.cpp,xczu7ev-ffvc1156-2-e,10,164.34189,60,1,1,5,8,block_2_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,1,3.75,0.383217490648,False
workload_53.cpp,xczu7ev-ffvc1156-2-e,10,174.80717,59,1,1,5,8,block_2_1,block_64_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_8,pipeline_1,1,3.75,0.350149487816,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10,170.87501,79,1,1,6,14,block_2_1,block_64_1,complete_1,unroll_8,unroll_16,unroll_8,unroll_8,pipeline_1,1,5.5,0.350762426352,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,53.70445,84,1,1,2,4,block_2_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_32,unroll_2,1,2,0.871718070902,False
workload_50.cpp,xczu7ev-ffvc1156-2-e,10,181.8273,92,1,1,2,7,block_2_1,cyclic_128_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_32,pipeline_1,1,2.75,0.332595652423,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10,211.97389,89,1,1,2,4,block_2_1,cyclic_128_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_32,unroll_2,1,2,0.252331016014,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,10,171.0145,87,1,1,2,7,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_8,pipeline_1,unroll_32,pipeline_1,1,2.75,0.365948399246,False
workload_3.cpp,xczu7ev-ffvc1156-2-e,10,171.34154,98,1,1,2,7,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_8,unroll_8,unroll_32,pipeline_1,1,2.75,0.364907248746,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10,21.66794,491,1,1,1,11,block_2_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,1,3.5,0.918668772198,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10,32.52813,52,1,1,1,2,block_2_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_32,pipeline_1,1,1.25,0.992341131388,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,10,164.49805,52,1,1,1,2,block_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,1,1.25,0.389939476479,False
workload_74.cpp,xczu7ev-ffvc1156-2-e,10,179.34349,59,1,1,1,8,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_16,pipeline_1,unroll_2,pipeline_1,1,2.75,0.340061576032,False
workload_34.cpp,xczu7ev-ffvc1156-2-e,10,179.34346,59,1,1,2,9,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_16,pipeline_1,unroll_8,pipeline_1,1,3.25,0.338467280641,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10,27.38186,429,10,1,4,12,block_32_1,block_128_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.771431118994,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10,28.54922,458,10,1,2,12,block_32_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,6.25,0.794756689704,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10,32.26666,87,10,1,5,7,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_2,1,5.75,0.815024798539,False
workload_16.cpp,xczu7ev-ffvc1156-2-e,10,32.264115,90,10,1,5,9,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_2,2,6.25,0.791804277679,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10,32.29994,80,10,1,1,4,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_64,pipeline_1,2,4,0.888225557099,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,10,47.99498,81,10,1,5,13,block_32_1,block_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_2,1,7.25,0.72181338252,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10,43.21869,73,10,1,1,5,block_32_1,block_32_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_32,unroll_2,1,4.25,0.847852307723,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,10,33.52845,52,11,1,1,2,block_32_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_2,1,3.75,0.891983123,False
workload_13.cpp,xczu7ev-ffvc1156-2-e,10,169.02669,132,6,1,4,37,block_32_1,block_4_1,complete_1,pipeline_1,unroll_64,unroll_32,unroll_4,pipeline_1,1,12,0.280421432168,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,10,32.26285,110,10,1,5,14,block_32_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_2,1,7.5,0.734093105243,False
workload_15.cpp,xczu7ev-ffvc1156-2-e,10,168.72077,275,10,1,6,43,block_32_1,block_64_1,complete_1,unroll_8,unroll_64,pipeline_1,unroll_32,pipeline_1,1,15,0.238844927583,False
workload_117.cpp,xczu7ev-ffvc1156-2-e,10,42.8881,132,10,1,2,7,block_32_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,unroll_8,unroll_64,pipeline_1,1,5,0.82286756358,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,10,176.13325,61,10,1,1,7,block_32_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_4,pipeline_1,1,4.75,0.340538888627,False
workload_791.cpp,xczu7ev-ffvc1156-2-e,10,36.34445,131,10,25,38,35,block_32_1,cyclic_32_1,complete_1,unroll_8,unroll_64,pipeline_1,unroll_16,unroll_2,1,27,0.151698993669,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10,32.13325,367,10,1,3,15,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,7.25,0.74562711065,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10,32.13322,361,10,1,3,15,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,7.25,0.745627132984,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10,32.44621,75,10,1,1,4,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_32,pipeline_1,1,4,0.887832652749,False
workload_237.cpp,xczu7ev-ffvc1156-2-e,10,21.64746,400,10,1,3,12,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,6.5,0.782708925246,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10,32.42282,88,10,1,1,4,block_32_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_64,pipeline_1,1,4,0.887895632042,False
workload_61.cpp,xczu7ev-ffvc1156-2-e,10,79.32941,51,6,1,1,3,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,1,2.75,0.733854843284,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,10,204.95146,59,1,1,1,3,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_2,1,1.5,0.2703010587,False
workload_97.cpp,xczu7ev-ffvc1156-2-e,10,202.8193,53,1,1,1,2,block_4_1,block_2_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_32,unroll_2,1,1.25,0.275935962902,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10,211.318515,55.5,1,1,1,3,block_4_1,block_2_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_32,unroll_2,2,1.5,0.254375281038,False
workload_28.cpp,xczu7ev-ffvc1156-2-e,10,215.90602,49,1,1,1,2,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_32,unroll_2,1,1.25,0.24349156344,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10,56.041715,118.5,1,1,5,11,block_4_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_16,unroll_32,unroll_2,2,4.5,0.797108465332,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,10,55.86346,127,1,1,5,12,block_4_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_16,unroll_64,unroll_2,1,4.75,0.789066657516,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10,160.38218,81,1,1,2,9,block_4_1,block_64_1,complete_1,pipeline_1,unroll_8,pipeline_1,unroll_64,pipeline_1,1,3.25,0.398848152805,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10,53.21034,72,1,1,1,3,block_4_1,block_64_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_64,pipeline_1,1,1.5,0.879830849827,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,10,27.38186,455.5,1,1,3,12,block_4_1,cyclic_128_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,2,4.25,0.890218910037,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10,32.1537,413,1,2,4,17,block_4_1,cyclic_128_1,complete_1,unroll_32,pipeline_1,unroll_2,pipeline_1,unroll_2,1,6,0.803557025752,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10,32.1537,382,1,2,4,17,block_4_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,1,6,0.803557025752,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10,27.38186,455,1,1,1,11,block_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,3.5,0.912912920113,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,10,27.38186,441,1,1,2,11,block_4_1,cyclic_64_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,3.75,0.907757708984,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10,32.13322,378,1,1,2,15,block_4_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_64,pipeline_1,pipeline_1,1,4.75,0.860221348764,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10,178.71178,82,1,1,2,5,block_4_1,cyclic_64_1,complete_1,unroll_64,unroll_2,pipeline_1,unroll_64,pipeline_1,1,2.25,0.343134139383,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10,21.62698,454,1,1,5,11,block_64_1,block_128_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,4.5,0.881141214449,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,32.44749,150,1,1,7,12,block_64_1,block_128_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_32,unroll_2,1,5.25,0.837656664141,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10,21.62698,480.5,1,1,5,11,block_64_1,block_128_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,4.5,0.881141214449,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10,32.13322,442,1,55,26,56,block_64_1,block_128_1,complete_1,unroll_32,unroll_2,unroll_8,pipeline_1,pipeline_1,1,34.5,0.100071463033,False
workload_24.cpp,xczu7ev-ffvc1156-2-e,10,26.2145,478,1,1,5,13,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,5,0.856457161015,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10,178.87885,119,1,1,3,10,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,unroll_32,pipeline_1,1,3.75,0.337820941348,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10,178.71178,165,1,1,3,10,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,unroll_64,pipeline_1,1,3.75,0.338320853806,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10,43.21869,164,1,1,3,10,block_64_1,block_128_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_32,pipeline_1,1,3.75,0.868798641493,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10,26.2145,486,1,1,5,13,block_64_1,block_128_1,complete_1,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,5,0.856457161015,False
workload_116.cpp,xczu7ev-ffvc1156-2-e,10,26.2145,466,1,1,5,13,block_64_1,block_128_1,complete_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,1,5,0.856457161015,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,32.11274,396,1,1,5,15,block_64_1,block_128_1,complete_1,unroll_8,unroll_2,unroll_64,pipeline_1,pipeline_1,1,5.5,0.826769305794,False
workload_727.cpp,xczu7ev-ffvc1156-2-e,10,21.64746,431,2,1,2,11,block_64_1,block_16_1,complete_1,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,1,4,0.90648017242,False
workload_771.cpp,xczu7ev-ffvc1156-2-e,10,27.38186,467,1,1,2,12,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,4,0.900021427681,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,24.51466,461,1,1,2,11.5,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,3.875,0.910025084724,False
workload_411.cpp,xczu7ev-ffvc1156-2-e,10,32.5281,67,1,1,1,3,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_32,pipeline_1,1,1.5,0.985387084795,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,74.43466,62,1,1,8,5,block_64_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,3.75,0.739419893671,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10,218.28618,77,1,1,1,12,block_64_1,block_2_1,complete_1,unroll_32,unroll_4,unroll_32,unroll_2,unroll_2,1,3.75,0.234326730643,False
workload_154.cpp,xczu7ev-ffvc1156-2-e,10,34.77514,438,1,3,3,18,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_64,pipeline_1,unroll_2,1,6.25,0.788745385762,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10,42.74986,150,1,1,2,17,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_64,pipeline_1,1,5.25,0.814051194951,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,10,32.153715,405.5,1,27.5,14.5,38,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,20.25,0.28073708131,False
