Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_612.cpp,xczu7ev-ffvc1156-2-e,10,8.66137,452,23,81,41,82,cyclic_128_1,block_128_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,block_32_1,block_32_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,56.75,0.412324105374,False
workload_714.cpp,xczu7ev-ffvc1156-2-e,10,8.67501,453,22,81,42,84,cyclic_128_1,block_128_1,block_4_1,block_16_1,block_16_1,cyclic_128_1,cyclic_32_1,block_32_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,57.25,0.40397236126,False
workload_771.cpp,xczu7ev-ffvc1156-2-e,10,8.68008,553,22,81,43,90,cyclic_128_1,block_128_1,block_4_1,block_16_1,block_16_1,cyclic_64_1,block_128_1,cyclic_64_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,1,59,0.375627650128,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10,8.67501,466,22,81,42,83,cyclic_128_1,block_128_1,block_4_1,block_16_1,block_16_1,cyclic_64_1,cyclic_32_1,block_32_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,57,0.408134253858,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10,14.91557,121,22,1,10,29,cyclic_128_1,block_128_1,block_4_1,block_16_1,block_32_1,cyclic_128_1,block_64_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_8,unroll_2,unroll_2,pipeline_1,1,15.5,0.769136192205,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,14.85568,211,22,0,10,34,cyclic_128_1,block_128_1,block_4_1,block_16_1,block_32_1,cyclic_64_1,block_128_1,block_128_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_32,pipeline_1,1,16.5,0.744935084902,False
workload_656.cpp,xczu7ev-ffvc1156-2-e,10,8.57473,441,24,81,40,80,cyclic_128_1,block_128_1,block_4_1,block_16_1,cyclic_4_1,cyclic_32_1,block_4_1,cyclic_2_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,1,56.25,0.420786072699,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,8.5832,679,23,81,44,91,cyclic_128_1,block_128_1,block_4_1,block_16_1,cyclic_4_1,cyclic_64_1,block_128_1,block_128_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,1,59.75,0.365831454522,False
workload_844.cpp,xczu7ev-ffvc1156-2-e,10,8.66501,443,23,81,41,82,cyclic_128_1,block_128_1,block_4_1,block_2_1,block_16_1,cyclic_64_1,cyclic_32_1,block_32_1,block_8_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,56.75,0.412324117218,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10,14.886,147,26,1,7,36,cyclic_128_1,block_128_1,block_4_1,block_2_1,block_2_1,block_64_1,cyclic_16_1,block_8_1,block_32_1,complete_1,unroll_8,unroll_16,unroll_8,pipeline_1,1,17.5,0.721055311431,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10,8.5832,581,23,81,42,89,cyclic_128_1,block_128_1,block_4_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,block_128_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,1,58.75,0.379583650428,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10,8.5832,487,23,81,41,86,cyclic_128_1,block_128_1,block_4_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,1,57.75,0.395725584159,False
workload_706.cpp,xczu7ev-ffvc1156-2-e,10,8.59009,475,23,81,42,84,cyclic_128_1,block_128_1,block_64_1,block_16_1,block_32_1,cyclic_4_1,cyclic_32_1,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,57.5,0.399832525674,False
workload_781.cpp,xczu7ev-ffvc1156-2-e,10,8.58325,526,23,81,44,88,cyclic_128_1,block_128_1,block_64_1,block_16_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_128_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,1,59,0.375618908373,False
workload_751.cpp,xczu7ev-ffvc1156-2-e,10,8.57301,499,23,81,42,85,cyclic_128_1,block_128_1,block_64_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,1,57.75,0.395724417549,False
workload_766.cpp,xczu7ev-ffvc1156-2-e,10,8.57468,419,24,81,40,83,cyclic_128_1,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_2,1,57,0.408128125862,False
workload_804.cpp,xczu7ev-ffvc1156-2-e,10,8.58825,557,22,81,44,88,cyclic_128_1,block_128_1,cyclic_2_1,block_16_1,block_32_1,cyclic_128_1,cyclic_32_1,block_128_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,58.75,0.379584214181,False
workload_877.cpp,xczu7ev-ffvc1156-2-e,10,8.56961,414,24,81,40,81,cyclic_128_1,block_128_1,cyclic_2_1,block_16_1,block_32_1,cyclic_4_1,block_4_1,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,56.5,0.416537976289,False
workload_932.cpp,xczu7ev-ffvc1156-2-e,10,8.56272,435,24,81,40,82,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_4_1,block_16_1,cyclic_4_1,block_4_1,block_32_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_2,1,56.75,0.412317811458,False
workload_633.cpp,xczu7ev-ffvc1156-2-e,10,35.29949,109,23,0,6,25,cyclic_128_1,block_128_1,cyclic_4_1,block_16_1,block_2_1,cyclic_4_1,cyclic_128_1,block_32_1,cyclic_16_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_2,1,13.5,0.685902407186,False
workload_746.cpp,xczu7ev-ffvc1156-2-e,10,26.02297,92,22,0,7,18,cyclic_128_1,block_128_1,cyclic_4_1,block_16_1,block_32_1,cyclic_128_1,cyclic_32_1,block_128_1,block_32_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1,11.75,0.792503110834,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,8.57985,456,23,81,41,82,cyclic_128_1,block_128_1,cyclic_4_1,block_16_1,block_32_1,cyclic_4_1,cyclic_32_1,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,56.75,0.412319731387,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10,35.28933,98,23,0,6,25,cyclic_128_1,block_128_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_4_1,block_64_1,block_32_1,cyclic_16_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_2,1,13.5,0.6859913614,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10,19.2232,229,24,0,8,40,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,cyclic_8_1,cyclic_64_1,block_64_1,complete_1,unroll_4,unroll_2,unroll_32,unroll_8,1,18,0.701401632095,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10,8.6344,540,26,81,43,97,cyclic_128_1,block_16_1,block_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,block_128_1,block_16_1,complete_1,pipeline_1,unroll_32,unroll_64,unroll_8,1,61.75,0.365844611583,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10,8.65108,510,27,81,40,85,cyclic_128_1,block_16_1,block_4_1,cyclic_4_1,block_2_1,block_64_1,cyclic_128_1,block_8_1,block_32_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_2,1,58.25,0.387604327739,False
workload_55.cpp,xczu7ev-ffvc1156-2-e,10,8.64852,475,27,81,41,83,cyclic_128_1,block_16_1,block_4_1,cyclic_4_1,block_2_1,block_64_1,cyclic_32_1,block_8_1,block_32_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_2,1,58,0.391653612737,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10,8.63432,447,26,81,39,83,cyclic_128_1,block_16_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,unroll_32,unroll_64,unroll_8,1,57.25,0.403970585961,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10,8.66956,547,25,81,42,87,cyclic_128_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,cyclic_16_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,pipeline_1,1,58.75,0.379591543516,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,8.65984,559,25,81,42,87,cyclic_128_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,cyclic_8_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,1,58.75,0.379590840521,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10,8.60356,522,28,81,42,89,cyclic_128_1,block_32_1,block_4_1,block_4_1,cyclic_128_1,block_64_1,cyclic_32_1,cyclic_64_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,1,60,0.36583481946,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10,8.64724,450,25,81,42,86,cyclic_128_1,block_64_1,block_4_1,cyclic_4_1,block_2_1,block_64_1,cyclic_16_1,block_8_1,block_32_1,complete_1,pipeline_1,unroll_8,unroll_64,unroll_2,1,58.5,0.383582818947,False
workload_107.cpp,xczu7ev-ffvc1156-2-e,10,17.46832,626,48,0,5,90,cyclic_128_1,block_8_1,block_16_1,block_2_1,cyclic_4_1,cyclic_128_1,block_2_1,cyclic_32_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_16,unroll_64,1,35.75,0.436260334362,False
workload_670.cpp,xczu7ev-ffvc1156-2-e,10,8.57468,463,24,81,38,81,cyclic_128_1,block_8_1,block_2_1,block_16_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,56,0.425061794146,False
workload_556.cpp,xczu7ev-ffvc1156-2-e,10,8.55937,417,25,81,38,78,cyclic_128_1,block_8_1,block_2_1,block_2_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,55.5,0.433696585896,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,8.55765,422,25,81,38,78,cyclic_128_1,block_8_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,55.5,0.433696518957,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10,8.56961,415,24,81,38,79,cyclic_128_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,55.5,0.433696545996,False
workload_380.cpp,xczu7ev-ffvc1156-2-e,10,8.59516,442,24,81,38,81,cyclic_128_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,1,56,0.425062819764,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,14.80249,104,24,0,3,24,cyclic_128_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,unroll_16,pipeline_1,unroll_2,pipeline_1,1,12.75,0.83813388827,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10,8.57985,431,24,81,39,80,cyclic_128_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,cyclic_4_1,cyclic_32_1,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,56,0.425062147304,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,8.637,428,26,81,40,81,cyclic_128_1,block_8_1,block_2_1,cyclic_4_1,block_32_1,block_4_1,block_4_1,block_2_1,block_32_1,complete_1,pipeline_1,unroll_8,unroll_4,unroll_2,1,57,0.408133131923,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10,8.64005,463,24,81,40,82,cyclic_128_1,block_8_1,cyclic_2_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_16,unroll_2,pipeline_1,1,56.75,0.41232372121,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10,8.64429,409,24,81,39,79,cyclic_128_1,block_8_1,cyclic_2_1,cyclic_32_1,block_32_1,cyclic_4_1,block_2_1,block_32_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,55.75,0.429359468783,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10,8.56961,438,25,81,38,79,cyclic_128_1,block_8_1,cyclic_4_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,55.75,0.429365265126,False
workload_956.cpp,xczu7ev-ffvc1156-2-e,10,8.57468,590,23,81,44,91,cyclic_128_1,cyclic_128_1,block_2_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_64_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,59.75,0.365830494696,False
workload_399.cpp,xczu7ev-ffvc1156-2-e,10,14.89624,163,24,1,6,35,cyclic_128_1,cyclic_128_1,block_2_1,block_4_1,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_16,unroll_2,unroll_4,pipeline_1,1,16.5,0.744891167556,False
workload_824.cpp,xczu7ev-ffvc1156-2-e,10,46.38977,130,22,0,7,27,cyclic_128_1,cyclic_128_1,block_4_1,block_16_1,block_128_1,cyclic_64_1,cyclic_32_1,block_32_1,block_16_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,1,14,0.583731286488,False
workload_528.cpp,xczu7ev-ffvc1156-2-e,10,8.59344,583,23,81,43,87,cyclic_128_1,cyclic_128_1,block_4_1,block_2_1,block_32_1,cyclic_64_1,block_4_1,block_128_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,58.5,0.383577821636,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10,14.85748,162,24,0,7,27,cyclic_128_1,cyclic_128_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,block_128_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,1,14.5,0.793895902442,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,8.6034,570,24,81,43,89,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_64,1,59.25,0.371684634663,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,10,8.59849,520,23,81,44,86,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,1,58.5,0.38357835689,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10,8.60356,584,23,81,44,90,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,1,59.5,0.367776495676,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10,8.60356,601,23,81,44,90,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,1,59.5,0.367776495676,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10,8.60356,597,23,81,44,90,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_64,1,59.5,0.367776495676,False
