Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Replicate_Count,Area,Weight,is_pareto
bbgemm_100.c,xczu7ev-ffvc1156-2-e,10,9.54968,1956,1,1,51,76,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,1,32.25,0.158469021537,False
bbgemm_260.c,xczu7ev-ffvc1156-2-e,10,3.19552,369.5,1,1,41,48.5,unroll_16,unroll_64,unroll_2,pipeline_1,pipeline_1,2,22.875,0.42669154915,False
bbgemm_438.c,xczu7ev-ffvc1156-2-e,10,2.13056,387,1,1,54,52,unroll_16,unroll_64,unroll_2,pipeline_1,unroll_8,1,27,0.401019364907,False
bbgemm_317.c,xczu7ev-ffvc1156-2-e,10,9.5648,491,1,1,25,39,unroll_16,unroll_64,unroll_2,unroll_2,pipeline_1,1,16.5,0.31165702331,False
bbgemm_355.c,xczu7ev-ffvc1156-2-e,10,3.19552,1309,1,1,81,96,unroll_16,unroll_64,unroll_4,pipeline_1,pipeline_1,1,44.75,0.107423679704,False
bbgemm_276.c,xczu7ev-ffvc1156-2-e,10,3.19552,368,1,1,40,48,unroll_16,unroll_8,unroll_2,pipeline_1,pipeline_1,3,22.5,0.4368596382,False
bbgemm_343.c,xczu7ev-ffvc1156-2-e,10,2.13056,442,1,1,54,52,unroll_16,unroll_8,unroll_2,pipeline_1,unroll_8,1,27,0.401019364907,False
bbgemm_354.c,xczu7ev-ffvc1156-2-e,10,9.5648,516,1,1,25,39,unroll_16,unroll_8,unroll_2,unroll_2,pipeline_1,1,16.5,0.31165702331,False
bbgemm_180.c,xczu7ev-ffvc1156-2-e,10,1.91385,1002,1,14,44,40,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,24.75,0.432152246546,False
bbgemm_114.c,xczu7ev-ffvc1156-2-e,10,1.91385,1079,1,14,44,40,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,1,24.75,0.432152246546,False
bbgemm_179.c,xczu7ev-ffvc1156-2-e,10,1.91385,1109,1,14,44,40,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,24.75,0.432152246546,False
bbgemm_334.c,xczu7ev-ffvc1156-2-e,10,0.95913,133,1,6,41,27,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,18.75,1,True
bbgemm_372.c,xczu7ev-ffvc1156-2-e,10,3.80645,375.5,1,10,30,24,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,2,16.25,0.540535514558,False
bbgemm_370.c,xczu7ev-ffvc1156-2-e,10,1.03097,137.5,1,6,42,27,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,2,19,0.584567127873,False
bbgemm_161.c,xczu7ev-ffvc1156-2-e,10,1.10281,129,1,6,43,27,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,1,19.25,0.57501009062,False
bbgemm_259.c,xczu7ev-ffvc1156-2-e,10,12.87237,78,1,1,8,12,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,3,5.5,0.506613896845,False
bbgemm_457.c,xczu7ev-ffvc1156-2-e,10,12.87237,84,1,1,9,13,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,1,6,0.4958364109,False
bbgemm_363.c,xczu7ev-ffvc1156-2-e,10,11.69477,87,1,1,7,12,unroll_2,unroll_16,unroll_2,unroll_2,pipeline_1,1,5.25,0.538411569173,False
bbgemm_225.c,xczu7ev-ffvc1156-2-e,10,11.61285,160,1,1,14,23,unroll_2,unroll_16,unroll_2,unroll_4,pipeline_1,1,9.75,0.440983336824,False
bbgemm_164.c,xczu7ev-ffvc1156-2-e,10,11.68453,182,1,1,14,24,unroll_2,unroll_16,unroll_4,unroll_2,pipeline_1,1,10,0.433906285975,False
bbgemm_236.c,xczu7ev-ffvc1156-2-e,10,0.95981,51,1,6,12,10,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,5,7.25,1,True
bbgemm_314.c,xczu7ev-ffvc1156-2-e,10,2.85229,124,1,3,8,8,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,3,5,1,True
bbgemm_336.c,xczu7ev-ffvc1156-2-e,10,1.03165,49.5,1,6,12,10,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,4,7.25,0.819981145635,False
bbgemm_330.c,xczu7ev-ffvc1156-2-e,10,1.63501,60.5,1,5,10.5,10,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,2,6.625,1,True
bbgemm_81.c,xczu7ev-ffvc1156-2-e,10,10.90669,151,1,1,17,24,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,1,10.75,0.428863642684,False
bbgemm_165.c,xczu7ev-ffvc1156-2-e,10,11.88973,38,1,1,2,3,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,4,1.75,0.585672089935,False
bbgemm_413.c,xczu7ev-ffvc1156-2-e,10,11.88973,44,1,1,2,4,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,2,2,0.58450225343,False
bbgemm_281.c,xczu7ev-ffvc1156-2-e,10,13.00589,38.5,1,1,1,2.5,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,2,1.375,1,True
bbgemm_395.c,xczu7ev-ffvc1156-2-e,10,3.38029,42,1,1,1,4,unroll_2,unroll_2,unroll_2,unroll_2,unroll_8,1,1.75,1,True
bbgemm_467.c,xczu7ev-ffvc1156-2-e,10,11.49037,80,1,1,7,11,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,1,5,0.546049531419,False
bbgemm_290.c,xczu7ev-ffvc1156-2-e,10,12.87277,51,1,1,4,6,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline_1,1,3,0.558694258655,False
bbgemm_393.c,xczu7ev-ffvc1156-2-e,10,11.68493,44,1,1,3,6,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,1,2.75,0.578771420962,False
bbgemm_486.c,xczu7ev-ffvc1156-2-e,10,10.74509,1515,1,1,65,88,unroll_2,unroll_2,unroll_64,pipeline_1,pipeline_1,1,38.75,0.10623458193,False
bbgemm_462.c,xczu7ev-ffvc1156-2-e,10,11.64077,2417,1,1,56,90,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,1,37,0.107082287132,False
bbgemm_348.c,xczu7ev-ffvc1156-2-e,10,3.80645,415,1,10,30,24,unroll_2,unroll_32,pipeline_1,pipeline_1,unroll_8,1,16.25,0.540535514558,False
bbgemm_159.c,xczu7ev-ffvc1156-2-e,10,0.95949,70,1,6,22,17,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,5,11.5,1,True
bbgemm_350.c,xczu7ev-ffvc1156-2-e,10,2.85197,226,1,3,16,15,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_8,3,8.75,0.750392546864,False
bbgemm_380.c,xczu7ev-ffvc1156-2-e,10,0.95949,68,1,6,22,17,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,2,11.5,1,True
bbgemm_186.c,xczu7ev-ffvc1156-2-e,10,1.10317,78,1,6,22,17,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,1,11.5,0.734163631906,False
bbgemm_241.c,xczu7ev-ffvc1156-2-e,10,1.63469,93,1,5,19.5,17,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_8,2,10.625,0.732287647188,False
bbgemm_207.c,xczu7ev-ffvc1156-2-e,10,1.10317,69,1,6,22,17,unroll_2,unroll_4,pipeline_1,unroll_4,pipeline_1,1,11.5,0.734163631906,False
bbgemm_289.c,xczu7ev-ffvc1156-2-e,10,0.95949,81,1,6,22,18,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline_1,1,11.75,0.727088212813,False
bbgemm_0.c,xczu7ev-ffvc1156-2-e,10,11.88957,49.5,1,1,4,6,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,4,3,0.574568606846,False
bbgemm_309.c,xczu7ev-ffvc1156-2-e,10,11.88957,56,1,1,4,7,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_8,2,3.25,0.5710714957,False
bbgemm_137.c,xczu7ev-ffvc1156-2-e,10,13.00573,51.5,1,1,3,5.5,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,2,2.625,0.561879991455,False
bbgemm_256.c,xczu7ev-ffvc1156-2-e,10,14.23453,70,1,1,6,9,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,1,4.25,0.474241363506,False
bbgemm_120.c,xczu7ev-ffvc1156-2-e,10,10.90653,157,1,1,17,24,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,1,10.75,0.428865828747,False
bbgemm_181.c,xczu7ev-ffvc1156-2-e,10,11.88957,157.5,1,1,17,24.5,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_4,2,10.875,0.409924324409,False
bbgemm_286.c,xczu7ev-ffvc1156-2-e,10,0.95913,135,1,6,41,27,unroll_2,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,18.75,1,True
bbgemm_202.c,xczu7ev-ffvc1156-2-e,10,1.10281,125,1,6,43,27,unroll_2,unroll_64,pipeline_1,pipeline_1,unroll_2,1,19.25,0.57501009062,False
bbgemm_279.c,xczu7ev-ffvc1156-2-e,10,1.68435,172.5,1,5,37,25,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_8,2,17,0.590306919301,False
bbgemm_146.c,xczu7ev-ffvc1156-2-e,10,10.90629,1506.5,1,1,69,98,unroll_2,unroll_64,unroll_16,pipeline_1,pipeline_1,2,42.25,0.1,False
bbgemm_121.c,xczu7ev-ffvc1156-2-e,10,11.88933,80.5,1,1,8.5,12,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,4,5.625,0.527575999308,False
bbgemm_305.c,xczu7ev-ffvc1156-2-e,10,11.88933,96.5,1,1,9,13,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_8,2,6,0.519720276066,False
bbgemm_304.c,xczu7ev-ffvc1156-2-e,10,14.31621,85,1,1,6,10,unroll_2,unroll_64,unroll_2,unroll_2,pipeline_1,1,4.5,0.466182122863,False
bbgemm_167.c,xczu7ev-ffvc1156-2-e,10,12.87237,157,1,1,17,25,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,1,11,0.385933808672,False
bbgemm_170.c,xczu7ev-ffvc1156-2-e,10,10.90629,376,1,1,34,49,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,21.25,0.223061148688,False
bbgemm_271.c,xczu7ev-ffvc1156-2-e,10,0.95913,135,1,6,41,27,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,3,18.75,1,True
bbgemm_485.c,xczu7ev-ffvc1156-2-e,10,3.80645,421,1,10,30,24,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,1,16.25,0.540535514558,False
bbgemm_390.c,xczu7ev-ffvc1156-2-e,10,0.95913,136,1,6,41,27,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,2,18.75,1,True
bbgemm_142.c,xczu7ev-ffvc1156-2-e,10,10.90629,1521,1,1,69,98,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_2,1,42.25,0.1,False
bbgemm_240.c,xczu7ev-ffvc1156-2-e,10,11.88933,81.5,1,1,8.5,12,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,4,5.625,0.527575999308,False
bbgemm_426.c,xczu7ev-ffvc1156-2-e,10,11.69477,77,1,1,7,12,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,5.25,0.538411569173,False
bbgemm_433.c,xczu7ev-ffvc1156-2-e,10,3.34405,116,1,1,2,12,unroll_2,unroll_8,unroll_2,unroll_2,unroll_8,1,4,1,True
bbgemm_383.c,xczu7ev-ffvc1156-2-e,10,12.87237,158,1,1,17,25,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,1,11,0.385933808672,False
bbgemm_294.c,xczu7ev-ffvc1156-2-e,10,3.19552,353,1,1,40,48,unroll_32,unroll_16,unroll_2,pipeline_1,pipeline_1,1,22.5,0.4368596382,False
bbgemm_242.c,xczu7ev-ffvc1156-2-e,10,0.37896,124,1,6,60,40,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,3,26.75,1,True
bbgemm_418.c,xczu7ev-ffvc1156-2-e,10,0.37896,145,1,6,60,40,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,1,26.75,1,True
bbgemm_429.c,xczu7ev-ffvc1156-2-e,10,0.37896,145.5,1,6,60,40,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,2,26.75,1,True
bbgemm_409.c,xczu7ev-ffvc1156-2-e,10,0.37896,123,1,6,60,40,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_8,1,26.75,1,True
bbgemm_478.c,xczu7ev-ffvc1156-2-e,10,0.37896,149,1,6,60,40,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,1,26.75,1,True
bbgemm_182.c,xczu7ev-ffvc1156-2-e,10,3.19592,1233,1,1,80,99,unroll_32,unroll_2,unroll_16,pipeline_1,pipeline_1,1,45.25,0.105251209602,False
bbgemm_101.c,xczu7ev-ffvc1156-2-e,10,3.19592,72,1,1,10,12.5,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,4,6.125,0.855675713788,False
bbgemm_361.c,xczu7ev-ffvc1156-2-e,10,2.11048,82,1,1,13,13.5,unroll_32,unroll_2,unroll_2,pipeline_1,unroll_8,2,7.125,0.826541429366,False
bbgemm_414.c,xczu7ev-ffvc1156-2-e,10,10.22056,82.5,1,1,6,9.5,unroll_32,unroll_2,unroll_2,unroll_2,pipeline_1,2,4.375,0.565720536023,False
bbgemm_428.c,xczu7ev-ffvc1156-2-e,10,3.626,105,1,1,6,13,unroll_32,unroll_2,unroll_2,unroll_2,unroll_8,1,5.25,0.87516365677,False
bbgemm_224.c,xczu7ev-ffvc1156-2-e,10,3.19592,336.5,1,1,40,49,unroll_32,unroll_2,unroll_8,pipeline_1,pipeline_1,2,22.75,0.430078102519,False
bbgemm_134.c,xczu7ev-ffvc1156-2-e,10,3.19576,134.5,1,1,20.5,24.5,unroll_32,unroll_4,unroll_2,pipeline_1,pipeline_1,4,11.75,0.663163497666,False
bbgemm_162.c,xczu7ev-ffvc1156-2-e,10,3.19576,145,1,1,21,25,unroll_32,unroll_4,unroll_2,pipeline_1,unroll_4,1,12,0.657472372532,False
bbgemm_284.c,xczu7ev-ffvc1156-2-e,10,2.11032,168.5,1,1,27,27,unroll_32,unroll_4,unroll_2,pipeline_1,unroll_8,2,14,0.63048309588,False
bbgemm_387.c,xczu7ev-ffvc1156-2-e,10,10.87576,178,1,1,12,18,unroll_32,unroll_4,unroll_2,unroll_2,pipeline_1,1,8,0.492428545192,False
bbgemm_215.c,xczu7ev-ffvc1156-2-e,10,10.79384,478,1,1,23,34,unroll_32,unroll_4,unroll_2,unroll_4,pipeline_1,1,14.75,0.337913603717,False
bbgemm_231.c,xczu7ev-ffvc1156-2-e,10,9.36024,1640,1,1,49,72,unroll_32,unroll_4,unroll_2,unroll_8,pipeline_1,1,30.75,0.174826024617,False
bbgemm_264.c,xczu7ev-ffvc1156-2-e,10,3.19576,341,1,1,40,50,unroll_32,unroll_4,unroll_4,pipeline_1,pipeline_1,1,23,0.423287772719,False
bbgemm_324.c,xczu7ev-ffvc1156-2-e,10,9.5548,526,1,1,25,39,unroll_32,unroll_4,unroll_4,unroll_2,pipeline_1,1,16.5,0.312043240977,False
bbgemm_185.c,xczu7ev-ffvc1156-2-e,10,3.19576,1244,1,1,81,99,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline_1,1,45.5,0.104305302888,False
bbgemm_230.c,xczu7ev-ffvc1156-2-e,10,3.19576,1306,1,1,81,99,unroll_32,unroll_4,unroll_8,pipeline_1,unroll_2,1,45.5,0.104305302888,False
bbgemm_104.c,xczu7ev-ffvc1156-2-e,10,3.19552,357.5,1,1,41,48.5,unroll_32,unroll_64,unroll_2,pipeline_1,pipeline_1,4,22.875,0.42669154915,False
bbgemm_423.c,xczu7ev-ffvc1156-2-e,10,3.19552,353,1,1,42,49,unroll_32,unroll_64,unroll_2,pipeline_1,unroll_2,1,23.25,0.416488286317,False
bbgemm_262.c,xczu7ev-ffvc1156-2-e,10,2.11008,435.5,1,1,54,50,unroll_32,unroll_64,unroll_2,pipeline_1,unroll_8,2,26.5,0.409233701713,False
bbgemm_168.c,xczu7ev-ffvc1156-2-e,10,3.19552,350.5,1,1,41,48.5,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline_1,4,22.875,0.42669154915,False
bbgemm_346.c,xczu7ev-ffvc1156-2-e,10,2.13056,380,1,1,54,52,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_8,1,27,0.401019364907,False
bbgemm_229.c,xczu7ev-ffvc1156-2-e,10,10.22016,501.5,1,1,24,37.5,unroll_32,unroll_8,unroll_2,unroll_2,pipeline_1,2,15.875,0.318461379551,False
bbgemm_461.c,xczu7ev-ffvc1156-2-e,10,3.6256,537,1,1,22,36,unroll_32,unroll_8,unroll_2,unroll_2,unroll_8,1,15,0.560300620628,False
bbgemm_194.c,xczu7ev-ffvc1156-2-e,10,1.94073,1933,1,14,87,77,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,44.75,0.10851086457,False
bbgemm_125.c,xczu7ev-ffvc1156-2-e,10,1.94073,2007,1,14,87,77,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,44.75,0.10851086457,False
bbgemm_86.c,xczu7ev-ffvc1156-2-e,10,1.94073,2289,1,14,86,79,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,45,0.107279880084,False
bbgemm_42.c,xczu7ev-ffvc1156-2-e,10,1.94073,2060,1,14,87,77,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_4,1,44.75,0.10851086457,False
bbgemm_192.c,xczu7ev-ffvc1156-2-e,10,1.94073,2253,1,14,87,77,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,44.75,0.10851086457,False
bbgemm_248.c,xczu7ev-ffvc1156-2-e,10,1.46501,238,1,6,68,37,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,28,0.397421539339,False
bbgemm_266.c,xczu7ev-ffvc1156-2-e,10,4.14895,916,1,11,63,43,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_8,1,29.5,0.306960713171,False
bbgemm_103.c,xczu7ev-ffvc1156-2-e,10,1.46501,297,1,6,68,37,unroll_4,unroll_16,pipeline_1,unroll_4,unroll_4,1,28,0.397421539339,False
bbgemm_139.c,xczu7ev-ffvc1156-2-e,10,1.70171,289,1,5,72,37,unroll_4,unroll_16,pipeline_1,unroll_4,unroll_8,1,28.75,0.375232430832,False
bbgemm_200.c,xczu7ev-ffvc1156-2-e,10,1.35795,72,1,6,17.5,15,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,2,9.875,0.737689377002,False
bbgemm_138.c,xczu7ev-ffvc1156-2-e,10,2.93243,266,1,3,17,15,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_8,1,9,0.738946160695,False
bbgemm_448.c,xczu7ev-ffvc1156-2-e,10,1.61227,100,1,5,18,17,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,1,10.25,0.735064576483,False
bbgemm_237.c,xczu7ev-ffvc1156-2-e,10,1.25019,75,1,6,17,15,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,1,9.75,0.737252273076,False
bbgemm_342.c,xczu7ev-ffvc1156-2-e,10,13.33867,49.5,1,1,4,6,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline_1,2,3,0.540620523816,False
bbgemm_169.c,xczu7ev-ffvc1156-2-e,10,14.48555,51,1,1,4,7,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,1,3.25,0.473698268018,False
bbgemm_405.c,xczu7ev-ffvc1156-2-e,10,3.40075,55,1,1,1,6,unroll_4,unroll_2,unroll_2,unroll_2,unroll_8,1,2.25,0.97361884514,False
bbgemm_245.c,xczu7ev-ffvc1156-2-e,10,11.68491,85,1,1,7,11,unroll_4,unroll_2,unroll_4,unroll_2,pipeline_1,1,5,0.543419197417,False
bbgemm_254.c,xczu7ev-ffvc1156-2-e,10,1.46501,275,1,6,68,37,unroll_4,unroll_32,pipeline_1,unroll_4,pipeline_1,1,28,0.397421539339,False
bbgemm_214.c,xczu7ev-ffvc1156-2-e,10,1.70171,306,1,5,72,37,unroll_4,unroll_32,pipeline_1,unroll_4,unroll_8,1,28.75,0.375232430832,False
bbgemm_84.c,xczu7ev-ffvc1156-2-e,10,14.48515,387,1,1,33,50,unroll_4,unroll_32,unroll_4,pipeline_1,unroll_4,1,21.25,0.173240456416,False
bbgemm_216.c,xczu7ev-ffvc1156-2-e,10,1.24987,112,1,6,32,26,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,2,16.25,0.594116216573,False
bbgemm_243.c,xczu7ev-ffvc1156-2-e,10,1.24987,131,1,6,32,26,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_2,1,16.25,0.594116216573,False
bbgemm_175.c,xczu7ev-ffvc1156-2-e,10,2.93211,510,1,3,32,28,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_8,1,16,0.569305632121,False
bbgemm_280.c,xczu7ev-ffvc1156-2-e,10,1.67131,150,1,5,38,27,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_8,1,17.75,0.586575430606,False
bbgemm_62.c,xczu7ev-ffvc1156-2-e,10,13.33851,81,1,1,8,12.5,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline_1,2,5.625,0.488279544726,False
bbgemm_160.c,xczu7ev-ffvc1156-2-e,10,14.48539,74,1,1,8,13,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_2,1,5.75,0.437696987761,False
bbgemm_132.c,xczu7ev-ffvc1156-2-e,10,14.48539,86,1,1,8,13,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_4,1,5.75,0.437696987761,False
bbgemm_205.c,xczu7ev-ffvc1156-2-e,10,12.19163,89,1,1,8,13,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_8,1,5.75,0.518926064823,False
bbgemm_174.c,xczu7ev-ffvc1156-2-e,10,11.69499,75,1,1,7,11,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,1,5,0.543272952673,False
bbgemm_150.c,xczu7ev-ffvc1156-2-e,10,1.24949,253.5,1,6,62,37,unroll_4,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,26.5,0.431273991769,False
bbgemm_122.c,xczu7ev-ffvc1156-2-e,10,1.46501,253,1,6,68,37,unroll_4,unroll_64,pipeline_1,unroll_4,unroll_4,1,28,0.397421539339,False
bbgemm_210.c,xczu7ev-ffvc1156-2-e,10,11.69475,171,1,1,14,24,unroll_4,unroll_64,unroll_2,unroll_2,pipeline_1,1,10,0.433718563683,False
bbgemm_437.c,xczu7ev-ffvc1156-2-e,10,3.34659,230,1,1,4,20,unroll_4,unroll_64,unroll_2,unroll_2,unroll_8,1,6.5,0.835699955242,False
bbgemm_65.c,xczu7ev-ffvc1156-2-e,10,14.48515,378,1,1,33,50,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,1,21.25,0.173240456416,False
bbgemm_188.c,xczu7ev-ffvc1156-2-e,10,1.46501,250,1,6,68,37,unroll_4,unroll_8,pipeline_1,unroll_4,unroll_4,1,28,0.397421539339,False
