Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,Replicate_Count,Area,Weight,is_pareto
ss_sort_178.c,xczu7ev-ffvc1156-2-e,10,2.40451,34,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_2,1,1.25,0.736200173219,False
ss_sort_147.c,xczu7ev-ffvc1156-2-e,10,2.44081,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,1,1.25,0.735852771516,False
ss_sort_181.c,xczu7ev-ffvc1156-2-e,10,2.44081,28,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_4,unroll_4,unroll_2,1,1.25,0.735852771516,False
ss_sort_286.c,xczu7ev-ffvc1156-2-e,10,2.15593,39,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,1,1.75,0.952676898738,False
ss_sort_271.c,xczu7ev-ffvc1156-2-e,10,2.15663,41,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_4,1,1.75,0.952040669255,False
ss_sort_347.c,xczu7ev-ffvc1156-2-e,10,2.15663,44,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.75,0.952040669255,False
ss_sort_316.c,xczu7ev-ffvc1156-2-e,10,2.15663,42,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_4,1,1.75,0.952040669255,False
ss_sort_383.c,xczu7ev-ffvc1156-2-e,10,2.15665,48,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,1,1.75,0.952022393988,False
ss_sort_240.c,xczu7ev-ffvc1156-2-e,10,2.17455,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,1.25,0.954780195828,False
ss_sort_312.c,xczu7ev-ffvc1156-2-e,10,2.17455,31,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_4,1,1.25,0.954780195828,False
ss_sort_353.c,xczu7ev-ffvc1156-2-e,10,2.23599,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.871377619271,False
ss_sort_394.c,xczu7ev-ffvc1156-2-e,10,2.17455,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1.25,0.954780195828,False
ss_sort_279.c,xczu7ev-ffvc1156-2-e,10,2.17455,27,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.954780195828,False
ss_sort_298.c,xczu7ev-ffvc1156-2-e,10,2.17457,32,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.25,0.954752350102,False
ss_sort_369.c,xczu7ev-ffvc1156-2-e,10,2.17411,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,1,1.25,0.955392916542,False
ss_sort_325.c,xczu7ev-ffvc1156-2-e,10,2.17411,32,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_4,1,1.25,0.955392916542,False
ss_sort_241.c,xczu7ev-ffvc1156-2-e,10,2.23601,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,1,1.25,0.871351166898,False
ss_sort_280.c,xczu7ev-ffvc1156-2-e,10,2.23555,27,1,1,1,3,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1.5,0.868767512609,False
ss_sort_160.c,xczu7ev-ffvc1156-2-e,10,2.40495,32,1,1,1,3,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_32,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.732776676623,False
ss_sort_232.c,xczu7ev-ffvc1156-2-e,10,2.27635,37,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,1,1.75,0.810468361143,False
ss_sort_323.c,xczu7ev-ffvc1156-2-e,10,2.16159,49,1,1,1,7,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_4,1,2.5,0.904737963755,False
ss_sort_202.c,xczu7ev-ffvc1156-2-e,10,2.48601,31,1,1,1,3,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.728172442497,False
ss_sort_252.c,xczu7ev-ffvc1156-2-e,10,2.17881,36,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,1,1.75,0.929079723313,False
ss_sort_303.c,xczu7ev-ffvc1156-2-e,10,2.17951,38,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_4,1,2,0.916111811475,False
ss_sort_296.c,xczu7ev-ffvc1156-2-e,10,2.17951,42,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_32,unroll_16,unroll_4,unroll_4,unroll_4,1,2,0.916111811475,False
ss_sort_311.c,xczu7ev-ffvc1156-2-e,10,2.17951,39,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_32,unroll_4,pipeline_1,unroll_4,unroll_4,1,2,0.916111811475,False
ss_sort_146.c,xczu7ev-ffvc1156-2-e,10,2.24095,36,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_32,unroll_4,unroll_2,unroll_4,pipeline_1,1,2,0.846295679168,False
ss_sort_182.c,xczu7ev-ffvc1156-2-e,10,2.17951,37.5,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_32,unroll_4,unroll_2,unroll_4,unroll_4,2,2,0.916111811475,False
ss_sort_242.c,xczu7ev-ffvc1156-2-e,10,2.17951,33,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_32,unroll_8,pipeline_1,unroll_4,unroll_4,1,2,0.916111811475,False
ss_sort_313.c,xczu7ev-ffvc1156-2-e,10,2.17953,36,1,1,1,5,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_4,1,2,0.916091395237,False
ss_sort_318.c,xczu7ev-ffvc1156-2-e,10,2.15961,65,1,1,1,9,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,1,3,0.86234507295,False
ss_sort_309.c,xczu7ev-ffvc1156-2-e,10,2.16031,78,1,1,1,9,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_32,pipeline_1,unroll_2,unroll_4,unroll_4,1,3,0.862045146276,False
ss_sort_239.c,xczu7ev-ffvc1156-2-e,10,2.16031,67,1,1,1,9,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,1,3,0.862045146276,False
ss_sort_24.c,xczu7ev-ffvc1156-2-e,10,2.16031,65.5,1,1,1,9,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_32,unroll_2,unroll_2,unroll_4,unroll_4,2,3,0.862045146276,False
ss_sort_328.c,xczu7ev-ffvc1156-2-e,10,2.16033,67,1,1,1,9,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_4,1,3,0.862036480259,False
ss_sort_461.c,xczu7ev-ffvc1156-2-e,10,2.60449,24,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.662380340567,False
ss_sort_559.c,xczu7ev-ffvc1156-2-e,10,2.60449,27,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,1,1.25,0.662380340567,False
ss_sort_664.c,xczu7ev-ffvc1156-2-e,10,2.44009,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,1,1.25,0.735861994788,False
ss_sort_482.c,xczu7ev-ffvc1156-2-e,10,2.23599,30,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.871377619271,False
ss_sort_488.c,xczu7ev-ffvc1156-2-e,10,2.44079,28,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_2,unroll_2,pipeline_1,1,1.25,0.735853029431,False
ss_sort_227.c,xczu7ev-ffvc1156-2-e,10,2.17567,66,1,1,1,13,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_32,pipeline_1,unroll_2,unroll_4,unroll_4,1,4,0.811179575948,False
ss_sort_289.c,xczu7ev-ffvc1156-2-e,10,2.17567,70,1,1,1,13,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,1,4,0.811179575948,False
ss_sort_263.c,xczu7ev-ffvc1156-2-e,10,2.17567,66.5,1,1,1,13,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_4,2,4,0.811179575948,False
ss_sort_377.c,xczu7ev-ffvc1156-2-e,10,2.41119,65,1,1,1,7,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_64,unroll_32,unroll_16,unroll_2,unroll_2,unroll_4,1,2.5,0.694293651079,False
ss_sort_138.c,xczu7ev-ffvc1156-2-e,10,2.52821,39,1,1,1,4,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.75,0.705158928753,False
ss_sort_261.c,xczu7ev-ffvc1156-2-e,10,2.54431,36,1,1,1,3,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_32,unroll_4,unroll_2,unroll_4,unroll_4,1,1.5,0.710122015255,False
ss_sort_170.c,xczu7ev-ffvc1156-2-e,10,2.25759,36,1,1,1,3,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_32,unroll_8,pipeline_1,unroll_4,unroll_4,1,1.5,0.840529518596,False
ss_sort_278.c,xczu7ev-ffvc1156-2-e,10,2.23841,61,1,1,1,8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_64,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,1,2.75,0.818975622628,False
ss_sort_142.c,xczu7ev-ffvc1156-2-e,10,2.40079,65,1,1,2,10,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_32,unroll_32,unroll_8,pipeline_1,pipeline_1,pipeline_1,2,3.5,0.634584092407,False
ss_sort_273.c,xczu7ev-ffvc1156-2-e,10,2.26225,45,1,1,1,5,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_4,1,2,0.820724166417,False
ss_sort_174.c,xczu7ev-ffvc1156-2-e,10,2.40005,50,1,1,1,6,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_8,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.707853211712,False
ss_sort_220.c,xczu7ev-ffvc1156-2-e,10,2.33935,34,1,1,1,4,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_4,pipeline_1,1,1.75,0.735227193551,False
ss_sort_176.c,xczu7ev-ffvc1156-2-e,10,2.33935,38,1,1,1,4,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_4,pipeline_1,1,1.75,0.735227193551,False
ss_sort_153.c,xczu7ev-ffvc1156-2-e,10,2.68681,86,1,1,3,15,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_16,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,5,0.426434389343,False
ss_sort_66.c,xczu7ev-ffvc1156-2-e,10,2.61583,50,1,1,1,7,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_16,unroll_32,unroll_8,unroll_8,unroll_4,pipeline_1,1,2.5,0.604644883368,False
ss_sort_126.c,xczu7ev-ffvc1156-2-e,10,2.40079,42,1,1,1,5,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,unroll_32,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,2,0.718341031181,False
ss_sort_301.c,xczu7ev-ffvc1156-2-e,10,2.24625,26,1,1,1,2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1.25,0.857867117561,False
ss_sort_257.c,xczu7ev-ffvc1156-2-e,10,2.24625,29,1,1,1,2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.857867117561,False
ss_sort_209.c,xczu7ev-ffvc1156-2-e,10,2.26655,30,1,1,1,2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_4,1,1.25,0.83148753466,False
ss_sort_260.c,xczu7ev-ffvc1156-2-e,10,2.63505,32,1,1,1,4,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_4,1,1.75,0.618479040982,False
ss_sort_336.c,xczu7ev-ffvc1156-2-e,10,2.57505,45,1,1,1,4,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_4,1,1.75,0.674463509467,False
ss_sort_30.c,xczu7ev-ffvc1156-2-e,10,2.62479,33,1,1,1,4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_32,unroll_8,unroll_8,unroll_4,pipeline_1,1,1.75,0.628562777529,False
ss_sort_0.c,xczu7ev-ffvc1156-2-e,10,2.56341,34,1,1,1,3,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_4,1,1.5,0.69606164083,False
ss_sort_109.c,xczu7ev-ffvc1156-2-e,10,2.64517,49,1,1,1,8,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_4,1,2.75,0.569314541828,False
ss_sort_133.c,xczu7ev-ffvc1156-2-e,10,2.60959,34,1,1,1,3,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,pipeline_1,1,1.5,0.651423738097,False
ss_sort_82.c,xczu7ev-ffvc1156-2-e,10,2.60959,32,1,1,1,3,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_32,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.5,0.651423738097,False
ss_sort_42.c,xczu7ev-ffvc1156-2-e,10,2.69169,62,1,1,1,7,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_16,unroll_4,unroll_4,unroll_4,unroll_2,unroll_4,1,2.5,0.540792160266,False
ss_sort_1.c,xczu7ev-ffvc1156-2-e,10,2.69201,58,1,1,1,7,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_16,unroll_8,unroll_4,unroll_4,unroll_2,unroll_4,1,2.5,0.540513573847,False
ss_sort_102.c,xczu7ev-ffvc1156-2-e,10,2.70177,68,1,1,1,8,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_16,unroll_4,unroll_8,unroll_4,unroll_4,unroll_4,1,2.75,0.522966337658,False
ss_sort_572.c,xczu7ev-ffvc1156-2-e,10,2.52457,28,1,1,1,2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.731138686705,False
ss_sort_736.c,xczu7ev-ffvc1156-2-e,10,2.40255,31,1,1,1,2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.25,0.736213889275,False
ss_sort_407.c,xczu7ev-ffvc1156-2-e,10,2.69393,38,1,1,1,2,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_4,1,1.25,0.566965739801,False
ss_sort_439.c,xczu7ev-ffvc1156-2-e,10,2.60673,28,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,1,1.25,0.659919208554,False
ss_sort_669.c,xczu7ev-ffvc1156-2-e,10,2.97553,28,1,1,1,1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_4,1,1,0.322569567463,False
ss_sort_93.c,xczu7ev-ffvc1156-2-e,10,2.97553,31,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,1,1.25,0.322480171056,False
ss_sort_233.c,xczu7ev-ffvc1156-2-e,10,2.77105,31,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.25,0.49121075654,False
ss_sort_145.c,xczu7ev-ffvc1156-2-e,10,2.56689,69,1,1,1,6,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_64,unroll_4,unroll_16,unroll_2,unroll_4,unroll_4,1,2.25,0.65422979049,False
ss_sort_465.c,xczu7ev-ffvc1156-2-e,10,2.14561,30,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.5,0.977029080999,False
ss_sort_489.c,xczu7ev-ffvc1156-2-e,10,2.14561,31,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_4,1,1.5,0.977029080999,False
ss_sort_346.c,xczu7ev-ffvc1156-2-e,10,2.14591,33,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.5,0.976785509461,False
ss_sort_520.c,xczu7ev-ffvc1156-2-e,10,2.14593,29,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,1,1.5,0.976769170572,False
ss_sort_481.c,xczu7ev-ffvc1156-2-e,10,2.14547,30,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_4,1,1.5,0.977141774292,False
ss_sort_392.c,xczu7ev-ffvc1156-2-e,10,2.15087,34,1,1,1,4,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1.75,0.957070744786,False
ss_sort_485.c,xczu7ev-ffvc1156-2-e,10,2.15087,36,1,1,1,4,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.75,0.957070744786,False
ss_sort_348.c,xczu7ev-ffvc1156-2-e,10,2.15043,35,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,1.5,0.972787475471,False
ss_sort_454.c,xczu7ev-ffvc1156-2-e,10,2.15043,32,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,1,1.5,0.972787475471,False
ss_sort_165.c,xczu7ev-ffvc1156-2-e,10,2.39665,35,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_2,1,1.5,0.73297232688,False
ss_sort_404.c,xczu7ev-ffvc1156-2-e,10,2.15043,37,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1.5,0.972787475471,False
ss_sort_425.c,xczu7ev-ffvc1156-2-e,10,2.15043,33,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.5,0.972787475471,False
ss_sort_470.c,xczu7ev-ffvc1156-2-e,10,2.15043,39,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_4,1,1.5,0.972787475471,False
ss_sort_300.c,xczu7ev-ffvc1156-2-e,10,2.16625,35,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,1.5,0.955298651153,False
ss_sort_253.c,xczu7ev-ffvc1156-2-e,10,2.16625,36,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_4,1,1.5,0.955298651153,False
ss_sort_211.c,xczu7ev-ffvc1156-2-e,10,2.16625,30,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1.5,0.955298651153,False
