Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_811.cpp,xczu7ev-ffvc1156-2-e,10,80.20396,582,1,2,36,52,block_32_1,block_32_1,block_64_1,block_32_1,complete_2,cyclic_2_1,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,1,22.75,0.677673569505,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10,79.99334,2197,1,2,36,59,block_32_1,block_32_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_16,pipeline_1,1,24.5,0.637997691525,False
workload_890.cpp,xczu7ev-ffvc1156-2-e,10,83.46454,162,1,2,5,14,block_32_1,block_32_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,1,5.5,1,True
workload_549.cpp,xczu7ev-ffvc1156-2-e,10,79.99598,883,1,2,36,56,block_32_1,block_32_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline_1,unroll_16,pipeline_1,1,23.75,0.661634660799,False
workload_688.cpp,xczu7ev-ffvc1156-2-e,10,82.10534,441,1,2,18,33,block_32_1,block_32_1,block_64_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_8,pipeline_1,1,13.5,0.827635370574,False
workload_710.cpp,xczu7ev-ffvc1156-2-e,10,86.0035,200,3,2,12,20,block_32_1,block_32_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,1,9.25,0.897200532219,False
workload_667.cpp,xczu7ev-ffvc1156-2-e,10,83.3527,231,1,2,11,21,block_32_1,block_32_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,1,8.75,0.916344550853,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,10,83.01654,492,1,2,10,22,block_32_1,block_32_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline_1,unroll_4,pipeline_1,1,8.75,0.916345196474,False
workload_829.cpp,xczu7ev-ffvc1156-2-e,10,729.98454,498,2,1,3,16,block_32_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline_1,unroll_4,unroll_2,1,5.5,0.674063814857,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10,817.78294,1564,2,1,12,32,block_32_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_2,1,11.75,0.524449151857,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10,817.7819,1623,2,1,12,32,block_32_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_16,unroll_2,1,11.75,0.524449652496,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,10,80.50102,1998,1,2,36,61,block_32_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_64,unroll_2,unroll_8,pipeline_1,1,25,0.622520235492,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,10,80.50166,2166,1,2,37,62,block_32_1,block_32_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_8,pipeline_1,1,25.5,0.607270225491,False
workload_772.cpp,xczu7ev-ffvc1156-2-e,10,729.9819,417,2,1,3,16,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_64,pipeline_1,unroll_4,unroll_2,1,5.5,0.674064977674,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10,83.0179,1546.5,1,2,10,25.5,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,2,9.625,0.883085199711,False
workload_767.cpp,xczu7ev-ffvc1156-2-e,10,83.1387,189,1,2,10,17,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,7.5,1,True
workload_550.cpp,xczu7ev-ffvc1156-2-e,10,729.98454,499,2,1,3,16,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline_1,unroll_4,unroll_2,1,5.5,0.674063814857,False
workload_603.cpp,xczu7ev-ffvc1156-2-e,10,730.0027,519,2,1,3,16,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,unroll_16,unroll_4,unroll_2,1,5.5,0.67405581168,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,730.0115,576,2,1,3,17,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_64,unroll_16,unroll_4,unroll_2,1,5.75,0.670004694898,False
workload_715.cpp,xczu7ev-ffvc1156-2-e,10,730.19948,2010,2,1,5,25,block_32_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,unroll_2,1,8.25,0.627220279537,False
workload_924.cpp,xczu7ev-ffvc1156-2-e,10,84.9941,214,1,2,11,21,block_32_1,block_32_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,8.75,0.916311646957,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10,731.72422,650,1,1,5,21,block_32_1,block_32_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline_1,unroll_4,unroll_2,1,7,0.648401867251,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10,978.3499,1645,2,35,30,53.5,block_32_1,block_4_1,block_64_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_16,unroll_2,2,30.125,0.19833328811,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10,993.15974,2917,2,90,43,70,block_32_1,block_4_1,block_64_1,block_4_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_16,unroll_2,1,51.25,0.1,False
workload_939.cpp,xczu7ev-ffvc1156-2-e,10,86.1483,162,1,2,7,17,block_32_1,block_64_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,1,6.75,0.959996901882,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10,877.5807,1151,4,9,7,22,block_32_1,block_8_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_64,unroll_4,unroll_2,unroll_2,unroll_2,1,10.5,0.512473103972,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10,83.3899,556,1,2,12,36,block_32_1,cyclic_128_1,block_64_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline_1,1,12.75,0.854760070116,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10,82.19502,481,1,2,25,56,block_32_1,cyclic_128_1,block_64_1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,1,21,0.677663253655,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,10,83.45102,514,1,2,21,62,block_32_1,cyclic_128_1,block_64_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,1,21.5,0.677631359529,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10,83.3899,563,1,2,12,36,block_32_1,cyclic_128_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline_1,1,12.75,0.854760070116,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10,83.60718,458,1,2,21,57,block_32_1,cyclic_128_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,1,20.25,0.677649907316,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10,82.41902,484,1,2,25,58,block_32_1,cyclic_128_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,1,21.5,0.677654248371,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10,82.34534,660,1,2,24,63,block_32_1,cyclic_128_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,1,22.5,0.677621449875,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,10,82.41822,668,1,2,25,61,block_32_1,cyclic_128_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,1,22.25,0.67763401657,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10,82.35318,477,1,2,24,59,block_32_1,cyclic_128_1,block_64_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,1,21.5,0.677655439167,False
workload_513.cpp,xczu7ev-ffvc1156-2-e,10,89.00374,754,1,2,26,71,block_32_1,cyclic_128_1,cyclic_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,1,25,0.622233591555,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,83.4619,301,2,2,10,21,block_32_1,cyclic_2_1,block_64_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_4,pipeline_1,1,8.75,0.916343895078,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10,83.27206,1680,2,2,10,29,block_32_1,cyclic_2_1,block_64_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_4,pipeline_1,1,10.75,0.87365829193,False
workload_566.cpp,xczu7ev-ffvc1156-2-e,10,83.36806,375,2,2,10,21,block_32_1,cyclic_2_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,pipeline_1,1,8.75,0.916344471831,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,83.25606,1563,2,2,10,27,block_32_1,cyclic_2_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_4,pipeline_1,1,10.25,0.873673315339,False
workload_514.cpp,xczu7ev-ffvc1156-2-e,10,83.26902,660,2,2,19,34,block_32_1,cyclic_2_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_64,pipeline_1,unroll_16,unroll_4,pipeline_1,1,14.25,0.8006865701,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,730.10966,342,2,2,4,15,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_16,unroll_4,unroll_2,1,5.75,0.669961668794,False
workload_590.cpp,xczu7ev-ffvc1156-2-e,10,730.20734,771,2,2,3,19,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,unroll_2,1,6.5,0.657523749202,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,10,83.2395,455,2,2,10,23,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,1,9.25,0.897254724613,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10,83.24014,483,2,2,10,24,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,1,9.5,0.887794245144,False
workload_813.cpp,xczu7ev-ffvc1156-2-e,10,730.11206,261,2,2,3,12,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_8,unroll_16,unroll_2,unroll_2,1,4.75,0.677778868071,False
workload_627.cpp,xczu7ev-ffvc1156-2-e,10,83.23966,538,2,2,10,25,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,1,9.75,0.878390220073,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,730.20734,776,2,2,3,19,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,unroll_2,1,6.5,0.657523749202,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10,83.1403,206,2,2,10,19,block_32_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,8.25,0.935661268741,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10,730.10966,320,2,2,4,13,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_16,unroll_4,unroll_2,1,5.25,0.67801094859,False
workload_716.cpp,xczu7ev-ffvc1156-2-e,10,730.38114,304,2,2,4,13,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_4,unroll_4,unroll_2,1,5.25,0.677886209539,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,83.12038,578,2,2,19,34,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline_1,1,14.25,0.800690442623,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,83.12302,327,2,2,19,31,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,1,13.5,0.827596679731,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10,730.09102,332,2,2,4,14,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_2,1,5.5,0.674016778941,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,730.16566,216,2,2,3,11,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_16,unroll_2,unroll_2,1,4.5,0.673523843917,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,10,83.1795,454,3,2,10,23,block_32_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,1,9.5,0.88779431047,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,10,731.78118,499,1,2,9,25,block_32_1,cyclic_2_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_2,1,9.25,0.608487103223,False
workload_933.cpp,xczu7ev-ffvc1156-2-e,10,80.20398,567,1,2,36,62,block_32_1,cyclic_32_1,block_64_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,1,25.25,0.614867789142,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,10,83.08174,218,1,2,10,21,block_32_1,cyclic_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_16,unroll_4,pipeline_1,1,8.5,0.925975108292,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,1648.54702,278,1,1,5,13,block_32_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_2,1,5,0.155324956588,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10,1648.56566,298,1,1,5,14,block_32_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_16,unroll_2,unroll_2,1,5.25,0.155324707615,False
workload_739.cpp,xczu7ev-ffvc1156-2-e,10,1380.01814,1000,2,57,19,36,block_32_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_2,1,28.5,0.1366252513,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10,83.1387,192,2,2,10,17,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,7.75,0.955109772876,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10,83.35766,395,1,2,20,43,block_32_1,cyclic_64_1,block_64_1,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,16.5,0.722938555694,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10,83.35206,514,1,2,11,28,block_32_1,cyclic_64_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,pipeline_1,1,10.5,0.873664609047,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10,83.2659,622,1,2,11,30,block_32_1,cyclic_64_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_64,pipeline_1,unroll_16,unroll_4,pipeline_1,1,11,0.873645746469,False
workload_505.cpp,xczu7ev-ffvc1156-2-e,10,1740.1859,717,1,1,9,29,block_32_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,1,10,0.130758280345,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,82.55958,531,1,2,24,47,block_32_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,1,18.5,0.677670375144,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10,82.2837,1262,1,2,45,88,block_32_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_16,pipeline_1,1,34,0.382566806588,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10,82.56206,668,1,2,24,49,block_32_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_8,unroll_2,unroll_8,pipeline_1,1,19,0.677669076232,False
workload_736.cpp,xczu7ev-ffvc1156-2-e,10,85.69366,617,1,2,13,30,block_32_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_64,unroll_4,unroll_2,unroll_4,pipeline_1,1,11.5,0.873301203287,False
