Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_366.cpp,xczu7ev-ffvc1156-2-e,10,138.2943,56,58,10,4,8,block_2_1,block_2_1,block_2_2,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,20,0.90203730193,False
workload_548.cpp,xczu7ev-ffvc1156-2-e,10,138.29369,60,58,11,5,7,block_2_1,block_2_1,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,20.25,0.894171441885,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10,155.82198,55,58,2,3,6,block_2_1,block_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.25,0.983550716748,False
workload_97.cpp,xczu7ev-ffvc1156-2-e,10,166.71472,89,60,12,15,27,block_2_1,block_32_1,cyclic_4_1,block_4_1,cyclic_8_1,block_4_1,unroll_2,unroll_16,unroll_8,pipeline_1,1,28.5,0.643697899449,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10,152.70906,544,60,11,8,17,block_2_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_4_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,24,0.765322493728,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,10,155.81952,51,58,2,3,6,block_2_1,block_4_1,block_2_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.25,1,True
workload_657.cpp,xczu7ev-ffvc1156-2-e,10,166.30474,97,60,6,15,27,block_2_1,block_4_1,block_32_1,block_4_1,block_2_1,complete_1,unroll_4,unroll_16,unroll_4,pipeline_1,1,27,0.649901411014,False
workload_603.cpp,xczu7ev-ffvc1156-2-e,10,155.81952,51,58,2,3,7,block_2_1,block_4_1,block_4_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.5,0.978137044886,False
workload_618.cpp,xczu7ev-ffvc1156-2-e,10,156.9667,50,58,2,2,7,block_2_1,block_4_1,block_4_1,block_8_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,17.25,0.980591750986,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10,166.96172,78,60,2,6,13,block_2_1,block_4_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,pipeline_1,1,20.25,0.869907290087,False
workload_658.cpp,xczu7ev-ffvc1156-2-e,10,165.48608,49,58,1,2,5,block_2_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,16.5,0.953322473836,False
workload_500.cpp,xczu7ev-ffvc1156-2-e,10,164.99456,55,58,1,4,8,block_2_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,3,17.75,0.94129142582,False
workload_525.cpp,xczu7ev-ffvc1156-2-e,10,165.64993,50,58,1,3,6,block_2_1,block_4_2,block_2_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17,0.949578049169,False
workload_593.cpp,xczu7ev-ffvc1156-2-e,10,166.14158,50,58,1,2,6,block_2_1,block_4_2,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,16.75,0.949463060301,False
workload_552.cpp,xczu7ev-ffvc1156-2-e,10,165.65234,56,58,1,3,7,block_2_1,block_4_2,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,1,17.25,0.946307370916,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,10,165.40611,65,58,1,5,10,block_2_1,block_4_2,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,18.5,0.926436938224,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10,165.65234,55,58,1,3,6,block_2_1,block_4_2,block_2_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,1,17,0.949566673137,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,165.65018,56,58,6,4,8,block_2_1,block_4_2,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,1,19,0.914011466531,False
workload_592.cpp,xczu7ev-ffvc1156-2-e,10,133.53707,78,58,18,7,13,block_2_1,block_4_2,block_2_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_16,unroll_4,unroll_16,1,24,0.774940714589,False
workload_487.cpp,xczu7ev-ffvc1156-2-e,10,165.65039,52,58,1,4,7,block_2_1,block_4_2,block_4_1,block_4_1,block_4_1,block_8_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.5,0.943006188638,False
workload_562.cpp,xczu7ev-ffvc1156-2-e,10,174.1699,52,58,0,3,8,block_2_1,block_4_2,block_4_2,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.25,0.91599948492,False
workload_507.cpp,xczu7ev-ffvc1156-2-e,10,185.31103,52,58,0,3,7,block_2_1,block_8_2,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17,0.910281794255,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,185.06527,71,58,0,5,11,block_2_1,block_8_2,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,18.5,0.869505023074,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10,150.09049,61,60,12,8,13,block_2_1,block_8_2,complete_2,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,23.25,0.79396008069,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10,207.42912,46,60,0,2,6,block_2_1,complete_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,17,0.819713919627,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,10,166.30528,73,80,2,8,17,block_2_1,cyclic_128_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,26.75,0.657680110083,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,10,138.29501,60,58,10,4,6,block_2_1,cyclic_2_2,block_2_1,block_4_1,block_2_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll_16,1,19.5,0.921192504252,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,10,195.79618,58,58,6,5,8,block_2_1,cyclic_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_4,pipeline_1,1,19.25,0.820844285495,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10,196.45447,55,58,1,3,6,block_2_1,cyclic_2_2,block_2_1,block_4_1,block_4_1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17,0.869067616669,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10,196.45423,72,58,1,5,10,block_2_1,cyclic_2_2,block_2_1,block_4_1,block_4_1,block_8_1,unroll_4,unroll_2,unroll_4,pipeline_1,1,18.5,0.838988842987,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,10,138.29224,59,58,12,6,9,block_2_1,cyclic_2_2,block_2_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,21.25,0.873209649248,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10,133.05014,51,58,10,6,9,block_2_1,cyclic_2_2,block_2_2,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,20.75,0.892481450991,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10,195.1439,56,58,1,3,8,block_2_1,cyclic_2_2,block_4_2,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.5,0.866372514,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10,138.29224,59,58,10,4,6,block_2_1,cyclic_4_2,block_2_1,block_8_1,block_2_1,block_4_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,19.5,0.921195394904,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,10,198.2975,159,60,1,8,18,block_32_1,cyclic_2_2,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,pipeline_1,1,21.75,0.739131710914,False
workload_597.cpp,xczu7ev-ffvc1156-2-e,10,341.77798,129,60,10,5,9,block_4_1,block_16_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,1,21,0.323230536329,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,155.8195,55,58,2,3,7,block_4_1,block_2_1,block_2_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.5,1,True
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,156.31134,48,58,2,2,4,block_4_1,block_2_1,block_2_1,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,16.5,1,True
workload_471.cpp,xczu7ev-ffvc1156-2-e,10,138.29357,191,58,10,20,24,block_4_1,block_2_1,block_2_1,block_4_1,block_2_1,block_4_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,28,0.669264760882,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,10,138.29462,58,58,10,5,7,block_4_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,20,0.902037704179,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10,138.29397,61,58,10,5,7,block_4_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,2,20,0.902036887045,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10,156.1058,710,58,2,54,78,block_4_1,block_2_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,48,0.265654329456,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,10,138.29492,60,58,10,5,7,block_4_1,block_2_1,block_2_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,20,0.902038081229,False
workload_642.cpp,xczu7ev-ffvc1156-2-e,10,156.31134,48,58,2,2,5,block_4_1,block_2_1,block_2_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,16.75,0.994517413416,False
workload_373.cpp,xczu7ev-ffvc1156-2-e,10,155.57406,65,58,2,5,8,block_4_1,block_2_1,block_2_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,18.25,1,True
workload_393.cpp,xczu7ev-ffvc1156-2-e,10,156.23028,67,58,2,4,9,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,18.25,0.960323782908,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10,156.10774,698,58,2,54,77,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,47.75,0.270350636601,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10,156.23028,65,58,2,4,10,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,18.5,0.954963663358,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,10,156.10826,707,58,2,54,77,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_16,unroll_2,unroll_16,pipeline_1,1,47.75,0.270350520288,False
workload_298.cpp,xczu7ev-ffvc1156-2-e,10,156.1087,81,58,2,8,12,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,pipeline_1,1,20,0.893516606638,False
workload_46.cpp,xczu7ev-ffvc1156-2-e,10,156.10774,837,58,2,54,77,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,47.75,0.270350636601,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,10,156.22959,60,58,2,4,8,block_4_1,block_2_1,block_2_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,18,0.961729586087,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10,138.29628,59,58,10,5,7,block_4_1,block_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_4,1,20,0.90203978982,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10,384.09206,149,58,1,4,10,block_4_1,block_2_1,block_2_1,complete_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,unroll_4,1,18.25,0.235563024079,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,10,156.22983,300,58,2,28,44,block_4_1,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,block_4_1,unroll_16,pipeline_1,unroll_8,pipeline_1,1,33,0.622227464011,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10,156.10826,767,58,2,54,77,block_4_1,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_16,unroll_2,unroll_16,pipeline_1,1,47.75,0.270350520288,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10,156.10826,742,58,2,54,78,block_4_1,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_16,unroll_2,unroll_16,pipeline_1,1,48,0.26565379558,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10,156.4769,174,58,2,18,28,block_4_1,block_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_4_1,unroll_32,unroll_2,unroll_4,pipeline_1,1,26.5,0.677760280383,False
workload_585.cpp,xczu7ev-ffvc1156-2-e,10,138.29492,65,58,10,5,7,block_4_1,block_2_1,block_4_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,20,0.902038081229,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10,138.29644,67,58,10,4,6,block_4_1,block_2_1,block_4_2,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_16,1,19.5,0.921191011811,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,10,327.19608,164,58,11,5,9,block_4_1,block_2_1,block_4_2,block_8_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_16,1,20.75,0.362498399467,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10,202.75937,106,58,12,6,15,block_4_1,block_2_1,block_8_2,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_8,pipeline_1,1,22.75,0.699088080672,False
workload_508.cpp,xczu7ev-ffvc1156-2-e,10,166.05967,67,60,2,5,9,block_4_1,block_2_1,cyclic_16_1,complete_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1,19,0.912674186678,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,138.29194,179,58,10,17,22,block_4_1,block_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,26.75,0.67781657962,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10,155.81952,51,58,2,3,6,block_4_1,block_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.25,1,True
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,156.96886,48,58,2,2,4,block_4_1,block_2_2,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,16.5,0.996613447996,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10,156.47519,58,58,2,3,6,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.25,0.981925585648,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10,327.19655,118,58,10,4,8,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,unroll_16,1,20,0.366343180987,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,156.47495,73,58,2,5,9,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_4,pipeline_1,unroll_4,pipeline_1,1,18.5,0.954347588254,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10,156.47495,64,58,2,5,9,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,unroll_4,pipeline_1,1,18.5,0.954347588254,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10,156.47734,57,58,2,3,6,block_4_1,block_2_2,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.25,0.981919958036,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10,156.47783,57,58,2,3,6,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.25,0.981918675209,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,10,138.29383,147,58,10,18,22,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_16,unroll_4,pipeline_1,pipeline_1,1,27,0.6691930361,False
workload_292.cpp,xczu7ev-ffvc1156-2-e,10,138.29451,57,58,10,4,6,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,19.5,0.92119302606,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10,138.29518,57,58,10,4,6,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,19.5,0.921192326835,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10,156.96918,51,58,2,2,4,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,16.5,0.996611801392,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10,156.47766,56,58,2,3,6,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.25,0.981919120282,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10,155.82132,53,58,2,3,6,block_4_1,block_2_2,block_2_1,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.25,0.983552273589,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10,138.29486,58,58,10,4,6,block_4_1,block_2_2,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,unroll_16,1,19.5,0.921192660796,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,10,165.65255,55,58,1,3,7,block_4_1,block_2_2,block_2_2,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.25,0.946306412749,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,10,133.53765,69,58,16,6,9,block_4_1,block_2_2,block_2_2,block_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_16,1,22.25,0.83997603435,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10,133.05017,53,58,10,6,8,block_4_1,block_2_2,block_2_2,block_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,1,20.5,0.891628856452,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10,133.05026,54,58,10,6,7,block_4_1,block_2_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,1,20.25,0.895843247268,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10,165.65255,60,58,1,3,7,block_4_1,block_2_2,block_2_2,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,17.25,0.946306412749,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10,133.05062,61,58,10,6,9,block_4_1,block_2_2,block_4_2,complete_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,20.75,0.892480917496,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10,143.53806,52,58,10,6,10,block_4_1,block_2_2,block_8_2,block_8_1,complete_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,21,0.873068161037,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10,155.81952,52,58,2,3,6,block_4_1,block_4_1,block_2_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,17.25,1,True
workload_662.cpp,xczu7ev-ffvc1156-2-e,10,156.31134,52,58,2,2,5,block_4_1,block_4_1,block_2_1,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,16.75,0.994517413416,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10,156.31104,48,58,2,2,5,block_4_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,2,16.75,1,True
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,327.36006,84,58,10,4,7,block_4_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,1,19.75,0.367025810125,False
