Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_153.cpp,xczu7ev-ffvc1156-2-e,10,9.72831,117,47,1,7,17,block_16_1,block_32_1,block_8_1,block_8_1,block_2_1,cyclic_4_1,cyclic_4_1,block_2_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,18,0.674468848563,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,10,8.70631,164,46,1,10,23,block_16_1,block_4_1,block_8_1,cyclic_32_1,block_2_1,cyclic_8_1,cyclic_4_1,block_2_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,20,0.670721431582,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,30.94757,263,45,2,10,26,block_16_1,block_4_1,cyclic_32_1,block_64_1,block_4_1,cyclic_8_1,cyclic_4_1,block_2_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,20.75,0.268754045263,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10,0.17289,235,41,1,13,39,block_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_2_1,block_8_1,block_16_1,block_64_1,block_2_1,block_16_1,cyclic_8_1,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_2,unroll_2,1,23.5,0.697174128912,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10,0.17089,90,44,1,5,14,block_16_1,cyclic_8_1,block_128_1,block_4_1,block_2_1,cyclic_32_1,block_4_1,block_4_1,block_8_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,1,16,0.864327874749,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10,25.98193,162,40,2,11,34,block_2_1,block_64_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_4_1,block_16_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,complete_1,unroll_16,unroll_2,unroll_16,unroll_2,1,21.75,0.337159163676,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10,15.19391,112,38,1,7,19,block_2_1,block_64_1,cyclic_2_1,cyclic_2_1,block_2_1,block_16_1,block_64_1,block_64_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,16.25,0.566837675991,False
workload_223.cpp,xczu7ev-ffvc1156-2-e,10,8.69407,100,42,1,4,16,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_4_1,cyclic_4_1,cyclic_2_1,block_2_1,block_64_1,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,15.75,0.72105417802,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,10,0.18119,119,46,1,5,26,block_2_1,cyclic_128_1,cyclic_32_1,block_64_1,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,block_8_1,cyclic_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,19.5,0.783758736142,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10,0.17095,114,46,1,5,23,block_2_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,18.75,0.80064638065,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10,18.76897,159,39,1,8,27,block_2_1,cyclic_128_1,cyclic_4_1,block_2_1,block_4_1,cyclic_2_1,block_64_1,block_64_1,block_128_1,cyclic_64_1,block_2_1,cyclic_4_1,block_128_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_4,1,18.75,0.478617369171,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10,18.79189,133,41,1,6,25,block_2_1,cyclic_128_1,cyclic_4_1,block_2_1,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,block_8_1,cyclic_64_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_4,unroll_4,unroll_64,unroll_4,1,18.25,0.480881886387,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,15.18621,122,41,1,5,25,block_2_1,cyclic_128_1,cyclic_4_1,block_64_1,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,block_8_1,cyclic_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,18,0.556293255818,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10,0.17089,67,40,1,4,9,block_2_1,cyclic_16_1,block_2_1,block_8_1,block_2_1,cyclic_16_1,block_16_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,13.5,0.924623233696,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,0.18119,97,46,1,6,16,block_2_1,cyclic_16_1,block_32_1,block_16_1,cyclic_2_1,cyclic_16_1,block_128_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,17.25,0.835037579151,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10,0.18119,108,43,1,7,19,block_2_1,cyclic_16_1,block_32_1,block_64_1,cyclic_2_1,cyclic_64_1,block_64_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,17.5,0.829248385706,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10,0.17095,85,44,1,5,14,block_2_1,cyclic_16_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_64_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_8,1,16,0.864327870624,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,116,41,1,7,18,block_2_1,cyclic_16_1,block_4_1,block_4_1,block_4_1,cyclic_32_1,block_16_1,cyclic_4_1,block_4_1,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_4,1,16.75,0.846685836871,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10,15.19133,111,39,1,7,17,block_2_1,cyclic_16_1,block_4_1,block_64_1,cyclic_2_1,cyclic_4_1,block_16_1,cyclic_128_1,block_4_1,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,16,0.568223916251,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10,0.17089,78,45,1,5,11,block_2_1,cyclic_16_1,block_4_1,cyclic_32_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_128_1,block_4_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_4,1,15.5,0.876203863667,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,77,41,1,4,11,block_2_1,cyclic_16_1,block_8_1,block_4_1,block_4_1,block_16_1,block_16_1,cyclic_4_1,block_4_1,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,14.25,0.906294106727,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,0.18319,122,40,1,8,18,block_2_1,cyclic_16_1,block_8_1,block_8_1,block_4_1,block_16_1,cyclic_2_1,cyclic_4_1,block_128_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,1,16.75,0.846684370094,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,10,8.70175,68,45,1,3,11,block_2_1,cyclic_16_1,block_8_1,cyclic_32_1,block_2_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,15,0.727540213887,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10,0.18113,63,45,1,2,9,block_2_1,cyclic_16_1,block_8_1,cyclic_32_1,block_2_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,14.25,0.906292754707,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10,0.18113,65,46,1,2,9,block_2_1,cyclic_16_1,block_8_1,cyclic_32_1,block_2_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,14.5,0.90022899392,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10,8.69663,68,45,1,3,10,block_2_1,cyclic_16_1,block_8_1,cyclic_32_1,block_2_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,14.75,0.729705007311,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10,8.70943,82,45,1,4,13,block_2_1,cyclic_16_1,block_8_1,cyclic_32_1,block_2_1,cyclic_4_1,block_16_1,cyclic_128_1,block_4_1,cyclic_16_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,15.75,0.720687650996,False
workload_654.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,64,39,1,3,8,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,block_16_1,block_4_1,cyclic_64_1,block_2_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,12.75,0.943158931356,False
workload_195.cpp,xczu7ev-ffvc1156-2-e,10,8.71699,155,44,1,9,23,block_2_1,cyclic_16_1,cyclic_32_1,block_2_1,block_4_1,cyclic_32_1,block_128_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_64_1,block_2_1,complete_1,unroll_4,unroll_4,unroll_64,pipeline_1,1,19.25,0.680521880827,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,18.80081,94,45,1,4,16,block_2_1,cyclic_16_1,cyclic_32_1,block_2_1,block_4_1,cyclic_32_1,block_16_1,cyclic_4_1,block_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_4,unroll_4,unroll_64,unroll_4,1,16.5,0.489031046043,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10,15.19389,83,44,1,4,14,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,15.75,0.569443505795,False
workload_11.cpp,xczu7ev-ffvc1156-2-e,10,15.19389,83,45,1,4,14,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,16,0.568167168787,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,10,15.20925,142,43,1,7,23,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,cyclic_128_1,cyclic_64_1,block_64_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,18.5,0.552326237752,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,0.17089,88,33,1,7,13,block_2_1,cyclic_2_1,block_128_1,block_4_1,cyclic_2_1,block_16_1,block_64_1,block_2_1,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,13.5,0.924623233696,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,0.17089,90,33,1,7,13,block_2_1,cyclic_2_1,block_128_1,block_4_1,cyclic_2_1,block_16_1,block_64_1,block_2_1,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,13.5,0.924623233696,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,77,35,1,5,12,block_2_1,cyclic_2_1,block_16_1,cyclic_2_1,block_2_1,block_16_1,block_32_1,block_2_1,block_2_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,13.25,0.930778300714,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,91,34,1,6,14,block_2_1,cyclic_2_1,block_16_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,block_64_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,13.75,0.918490449198,False
workload_922.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,63,33,1,3,8,block_2_1,cyclic_2_1,block_2_1,block_2_1,block_4_1,block_16_1,block_2_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,11.25,0.980846980323,False
workload_764.cpp,xczu7ev-ffvc1156-2-e,10,0.16265,96,33,1,5,13,block_2_1,cyclic_2_1,block_2_1,block_4_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_4,1,13,0.936957668903,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,60,33,1,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_4,1,10.5,1,True
workload_950.cpp,xczu7ev-ffvc1156-2-e,10,0.16071,63,34,1,3,8,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,block_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,11.5,0.974508417426,False
workload_897.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,62,34,1,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_4,1,10.75,0.993592771575,False
workload_954.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,63,33,1,4,9,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,block_32_1,block_64_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,11.75,0.968192743203,False
workload_700.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,89,33,1,4,10,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_4,1,12,0.961899957442,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,0.16071,96,33,1,4,12,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,unroll_8,unroll_4,unroll_2,1,12.5,0.949383051484,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,10,0.16071,94,34,1,5,12,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,unroll_8,unroll_4,unroll_4,1,13,0.936957699699,False
workload_849.cpp,xczu7ev-ffvc1156-2-e,10,7.69105,93,33,1,4,12,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline_1,1,12.5,0.770299107865,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,78,33,1,5,12,block_2_1,cyclic_2_1,block_2_1,cyclic_4_1,block_2_1,block_16_1,cyclic_2_1,block_64_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,12.75,0.943158894888,False
workload_778.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,101,33,1,6,14,block_2_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,13.5,0.924622937735,False
workload_740.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,82,33,1,5,13,block_2_1,cyclic_2_1,block_4_1,block_2_1,block_2_1,cyclic_32_1,block_32_1,block_64_1,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,13,0.936957667026,False
workload_706.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,73,34,1,5,10,block_2_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_16_1,block_2_1,cyclic_64_1,block_128_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,12.5,0.949383051519,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10,0.16065,66,35,1,4,9,block_2_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_64_1,block_2_1,cyclic_64_1,cyclic_8_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,12.25,0.955630060214,False
workload_810.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,122,33,1,8,17,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,block_2_1,cyclic_64_1,block_128_1,block_2_1,cyclic_128_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,14.75,0.894189938502,False
workload_766.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,73,33,1,4,10,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,block_4_1,block_16_1,block_32_1,block_2_1,block_2_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,12,0.961899902135,False
workload_804.cpp,xczu7ev-ffvc1156-2-e,10,0.16071,81,33,1,5,12,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,block_4_1,cyclic_16_1,block_16_1,cyclic_128_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,12.75,0.943158931325,False
workload_757.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,101,32,1,6,18,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,block_128_1,block_16_1,block_32_1,block_64_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,14.25,0.906294106727,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,83,33,1,5,13,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,block_16_1,block_32_1,block_64_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,13,0.936957667026,False
workload_710.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,87,34,1,6,14,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,block_16_1,block_32_1,block_64_1,block_2_1,block_8_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,13.75,0.91849131116,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,85,33,1,5,13,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,block_2_1,cyclic_16_1,block_32_1,block_64_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,13,0.936957667026,False
workload_798.cpp,xczu7ev-ffvc1156-2-e,10,0.16271,71,33,1,4,11,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,block_16_1,block_32_1,block_2_1,block_2_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,12.25,0.95563001298,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,131,35,1,6,18,block_2_1,cyclic_2_1,block_8_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_2,1,15,0.888171205353,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,181,34,1,13,31,block_2_1,cyclic_2_1,block_8_1,block_4_1,block_2_1,block_16_1,cyclic_2_1,cyclic_128_1,block_128_1,block_16_1,cyclic_16_1,cyclic_8_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,19.75,0.778176027516,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10,0.17295,194,33,1,13,31,block_2_1,cyclic_2_1,block_8_1,block_4_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,block_128_1,block_16_1,cyclic_16_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,19.5,0.783759259682,False
