Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_1351.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721435,524,0,0,4,6,unroll_32,unroll_4,unroll_2,1,2.5,0.138554711729,False
workload_1352.cpp,xcu200-fsgd2104-2-e,3.33,32794.8721435,526,0,0,4,6,unroll_32,unroll_8,unroll_2,1,2.5,0.138554711729,False
workload_1257.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,76,0,0,0,1,unroll_4,unroll_16,unroll_2,1,0.25,0.186385492327,False
workload_1233.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,76,0,0,0,1,unroll_4,unroll_2,unroll_2,1,0.25,0.186385492327,False
workload_1311.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786917,82,0,0,0,1,unroll_4,unroll_32,unroll_2,1,0.25,0.186385492409,False
workload_1158.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,77,0,0,0,1,unroll_4,unroll_4,unroll_2,1,0.25,0.186385492327,False
workload_1169.cpp,xcu200-fsgd2104-2-e,3.33,33186.3786984,78,0,0,0,1,unroll_4,unroll_8,unroll_2,1,0.25,0.186385492327,False
workload_1356.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,2011,0,0,7,10,unroll_64,unroll_16,unroll_2,1,4.25,0.100782891558,False
workload_1357.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,2003,0,0,7,10,unroll_64,unroll_2,unroll_2,1,4.25,0.100782891558,False
workload_1366.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073829,1991,0,0,7,11,unroll_64,unroll_32,unroll_2,1,4.5,0.1,False
workload_1346.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,1972,0,0,7,10,unroll_64,unroll_4,unroll_2,1,4.25,0.100782891558,False
workload_1365.cpp,xcu200-fsgd2104-2-e,3.33,32766.9073896,1977,0,0,7,10,unroll_64,unroll_8,unroll_2,1,4.25,0.100782891558,False
workload_1272.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,109,0,0,1,2,unroll_8,unroll_16,unroll_2,1,0.75,0.167309001151,False
workload_1300.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,104,0,0,1,2,unroll_8,unroll_2,unroll_2,1,0.75,0.167309001151,False
workload_1284.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320216,113,0,0,1,2,unroll_8,unroll_32,unroll_2,1,0.75,0.167309001222,False
workload_1293.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,112,0,0,1,2,unroll_8,unroll_4,unroll_2,1,0.75,0.167309001151,False
workload_1234.cpp,xcu200-fsgd2104-2-e,3.33,34415.2320283,110,0,0,1,2,unroll_8,unroll_8,unroll_2,1,0.75,0.167309001151,False
workload_1100.cpp,xcu200-fsgd2104-2-e,5,37141.074885,165,0,0,1,3,unroll_16,unroll_16,unroll_2,1,1,0.179713413596,False
workload_944.cpp,xcu200-fsgd2104-2-e,5,37141.074885,165,0,0,1,3,unroll_16,unroll_2,unroll_2,1,1,0.179713413596,False
workload_1106.cpp,xcu200-fsgd2104-2-e,5,37141.074875,172,0,0,1,3,unroll_16,unroll_32,unroll_2,1,1,0.1797134137,False
workload_977.cpp,xcu200-fsgd2104-2-e,5,37141.074885,168,0,0,1,3,unroll_16,unroll_4,unroll_2,1,1,0.179713413596,False
workload_990.cpp,xcu200-fsgd2104-2-e,5,37141.074885,171,0,0,1,3,unroll_16,unroll_8,unroll_2,1,1,0.179713413596,False
workload_1079.cpp,xcu200-fsgd2104-2-e,5,3053.159365,60.5,0,0,0,0,unroll_2,unroll_16,pipeline_1,2,0,0.999999999639,False
workload_1045.cpp,xcu200-fsgd2104-2-e,5,37582.767045,61,0,0,0,1,unroll_2,unroll_16,unroll_2,1,0.25,0.184602914746,False
workload_1081.cpp,xcu200-fsgd2104-2-e,5,3053.159365,60,0,0,0,0,unroll_2,unroll_2,pipeline_1,2,0,0.999999999639,False
workload_948.cpp,xcu200-fsgd2104-2-e,5,37582.767045,60,0,0,0,1,unroll_2,unroll_2,unroll_2,1,0.25,0.184602914746,False
workload_1087.cpp,xcu200-fsgd2104-2-e,5,3053.159355,59.5,0,0,0,0,unroll_2,unroll_32,pipeline_1,2,0,1,True
workload_1050.cpp,xcu200-fsgd2104-2-e,5,37582.767035,63,0,0,0,1,unroll_2,unroll_32,unroll_2,1,0.25,0.184602914857,False
workload_1072.cpp,xcu200-fsgd2104-2-e,5,3053.159365,59,0,0,0,0,unroll_2,unroll_4,pipeline_1,2,0,0.999999999639,False
workload_1010.cpp,xcu200-fsgd2104-2-e,5,37582.767045,62,0,0,0,1,unroll_2,unroll_4,unroll_2,1,0.25,0.184602914746,False
workload_1020.cpp,xcu200-fsgd2104-2-e,5,3053.159365,59.5,0,0,0,0,unroll_2,unroll_8,pipeline_1,2,0,0.999999999639,False
workload_954.cpp,xcu200-fsgd2104-2-e,5,37582.767045,63,0,0,0,1,unroll_2,unroll_8,unroll_2,1,0.25,0.184602914746,False
workload_1093.cpp,xcu200-fsgd2104-2-e,5,39468.821445,399,0,0,3,6,unroll_32,unroll_16,unroll_2,1,2.25,0.130345224103,False
workload_1108.cpp,xcu200-fsgd2104-2-e,5,39468.821445,385,0,0,3,6,unroll_32,unroll_2,unroll_2,1,2.25,0.130345224103,False
workload_1109.cpp,xcu200-fsgd2104-2-e,5,39468.821435,388,0,0,3,6,unroll_32,unroll_32,unroll_2,1,2.25,0.130345224162,False
workload_1024.cpp,xcu200-fsgd2104-2-e,5,39468.821445,394,0,0,3,6,unroll_32,unroll_4,unroll_2,1,2.25,0.130345224103,False
workload_1030.cpp,xcu200-fsgd2104-2-e,5,39468.821445,396,0,0,3,6,unroll_32,unroll_8,unroll_2,1,2.25,0.130345224103,False
workload_1068.cpp,xcu200-fsgd2104-2-e,5,39511.409605,73,0,0,0,1,unroll_4,unroll_16,unroll_2,1,0.25,0.164641150405,False
workload_1052.cpp,xcu200-fsgd2104-2-e,5,39511.409605,73,0,0,0,1,unroll_4,unroll_2,unroll_2,1,0.25,0.164641150405,False
workload_1088.cpp,xcu200-fsgd2104-2-e,5,39511.409595,72,0,0,0,1,unroll_4,unroll_32,unroll_2,1,0.25,0.164641150502,False
workload_936.cpp,xcu200-fsgd2104-2-e,5,39511.409605,72,0,0,0,1,unroll_4,unroll_4,unroll_2,1,0.25,0.164641150405,False
workload_947.cpp,xcu200-fsgd2104-2-e,5,39511.409605,70,0,0,0,1,unroll_4,unroll_8,unroll_2,1,0.25,0.164641150405,False
workload_1091.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1449,0,0,7,10,unroll_64,unroll_16,unroll_2,1,4.25,0.100771629674,False
workload_1107.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1401,0,0,7,10,unroll_64,unroll_2,unroll_2,1,4.25,0.100771629674,False
workload_1117.cpp,xcu200-fsgd2104-2-e,5,37098.993595,1361,0,0,7,11,unroll_64,unroll_32,unroll_2,1,4.5,0.1,False
workload_1059.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1409,0,0,7,10,unroll_64,unroll_4,unroll_2,1,4.25,0.100771629674,False
workload_1057.cpp,xcu200-fsgd2104-2-e,5,37098.993605,1424,0,0,7,10,unroll_64,unroll_8,unroll_2,1,4.25,0.100771629674,False
workload_984.cpp,xcu200-fsgd2104-2-e,5,39469.097925,103,0,0,1,2,unroll_8,unroll_16,unroll_2,1,0.75,0.160784441456,False
workload_995.cpp,xcu200-fsgd2104-2-e,5,39469.097925,96,0,0,1,2,unroll_8,unroll_2,unroll_2,1,0.75,0.160784441456,False
workload_1017.cpp,xcu200-fsgd2104-2-e,5,39469.097915,100,0,0,1,2,unroll_8,unroll_32,unroll_2,1,0.75,0.160784441549,False
workload_1047.cpp,xcu200-fsgd2104-2-e,5,39469.097925,91,0,0,1,2,unroll_8,unroll_4,unroll_2,1,0.75,0.160784441456,False
workload_1055.cpp,xcu200-fsgd2104-2-e,5,39469.097925,101,0,0,1,2,unroll_8,unroll_8,unroll_2,1,0.75,0.160784441456,False
workload_764.cpp,xcu200-fsgd2104-2-e,10,60105.40225,141,0,0,1,3,unroll_16,unroll_16,unroll_2,1,1,0.168606834739,False
workload_721.cpp,xcu200-fsgd2104-2-e,10,60105.40225,139,0,0,1,3,unroll_16,unroll_2,unroll_2,1,1,0.168606834739,False
workload_892.cpp,xcu200-fsgd2104-2-e,10,60105.40223,141,0,0,1,3,unroll_16,unroll_32,unroll_2,1,1,0.168606834866,False
workload_791.cpp,xcu200-fsgd2104-2-e,10,60105.40225,137,0,0,1,3,unroll_16,unroll_4,unroll_2,1,1,0.168606834739,False
workload_865.cpp,xcu200-fsgd2104-2-e,10,60105.40225,138,0,0,1,3,unroll_16,unroll_8,unroll_2,1,1,0.168606834739,False
workload_729.cpp,xcu200-fsgd2104-2-e,10,6091.57313,58.5,0,0,0,0,unroll_2,unroll_16,pipeline_1,2,0,0.999999999529,False
workload_793.cpp,xcu200-fsgd2104-2-e,10,55703.96353,59,0,0,0,1,unroll_2,unroll_16,unroll_2,1,0.25,0.210124080342,False
workload_767.cpp,xcu200-fsgd2104-2-e,10,6091.57313,57.5,0,0,0,0,unroll_2,unroll_2,pipeline_1,2,0,0.999999999529,False
workload_725.cpp,xcu200-fsgd2104-2-e,10,55703.96353,59,0,0,0,1,unroll_2,unroll_2,unroll_2,1,0.25,0.210124080342,False
workload_834.cpp,xcu200-fsgd2104-2-e,10,6091.57311,59,0,0,0,0,unroll_2,unroll_32,pipeline_1,2,0,1,True
workload_838.cpp,xcu200-fsgd2104-2-e,10,55703.96351,60,0,0,0,1,unroll_2,unroll_32,unroll_2,1,0.25,0.210124080506,False
workload_716.cpp,xcu200-fsgd2104-2-e,10,6091.57313,57.5,0,0,0,0,unroll_2,unroll_4,pipeline_1,2,0,0.999999999529,False
workload_795.cpp,xcu200-fsgd2104-2-e,10,55703.96353,56,0,0,0,1,unroll_2,unroll_4,unroll_2,1,0.25,0.210124080342,False
workload_772.cpp,xcu200-fsgd2104-2-e,10,6091.57313,58,0,0,0,0,unroll_2,unroll_8,pipeline_1,2,0,0.999999999529,False
workload_731.cpp,xcu200-fsgd2104-2-e,10,55703.96353,56,0,0,0,1,unroll_2,unroll_8,unroll_2,1,0.25,0.210124080342,False
workload_902.cpp,xcu200-fsgd2104-2-e,10,60084.24641,300,0,0,3,6,unroll_32,unroll_16,unroll_2,1,2.25,0.139647879643,False
workload_913.cpp,xcu200-fsgd2104-2-e,10,60084.24641,303,0,0,3,6,unroll_32,unroll_2,unroll_2,1,2.25,0.139647879643,False
workload_914.cpp,xcu200-fsgd2104-2-e,10,60084.24639,310,0,0,3,6,unroll_32,unroll_32,unroll_2,1,2.25,0.139647879732,False
workload_901.cpp,xcu200-fsgd2104-2-e,10,60084.24641,295,0,0,3,6,unroll_32,unroll_4,unroll_2,1,2.25,0.139647879643,False
workload_891.cpp,xcu200-fsgd2104-2-e,10,60084.24641,303,0,0,3,6,unroll_32,unroll_8,unroll_2,1,2.25,0.139647879643,False
workload_765.cpp,xcu200-fsgd2104-2-e,10,60232.33729,69,0,0,0,1,unroll_4,unroll_16,unroll_2,1,0.25,0.176035598,False
workload_833.cpp,xcu200-fsgd2104-2-e,10,60232.33729,64,0,0,0,1,unroll_4,unroll_2,unroll_2,1,0.25,0.176035598,False
workload_857.cpp,xcu200-fsgd2104-2-e,10,60232.33727,64,0,0,0,1,unroll_4,unroll_32,unroll_2,1,0.25,0.176035598137,False
workload_713.cpp,xcu200-fsgd2104-2-e,10,60232.33729,68,0,0,0,1,unroll_4,unroll_4,unroll_2,1,0.25,0.176035598,False
workload_724.cpp,xcu200-fsgd2104-2-e,10,60232.33729,66,0,0,0,1,unroll_4,unroll_8,unroll_2,1,0.25,0.176035598,False
workload_923.cpp,xcu200-fsgd2104-2-e,10,60057.93985,973,0,0,7,11,unroll_64,unroll_16,unroll_2,1,4.5,0.1,False
workload_928.cpp,xcu200-fsgd2104-2-e,10,60057.93985,990,0,0,7,11,unroll_64,unroll_2,unroll_2,1,4.5,0.1,False
workload_929.cpp,xcu200-fsgd2104-2-e,10,60057.93983,996,0,0,7,11,unroll_64,unroll_32,unroll_2,1,4.5,0.1,False
workload_919.cpp,xcu200-fsgd2104-2-e,10,60057.93985,973,0,0,7,11,unroll_64,unroll_4,unroll_2,1,4.5,0.1,False
workload_920.cpp,xcu200-fsgd2104-2-e,10,60057.93985,982,0,0,7,11,unroll_64,unroll_8,unroll_2,1,4.5,0.1,False
workload_810.cpp,xcu200-fsgd2104-2-e,10,60147.71393,89,0,0,1,2,unroll_8,unroll_16,unroll_2,1,0.75,0.172118811686,False
workload_843.cpp,xcu200-fsgd2104-2-e,10,60147.71393,87,0,0,1,2,unroll_8,unroll_2,unroll_2,1,0.75,0.172118811686,False
workload_889.cpp,xcu200-fsgd2104-2-e,10,60147.71391,91,0,0,1,2,unroll_8,unroll_32,unroll_2,1,0.75,0.172118811817,False
workload_756.cpp,xcu200-fsgd2104-2-e,10,60147.71393,88,0,0,1,2,unroll_8,unroll_4,unroll_2,1,0.75,0.172118811686,False
workload_809.cpp,xcu200-fsgd2104-2-e,10,60147.71393,88,0,0,1,2,unroll_8,unroll_8,unroll_2,1,0.75,0.172118811686,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,283,0,0,11,18,unroll_16,unroll_16,unroll_2,1,7.25,0.166448259004,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,275,0,0,11,18,unroll_16,unroll_2,unroll_2,1,7.25,0.166448259004,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107519,287,0,0,12,18,unroll_16,unroll_32,unroll_2,1,7.5,0.165520374914,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,290,0,0,11,18,unroll_16,unroll_4,unroll_2,1,7.25,0.166448259004,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,3.33,49750.9107585,283,0,0,11,18,unroll_16,unroll_8,unroll_2,1,7.25,0.166448259004,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,63.5,0,0,3,5,unroll_2,unroll_16,pipeline_1,2,2,1,True
workload_632.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,70,0,0,3,6,unroll_2,unroll_16,unroll_2,1,2.25,0.164733496946,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,64.5,0,0,3,5,unroll_2,unroll_2,pipeline_1,2,2,1,True
workload_641.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,69,0,0,3,6,unroll_2,unroll_2,unroll_2,1,2.25,0.164733496946,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79114867,64,0,0,3,6,unroll_2,unroll_32,pipeline_1,2,2.25,1,True
workload_646.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436069,69,0,0,3,7,unroll_2,unroll_32,unroll_2,1,2.5,0.164689896773,False
workload_642.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,62,0,0,3,5,unroll_2,unroll_4,pipeline_1,2,2,1,True
workload_611.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,69,0,0,3,6,unroll_2,unroll_4,unroll_2,1,2.25,0.164733496946,False
workload_522.cpp,xczu7ev-ffvc1156-2-e,3.33,2054.79115533,61.5,0,0,3,5,unroll_2,unroll_8,pipeline_1,2,2,1,True
workload_656.cpp,xczu7ev-ffvc1156-2-e,3.33,51288.1436136,67,0,0,3,6,unroll_2,unroll_8,unroll_2,1,2.25,0.164733496946,False
workload_680.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,862,0,0,21,31,unroll_32,unroll_16,unroll_2,1,13,0.14668891036,False
workload_696.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,893,0,0,21,31,unroll_32,unroll_2,unroll_2,1,13,0.14668891036,False
workload_695.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181247,849,0,0,21,32,unroll_32,unroll_32,unroll_2,1,13.25,0.1451610521,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,859,0,0,21,31,unroll_32,unroll_4,unroll_2,1,13,0.14668891036,False
workload_669.cpp,xczu7ev-ffvc1156-2-e,3.33,48238.9181313,858,0,0,21,31,unroll_32,unroll_8,unroll_2,1,13,0.14668891036,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,88,0,0,4,8,unroll_4,unroll_16,unroll_2,1,3,0.18463251634,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,88,0,0,4,8,unroll_4,unroll_2,unroll_2,1,3,0.18463251634,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505023,88,0,0,4,8,unroll_4,unroll_32,unroll_2,1,3,0.184632516395,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,89,0,0,4,8,unroll_4,unroll_4,unroll_2,1,3,0.18463251634,False
workload_625.cpp,xczu7ev-ffvc1156-2-e,3.33,48661.8505089,88,0,0,4,8,unroll_4,unroll_8,unroll_2,1,3,0.18463251634,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,3.33,48198.7322241,3574,0,0,41,57,unroll_64,unroll_16,unroll_2,1,24.5,0.1,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,3.33,48198.7322241,3523,0,0,41,57,unroll_64,unroll_8,unroll_2,1,24.5,0.1,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,135,0,0,6,11,unroll_8,unroll_16,unroll_2,1,4.25,0.183972307912,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,141,0,0,6,11,unroll_8,unroll_2,unroll_2,1,4.25,0.183972307912,False
workload_539.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687295,147,0,0,6,12,unroll_8,unroll_32,unroll_2,1,4.5,0.183502246965,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,135,0,0,6,11,unroll_8,unroll_4,unroll_2,1,4.25,0.183972307912,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,3.33,48549.8687361,142,0,0,6,11,unroll_8,unroll_8,unroll_2,1,4.25,0.183972307912,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,221,0,1,11,17,unroll_16,unroll_16,unroll_2,1,7.25,0.172767882483,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,215,0,1,11,17,unroll_16,unroll_2,unroll_2,1,7.25,0.172767882483,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,5,54495.007675,213,0,1,11,17,unroll_16,unroll_32,unroll_2,1,7.25,0.17276788255,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,209,0,1,11,17,unroll_16,unroll_4,unroll_2,1,7.25,0.172767882483,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,5,54495.007685,207,0,1,11,17,unroll_16,unroll_8,unroll_2,1,7.25,0.172767882483,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,60.5,0,1,2,4,unroll_2,unroll_16,pipeline_1,2,1.75,1,True
workload_349.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,65,0,1,2,6,unroll_2,unroll_16,unroll_2,1,2.25,0.173515786783,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,58.5,0,1,2,4,unroll_2,unroll_2,pipeline_1,2,1.75,1,True
workload_243.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,64,0,1,2,5,unroll_2,unroll_2,unroll_2,1,2,0.173562506794,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,5,3071.837115,61,0,1,2,5,unroll_2,unroll_32,pipeline_1,2,2,1,True
workload_326.cpp,xczu7ev-ffvc1156-2-e,5,55953.818555,65,0,1,2,6,unroll_2,unroll_32,unroll_2,1,2.25,0.173515786852,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,60,0,1,2,4,unroll_2,unroll_4,pipeline_1,2,1.75,1,True
workload_279.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,65,0,1,2,5,unroll_2,unroll_4,unroll_2,1,2,0.173562506794,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,5,3071.837125,59,0,1,2,4,unroll_2,unroll_8,pipeline_1,2,1.75,1,True
workload_249.cpp,xczu7ev-ffvc1156-2-e,5,55953.818565,65,0,1,2,5,unroll_2,unroll_8,unroll_2,1,2,0.173562506794,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,5,56744.111045,599,0,1,21,31,unroll_32,unroll_2,unroll_2,1,13.25,0.131770450256,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,5,56744.111035,575,0,1,21,31,unroll_32,unroll_32,unroll_2,1,13.25,0.131770450297,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,5,56744.111045,585,0,1,21,31,unroll_32,unroll_4,unroll_2,1,13.25,0.131770450256,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,5,56744.111045,621,0,1,21,31,unroll_32,unroll_8,unroll_2,1,13.25,0.131770450256,False
workload_377.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,75,0,1,3,7,unroll_4,unroll_16,unroll_2,1,2.75,0.179822080973,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,75,0,1,3,7,unroll_4,unroll_2,unroll_2,1,2.75,0.179822080973,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,5,55030.334395,76,0,1,3,7,unroll_4,unroll_32,unroll_2,1,2.75,0.179822081045,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,77,0,1,3,7,unroll_4,unroll_4,unroll_2,1,2.75,0.179822080973,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,5,55030.334405,79,0,1,3,7,unroll_4,unroll_8,unroll_2,1,2.75,0.179822080973,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2338,0,1,40,56,unroll_64,unroll_16,unroll_2,1,24.25,0.1,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2218,0,1,40,56,unroll_64,unroll_2,unroll_2,1,24.25,0.1,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,5,54408.361915,2339,0,1,40,56,unroll_64,unroll_32,unroll_2,1,24.25,0.1,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2242,0,1,40,56,unroll_64,unroll_4,unroll_2,1,24.25,0.1,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,5,54408.361925,2208,0,1,40,56,unroll_64,unroll_8,unroll_2,1,24.25,0.1,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,117,0,1,6,11,unroll_8,unroll_16,unroll_2,1,4.5,0.179818065328,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,112,0,1,6,10,unroll_8,unroll_2,unroll_2,1,4.25,0.1803141819,False
workload_405.cpp,xczu7ev-ffvc1156-2-e,5,54694.421435,117,0,1,6,11,unroll_8,unroll_32,unroll_2,1,4.5,0.1798180654,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,113,0,1,6,10,unroll_8,unroll_4,unroll_2,1,4.25,0.1803141819,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,5,54694.421445,116,0,1,6,10,unroll_8,unroll_8,unroll_2,1,4.25,0.1803141819,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10,72583.45665,153,0,1,10,17,unroll_16,unroll_16,unroll_2,1,7,0.16661861544,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10,72583.45665,149,0,1,10,17,unroll_16,unroll_2,unroll_2,1,7,0.16661861544,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10,72583.45665,153,0,1,10,17,unroll_16,unroll_8,unroll_2,1,7,0.16661861544,False
workload_20.cpp,xczu7ev-ffvc1156-2-e,10,6101.73121,58,0,1,2,4,unroll_2,unroll_16,pipeline_1,2,1.75,0.999999999617,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10,72313.40737,59,0,1,2,6,unroll_2,unroll_16,unroll_2,1,2.25,0.178363020507,False
