Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Replicate_Count,Area,Weight,is_pareto
workload_509.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,block_2_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,2,1,True
workload_678.cpp,xczu7ev-ffvc1156-2-e,10,489.06626,100,0,0,3,15,block_2_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,1,4.5,0.271449116938,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,95,0,0,3,5,block_2_2,complete_2,block_2_1,cyclic_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,1,2,1,True
workload_674.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,84,0,0,2,5,block_2_2,complete_2,block_4_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.75,1,True
workload_688.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,block_2_2,complete_2,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,1,2,1,True
workload_593.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,block_2_2,complete_2,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,1,2,1,True
workload_565.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,98,0,0,3,5,block_2_2,complete_2,block_4_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,2,1,True
workload_577.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_2_2,complete_2,block_4_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_546.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,block_2_2,complete_2,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,1,2,1,True
workload_600.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,94,0,0,3,5,block_2_2,complete_2,complete_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,1,2,1,True
workload_644.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,85,0,0,2,5,block_2_2,complete_2,complete_1,complete_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,1.75,1,True
workload_673.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,114,0,0,6,10,block_2_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10,99.93632,143,0,0,4,10,block_2_2,cyclic_2_2,complete_1,block_8_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,1,3.5,0.848484982877,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_2_2,cyclic_8_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,1,2,1,True
workload_485.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,95,0,0,3,5,block_2_2,cyclic_8_2,block_2_1,block_8_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_387.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,91,0,0,3,5,block_2_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,142,0,0,6,10,block_2_2,cyclic_8_2,block_4_1,block_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,1,4,0.893680261157,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,120,0,0,3,5,block_2_2,cyclic_8_2,block_4_1,block_8_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,2,1,True
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_2_2,cyclic_8_2,block_4_1,block_8_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,1,2,1,True
workload_611.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_2_2,cyclic_8_2,block_4_1,block_8_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_523.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,block_2_2,cyclic_8_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_665.cpp,xczu7ev-ffvc1156-2-e,10,22.78376,84,0,1,3,5,block_2_2,cyclic_8_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,1,2.25,0.986311063312,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_2_2,cyclic_8_2,block_4_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,93,0,0,3,5,block_2_2,cyclic_8_2,cyclic_8_1,cyclic_4_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,1,2,1,True
workload_649.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,83,0,0,3,5,block_4_2,block_2_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_664.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,block_2_2,complete_1,complete_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_102.cpp,xczu7ev-ffvc1156-2-e,10,188.80291,365,0,0,14,35,block_4_2,block_2_2,complete_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,12.25,0.471426622983,False
workload_621.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,93,0,0,3,5,block_4_2,block_4_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_582.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,block_4_2,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_459.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,100,0,0,3,5,block_4_2,block_4_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_26.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,248,0,0,10,19,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_2_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,1,7.25,0.735158881421,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,block_4_2,complete_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_424.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,109,0,0,3,5,block_4_2,block_4_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_696.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,block_4_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_16,pipeline_1,1,2,1,True
workload_472.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,block_4_2,block_4_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_96.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,244,0,0,10,19,block_4_2,block_4_2,complete_1,block_2_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,7.25,0.735158881421,False
workload_515.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,79,0,0,2,5,block_4_2,block_4_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.75,1,True
workload_412.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,block_4_2,block_4_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_124.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,249,0,0,10,19,block_4_2,block_4_2,complete_1,block_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,7.25,0.735158881421,False
workload_397.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,84,0,0,3,5,block_4_2,block_4_2,complete_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_225.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_4_2,block_4_2,complete_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,2,1,True
workload_671.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,block_4_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2,1,True
workload_706.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,block_4_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_690.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,2,1,True
workload_661.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,81,0,0,3,5,block_4_2,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_589.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_4_2,block_4_2,complete_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_4_2,block_4_2,complete_1,cyclic_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,22.78376,88,0,1,3,5,block_4_2,block_4_2,cyclic_8_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline_1,1,2.25,0.986311063312,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10,127.22213,563,0,0,15,31,block_4_2,block_8_2,block_4_1,block_2_1,block_8_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,11.5,0.529261118795,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,120,0,0,6,10,block_4_2,block_8_2,block_4_1,block_4_1,block_2_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,4,0.893680261157,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,237,0,0,10,19,block_4_2,block_8_2,block_4_1,cyclic_2_1,block_2_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,1,7.25,0.735158881421,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,97,0,0,3,5,block_4_2,block_8_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,2,1,True
workload_445.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,102,0,0,3,5,block_4_2,block_8_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,1,2,1,True
workload_379.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,block_8_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,1,2,1,True
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,92,0,0,3,5,block_4_2,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,100,0,0,3,5,block_4_2,complete_1,block_2_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_531.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,complete_1,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_234.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,238,0,0,10,19,block_4_2,complete_1,block_4_1,block_2_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,1,7.25,0.735158881421,False
workload_527.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,complete_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_478.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,block_4_2,complete_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_598.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,complete_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,2,1,True
workload_662.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,complete_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_282.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,block_4_2,complete_1,complete_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,2,1,True
workload_699.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,2,1,True
workload_666.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_612.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,block_4_2,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_560.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,block_4_2,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,2,1,True
workload_158.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,484,0,0,19,36,block_4_2,complete_2,block_4_1,block_2_1,block_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,1,13.75,0.471044240615,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,241,0,0,10,19,block_4_2,complete_2,block_4_1,block_2_1,block_2_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,1,7.25,0.735158881421,False
workload_702.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,complete_2,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,block_4_2,complete_2,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_630.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,86,0,0,2,5,block_4_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,1.75,1,True
workload_597.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,block_4_2,complete_2,block_4_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_151.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,544,0,0,19,36,block_4_2,complete_2,block_4_1,cyclic_2_1,block_8_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,1,13.75,0.471044240615,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,block_4_2,complete_2,block_8_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_23.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,541,0,0,19,36,block_4_2,complete_2,block_8_1,cyclic_2_1,block_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,1,13.75,0.471044240615,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,94,0,0,3,5,block_4_2,complete_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_480.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,92,0,0,3,5,block_4_2,complete_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,1,2,1,True
workload_583.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,87,0,0,2,5,block_4_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.75,1,True
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,block_4_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_624.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_4_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_632.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,82,0,0,3,5,block_4_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_52.cpp,xczu7ev-ffvc1156-2-e,10,127.22213,642,0,0,15,31,block_4_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,1,11.5,0.529261118795,False
workload_89.cpp,xczu7ev-ffvc1156-2-e,10,127.22213,237,0,0,8,17,block_4_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,1,6.25,0.728800498838,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,244,0,0,10,19,block_4_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,7.25,0.735158881421,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,block_4_2,cyclic_8_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_693.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,92,0,0,3,5,block_4_2,cyclic_8_2,block_8_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_567.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,block_4_2,cyclic_8_2,block_8_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_614.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,93,0,0,3,5,block_4_2,cyclic_8_2,block_8_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_132.cpp,xczu7ev-ffvc1156-2-e,10,127.22213,577,0,0,15,31,block_8_2,block_2_2,cyclic_2_1,complete_1,cyclic_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,11.5,0.529261118795,False
workload_604.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,block_8_2,complete_2,complete_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,2,1,True
workload_108.cpp,xczu7ev-ffvc1156-2-e,10,127.22213,589,0,0,15,31,block_8_2,cyclic_2_2,cyclic_2_1,block_8_1,cyclic_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,11.5,0.529261118795,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,129,0,0,6,10,block_8_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_27.cpp,xczu7ev-ffvc1156-2-e,10,127.22213,595,0,0,15,31,block_8_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,1,11.5,0.529261118795,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,530,0,0,19,36,block_8_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_16,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,1,13.75,0.471044240615,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,566,0,0,19,36,complete_1,block_2_2,complete_1,block_4_1,block_8_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,13.75,0.471044240615,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10,101.52229,355,0,0,8,17,complete_1,block_2_2,complete_1,block_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.74426910516,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,256,0,0,10,19,complete_1,block_2_2,complete_1,block_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,7.25,0.735158881421,False
