Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_569.cpp,xczu7ev-ffvc1156-2-e,10,677.75258,165,42,1,13,22,block_2_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_8,1,19.5,0.894561815691,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,224,41,4,20,34,block_2_1,block_4_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_34,1,24.75,0.816430017297,False
workload_757.cpp,xczu7ev-ffvc1156-2-e,10,133.91258,183,41,4,19,30,block_2_1,block_4_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_4,pipeline_1,unroll_5,unroll_2,1,23.5,0.845029224452,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,201.74325,176,41,4,19,30,block_2_1,block_4_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,1,23.5,0.844968009143,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10,1003.27741,298,66,6,24,43,block_2_1,cyclic_128_1,block_128_1,unroll_5,unroll_32,unroll_4,unroll_16,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_34,1,34.75,0.706661469667,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10,353.63109,581,40,4,26,51,block_2_1,cyclic_128_1,block_32_1,pipeline_1,unroll_32,unroll_8,unroll_16,unroll_4,unroll_4,pipeline_1,unroll_5,unroll_34,1,30.25,0.742704883545,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10,358.24241,533,40,4,23,44,block_2_1,cyclic_128_1,block_32_1,unroll_5,unroll_16,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_5,unroll_34,1,27.75,0.800197082404,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10,355.68241,569,40,4,26,51,block_2_1,cyclic_128_1,block_32_1,unroll_5,unroll_32,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_5,unroll_34,1,30.25,0.742701489307,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10,353.63216,579,40,4,26,51,block_2_1,cyclic_128_1,block_32_1,unroll_5,unroll_32,unroll_8,unroll_16,unroll_4,unroll_4,pipeline_1,unroll_5,unroll_34,1,30.25,0.742704881783,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10,355.68241,575,40,4,26,51,block_2_1,cyclic_128_1,block_64_1,unroll_5,unroll_32,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_5,unroll_34,1,30.25,0.742701489307,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,229.78395,181,40,4,19,29,block_2_1,cyclic_16_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,1,23,0.857677430389,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10,283.38512,279,40,4,20,36,block_2_1,cyclic_16_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_2,1,25,0.816289661354,False
workload_892.cpp,xczu7ev-ffvc1156-2-e,10,730.18138,163,41,1,12,21,block_2_1,cyclic_2_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_34,1,18.75,0.910346195265,False
workload_739.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,222,40,4,20,33,block_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_2,pipeline_1,unroll_34,1,24.25,0.825902583424,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,228,40,4,20,33,block_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_34,pipeline_1,unroll_34,1,24.25,0.825902583424,False
workload_919.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,220,40,4,20,33,block_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_34,1,24.25,0.825902583424,False
workload_701.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,222,40,4,20,33,block_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_2,1,24.25,0.825902583424,False
workload_388.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,221.5,40,4,20,33,block_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_34,2,24.25,0.825902583424,False
workload_402.cpp,xczu7ev-ffvc1156-2-e,10,225.97443,175,40,4,19,29,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,1,23,0.857692591596,False
workload_854.cpp,xczu7ev-ffvc1156-2-e,10,133.9049,181,40,4,19,30,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_34,1,23.25,0.851458417662,False
workload_499.cpp,xczu7ev-ffvc1156-2-e,10,133.9049,183,40,4,19,30,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_16,unroll_5,unroll_2,1,23.25,0.851458417662,False
workload_897.cpp,xczu7ev-ffvc1156-2-e,10,133.9049,181,40,4,19,30,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_34,1,23.25,0.851458417662,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10,133.9049,183,40,4,19,30,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_34,2,23.25,0.851458417662,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,10,133.9049,181,40,4,19,30,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,unroll_5,unroll_2,1,23.25,0.851458417662,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,10,201.74325,171,40,4,19,29,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,1,23,0.857778089003,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10,201.74325,175,40,4,19,29,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_4,unroll_34,pipeline_1,unroll_2,1,23,0.857778089003,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10,575.51642,185,41,6,16,31,block_2_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_2,1,23.5,0.843233854141,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10,646.2953,159,42,1,13,22,block_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_16,pipeline_1,unroll_8,1,19.5,0.894846654522,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10,646.2953,160,42,1,13,22,block_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_2,pipeline_1,unroll_8,1,19.5,0.894846654522,False
workload_674.cpp,xczu7ev-ffvc1156-2-e,10,133.90234,193,40,4,20,33,block_2_1,cyclic_2_1,cyclic_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_34,1,24.25,0.825902583378,False
workload_738.cpp,xczu7ev-ffvc1156-2-e,10,309.49466,217,40,2,12,23,block_2_1,cyclic_32_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_4,unroll_16,unroll_5,unroll_34,1,19.25,0.903504601355,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10,226.05659,175,41,4,19,28,block_2_1,cyclic_4_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,1,23,0.857692269479,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10,761.63866,161,41,1,12,21,block_2_1,cyclic_4_1,block_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_4,unroll_2,pipeline_1,unroll_2,1,18.75,0.909847485704,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,706.58842,302,41,1,30,45,block_2_1,cyclic_4_1,block_128_1,pipeline_1,pipeline_1,unroll_8,unroll_64,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_8,1,29.25,0.765028813201,False
workload_697.cpp,xczu7ev-ffvc1156-2-e,10,792.7014,208,41,2,13,23,block_2_1,cyclic_4_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_32,unroll_4,unroll_16,unroll_5,unroll_34,1,19.75,0.887407277866,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10,133.90171,218,41,4,20,33,block_2_1,cyclic_4_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_2,1,24.5,0.81958168748,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,10,133.9049,183,41,4,19,30,block_2_1,cyclic_4_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_34,1,23.5,0.845029226624,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10,356.25841,516,40,4,23,42,block_2_1,cyclic_64_1,block_64_1,unroll_5,unroll_16,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_5,unroll_34,1,27.25,0.802904050979,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10,352.64016,578,40,4,26,50,block_2_1,cyclic_64_1,block_64_1,unroll_5,unroll_32,unroll_8,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_5,unroll_34,1,30,0.748659429383,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10,229.70179,198,40,4,19,32,block_2_1,cyclic_64_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_16,pipeline_1,unroll_8,1,23.75,0.83854098217,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10,278.12179,931,57,7,21,47,block_32_1,block_16_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,pipeline_1,1,33,0.733498245498,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10,278.13467,889,57,7,22,51,block_32_1,block_32_1,block_8_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,unroll_2,1,34.25,0.721315656232,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,53013.42996,854,57,37,17,55,block_32_1,block_32_1,cyclic_8_1,unroll_5,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_8,unroll_34,unroll_5,unroll_4,1,41.5,0.1,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10,133.95973,880,58,7,20,39,block_32_1,block_4_1,block_128_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_2,1,31,0.733983565312,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10,9545.81534,942,57,47,26,83,block_32_1,cyclic_128_1,cyclic_8_1,pipeline_1,unroll_8,unroll_8,unroll_64,unroll_2,unroll_8,unroll_4,unroll_5,unroll_34,1,53.25,0.412074578826,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,200.98223,247,41,7,23,36,block_4_1,block_16_1,cyclic_128_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline_1,1,26.75,0.814954802208,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10,13046.26322,411,62,49,27,48,block_4_1,block_2_1,cyclic_4_1,unroll_5,unroll_8,unroll_4,unroll_2,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,46.5,0.415088048827,False
workload_56.cpp,xczu7ev-ffvc1156-2-e,10,13046.26322,394,62,49,26,48,block_4_1,block_2_1,cyclic_4_1,unroll_5,unroll_8,unroll_4,unroll_2,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_34,1,46.25,0.416349162006,False
workload_35.cpp,xczu7ev-ffvc1156-2-e,10,201.10367,305,41,14,28,49,block_4_1,block_32_1,block_8_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_2,1,33,0.733822490727,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10,17341.16432,260,41,2,7,19,block_4_1,block_4_1,block_32_1,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_5,unroll_2,1,17.25,0.560138039669,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10,13413.44856,136,41,3,8,17,block_4_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_34,unroll_5,unroll_2,1,17.25,0.64946495759,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10,8584.01673,146,41,3,9,18,block_4_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_2,unroll_5,unroll_2,1,17.75,0.753874430656,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10,226.0977,236,41,14,24,35,block_4_1,block_4_1,block_8_1,unroll_5,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_5,unroll_2,1,28.5,0.785147646575,False
workload_42.cpp,xczu7ev-ffvc1156-2-e,10,134.00659,385,41,13,35,52,block_4_1,block_4_1,block_8_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_2,unroll_5,unroll_2,1,35.25,0.704715242799,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10,134.02397,278,41,14,27,42,block_4_1,block_4_1,block_8_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,pipeline_1,unroll_5,unroll_34,1,31,0.7339835581,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10,16197.79938,344,41,9,26,43,block_4_1,block_4_1,block_8_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_4,unroll_16,unroll_2,unroll_5,unroll_2,1,29.75,0.493293490809,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10,133.90491,234,41,7,20,34,block_4_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_34,1,25.5,0.816427681398,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,10,201.74805,184,41,7,19,30,block_4_1,cyclic_2_1,cyclic_16_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,1,24.25,0.825872572195,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10,956.46031,163,47,12,16,25,block_4_1,cyclic_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,25,0.812916326567,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10,13420.58831,125,41,3,8,15,block_4_1,cyclic_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_5,unroll_2,1,16.75,0.653210710608,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10,13420.58851,123,41,3,8,15,block_4_1,cyclic_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_5,unroll_2,1,16.75,0.653210705877,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10,950.37881,169,47,12,16,26,block_4_1,cyclic_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,25.25,0.812521452828,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10,1083.53431,233,47,12,18,31,block_4_1,cyclic_4_1,block_32_1,unroll_5,unroll_32,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,27,0.798507100899,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10,217.41151,249,41,14,27,40,block_4_1,cyclic_4_1,block_8_1,unroll_5,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_5,unroll_2,1,30.5,0.736919546285,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10,3766.54141,289,56,18,21,35,block_4_1,cyclic_64_1,block_128_1,unroll_5,unroll_32,unroll_4,unroll_32,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_34,1,32.5,0.69074759316,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10,971.52618,274,51,7,14,36,block_4_1,cyclic_64_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_8,1,27,0.800153373931,False
workload_556.cpp,xczu7ev-ffvc1156-2-e,10,910.60907,3041,78,12,31,52,block_64_1,block_2_1,block_128_1,unroll_5,pipeline_1,unroll_2,unroll_16,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_2,1,43.25,0.540602120948,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10,9792.37992,1910,82,73,48,85,block_64_1,cyclic_64_1,cyclic_64_1,unroll_5,unroll_16,unroll_2,unroll_32,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,1,72,0.212728077563,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10,12445.72165,210,83,1,2,30,cyclic_128_1,block_4_1,block_16_1,unroll_5,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_5,unroll_2,1,29,0.570170179352,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,856.15215,493,83,6,16,75,cyclic_128_1,block_4_1,block_16_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,45,0.540558467575,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10,145.73134,381,83,68,28,67,cyclic_128_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,unroll_34,unroll_5,unroll_4,1,61.5,0.371540460121,False
workload_132.cpp,xczu7ev-ffvc1156-2-e,10,147.72084,376,83,68,27,66,cyclic_128_1,block_4_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,1,61,0.379345557219,False
workload_31.cpp,xczu7ev-ffvc1156-2-e,10,147.72084,374,83,68,27,66,cyclic_128_1,block_4_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_5,unroll_4,1,61,0.379345557219,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,10,885.00042,430,84,1,5,58,cyclic_128_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,37,0.663060004751,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10,194.23312,502,84,68,30,72,cyclic_128_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_34,pipeline_1,unroll_4,1,63.5,0.34142340949,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10,845.68668,378,85,2,6,58,cyclic_128_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_32,unroll_8,pipeline_1,pipeline_1,unroll_8,2,37.75,0.64697532758,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10,938.25384,415,85,2,6,67,cyclic_128_1,block_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,1,40,0.598866514062,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10,145.79534,381,84,68,28,67,cyclic_128_1,block_8_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_5,unroll_8,1,61.75,0.36767934181,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10,138.89782,424,83,68,29,71,cyclic_128_1,block_8_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_5,unroll_2,1,62.75,0.352511470967,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10,138.83638,431,83,68,29,72,cyclic_128_1,block_8_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,pipeline_1,pipeline_1,unroll_5,unroll_2,1,63,0.348788578346,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10,138.83638,433,83,68,29,72,cyclic_128_1,block_8_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,pipeline_1,unroll_4,unroll_5,unroll_2,1,63,0.348788578346,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10,154.68451,389,83,68,28,67,cyclic_128_1,cyclic_2_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_2,1,61.5,0.371540129244,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10,996.94581,350,84,1,6,56,cyclic_128_1,cyclic_2_1,block_128_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_16,1,36.75,0.66785724028,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10,996.94581,352,84,1,6,56,cyclic_128_1,cyclic_2_1,block_128_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_16,1,36.75,0.66785724028,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10,1045.52884,344,84,1,6,56,cyclic_128_1,cyclic_2_1,block_128_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_8,1,36.75,0.667570156772,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10,1353.99762,388,84,1,4,56,cyclic_128_1,cyclic_2_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,36.25,0.675627369461,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10,1100.12355,348,84,1,4,54,cyclic_128_1,cyclic_2_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,35.75,0.687888868262,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10,1417.22578,586,84,1,5,67,cyclic_128_1,cyclic_2_1,block_64_1,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_32,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,39.25,0.612909301942,False
