Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_200.cpp,xczu7ev-ffvc1156-2-e,10,7.75288,127,74,1,17,38,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_4_1,cyclic_4_1,block_8_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,32.5,0.767506251427,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,10,27.72123,213,71,3,13,39,block_32_1,block_32_1,block_4_1,cyclic_64_1,cyclic_16_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,block_64_1,block_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_2,1,31.5,0.548615287078,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10,5.18577,411,82,17,25,88,block_32_1,block_32_1,cyclic_16_1,block_8_1,block_2_1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_128_1,block_8_1,block_8_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_8,unroll_64,1,53,0.418184028969,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,5.18577,413,77,17,24,86,block_32_1,block_32_1,cyclic_16_1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_8_1,block_2_1,block_64_1,cyclic_4_1,block_8_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_8,unroll_64,1,51,0.452532407774,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10,3.29177,228,71,2,19,49,block_32_1,block_4_1,block_2_1,cyclic_32_1,block_16_1,cyclic_16_1,cyclic_4_1,block_128_1,block_64_1,cyclic_16_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,35.25,0.774266136528,False
workload_70.cpp,xczu7ev-ffvc1156-2-e,10,3.29146,694,81,3,29,76,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_128_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,block_16_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,47.25,0.524395544159,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10,3.29146,745,83,3,29,74,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_128_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,47.25,0.524395544159,False
workload_39.cpp,xczu7ev-ffvc1156-2-e,10,3.29177,213,81,2,19,52,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_16_1,cyclic_16_1,cyclic_4_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,38.5,0.708141906885,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10,3.29146,248,81,2,21,58,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_32_1,cyclic_16_1,cyclic_4_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,40.5,0.664194528792,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10,7.76518,184,82,4,16,42,block_32_1,block_4_1,block_32_1,cyclic_32_1,block_4_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,block_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_8,1,36,0.723723250598,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10,3.31493,506,72,2,21,64,block_32_1,block_4_1,cyclic_8_1,cyclic_32_1,block_16_1,cyclic_16_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,unroll_16,unroll_16,pipeline_1,1,39.75,0.680563385961,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,3.2864,261,81,2,20,53,block_32_1,cyclic_16_1,cyclic_32_1,block_64_1,block_32_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,39,0.69715838527,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10,5.1577,325,84,9,20,75,block_32_1,cyclic_4_1,block_32_1,cyclic_32_1,block_32_1,block_32_1,cyclic_4_1,block_128_1,block_64_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_64,1,47,0.526222254632,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10,3.29594,211,73,2,14,46,block_32_1,cyclic_8_1,block_128_1,cyclic_32_1,block_2_1,cyclic_16_1,cyclic_4_1,block_64_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_16_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,33.75,0.794229634597,False
workload_61.cpp,xczu7ev-ffvc1156-2-e,10,5.18841,322,75,17,28,74,block_4_1,block_32_1,block_8_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,block_2_1,cyclic_128_1,block_4_1,block_8_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_16,unroll_8,unroll_64,1,48.5,0.497797151432,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10,7.76262,147,77,4,18,43,block_4_1,block_4_1,block_32_1,cyclic_32_1,block_4_1,cyclic_8_1,block_16_1,block_128_1,block_64_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_8,1,35.5,0.730947376494,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,10,7.7602,131,76,2,17,38,block_4_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_8,1,33.25,0.758467631349,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10,55.52496,472,75,4,13,42,block_8_1,block_64_1,block_4_1,block_4_1,block_2_1,cyclic_64_1,cyclic_8_1,block_2_1,block_8_1,cyclic_64_1,block_32_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_2,1,33.5,0.254993117754,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10,6.62896,484,74,5,16,49,block_8_1,block_64_1,block_4_1,cyclic_32_1,block_2_1,cyclic_64_1,cyclic_128_1,block_2_1,cyclic_2_1,cyclic_64_1,block_32_1,block_16_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_4,pipeline_1,1,36,0.734081132591,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10,7.72004,502,74,6,14,48,block_8_1,block_64_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,cyclic_8_1,cyclic_128_1,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_16,unroll_64,unroll_16,1,35.5,0.731355720044,False
workload_119.cpp,xczu7ev-ffvc1156-2-e,10,42.3855,719,81,4,24,78,block_8_1,block_8_1,block_32_1,block_4_1,block_16_1,cyclic_32_1,cyclic_8_1,block_128_1,block_8_1,block_16_1,cyclic_2_1,cyclic_128_1,block_16_1,complete_1,unroll_8,unroll_32,unroll_2,unroll_2,1,46.75,0.288542303482,False
workload_14.cpp,xczu7ev-ffvc1156-2-e,10,42.38515,430,71,2,19,91,block_8_1,cyclic_8_1,block_128_1,block_4_1,block_2_1,cyclic_32_1,cyclic_8_1,block_64_1,block_8_1,block_16_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_32,unroll_2,unroll_2,1,45.75,0.295587415643,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10,5.25467,234,70,3,13,59,cyclic_128_1,block_32_1,block_2_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,block_64_1,block_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_16,1,36.25,0.741633746613,False
workload_19.cpp,xczu7ev-ffvc1156-2-e,10,13.37659,485,72,5,17,86,cyclic_128_1,block_32_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,block_16_1,block_8_1,cyclic_16_1,cyclic_32_1,block_64_1,block_64_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_2,1,45,0.52811640226,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10,5.25083,207,74,3,11,58,cyclic_128_1,block_32_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,block_8_1,cyclic_4_1,cyclic_32_1,block_64_1,block_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_16,1,36.5,0.737262285306,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10,71.39142,380,76,84,32,84,cyclic_128_1,block_8_1,cyclic_8_1,block_8_1,block_2_1,block_64_1,cyclic_128_1,cyclic_64_1,block_64_1,cyclic_64_1,block_8_1,block_8_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_16,1,69,0.1,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10,18.9931,781,69,5,24,94,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,block_4_1,block_16_1,cyclic_128_1,cyclic_16_1,block_32_1,cyclic_64_1,cyclic_32_1,cyclic_16_1,block_16_1,complete_1,unroll_32,pipeline_1,unroll_16,unroll_2,1,48,0.445703915657,False
workload_58.cpp,xczu7ev-ffvc1156-2-e,10,71.39142,387,69,84,33,88,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,block_4_1,block_64_1,cyclic_128_1,cyclic_64_1,block_64_1,cyclic_64_1,cyclic_32_1,block_16_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_16,1,68.5,0.100023615538,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10,71.39142,350,70,84,32,84,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,block_64_1,cyclic_64_1,cyclic_32_1,block_16_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_16,1,67.5,0.100209495585,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10,8.56698,200,87,1,11,59,cyclic_128_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_16_1,block_16_1,cyclic_128_1,block_64_1,block_64_1,block_64_1,block_16_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_16,1,39.5,0.657600576347,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,4.83553,282,78,2,19,63,cyclic_16_1,block_16_1,block_2_1,block_16_1,cyclic_32_1,block_2_1,block_4_1,cyclic_4_1,block_2_1,block_64_1,block_128_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,40.5,0.659053690825,False
workload_78.cpp,xczu7ev-ffvc1156-2-e,10,9.08395,253,74,30,33,75,cyclic_16_1,block_16_1,block_4_1,block_128_1,block_2_1,block_2_1,block_4_1,block_4_1,block_64_1,cyclic_4_1,cyclic_128_1,block_64_1,cyclic_32_1,complete_1,unroll_2,unroll_4,unroll_32,unroll_16,1,53,0.410804562389,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,10,6.38123,83,70,1,4,18,cyclic_16_1,cyclic_2_1,block_2_1,block_8_1,cyclic_64_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,23.25,0.920860429244,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,10,4.83188,107,72,1,5,19,cyclic_16_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,unroll_2,unroll_16,unroll_2,pipeline_1,1,24.25,0.929441099772,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10,6.36075,91,71,1,6,20,cyclic_16_1,cyclic_4_1,block_4_1,block_8_1,cyclic_64_1,block_16_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_32_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,24.5,0.906389050999,False
workload_760.cpp,xczu7ev-ffvc1156-2-e,10,6.36075,102,73,1,6,24,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_64_1,block_32_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_128_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,26,0.885967090134,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,10,6.38123,104,78,1,4,23,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_32_1,cyclic_64_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,26.5,0.880726781564,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,10,4.48137,127,71,1,5,27,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_32_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_64,1,26,0.90450262913,False
workload_758.cpp,xczu7ev-ffvc1156-2-e,10,6.36075,80,72,1,4,18,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_64_1,block_16_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,23.75,0.91566541672,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10,6.37099,84.5,71,1,4,18,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_64_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,2,23.5,0.918497435122,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,10,17.10213,108,71,1,7,26,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_8_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_128_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_16,1,26.25,0.730920705449,False
workload_600.cpp,xczu7ev-ffvc1156-2-e,10,6.37642,98,70,1,7,21,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,block_128_1,block_2_1,block_2_1,cyclic_8_1,cyclic_2_1,block_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,24.75,0.903753375077,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,3.1805,148,69,2,13,38,cyclic_2_1,block_4_1,block_16_1,block_8_1,cyclic_16_1,block_16_1,block_128_1,cyclic_128_1,block_2_1,cyclic_8_1,cyclic_32_1,block_16_1,cyclic_128_1,complete_1,unroll_4,pipeline_1,unroll_16,pipeline_1,1,30.5,0.836927952353,False
workload_646.cpp,xczu7ev-ffvc1156-2-e,10,3.18562,121,62,2,11,34,cyclic_2_1,block_4_1,block_2_1,block_8_1,cyclic_64_1,cyclic_32_1,block_16_1,block_128_1,block_16_1,block_64_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,27.25,0.906481646219,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10,3.22535,181,71,1,6,27,cyclic_2_1,cyclic_16_1,block_2_1,block_16_1,cyclic_64_1,block_16_1,cyclic_2_1,block_4_1,block_16_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline_1,1,26.25,0.906613021986,False
workload_608.cpp,xczu7ev-ffvc1156-2-e,10,8.78781,92,71,1,6,20,cyclic_2_1,cyclic_16_1,block_2_1,block_16_1,cyclic_64_1,block_16_1,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_2,1,24.5,0.871713776827,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,3.22446,176,68,1,10,30,cyclic_2_1,cyclic_16_1,block_2_1,block_8_1,cyclic_64_1,block_16_1,cyclic_2_1,block_128_1,block_4_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline_1,1,27.25,0.906125690436,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,10,3.19677,86,71,1,5,17,cyclic_2_1,cyclic_16_1,cyclic_2_1,block_16_1,cyclic_16_1,block_16_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,23.5,0.957690530668,False
workload_529.cpp,xczu7ev-ffvc1156-2-e,10,3.22535,185,71,1,5,25,cyclic_2_1,cyclic_16_1,cyclic_2_1,block_16_1,cyclic_64_1,block_16_1,cyclic_2_1,block_4_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline_1,1,25.5,0.923512244408,False
workload_533.cpp,xczu7ev-ffvc1156-2-e,10,17.55871,92,67,1,6,18,cyclic_2_1,cyclic_2_1,block_2_1,block_16_1,cyclic_32_1,block_8_1,cyclic_4_1,block_2_1,cyclic_128_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_64_1,complete_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,23,0.739621688604,False
workload_632.cpp,xczu7ev-ffvc1156-2-e,10,17.53745,83,65,1,4,15,cyclic_2_1,cyclic_2_1,block_2_1,block_8_1,cyclic_16_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,21.25,0.743417727558,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10,24.72808,99,62,1,7,19,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_128_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,22.25,0.6302732022,False
workload_854.cpp,xczu7ev-ffvc1156-2-e,10,3.19542,78,62,1,5,14,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,20.5,1,True
workload_882.cpp,xczu7ev-ffvc1156-2-e,10,3.19542,105,63,1,10,23,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_8_1,block_128_1,block_128_1,cyclic_2_1,cyclic_16_1,block_128_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,24.25,0.944043759233,False
workload_563.cpp,xczu7ev-ffvc1156-2-e,10,24.72394,94,61,1,7,19,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,block_128_1,block_2_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,22,0.630652488319,False
workload_772.cpp,xczu7ev-ffvc1156-2-e,10,3.18107,87,63,1,6,20,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_16_1,block_8_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,22.5,0.968305818194,False
workload_823.cpp,xczu7ev-ffvc1156-2-e,10,3.18107,91,62,1,6,20,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1,22.25,0.968305809136,False
workload_732.cpp,xczu7ev-ffvc1156-2-e,10,16.04455,213,61,1,52,92,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_64,1,51.5,0.40961137261,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,10,8.26215,87,61,1,6,19,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_4,1,21.75,0.901445797986,False
workload_624.cpp,xczu7ev-ffvc1156-2-e,10,6.35532,116,61,2,7,25,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,23.75,0.915742703339,False
workload_582.cpp,xczu7ev-ffvc1156-2-e,10,6.35532,131,61,2,8,30,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_2_1,block_16_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,25.25,0.897985074787,False
