Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
gemm_225.c,xczu7ev-ffvc1156-2-e,10,14.30097,124,0,0,1,8,unroll_4,unroll_8,unroll_16,1,2.25,0.339236567486,False
gemm_176.c,xczu7ev-ffvc1156-2-e,10,22.32913,35,0,0,0,3,unroll_4,unroll_8,unroll_2,1,0.75,0.104560584059,False
gemm_125.c,xczu7ev-ffvc1156-2-e,10,1.73137,271,0,1,5,15,unroll_4,unroll_8,unroll_64,1,5.25,0.922055519019,False
gemm_232.c,xczu7ev-ffvc1156-2-e,10,15.44785,67,0,0,1,5,unroll_4,unroll_8,unroll_8,1,1.5,0.284175259256,False
gemm_255.c,xczu7ev-ffvc1156-2-e,10,9.64672,145,0,0,8.5,14.5,unroll_64,unroll_2,pipeline_1,2,5.75,0.547394150982,False
gemm_94.c,xczu7ev-ffvc1156-2-e,10,22.34432,93,0,0,3,10,unroll_64,unroll_2,unroll_2,1,3.25,0.104376214513,False
gemm_112.c,xczu7ev-ffvc1156-2-e,10,10.9472,354,0,0,16,25,unroll_64,unroll_4,pipeline_1,1,10.25,0.403265145476,False
gemm_167.c,xczu7ev-ffvc1156-2-e,10,8.32064,1153,0,0,38,59,unroll_64,unroll_8,pipeline_1,1,24.25,0.216885998634,False
gemm_106.c,xczu7ev-ffvc1156-2-e,10,1.52081,81,0,1,23,18,unroll_8,pipeline_1,pipeline_1,4,10.5,0.798307412879,False
gemm_153.c,xczu7ev-ffvc1156-2-e,10,1.52081,87,0,1,23,18,unroll_8,pipeline_1,unroll_16,2,10.5,0.798307412879,False
gemm_171.c,xczu7ev-ffvc1156-2-e,10,1.52081,79,0,1,23,18,unroll_8,pipeline_1,unroll_2,2,10.5,0.798307412879,False
gemm_45.c,xczu7ev-ffvc1156-2-e,10,1.52081,92,0,1,23,18,unroll_8,pipeline_1,unroll_32,2,10.5,0.798307412879,False
gemm_163.c,xczu7ev-ffvc1156-2-e,10,1.52081,91,0,1,23,18,unroll_8,pipeline_1,unroll_4,2,10.5,0.798307412879,False
gemm_137.c,xczu7ev-ffvc1156-2-e,10,1.52081,99,0,1,23,18,unroll_8,pipeline_1,unroll_64,2,10.5,0.798307412879,False
gemm_124.c,xczu7ev-ffvc1156-2-e,10,1.52081,83.5,0,1,23,18,unroll_8,pipeline_1,unroll_8,2,10.5,0.798307412879,False
gemm_177.c,xczu7ev-ffvc1156-2-e,10,9.62889,117,0,0,8.5,13.5,unroll_8,unroll_16,pipeline_1,2,5.5,0.553497116446,False
gemm_34.c,xczu7ev-ffvc1156-2-e,10,14.29833,848,0,0,5,15,unroll_8,unroll_16,unroll_16,1,5,0.328810521925,False
gemm_110.c,xczu7ev-ffvc1156-2-e,10,22.32649,77,0,0,3,8,unroll_8,unroll_16,unroll_2,1,2.75,0.104569567739,False
gemm_116.c,xczu7ev-ffvc1156-2-e,10,13.72489,3532,0,0,7,21,unroll_8,unroll_16,unroll_32,1,7,0.338986068499,False
gemm_174.c,xczu7ev-ffvc1156-2-e,10,1.37033,2619,0,3,13,35,unroll_8,unroll_16,unroll_64,1,12.75,0.72094752877,False
gemm_44.c,xczu7ev-ffvc1156-2-e,10,15.44521,275,0,0,4,12,unroll_8,unroll_16,unroll_8,1,4,0.280553285949,False
gemm_165.c,xczu7ev-ffvc1156-2-e,10,9.64681,30.5,0,0,1,2,unroll_8,unroll_2,pipeline_1,2,0.75,0.634451007574,False
gemm_205.c,xczu7ev-ffvc1156-2-e,10,22.34441,30,0,0,0,2,unroll_8,unroll_2,unroll_2,1,0.5,0.104436879853,False
gemm_202.c,xczu7ev-ffvc1156-2-e,10,13.74281,106,0,0,1,9,unroll_8,unroll_2,unroll_32,1,2.5,0.368254224338,False
gemm_83.c,xczu7ev-ffvc1156-2-e,10,17.75689,32,0,0,0,2,unroll_8,unroll_2,unroll_4,1,0.5,0.194474290037,False
gemm_293.c,xczu7ev-ffvc1156-2-e,10,6.73865,160,0,1,9,15,unroll_8,unroll_2,unroll_64,1,6.25,0.654873566661,False
gemm_71.c,xczu7ev-ffvc1156-2-e,10,9.62761,345,0,0,17,26,unroll_8,unroll_32,pipeline_1,2,10.75,0.432985939342,False
gemm_36.c,xczu7ev-ffvc1156-2-e,10,22.32521,158,0,0,6,14,unroll_8,unroll_32,unroll_2,1,5,0.104036686395,False
gemm_264.c,xczu7ev-ffvc1156-2-e,10,17.73769,370,0,0,6,15,unroll_8,unroll_32,unroll_4,1,5.25,0.190653136271,False
gemm_126.c,xczu7ev-ffvc1156-2-e,10,9.63657,40.5,0,0,2,3.5,unroll_8,unroll_4,pipeline_1,2,1.375,0.6364978466,False
gemm_263.c,xczu7ev-ffvc1156-2-e,10,3.40041,364,0,1,9,18,unroll_8,unroll_4,unroll_64,1,7,0.772848051553,False
gemm_189.c,xczu7ev-ffvc1156-2-e,10,9.62569,1143.5,0,0,34,54,unroll_8,unroll_64,pipeline_1,2,22,0.217083392588,False
gemm_285.c,xczu7ev-ffvc1156-2-e,10,22.32329,567,0,0,11,28,unroll_8,unroll_64,unroll_2,1,9.75,0.101589634458,False
gemm_17.c,xczu7ev-ffvc1156-2-e,10,17.73577,1583,0,0,12,36,unroll_8,unroll_64,unroll_4,1,12,0.159438181258,False
gemm_144.c,xczu7ev-ffvc1156-2-e,10,9.63145,60.5,0,0,4,6.5,unroll_8,unroll_8,pipeline_1,2,2.625,0.613067000341,False
gemm_289.c,xczu7ev-ffvc1156-2-e,10,14.30089,253,0,0,2,11,unroll_8,unroll_8,unroll_16,1,3.25,0.337092719162,False
gemm_299.c,xczu7ev-ffvc1156-2-e,10,13.72745,809,0,0,3,14,unroll_8,unroll_8,unroll_32,1,4.25,0.362019328595,False
gemm_193.c,xczu7ev-ffvc1156-2-e,10,17.74153,66,0,0,1,6,unroll_8,unroll_8,unroll_4,1,1.75,0.195340223491,False
gemm_147.c,xczu7ev-ffvc1156-2-e,10,1.73129,811,0,1,10,23,unroll_8,unroll_8,unroll_64,1,8.5,0.819885092565,False
