Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_708.cpp,xczu7ev-ffvc1156-2-e,10,1774.68625,377,31,1,16,26,block_2_1,block_4_1,cyclic_4_1,complete_2,block_2_1,cyclic_2_1,complete_1,block_4_1,complete_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,18.5,0.79138542635,False
workload_948.cpp,xczu7ev-ffvc1156-2-e,10,1774.69009,359,31,1,15,25,block_2_1,block_4_1,cyclic_4_1,complete_2,cyclic_2_1,cyclic_2_1,complete_1,block_4_1,complete_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,18,0.801689367437,False
workload_571.cpp,xczu7ev-ffvc1156-2-e,10,7020.09793,1204,32,1,33,59,block_2_1,cyclic_16_1,block_2_1,block_2_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_8,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,31.25,0.442193156238,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,2508.51013,201,32,1,11,28,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,18,0.800376642744,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10,16784.18117,303,32,1,13,40,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_32,1,21.5,0.459184433058,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,10,1774.71557,440,32,1,18,32,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_32,1,20.75,0.791265062072,False
workload_626.cpp,xczu7ev-ffvc1156-2-e,10,1774.71557,437,32,1,18,32,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,complete_1,complete_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_32,1,20.75,0.791265062072,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10,2508.50753,386,32,1,11,30,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,18.5,0.789749507548,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10,2508.50753,388,32,1,11,30,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,18.5,0.789749507548,False
workload_715.cpp,xczu7ev-ffvc1156-2-e,10,16784.86977,478,32,1,12,37,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_32,1,20.5,0.467363776653,False
workload_706.cpp,xczu7ev-ffvc1156-2-e,10,2508.50753,393,32,1,11,30,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,18.5,0.789749507548,False
workload_681.cpp,xczu7ev-ffvc1156-2-e,10,2508.50753,383,32,1,11,30,block_2_1,cyclic_16_1,block_2_1,complete_2,block_2_1,cyclic_2_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,18.5,0.789749507548,False
workload_821.cpp,xczu7ev-ffvc1156-2-e,10,7563.06001,102,32,1,3,12,block_2_1,cyclic_16_1,block_2_1,complete_2,cyclic_2_1,complete_1,block_4_1,block_8_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,1,12,0.8579868,False
workload_799.cpp,xczu7ev-ffvc1156-2-e,10,2650.47761,123,32,1,4,15,block_2_1,cyclic_16_1,block_2_1,complete_2,cyclic_8_1,block_8_1,block_4_1,block_4_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,13,0.966562984708,False
workload_927.cpp,xczu7ev-ffvc1156-2-e,10,2508.50753,141,32,1,20,37,block_2_1,cyclic_16_1,block_2_1,complete_2,cyclic_8_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,22.5,0.756122276335,False
workload_769.cpp,xczu7ev-ffvc1156-2-e,10,7563.05617,117,32,1,3,14,block_2_1,cyclic_16_1,block_2_1,complete_2,cyclic_8_1,complete_1,block_4_1,block_4_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,1,12.5,0.84958518565,False
workload_718.cpp,xczu7ev-ffvc1156-2-e,10,7587.79841,143,32,1,9,24,block_2_1,cyclic_16_1,block_2_1,complete_2,cyclic_8_1,complete_1,complete_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_2,1,16.5,0.750140078394,False
workload_669.cpp,xczu7ev-ffvc1156-2-e,10,43019.34529,265,32,1,9,26,block_2_1,cyclic_16_1,block_2_1,complete_2,cyclic_8_1,complete_1,complete_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,unroll_2,1,17,0.115639120586,False
workload_716.cpp,xczu7ev-ffvc1156-2-e,10,17959.27749,371,33,1,11,28,block_2_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,block_8_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,18.25,0.474776346626,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,10,17931.44017,295,65,1,4,11,block_2_1,cyclic_16_1,block_2_1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,block_4_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,20.25,0.442960630804,False
workload_674.cpp,xczu7ev-ffvc1156-2-e,10,13214.46849,893,34,1,12,35,block_2_1,cyclic_16_1,block_2_1,cyclic_8_1,block_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,cyclic_8_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,1,20.5,0.552043643595,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10,21939.03041,467,32,1,7,30,block_2_1,cyclic_16_1,block_4_1,complete_2,block_2_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_8,unroll_2,unroll_32,1,17.5,0.398415596161,False
workload_632.cpp,xczu7ev-ffvc1156-2-e,10,21880.05313,550,32,1,13,42,block_2_1,cyclic_16_1,block_4_1,complete_2,block_2_1,complete_1,complete_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,unroll_32,1,22,0.348783355081,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,21963.65509,337,32,1,29,58,block_2_1,cyclic_16_1,block_4_1,complete_2,block_2_1,complete_1,complete_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll_2,unroll_8,unroll_16,unroll_4,unroll_2,unroll_4,unroll_2,unroll_32,1,30,0.272398916521,False
workload_642.cpp,xczu7ev-ffvc1156-2-e,10,2508.50753,424,32,1,11,31,block_2_1,cyclic_16_1,block_4_1,complete_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,18.75,0.789581151925,False
workload_605.cpp,xczu7ev-ffvc1156-2-e,10,2508.51013,197,32,1,11,28,block_2_1,cyclic_16_1,block_4_1,complete_2,block_2_1,cyclic_2_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,18,0.800376642744,False
workload_700.cpp,xczu7ev-ffvc1156-2-e,10,16868.75585,463,32,1,11,33,block_2_1,cyclic_16_1,block_4_1,complete_2,block_2_1,cyclic_2_1,complete_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_32,1,19.25,0.481274039265,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,10,21939.03313,151,32,1,3,16,block_2_1,cyclic_16_1,block_4_1,complete_2,complete_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,unroll_32,1,13,0.42953812013,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10,21939.03041,477.5,32,1,7,30,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_8_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_8,unroll_2,unroll_32,2,17.5,0.398415596161,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10,7563.05605,210,32,1,7,24,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_8_1,complete_1,complete_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,16,0.76013035882,False
workload_667.cpp,xczu7ev-ffvc1156-2-e,10,21855.14693,293,32,1,7,32,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_8_1,complete_1,complete_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_4,unroll_4,unroll_4,unroll_2,unroll_32,1,18,0.394887574016,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,10,21880.05313,553,32,1,13,42,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_8_1,complete_1,complete_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,unroll_32,1,22,0.348783355081,False
workload_550.cpp,xczu7ev-ffvc1156-2-e,10,21879.76641,653,32,1,29,65,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_8_1,complete_1,complete_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll_2,unroll_8,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,unroll_32,1,31.75,0.252870469055,False
workload_655.cpp,xczu7ev-ffvc1156-2-e,10,21880.05313,563,32,1,13,42,block_2_1,cyclic_16_1,block_4_1,complete_2,cyclic_8_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,unroll_32,1,22,0.348783355081,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10,6937.79393,920,62,7,14,30,block_2_1,cyclic_16_1,block_4_1,cyclic_2_1,cyclic_8_1,block_8_1,block_4_1,block_4_1,block_2_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,1,28.25,0.526174160544,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,21603.60385,458,33,1,7,26,block_2_1,cyclic_16_1,block_4_1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,unroll_32,1,16.75,0.413008647166,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,10,2508.51013,200,32,1,11,28,block_2_1,cyclic_16_1,cyclic_4_1,complete_2,block_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,18,0.800376642744,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10,2508.51013,195,32,1,11,28,block_2_1,cyclic_16_1,cyclic_4_1,complete_2,block_2_1,cyclic_2_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,18,0.800376642744,False
workload_530.cpp,xczu7ev-ffvc1156-2-e,10,2508.51013,197,32,1,11,28,block_2_1,cyclic_16_1,cyclic_4_1,complete_2,block_2_1,cyclic_2_1,complete_1,block_4_1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,18,0.800376642744,False
workload_747.cpp,xczu7ev-ffvc1156-2-e,10,7563.05617,118,32,1,3,14,block_2_1,cyclic_16_1,cyclic_4_1,complete_2,cyclic_8_1,block_8_1,complete_1,block_4_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,12.5,0.84958518565,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10,7563.05605,200,32,1,7,24,block_2_1,cyclic_16_1,cyclic_4_1,complete_2,cyclic_8_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,16,0.76013035882,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,10,13057.18469,287,33,1,12,28,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_2_1,complete_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,18.5,0.575762072244,False
workload_624.cpp,xczu7ev-ffvc1156-2-e,10,10102.35089,1275,43,1,24,39,block_2_1,cyclic_32_1,block_2_1,block_4_1,cyclic_8_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,1,26.75,0.518311294021,False
workload_685.cpp,xczu7ev-ffvc1156-2-e,10,13651.77281,231,32,1,16,32,block_2_1,cyclic_32_1,block_2_1,cyclic_2_1,block_4_1,block_8_1,block_8_1,block_8_1,block_2_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_2,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,1,20.25,0.543688003849,False
workload_529.cpp,xczu7ev-ffvc1156-2-e,10,13647.84065,528,32,1,21,46,block_2_1,cyclic_32_1,block_2_1,cyclic_2_1,block_4_1,block_8_1,block_8_1,block_8_1,block_4_1,block_2_1,unroll_32,unroll_8,unroll_2,unroll_2,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,1,25,0.484783883797,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10,7882.82689,825,34,1,10,39,block_2_1,cyclic_32_1,block_2_1,cyclic_2_1,cyclic_8_1,block_8_1,block_8_1,block_8_1,block_4_1,block_2_1,unroll_32,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_8,unroll_8,pipeline_1,2,21,0.674186309822,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,9917.08113,843,37,1,8,20,block_2_1,cyclic_32_1,block_2_1,cyclic_2_2,cyclic_8_1,block_8_1,block_8_1,block_8_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_32,1,16.5,0.692232442653,False
workload_525.cpp,xczu7ev-ffvc1156-2-e,10,7998.32385,294,32,1,9,26,block_2_1,cyclic_32_1,block_2_1,cyclic_2_2,cyclic_8_1,block_8_1,block_8_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_32,1,17,0.728679123063,False
