Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_144.cpp,xczu7ev-ffvc1156-2-e,10,11.01176,202,26,2,17,43,block_16_1,cyclic_2_1,cyclic_128_1,block_2_1,block_64_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,complete_1,unroll_32,unroll_4,unroll_32,pipeline_1,1,22,0.61973915092,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10,22.00852,238,18,0,12,24,block_2_1,block_128_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,block_128_1,cyclic_8_1,block_32_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_8,1,13.5,0.762872490004,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,8.96989,66,17,0,2,7,block_2_1,block_2_1,block_2_1,cyclic_32_1,block_32_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.5,0.980236803163,False
workload_908.cpp,xczu7ev-ffvc1156-2-e,10,7.51537,661,17,0,35,54,block_2_1,block_2_1,cyclic_2_1,block_2_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,1,26.5,0.520845398508,False
workload_477.cpp,xczu7ev-ffvc1156-2-e,10,7.60717,659,17,0,38,60,block_2_1,cyclic_128_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,28.75,0.474561514749,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10,7.61224,703,17,0,38,61,block_2_1,cyclic_128_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_64,unroll_8,1,29,0.469585052088,False
workload_563.cpp,xczu7ev-ffvc1156-2-e,10,8.88385,87,18,0,7,19,block_2_1,cyclic_128_1,block_2_1,cyclic_8_1,block_32_1,cyclic_2_1,block_4_1,cyclic_2_1,block_8_1,complete_1,unroll_16,pipeline_1,unroll_2,pipeline_1,1,11,0.903464282068,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,7.612,1430,17,0,37,60,block_2_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,unroll_4,unroll_4,pipeline_1,1,28.5,0.479571238994,False
workload_598.cpp,xczu7ev-ffvc1156-2-e,10,7.6148,1406,17,0,36,57,block_2_1,cyclic_2_1,block_2_1,block_2_1,block_32_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_64,unroll_8,1,27.5,0.499942651029,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10,7.602,679,17,0,36,57,block_2_1,cyclic_2_1,block_2_1,block_2_1,block_32_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_64,unroll_8,1,27.5,0.49994265935,False
workload_836.cpp,xczu7ev-ffvc1156-2-e,10,7.59453,680,17,0,38,57,block_2_1,cyclic_2_1,block_2_1,block_2_1,block_32_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,28,0.489690429152,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,10,21.9644,68,18,0,2,6,block_2_1,cyclic_2_1,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_64,unroll_8,1,6.5,0.838628995295,False
workload_597.cpp,xczu7ev-ffvc1156-2-e,10,7.58925,671.5,17,0,36,55,block_2_1,cyclic_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_2,pipeline_1,2,27,0.510327856124,False
workload_705.cpp,xczu7ev-ffvc1156-2-e,10,7.5892,675,17,0,36,56,block_2_1,cyclic_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_64,pipeline_1,1,27.25,0.505118623652,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,10,8.95453,59,17,0,2,5,block_2_1,cyclic_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6,0.990340544899,False
workload_751.cpp,xczu7ev-ffvc1156-2-e,10,7.59944,684,17,0,36,56,block_2_1,cyclic_2_1,block_2_1,block_2_1,cyclic_8_1,block_16_1,block_2_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_8,unroll_64,pipeline_1,1,27.25,0.505118640151,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,10,21.99005,78,16,0,3,9,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_32_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_8,1,7,0.836123141505,False
workload_662.cpp,xczu7ev-ffvc1156-2-e,10,8.88321,62,17,0,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,6.25,0.987023535897,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,21.89825,63,17,0,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,1,6.25,0.84013834172,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10,8.96477,63,17,0,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.25,0.986460703396,False
workload_634.cpp,xczu7ev-ffvc1156-2-e,10,8.95709,65,17,0,2,7,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,1,6.5,0.980279100219,False
workload_577.cpp,xczu7ev-ffvc1156-2-e,10,8.96477,62,17,0,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.25,0.986460703396,False
workload_839.cpp,xczu7ev-ffvc1156-2-e,10,7.5892,1451,18,0,36,56,block_2_1,cyclic_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1,27.5,0.499942637987,False
workload_797.cpp,xczu7ev-ffvc1156-2-e,10,7.58925,1438,18,0,36,55,block_2_1,cyclic_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,27.25,0.505118623779,False
workload_915.cpp,xczu7ev-ffvc1156-2-e,10,7.57901,1412,18,0,35,55,block_2_1,cyclic_2_1,block_4_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,27,0.510327823131,False
workload_559.cpp,xczu7ev-ffvc1156-2-e,10,7.602,674,18,0,36,56,block_2_1,cyclic_2_1,cyclic_2_1,block_2_1,block_32_1,cyclic_2_1,block_8_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,27.5,0.49994265935,False
workload_757.cpp,xczu7ev-ffvc1156-2-e,10,7.5892,1306,17,0,36,56,block_2_1,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_16_1,block_8_1,complete_1,pipeline_1,unroll_8,unroll_64,pipeline_1,1,27.25,0.505118623652,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10,43.47696,188,18,0,8,23,block_2_1,cyclic_4_1,block_2_1,block_128_1,block_32_1,cyclic_4_1,block_2_1,cyclic_32_1,block_4_1,complete_1,unroll_32,unroll_4,unroll_16,unroll_2,1,12.25,0.586188110667,False
workload_20.cpp,xczu7ev-ffvc1156-2-e,10,43.47173,309,18,0,14,33,block_2_1,cyclic_4_1,block_2_1,block_128_1,block_32_1,cyclic_4_1,block_2_1,cyclic_32_1,block_4_1,complete_1,unroll_64,unroll_4,unroll_2,unroll_2,1,16.25,0.55281341388,False
workload_716.cpp,xczu7ev-ffvc1156-2-e,10,7.51537,691,18,0,35,54,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,1,26.75,0.515569664574,False
workload_771.cpp,xczu7ev-ffvc1156-2-e,10,93.68065,84,18,0,7,15,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,1,10,0.24276568406,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10,7.602,718,17,0,36,57,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,27.5,0.49994265935,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10,7.59669,702,18,0,38,59,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,2,28.75,0.474561495619,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10,7.59361,898,18,0,41,69,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,block_64_1,complete_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,32,0.412461805065,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10,7.59693,708,18,0,37,58,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,28.25,0.484614201171,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10,21.96477,315,18,0,18,31,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_32,unroll_4,unroll_2,unroll_8,1,16.75,0.702641917637,False
workload_715.cpp,xczu7ev-ffvc1156-2-e,10,7.59693,1348,17,0,36,56,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_16_1,block_16_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,27.25,0.5051186379,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10,7.52556,664,18,0,36,56,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_16,1,27.5,0.499942091076,False
workload_627.cpp,xczu7ev-ffvc1156-2-e,10,7.59693,678,18,0,36,56,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,27.5,0.499942654439,False
workload_422.cpp,xczu7ev-ffvc1156-2-e,10,7.602,717,18,0,36,57,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_64,unroll_8,1,27.75,0.494799925722,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10,7.52049,661,18,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_32_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,27.25,0.50511801164,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10,7.59181,681,18,0,37,57,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,28,0.489690422019,False
workload_616.cpp,xczu7ev-ffvc1156-2-e,10,7.51532,665,18,0,35,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_16,1,27,0.510327173981,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10,7.59181,636,18,0,35,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,27,0.510327861283,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,10,7.59176,703,18,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_64,unroll_8,1,27.25,0.505118629594,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10,7.5892,667,18,0,36,56,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_64,unroll_32,1,27.5,0.499942637987,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10,21.96701,73,18,0,3,7,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_8,1,7,0.836380850425,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10,7.59181,661,18,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,27.25,0.505118629698,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10,7.59693,711,19,0,37,57,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_8_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_32,1,28.25,0.484614201171,False
workload_776.cpp,xczu7ev-ffvc1156-2-e,10,21.98493,69,17,0,3,7,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,block_32_1,cyclic_32_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_8,1,6.75,0.837441860705,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10,21.88801,58,18,0,2,6,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,1,6.5,0.839497277879,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,10,7.59181,1312,17,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,block_16_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,27,0.510327861283,False
workload_870.cpp,xczu7ev-ffvc1156-2-e,10,7.5168,678,19,0,35,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,1,27.25,0.505117954084,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,10,7.51532,733,18,0,35,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_8,1,27,0.510327173981,False
workload_906.cpp,xczu7ev-ffvc1156-2-e,10,7.51537,670,18,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,27.25,0.505117931102,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10,7.59693,732,18,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,27.25,0.5051186379,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,10,7.602,672,17,0,36,55,block_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,27,0.510327869569,False
workload_758.cpp,xczu7ev-ffvc1156-2-e,10,7.52561,1738,18,0,35,55,block_2_1,cyclic_4_1,block_2_1,cyclic_32_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,27,0.510327330667,False
workload_747.cpp,xczu7ev-ffvc1156-2-e,10,8.96221,65,17,0,3,8,block_2_1,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1,7,0.965312393426,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10,8.98013,67,16,0,3,8,block_2_1,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_32_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.75,0.972803619715,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10,8.96477,63,17,0,2,6,block_2_1,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.25,0.986460703396,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,8.96477,69,18,0,2,6,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,block_16_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.5,0.980253917587,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,10,21.97981,65,18,0,2,8,block_2_1,cyclic_4_1,block_2_1,cyclic_64_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_8,1,7,0.836237675704,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,7.52045,780,18,0,36,55,block_2_1,cyclic_4_1,block_4_1,block_2_1,block_32_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,27.25,0.505118011029,False
workload_876.cpp,xczu7ev-ffvc1156-2-e,10,7.5892,1461,18,0,36,56,block_2_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,complete_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1,27.5,0.499942637987,False
workload_713.cpp,xczu7ev-ffvc1156-2-e,10,7.51481,817,19,0,35,55,block_2_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,27.25,0.505117921999,False
workload_902.cpp,xczu7ev-ffvc1156-2-e,10,8.97813,64,17,0,3,8,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_2_1,block_32_1,cyclic_16_1,block_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,7,0.965290089155,False
workload_504.cpp,xczu7ev-ffvc1156-2-e,10,7.602,713,17,0,36,57,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_32_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_8,1,27.5,0.49994265935,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10,57.01909,102,19,0,13,25,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_32_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_32,1,14.25,0.462937650986,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,7.59181,672,18,0,35,55,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,27,0.510327861283,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,10,7.59181,662,18,0,35,55,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,1,27,0.510327861283,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10,8.96277,61,18,0,2,6,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,6.5,0.980260532271,False
workload_788.cpp,xczu7ev-ffvc1156-2-e,10,8.96984,72,18,0,2,8,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,block_4_1,block_16_1,block_2_1,block_32_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_16,pipeline_1,1,7,0.965301859424,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10,43.47696,147,18,0,8,21,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,block_32_1,cyclic_4_1,block_2_1,cyclic_32_1,block_4_1,complete_1,unroll_32,unroll_4,unroll_16,unroll_2,1,11.75,0.589032581629,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10,8.97685,188,20,0,7,18,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_4_1,block_16_1,block_4_1,cyclic_128_1,block_32_1,complete_1,unroll_16,unroll_4,unroll_2,pipeline_1,1,11.25,0.897896056401,False
workload_589.cpp,xczu7ev-ffvc1156-2-e,10,7.61736,1298,17,0,37,57,block_2_1,cyclic_64_1,block_2_1,block_2_1,block_4_1,block_16_1,cyclic_16_1,block_16_1,cyclic_8_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,1,27.75,0.494799917155,False
