Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,94,52,11,27,18,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,27,0.669941283114,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,52,11,27,18,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,27,0.669941283114,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,80,52,25,28,30,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_32,pipeline_1,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,33.75,0.575489864358,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,101,52,11,27,19,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,27.25,0.666290597299,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,109,52,11,27,19,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,27.25,0.666290597299,False
workload_411.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,98,52,11,27,19,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_8,unroll_2,unroll_8,unroll_2,1,27.25,0.666290597299,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,97,52,11,27,20,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_64,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,27.5,0.662651641485,False
workload_6.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,125,52,47,44,46,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_64,unroll_8,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,47.25,0.412239646014,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,150,52,47,44,47,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_64,unroll_8,unroll_4,unroll_64,unroll_2,unroll_8,unroll_2,1,47.5,0.40953905772,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,91,57,25,28,29,block_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_8,unroll_2,1,34.75,0.562224294013,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,96,57,25,28,29,block_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,1,34.75,0.562224294013,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,136,57,47,44,46,block_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,unroll_64,unroll_8,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,48.5,0.398854000481,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,85,62,12,6,14,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,1,23.5,0.722282481605,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,95,71,1,2,80,block_2_1,cyclic_16_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,38.5,0.514149883635,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,66,71,1,2,80,block_2_1,cyclic_16_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,1,38.5,0.514149883635,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,99,62,1,24,78,block_2_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,41.25,0.480572646188,False
workload_395.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,90,62,1,24,78,block_2_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,1,41.25,0.480572646188,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,63,28,1,2,74,block_2_1,cyclic_2_1,block_2_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,1,26.25,0.680963716917,False
workload_578.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,68,23,25,10,17,block_2_1,cyclic_2_1,block_2_1,block_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,18.75,0.796994203864,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,78,62,25,10,18,block_2_1,cyclic_2_1,block_4_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_2,1,28.75,0.644632803391,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,92,23,25,28,29,block_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_2,pipeline_1,1,26.25,0.680963713071,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,81,71,25,10,19,block_2_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,31.25,0.609474852975,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,87,57,25,10,17,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,27.25,0.66629059409,False
workload_654.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,73,18,25,28,29,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,25,0.699569031798,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,10,0.67653,380,65,51,35,54,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,51.25,0.135193399439,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,90,28,12,6,10,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,1,14,0.875940292604,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,95,38,25,10,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_2,pipeline_1,1,22.75,0.733797558081,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,82,38,25,10,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,1,22.75,0.733797562991,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,90,38,25,10,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,unroll_2,1,22.75,0.733797562991,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,98,38,25,10,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_4,unroll_2,1,22.75,0.733797562991,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,81,84,25,21,19,block_2_1,cyclic_8_1,block_4_1,block_8_1,complete_1,unroll_32,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_2,pipeline_1,1,37.25,0.529881445938,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,85,56,25,10,17,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,pipeline_1,1,27,0.669941279447,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,85.5,83,25,20,18,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll_4,pipeline_1,2,36.5,0.539461141814,False
workload_50.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,72,56,25,10,17,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,27,0.669941279447,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,85,56,25,10,17,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,27,0.669941279447,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,72,56,25,10,17,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,27,0.669941279447,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,91,74,25,14,19,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,unroll_64,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_2,1,33,0.585562198463,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,96,32,25,28,29,block_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,1,28.5,0.648213114538,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,93,32,25,28,29,block_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,28.5,0.648213114538,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,107,32,25,28,31,block_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll_64,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_8,unroll_2,1,29,0.641064225182,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,85,74,12,10,11,block_4_1,block_2_1,cyclic_4_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,1,26.75,0.67360368322,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,97,25,15,17,block_4_1,block_8_1,block_8_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,pipeline_1,1,38.5,0.514149883635,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,85,79,25,10,17,block_4_1,block_8_1,block_8_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_16,pipeline_1,1,32.75,0.588943105823,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,85,79,25,10,17,block_4_1,block_8_1,block_8_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,32.75,0.588943105823,False
workload_40.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,67,99,25,10,17,block_4_1,block_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,pipeline_1,1,37.75,0.523553633499,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,91,65,12,6,10,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,1,23.25,0.726109096649,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,88,65,12,6,10,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_2,1,23.25,0.726109110839,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,83,65,12,6,10,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_8,unroll_2,1,23.25,0.726109110839,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,94,65,25,28,28,block_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,1,36.5,0.539461141814,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,97,65,25,28,28,block_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,1,36.5,0.539461141814,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,96,70,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,1,30.5,0.619899077375,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,80.5,70,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,2,30.5,0.619899080356,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,79,70,12,6,10,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,2,24.5,0.707093260581,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,86,70,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,30.5,0.619899080356,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,87,70,12,6,10,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,1,24.5,0.707093260581,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,79,75,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,1,31.75,0.602584020789,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,86,75,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,1,31.75,0.602584020789,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,82,97,9,50,24,block_4_1,complete_1,block_16_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,45,0.437072773514,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,81,18,1,67,92,block_4_1,complete_1,block_2_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,1,44.5,0.442720273105,False
workload_723.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,88,23,13,68,35,block_4_1,complete_1,block_2_1,complete_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,34.75,0.562224296393,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,124,23,25,67,56,block_4_1,complete_1,block_2_1,complete_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_8,unroll_2,1,42.75,0.462855997044,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,124,23,17,70,38,block_4_1,complete_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,37,0.533062947576,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,76,42,9,47,25,block_4_1,complete_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,30.75,0.616412606316,False
workload_593.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,71,42,9,46,24,block_4_1,complete_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_8,unroll_2,1,30.25,0.623397278028,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,76,44,1,46,92,block_4_1,complete_1,cyclic_8_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline_1,1,45.75,0.428689497237,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,92,75,1,2,79,block_4_1,cyclic_16_1,block_2_1,block_2_1,complete_1,unroll_64,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,1,39.25,0.504851698199,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,90,57,1,23,75,block_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,1,39,0.507939365028,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,91,66,25,10,22,block_4_1,cyclic_16_1,block_2_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_4,unroll_32,pipeline_1,unroll_8,unroll_2,1,30.75,0.616412609255,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,94.5,61,12,24,22,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,2,29.75,0.630428868111,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,82,61,25,28,29,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,1,35.75,0.549146401928,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,52,1,23,75,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,37.75,0.523553633499,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,101,61,11,27,18,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,29.25,0.637507376566,False
workload_500.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,65,52,1,23,75,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,1,37.75,0.523553633499,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,95,52,1,24,75,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,2,38,0.520407320617,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,96,61,11,27,18,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_2,1,29.25,0.637507379767,False
