Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5220.cpp,xcu200-fsgd2104-2-e,3.33,38.50050762,398,0,0,1,4,block_128_1,block_64_1,cyclic_128_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.25,0.943066917444,False
workload_5271.cpp,xcu200-fsgd2104-2-e,3.33,646.29477162,495,0,0,0,4,block_128_1,block_64_1,cyclic_128_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,1,1,0.126789215154,False
workload_5222.cpp,xcu200-fsgd2104-2-e,3.33,38.42750736,535,0,0,2,6,block_128_1,block_64_1,cyclic_128_1,cyclic_16_1,cyclic_4_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,2,0.873238491362,False
workload_5312.cpp,xcu200-fsgd2104-2-e,3.33,645.68679354,508,0,0,0,3,block_128_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_4,unroll_64,unroll_4,unroll_2,1,0.75,0.127439541484,False
workload_5138.cpp,xcu200-fsgd2104-2-e,3.33,37.47960954,976,0,0,4,6,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.5,0.85426693709,False
workload_5188.cpp,xcu200-fsgd2104-2-e,3.33,37.50667578,489,0,0,4,5,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.25,0.87154602915,False
workload_5180.cpp,xcu200-fsgd2104-2-e,3.33,42.86294082,418,0,0,4,5,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_16,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.25,0.864305490878,False
workload_5136.cpp,xcu200-fsgd2104-2-e,3.33,37.47566682,640,0,0,2,5,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,1.75,0.873540074369,False
workload_5091.cpp,xcu200-fsgd2104-2-e,3.33,42.86267442,575,0,0,4,6,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.5,0.84709916478,False
workload_5185.cpp,xcu200-fsgd2104-2-e,3.33,37.47484098,243,0,0,1,3,block_128_1,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,1,0.96280658849,False
workload_5293.cpp,xcu200-fsgd2104-2-e,3.33,37.47694554,488,0,0,2,5,block_128_1,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,1.75,0.873540067083,False
workload_5228.cpp,xcu200-fsgd2104-2-e,3.33,42.9285285,371,0,0,4,5,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,1,2.25,0.864214527,False
workload_5320.cpp,xcu200-fsgd2104-2-e,3.33,38.1493125,508,0,0,2,5,block_128_1,block_64_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.75,0.873520407468,False
workload_5259.cpp,xcu200-fsgd2104-2-e,3.33,38.2039245,394,0,0,2,5,block_128_1,block_64_1,cyclic_32_1,cyclic_32_1,block_8_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.75,0.87351742371,False
workload_5173.cpp,xcu200-fsgd2104-2-e,3.33,38.20264578,600,0,0,2,6,block_128_1,block_64_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,2,0.873293143902,False
workload_5243.cpp,xcu200-fsgd2104-2-e,3.33,38.20387122,673,0,0,2,6,block_128_1,block_64_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_16,unroll_8,unroll_2,pipeline_1,1,2,0.873292861422,False
workload_5307.cpp,xcu200-fsgd2104-2-e,3.33,37.47886362,329,0,0,2,4,block_128_1,block_64_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.5,0.908694641407,False
workload_5187.cpp,xcu200-fsgd2104-2-e,3.33,37.48008906,333,0,0,2,4,block_128_1,block_64_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.5,0.908694627378,False
workload_5492.cpp,xcu200-fsgd2104-2-e,3.33,642.17145906,364,0,0,0,2,block_128_1,block_64_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_2,1,0.5,0.129401518237,False
workload_5328.cpp,xcu200-fsgd2104-2-e,3.33,37.4747877,432,0,0,2,4,block_128_1,block_64_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,1.5,0.908694686693,False
workload_5536.cpp,xcu200-fsgd2104-2-e,3.33,37.4133825,289,0,0,2,3,block_128_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_4,pipeline_1,1,1.25,0.94458257965,False
workload_5486.cpp,xcu200-fsgd2104-2-e,3.33,366.1776225,328,0,0,0,2,block_128_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_4,unroll_2,1,0.5,0.441823032499,False
workload_5423.cpp,xcu200-fsgd2104-2-e,3.33,366.18105906,485,0,0,0,3,block_128_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_32,unroll_8,unroll_4,unroll_2,1,0.75,0.440140948988,False
workload_4918.cpp,xcu200-fsgd2104-2-e,3.33,48.00287574,1643,0,6,7,12,block_128_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,2,6.25,0.428061396883,False
workload_4832.cpp,xcu200-fsgd2104-2-e,3.33,48.02017842,1703,0,6,7,12,block_128_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,6.25,0.428059976732,False
workload_5142.cpp,xcu200-fsgd2104-2-e,3.33,64.2850173,986,0,3,3,7,block_128_1,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,1,3.25,0.742693462917,False
workload_5095.cpp,xcu200-fsgd2104-2-e,3.33,41.94532602,896,0,4,6,10,block_128_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_4,unroll_8,unroll_4,pipeline_1,1,5,0.55139826047,False
workload_5088.cpp,xcu200-fsgd2104-2-e,3.33,73.40546106,1625,0,5,6,12,block_128_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,1,5.75,0.469586768788,False
workload_4942.cpp,xcu200-fsgd2104-2-e,3.33,60.72079842,1668.5,0,5.5,7,11.5,block_128_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,2,6,0.449287259171,False
workload_5424.cpp,xcu200-fsgd2104-2-e,3.33,645.72342354,545,0,0,0,3,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_4,unroll_2,1,0.75,0.127421383733,False
workload_5455.cpp,xcu200-fsgd2104-2-e,3.33,366.20354322,278,0,0,0,1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,0.25,0.442031445111,False
workload_5495.cpp,xcu200-fsgd2104-2-e,3.33,366.20103906,366,0,0,0,2,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,0.5,0.441782087516,False
workload_5534.cpp,xcu200-fsgd2104-2-e,3.33,642.19255794,314,0,0,0,2,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,0.5,0.129390682478,False
workload_5360.cpp,xcu200-fsgd2104-2-e,3.33,642.19442274,259,0,0,0,1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_32,unroll_8,unroll_2,unroll_2,1,0.25,0.129404411404,False
workload_5551.cpp,xcu200-fsgd2104-2-e,3.33,642.1913325,589,0,0,0,2,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_32,unroll_8,unroll_2,unroll_2,1,0.5,0.129391311773,False
workload_5403.cpp,xcu200-fsgd2104-2-e,3.33,642.1939965,238,0,0,0,2,block_128_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_32,unroll_8,unroll_2,unroll_2,1,0.5,0.129389943748,False
workload_5516.cpp,xcu200-fsgd2104-2-e,3.33,642.2753817,411,0,0,0,2,block_128_1,cyclic_4_1,block_128_1,cyclic_8_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll_16,unroll_8,unroll_2,unroll_2,1,0.5,0.129348165953,False
workload_5257.cpp,xcu200-fsgd2104-2-e,3.33,38.38871286,382,0,0,1,4,block_128_1,cyclic_4_1,cyclic_128_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.943224612102,False
workload_5153.cpp,xcu200-fsgd2104-2-e,3.33,43.93562706,1357,0,0,4,9,block_128_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_64,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,1,3.25,0.755506335084,False
workload_5234.cpp,xcu200-fsgd2104-2-e,3.33,37.55689218,320,0,0,2,3,block_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.25,0.944384775979,False
workload_5265.cpp,xcu200-fsgd2104-2-e,3.33,37.55286954,1001,0,0,4,7,block_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.75,0.822149476475,False
workload_5150.cpp,xcu200-fsgd2104-2-e,3.33,59.84402274,190,0,0,1,2,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_2,unroll_32,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,1,0.75,0.932487421785,False
workload_5194.cpp,xcu200-fsgd2104-2-e,3.33,59.84863146,281,0,0,2,4,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_2,unroll_32,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,1,1.5,0.885389433077,False
workload_5252.cpp,xcu200-fsgd2104-2-e,3.33,59.84828514,296,0,0,2,4,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,1.5,0.885390009296,False
workload_5389.cpp,xcu200-fsgd2104-2-e,3.33,37.47020562,479,0,0,2,4,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_32,unroll_16,unroll_2,pipeline_1,1,1.5,0.90869473507,False
workload_5498.cpp,xcu200-fsgd2104-2-e,3.33,366.20263746,244,0,0,0,2,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_32,unroll_8,unroll_2,unroll_2,1,0.5,0.441779292726,False
workload_5417.cpp,xcu200-fsgd2104-2-e,3.33,366.19243434,430,0,0,0,2,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_32,unroll_16,unroll_2,unroll_2,1,0.5,0.441797133001,False
