Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_274.cpp,xczu7ev-ffvc1156-2-e,10,155.84294,726,12,1,19,47,block_2_1,block_8_1,cyclic_2_1,unroll_8,unroll_4,unroll_8,unroll_17,unroll_4,unroll_32,pipeline_1,unroll_5,unroll_5,1,19.75,0.398972326715,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10,437.82262,477,12,1,30,52,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_16,unroll_8,unroll_17,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,23.75,0.1,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10,210.81566,317,12,1,15,27,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,unroll_16,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_5,1,13.75,0.358759398376,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,10,208.39849,970,12,1,22,53,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,unroll_16,unroll_32,pipeline_1,unroll_5,1,22,0.28838745846,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,10,352.71081,1123,12,1,18,53,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,unroll_16,unroll_32,unroll_5,pipeline_1,1,21,0.133855739618,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10,208.16329,434,12,1,21,42,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,19,0.316603108938,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10,208.17253,407,12,1,21,40,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_17,unroll_2,unroll_2,unroll_32,pipeline_1,pipeline_1,1,18.5,0.320345928977,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10,210.43557,406,12,1,18,36,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_17,unroll_2,unroll_2,unroll_32,pipeline_1,unroll_5,1,16.75,0.331478131446,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,143.89863,678,12,1,36,69,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_17,unroll_4,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,29.5,0.255362701164,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10,143.88839,681,12,1,36,70,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_17,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,29.75,0.250924348875,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10,199.97925,673,12,1,34,65,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_17,unroll_4,unroll_8,unroll_16,pipeline_1,unroll_5,1,28,0.224574380881,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10,196.64222,1562,12,1,25,53,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_32,unroll_2,unroll_2,unroll_16,unroll_32,pipeline_1,pipeline_1,1,22.75,0.297014551163,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10,61.05374,387,75,1,29,36,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_5,1,35.25,0.195507645101,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10,199.37229,692,12,1,36,69,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_8,unroll_17,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,29.5,0.205405071047,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10,198.51622,1289,12,1,43,89,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_8,unroll_17,unroll_4,unroll_32,unroll_64,pipeline_1,pipeline_1,1,36.25,0.131415601459,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10,199.99565,797,12,1,35,72,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_8,unroll_17,unroll_4,unroll_8,unroll_32,pipeline_1,unroll_5,1,30,0.198429851568,False
workload_535.cpp,xczu7ev-ffvc1156-2-e,10,6.45159,1160,75,1,17,52,block_2_1,cyclic_32_1,cyclic_2_1,unroll_4,unroll_36,unroll_2,unroll_17,pipeline_1,unroll_64,unroll_16,pipeline_1,pipeline_1,1,36.25,0.184599733738,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10,170.74796,337,12,1,8,20,block_2_1,cyclic_32_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_5,unroll_5,1,10.25,0.462931698431,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,171.99374,399,12,1,11,24,block_2_1,cyclic_32_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,pipeline_1,unroll_5,unroll_5,1,12,0.452101631954,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,10,58.71162,250,75,1,13,19,block_2_1,cyclic_32_1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_32,unroll_32,pipeline_1,unroll_5,1,27,0.385762137994,False
workload_528.cpp,xczu7ev-ffvc1156-2-e,10,6.93831,377,75,1,22,37,block_2_1,cyclic_32_1,cyclic_8_1,unroll_4,unroll_36,unroll_2,unroll_17,pipeline_1,unroll_16,pipeline_1,unroll_5,pipeline_1,1,33.75,0.23074454308,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10,6.67463,580,75,1,24,47,block_2_1,cyclic_32_1,cyclic_8_1,unroll_4,unroll_36,unroll_2,unroll_17,pipeline_1,unroll_32,unroll_16,unroll_5,pipeline_1,1,36.75,0.176574026743,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10,7.86538,371,75,1,22,39,block_2_1,cyclic_32_1,cyclic_8_1,unroll_4,unroll_36,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_16,unroll_5,pipeline_1,1,34.25,0.220722920736,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10,147.09963,337,12,1,17,32,block_2_1,cyclic_4_1,complete_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,15.5,0.469749491944,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10,195.6603,279,12,1,15,27,block_2_1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_4,unroll_16,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,13.75,0.388869515138,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10,298.72331,611,12,1,15,37,block_2_1,cyclic_4_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,pipeline_1,pipeline_1,unroll_5,pipeline_1,1,16.25,0.202880499366,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10,184.8051,477,12,1,21,42,block_2_1,cyclic_4_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,19,0.355883979502,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10,147.09963,337,12,1,17,33,block_2_1,cyclic_8_1,complete_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,15.75,0.46585074008,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10,207.13374,247,12,1,14,23,block_2_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_5,1,12.5,0.373968385835,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10,298.73227,860,12,1,15,39,block_2_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_16,unroll_17,unroll_2,pipeline_1,unroll_32,unroll_5,pipeline_1,1,16.75,0.200159700113,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10,298.72335,575,12,1,15,36,block_2_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_4,unroll_8,unroll_17,unroll_2,pipeline_1,pipeline_1,unroll_5,pipeline_1,1,16,0.204180376631,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10,234.36437,682,16,5,25,56,block_64_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_16,unroll_17,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,25.5,0.217621175147,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10,234.36441,652,16,5,25,54,block_64_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_8,unroll_17,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,25,0.222794776519,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,36.85038,242,16,1,2,15,cyclic_16_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_5,unroll_5,1,8.5,0.844242708977,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,10,14.53833,336,27,1,1,20,cyclic_2_1,block_128_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_5,1,12.25,0.790420028455,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10,20.2543,448,27,1,2,25,cyclic_2_1,block_128_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_5,1,13.75,0.771027052297,False
workload_717.cpp,xczu7ev-ffvc1156-2-e,10,6.25287,225,75,1,2,10,cyclic_2_1,block_16_1,block_4_1,unroll_2,unroll_36,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,22,0.581518976601,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10,14.53833,234,12,1,1,12,cyclic_2_1,block_16_1,block_4_1,unroll_4,pipeline_1,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,6.5,0.96437082305,False
workload_855.cpp,xczu7ev-ffvc1156-2-e,10,12.98369,449,12,1,4,27,cyclic_2_1,block_16_1,block_4_1,unroll_4,pipeline_1,unroll_4,unroll_17,unroll_8,unroll_32,pipeline_1,unroll_5,unroll_5,1,11,0.791591181797,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10,8.52222,1262,80,1,3,45,cyclic_2_1,block_16_1,block_4_1,unroll_4,unroll_36,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_5,1,32.25,0.263238664042,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10,111.00542,1290,17,1,4,46,cyclic_2_1,block_16_1,block_4_1,unroll_4,unroll_36,pipeline_1,unroll_2,unroll_2,unroll_32,pipeline_1,pipeline_1,unroll_5,1,17,0.513802071325,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,10,6.25287,259,75,1,3,13,cyclic_2_1,block_16_1,block_4_1,unroll_4,unroll_36,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,23,0.543070934554,False
workload_928.cpp,xczu7ev-ffvc1156-2-e,10,12.78529,257,12,1,2,13,cyclic_2_1,block_16_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_17,unroll_8,pipeline_1,pipeline_1,unroll_5,unroll_5,1,7,0.950261601321,False
workload_913.cpp,xczu7ev-ffvc1156-2-e,10,14.53817,208,12,1,1,10,cyclic_2_1,block_16_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,6,0.975404910178,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10,6.42746,161,75,1,1,6,cyclic_2_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,20.75,0.63178110513,False
workload_774.cpp,xczu7ev-ffvc1156-2-e,10,6.42746,164,75,1,1,7,cyclic_2_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_5,1,21,0.621550446737,False
workload_534.cpp,xczu7ev-ffvc1156-2-e,10,14.53833,233,12,1,1,12,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,6.5,0.96437082305,False
workload_707.cpp,xczu7ev-ffvc1156-2-e,10,14.53801,298,12,1,2,16,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,pipeline_1,unroll_32,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,7.75,0.912872284352,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,14.53817,237,12,1,1,13,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.956122291878,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10,14.53817,236.5,12,1,1,13,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,2,6.75,0.956122291878,False
workload_770.cpp,xczu7ev-ffvc1156-2-e,10,14.53817,241,12,1,1,12,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,6.5,0.964371127517,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,6.2533,933,80,1,2,31,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,unroll_5,pipeline_1,1,28.5,0.360178093516,False
workload_716.cpp,xczu7ev-ffvc1156-2-e,10,6.43036,188,75,1,2,9,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,21.75,0.591382842669,False
workload_745.cpp,xczu7ev-ffvc1156-2-e,10,13.04642,393,12,1,4,22,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,unroll_4,unroll_17,unroll_8,pipeline_1,pipeline_1,unroll_5,unroll_5,1,9.75,0.815554452632,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10,6.25287,257,75,1,3,13,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_36,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,23,0.543070934554,False
workload_533.cpp,xczu7ev-ffvc1156-2-e,10,89.72559,310,12,1,2,13,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_36,unroll_2,unroll_17,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,7,0.722598494084,False
workload_564.cpp,xczu7ev-ffvc1156-2-e,10,6.25255,357,75,1,3,17,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_36,unroll_32,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,24,0.506220232955,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,10,6.42407,473,75,1,3,23,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_36,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,25.5,0.453946228249,False
workload_669.cpp,xczu7ev-ffvc1156-2-e,10,6.25177,948,80,1,2,32,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,28.75,0.353014247628,False
workload_624.cpp,xczu7ev-ffvc1156-2-e,10,10.50509,345,75,1,3,14,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,23.25,0.533478306803,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10,9.84488,430,75,1,3,19,cyclic_2_1,block_32_1,block_4_1,unroll_4,unroll_36,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_5,1,24.5,0.488328730204,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10,125.13848,530,12,1,4,20,cyclic_2_1,block_32_1,block_4_1,unroll_4,unroll_36,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_5,1,9.25,0.589465834883,False
workload_573.cpp,xczu7ev-ffvc1156-2-e,10,9.8483,291,75,1,2,11,cyclic_2_1,block_32_1,block_4_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_5,1,22.25,0.571450385836,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10,6.6233,160,75,1,1,7,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_16,pipeline_1,unroll_5,pipeline_1,1,21,0.621534745633,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,14.84234,381,17,1,1,21,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_5,1,10,0.803355527262,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,14.84234,379,17,1,1,21,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_5,1,10,0.803355527262,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10,85.4689,880,17,1,6,50,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_32,unroll_16,pipeline_1,unroll_5,1,18.5,0.541926404814,False
workload_807.cpp,xczu7ev-ffvc1156-2-e,10,14.53817,234,12,1,1,12,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,6.5,0.964371127517,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10,14.53817,236,12,1,1,12,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,6.5,0.964371127517,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10,15.02722,237,12,1,2,12,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_16,unroll_5,pipeline_1,1,6.75,0.955183279327,False
workload_203.cpp,xczu7ev-ffvc1156-2-e,10,86.91662,846,17,1,6,48,cyclic_2_1,block_4_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_64,unroll_32,pipeline_1,pipeline_1,1,18,0.544669373181,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10,139.53102,2024,12,1,8,53,cyclic_2_1,block_4_1,block_8_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_16,unroll_64,unroll_32,unroll_5,pipeline_1,1,18.5,0.442250378308,False
workload_722.cpp,xczu7ev-ffvc1156-2-e,10,14.53809,244,12,1,2,12,cyclic_2_1,block_4_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_17,pipeline_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,6.75,0.956122443382,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10,18.22892,332,12,1,2,12,cyclic_2_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_5,1,6.75,0.948802375614,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10,85.65634,767,12,1,6,42,cyclic_2_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,unroll_16,pipeline_1,unroll_5,1,15.25,0.604604360917,False
workload_794.cpp,xczu7ev-ffvc1156-2-e,10,14.53553,354,17,1,1,18,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_32,unroll_16,pipeline_1,pipeline_1,1,9.25,0.83928286651,False
workload_727.cpp,xczu7ev-ffvc1156-2-e,10,18.22892,272,12,1,1,9,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,5.75,0.980472816501,False
workload_780.cpp,xczu7ev-ffvc1156-2-e,10,20.2543,318,12,1,1,10,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_5,pipeline_1,1,6,0.965507948521,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,10,15.02978,202,12,1,1,9,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_32,unroll_16,unroll_5,pipeline_1,1,5.75,0.986496760166,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,10,14.53833,232,12,1,1,11,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.970959209138,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10,88.96977,282,12,1,1,13,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_17,unroll_2,unroll_32,pipeline_1,pipeline_1,unroll_5,1,6.75,0.727722191309,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10,87.13758,1055,12,1,6,53,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_16,unroll_16,pipeline_1,unroll_5,1,18,0.544275319905,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10,108.5375,2186,12,1,6,54,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,18.25,0.502614702578,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10,85.65634,1071,12,1,6,53,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_16,pipeline_1,unroll_16,pipeline_1,unroll_5,1,18,0.546912189119,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10,85.65634,1062,12,1,6,53,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_32,unroll_16,pipeline_1,unroll_5,1,18,0.546912189119,False
workload_788.cpp,xczu7ev-ffvc1156-2-e,10,14.53809,244,12,1,2,12,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_8,unroll_17,pipeline_1,unroll_32,pipeline_1,unroll_5,pipeline_1,1,6.75,0.956122443382,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10,108.09045,1527,17,1,7,65,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,unroll_16,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,22.5,0.438154768578,False
workload_315.cpp,xczu7ev-ffvc1156-2-e,10,108.14644,2465,12,1,8,54,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,unroll_16,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,18.75,0.497735637927,False
