Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_342.cpp,xczu7ev-ffvc1156-2-e,10,298.22869,45,24,1,3,6,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,1,8.5,0.962199628452,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10,291.57269,56,24,1,5,9,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,9.75,0.933400839292,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10,288.24469,74,24,1,9,14,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,12,0.83746168158,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10,14.3363,1211,24,1,27,76,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,1,32,1,True
workload_297.cpp,xczu7ev-ffvc1156-2-e,10,298.22878,46,24,1,3,6,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1,8.5,0.96219954193,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10,291.57278,54,24,1,5,9,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,9.75,0.933400787737,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10,288.24478,75,24,1,9,14,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1,12,0.837461688151,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10,14.33766,1217,24,1,27,76,block_2_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,1,32,0.422948384242,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,10,307.77614,47,24,1,9,16,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,12.5,0.810168423432,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10,382.27118,59,26,1,5,12,block_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_4,1,11,0.768341163092,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10,14.33893,1295,25,1,45,94,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,1,41.25,0.207260420948,False
workload_398.cpp,xczu7ev-ffvc1156-2-e,10,291.57269,54,25,1,5,9,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,10,0.930107905907,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10,288.24469,77,25,2,9,14,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,12.5,0.814029027574,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10,450.05629,53,25,1,18,31,block_2_1,block_4_1,complete_1,unroll_2,unroll_4,pipeline_1,1,18.75,0.472708852704,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10,291.57278,55,25,1,5,9,block_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,10,0.930107816772,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10,300.55828,187,25,4,19,32,block_2_1,block_4_1,cyclic_4_1,unroll_17,unroll_2,unroll_2,1,20,0.507337544919,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10,307.77614,46,25,1,9,16,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,12.75,0.798951128217,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10,398.47454,51,31,1,9,20,block_2_1,block_64_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,15.25,0.626244006906,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10,382.27118,74,31,1,5,14,block_2_1,block_64_1,block_4_1,unroll_2,unroll_2,unroll_4,1,12.75,0.723684928141,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10,378.94318,117,31,2,9,23,block_2_1,block_64_1,block_4_1,unroll_2,unroll_2,unroll_8,1,16.25,0.61127994803,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10,382.27109,70,31,1,5,14,block_2_1,block_64_1,complete_1,unroll_2,unroll_2,unroll_4,1,12.75,0.723685052762,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10,398.47437,46,26,1,9,16,block_2_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,1,13,0.693871478777,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10,14.3363,1135,24,1,27,77,block_2_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_16,1,32.25,0.419476261607,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10,300.55811,168,24,1,16,27,block_2_1,cyclic_2_1,complete_1,unroll_17,unroll_2,unroll_2,1,17,0.619604904956,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10,14.33621,1100.5,24,1,27,77,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,2,32.25,1,True
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,14.33621,1206,24,1,27,77,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,1,32.25,1,True
workload_425.cpp,xczu7ev-ffvc1156-2-e,10,14.33621,1197,24,1,27,77,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,1,32.25,1,True
workload_428.cpp,xczu7ev-ffvc1156-2-e,10,14.33621,1162.5,24,1,27,77,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,2,32.25,1,True
workload_294.cpp,xczu7ev-ffvc1156-2-e,10,307.77597,45,24,1,9,15,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,1,12.25,0.821405454897,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10,298.22869,45,24,1,2,6,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,1,8.25,0.972089693574,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,291.57269,51,24,1,4,8,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,9.25,0.941272089725,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10,285.20789,948,24,1,54,76,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,38.75,0.207783927459,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10,288.24469,71,24,1,7,12,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,11,0.885403384841,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10,430.58357,108,24,1,14,22,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_8,1,15.25,0.589843720853,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10,307.77614,41,24,1,8,15,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,2,12,0.83263845617,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10,298.22878,43,24,1,2,6,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1,8.25,0.972089627252,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10,285.20798,854,24,1,53,76,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,38.5,0.211126193113,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10,288.24478,72,24,1,7,12,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1,11,0.885403391438,False
workload_414.cpp,xczu7ev-ffvc1156-2-e,10,307.7761,49,24,1,17,29,block_2_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,1,17.75,0.58949191909,False
workload_380.cpp,xczu7ev-ffvc1156-2-e,10,300.55828,169,24,1,16,27,block_2_1,cyclic_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_2,1,17,0.619604890186,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10,307.77614,42,24,1,9,15,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,12.25,0.821405370805,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10,298.22878,46,24,1,2,6,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,8.25,0.972089627252,False
workload_498.cpp,xczu7ev-ffvc1156-2-e,10,14.33621,1368,25,1,29,79,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_4,1,33.5,0.383639234244,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10,298.22869,43,25,1,2,6,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,1,8.5,0.962199628452,False
workload_373.cpp,xczu7ev-ffvc1156-2-e,10,288.24469,69,25,1,7,13,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,11.5,0.86125670025,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10,307.77614,42,25,1,8,15,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,12.25,0.821405370805,False
workload_87.cpp,xczu7ev-ffvc1156-2-e,10,285.20798,944,25,1,53,77,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,39,0.204461162491,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,10,534.50702,69,25,1,33,56,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1,28.75,0.203262831193,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10,514.6291,263,25,1,28,42,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_8,1,24,0.299223327961,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10,377.11278,213,31,1,14,39,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_16,1,21.25,0.44601130744,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10,378.94318,108,31,1,7,22,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,1,15.25,0.645926185944,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10,378.94309,107,31,1,7,22,block_2_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_8,1,15.25,0.645926271111,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10,378.94318,103,31,1,7,22,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1,15.25,0.645926185944,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10,572.2619,74,26,1,8,15,block_2_1,cyclic_8_1,block_4_1,unroll_2,unroll_4,unroll_4,1,12.5,0.444694665476,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10,375.90638,939,26,1,53,80,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,40,0.162967572928,False
workload_105.cpp,xczu7ev-ffvc1156-2-e,10,688.43998,64,26,1,33,56,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1,29,0.142689065247,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,684.40334,139,26,1,15,26,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,1,17,0.271139164351,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10,688.43998,67,26,1,33,56,block_2_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1,29,0.142689065247,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10,700.93551,101,42,15,38,65,block_32_1,block_16_1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1,40,0.1,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10,378.94318,164,42,1,7,37,block_4_1,cyclic_128_1,block_2_1,unroll_2,unroll_2,unroll_8,1,21.75,0.429929417425,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10,514.6291,316,26,1,28,58,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_8,unroll_8,1,28.25,0.218991327771,False
workload_63.cpp,xczu7ev-ffvc1156-2-e,10,378.94318,108,32,1,7,26,block_4_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,1,16.5,0.602610145316,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10,378.94309,113,32,1,8,26,block_4_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_8,1,16.75,0.593952169173,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,568.54469,217,32,1,15,49,block_4_1,cyclic_64_1,complete_1,unroll_2,unroll_4,unroll_8,1,24.25,0.261422653433,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10,378.94318,99,32,1,7,26,block_4_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1,16.5,0.602610145316,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10,378.94309,80,27,1,7,17,block_4_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_8,1,13,0.720620899815,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,379.59846,491,63,30,9,42,block_64_1,block_128_1,complete_1,unroll_2,unroll_2,unroll_8,1,36,0.203422836177,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,52,46,4,10,19,block_64_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,19.75,0.515528192164,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10,301.21348,1071,46,56,20,47,block_64_1,block_2_1,complete_1,unroll_17,unroll_2,unroll_2,1,42.25,0.160218426473,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,56,46,4,10,19,block_64_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,19.75,0.515528192164,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10,298.88415,70,46,7,3,9,block_64_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,16.25,0.649930936589,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,10,292.22815,122,46,14,5,13,block_64_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,19.5,0.525359942512,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,10,288.90015,287,46,28,9,22,block_64_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,26.25,0.370903997552,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10,399.14031,62,47,4,10,20,block_64_1,block_32_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,20.25,0.465900885432,False
workload_85.cpp,xczu7ev-ffvc1156-2-e,10,389.58255,85,47,8,3,10,block_64_1,block_32_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,17,0.577096132342,False
workload_215.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,55,47,4,10,19,block_64_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,1,20,0.506712602027,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10,300.21514,129,47,15,5,14,block_64_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_2,1,20.25,0.498611965166,False
workload_104.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,52,47,4,10,19,block_64_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,20,0.506712602027,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10,298.88415,74,47,8,3,9,block_64_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1,16.75,0.62970788336,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10,442.39039,118,47,15,5,14,block_64_1,block_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,1,20.25,0.437546744028,False
workload_0.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,60,47,4,10,19,block_64_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,20,0.506712602027,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10,298.88415,74,47,8,3,9,block_64_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,16.75,0.62970788336,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10,292.22815,117,47,15,5,13,block_64_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,20,0.50757202451,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10,288.90015,305,47,30,9,22,block_64_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,27,0.355102033161,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10,442.39039,123,47,15,5,14,block_64_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,1,20.25,0.437546744028,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10,399.14031,56,47,4,10,19,block_64_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,1,20,0.473603461862,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10,389.58255,69,47,7,2,9,block_64_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,16.25,0.602190349744,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10,382.92655,113,47,14,4,14,block_64_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,19.75,0.490687966553,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10,308.44174,49.5,46,4,9,18,block_64_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,2,19.25,0.533439108895,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,288.90006,298,46,28,8,20,block_64_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,25.5,0.386652856214,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10,308.4417,69,46,7,18,34,block_64_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1,26.25,0.35982989512,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10,300.21514,118,46,14,5,13,block_64_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,1,19.5,0.525127016063,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10,450.7169,99,46,14,36,63,block_64_1,cyclic_2_1,complete_1,unroll_4,unroll_4,pipeline_1,1,39.75,0.142474589021,False
workload_370.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,52,46,4,9,18,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,19.25,0.533439089259,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,10,298.88415,67,46,7,2,8,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,15.75,0.670526740616,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,10,292.22815,116,46,14,4,12,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,19,0.543527284587,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10,298.88406,70,47,7,3,8,block_64_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,1,16.25,0.649930943884,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10,292.22806,118,47,14,4,12,block_64_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,19.25,0.534396192213,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10,308.4417,69,47,7,18,34,block_64_1,cyclic_4_1,complete_1,unroll_4,unroll_2,pipeline_1,1,26.5,0.354771107279,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10,308.44191,55,47,4,9,18,block_64_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,19.5,0.524437066901,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10,298.88415,68,47,7,2,8,block_64_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,16,0.66018235903,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10,300.21531,118,47,14,5,13,block_64_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,1,19.75,0.516194216979,False
workload_223.cpp,xczu7ev-ffvc1156-2-e,10,399.14031,58,52,4,9,21,block_64_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,21.5,0.428244454939,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10,298.88406,48,28,1,3,9,block_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,1,10.25,0.914732666907,False
workload_201.cpp,xczu7ev-ffvc1156-2-e,10,308.43151,45,28,1,9,18,block_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,14,0.743419941142,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10,298.88415,49,28,1,3,9,block_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,10.25,0.914732575109,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10,308.4313,57,28,1,17,33,block_8_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1,19.75,0.515529334106,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10,308.43151,43,28,1,9,17,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,13.75,0.754347223634,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,307.39151,58,26,1,2,9,cyclic_128_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,1,9.5,0.921120314262,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10,307.39147,80,26,1,3,15,cyclic_128_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,1,11.25,0.866179017604,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10,46.22126,356,33,1,13,43,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,2,22.5,0.53887469118,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10,46.22126,333,33,1,13,43,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,1,22.5,0.53887469118,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10,307.39134,52.5,26,1,2,9,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,2,9.5,0.921120519027,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10,287.40246,112,26,1,5,21,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,1,13.25,0.779512552906,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,298.88406,86,26,1,1,7,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,1,8.75,0.956936324112,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10,294.22486,114,26,1,2,8,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,9.25,0.940827475629,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10,289.89846,184,26,1,3,10,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,10,0.931739372371,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10,46.22262,396,36,1,31,61,cyclic_128_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,1,32.25,0.407058921091,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10,380.59695,168,27,2,3,11,cyclic_128_1,block_8_1,block_4_1,unroll_2,unroll_2,unroll_8,1,10.75,0.776193578709,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10,398.08974,57,27,1,2,9,cyclic_128_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,1,9.75,0.761871596995,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10,384.92326,126,27,1,2,9,cyclic_128_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,1,9.75,0.78471047336,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,10,380.59686,211,27,2,3,10,cyclic_128_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_8,1,10.5,0.780704280016,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10,409.05135,245,27,2,5,40,cyclic_128_1,cyclic_16_1,block_2_1,unroll_2,unroll_2,unroll_64,1,18.5,0.513551924219,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10,307.03774,53,26,1,1,8,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,2,9,0.939059381647,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10,294.22486,110,26,1,1,7,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,8.75,0.961943674645,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,10,289.89846,180,26,1,1,8,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,9,0.953635031354,False
